,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,Diagnosis
RNA75_FPKM,0.9991589,0.0,0.042582313,0.533057276,1.851748897,0.524864733,0.336347426,0.292430443,0.058750134,0.31051822,0.0,9.31279441,1.225948053,0.0,0.0,1.028845854,0.0,0.466979237,1.647676631,0.731174161,1.090487827,0.369266536,106.9985391,0.028713934,0.22830096,0.0,0.115160661,0.0,0.1802376,3.13568909,0.38967115,5.812888014,4.621942028,4.03559508,1.239680513,0.097113095,0.0,0.098584506,0.402884047,0.210341746,0.0,15.8336364,1.90389132,0.108352662,4.817476608,4.036330613,0.10010119,0.255493876,0.411121364,0.0,0.377055251,0.095684961,0.0,0.549493641,0.091816784,0.419342292,14.51980318,0.0,0.033162984,78.63423312,0.0,4.96165801,0.991611433,0.047737178,0.0,6.981306187,0.370745149,8.327919744,0.118516892,14.39907775,4.843761273,6.091037292,0.615444226,0.295306083,0.187509434,0.066734127,0.0,6.839234382,0
RNA78_FPKM,3.370876561,0.235935514,0.052518351,0.301170234,8.478576715,0.0,0.310961485,0.360530673,0.0,0.109363428,0.0,6.860096833,1.007448347,0.170017035,0.128246322,0.158533744,0.0,1.727255113,1.523317656,0.22533167,0.896291337,0.227569006,47.67484238,0.035400739,0.281466929,0.077835151,0.212994858,0.443217433,0.0,2.449903781,0.256185468,6.64140893,9.343837946,1.921518842,0.382133525,0.239456939,0.974924459,0.931841254,0.0,0.725994167,0.0,5.269946342,7.680772738,0.0,5.341397672,2.300079278,0.123412423,0.0,1.66939132,0.086474181,0.650702767,0.353947338,0.059267386,1.161250696,0.090539588,0.565389148,3.450400875,0.450831687,0.163543475,127.8516143,0.652423092,5.858791775,1.604390031,0.0,0.289704117,2.151557426,0.0,4.106336419,0.0,5.455644692,1.038421678,7.314004599,0.568993356,0.728151963,0.385322131,0.164549897,0.626703708,6.489187963,1
RNA86_FPKM,2.468060392,0.34114601,0.101212603,0.844462976,5.34335239,0.311800116,0.999049468,0.347534512,0.174551758,0.368974098,0.339151004,9.581016825,0.60695784,0.16382718,0.123623387,1.29887815,0.453527442,3.699626733,1.468223332,0.651627209,0.431991223,0.329048633,90.35127777,0.170623188,0.0,0.0,0.34215234,0.366186719,0.214200634,3.09603359,0.648211738,13.13970161,10.43407348,6.12441747,0.736442179,0.0,0.671236361,0.741978558,1.915205668,0.799701525,0.0,13.63958633,4.729849098,0.257540146,6.427529435,8.053448164,0.0,0.202425206,1.609077,0.249977679,0.35840755,0.34114601,0.0,1.958709775,0.0,0.537179801,7.690614684,0.868836279,0.315296346,86.18234244,0.628670153,6.391813129,1.546448003,0.113465046,0.0,4.73999333,0.660909648,4.80608661,0.0,13.10921119,2.252226083,11.88706319,0.365609593,0.350952022,0.891289667,0.0,0.604112725,7.288993154,1
RNA87_FPKM,1.057796738,0.513352129,0.514040068,0.685045174,4.966378601,0.879785838,0.902014077,1.568896395,0.236374826,0.59485323,0.0,12.33627846,0.958971064,0.18494561,0.0,1.897122561,0.511703203,1.252560383,3.866231442,0.245071337,0.487677809,0.24750467,69.84790613,0.231076422,1.377988112,0.084669571,0.308919865,0.41323618,0.241812543,1.806342151,0.243858111,12.54828779,12.64386543,6.912146791,0.415687276,1.172318244,1.969504875,0.264429414,1.891221572,0.620519726,0.0,10.9350068,3.017113851,0.217972623,7.83167797,5.5659133,0.335672135,0.0,1.491737962,0.282096035,0.404495305,0.641726141,0.0,3.473862542,0.0,0.421753475,7.97614617,0.0,0.088935164,66.35967357,0.0,4.972743074,1.745327337,0.128019657,0.0,4.680954543,0.745826553,6.062533497,0.0,12.45482993,1.694402071,10.19955093,1.237754705,0.396044054,0.502949318,0.0,0.340802328,7.670635942,0
RNA89_FPKM,0.24321937,0.442576233,0.049250017,0.744725401,2.447024153,1.061923217,0.0,0.507330511,0.203819363,0.205147811,0.0,4.46477409,0.82686643,0.0,0.120310193,0.074361686,0.220686293,0.0,1.428873908,0.105693856,0.420413552,1.280737277,78.51107843,0.04981511,0.792034895,0.0,0.133192966,0.0,0.0,1.761730868,0.180223509,2.295049742,3.313286188,1.492717696,1.075057511,0.0,0.914433882,0.456020091,0.6989538,0.194539004,0.0,8.970640258,1.801122254,0.0,7.499494689,2.509596892,0.0,0.0,0.391463334,0.0,0.348727507,0.22133537,0.055579044,0.272330612,0.042468412,0.9469863,9.911110608,0.0,0.038355773,111.2978497,0.0,5.314168992,0.788253099,0.0,0.543350367,5.76585334,0.428797868,15.68153963,0.0,14.27040699,2.922070486,13.06366544,1.245186562,0.341546259,0.433679049,0.771704337,0.0,5.511500765,0
RNA94_FPKM,0.0,0.0,0.0,4.078568804,9.463389325,0.0,0.0,0.0,0.0,0.0,0.0,19.36584087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.90028693,0.0,0.0,0.0,0.0,0.0,2.579395107,1.395566741,0.309779611,3.212230925,0.0,0.205252381,0.369437402,0.0,0.0,0.313552634,0.0,5.718361079,0.0,4.720182023,0.206334719,0.0,10.33367586,2.860581107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054688147,3.12902389,0.0,0.0,0.0,0.0,5.231389097,0.0,0.0,0.0,5.94634425,0.0,5.24891489,0.0,14.94000093,1.255660072,4.290157414,0.0,0.0,0.0,0.0,0.0,13.44390337,1
RNA95_FPKM,0.885240819,0.358001802,0.584154989,1.163200393,6.927189335,0.327147476,1.258094187,2.735294665,0.073257403,0.221279688,0.356035425,13.87850673,1.401238342,0.343782094,0.0,1.202772852,1.903658647,1.747185827,3.595307135,0.79783501,0.453497636,0.575470033,89.35075405,0.071627825,2.277863514,0.078735283,0.143597476,0.832629027,0.224864479,1.955009612,0.388728503,13.43599063,15.90654738,4.745983816,0.386552747,1.574538773,0.704351343,0.163948132,1.005007127,1.311380658,0.0,9.871836378,4.963706715,0.067590405,7.718656434,2.943879258,0.312081826,0.424891757,1.507738666,0.087474221,0.940324163,1.432007207,0.59933512,3.621693334,0.114476968,0.80068308,693.4551198,0.456045376,0.0,64.24083022,0.659968105,5.405439991,2.395798408,0.416770746,0.878849188,2.798175002,0.46229387,7.269010374,0.0,7.150863893,1.57567136,4.643693916,0.383605552,0.368292323,0.935412969,0.0,0.158547025,6.512385002,0
RNA97_FPKM,0.772861498,0.562534431,0.751098043,1.33832603,6.998254069,0.0,0.61777037,0.214900794,0.215871001,0.065188039,0.0,8.178607494,0.300253856,0.20260774,0.0,1.890150403,1.682969768,1.143909728,1.815775695,0.268625992,1.068501154,0.271293201,108.5326424,0.12663122,0.167773427,0.092755435,0.0,0.905823055,0.0,3.797042939,0.229098879,11.04351433,11.0040513,4.53957055,0.0,0.856556255,0.332051574,0.386441615,0.0,1.669197272,0.0,6.631990865,2.289322475,0.0,7.871120144,3.581638406,0.515018111,0.0,0.604173941,0.103050488,0.332436338,0.562534431,0.706363444,1.845839835,0.0,0.558510607,10.54111631,0.0,0.048741515,36.86108629,0.0,5.603288696,1.457334498,0.070162035,0.0,2.19882257,0.0,16.78505024,0.0,13.55820374,2.785712785,10.06495587,0.678233002,0.434028078,0.459322062,0.0,0.18677901,7.492852378,0
RNA98_FPKM,1.771383658,0.73263279,1.108538619,0.918166418,6.885556953,0.401766369,1.544776115,1.567340261,0.224916613,0.203758813,0.0,10.25959065,1.564176757,0.422195167,0.07964673,1.181478966,1.460968613,1.430211379,2.522482517,0.559764379,0.556637204,0.706652904,100.7374408,0.0879418,0.0,0.096642153,0.176350548,0.314563724,0.0,1.487673754,0.397756724,5.643985937,8.067428019,3.338409596,0.47446695,1.040994651,1.037896452,0.150966757,1.233907857,0.0,0.0,11.75801903,3.444932906,0.331850323,4.20317698,3.439874455,0.229933983,0.0,1.407040578,0.429474394,0.115455457,0.586106232,0.662291385,2.524003918,0.056229153,1.454663562,8.571284515,0.0,0.050783924,60.19903526,0.0,4.238296218,2.846801698,0.146204049,0.0,3.054040136,0.0,15.11893761,0.0,11.07108694,1.289813067,3.624129193,1.413305808,0.753691826,0.957137939,0.817543052,0.0,5.394480885,1
R_JS001_FPKM,1.69194795,1.642218786,1.461585021,2.064381171,15.88742787,1.500952654,3.005671687,1.882158405,0.252052627,0.317194432,0.816053993,13.47930571,1.606940032,1.182831713,0.07441085,3.402271403,0.545631409,1.558336226,2.355925685,0.91486593,0.0,0.263915334,258.7232114,0.061594944,0.816358302,0.0,0.49406776,1.248553567,0.257861423,4.294390984,0.705825675,11.35310749,16.65488267,6.481785618,1.329277544,3.88886294,0.323021372,0.235012238,3.169104646,0.360889831,0.0,18.33947456,6.929622793,0.154921158,4.618172388,5.063882388,0.787400616,0.487220233,1.521547084,0.401116658,0.64692534,0.547406262,1.168328929,2.132802554,0.157532892,0.861970099,21.51287757,0.522966145,0.426891177,28.110689,1.512685451,6.796239719,1.506587971,0.273100703,0.0,3.921918777,0.795294257,24.66751503,0.0,22.9965243,2.710551748,4.964213388,0.879991154,0.703970094,0.804572997,0.0,2.36265842,11.32081161,1
R_JS002_FPKM,2.211634049,1.704689559,1.475058676,2.022058123,6.020818148,1.687870795,0.832054227,1.44721342,0.087211712,0.131679579,0.0,8.316651659,1.617516259,0.955007218,0.360322468,2.290815394,0.377803645,1.078381357,0.815386348,0.904508387,0.359863249,0.274005593,160.4309788,0.22735169,1.46874371,0.062478682,0.569920329,0.254147582,0.0,2.906300592,0.257089809,7.015042734,12.62339891,4.930384092,0.306740579,1.3456708,1.788815724,0.29272447,0.996919461,0.249787012,0.0,16.76538355,4.110470175,0.26811406,6.178768219,4.031932497,0.049550401,0.0,0.622210267,0.208161576,0.149282785,0.473536744,0.0,0.699148915,0.145366515,0.53167744,15.58010553,0.361884952,0.52515691,17.44133155,0.523703427,3.669556547,1.471939796,0.0,0.465094018,7.402135223,0.0,6.592783365,0.0,38.61398979,2.500868586,9.369231362,1.065634532,0.58459986,0.680454247,0.0,0.377292857,12.55140316,1
R_JS003_FPKM,2.295267131,1.05898844,1.256705045,1.77500516,12.68479297,0.967946823,0.930377441,0.719192999,0.216750169,0.109107525,0.0,8.797040802,1.38162054,0.339111736,0.447682973,1.027819194,0.469386333,3.062592198,6.076725659,0.561897829,1.340840865,0.907917403,110.5537074,0.070618024,0.982546315,0.15524805,0.212398686,0.884122647,0.221690775,2.932224322,0.287469916,13.94531218,13.63833484,5.984685803,1.142907214,1.5524672,1.805821222,0.121217432,1.981677305,0.517222048,0.0,13.04327387,8.724572385,0.066636444,4.169317105,5.430864157,0.061561823,0.104751793,2.378631843,0.0,0.741693823,0.94129672,0.472733951,3.667585889,0.045163866,0.757257519,13.76541599,0.449608819,0.203909916,75.84449132,1.301306826,7.898393455,1.600223613,0.0,0.288918303,2.759050342,0.228006752,10.82427287,0.145774808,12.79878216,1.553726939,6.480081751,0.945794928,0.363102141,0.691750374,0.0,1.09385039,8.306934832,1
R_JS004_FPKM,1.656461944,1.04344438,1.70275559,1.318529559,7.050723601,1.748465732,2.750284325,3.189163797,0.177987387,0.214992263,0.34582637,9.769231436,1.980347041,0.668206885,0.630208306,1.869737975,0.462454032,3.772427546,7.485016788,0.885805851,0.880987848,0.447366879,157.7862358,0.139164556,1.244810839,0.22943282,0.209332068,0.373394218,0.655249964,3.451171835,0.56653808,13.39805773,12.31900156,6.186861349,0.37546863,1.765123362,1.779402479,0.199112152,2.929063205,1.070279978,0.237138082,15.05860326,5.661489542,0.1313046,4.075769127,4.797881893,0.485149051,0.103204728,1.377032621,0.679626903,0.456827418,0.695721286,0.698735166,4.184619475,0.0,1.246291973,15.25972587,0.0,0.080375548,64.88080116,0.641044003,7.340022127,1.802071267,0.115698331,0.569302616,1.208404787,1.123196757,16.14309675,0.0,12.23411297,2.806598715,5.964754348,0.745611465,1.19272404,0.681596713,0.080870167,1.078005638,9.79249967,1
R_JS005_FPKM,1.533287137,1.819841525,1.619698693,1.604915565,11.06693474,1.49686375,3.623979033,3.337019574,0.186216308,0.112466018,0.36181502,9.070445987,2.460702566,0.873875259,0.197826917,2.445552968,1.209586869,4.736690567,6.788003722,0.695172678,0.460859354,0.468050068,106.0226682,0.200246456,1.013082055,0.240040226,0.511023691,1.041820096,0.457029498,3.52722467,0.395213878,8.627174976,15.46831541,7.72241402,1.571310942,1.600753116,3.007734694,0.374971929,1.276994186,0.426600256,0.248101728,12.04351357,4.168796635,0.137375228,5.561278886,4.6341408,0.063456788,0.21595242,2.268598149,0.35557683,0.0,0.606572239,0.731174862,3.284036124,0.093108154,0.697726614,12.64086722,0.926896904,0.168183128,76.48218601,2.012044499,6.35613694,1.964219506,0.302618578,0.297811641,3.477076395,0.0,11.16050753,0.0,12.64330077,1.334851528,9.121981351,1.365146031,0.37440465,0.871774197,0.0,1.127845256,10.03635943,1
R_JS006_FPKM,6.293401501,0.367419661,0.436108343,0.994996438,10.49655605,1.679368821,1.398982306,0.935817431,0.263219929,0.113560591,0.0,11.19321338,0.915278091,0.52933341,0.399504525,1.316943771,1.465630971,2.78984141,6.853242437,0.350906418,1.395784188,0.354390595,147.6957661,0.110278059,1.169076401,0.0,0.147427776,0.591653931,0.23061491,4.324425224,0.432260401,11.25121041,10.53021533,5.300017457,1.586603686,0.745940539,0.722983953,0.504828446,1.289284076,0.753816231,0.0,11.24782169,4.209022517,0.138712229,5.821682478,5.020091211,0.0,0.327022735,1.919102779,0.44874866,0.0,0.367419661,0.369113856,3.315737245,0.023490966,2.851414604,17.01712329,0.935917905,0.084909983,65.07414461,0.0,4.5458152,1.90383926,0.0,0.60142017,3.191444197,0.474625034,19.79579871,0.0,14.12184078,2.1565487,4.847398137,0.590650992,0.377980892,0.320064144,1.879515136,0.162601528,10.4516218,1
R_JS007_FPKM,1.868147251,0.557311673,0.644858817,1.189987189,3.697567422,0.764056326,0.391769059,1.703244664,0.205327672,0.361651997,0.332582698,8.598267938,0.832878303,0.0,0.060614592,1.348138547,0.444491323,2.357282947,6.236356151,1.171029116,0.846768387,1.505210109,193.6931792,0.167242691,1.063811113,0.073548841,0.067105182,0.598219318,0.629917996,2.752062066,0.514400608,8.752270396,9.043966752,5.758581337,1.082859031,1.01821073,0.78958471,0.306248654,2.346575466,0.342949889,0.0,12.6329011,4.031845532,0.37868509,8.871217713,6.164901256,0.0,0.0,1.408358125,0.163331402,0.614766488,1.003237043,0.279890648,1.005757214,0.106933391,2.228433913,20.98682166,0.851525513,0.27040952,99.48408307,0.616494758,7.360754444,2.309989844,0.222471938,0.0,7.260328957,0.216036625,20.50825857,0.552330149,27.66161892,2.452892801,14.44632965,0.716854023,0.114718389,0.582490235,1.477071861,0.148103233,11.05577684,1
R_JS008_FPKM,1.42112471,1.640056592,1.515848131,1.903137343,17.43652733,1.210753743,2.10586965,3.084575105,0.464744584,0.116951744,0.376443992,8.683522788,1.481429002,0.363491968,0.0,1.695427213,0.754831199,3.078484908,5.972596671,0.481933171,0.0,1.581898557,138.882932,0.227142377,1.805981145,0.166409514,0.227785344,0.677064754,0.475258196,3.260325992,0.273961212,12.89614125,18.27850414,6.504955532,0.40871062,1.920607002,3.276632896,0.259951831,3.452750721,0.720903997,0.0,12.31494565,10.72337309,0.0,8.053626379,4.768757049,0.725900211,0.673697155,2.29529395,0.369759071,0.795217654,0.504612379,0.190101506,5.277593126,0.072629074,0.82919299,19.83253691,0.0,0.218636925,67.91523634,0.697798619,7.229251077,2.941255247,0.125875428,1.548612447,2.300896002,1.222124353,19.29040397,0.312510399,17.66691507,1.665710765,7.447110243,0.608504584,0.519117122,1.153676716,3.079568237,0.670188316,10.43652903,1
R_JS009_FPKM,1.516744354,1.885009249,2.936136462,1.281208968,13.39911104,0.73847655,3.193974144,2.263342727,0.537394898,0.062420649,0.0,12.46369055,1.72489577,0.582019654,0.073198315,1.628548081,0.537073855,1.971400309,4.056349018,0.257222169,1.534711042,1.688410919,188.4021876,0.161622735,0.642604156,0.088817742,0.405098195,0.650390946,0.253659535,2.205901439,0.182738906,8.57752606,9.884307531,5.032126298,1.30815846,1.913143716,0.95370148,0.092496053,0.567003667,0.473480438,0.0,10.80456987,3.409059281,0.0,3.635146958,3.803856958,0.352123816,0.359572352,1.326976809,0.493276897,0.318323611,0.673177883,1.217201373,2.319425736,0.103353377,1.908280565,693.8415234,2.057777353,0.233313435,64.85498192,0.744480424,5.658205132,1.395189023,0.0,0.33058156,3.508108894,0.782658908,23.76889046,0.0,12.892092,2.07412021,3.685523835,0.64944037,0.415602536,1.407251176,0.093919069,1.251763955,10.67230915,1
R_JS010_FPKM,1.718749099,0.595751224,1.1931294,1.359668987,11.25377636,0.40844706,1.22135305,1.213815229,0.030497877,0.27614917,0.0,11.194821,0.530026195,0.572190441,0.323829602,1.734799977,0.990107584,1.776884016,2.563992611,0.853512043,0.377389931,0.574625294,110.6265201,0.074498386,0.947627679,0.130976667,0.537788119,0.373057325,0.0,2.818217493,0.431283116,7.943798359,11.4135574,5.368061119,0.643033068,1.108563461,0.468878278,0.272801907,0.836142069,1.178475581,0.0,8.214427149,2.693647359,0.056247125,6.394812614,4.54363401,0.155838263,0.088419892,0.82802399,0.509335808,0.782448867,0.695093574,0.698173752,1.547592215,0.285782,0.652656588,10.52762725,1.517269036,0.03443058,56.268969,0.549209737,6.286214544,1.864893969,0.29721998,0.0,3.363120547,0.577178752,6.9126881,0.12304699,10.34825038,0.874025529,9.332636902,1.117408109,0.81716759,0.843203134,1.03878093,0.659427121,7.354338162,1
R_JS011_FPKM,1.439456167,0.564242372,2.833744321,1.814526146,8.689400032,1.104993245,2.478503551,2.340172567,0.247438668,0.0,0.240521155,11.19147453,2.065064797,0.580655685,0.131458156,2.491380653,1.607262901,1.704619145,0.347081161,1.000745509,0.306362142,0.38875104,115.1963829,0.072560898,0.0,0.106319428,0.485023584,1.51409767,0.303643573,3.98007347,0.525128254,12.0605496,26.6262882,6.282380439,0.261137254,1.55429372,2.854674071,0.221445111,1.018099039,0.814872303,0.082464396,10.5351857,3.935739659,0.228201068,9.180291802,5.5162623,1.307023914,0.932631941,0.814704167,0.413453462,0.444594221,0.805995073,1.011981375,3.305799615,0.247456252,0.722924339,8.103535072,0.0,0.055869179,50.81289554,0.445844092,4.31086526,1.670388186,0.0,0.791446425,5.46000615,0.624588774,4.308634493,0.0,19.00490662,1.95118276,14.27391204,1.425332087,0.912126283,1.421554382,0.0,0.642277324,8.972037951,1
R_JS012_FPKM,1.903006248,1.607956078,2.146680604,2.238995196,22.5648227,1.356461162,1.086570956,2.457101423,0.379686646,0.458626269,0.0,10.56814998,1.056208377,1.425433763,0.134453385,2.077685017,0.739887906,3.42060407,2.66141114,0.590594045,1.879342839,0.23858324,226.7523317,0.092785296,1.180359186,0.081571864,0.669827724,1.394013314,0.0,2.597069434,0.637929615,16.49120486,13.85835696,7.650454015,0.0,2.008525238,2.336305398,0.679652479,2.0829868,0.924248546,0.0,14.22226198,9.842103518,0.560203777,7.374007394,6.496133861,0.388156579,0.440317236,1.343935463,0.725005104,0.194902878,1.113096071,0.248450789,2.63777784,0.142382492,6.808373801,20.80017262,0.472475236,0.471564194,35.04404745,0.0,7.830082902,2.803548185,0.185107686,0.303612246,1.611122453,0.479205653,20.29596484,0.0,24.32932271,1.360851004,8.157683208,0.994096833,0.508929453,1.131134222,0.0,0.328517938,9.803395078,1
R_JS013_FPKM,2.957603314,0.678890377,0.474742421,1.215389711,7.50617095,0.797792774,1.533658754,2.81571262,0.267957534,0.089898079,0.0,9.897791697,0.724718142,0.558815599,0.0,1.303292843,0.19337314,2.997588794,3.339149982,1.01882924,0.736762465,0.561283994,255.2387842,0.043649762,1.041273575,0.063957556,0.116708391,0.156133166,0.182659946,2.215378874,0.447549555,4.166575805,8.243345346,6.832093675,0.628002292,1.082696148,1.259386144,0.133212607,0.816597407,0.213164173,0.0,13.47815639,4.033917762,0.0,6.518299437,3.665863417,0.101446524,0.0,1.985012883,1.065981846,0.534931004,0.096970942,0.292249052,1.7500758,0.0,0.604222296,18.79130914,0.0,0.268901986,37.09470682,1.072199035,5.663167929,1.318926283,0.0,0.47610282,2.779334939,0.375727867,24.59442103,0.720774528,23.11924103,2.347593589,7.099969159,1.091360417,0.199516613,0.443463455,1.758602638,0.77286175,8.778885035,1
R_JS014_FPKM,1.824273081,1.743799195,2.62658437,1.681079193,9.640515875,0.643602288,3.417582998,2.254730852,0.185300608,0.155427828,0.0,7.561339706,0.787527407,0.57975071,0.145825918,1.982915473,0.802470191,1.200131479,1.443117868,0.704571571,0.764237494,0.840949036,150.4468317,0.130818418,0.0,0.176942991,0.443942441,0.791914151,0.378943245,2.677298273,0.091023003,7.55149509,17.03783102,4.986275423,0.21706857,1.905966514,2.13779141,0.460677332,0.423524803,0.91389533,0.0,9.986946541,4.97304956,0.0,5.809316748,2.241657515,1.05247052,0.238780397,1.203299261,1.376074962,0.158515077,1.676696677,1.010496068,2.365598005,0.064337648,0.812769456,874.0108717,0.256092133,0.116214385,27.55426292,1.483156289,7.430344852,0.825248957,0.100365746,0.823150264,2.096876132,0.389739349,13.09010076,0.0,15.33338501,4.575391831,5.883332468,0.862544792,0.275988235,0.876216251,0.0,0.267184592,7.814188136,1
R_JS015_FPKM,2.798371832,1.642824307,1.462161034,1.347119751,26.33789461,0.450451826,1.539503314,2.175621256,0.537957366,0.101546741,0.326557176,5.588714692,1.169116724,0.0,0.238112823,1.17744621,1.310405312,1.60352229,1.414076619,0.732167482,0.83222944,0.52821727,73.50770886,0.197196916,0.783944231,0.144489883,0.659050755,0.881705232,0.206246637,2.95668922,0.356765039,13.79131155,16.39673789,5.428156725,0.709376522,0.889191468,3.103010153,0.225680915,0.691715498,0.625825119,0.0,9.875359914,5.74395485,0.124037527,3.326340287,4.139812378,0.0,0.097454236,2.573753357,0.160527015,0.431510053,0.547637023,0.825052089,5.749388735,0.126085838,0.419903844,12.21203805,2.092096491,0.075927151,86.10953041,0.605325496,5.199937458,1.915007575,0.0,0.537794475,1.426793776,0.848658524,9.121878184,0.0,8.274759671,0.482100549,4.370146592,0.880362117,0.338009237,0.643873504,1.374857063,0.581795199,8.30111986,1
R_JS016_FPKM,1.640320637,0.617646082,1.420111191,1.290054842,17.9259879,0.705644045,0.994830467,2.202093894,0.25282127,0.0,0.307017058,6.474451653,1.538354447,0.5932194,0.335730884,0.968312038,1.231669606,3.516581358,5.759062618,0.983144512,0.391060834,0.397162492,91.36356251,0.154456949,0.491227293,0.13579028,0.495574437,0.552485314,0.19390551,2.517697634,0.335302197,13.72488751,17.20091976,7.344284241,1.333331224,1.044774466,6.319202965,0.141413918,1.733743387,0.226243986,0.0,10.47403047,7.074102283,0.0,9.002935853,5.242589716,0.161538206,0.091622892,2.67919804,0.301723661,1.054382264,0.823528109,0.723731007,3.546275049,0.079006647,0.528573469,12.23062581,1.179773414,0.321100409,72.91377353,0.569104791,5.561574935,2.066599905,0.154071656,0.758121544,2.681988094,0.398859768,10.6210679,0.0,10.52635627,2.491905443,14.86842135,1.323874974,0.211799967,0.806851109,1.723005821,1.09374827,9.228902596,1
R_JS017_FPKM,1.424340507,1.239706471,1.755394211,1.438567236,9.3459539,1.854144735,1.980219669,2.066642221,0.968755703,0.104458864,0.336207843,8.024676606,2.0452017,0.649474427,0.245045507,0.908750779,1.348366811,3.666722545,2.42536277,0.645776801,0.0,0.978381911,61.73607695,0.152197539,0.403327265,0.074350522,1.017302947,0.423400529,0.212341796,2.626482781,0.428302172,13.19007398,15.78444085,6.723259207,0.0,1.029491414,2.927084723,0.077394522,1.423507995,0.594476916,0.0,11.37419728,11.00624099,0.255247235,6.719149771,5.022378675,0.0,0.0,1.82262788,0.0,0.08882432,1.690518132,0.509423373,8.227489706,0.0,0.617287489,3.296257306,1.291553603,0.117174588,55.08228065,0.623214538,5.228014976,2.189623485,0.112429313,0.0,4.698113862,0.436584482,1.400996366,0.0,5.358669418,3.224082697,13.78857781,0.362272229,0.115968817,1.177913274,3.45846318,2.095501839,7.858887945,1
R_JS018_FPKM,1.108210625,1.386504612,1.178009267,3.656737789,11.14968007,1.900853097,1.439686846,2.889242633,0.270895002,0.233735403,0.0,10.47107815,2.556676307,0.90791938,0.411099272,2.7950282,1.256709523,6.766910378,4.882454324,1.203897506,0.957515939,0.729482537,134.8758342,0.226957277,0.601561115,0.083169002,0.531002151,0.270631283,0.237526984,4.013762926,0.376376501,12.13810422,18.3846276,8.502113957,0.816168348,2.814545376,4.017853037,0.346303304,1.592214207,0.664880658,0.0,16.78826381,8.662517249,0.142710535,8.791186142,5.767739437,0.131842579,0.673148153,1.783709421,0.369493358,1.191854435,0.630202864,0.696324325,2.791656634,0.04836212,0.940674739,19.35481893,0.962895242,0.218418933,86.60636596,4.181180396,4.402602403,2.20407938,0.125748608,0.309556828,1.970441336,0.732599984,18.6470869,0.156188054,13.21834565,1.664353362,10.22579709,1.013092074,0.259297054,1.56445995,2.813150048,1.004463259,11.13732311,1
R_JS019_FPKM,1.312690997,0.612478881,0.981319183,1.080401804,7.111239826,1.847567981,0.753425713,0.935922785,0.789781037,0.283902958,1.096093357,10.46771704,1.307787735,1.05893765,0.0,0.823182596,1.221365511,4.185083725,5.272536629,0.701992374,1.396141259,0.945367991,143.9347393,0.128674206,0.438437343,0.080827286,0.147412703,0.460261643,0.230839145,2.911580472,0.365825836,9.982112366,11.24139661,4.823242524,1.190044216,0.994752886,2.892572178,0.3366083,1.289429223,0.43082381,0.0,12.26263183,4.652566482,0.138698047,7.131591493,4.825737527,0.256340167,1.199468218,2.043141503,0.44879918,2.220197984,0.367513655,0.430687963,2.713236522,0.047002357,0.318725059,13.66023695,0.935822213,0.127374763,85.04013023,1.3542793,6.552048557,1.507417755,0.0,0.0,0.0,0.474576507,17.666175,0.45520817,15.87902663,3.235071654,9.372839692,1.181604186,0.0,0.880301363,2.136007399,0.325344441,8.861111517,1
R_JS020_FPKM,2.262115369,0.522732478,1.105039091,1.637860149,10.47639903,1.791722642,2.1815242,2.196816991,0.28086929,0.181710262,0.0,9.150571471,1.116037943,0.753089163,0.142108922,2.019721161,1.303071013,1.48833846,6.187237729,0.624083168,2.482386678,1.260559476,156.8878044,0.098046605,0.311891686,0.086216422,0.550553519,1.052124425,0.246230279,4.643968818,0.532152354,13.74651788,16.41041074,7.548274287,0.846563148,1.326409598,0.771436138,0.179524285,2.200978853,0.517004072,0.0,14.05465835,6.145279806,0.221955832,4.153064207,5.56405579,0.273429296,0.11634703,3.269400497,0.47882243,0.617886843,0.522732478,0.262524435,4.39513681,0.025081583,0.662134424,20.5448746,1.497578394,0.271782032,52.76561658,0.722675858,6.704341511,2.11593912,0.130431593,0.0,0.0,0.75945571,20.30819368,0.161910985,20.59975985,3.451049366,7.154292124,0.420279577,0.268953496,0.512234722,4.010498264,1.909342893,8.43403114,1
