,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,Diagnosis
RNA140_FPKM,0.431654078,0.336680171,0.29966298,0.781345841,1.240769937,0.153804209,0.690144601,1.543432696,0.06891902,0.572189043,0.0,8.523413665,0.718814809,0.323422942,0.243988333,0.75406565,0.0,2.008137142,6.278841482,0.428692984,0.852824741,0.541157861,106.8755175,0.151550651,2.008124088,0.073993102,0.135093477,0.18069654,0.211321019,4.143139125,0.426484568,9.809149755,5.961773409,5.43879637,0.363270895,0.569427302,1.19240894,0.231255067,1.181164992,0.887894794,0.57370871,11.41887563,3.85622869,0.063519474,4.260547552,5.447647092,0.23479185,0.0,1.020894963,0.082205698,0.442081451,0.448866771,0.225427921,1.196691139,0.0,0.537837401,12.92373425,0.0,0.116688337,52.46428811,0.620218601,8.451802967,1.45355131,0.0,0.0,5.847620211,0.0,2.511102827,0.0,8.405914852,2.469626012,5.699294844,1.082470527,0.923538289,0.146643255,1.487119987,0.298155525,11.13079311,1
RNA145_FPKM,0.649294399,0.0,0.0,0.573384034,2.67242379,1.17810941,0.283151876,0.656564345,0.065952852,0.149393014,0.0,7.903625443,0.4586674,0.0,0.058412458,0.649620803,0.214293211,1.048461006,4.160862357,0.512984717,0.408234553,0.310864613,83.36535388,0.064468476,0.256290468,0.283386163,0.0,0.288275547,0.0,1.982901216,0.320759209,3.660163879,7.885566406,4.2506893,0.695645556,0.0,0.507241552,0.184467232,0.904554594,0.377726094,0.329563236,9.86378318,3.885420403,0.121636609,7.703294047,3.932232702,0.0,0.095646577,1.384369365,0.078743518,0.592503691,0.75195689,0.107891851,0.793023224,0.02061907,0.301535212,9.228775338,0.410528005,0.037244641,95.1113661,0.594097439,7.0348684,1.530479656,0.0,0.0,3.918242801,0.416198196,2.136648881,0.266093929,15.60255855,1.654791863,14.55946345,0.34535595,0.552564476,0.210527908,1.198714808,0.0,7.118440436,0
RNA150_FPKM,0.621011874,0.713741259,0.582328165,1.104337401,4.603534409,0.326172081,1.149609091,3.635719245,0.219116955,0.275701009,0.354783667,9.458705726,1.015895461,1.199649857,0.064660812,1.518779039,0.474432118,5.999264355,4.095730433,0.454442,0.903806436,0.803169833,68.04910366,0.196336592,1.135307734,0.235375391,0.644262022,0.255377036,0.672221685,3.897822774,0.32291687,13.92289333,14.36315437,5.729712283,0.0,0.724394114,2.10666959,0.449392645,2.754790825,0.732042317,0.0,12.00606892,4.733181958,0.067352769,7.627678446,5.348725901,0.0,0.105877848,1.232478358,0.087166677,0.74985563,0.594784383,0.179226018,2.244351136,0.045649366,2.45970596,5.871316657,0.454442,0.41228683,77.52277943,0.657647773,5.453500335,2.080123615,0.178042574,0.0,1.859555771,1.382746599,1.922447511,0.442025552,6.663642499,2.879603354,15.8491633,0.764923651,0.856633483,0.31081912,0.0,0.631958407,7.471054613,1
RNA151_FPKM,0.468880999,1.173258485,0.854392291,0.816876215,2.948256848,0.877320698,0.187378486,0.651955322,0.0,0.148313247,0.0,9.366727495,0.797010442,0.0,0.0,0.143311214,1.063532854,0.867618907,6.426527233,0.101888462,0.405277011,2.263307148,81.36572418,0.01600719,0.0,0.0,0.19254472,0.801413814,0.200954529,0.615272166,0.173713001,3.634370641,4.945146587,2.685859859,0.0,0.974305704,0.629626221,0.183163992,0.224596239,0.37507449,0.0,8.735209157,3.857980296,0.060403485,4.109368875,2.673679979,0.055803527,0.094953645,1.48237787,0.156283349,0.504230668,0.426647233,0.321381881,1.224838725,0.081862336,0.357825995,7.018878608,0.407553849,0.036974814,68.75105928,0.0,4.191047901,1.588739166,0.212854085,0.261893809,1.667245465,0.0,2.121536514,0.132139499,8.128212019,3.051283876,5.135393084,0.171500201,0.0,0.348381079,0.0,0.0,7.945816686,0
RNA152_FPKM,2.276160637,0.247343175,0.055037094,0.373064389,2.050776385,0.339099514,0.325956122,0.566943906,0.265728068,0.573134712,0.0,8.21747343,0.527939768,0.356341862,0.067223565,1.163216739,0.493235656,3.821936965,4.257495883,0.708554762,0.469813851,0.477017918,111.4377766,0.074205126,1.327686016,0.081568069,0.0,0.0,0.465909581,2.53931363,0.503501804,8.243413885,9.196555804,4.4481466,0.800920756,0.501936764,0.0,0.127419211,1.041169139,0.597857338,0.252922344,15.85493694,5.590586815,0.140044429,9.632283054,6.789573945,0.19406926,0.110074188,1.593540678,0.815496798,0.779472016,0.98924169,0.186329423,1.115663814,0.0,0.380963247,6.554726544,0.0,0.385719179,89.33787425,0.68371284,10.4596775,2.722706353,0.123399383,0.0,4.188040846,0.0,2.305798939,0.0,17.31585935,2.449129543,15.25063674,0.0,0.381679331,0.242353543,0.0,0.0,10.87177458,0
RNA155_FPKM,0.536905022,0.344872401,0.0,0.666942034,0.635537217,0.157602979,0.0,0.175665343,0.070583366,0.106572703,0.0,3.41036677,0.122717547,0.0,0.0,0.077244148,0.229240697,1.86995786,1.484260968,0.329372518,0.873419862,0.997831642,92.80713709,0.05174608,3.017009329,0.0,0.207533835,0.0,0.433080763,0.901825537,0.24962085,2.213846663,9.659763367,2.80274044,0.0,0.0,1.085590677,0.118441027,1.210078602,0.202123019,0.235100985,10.74556331,4.989279473,0.0,9.083888248,2.881512188,0.120263196,0.306954493,1.045716096,0.16847215,0.181161246,0.459829869,0.0,0.565773783,0.0,0.196751929,9.245489903,0.0,0.079685094,108.2931022,0.0,9.284674137,1.265561837,0.0,0.0,1.497530224,0.445419246,2.572232188,0.0,16.2472858,1.517885003,17.74103425,0.0,0.354785526,0.300369175,0.0,0.0,6.721324818,0
RNA165_FPKM,1.703534919,0.775045758,0.919796078,1.019297527,3.213800088,2.479248328,1.021440338,0.789631856,0.158639357,0.299392397,0.385186271,6.28515766,0.965233258,0.0,0.421287862,0.954782373,0.2575439,1.050738387,4.447316805,0.986904572,0.490628323,0.124570879,97.00409482,0.096912764,0.0,0.0,0.233242218,0.623989599,0.24327554,4.172873055,0.210391663,15.50102006,13.47522739,6.195824473,0.418202237,1.442148897,2.440014595,0.266177331,1.359779089,0.794897977,0.0,15.28092981,10.5127168,0.073124454,6.393566413,6.578931927,0.270297058,0.229901753,1.664738993,0.189272564,0.407168222,1.162639444,0.259517117,2.542972813,0.0,0.601397856,5.667001243,0.493384662,0.17909591,69.53916211,1.42800764,7.261116721,1.756816241,0.0,0.317048628,4.375037168,0.500412934,2.087540587,0.159968069,14.30326865,1.989817428,12.01288008,0.623082047,1.063050008,1.012547772,2.252253264,0.171528261,11.46941191,0
RNA174_FPKM,1.069910716,0.70796928,0.735229502,1.917086631,6.197554241,1.941386667,1.969765302,2.163882667,0.289806773,0.328165719,0.351980027,9.382739077,0.629917159,0.3400485,0.128299674,1.189409215,0.235341484,3.26360052,2.539602725,0.676150436,0.896664202,0.341495515,102.2941708,0.088538665,0.703960054,0.0,0.213056937,0.823345882,0.222303175,2.641219458,0.544584837,11.88793233,16.18555476,6.28508307,0.382149743,1.077870819,1.393098776,0.364734065,0.993825958,0.570572942,0.241357733,14.05733996,6.829195682,0.133641043,6.3717306,6.01006429,0.246927526,0.315123479,0.745487559,0.259433554,0.278973741,1.298053442,0.237079604,3.000634657,0.0,0.460519996,7.549816975,0.0,0.040902878,52.6603466,0.652450781,6.182521907,2.598362351,0.176635611,0.869149236,4.304332104,0.685909796,3.960895635,0.292354995,8.070494008,3.116271155,9.300826524,0.379439462,0.72831938,0.770821225,0.0,0.0,8.382154926,1
RNA179_FPKM,1.526482377,0.362387061,0.430009382,1.037149652,10.01599679,1.159099333,2.546722234,0.922766595,0.037084003,0.167977643,0.360267839,10.89350627,0.902532605,0.522083055,0.0,0.811597303,0.48176579,1.768410057,4.678451922,0.346100002,0.458888644,0.349536456,78.93765887,0.072482363,0.432321407,0.159342516,0.508772805,0.907518973,0.0,1.588571911,0.19671545,12.70446179,14.46634249,4.35700776,0.782295879,0.735480898,2.709256727,0.165904074,0.508613419,0.79635915,0.247040804,7.69357684,12.23239456,0.0,8.933241453,3.027673273,0.063185436,0.215028972,1.403955364,0.353976366,0.666179918,0.603869316,0.424603596,2.080506402,0.0,0.330776448,7.506719033,0.0,0.041865987,65.87625169,0.667813555,5.141461661,2.268375375,0.0,0.296538149,2.202732832,0.935869138,4.80478491,0.299238861,7.001594412,2.126389438,14.13999302,0.0,0.372803633,0.867893889,0.0,0.641582163,7.219192135,0
RNA18_FPKM,0.0,0.483757849,0.645922955,1.712326375,11.70181271,0.0,0.956433901,1.108955366,0.148512567,0.0,0.360810967,10.19119852,0.258288541,0.0,0.0,1.300321752,3.618079112,0.0,0.0,0.0,0.459580449,0.816666721,53.57033134,0.0,1.010087787,0.0,0.0,0.064928887,0.455761221,2.00944067,0.03284028,1.791809313,9.813624901,0.991089845,0.391737621,0.859328415,0.0,0.498469836,0.0,1.701328694,0.0,5.002932973,1.093670844,0.0,11.73508998,1.876948817,0.632646519,0.645922955,0.305626338,0.265942566,1.143650377,0.604735643,0.0,1.488256908,0.092820355,0.513429438,3.758576648,0.462162362,0.167663271,3.426618094,0.0,2.442356122,2.114985955,0.0,0.0,4.411877688,0.0,20.29884412,0.0,4.726869137,6.388157125,9.054449371,0.0,2.364175967,0.395024243,1.855805898,0.642490893,8.329559418,1
RNA185_FPKM,1.423715349,0.575809842,0.614944207,1.068991398,2.227983963,2.52595827,0.910470713,1.231649562,0.176772322,0.373608763,0.0,9.839258989,1.106286236,0.663645242,0.125196065,0.696348154,0.2296485,4.870549695,4.460154,0.10998615,0.0,0.222156421,95.45644163,0.086396887,1.373709598,0.0,0.138602015,0.556199157,0.650776774,2.76333868,0.406365224,13.3064691,9.676790574,10.97747263,0.372905422,1.168678314,1.223445021,0.316360704,0.727338748,0.404908981,0.117759607,13.14590021,8.330172333,0.260816448,3.335504115,5.040035062,0.120477136,0.307500544,1.862286991,0.084385925,0.544450558,1.727301711,0.404788815,2.361374709,0.04419308,0.819931443,4.20998886,0.0,0.039913424,57.91234648,1.273335586,6.410063252,1.193214573,0.0,0.0,4.200210823,0.669317423,3.149267309,0.0,18.30087101,1.267154345,4.139238498,1.480837337,0.71083333,0.827401162,4.015547967,0.152949489,13.01738521,1
RNA2_FPKM,1.09827531,1.293249825,0.732487582,0.982303017,2.27505707,0.644824385,0.61971872,2.155981194,0.216551823,0.163484079,0.701387927,7.952819986,2.008096504,0.508116832,0.191711546,1.422009803,0.468963189,2.295243137,3.542177464,0.336841495,0.446450822,0.11335418,94.97312533,0.211697183,0.0,0.0,0.424479902,0.694088304,0.664352201,3.906487022,0.382998655,9.928030179,10.78839508,5.862411874,0.0,1.670508993,1.388012472,0.201892723,1.237608644,0.72349129,0.0,10.69852295,5.740870622,0.0,10.77866491,4.771566487,0.123012652,0.313915111,1.426039546,0.344647516,0.463206943,0.705385719,0.295234558,1.639411544,0.045123151,0.44272417,6.232483336,0.448958973,0.20374495,54.96402436,0.649712985,7.057934079,2.208079811,0.058631473,1.443132101,3.675906633,0.683279614,5.407792573,0.291286789,7.734379721,2.84598667,15.89642677,0.945029768,0.241931085,0.768006901,0.0,0.624673623,7.689223754,0
RNA201_FPKM,0.841135483,0.191292387,0.170305164,1.154564208,0.793303076,1.442752292,0.336209677,0.438545071,0.029378661,0.177386701,0.570521156,6.01735927,0.306361942,0.413458807,0.572026488,0.835723917,0.572294888,2.334524945,6.999866416,0.27409067,0.726697338,0.645927442,103.8024549,0.129198216,3.652298809,0.0,0.0,0.462136001,0.180259649,4.547499943,0.519413753,8.929146548,4.158372559,5.171953328,0.0,0.776794896,0.112975231,0.065696375,0.402720816,0.294362538,0.097855238,12.90032467,5.536729577,0.054182959,2.771191549,4.567964551,0.050056718,0.085175044,0.821958062,0.140171146,0.0,0.861068108,0.384381522,0.627807696,0.0,0.445406594,6.995145855,0.0,0.0,56.92378593,0.0,6.735295129,1.177197826,0.0,0.0,0.0,0.0,3.686904182,0.0,19.87811772,2.947435902,2.776386877,2.306930088,1.08260989,0.062510791,2.53550301,0.635351608,13.50836545,1
RNA205_FPKM,0.434891891,0.121768413,0.216760526,0.226056254,1.682978069,0.333881133,0.320940004,0.558219243,0.074765256,0.169330309,0.0,7.513707461,0.649941295,0.0,0.264756262,0.163641346,0.0,1.584556997,2.096266355,0.465182702,0.925167833,0.822045821,99.42912047,0.036541271,3.921828135,0.0,0.146553135,0.130706426,0.229369864,2.050918435,0.495793402,3.427227042,4.821877823,4.939722232,0.394297719,0.0,0.287508754,0.209097275,0.512709108,0.642246224,0.0,12.38905835,5.505086006,0.0,6.334619604,4.79619435,0.254776988,0.0,1.015331536,0.0,0.575596504,0.487073653,0.061154004,0.099882414,0.0,0.258422485,12.01870811,0.930365405,0.08440624,80.20787877,0.0,9.635080849,1.182821402,0.0,0.0,2.854970673,0.0,5.146361396,0.150824264,13.64056779,5.358898813,13.7724069,0.587251922,0.751497402,0.397706633,1.35865605,0.161723674,8.648667484,0
RNA209_FPKM,1.435357914,0.127459523,0.79387163,0.650576235,4.931040041,0.0,0.447821888,0.194769609,0.391195247,0.236274125,0.380142438,6.502233903,0.54413523,0.183628127,0.138504548,0.513718706,0.50812079,2.694830471,3.8389608,0.365086608,0.484203776,0.2457719,54.07685851,0.0,0.303981034,0.084066417,0.613409309,0.205163114,0.0,3.175372985,0.380476721,3.964251975,14.15394885,4.634726072,0.825091377,0.517334539,2.707725679,0.83143773,0.268335839,0.61609191,0.0,9.276040152,7.143652568,0.0,6.736797631,4.512333225,0.066671135,0.0,1.77092036,0.280109553,0.903621084,0.509726678,0.127968382,1.46325193,0.024456116,0.558333838,5.357152812,0.0,0.044175574,66.7903037,0.704654276,7.093050446,2.888216673,0.127123396,0.0,3.98378031,0.0,3.009591782,0.0,12.53218794,1.962963775,10.84133447,0.614519303,0.262131905,0.499407618,1.155322192,0.338416385,8.278348725,0
RNA213_FPKM,0.570586977,0.692218445,0.0,0.321329087,4.146120523,0.632672772,0.608150572,0.705181337,0.0708365,0.320864719,0.0,7.119904807,0.738945906,0.332421287,0.313554851,0.465127018,0.690188479,1.501462655,2.482639992,0.771292087,0.0,0.667671691,114.3524397,0.103863315,0.41290223,0.152185109,0.208278116,0.24767616,0.0,3.141408497,0.532435666,4.956793961,7.132276334,5.845231496,1.120734625,0.585458386,0.408601165,0.158487725,0.242883665,0.304271844,0.117972066,15.36654056,4.799095441,0.130643503,10.25305382,5.462950418,0.060347249,0.308055329,0.728860176,0.253614516,0.454527368,0.461478963,0.0,0.851704238,0.044272812,0.813620856,8.85783354,0.0,0.119956305,72.73422159,0.0,7.618848404,1.04609245,0.0,0.0,1.803481005,0.447016659,5.020025797,0.0,12.39952302,2.284992924,18.71966626,0.0,0.593429832,0.226084795,2.253043082,0.306450874,7.595641011,0
RNA219_FPKM,0.725017552,0.35984327,0.106759783,0.445403274,2.984066142,0.657778021,0.210760916,0.733163816,0.0,0.166798516,0.0,5.409042541,0.256089402,0.0,0.0,0.564181148,0.239192007,1.365912253,1.032461703,0.572784231,0.455667456,0.925554321,56.03187029,0.0,3.577389235,0.0,0.288723804,0.193128195,0.451880745,2.048083631,0.520970696,3.198606845,6.719702936,3.415948856,0.77680452,0.0,0.991234934,0.205970895,0.757564779,0.210897155,0.24530669,10.22019898,4.989316263,0.0,6.510230611,2.672640092,0.062741904,0.106759783,1.000207731,0.175785506,0.378050867,0.71968654,0.0,0.590333953,0.0,0.377758475,23.0218616,0.0,0.041572107,78.1652396,0.0,6.873300573,1.786650395,0.179525623,0.0,5.000121045,0.464754841,4.324259163,0.14856917,18.59393708,1.319813504,13.21153793,0.0,0.246791148,0.86187245,1.003870456,0.159305614,10.7019591,0
RNA23_FPKM,0.903934861,2.350040736,0.784387794,1.718024242,4.547040017,0.161043572,1.961434223,4.309288181,0.14429144,0.163413721,0.0,11.85269451,0.376338977,0.84636261,0.319331057,2.605456455,0.937259648,1.529213111,4.045639748,0.448884186,0.446243642,0.0,99.88960003,0.088147209,0.840983796,0.154951721,0.141376304,0.567552243,0.221267623,3.11797864,0.63793521,9.748317127,11.23616604,4.802298707,1.141561563,1.908092777,1.109741459,0.322833879,0.494598216,0.981351059,0.360493125,11.46997067,4.462514129,0.0,7.335839508,2.945471638,0.122888634,0.0,0.534439756,0.086075013,0.370342457,0.470008147,1.121233448,2.409542645,0.045077659,0.619450551,14.82035428,0.0,0.733015996,53.26759002,0.0,5.450717459,1.369692747,0.058604264,0.0,1.83663128,0.910557094,12.12401962,0.0,15.84253877,2.585651469,13.44602778,0.566732691,0.846192842,0.767498851,0.0,0.312021922,6.717823454,1
RNA246_FPKM,0.883574174,0.622479317,0.507826302,0.91488534,3.727861385,1.422199462,2.005145741,1.268124992,0.0,0.048089745,0.0,8.248569705,0.442999409,0.298930745,0.169179031,0.487977857,0.620653864,2.531457446,4.464626158,0.396335145,0.394120983,0.80044769,85.17313371,0.155651133,0.0,0.205279309,0.124863108,0.167042595,0.390845739,2.920355959,0.337926645,11.83407707,11.3229547,5.836272811,0.671882437,0.526475044,1.10219319,0.106890388,0.218413795,0.957618066,0.0,12.61538827,11.25690652,0.117481525,6.155763701,3.178374122,0.108534855,0.0,1.939873061,0.304084724,0.653899909,0.829875914,0.104206286,2.042234607,0.05971867,0.390642224,6.826839678,1.189005436,0.251699078,66.13432578,0.573558178,6.793895425,2.418651772,0.051759102,0.509369357,3.513616478,0.0,2.321375101,0.0,9.324699118,1.14154783,7.321183122,0.667117313,0.42691471,0.271076488,0.21706971,0.551153562,11.05329512,1
RNA253_FPKM,1.278182839,0.59646266,0.318507641,0.664409113,4.945931656,0.163477955,0.943177665,1.640493286,0.146467225,0.442354769,0.711643735,9.767715361,0.509301261,0.343760109,0.324216314,1.042024759,0.713606561,2.134627474,7.187431149,0.341769435,0.452989195,0.230148612,96.62266656,0.089495721,0.569166497,0.0,0.071756695,0.384119712,0.224612371,2.669877552,0.518111335,12.54718012,9.332756039,5.554656428,0.386119361,0.484216274,0.844929991,0.245797816,0.251037356,0.838958561,0.243992138,11.34813646,11.00229223,0.135099727,7.011148667,5.410815157,0.124811363,0.0,1.657854619,0.0,0.469982166,0.357852702,0.119833657,1.369860219,0.068662482,0.424682536,3.052726133,0.455534078,0.206725081,79.42488862,0.0,6.379786686,1.776793937,0.119042386,0.0,3.418675418,0.462264307,3.85552737,0.14769593,15.22846079,4.462634171,11.01460386,0.575271483,0.858948171,0.077891514,1.247896602,0.0,11.98636376,1
RNA26_FPKM,2.21546408,0.251988676,0.616778567,1.92990645,7.662094713,0.345468347,1.549697803,2.502898763,0.193399887,0.642425119,0.751545175,9.569412911,0.806996703,1.270620868,0.068486131,4.233011362,1.004998827,1.639734928,3.795778796,1.203316713,0.478637709,0.243052908,160.0819309,0.378094219,0.0,0.0,0.303278407,0.338106353,0.237330055,8.140326037,0.99185962,13.81271263,13.26535478,6.798759539,0.407981667,1.534498208,0.74371658,0.346166263,0.265251238,1.99375656,0.0,16.46829819,3.417931515,0.0,8.681089985,11.0793087,0.0,0.0,0.700436752,0.830910937,0.694939803,1.133949044,0.379657976,2.687068636,0.048349972,0.672860362,808.1723842,0.481326685,0.218338812,61.57973279,0.0,5.432203265,2.692678999,0.0,0.618600361,4.267394443,1.708641167,15.97637425,0.0,6.647392306,1.940883656,6.648056943,0.0,0.648079803,0.411508886,0.087872974,0.502008691,6.821419214,0
RNA277_FPKM,1.138359941,0.285812478,0.0,0.663178305,0.394815814,0.391839688,0.376585498,0.655004889,0.043848619,0.662274176,0.0,5.595367933,0.762522066,0.0,0.077637642,0.479966953,0.0,1.162025254,6.763803209,0.272966974,1.085768074,0.55120832,353.8616401,0.064315352,0.0,0.0,0.085951053,0.460106039,0.0,3.560455648,0.349074462,5.07998758,6.072197063,5.98203099,0.925488025,0.0,0.506036763,0.0,1.203101752,0.0,0.292259376,16.42877875,9.301914618,0.0,4.741198929,5.173216815,0.0747113,0.0,1.913472744,0.0,0.450291849,0.714303759,0.071731677,0.585918644,0.0,0.352146586,13.05827414,0.0,0.099058351,42.50494008,0.789631628,6.549717893,0.647694325,0.0,0.0,4.094562862,0.0,9.235887503,0.176912004,27.91798581,3.144194876,6.078030998,0.0,0.734835939,0.653293988,0.0,0.0,17.94574584,0
RNA288_FPKM,1.009428646,0.111310806,0.247737986,1.369427838,5.231762696,0.305207049,0.782451792,2.211598492,0.068344332,0.206443282,0.663959194,8.191505412,0.475435313,0.160363026,0.242088165,1.122164948,0.443937526,0.9056068,0.958118331,0.212616146,0.422856693,0.214727229,234.4773564,0.033403066,0.265583678,0.073415469,0.26801088,0.537802633,0.209671324,2.363389058,0.302230453,5.4429976,10.43103863,2.480879647,1.081718791,0.0,0.394376642,0.267639565,0.937623202,1.174492542,0.0,15.84115818,6.040358916,0.189143169,13.71346332,4.474138964,0.0,0.19814489,0.534521115,0.163127905,0.0,1.447296072,0.335476359,0.547931231,0.0,0.282027919,10.37914212,0.425232293,0.270094974,11.82948882,0.615376814,5.468318505,1.658332013,0.44432699,0.273253964,4.351076349,0.647182183,23.52842656,0.0,23.857503,3.18498812,14.13521709,0.357878715,1.603407984,0.218214165,0.0,0.147834664,8.0045841,0
RNA29_FPKM,0.773124875,0.0,0.0,0.527454807,10.47079919,0.0,0.665565281,0.826882067,0.0,0.25082653,0.0,6.42182227,1.732947503,0.0,0.058826942,1.018078118,0.863255179,1.056351732,1.397326025,0.103360258,0.411131307,0.0,95.24802642,0.0,0.258219312,0.071379732,0.0,0.0,0.203857352,2.122674164,0.440673677,10.42176845,6.690339796,1.535690294,0.0,0.0,0.0,0.148671725,0.0,0.808708835,0.0,14.86213079,4.110219637,0.0,9.64821195,2.282318123,0.0,0.0,0.437562268,0.079302267,0.682201659,0.108224271,0.0,1.597907203,0.0,1.059601788,9.69384854,0.413441034,0.375089215,19.93212568,1.794939121,4.725167128,1.612101479,0.0,0.0,1.973745317,2.515983042,21.66125958,0.0,23.47400053,1.905307546,6.460018946,0.0,0.556675522,0.565552384,0.0,0.0,10.31257687,0
RNA295_FPKM,1.29851027,0.0,0.04383668,0.365628445,2.721621517,0.405012552,0.432545225,0.300907368,0.090693556,0.273831858,0.0,7.595264763,0.315362992,0.283694446,0.107037393,0.529263947,0.392679703,1.281375872,2.118924078,0.37613421,0.374203615,0.759737751,127.0535099,0.118185153,0.352431975,0.064968426,0.059276502,0.369924059,0.185546945,3.453381399,0.133648704,9.189807876,9.035091625,5.086792667,0.318964033,0.599569158,2.092352644,0.0,0.414562782,0.432785322,0.201359066,13.11400553,5.342068603,0.055772229,6.867163745,5.014750453,0.0,0.175266726,1.393344165,0.144292865,0.387937433,0.590751965,0.098894962,0.726896938,0.056683472,0.39099808,7.559412855,0.376305882,0.136497226,74.62696137,0.0,8.275295957,2.35934436,0.098241951,0.0,6.669771025,0.0,3.549719311,0.1220081,9.042733375,1.950153921,11.16994557,0.0,0.303912596,0.257259901,0.0,0.261530818,11.00275212,0
RNA3_FPKM,0.992200848,0.0,0.185408162,0.934849652,4.223419983,0.380930623,0.976301866,1.273519225,0.25585375,0.386309513,0.0,8.406687806,1.037969937,0.0,0.0,1.026641616,0.554080906,1.807793407,2.988894055,0.530582115,0.0,0.268002254,94.02213705,0.22925007,0.165738236,0.091630257,0.167204946,0.670891655,0.261691952,3.525488007,0.452467908,7.819453612,13.55040443,5.954338559,0.449860926,0.845844858,0.0,0.381645275,0.87710115,0.366332292,0.0,9.537038036,3.5166622,0.078660112,7.031081687,4.310825047,0.072669842,0.247305745,0.877453104,0.712485829,0.547213512,0.555550685,0.488321159,0.797571592,0.079938959,0.627644774,10.9176733,0.530734801,0.288846104,81.66088818,0.0,5.761042067,1.259299988,0.0,0.0,3.256780562,0.538295126,6.043556739,0.0,16.91784833,2.445493994,9.710751053,0.669748632,0.0,0.272145698,0.0,0.0,8.181726277,0
RNA302_FPKM,0.90931144,0.220624834,0.0,0.844918736,2.744474564,0.151292732,0.387661207,0.0,0.135462652,0.102266453,0.0,6.677052153,0.588839826,0.0,0.179908938,0.148245936,0.43995568,0.17952439,2.373993474,0.210709111,0.419224553,0.851286597,84.69339732,0.049661536,0.658054331,0.0,0.132765387,0.177637002,0.0,1.756460764,0.53905748,5.066638362,6.926395732,2.932382446,0.357339023,0.223917742,0.781479451,0.227339477,0.464473334,0.0,0.225601334,8.578764862,3.990329456,0.062482261,6.763431656,3.379982107,0.057723996,0.0,1.170848249,0.080863357,0.17384112,0.330979532,0.0,0.723953017,0.084664157,0.135958416,4.638252574,0.421579747,0.305890444,87.52110627,0.0,4.997208334,1.857615276,0.0,0.0,0.862322153,0.0,2.742895568,0.136687058,13.29345388,2.670625025,11.96945696,0.354668764,0.0,0.288232252,0.0,0.0,8.744166217,0
RNA303_FPKM,0.304023247,0.0,0.0,0.950232288,1.835372003,0.0,0.0,0.0,0.0,0.46163499,0.0,2.626496597,1.653816385,0.0,0.18042927,0.0,0.0,0.0,2.381408273,0.422785817,1.681695539,1.280855356,358.340576,0.0,2.376205368,0.218930181,0.0,0.059383588,0.416836596,2.119300895,0.270346718,2.131246256,2.672127242,2.985573227,1.791726225,0.0,0.0,0.075998996,0.232938098,0.437762463,0.0,14.64670375,7.804943125,0.062646966,6.75299985,2.773901222,0.115752316,0.0,1.006667261,0.081076515,0.087183089,1.549236819,0.111135902,0.272276257,0.0,0.128795616,10.31629473,0.0,0.038348117,79.16684164,0.0,7.126175643,0.358345245,0.0,0.0,4.612869917,0.0,4.814689422,0.137047369,32.07395001,2.922339889,10.69230135,0.0,0.227652059,0.0,0.0,0.0,10.83182941,1
RNA31_FPKM,0.806420506,0.366907052,0.0,0.596038893,2.366274179,2.179631127,0.0,0.74743068,0.150161017,0.113362867,0.729400554,6.095615902,1.175024154,0.0,0.0,0.986070721,0.975386078,0.795709696,1.052552699,0.817561023,0.464767983,0.471782486,51.95586666,0.0,0.583520443,0.0,0.147171085,0.393838667,0.460674034,1.495616432,0.66395229,6.160111099,10.27709179,3.030730465,0.396159376,0.372383277,0.721875211,0.29399164,0.772435899,0.376278893,0.0,13.86028887,5.308220083,0.0,8.18549238,3.795542559,0.063994976,0.326566486,1.267036211,0.0,0.867312151,0.122343337,0.0,0.70217545,0.0,0.200955573,6.706678338,0.0,0.254329047,61.50498734,2.02842923,3.871092894,1.267232223,0.0,0.0,3.823385325,0.0,2.128501842,0.0,9.718158125,1.345631462,20.81059269,0.0,0.0,0.399423748,0.0,0.0,5.667689876,1
