,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,Diagnosis
RNA336_FPKM,0.539198889,0.57719464,0.873375164,0.803763209,4.148410373,0.0,0.0,0.352737335,0.0,0.321047316,0.0,6.164927169,0.616157544,0.166279782,0.062737056,0.853230008,0.230158525,0.751216025,3.478054047,0.330792474,0.43845842,0.668051649,106.1758777,0.069286915,0.413200423,0.0,0.0,0.123889593,0.0,2.184251761,0.376057842,6.327857672,9.031968583,2.537832757,0.373733605,0.351528718,0.681410339,0.0,0.0,0.355224654,0.118021138,10.98232155,3.7579822,0.065348923,4.577537724,4.088076348,0
RNA35_FPKM,1.465785671,0.326648641,0.145367196,0.505367971,5.116288936,0.149274917,0.765275025,1.663828284,0.033426798,0.302823553,0.0,9.432164234,0.929863217,0.0,0.177554817,0.731624097,0.217127151,1.417040357,4.686098648,0.93590341,0.413633288,0.0,78.1149082,0.163372371,0.519581464,0.430884725,0.196567324,0.292187682,0.0,3.416673106,0.384209838,10.80711759,8.939082968,6.364631633,1.057719409,0.331523994,0.257084579,0.224364723,0.68768135,0.813579236,0.22267777,10.35786756,2.756611708,0.246595699,8.634522281,4.851987159,0
RNA358_FPKM,0.801152489,0.145828867,0.454214897,0.845926796,4.836396199,0.399853346,0.384219436,2.00508444,0.402827348,0.202717003,0.869856402,10.20854913,2.178925712,0.420184872,0.0,0.391847305,0.872099247,3.08353372,3.137424701,0.556951507,0.553986759,0.140657631,54.10220623,0.393784245,1.56537294,0.0,0.438684162,0.469515969,0.274691495,4.810881526,0.3166483,12.3121491,9.435657161,8.275388231,0.0,0.148005418,1.032772105,0.100165283,1.534715488,0.384535703,0.0,10.13159271,2.636771823,0.165135104,7.011465782,6.033365488,0
RNA365_FPKM,2.444357618,0.43757876,0.58413602,0.643118705,4.434533601,0.399869813,0.512494644,1.337319356,0.044793738,0.135197974,0.435167234,8.827237588,0.934234087,1.260820155,0.158541509,1.077959749,0.581628819,0.0,3.138537873,0.278560993,0.554291226,0.281326847,48.33472006,0.175075583,0.69591378,0.192371898,0.438839809,0.156539406,0.0,2.490334509,0.356311313,9.723093735,11.97444872,5.465256254,0.0,0.0,2.927087464,0.300559148,1.228083141,0.641097588,0.0,9.89350163,4.484048881,0.08261293,4.470735602,4.81660365,0
RNA368_FPKM,0.308220316,0.112212634,0.299537824,1.093534876,2.480906407,0.153839901,0.0,0.171470991,0.068867858,0.260024594,0.0,6.789874135,0.958089445,0.0,0.182931173,0.527666389,0.223767129,2.19008245,3.379736616,0.428583551,0.42628263,0.86567798,89.4873679,0.084169479,0.0,0.074010272,0.337571751,0.120396453,0.211370058,0.51773242,0.365450884,2.32679035,5.418125232,2.354183551,0.0,0.113887449,2.913714838,0.115579241,1.180978572,0.197253709,0.0,11.32232749,4.057865533,0.063534214,14.00800126,3.16931265,0
RNA37_FPKM,1.454676877,0.470636239,0.31416817,1.037619861,9.106278806,0.80644929,1.137012676,2.696810008,0.288968526,0.327231741,0.0,11.03057386,1.883956756,0.0,0.063921827,1.185850251,1.407768221,3.062513324,5.063807632,0.561796135,0.446738579,0.567374252,78.39905223,0.052952896,0.280730388,0.232766757,0.283214728,0.82088724,0.0,1.873239639,0.319393855,13.59579239,17.50142756,6.407565401,0.761982482,0.597013206,1.805666897,0.242448971,1.981626268,0.827492288,0.0,8.662530933,3.404602578,0.199818923,6.31979528,5.149637123,0
RNA379_FPKM,0.899151901,0.654529693,0.436884641,0.949413471,4.522926513,0.44854746,0.575039006,2.750427522,0.301381369,0.151656128,0.0,7.961784005,1.04797446,0.235805774,0.266810444,0.549783119,0.978826585,4.525409304,2.112530795,0.312471265,0.621789527,0.157872802,55.74305571,0.171857912,1.756948609,0.0,0.098495863,0.175595533,0.0,4.002227521,0.266490911,9.211767448,10.11545888,5.690206539,0.0,0.664298792,0.579478933,0.0,2.755914495,0.143813536,0.0,13.53650216,4.142872641,0.0,5.384047089,6.380575847,1
RNA38_FPKM,0.811758505,0.875428768,1.217486748,0.584124032,9.98215981,0.45005567,1.922811112,0.167171403,0.268754656,0.152166061,0.0,10.64878178,0.233652022,0.157608632,0.059465447,0.367652125,0.654626429,0.712135589,6.122503244,0.104482127,0.41559371,0.527750284,45.47656243,0.082097076,2.741486096,0.072154485,0.395093119,1.703187559,0.0,1.009995864,0.297057046,6.160512557,12.26101498,2.854004633,0.0,0.999526622,1.550285136,0.150339735,0.460793616,0.144297099,0.223814042,4.978892533,3.562285805,0.0,2.36959802,2.220583374,0
RNA383_FPKM,0.948727715,0.238163235,0.3709364,0.829049241,5.924730235,0.653028225,0.313809844,1.091804494,0.182771927,0.496756523,0.354990436,7.489288607,1.271082635,0.68623305,0.064698497,0.880131244,0.474929618,2.905548941,2.050012657,0.568595252,0.452166589,0.344523148,57.98545652,0.071469991,0.994369858,0.235585664,0.644904264,0.191703883,0.224204486,3.819071327,0.2262638,10.0550422,9.776175636,5.211577084,0.0,0.0,0.562329861,0.245380303,0.751977769,0.209374273,0.0,8.668268208,2.584124038,0.0,3.951377478,4.690467692,0
RNA385_FPKM,1.328610472,0.701967575,0.520656578,0.506831751,2.802867226,0.427756828,0.411143799,1.430226069,0.263384137,0.397679526,0.0,6.294129526,0.915849081,0.449507175,0.042409861,0.838504376,0.0,3.045218186,2.349873652,0.372430567,0.592502311,0.376128459,34.40696807,0.093619421,0.930513486,0.051459492,0.516279526,0.753493213,0.293789234,2.699534914,0.402267097,9.590518323,9.26643054,5.790811175,0.252641603,0.395776961,0.644583398,0.160719849,1.313570322,0.411409567,0.079781559,12.51723164,3.949513375,0.088308005,7.128624782,3.848197938,1
RNA386_FPKM,0.890591234,0.129710373,0.115392542,0.331019923,3.584086674,0.0,0.455606727,1.783300162,0.0,0.420696976,0.3868555,6.770448864,1.93785123,0.373558906,0.070506038,0.871230555,0.0,2.953136922,2.231896247,1.114562602,0.492754491,0.500198024,61.88447562,0.058367797,1.701558554,0.0,0.156035224,0.139163223,0.0,3.679956914,0.492778935,6.338951684,7.013455006,4.638456576,0.420014543,0.131646349,0.61222154,0.133597403,1.091763489,0.113975309,0.0,12.87152855,2.110554714,0.146810827,4.229805856,6.655283054,0
RNA39_FPKM,1.53348054,0.606697383,0.269996218,1.126399217,5.366353947,0.332671122,0.319831194,1.483378796,0.074494301,0.337433286,0.0,7.631775726,2.720058542,0.174882346,0.065982787,0.489144891,0.967770538,1.973943639,2.088669325,0.231748422,1.382957228,0.23404947,67.05511546,0.091031381,1.158076429,0.160043527,0.073048201,0.455847748,0.228655034,2.351784583,0.691687542,10.78554812,12.89196119,4.801394168,0.0,0.738827806,1.289173566,0.416721435,1.532553034,0.853343937,0.0,11.94475512,3.730498772,0.206119354,5.664391031,4.77962073,1
RNA392_FPKM,1.480381876,0.404137412,0.419615737,0.562727942,4.096016355,1.292687189,1.065054972,0.411639782,0.08269964,0.249733746,0.0,6.714158148,0.575132505,0.388092591,0.073248391,0.633570006,0.268720637,1.972135284,1.159365208,0.385973933,0.51192032,0.519658731,42.97984357,0.060638447,0.3213679,0.088878504,0.567409598,0.4338018,0.0,2.486589094,0.292537558,8.581173386,10.40905974,4.293929571,0.0,0.546805083,0.636040635,0.138794667,1.417935427,0.592104904,0.0,11.92350788,2.192426991,0.076297866,5.644473158,4.341441794,0
RNA409_FPKM,1.185406012,0.261435811,0.174547369,0.849622918,2.16836081,0.717016951,0.459483731,3.196570621,0.120410104,0.242426999,0.0,7.602864766,0.837388947,0.0,0.213196147,0.527091659,0.0,3.615803718,2.250888656,0.374590421,0.496826972,0.378309758,51.91495703,0.4904428,0.467909438,0.0,0.236025115,0.421007703,0.492455268,3.771070968,0.177474026,9.87847029,10.35557016,6.427923006,0.0,0.663540949,1.697897908,0.179616367,1.101053894,0.28737714,0.0,10.59961438,5.911400983,0.444143846,5.735917979,5.514380417,0
RNA41_FPKM,0.18194855,0.0,0.0,0.0,0.915289961,0.756629103,0.290906112,0.0,0.0,0.306968412,0.0,5.370373472,0.0,0.0,0.179985076,0.148346546,0.0,0.0,1.425071711,0.421623534,0.419187852,0.532323454,57.78687674,0.049682553,1.843459695,0.0,0.265660138,0.177712179,0.0,1.477148747,0.239700346,3.270358795,4.477721703,1.147057582,0.714889071,0.111991978,0.781810175,0.113717844,0.0,0.0,0.0,10.31777474,2.794606453,0.0,9.218906711,2.283694965,0
RNA418_FPKM,1.082173427,0.347487414,0.309332249,0.752805309,5.123578068,0.0,0.3052861,1.416266289,0.142248692,0.268486888,0.0,7.148967295,1.112953089,0.166926719,0.188882048,0.622765315,0.462107985,1.31925619,6.481701033,0.331870002,0.44016431,1.452636544,104.7113358,0.156432285,0.691000464,0.07642038,0.069725143,0.0,0.0,2.646367919,0.408825854,7.723113666,7.720948688,4.028512979,0.0,0.117596136,0.410228197,0.35805612,0.243930066,0.305533081,0.0,12.36261295,5.237840732,0.393555101,7.91670872,5.669681076,0
RNA431_FPKM,1.024714012,0.0,0.0,0.489250479,5.379099167,0.667017388,0.427442667,2.230152293,0.199135951,0.30067221,0.483532926,6.735472208,1.038582647,0.23357099,0.0,0.653732358,0.646601215,0.791484748,1.395512748,0.774342189,0.615896688,0.469277482,50.16778899,0.048652033,2.127910149,0.213861313,0.585466501,0.174026057,0.305389216,1.758630462,0.440184941,8.888707166,11.43422127,3.17600293,0.0,0.0,0.957172984,0.167091225,0.682634719,0.498983036,0.0,14.62209593,2.9326151,0.0,8.026209008,4.1939845,1
RNA44_FPKM,0.844823807,0.591333535,0.36840092,0.631277106,4.903741512,0.48648589,0.831164739,0.903610795,0.072600362,0.493393801,0.0,5.613912974,1.893752609,0.170349367,0.128545006,0.238435772,0.471582999,2.116312223,5.089959544,0.225856464,0.449189392,0.34226525,86.36084751,0.283919972,5.220131812,0.0,0.355846729,0.0,0.222728258,2.756150792,0.449434416,10.16188943,8.453171254,4.360716476,0.765760964,0.120007315,3.071592046,0.081217072,0.74704954,0.571828383,0.0,11.0552309,2.352708801,0.133896588,5.321376566,6.164385554,1
RNA442_FPKM,0.321158737,0.233762699,0.05201526,0.705353704,0.0,0.640962239,0.513528794,0.357210416,0.03588231,0.487654095,0.0,2.496993218,1.622261422,0.0,0.254130512,1.021127002,0.0,1.331172062,1.509100967,0.22325651,0.0,0.225473241,75.98537861,0.122778006,1.394505043,0.0,0.140671359,0.125460643,0.0,2.373600825,0.412527156,5.368535163,2.822737266,3.609397161,0.378472941,0.474503389,0.0,0.0,0.492131997,0.0,0.0,16.82599748,2.325391468,0.132355233,1.939537894,4.046531489,0
RNA454_FPKM,0.517303819,0.434489652,0.257832501,0.537808845,2.80252449,0.397052149,0.127280488,0.885321485,0.133387342,0.268553552,0.0,6.187818883,0.618474193,0.208718427,0.0,1.265145209,0.0,0.942507323,1.24644219,0.138363901,0.0,0.838164435,43.78706744,0.065192622,2.07351611,0.191016359,0.174281297,0.155436358,0.0,0.701819842,0.275217974,6.866344573,4.89645614,3.835352853,0.0,0.881949145,0.341906017,0.149218668,0.0,0.127303081,0.296147167,10.54382038,2.357337475,0.16397824,8.472164131,3.457774287,0
RNA457_FPKM,0.953545414,1.862267235,1.318494094,0.589361644,4.211779556,0.696302265,2.677255222,0.646807545,0.337840748,0.235423261,0.0,6.02741375,0.451851425,0.243902488,0.230079423,0.910055135,0.0,2.065644092,2.185860276,0.161688166,0.321706193,1.388030078,32.64181975,0.088912474,0.0,0.167514436,0.305633561,1.0903423,0.318897436,2.539184658,0.34468632,8.653012076,9.075771095,4.017889433,0.548199879,1.288715269,0.799458157,0.203510774,0.712829564,0.334889015,0.173115751,8.893331688,2.296380932,0.191710199,1.737790113,3.570224396,0
RNA466_FPKM,0.886025982,0.119464941,0.478384447,0.997939503,5.942857199,0.32756516,1.154320097,0.912592804,0.146667105,0.332201743,0.0,6.662006102,0.509996292,0.172110508,0.064936978,1.043319242,0.238229207,1.748735491,2.5702772,0.456274772,0.453833295,0.92161032,119.6461345,0.071683062,3.419794435,0.157587119,0.359383892,0.192290038,0.225030913,3.610403086,0.25937536,7.785834463,16.38253075,3.329977884,0.386838856,0.727373071,0.705041315,0.205102928,1.005782161,0.209998473,0.0,10.86886441,10.36852568,0.135280866,6.449271971,4.134675177,0
RNA471_FPKM,0.964663908,0.718221695,0.710259519,0.740784551,5.514506114,0.546959593,1.332008616,1.585247619,0.244983419,0.258923896,0.237927721,8.712364991,2.55551093,0.344908723,0.130133427,0.697070346,1.113904268,2.596355372,1.373698974,0.457294712,0.909479986,0.461835227,35.13184594,0.251439556,0.190437539,0.105285545,0.288136137,0.385470207,0.15027014,2.559390984,0.346577945,13.83170729,11.4074739,5.996407077,0.258321526,1.295787689,0.847900612,0.082220665,2.687856816,0.666434822,0.0,10.76008742,4.762386648,0.090382512,4.533103008,4.826159195,0
RNA476_FPKM,0.872077252,0.52903979,0.882812522,0.429716426,4.021470005,0.362556364,0.697125341,1.414684413,0.162414021,0.183904231,0.0,9.102990094,0.423528268,0.380991433,0.0,0.622069727,0.527354711,1.50606355,2.845667488,0.378915038,0.502567321,0.63775243,51.46417258,0.158758631,2.051069434,0.087254656,0.159139784,0.071002013,0.0,2.502311971,0.323098811,13.71495283,8.558772506,5.431551613,0.428378811,0.805335841,0.468381088,0.317946749,1.391998338,0.813877911,0.135277519,13.89442473,4.305119789,0.524175324,5.616049761,4.472903469,0
RNA483_FPKM,1.34423737,0.293521128,0.130624586,1.294459701,4.598183879,0.536663441,0.171915906,1.046695357,0.120173845,0.272152678,0.0,9.986764599,0.731207902,0.281912947,0.159547855,0.591741448,0.390213816,1.751111245,2.526885937,0.373855431,0.37168411,0.377567471,84.22057259,0.146816814,1.751035654,0.0,0.353316795,0.262601833,0.184297661,2.79978517,0.424998714,7.828262654,11.05850492,3.55922565,0.0,0.0,0.80864485,0.168038648,1.44204159,0.559164455,0.200094603,10.60431427,8.317534905,0.110793431,7.099796356,4.166035352,0
RNA488_FPKM,0.759050135,0.425009895,0.378281058,1.011084297,3.818249698,0.874083083,0.933529635,1.298906645,0.130477078,0.197005268,0.316970352,6.809365473,0.567152227,0.153112797,0.057769177,0.356992064,0.423866512,1.037189495,2.743957019,0.405908327,0.0,1.024896365,87.61428999,0.031892869,0.126788141,0.070096256,0.0,0.22810318,0.0,2.280184909,0.346143879,8.343131102,6.773844604,4.661260183,0.344139239,0.431353326,1.75617824,0.18246261,0.223743778,0.373635072,0.0,13.71259615,9.608403424,0.120348443,9.054270215,3.974238833,0
RNA499_FPKM,1.266165998,0.224800786,0.150088151,0.756509775,2.175055951,0.308194625,0.592498195,0.171843059,0.207040001,0.521010682,0.0,6.669614562,0.36002307,0.162013053,0.0,1.057363379,0.0,1.097113882,2.418982466,0.322099291,1.281199416,0.65048738,96.7920711,0.168650192,0.268183393,0.074170864,0.0,0.0,0.211828701,1.815518998,0.366142597,9.991311144,6.948495573,5.593482434,0.364143625,0.0,1.592338898,0.463225861,0.236749725,0.247058326,0.0,14.31961157,5.895142661,0.0,6.890978415,4.830170063,0
RNA50_FPKM,0.630332967,0.546238878,0.097256999,0.304236952,0.0,0.748875881,0.575900238,1.001678167,0.067091962,0.506397323,0.0,7.260195203,0.349817491,1.259059701,0.237520455,0.367037981,0.0,2.132570019,0.94056136,0.104360038,0.830216172,0.210792475,147.660792,0.032790974,4.43121528,0.0,0.0,0.29316688,0.205829217,2.999740358,0.533796827,3.884330798,5.065079081,5.381906737,1.061113057,0.0,0.0,0.262652087,0.0,0.480210002,0.0,15.00212428,2.370782628,0.061868732,2.765047379,4.216463249,1
RNA504_FPKM,0.832244122,0.40776446,0.596241316,0.581333493,4.025662625,0.559031922,0.870032345,1.424217749,0.286129525,0.540047992,0.347444,6.290884595,0.559650024,0.167833119,0.095000295,0.587142098,0.464617196,2.558684779,3.008496419,0.556355621,0.221386241,0.449514852,75.21872838,0.122365328,1.94582339,0.076835337,0.210311235,0.21884754,0.219438316,2.889900129,0.347891272,11.13272638,11.0282861,5.628890005,0.188705415,0.827700994,0.687717365,0.080017406,0.613196908,0.435297373,0.119123657,12.57747954,4.53007217,0.296833526,4.554199411,6.397212958,0
RNA519_FPKM,2.92060332,0.0,0.0,0.860612335,6.150229613,0.338923944,0.325737837,0.188797326,0.0,0.343775616,0.0,7.187723274,0.659697586,0.0,0.20153564,0.249131508,0.492980282,1.608672498,7.447746409,0.708312961,0.469356481,0.715345856,144.7901801,0.11127953,1.032164278,0.081488662,0.297533232,0.066310032,0.0,2.224658334,0.335541469,8.240420227,7.402298158,4.409508007,0.800506077,0.0,2.626660564,0.08490216,1.561358601,0.32599795,0.0,17.48536694,7.823993361,0.13997192,4.831791234,4.672328722,0
RNA52_FPKM,0.0,0.0,0.0,1.154845289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.592986449,1.475561832,0.0,0.0,2.662452863,0.0,0.0,0.0,0.0,0.700107506,0.0,136.8152522,0.0,0.549713454,0.0,0.0,0.0,0.0,1.063134784,0.425250351,0.273026675,1.335131941,0.985271467,2.088837678,0.841753964,0.0,0.0,0.0,0.0,0.0,7.013186672,0.333295861,0.0,4.457304974,2.3465728,0
RNA521_FPKM,1.050819321,0.415745373,0.259024604,0.771853105,1.838743762,0.683968194,0.584406932,1.397511151,0.331817248,0.423921242,0.0,11.84046909,0.79885767,0.359373119,0.0,1.005614681,0.0,7.033405334,2.147140658,0.238236112,0.315873579,0.160401052,54.92591917,0.112284275,1.68621173,0.109682581,0.050036611,0.178504722,0.313248591,3.338186278,0.406260302,5.542998802,11.16308554,6.380798044,0.269244622,0.084390105,0.392648407,0.114224991,0.875253416,0.475097094,0.0,14.65039317,4.059985088,0.047078577,6.453491189,5.657115769,0
RNA528_FPKM,0.738318364,0.511875918,0.740305433,0.712755965,5.65944605,0.350803282,1.011771419,3.324185003,0.510693771,0.118608335,0.0,6.833704933,0.819582499,0.553044547,0.069575218,0.773825176,0.0,1.457207297,1.101255874,0.122245222,0.486249151,0.123459004,745.8595496,0.057598638,0.152699295,0.0,0.231006218,0.41205529,0.24110415,1.240107612,0.243158743,11.37450557,15.94447044,6.687567811,0.0,0.779215003,0.755406636,0.087877994,1.077633511,0.61873838,0.13088511,10.05652227,5.554188767,0.0,7.089312033,3.869585597,0
RNA53_FPKM,2.702841973,0.278423767,0.16520782,0.861561599,5.387386707,0.254473335,0.652293407,1.276369628,0.0,0.301135453,0.0,6.718451336,1.684237961,0.668531643,0.0,1.496665308,0.185071517,3.472526087,2.396559005,0.443183898,0.352566409,0.179033722,60.40964069,0.097476988,2.325082684,0.122423641,0.446792121,0.298860555,0.174818247,3.469175285,0.251933681,8.112099872,8.247249456,6.009507628,0.601041782,1.036124266,0.547824541,0.318734278,2.344621194,0.407946911,0.189802668,11.97688959,4.028258754,0.210189466,7.203527584,5.243693283,0
RNA535_FPKM,0.676159717,0.234433507,0.0,0.462370552,0.648027582,0.964041064,0.205962255,1.074526669,0.215875561,0.217279879,0.699187654,7.092909515,1.376108869,0.0,0.0,1.023711595,0.233628736,2.097084568,2.017402423,0.447681998,0.445069267,1.017370995,56.39792325,0.087911955,0.419442428,0.077271968,0.0,0.188699435,0.0,1.892880104,0.349932674,3.99326816,5.659786599,2.787121243,0.379368566,0.475745646,0.138311456,0.321969276,1.233489107,0.206043686,0.0,12.02145621,1.483595124,0.0,6.360747424,4.28997095,1
RNA58_FPKM,1.173101456,0.25111329,0.167680008,0.932624427,10.06688624,0.688696714,0.882670724,0.767626001,0.0,0.291051185,0.0,6.855370539,0.268064423,0.180886692,0.0,0.337543054,0.500753775,2.655693143,1.621614251,0.47976625,0.476974964,0.121104282,52.1881606,0.075373692,0.29957375,0.082811366,0.075556211,0.336994545,0.0,1.564721739,0.613593542,5.023131769,10.79551078,5.395926769,1.220071675,1.147112924,2.816857356,0.129401541,0.264329779,0.276000057,0.12838875,8.103061909,3.17962167,0.0,5.791787189,4.297147182,0
RNA6_FPKM,0.52797236,0.360328416,0.053471318,0.668975217,4.31588727,0.0,0.738580908,0.367009325,0.07373325,0.389680724,0.0,8.979601029,1.025691987,0.0,0.0,1.21058954,0.0,1.367611537,4.135226555,0.573514709,0.456447895,0.579209181,106.7613922,0.108130328,2.435852219,0.079247501,0.0,0.257874898,0.452407617,3.27022266,0.684660305,6.761459322,10.78912588,8.017203484,0.389067492,0.243759925,2.268631235,0.123749153,1.264218182,0.739115993,0.0,12.32042923,2.389332763,0.068030119,8.376632115,5.400236224,0
RNA60_FPKM,1.146290116,0.36813546,0.218420754,0.797407445,7.462356048,1.514105519,0.215655443,0.937639158,0.075357703,0.455065806,0.0,7.863835996,1.702893642,0.707090916,0.133427108,2.803426915,0.978729949,3.393726974,4.225199606,0.351590046,0.466004469,0.236762146,64.51609036,0.092067393,1.463879189,0.0,0.0,0.0,0.231065928,3.397789108,0.366432595,11.08944891,14.34190242,8.276923172,0.397213333,0.49812972,1.738417448,0.12643036,1.808294195,0.269715207,0.251003478,17.6632297,5.548063033,0.138981942,4.555221356,5.322042628,0
RNA62_FPKM,0.823855867,0.374824131,0.16680655,0.405944866,8.979431278,0.513871792,0.878110647,0.190974352,0.038367308,0.231672799,0.0,7.413706312,0.533538455,0.0,0.0,0.503716223,0.498231151,0.0,1.075296345,0.238619133,0.47476864,0.0,41.5717636,0.112480322,0.894317225,0.082428309,0.075206714,0.134093783,0.0,1.095531755,0.440920248,7.033838956,7.844397389,2.646828237,0.809032488,0.760837042,2.360044499,0.300375962,0.263107079,0.768854854,0.0,5.581322825,4.293260746,0.1414628,12.01675241,3.131941831,0
RNA63_FPKM,1.55769583,0.436098073,0.145566668,0.657900542,10.54848046,0.0,0.383135258,0.333269769,0.301253998,0.252713644,0.0,7.116445108,1.047531562,0.0,0.059249257,0.586060651,0.434912162,0.532119302,1.407758661,0.728894042,0.414082799,0.210361769,71.97790196,0.081802938,0.780441643,0.071892164,0.131243405,0.819214772,0.205320834,2.188720722,0.503142109,6.460988464,8.003751023,3.170433797,0.706214511,1.438543723,0.386156022,0.262107352,0.459148753,1.341922196,0.111459881,12.17629009,3.549180333,0.0,12.93924829,2.73306988,0
RNA64_FPKM,0.27343685,0.0,0.0,1.462796004,7.947311882,0.0,0.0,0.337936132,0.0,0.0,0.0,4.592873867,0.35417813,0.0,0.0,0.074337836,0.0,1.079293626,0.476138545,0.633630247,0.420278715,0.426614407,40.25235942,0.0,0.923464256,0.0,0.0,0.0,0.0,2.551514602,0.240130265,9.665302549,3.951955264,1.690601421,0.358237572,0.0,0.0,0.759542418,0.0,0.826297685,0.0,10.51972564,0.999981509,0.0,6.810294112,2.72790248,0
RNA66_FPKM,0.3222805,0.0,0.142360511,0.717704444,3.242456246,0.0,0.093710371,0.488824406,0.032745746,0.593167051,0.0,3.290189425,0.682972875,0.153669125,0.0,1.719647734,0.850611988,0.520399188,1.376752283,0.611030508,0.405205738,0.411430763,106.7236283,0.047997983,0.890500962,0.070350948,0.128314189,0.0,0.0,1.451717424,0.231583783,2.843637876,4.01702618,2.301624035,0.690452541,0.432923415,2.140100622,0.073229815,0.448901033,0.70310467,0.0,7.674639227,3.085548221,0.0,8.126842068,2.418459681,0
RNA67_FPKM,1.510122922,0.122184768,0.92407837,1.615771537,5.064310837,1.172205299,1.180443881,1.679757932,0.224978865,0.509538023,0.0,5.508098433,1.434322706,0.527890028,0.132756556,1.477257469,0.9743394,2.781884347,3.679834357,0.349949569,0.464165598,0.0,101.4655168,0.073311945,0.0,0.080587432,0.661497593,0.262233414,0.230154133,3.269256755,0.696266927,6.876122881,14.7472795,6.285682104,0.0,0.991651698,1.441975558,0.587286695,1.542811722,0.429480696,0.0,10.50832516,2.429956287,0.0,10.68260424,3.839347512,0
RNA69_FPKM,1.101348235,0.229024954,0.203896548,0.531607389,5.3819683,0.313985823,0.301867502,1.225167127,0.035173128,0.159267516,0.0,9.378298927,0.978065717,0.660071875,0.249043905,1.770014916,0.456706652,1.490497277,3.943214315,0.328153717,0.435242895,0.441920461,119.7744838,0.171854549,0.0,0.075565934,0.068945556,0.122917891,0.0,2.510602584,0.186543271,6.447673918,7.965072062,4.406213914,0.0,0.0,0.811268912,0.314660536,0.0,0.855826892,0.0,13.83289345,7.456769574,0.129672746,10.17801506,3.964679909,0
RNA7_FPKM,1.200165661,0.242711469,0.323989348,1.436220134,8.720903921,0.0,0.533038321,1.854254653,0.0,0.449965591,0.0,9.503951659,1.036262986,0.0,0.065934503,0.733778246,0.241888747,2.566199001,1.566632035,0.92710607,0.922032396,0.0,89.0893791,0.072818165,0.434259406,0.080003941,0.657153615,0.651257554,0.228487708,2.155884521,0.197627035,7.1906266,7.266693716,3.334424726,0.392781251,1.477778278,1.432540487,0.375042214,0.510971513,0.906711769,0.0,6.323888612,6.583389066,0.0,7.64380105,3.283094265,0
RNA72_FPKM,1.327024351,0.786245873,0.699799992,0.312834692,7.451757837,0.30799921,0.592122512,1.201454368,0.517254007,0.208272131,0.0,6.398367986,0.599496995,0.647320373,0.061026675,0.679263638,1.119881484,2.740951258,1.45007581,0.536347733,0.0,0.108289886,134.0004638,0.084262927,0.0,0.0,0.202753963,0.18083029,0.211480249,2.410389458,0.762297671,7.155523464,9.005084792,4.579475407,0.0,0.45602271,1.458650017,0.154310715,0.709325009,0.740606093,0.0,12.63722993,4.672308665,0.063567335,7.202149503,4.514036376,0
RNA74_FPKM,1.672330668,0.209937553,0.0,0.219211653,0.580315186,0.0,0.368780224,0.641428975,0.096657659,1.118851643,0.0,8.468844199,0.336101593,0.453594735,0.114114737,0.705167315,0.4186438,1.877915077,2.710084996,0.400893109,0.797528133,0.303683283,169.8725127,0.17320576,1.251981269,0.0,0.126334102,0.168979254,0.197615454,5.085190848,0.512774894,3.886783701,7.906643536,6.952704919,0.339710376,0.106476387,0.0,0.180189431,1.546540583,0.0,0.214672986,18.05754245,3.985632514,0.0,3.128373649,3.71635199,0
RNA75_FPKM,0.9991589,0.0,0.042582313,0.533057276,1.851748897,0.524864733,0.336347426,0.292430443,0.058750134,0.31051822,0.0,9.31279441,1.225948053,0.0,0.0,1.028845854,0.0,0.466979237,1.647676631,0.731174161,1.090487827,0.369266536,106.9985391,0.028713934,0.22830096,0.0,0.115160661,0.0,0.1802376,3.13568909,0.38967115,5.812888014,4.621942028,4.03559508,1.239680513,0.097113095,0.0,0.098584506,0.402884047,0.210341746,0.0,15.8336364,1.90389132,0.108352662,4.817476608,4.036330613,0
RNA78_FPKM,3.370876561,0.235935514,0.052518351,0.301170234,8.478576715,0.0,0.310961485,0.360530673,0.0,0.109363428,0.0,6.860096833,1.007448347,0.170017035,0.128246322,0.158533744,0.0,1.727255113,1.523317656,0.22533167,0.896291337,0.227569006,47.67484238,0.035400739,0.281466929,0.077835151,0.212994858,0.443217433,0.0,2.449903781,0.256185468,6.64140893,9.343837946,1.921518842,0.382133525,0.239456939,0.974924459,0.931841254,0.0,0.725994167,0.0,5.269946342,7.680772738,0.0,5.341397672,2.300079278,1
