,AC093525.7,AC253536.3,LINC01772,AC010531.3,AC138028.4,AC007878.1,AL355916.2,AC006059.1,AC022395.1,AP005131.4,AL034550.1,ILF3-DT,AC138207.7,ACTA2-AS1,STARD4-AS1,WAC-AS1,AC008507.2,AP001350.1,AC131971.1,AC009951.5,AP005131.1,AL450326.1,AC006441.1,TBL1XR1-AS1,AC004893.2,LINC02328,AL158212.5,AC016747.3,AL049840.6,AC073569.1,FAM198B-AS1,AL022098.1,AC215522.2,AC093330.3,PLCB2-AS1,AC008937.2,AC009120.3,AC073957.3,AL031600.1,LINC00265,AL357140.4,ITPRIP-AS1,PSMG3-AS1,AC005546.1,AC011466.1,AC073655.3,BIRC6-AS1,AC100774.1,AL390236.1,Z83843.1,RPS6KA2-AS1,AL136984.1,AC069549.2,AC245060.2,AC012020.1,AC067945.3,AC087521.2,Z82243.1,ANKRD10-IT1,AL034397.1,AC022893.1,AL357093.2,AC093690.1,AL137060.3,LCMT1-AS2,AC093677.2,AC006017.1,AL158163.1,AC068205.2,AC137932.3,AC124944.3,AC016931.1,AC055811.1,AC015802.1,AC034102.6,AC012358.2,AC016910.1,AC016831.1,AL161725.1,NDUFA6-DT,AL390195.1,AC093525.5,AL391097.2,AC009021.2,AC092119.2,LINC00894,AC116158.3,AC067751.1,AL359962.3,AC122129.1,AC006364.1,AL358472.3,AP001363.1,MIR4432HG,FAM157C,AC092120.3,AC004847.1,NRIR,AC016957.2,AC103739.2,AC084125.4,AC131009.3,AC004494.1,RNF157-AS1,AC008667.3,AC234775.2,LINC00707,LINC01311,AC009093.10,VIPR1-AS1,AL117336.2,AP000759.1,AC010542.5,ATP1B3-AS1,LINC00653,LINC02422,AL356481.3,AC009090.1,AC114752.1,AL096870.10,HPN-AS1,AC090519.1,AC108673.2,AL356753.1,AC021078.1,AC018797.3,Diagnosis
RNA1_FPKM,0.920158445,0.711848367,0.807862564,2.787448344,4.176552116,0.737853973,0.537576825,0.092871496,0.058220797,0.0,0.886272876,14.90269312,0.237851131,0.184126645,0.172993104,3.607889848,0.0,0.364892352,0.107209552,0.493430297,0.217650076,0.940763816,0.363580219,0.0,0.158884556,0.670731535,0.384708367,0.903894438,2.734426229,0.0,0.458416924,0.524247886,1.916588117,0.726606199,0.139863165,0.770038234,0.774291207,1.43412187,2.648075927,0.699194124,0.104254958,1.16581959,0.373565973,0.0,0.328726667,0.999273935,0.455909772,0.049558501,0.0,0.926984206,0.0,0.251798028,0.034540121,0.454822201,0.734502385,0.341320205,0.09500392,0.839770378,6.851795028,0.044630493,1.163966554,0.142442609,0.30213848,0.570016344,0.048047827,0.0,0.708252105,3.372273075,0.012968051,2.778264827,1.473882705,0.052785567,0.387208503,0.164476766,0.0,0.110433368,0.0,1.083904136,0.415794394,0.0854116,0.06980868,0.0,0.0,0.0,1.332030144,0.258833559,0.615914521,0.0,1.311022044,0.48146835,0.0,0.574281526,0.601835438,0.140005869,5.660515118,0.302752583,13.17781074,3.144644906,16.9561425,0.787531874,0.705108975,1.66081417,2.050098368,0.107905297,0.0,0.121101033,0.066418681,0.659728259,1.377293305,0.099707911,0.490889461,6.80341637,9.150207008,1.267695922,5.316694166,1.888799544,1.105283865,0.665717412,0.0,0.261108555,0.0,0.606429602,7.873781258,0.0,10.74422416,0.771284251,0
RNA102_FPKM,1.392504711,1.21549882,1.045066782,6.023060406,5.310044686,2.706485289,1.503542461,1.691546631,0.248533654,0.132897584,1.070065885,10.60308346,0.564126678,0.222310359,0.170182914,3.78514218,0.128151242,0.988978047,1.017005765,0.351022967,0.095298114,0.594986252,0.689729338,0.062689626,0.200965137,0.34411451,0.30414578,1.047982556,3.822641224,1.468863617,0.944011606,0.90582872,8.794057896,1.884042676,1.326762803,0.852249566,1.322121524,3.211625162,2.379818743,0.307378949,0.19777672,3.080842901,0.348572279,0.578155474,1.351321438,1.658938621,0.0,0.047007442,0.187201501,2.433671165,0.0,0.517555221,0.081921005,0.143803302,1.234062181,0.809453568,0.108144838,1.27462032,10.92743435,0.0,0.849387731,0.077205871,0.458591845,0.455359072,0.118511193,0.0,1.34369559,3.518995364,0.0,4.509353799,1.864240605,0.45066335,0.612186248,1.144223861,0.522971042,0.060649269,0.288156521,0.83857012,1.395724459,0.0,0.463569843,0.131735892,0.155366866,0.0,0.454894931,0.415785814,1.565893032,0.0,1.710102516,1.619352137,0.0,0.726293303,1.712839209,0.06291145,20.26480137,0.402090306,8.399814418,0.758023594,10.13118116,0.373496556,0.0,0.525107527,3.704426492,0.102361657,0.0,0.459469086,0.010499955,0.15644207,1.567875025,0.124147117,0.388054208,4.935496461,7.891301199,0.801626917,2.448393976,2.002620425,0.655368037,0.631449135,0.606965841,0.0,0.026414909,0.460170566,14.27203388,0.0,8.421036371,2.743781294,1
RNA104_FPKM,0.939106131,0.928716632,1.300313281,4.617603345,5.657347392,1.604309915,1.468275102,0.865413178,0.352629162,0.261105718,0.900974743,12.39379959,0.443254317,0.187181015,0.095528267,3.38294758,0.125924035,1.748690187,0.599433939,0.114974119,0.140406976,1.071470743,1.185867004,0.0,0.148060183,0.267864646,0.238978114,0.280721304,3.084419232,1.220866214,0.385498625,0.819995796,4.556056602,0.947922071,0.521292049,1.076302262,0.721515041,2.125070827,2.597454148,0.550895081,0.194339455,1.939922516,0.199734853,0.567904224,0.95298236,0.698397089,0.0,0.0,0.0,2.169588084,0.0,0.743003451,0.064368236,0.565064664,1.32765454,0.159019272,0.185911528,2.347593337,16.47096709,0.166344879,1.376654747,0.189619475,0.15953586,0.64297561,0.098502209,0.03974414,1.649943014,3.501582046,0.072507435,3.458641868,0.778242961,0.442678472,0.36082904,1.17501685,1.078828728,0.075824431,0.424646796,0.794298496,1.005900895,0.088433214,0.97575716,0.0,0.0,0.0,0.297907813,0.302296528,1.9284384,0.0,1.18353101,1.753800706,0.043864533,1.070314575,2.523602651,0.075532675,9.489815286,0.282116781,13.2093855,0.936747046,9.253355455,0.82556518,0.0,1.031686006,2.501671063,0.178758675,0.0,0.112870933,0.030946879,0.409818524,1.23206848,0.133558159,0.304937058,3.729342228,4.84472796,0.590559977,3.415129898,2.726411248,0.514945885,0.620252937,0.596215501,0.790735402,0.0,0.113043256,8.385381376,0.0,9.986250156,2.785032317,0
RNA108_FPKM,0.975753435,0.576385329,0.817750262,4.859161715,4.968511746,1.742645804,0.666107677,0.770831337,0.206251133,0.106365224,0.978646358,8.799419929,0.240792876,0.067767175,0.12970331,4.095639211,0.068356026,0.580419044,0.651110195,0.249766523,0.152520333,1.692853057,1.104056418,0.0,0.080412109,0.353316214,0.454285182,0.406603051,3.350412435,0.361673654,0.588515729,0.68226159,6.097137787,1.127699795,0.424711844,0.519584836,0.940492504,2.879480175,2.116108135,0.408530154,0.0,1.770077874,0.415318349,1.02835286,1.183051332,0.632210642,0.0,0.100342883,0.079905435,1.854797173,0.0,0.382307967,0.15732804,0.306964964,0.788254864,0.43184515,0.038462451,0.850076043,6.2318749,0.045182483,0.928950586,0.144175036,0.193687202,0.668066835,0.04863747,0.086339045,0.716898447,3.998599913,0.026256879,3.097801871,1.839964511,0.320579837,0.391935544,0.83242349,0.279032594,0.011768338,0.307478981,0.75628678,0.938870412,0.057636203,1.554517555,0.281205666,0.0,0.0,0.323589976,0.331857303,0.897750905,0.0,1.16117258,1.417706141,0.0,0.387589496,2.741321902,0.067128187,13.13043935,0.367738304,7.826530486,1.382800434,12.80127617,0.498247792,0.237830433,0.560451711,1.852790143,0.084947078,0.0,1.103214912,0.01680738,0.945989626,0.780664828,0.145075907,0.49688224,6.076481797,5.683578393,0.213794379,2.246715575,2.136789721,0.419541439,0.67384449,0.86351986,0.066053152,0.0,0.122727765,10.53176147,0.0,8.966644958,1.951688516,0
RNA110_FPKM,0.662916166,0.403883694,0.32406766,1.317803421,2.605636794,0.79069143,0.105168622,0.140503508,0.0,0.09936821,0.380898989,14.96253147,0.112424627,0.110795165,0.024233144,6.015214247,0.0,0.049277986,0.050674528,0.116614365,0.015827113,0.39535099,0.859419686,0.0,0.200311168,0.453014051,0.0,0.284914161,0.95259756,0.225186359,0.200867834,0.30095844,1.775250062,0.732845737,0.661208456,0.242648307,0.0,1.289345888,1.581403958,0.198876595,0.098555972,1.417260283,0.179507109,0.192070718,0.448965474,0.354350788,0.0,0.093698878,0.0,0.631903994,0.0,0.079344586,0.0,0.286639889,0.200824386,0.0,0.0,0.635236262,1.8779172,0.0,0.444472643,0.096200411,0.095224747,0.397129742,0.0,0.0,0.223178754,2.915342562,0.024518332,1.703451911,0.836157273,0.0,0.061007028,1.451530203,0.208512666,0.09892203,0.0,0.915441403,0.098288868,0.017942815,0.462068412,0.0,0.0,0.0,0.554192223,0.332846777,0.174719702,0.0,0.658569706,0.703562898,0.0,0.904979284,1.138131637,0.034835952,4.149644828,0.400787998,7.31111125,0.21934885,19.753342,0.0,1.111143204,0.523342515,0.992309208,0.090693254,0.0,0.0,0.010464663,0.311879622,0.468816335,0.123739678,0.425489498,3.405708589,22.02338419,0.599380588,1.65947584,1.680901108,0.653158962,0.209775561,0.0,0.123417668,0.0,0.0,20.60702191,0.0,9.17636645,0.45578447,0
RNA114_FPKM,0.540319405,0.626950207,0.646890444,1.091189481,4.930322269,1.429784197,0.351049237,0.638045442,0.076930007,0.030855671,0.212922909,9.068556321,0.628471375,0.044235564,0.124153503,4.96974979,0.0,0.413228915,0.330499016,0.0,0.073727759,0.64447308,0.480416449,0.0,0.139939626,0.421991945,0.508281571,0.530744473,3.169060279,0.314755605,0.600745903,0.445270469,3.100710767,0.725329921,0.985528528,0.0,0.681945839,1.61522365,1.841367973,0.530740893,0.0,1.100188412,0.178006589,0.178978677,0.836460661,0.440027599,0.100402673,0.043656059,0.034764363,2.48747901,0.0,0.0,0.106478161,0.267101766,0.646958229,0.150299438,0.041836668,0.443851984,7.871929459,0.078611672,0.492905403,0.197162447,0.150803888,0.105686387,0.050782494,0.037563426,0.415835888,3.182512931,0.114224866,2.045633754,1.601087836,0.418445759,0.284190264,1.496991133,0.631241096,0.148462015,0.0,0.760069329,0.556398729,0.083591152,0.614887108,0.244687632,0.0,0.0,0.422374827,0.282697791,0.564202012,0.0,0.216513088,0.771029179,0.0,0.842983652,0.795234804,0.038940625,9.222324608,0.373322821,6.993586723,0.249747629,12.1296233,0.0,0.0,2.438123796,1.203828395,0.126718647,0.0,0.533289963,0.034125238,0.242102571,1.358667243,0.076843354,0.504427952,1.762573122,18.1343048,0.558356352,1.955063682,0.946004115,0.608414288,0.586430135,0.0,0.115005198,0.0,0.106840707,2.848424688,0.0,12.92335252,1.273761826,0
RNA115_FPKM,0.322597989,0.419316751,0.384493707,1.064131125,3.043168603,0.772558563,0.118280253,0.09117115,0.0,0.0,0.158174706,12.89849358,0.0,0.032861412,0.100627638,4.644864633,0.0,0.153529362,0.473589424,0.0,0.016442252,0.513077641,0.535420474,0.0,0.0,0.604659982,0.314720748,0.19716847,1.130146811,0.116969246,0.175606204,0.165415868,1.535797735,0.570586317,0.549155845,0.0,0.0,0.830814749,1.778561486,0.558002842,0.0,0.490441069,0.673284865,0.398875345,0.573646933,0.245220535,0.0,0.048670298,0.0,1.227367039,0.0,0.247163645,0.016960541,0.0,0.104239897,0.167519076,0.0,0.494669656,3.119205199,0.0,0.351558771,0.079897674,0.088978135,0.176692137,0.00943734,0.0,0.11592643,1.513259042,0.127293715,0.916170477,1.109203059,0.0,0.253387912,0.322899089,0.649383456,0.096993018,0.0,0.55781256,0.141282571,0.037262038,1.576082027,0.0,0.0,0.046829824,0.62760668,0.250688837,0.592504997,0.0,1.608666941,0.644485018,0.023109741,2.067035631,1.477041694,0.028932429,3.001482236,0.17833746,11.3849545,0.455432297,17.10422275,0.28993649,2.076507476,0.271841419,0.790593747,0.047075237,0.0,0.118930621,0.032598117,0.863447806,0.48672644,0.061170482,1.003883423,2.749929017,20.00557448,0.414787925,1.520080507,1.127003444,0.542470469,0.653571919,0.0,0.06410722,0.0,0.0,5.244681309,0.0,10.01396668,0.56781648,0
RNA116_FPKM,0.372564945,1.139252513,0.685696311,0.619674285,4.307177403,1.820620506,0.305963039,1.133386425,0.058243479,0.175187248,0.241762905,10.25902858,0.118909835,0.066981228,0.07690909,3.586600717,0.0,0.573598452,0.911552287,0.123341258,0.150730787,1.777526959,0.0,0.0,0.0,0.376560463,0.256572162,0.803669915,2.447319727,0.0,0.402655925,0.711697829,3.208423011,0.969135139,1.259185892,0.12832273,0.0,0.976002045,2.509535392,0.380989846,0.0,1.166186861,0.171529797,0.203150307,0.474993331,0.374808529,0.0,0.0,0.118419386,2.975977258,0.126685439,0.167930749,0.017267776,0.0,0.885233631,0.426771942,0.142546524,4.032117593,6.456733308,0.156255936,0.918060024,0.020346253,0.080591139,0.240069072,0.144184594,0.0,0.354202413,3.036046205,0.194576238,1.172465193,0.982919992,0.158390847,0.193645999,0.767800045,0.275728437,0.110467292,0.0,1.021110622,0.38394224,0.01898775,0.0,0.0,0.0,0.0,0.906049959,0.272728134,0.640762312,0.0,0.286885576,0.744308809,0.047081296,1.340412367,0.0,0.029486403,6.429193009,0.18169072,8.483190752,0.206263109,10.77688592,0.0,0.235005237,1.384406545,1.269516483,0.155917672,0.0,0.121085015,0.071978715,1.099918081,1.047064454,0.112208595,0.531982747,5.204378025,13.10586438,1.479444501,1.290907281,0.926203406,0.552857232,1.331953526,0.0,0.065268505,0.0,0.0,1.12513788,0.0,14.65860221,1.735965016,0
RNA126_FPKM,0.53089589,1.149902206,1.01344492,3.596123377,5.825523654,2.930250178,0.739296899,1.143976724,0.088183075,0.141476551,1.545580604,13.26710102,0.0,0.152099165,0.155256754,3.427164462,0.0,1.684169244,0.811852808,0.249121753,0.287376242,0.949819257,0.183563397,0.0,0.106956272,0.621935966,0.453130126,0.912594988,4.213975577,1.322784174,0.282230218,0.359166268,4.423189096,0.880320287,0.0,0.777400682,0.781844097,3.76240963,1.407157614,0.309929733,0.105271922,1.345265268,0.16076649,0.20515909,0.553179706,1.387259503,0.230178492,0.250209621,0.0,2.285475339,0.0,0.296581208,0.069754091,0.0,0.991787886,0.990768686,0.086326553,1.695729048,16.0418273,0.0,0.316412696,0.02054744,0.294892814,0.484661279,0.0,0.0,0.715023807,4.280453946,0.039283646,1.534057673,0.79368155,0.373042011,0.0,0.055360389,0.055667734,0.164317919,0.0,1.328140986,1.501653221,0.038331002,1.550609919,0.0,0.0,0.0,0.269004709,0.250883422,1.256180463,0.0,0.744572084,1.458342222,0.04752204,0.193294468,0.91155914,0.059516319,7.365217696,1.222682683,8.352515019,0.650631311,6.621050804,0.0,0.0,0.279502454,1.182813209,0.193688963,0.0,0.733553388,0.055882383,0.277568181,1.168083831,0.050333027,0.78472836,1.616235343,4.619356252,0.0,2.553784404,1.944487558,0.836888735,2.464516883,0.2153482,0.197741671,0.037493435,0.0,10.64732231,0.0,9.009162518,4.088293407,0
RNA132_FPKM,0.953559668,0.422465985,0.411678194,1.83809762,6.985086906,1.557067044,1.411932034,1.230997225,0.230372913,0.0,0.717249553,12.60169178,0.588250987,0.182137315,0.145767221,4.413859855,0.0,0.721889579,0.265149568,0.0,0.115928316,0.82722063,0.0,0.0,0.23573602,0.297889838,0.126818563,0.0,4.98260742,0.0,0.696793629,0.851949798,3.250059513,0.91038045,1.106844505,0.761667269,0.459524405,1.51164455,3.033065609,0.58480072,0.0,0.576603626,0.266543891,0.602905421,0.541962086,0.0,0.0,0.098021335,0.117106816,2.34574277,0.0,0.332111822,0.0,1.349633701,0.875375541,0.464244736,0.206750466,2.325919066,13.94829743,0.088298831,1.23996587,0.161036803,0.298865066,0.801250611,0.076047862,0.126535706,0.817354917,2.621001246,0.038481231,2.38324315,1.506527802,0.0,0.51071298,0.433876935,0.599877653,0.149480816,0.375670802,0.676625637,0.688142358,0.065712562,1.311971826,0.0,0.0,0.0,0.158105982,0.232137927,1.791221833,0.0,1.013194129,0.303074303,0.0,0.0,1.785878938,0.138486591,5.10772366,0.59894503,8.51202767,0.713925839,7.69145105,0.194706568,0.464876332,3.011929263,2.703898712,0.166036782,0.0,0.718707377,0.08759757,0.380678103,0.87190563,0.098626288,0.687896879,5.54236634,4.114219262,1.253914999,3.267861672,3.516970811,0.819951373,0.438905587,0.105513852,0.064591471,0.0,0.0,4.450731462,0.0,8.644409516,1.430543129,0
RNA140_FPKM,0.820786228,0.273576395,0.70549871,1.338845126,5.08743402,0.992269822,0.569818694,0.303316895,0.055938303,0.033636194,1.083513024,18.31779211,0.799658564,0.06431298,0.221568541,3.476547224,0.064869803,0.600898994,0.360439893,0.355500802,0.192996853,2.008195888,0.0,0.0,0.152628344,0.40762835,0.12320874,0.289434281,0.276550052,0.114373145,0.794796688,0.197832035,1.390209372,0.279198191,0.26875991,0.493100815,0.743696476,1.321164654,4.685718605,0.535133363,0.400563523,0.719945021,0.758880728,0.585530733,0.526267002,0.479920447,0.437918801,0.047590074,0.0,0.869772966,0.243469902,0.161241101,0.066354218,0.4369132,0.484543178,0.0,0.06388088,0.0,7.34496623,0.0,0.193527064,0.058643063,0.04836667,0.518721015,0.120002051,0.286726742,0.226828572,1.573421902,0.0,1.980750336,1.274211995,0.050688962,0.55794277,0.210648312,0.900268118,0.050250772,0.0,0.374025067,0.522309556,0.091161682,0.536431291,0.133368685,0.0,0.0,0.307099284,0.288417717,0.70998397,0.060932019,0.74777823,0.798866109,0.090411553,0.183823826,0.288965484,0.226509502,3.633101575,0.290789857,9.5039722,0.594243439,5.669373988,0.283695807,1.806091151,1.063517089,2.391336407,0.080617555,0.0,0.814286465,0.026580944,1.214651482,1.111314676,0.071836372,0.314345422,2.498884015,7.990727095,0.811780331,2.578445625,3.450909958,0.796321797,1.065687967,0.102398507,0.125436014,0.0,0.116468531,8.103870134,0.0,5.814369761,1.11137144,1
RNA145_FPKM,0.846089826,0.523604182,0.382668265,2.990116284,4.909277594,0.452277297,0.221581469,0.204936498,0.026776836,0.096631196,0.518590959,12.376796,0.109392193,0.107739293,0.047128177,5.415354977,0.0,0.14380548,0.197146514,0.0,0.015400208,0.480585682,0.0,0.060793665,0.048695189,0.365004415,0.058978196,0.184684661,1.455619238,0.0,0.318707937,0.361520069,1.546495959,0.712650572,0.514385799,0.118051672,0.569534374,1.610493925,2.434814187,0.203847024,0.0,1.454763194,0.360385858,0.0,0.604520692,0.34459049,0.0,0.045585767,0.0,0.574853277,0.0,0.077171456,0.031757732,0.27878925,0.50448673,0.078456266,0.052410512,1.08103739,3.287003258,0.0,0.47337707,0.093556639,0.194463698,0.386201424,0.008839239,0.039223824,0.217066221,1.904750329,0.03577531,2.31510243,1.129352622,0.291200465,0.237344544,0.60490918,0.304133727,0.096197871,0.0,0.735387303,0.264680685,0.017451388,1.925611517,0.127751722,0.0,0.0,0.146988298,0.225300562,0.305822415,0.0,1.243169395,0.724425622,0.0,0.704026828,1.383504237,0.081301679,5.011162353,0.222691413,6.001110737,0.1895984,18.86426886,0.0,0.648401041,1.018017887,0.964956465,0.066141971,0.132141022,0.11139327,0.030534153,0.80882141,0.810504118,0.017191681,1.053172162,3.127855214,9.943323415,0.777050888,3.085079227,2.417805889,0.889270757,0.816120485,0.0,0.060044359,0.0,0.0,19.26321761,0.0,7.113370932,0.443258639,0
RNA150_FPKM,2.074759377,1.304688323,1.096872984,4.888289475,4.99829986,1.202141033,0.877736262,0.453929803,0.059282284,0.178330415,1.88698488,11.78931962,1.089844438,0.119307782,0.189201641,3.444950328,0.275138354,0.3715451,0.600403129,0.12560664,0.102285365,2.235244395,1.295731653,0.067296735,0.242672028,0.341501354,0.718157737,0.511319065,1.318869718,0.242550753,0.614814862,1.201101974,4.062617001,2.170337093,1.281718458,0.653398029,0.788408149,2.872804764,4.25754706,0.798806512,0.0,3.052563816,0.405338963,0.206881524,2.194350792,1.907927176,0.0,0.0,0.040184141,1.448832484,0.51604897,0.256388831,0.193434225,1.234972153,1.10837466,0.43442898,0.212829038,2.052194741,8.089373391,0.0227221,0.888931504,0.103599739,0.297402529,0.397121899,0.13698675,0.130258738,0.961553356,2.992416207,0.066022426,3.094290263,3.952138551,0.537479575,0.459979474,1.842286993,0.78589137,0.059182526,0.0,0.342904117,0.89565179,0.009663203,1.421700408,0.282834532,0.0,0.0,0.651031598,0.358450633,1.254351409,0.0,2.336276918,2.317618865,0.0,0.0,3.064040759,0.052521541,13.03765766,0.184963436,10.20162495,8.845274609,17.93388721,0.801890221,0.71796458,0.563698091,2.982244946,0.280797931,0.0,0.246617915,0.039450619,0.33587824,0.617057862,0.076144345,0.416532832,4.482812131,8.046929929,0.215134777,2.365330415,3.658107322,0.703397183,1.129758045,0.217156177,0.132934554,0.028356161,0.123497215,14.60384979,0.0,7.13765809,2.748811253,1
RNA151_FPKM,0.780087803,0.0,0.357621101,2.544856571,4.678017625,1.167648085,0.220015361,0.305239986,0.053144356,0.031986149,0.662053572,8.595184711,0.217112198,0.076414813,0.081893,3.293965265,0.0,0.142766098,0.293624201,0.112646871,0.030565005,1.240587787,0.829896346,0.0,0.048343649,0.374924059,0.409762431,0.366776382,1.708055648,0.108762496,0.939147963,0.598288117,1.928377284,1.238282077,0.255336176,0.468691629,0.2827114,1.405925518,3.690047703,0.638358686,0.095202868,0.988308929,0.184508735,0.185536023,1.100435544,0.68419979,0.208078835,0.045255512,0.0,0.964430877,0.115701093,0.076614341,0.11036862,0.138443865,0.880652012,0.077889875,0.026019557,1.686714101,4.442409728,0.081494415,0.449600321,0.130044993,0.128726078,0.493017908,0.070187521,0.038939659,0.754376897,1.275516792,0.118392293,1.347536554,2.15298899,0.337339303,0.176746981,0.200220924,0.100646043,0.137968368,0.0,0.730184899,0.496425142,0.04332394,0.509877185,0.0,0.0,0.0,0.243235884,0.163843056,0.134960514,0.0,0.598494313,0.279722122,0.0,0.0,1.923089589,0.087454477,4.422018214,0.276421268,7.514748223,26.26285388,16.84928949,0.0,0.0,1.516205806,0.735314073,0.05473358,0.0,0.33167002,0.010104574,0.451754202,0.905347726,0.073960364,0.522858549,2.923124617,12.15147558,0.578658333,1.272447201,6.018713979,0.756784463,0.202638506,0.389422978,0.297998935,0.0,0.0,19.38379689,0.035948754,7.718153821,1.056262566,0
RNA152_FPKM,1.275376612,0.452132685,0.725531797,3.27810201,6.744807856,0.937134967,0.647462478,0.23590881,0.18486295,0.148279379,0.852726798,16.53660745,0.629332801,0.12401763,0.094941152,3.854370638,0.071510782,0.386212382,0.737569947,0.391754718,0.194917872,0.995764512,0.384881828,0.0,0.084096679,0.49984414,0.339301301,0.531471949,1.370980125,0.0,0.0946776,0.614318085,2.773755577,1.127908905,0.592073296,0.543291813,0.327862298,2.189778215,5.015511704,0.318878157,0.0,1.322088071,0.434281343,0.430162043,1.430364425,0.264454967,0.361965621,0.104924116,0.0,0.935506175,0.0,0.444156695,0.018281887,0.962769066,0.964736941,0.316105086,0.030171016,0.355588496,7.357234519,0.023622663,0.213237822,0.086141811,0.170547618,0.666828931,0.030517726,0.090280923,0.874573061,1.835625194,0.150977033,2.504104808,1.611967615,0.223453576,0.068315743,0.870443078,0.408457786,0.05536882,0.0,0.47894206,0.423162686,0.030138578,0.369415036,0.147022167,0.34679043,0.0,0.789520684,0.292218439,0.990894496,0.0,2.211561611,0.926537923,0.049820308,1.215640942,3.184805389,0.054594905,4.903545131,0.384520572,11.39576053,0.572927648,14.47649319,0.10420902,1.492576896,1.171768753,2.583177441,0.266490041,0.0,0.256392315,0.076156808,0.581860639,2.099130336,0.10552868,0.736033107,3.812274489,15.18767261,0.447322763,3.496618989,2.234363149,0.877375636,0.93937886,0.225762898,0.207304879,0.009826674,0.256783754,9.970792173,0.0,6.727757869,1.326551773,0
RNA155_FPKM,0.603599943,0.140091537,0.38541413,1.980810173,3.346977333,0.726004814,0.237114833,0.091385408,0.028644587,0.034466965,0.396405059,11.27367482,0.0,0.115296575,0.050431505,3.616370428,0.0,0.102586716,0.316482096,0.0,0.049423231,0.925620142,0.357762369,0.0,0.052114052,0.444474676,0.0,0.0,0.708071356,0.0,0.110013003,0.313184051,1.885858017,0.714937667,0.41287541,0.126286071,0.304760537,2.024147128,1.782729155,0.26288626,0.410346864,1.229033306,0.4398818,0.39985206,0.503138711,0.491641998,0.112153626,0.048765488,0.0,0.61514911,0.374024295,0.165179245,0.0,0.0,0.400541874,0.0,0.0,0.0,2.540389046,0.043916336,0.24226922,0.020023329,0.198193859,0.531348568,0.018911595,0.0,0.696918969,2.227917209,0.012760542,2.092993242,0.918479953,0.207763662,0.127004188,0.539435739,0.37973459,0.108661259,0.0,0.248505641,0.306848037,0.00933832,1.099006021,0.0,0.0,0.0,0.524240366,0.366740417,0.169689362,0.0,1.209383985,0.430656962,0.0,0.565092128,2.368561478,0.021752456,3.655129923,0.178744842,9.244220867,0.887686871,16.31548166,0.193732534,1.156376889,0.272373093,1.344794711,0.047190509,0.0,0.595816141,0.038124263,1.027807671,1.192576503,0.079710984,0.724516481,2.953394896,15.96073849,0.0,2.387157555,1.12968141,0.815698202,0.436709931,0.209855242,0.128465206,0.018268539,0.119345157,19.9221587,0.0,7.14144191,0.474339064,0
RNA165_FPKM,2.979643138,1.101888146,0.866194304,7.705227125,6.950942011,2.882636266,1.383531472,1.129554012,0.321882481,0.271099464,1.603542948,11.02967193,0.0,0.259103913,0.148774663,4.299979635,0.0,0.749268176,0.533464792,0.136370295,0.259158519,1.271368107,2.010108218,0.073063619,0.32207992,0.355684195,0.567131602,1.776799503,3.341770023,0.395147985,0.40798301,0.745271434,4.714122378,1.821062045,0.618637634,0.425789509,1.54112051,5.381065888,5.547695953,0.879961137,0.23050517,3.498775297,0.318256742,0.674075975,2.100062115,0.96675092,0.0,0.109572639,0.043627655,1.78777126,0.0,0.371197071,0.190960281,0.502984172,0.792577499,0.61325709,0.199583331,3.157020881,11.19941121,0.0,0.940499192,0.382497663,0.233856117,0.663420803,0.19125358,0.141472735,1.044095179,2.237245487,0.014336022,6.287902772,2.824758875,0.525312174,0.784922633,2.424825997,1.402013874,0.057842758,0.0,1.501022272,0.839927064,0.052467883,0.0,0.153535786,0.0,0.0,0.117803447,0.267115359,2.124795938,0.0,3.578765844,2.468216325,0.0,0.423240818,3.327338225,0.05703122,9.975123652,0.803401091,13.14591764,0.598525974,7.354423251,0.979671402,1.559263655,1.530343713,5.505116505,0.424207745,0.0,1.071152523,0.042837984,1.458909662,1.827431053,0.158479918,0.40710341,7.522775198,5.058846918,1.868819296,2.568409042,1.801800815,1.680416976,1.717468116,0.471659296,0.21656837,0.0,0.0,11.81550365,0.087039118,6.855410199,2.771564808,0
