,AC093525.7,AC253536.3,LINC01772,AC010531.3,AC138028.4,AC007878.1,AL355916.2,AC006059.1,AC022395.1,AP005131.4,AL034550.1,ILF3-DT,AC138207.7,ACTA2-AS1,STARD4-AS1,WAC-AS1,AC008507.2,AP001350.1,AC131971.1,AC009951.5,AP005131.1,AL450326.1,AC006441.1,TBL1XR1-AS1,AC004893.2,LINC02328,AL158212.5,AC016747.3,AL049840.6,AC073569.1,FAM198B-AS1,AL022098.1,AC215522.2,AC093330.3,PLCB2-AS1,AC008937.2,AC009120.3,AC073957.3,AL031600.1,LINC00265,AL357140.4,ITPRIP-AS1,PSMG3-AS1,AC005546.1,AC011466.1,AC073655.3,BIRC6-AS1,AC100774.1,AL390236.1,Z83843.1,RPS6KA2-AS1,AL136984.1,AC069549.2,AC245060.2,AC012020.1,AC067945.3,AC087521.2,Z82243.1,ANKRD10-IT1,AL034397.1,AC022893.1,AL357093.2,AC093690.1,AL137060.3,LCMT1-AS2,AC093677.2,AC006017.1,AL158163.1,AC068205.2,AC137932.3,AC124944.3,AC016931.1,AC055811.1,AC015802.1,AC034102.6,AC012358.2,AC016910.1,AC016831.1,AL161725.1,NDUFA6-DT,AL390195.1,AC093525.5,AL391097.2,AC009021.2,AC092119.2,LINC00894,AC116158.3,AC067751.1,AL359962.3,AC122129.1,AC006364.1,AL358472.3,AP001363.1,MIR4432HG,FAM157C,AC092120.3,AC004847.1,NRIR,AC016957.2,AC103739.2,AC084125.4,AC131009.3,AC004494.1,RNF157-AS1,AC008667.3,AC234775.2,LINC00707,LINC01311,AC009093.10,VIPR1-AS1,AL117336.2,AP000759.1,AC010542.5,ATP1B3-AS1,LINC00653,LINC02422,AL356481.3,AC009090.1,AC114752.1,AL096870.10,HPN-AS1,AC090519.1,AC108673.2,AL356753.1,AC021078.1,AC018797.3,Diagnosis
RNA29_FPKM,0.324732505,0.527544831,0.20410864,0.860731041,4.148389343,1.230387969,0.618226369,0.137652568,0.107867357,0.097344582,0.223912284,16.99755746,0.771178934,0.294618115,0.08903037,3.790082505,0.0,0.482890446,0.744863401,0.228548149,0.077547423,0.290496726,0.168403899,0.0,0.220777512,0.36774741,0.059396694,0.372149198,5.33293319,0.0,0.383251458,0.745829987,4.312035873,1.435999445,0.51825707,0.475557376,0.0,1.07810237,2.840412434,0.263306201,0.193156178,0.231422968,0.629735266,0.0,1.421132933,0.694268905,0.0,0.045909235,0.0,3.494980745,0.0,0.466513496,0.0,0.0,0.713234462,0.158093456,0.220030084,2.489387027,13.7988906,0.082688207,0.331777984,0.056551617,0.279900365,0.333500773,0.0,0.0,0.765449521,4.775352243,0.060065707,1.105919858,0.773699794,0.586784085,0.478261602,0.558673253,0.45963396,0.172303123,0.140712245,1.140622579,0.785200135,0.043956818,0.452677968,0.0,0.0,0.0,0.691009427,0.335695332,0.718934209,0.0,0.759076885,0.770389849,0.0,0.886656674,0.0,0.081913556,9.980598401,0.280459238,10.51346277,0.931274048,23.95283593,0.638348857,2.395022319,2.820618619,0.678296185,0.066639756,0.0,0.0,0.09229186,0.356503479,0.0,0.075047266,0.530532984,2.780573198,10.21068501,0.391449489,5.164488859,3.842665906,1.023895708,0.822262614,0.395127538,0.060470422,0.0,0.0,4.819471874,0.0,14.21436061,2.858057147,0
RNA295_FPKM,0.701680647,0.360011157,0.536459241,2.871350254,4.645099471,1.036463719,0.460893041,0.266124077,0.024544686,0.059040467,0.814892279,13.43823154,0.400909517,0.296253736,0.080999185,3.609187797,0.0,0.307541852,0.316257613,0.207925122,0.09877635,1.057215509,0.45969388,0.0,0.0,0.351875423,0.27020985,0.16928417,0.84908294,0.20075529,0.471177579,0.268256582,2.439499338,0.530734829,0.235746089,0.324533482,0.522042022,1.406865358,3.993835908,0.608459827,0.0,1.544027967,0.340657419,0.342464907,0.461751217,0.421081065,0.0,0.0,0.0,1.071998442,0.0,0.141472561,0.087328551,0.255541562,0.275962078,0.179801291,0.096087513,1.132378678,6.444386726,0.018815294,0.094333616,0.051456513,0.144296739,0.404566218,0.016197385,0.071875351,0.895390136,1.624134508,0.032792397,2.963577867,1.03518176,0.22245183,0.0,1.155202834,0.464621022,0.08327573,0.0,0.443464922,0.458269937,0.071986329,0.823714908,0.0,0.0,0.0,0.583772715,0.305409592,0.498342831,0.0,0.379835658,0.332009676,0.039663442,0.645319415,0.0,0.142842513,7.340817326,0.204121614,8.128472313,0.955874549,11.68550404,0.165927855,1.188495077,1.399691066,1.337046608,0.050526714,0.0,1.020608069,0.004666791,0.880357408,0.835780252,0.084036033,0.344757412,3.879055736,9.289536445,0.712254142,2.262261517,2.278648869,1.164380684,0.561134708,0.179736616,0.110027756,0.0,0.0,15.87950418,0.0,6.745096044,0.406298549,0
RNA3_FPKM,1.250308806,0.677015172,0.785876084,3.129975382,6.143145626,1.637547174,1.124017677,0.463748384,0.2768991,0.041653789,0.670574898,14.3843127,0.28284669,0.179102344,0.106642873,5.398705092,0.321236791,1.177500163,0.446144973,0.14669378,0.119434364,1.739822352,0.216180308,0.0,0.346320439,0.594024815,0.304902717,0.597023085,2.05331904,0.708013884,0.225992593,0.356164642,2.2322106,0.575908854,0.49877407,0.915534823,1.841112127,2.515708126,3.148263593,0.479857829,0.0,0.693067977,0.334927393,0.241613285,0.738242469,0.59398501,0.542000669,0.058933746,0.140737045,1.871057268,0.0,0.349279899,0.0,0.901231413,0.599714766,0.1521502,0.158127839,1.597584872,15.46633124,0.0,0.266128634,0.193559847,0.227498764,0.285369201,0.068551597,0.101417922,2.806806898,3.20756663,0.0,3.199966706,1.810725021,0.062771292,0.306884213,0.58662507,1.310882056,0.12438895,0.0,0.95088865,0.693995574,0.045128953,0.166029516,0.0,0.0,0.056705159,1.076913059,0.492380367,1.171659619,0.0,1.363918869,1.040760905,0.055966111,0.0,0.357843919,0.026278051,6.770084625,0.503953392,16.16186205,0.306453771,10.69249936,0.936378741,0.0,2.961741208,3.482059502,0.242329818,0.170833263,0.57587571,0.131608796,0.457568754,1.113507192,0.07408931,0.534995528,4.520176947,8.159382061,0.502504226,4.050531446,1.585169053,0.656999071,1.055235939,0.0,0.0,0.0,0.0,2.507496959,0.0,9.460380193,1.260875383,0
RNA302_FPKM,0.599973695,0.0,0.624184817,2.632239744,2.358301756,0.836123213,0.315094852,0.298175776,0.054974308,0.066148539,0.456523493,9.987310972,0.0,0.126455342,0.030251711,3.385800554,0.0,0.295362312,0.303732904,0.0,0.142284667,0.493540749,0.171718981,0.0,0.050008296,0.44596277,0.060565936,0.663863282,1.223081056,0.0,0.158377608,0.282892788,2.585560593,0.823377432,0.396243102,0.242366538,1.462342959,1.698401176,1.842511775,0.22545636,0.0,1.415449673,0.208192875,0.191921215,0.413888195,0.235888187,0.0,0.0,0.037278289,1.221463128,0.0,0.07925245,0.16308303,0.143208387,0.384411264,0.0,0.026915341,0.793004163,4.501106002,0.168583441,0.211378399,0.115300247,0.085590865,0.793248084,0.045372078,0.0,0.334422113,2.229150087,0.0,2.787567583,0.974276481,0.24922988,0.243744739,1.604959978,0.208223299,0.192101023,0.0,0.655878102,0.437953371,0.008964424,0.065941296,0.1311909,0.0,0.0,0.402519819,0.234645226,0.314076559,0.0,0.657709022,0.330665042,0.044438651,0.361505752,0.568276087,0.090459885,6.276052051,0.343088539,8.871865408,6.547673143,18.22378646,0.185904445,0.665875982,0.522734798,0.783593114,0.045283697,0.0,0.571785014,0.041814049,0.571088673,0.572276791,0.064733537,0.618081412,3.401357654,20.22744885,0.0,1.901030901,2.727939681,0.913244967,0.41906393,0.201375687,0.0,0.0,0.0,28.14850103,0.0,8.617201451,0.910414973,0
RNA303_FPKM,0.601820485,0.404510783,0.394205872,2.053569273,1.753720671,0.2795675,0.289716148,0.070381927,0.027570174,0.06634833,0.0,14.95085334,0.337899726,0.047559422,0.012136302,3.215168561,0.0,0.049369426,0.152305679,0.0,0.047569445,0.891077013,0.344343275,0.0,0.150500504,0.596433038,0.06072559,0.095118844,1.226845163,0.0,0.074136597,0.30148434,0.815096288,0.688243928,0.529970953,0.0,0.73345518,2.160114541,2.112208857,0.139994031,0.296216558,2.129618018,0.237830452,0.192427124,0.311364841,0.236600647,0.0,0.0,0.0,0.367554155,0.0,0.0,0.0,0.0,0.100590735,0.0,0.0,0.477202996,2.72775135,0.0,0.127219361,0.057816859,0.085854276,0.682000971,0.0,0.080771879,1.118064689,1.962167761,0.049138671,2.261539707,1.489126838,0.300001005,0.0,0.363520027,0.626650261,0.038538229,0.0,1.29582963,0.204494775,0.053936389,2.446555891,0.263073446,0.465395911,0.045161468,0.403742136,0.192868551,0.221689574,0.120190105,0.931376262,0.290215162,0.0,0.0,0.0,0.069794781,1.970755352,0.573519463,10.94652294,0.415054528,22.27258225,0.0,1.335803292,0.786470442,0.531704936,0.0,0.0,0.229387212,0.131065114,1.041510415,0.782746215,0.017706073,0.271236106,4.738482565,14.9707833,0.0,4.351535914,2.350405916,0.654369578,0.420329641,0.0,0.0,0.0,0.0,25.03814612,0.0,5.602618563,0.456629256,1
RNA31_FPKM,0.412823265,0.149092238,0.743202118,1.296875082,4.913094874,0.669409931,0.252268589,0.272221302,0.243787804,0.0,0.253039346,17.86529133,0.871412347,0.070081469,0.040244664,5.647658149,0.0,0.327423616,0.056135944,0.129182405,0.05258099,1.203675937,0.570930882,0.0,0.027731156,0.580346259,0.536962806,0.0,0.451986948,0.0,0.491595765,0.372399394,2.088270949,0.760609979,1.024830014,0.0,1.459045587,1.673566733,3.063849045,0.386796794,0.43649167,0.697376223,0.346183432,0.4253282,0.267633769,0.522966435,0.0,0.0,0.0,1.33149938,0.265236565,0.087851731,0.0,0.31737276,0.426142161,0.133993982,0.089510929,0.703185312,6.23710634,0.140166739,0.374920776,0.170414169,0.221398828,0.282662532,0.0704129,0.178532825,0.864938259,1.311215329,0.081455043,2.249447046,1.131470269,0.442057752,0.0,0.631327614,0.519424279,0.133859191,0.0,1.178735343,0.259486079,0.158952793,0.511514454,0.145443128,0.0,0.0,1.617498909,0.177022953,0.322375656,0.0,1.372453671,0.687272928,0.098520928,0.400730907,0.315126776,0.131136936,4.453042987,0.0,10.61822635,1.861834996,16.08318985,0.515241787,0.0,0.869326813,1.865063629,0.225912641,0.0,0.760660961,0.086908686,0.863252848,0.692027441,0.052188337,0.428218457,3.142066411,18.50463166,0.663555307,2.64775267,2.481293863,0.0,1.161452854,0.0,0.0,0.0,0.253898208,10.30315985,0.0,8.185206356,0.302787373,1
RNA314_FPKM,0.495580591,0.338921445,0.524611945,1.659225889,3.947050863,0.585629933,0.617922699,0.15479652,0.0,0.0,0.767315842,16.54956897,0.0,0.338760283,0.061018906,4.28186851,0.0,0.682612236,0.127610099,0.146909101,0.279036602,1.244463608,0.0,0.0,0.220688238,0.896296437,0.228997278,0.47830226,2.055997297,0.0,0.319468123,0.267478319,1.210703684,0.403697997,0.49952047,0.611206927,1.474801989,1.623374962,3.982142134,0.595542801,0.0,1.288804999,0.53222884,0.241967931,0.217400365,0.446112621,0.0,0.176997896,0.046999235,0.898269217,0.0,0.0,0.0,0.541464937,0.316060629,0.406322997,0.033930594,0.39982699,6.265609782,0.079698772,0.399728976,0.072676134,0.155872207,0.607158724,0.045764738,0.304592192,0.562165064,2.236785416,0.092630632,2.144744289,1.169748873,0.0,0.076855776,0.456911466,0.918826283,0.083034131,0.0,0.46355027,0.20943159,0.056486178,0.747963867,0.330626165,0.0,0.0,0.634334233,0.534119528,0.645263598,0.0,0.780426816,0.364773948,0.0,0.0,1.43309503,0.14912868,2.717643505,0.144144944,14.15423026,0.920595805,13.49494639,0.351583181,1.398952051,0.329649689,1.569000702,0.199823223,0.0,0.720801514,0.052711867,1.178107794,0.65588928,0.08160504,0.973987605,5.955744275,8.17016727,0.754594753,3.011209547,2.028216255,1.151416896,0.528263034,0.0,0.0,0.0,0.0,12.8890422,0.0,7.260746361,0.803476596,1
RNA319_FPKM,0.592975124,0.688124129,0.567953907,1.347155235,4.037259894,1.236265705,0.286701869,0.161583034,0.112566479,0.203153707,0.623033765,16.41923377,0.229878272,0.080904607,0.080513312,4.38929316,0.0,0.251950961,0.155423771,0.238445164,0.080921657,0.909329784,0.351392874,0.0,0.102397974,0.568968608,0.0619688,0.485427641,1.112882777,0.0,0.291815406,0.289564597,0.718383636,0.468260078,0.135174899,0.0,0.59881856,0.988576203,3.098516729,0.313210125,0.503901921,0.885456888,0.597892528,0.392733212,0.60021999,0.724453785,0.0,0.047897282,0.0,0.562645443,0.0,0.283957713,0.066781287,1.318875259,0.359272775,0.123704634,0.055100766,1.298755376,2.687659749,0.107857658,0.51930415,0.03933368,0.165501835,0.376995679,0.092893012,0.123638233,0.684624973,2.002454574,0.050145922,2.832464162,1.329701793,0.0,0.187114564,0.0,0.21318107,0.084272991,0.0,0.701886363,0.309172925,0.073385652,0.94469587,0.268459241,0.158307923,0.0,0.463508139,0.330262096,0.416756047,0.0,1.663327333,0.592321708,0.113736156,0.740226316,0.0,0.099718384,2.377577808,0.702366779,10.92994233,0.49831814,12.13439026,0.190283378,1.136015574,1.070362095,1.132394564,0.30132344,0.138841488,1.170650195,0.074901686,1.16911778,1.171550064,0.054211691,1.146708106,3.481757736,12.26237922,0.81700511,4.340999335,2.362798195,1.201896758,0.858083579,0.0,0.189267074,0.0,0.0,12.5040199,0.0,5.601937794,0.652344599,0
RNA32_FPKM,1.31637927,1.247470411,1.562886579,1.550714782,3.557274863,3.201854578,0.696127853,1.464764182,0.182203042,0.0,0.907652005,6.569251092,1.339737839,0.146668455,0.320806077,5.487023387,0.169095567,0.391509381,0.201271647,0.154391605,0.125745057,0.654252767,0.910306428,0.0,0.298314959,0.231319528,0.401317274,1.005710092,2.522059745,0.745475416,1.133677311,1.17182362,8.470431801,1.394586497,1.050458268,1.12453714,1.163080499,3.39908424,4.535960651,0.597714624,0.522052374,1.876290239,0.475282779,0.50858411,1.280162739,2.188957514,0.0,0.0,0.197617441,2.887455866,0.793033656,0.105048276,0.172938409,1.138664687,1.163130052,0.267041946,0.225951816,3.153499308,9.074075764,0.139671939,0.280184015,0.12736478,0.252134543,0.225324885,0.084200858,0.0,1.477523135,5.427363354,0.0,3.070200864,2.090917906,0.330386779,0.48469561,3.362746327,0.897119213,0.072751907,0.190111269,0.619123465,1.381269593,0.0,0.174741992,0.0,0.410013169,0.0,0.200056727,0.311040115,0.786411374,0.0,0.153834234,2.027161893,0.0,0.0,1.129865836,0.184476141,23.04947076,0.378987883,6.504581766,5.291502588,13.8374614,0.369621537,0.0,2.078955735,1.466418198,0.090048339,0.0,1.6675189,0.041570424,0.206425315,0.965448668,0.171610736,0.819275678,5.510563381,9.892194145,0.793310055,1.873802568,2.178910508,0.691832885,1.388916488,0.533964979,0.245098258,0.034854473,0.455396306,6.336054233,0.049270661,10.91602333,2.896409204,1
RNA328_FPKM,0.680262059,0.57041567,0.735616686,4.187793925,5.390785566,1.182415121,1.030453317,0.204640199,0.116633178,0.0,0.968357211,11.15476102,0.357392011,0.067065306,0.051335452,3.501079441,0.0,0.365455502,0.322132325,0.0,0.033531752,1.046963222,0.5463109,0.0,0.265230683,0.356471819,0.513727414,0.301817779,2.018086944,0.0,0.078389048,0.525074797,4.818754903,1.018864743,0.840493143,0.771244112,0.465375952,2.707992696,3.071039051,0.466874342,0.0,1.751507525,0.208548602,0.406926243,1.390153753,1.251088127,0.0,0.0,0.0,1.684199997,0.380762143,0.126116145,0.155682167,1.062889667,0.673629144,0.08545014,0.019027525,0.33638089,6.067038441,0.0,0.605336231,0.061152117,0.070607782,0.871392162,0.105872279,0.0,2.36461233,2.895134428,0.051957549,3.043589465,1.426992235,0.7401887,0.517066016,1.372829622,0.441712884,0.122251842,0.076055526,0.811593974,1.033144571,0.0,1.74800538,0.0,0.0,0.0,0.266831673,0.366400337,0.863663936,0.063541598,0.410362068,1.008289994,0.047129195,0.383393159,0.602682428,0.103328448,10.09891541,0.363872031,15.0725504,0.748684765,12.94853026,0.0,0.0,0.554383837,2.346713648,0.060043167,0.0,1.091673732,0.038804026,0.49559721,0.441406565,0.068657525,0.491658193,4.208912289,10.41461943,0.0,2.533353179,2.485329071,1.106970898,0.66686554,0.213568001,0.196169156,0.018591746,0.0,20.2792102,0.0,9.010827084,0.965645691,0
RNA331_FPKM,0.923788162,0.625278583,1.053764777,0.816211067,4.954904382,0.950615142,1.042170161,0.195799054,0.153432128,0.061528797,0.21233077,25.44347922,0.208903159,0.26467527,0.16884483,5.104519182,0.0,0.36631469,0.706336501,0.21668837,0.117653022,1.469114705,0.479080409,0.0,0.395446001,0.889819642,0.056344494,0.52935054,1.643422169,0.10466391,0.09821406,0.263145693,0.618487855,0.42549445,0.245681885,0.22543992,0.680127581,1.435345098,5.876589253,0.324579168,0.457881167,1.316717854,0.301258053,0.178544318,0.449186145,0.21941401,0.0,0.087053843,0.0,1.060493748,0.0,0.110595953,0.0,0.266311661,0.489745635,0.862005522,0.116835669,0.44261763,6.978480715,0.078418249,0.314603318,0.089371273,0.21233077,0.843326548,0.126622801,0.074904622,0.51843306,1.777404243,0.068350682,3.718048082,0.733666051,0.046385932,0.453504133,0.0,0.774828019,0.056161964,0.0,0.785758381,0.358229896,0.150059591,2.514238238,0.122046902,0.0,0.0,0.28082916,0.194024823,1.103741359,0.0,6.442214781,0.538280918,0.041335104,0.0,0.793023253,0.071201347,0.95453836,0.372352977,15.81202933,0.271717247,9.299115274,0.518855362,2.271070198,1.458941734,3.516048575,0.231699887,0.0,0.531868063,0.038895255,1.400533259,0.725929746,0.043792249,0.287468377,4.746154279,4.384463639,1.113607121,4.080958721,1.333894226,1.092303333,1.559395497,0.0,0.172028052,0.0,0.0,8.02830775,0.0,7.078677782,1.270377056,0
RNA334_FPKM,0.53294543,0.371033792,0.659321105,1.210741847,2.730668105,0.982895031,0.370398001,0.16136762,0.025279977,0.0,0.0,20.84729901,0.206658382,0.058174378,0.111326609,4.784596724,0.0,0.452867001,0.186299324,0.107125864,0.043632636,0.817250747,0.315898854,0.0,0.115028218,0.820549107,0.222837448,0.785221956,2.000440257,0.103431869,0.077708869,0.374116304,0.611664609,0.505010432,0.121459607,0.111452434,0.403580616,1.133576812,2.300491013,0.246924999,0.362330182,0.43403953,0.404346993,0.1764426,0.951925629,0.108473359,0.0,0.0,0.0,0.412026251,0.0,0.072925409,0.0,0.131658505,0.714985103,0.222381156,0.0,0.583711624,5.521215108,0.0,0.330581031,0.106063963,0.166237307,0.443063474,0.008345114,0.037031163,0.922898317,1.213735105,0.090127573,2.564498821,0.554858482,0.183452225,0.0,0.381036239,0.383151638,0.100990534,0.0,0.082277198,0.131985896,0.074197894,0.66709874,0.120610239,0.0,0.0,0.231445107,0.215869221,0.50298341,0.385888542,7.794903377,0.228139786,0.0,1.330413279,0.0,0.076821919,1.170865255,0.420824322,15.2043291,0.179143904,10.17323976,0.085488298,0.816850883,1.442765546,2.268699384,0.104160777,0.0,0.315604963,0.03366073,1.098529741,0.670038296,0.064968396,0.319830364,5.562937137,7.949484692,0.183481534,2.959727021,0.804360648,1.080192291,1.156630479,0.092602761,0.17012067,0.0,0.0,16.00173633,0.0,5.178544704,0.753774961,0
RNA335_FPKM,0.820218017,0.161590061,0.972094002,0.527110797,6.545729295,0.781286697,1.14615825,0.316074666,0.0,0.039756285,0.548399344,20.1339811,0.0,0.284840149,0.087227795,4.233407127,0.076672835,0.177432965,0.364859483,0.140011264,0.151941483,1.77875177,0.41244985,0.0,0.150216141,0.65224211,0.36371947,0.569719878,1.469437667,0.0,0.126853884,1.508122415,0.443769988,0.494591215,0.317324973,0.582360531,0.527110797,1.266934647,3.320468461,0.380495597,0.11832973,1.133687034,0.541917861,0.230606789,0.994473994,0.850191436,0.0,0.224879082,0.0,0.782642388,0.0,0.142846191,0.019601577,0.343970581,0.702773326,0.484047715,0.021554722,0.571686763,5.06955995,0.101258755,0.609462084,0.02309612,0.217092601,0.816835701,0.109023448,0.096747496,1.071266475,2.678064966,0.044141012,4.161535973,1.003252433,0.0,0.292836043,0.248779275,0.625466236,0.112093352,0.0,0.895409269,0.35379227,0.1722636,0.396000372,0.0,0.0,0.0,0.241771408,0.305389395,1.732915755,0.0,4.926928581,0.695194499,0.0,0.217270492,1.024272116,0.125392018,1.051192417,0.480860524,13.62967776,0.029256085,10.09663248,0.0,1.866535525,2.198219538,3.46105713,0.08160606,0.0,1.648685108,0.062795015,0.873202779,1.37499331,0.028277469,0.324865606,3.859173626,5.426459704,1.19853304,2.986595005,1.764680709,1.253847544,1.510395959,0.0,0.222192144,0.0,0.68801286,8.294755694,0.044681494,5.677205953,1.203119146,1
RNA336_FPKM,0.54123934,0.140652432,0.70153161,2.295276932,3.318689236,1.409578994,0.393823718,0.385439689,0.143822776,0.0,0.796130538,13.4593972,0.587563406,0.066162726,0.063310324,3.631787734,0.0,0.10299745,0.211881443,0.243739308,0.09925741,0.929606123,0.538957074,0.130589113,0.104669433,0.493709769,0.190092204,0.297755046,2.70196624,0.353109807,0.066288024,0.296024792,2.357688031,0.287180739,0.276352314,0.253583383,0.0,1.231276659,2.754332318,0.499930052,0.0,0.90510353,0.411501459,0.401452977,0.721825021,0.617126345,0.0,0.0,0.0,1.19293678,0.0,0.082920293,0.0,0.0,0.279825589,0.042150407,0.0093858,1.161802409,7.850027282,0.088204578,0.46450424,0.040206996,0.129374867,0.622554965,0.018987313,0.084255563,0.583198151,1.285325628,0.03844666,2.080455466,0.970914917,0.312941138,0.318840256,1.137698791,0.544749973,0.183786532,0.0,0.977482426,0.521492583,0.084398597,0.482893268,0.0,0.0,0.0,0.052638536,0.378533386,0.32865591,0.0,0.647773694,0.129765422,0.0,0.0,0.59457619,0.101937947,5.13566586,0.418851021,11.17320132,5.807257791,16.47756237,0.0,0.696817281,1.641032796,0.79584589,0.106625514,0.0,0.0,0.010936258,0.543242014,0.598799423,0.055420509,0.323386507,3.756890086,10.27485765,0.208734194,1.734218603,2.269007235,1.092202777,0.43845842,0.0,0.0,0.0,0.0,14.17160949,0.0,9.317096609,0.666908422,0
RNA35_FPKM,0.775889573,0.530755259,0.912621358,1.443281845,7.423715545,0.733477845,0.457811452,0.467386174,0.0,0.032645661,1.276477767,15.68093355,0.0,0.156005813,0.107480235,3.928074863,0.062959489,0.145748737,0.199839025,0.0,0.031207738,1.168954322,0.338857477,0.0,0.222121076,0.395473867,0.179274476,0.561620925,2.816609625,0.0,0.541852441,0.383881421,3.062074865,0.812589901,1.042821953,0.358838572,0.0,2.936044521,5.455328115,0.821153734,0.097165825,0.698493949,0.302490129,0.189361531,0.714836098,0.0,0.0,0.04618862,0.147124409,2.049313837,0.236173393,0.117338128,0.0,0.282596789,0.602053036,0.238583325,0.061980688,0.626134111,10.18005545,0.083191414,0.771861153,0.037930512,0.10324099,0.139804303,0.026868402,0.238455261,0.550076959,2.110211533,0.036258746,2.670156888,1.785662306,0.049196252,0.30073257,2.145988285,1.130332319,0.086667158,0.070784282,0.882675348,0.506744573,0.026534593,1.236105268,0.129441186,0.0,0.0,0.794478014,0.183329571,0.964347038,0.0,0.610916307,0.734241012,0.0,1.248873519,2.524103135,0.054941366,6.884733083,0.225732801,14.41209422,0.264232617,16.15183394,0.366990625,1.533380208,2.063842749,3.047881698,0.189949755,0.0,0.338599201,0.0,1.024725366,0.924166045,0.139385754,0.609972564,4.662292059,10.6596405,0.196915847,2.693972078,2.036430818,0.901360888,0.413633288,0.0,0.365030527,0.017303192,0.0,5.503605355,0.0,8.667296507,1.43758097,0
RNA358_FPKM,1.859312264,1.066087334,1.09989379,1.35290519,9.296447953,1.350575647,1.052631493,1.344478611,0.145309444,0.174845447,1.206646516,16.9490457,0.593636936,0.10444861,0.087957887,2.8755882,0.084322814,0.780678127,0.334489273,0.307961583,0.229839797,1.695943546,0.680516804,0.247409187,0.231346787,0.341673978,0.320056072,0.375961875,3.592123933,0.445855837,0.516301053,0.630896246,3.075407764,1.692717319,1.047318191,0.640629197,1.159603767,1.775153623,4.174573561,0.574646034,0.130135997,1.247121032,0.77194232,0.253615421,0.866112104,0.467587804,0.0,0.0,0.0,1.39906739,0.0,0.209482025,0.086206407,0.189243568,0.89458375,0.638965341,0.165986089,0.419296532,4.833307798,0.027854952,0.502854381,0.152376212,0.276518721,0.224651334,0.035972643,0.053227928,0.736572218,1.623343101,0.08091954,2.763031246,1.716794312,0.0,0.241580701,0.684214082,1.100834794,0.116059624,0.0,0.761734669,0.967990061,0.106589724,0.17427703,0.173362989,0.0,0.0,0.531994629,0.232581152,1.598855888,0.158408354,0.869245264,2.021112385,0.058746226,0.477897011,1.877701147,0.07357425,9.745194783,0.075582035,8.923541544,0.225191552,5.027353433,0.245758686,1.466606813,2.418259102,4.599313918,0.314219143,0.0,0.30232814,0.0,0.34305405,1.031303265,0.202206553,0.408446958,10.23922795,6.229075733,1.054652854,3.349943686,1.571530599,1.724219488,0.830686713,0.133105543,0.407323831,0.0,0.151394855,8.773869156,0.0,6.061638732,2.406374285,0
RNA365_FPKM,1.641083005,1.066500203,0.855746578,3.093146686,7.794351692,1.351016324,0.995114828,0.997092494,0.109033916,0.34984239,1.408163106,12.40328313,0.296909322,0.188065706,0.039994272,3.928873648,0.084369158,0.780914301,0.468437524,0.0,0.18810534,1.826906345,1.815657988,0.0,0.231408137,0.418684562,0.24015622,0.626914013,2.156002528,0.148752818,0.376886748,1.075210501,4.004164618,1.874665367,1.222226076,0.80111306,0.966645193,1.717013968,4.523793365,0.46838455,0.520565426,1.455397089,0.397558159,0.761006539,1.778341951,0.623696312,0.28455585,0.061895277,0.049288688,1.695555097,0.316324445,0.314372485,0.064685556,0.757005448,1.20421507,0.639158644,0.047437318,0.8386276,6.074589638,0.027870261,0.81040174,0.228627008,0.176020388,0.224738336,0.119968304,0.10646024,1.178963656,2.285430936,0.113324259,2.357471946,2.944003451,0.197710004,0.886186244,1.984897015,0.61940308,0.043540175,0.0,0.328446804,0.798603212,0.142170995,0.261470612,0.0,0.0,0.0,0.465609934,0.297281672,1.937702135,0.0,0.767234117,2.24034665,0.0,0.716996522,1.502541116,0.045996567,9.916559139,0.151170295,6.694763889,0.096545606,11.81225961,0.245768807,0.586791205,1.727836181,3.199221813,0.209545551,0.0,0.604681181,0.069099001,1.029527302,1.375558901,0.116698067,0.459608568,4.996362559,8.048301575,0.791365842,2.770997139,1.57203019,1.207346802,0.831155186,0.133178697,0.244497581,0.0,0.0,6.494793478,0.0,4.513222382,3.009035097,0
