,ENSG00000170412,ENSG00000100297,ENSG00000235897,ENSG00000125520,ENSG00000119711,ENSG00000282998,ENSG00000254781,ENSG00000143036,Diagnosis
0,0.0651629072681704,0.2925170068027211,0.127906976744186,0.0,0.1269902912621359,0.2456140350877192,0.1320754716981132,0.0708661417322834,0.0
1,0.2681704260651629,0.0090702947845804,0.0,0.3185298621745788,0.0776699029126213,0.2807017543859649,0.0,0.2677165354330709,0.0
2,0.1353383458646616,0.0498866213151927,0.1162790697674418,0.1209800918836141,0.1246601941747573,0.3508771929824561,0.0,0.1535433070866141,0.0
3,0.0852130325814536,0.3129251700680272,0.1627906976744186,0.3001531393568147,0.1751456310679611,0.3508771929824561,0.0943396226415094,0.1574803149606299,0.0
4,0.2556390977443609,0.5374149659863946,0.5581395348837209,0.5803981623277183,0.4062135922330098,0.3508771929824561,0.0377358490566037,0.1181102362204724,0.0
5,0.2155388471177944,0.3560090702947845,0.3023255813953488,0.0857580398162328,0.4069902912621359,0.4736842105263157,0.0188679245283018,0.1023622047244094,0.0
6,0.2581453634085213,0.4036281179138322,0.1395348837209302,0.3660030627871363,0.3588349514563107,0.1929824561403508,0.0566037735849056,0.2992125984251969,0.0
7,0.0676691729323308,0.2698412698412699,0.3372093023255813,0.2633996937212864,0.1425242718446602,0.2631578947368421,0.2452830188679245,0.0944881889763779,0.0
8,0.0,0.2312925170068027,0.2441860465116279,0.1699846860643185,0.0862135922330097,0.3333333333333333,0.0188679245283018,0.0787401574803149,0.0
9,0.0300751879699248,0.3469387755102041,0.4186046511627906,0.2526799387442572,0.1141747572815534,0.5087719298245614,0.0377358490566037,0.0551181102362204,0.0
10,0.0977443609022556,0.4716553287981859,0.4186046511627906,0.1056661562021439,0.1153398058252427,0.4912280701754386,0.2264150943396226,0.0944881889763779,0.0
11,0.1278195488721804,0.3287981859410431,0.3372093023255813,0.3552833078101072,0.3801941747572815,0.3333333333333333,0.0,0.5354330708661418,0.0
12,0.0050125313283208,0.4081632653061224,0.4069767441860464,0.4088820826952526,0.0275728155339806,0.3157894736842105,0.0188679245283018,0.0787401574803149,0.0
13,0.2355889724310776,0.310657596371882,0.313953488372093,0.3598774885145483,0.1899029126213592,0.2982456140350877,0.0188679245283018,0.1259842519685039,0.0
14,0.0300751879699248,0.18140589569161,0.3023255813953488,0.1531393568147014,0.0753398058252427,0.7543859649122806,0.0,0.0196850393700787,0.0
15,0.1453634085213032,0.2040816326530612,0.3604651162790697,0.222052067381317,0.1988349514563107,0.2807017543859649,0.0943396226415094,0.2244094488188976,0.0
16,0.0852130325814536,0.2244897959183673,0.6162790697674418,0.2955589586523736,0.1557281553398058,0.3333333333333333,0.320754716981132,0.0748031496062992,0.0
17,0.3007518796992481,1.0,0.7325581395348837,0.5145482388973968,0.4842718446601942,0.2456140350877192,0.0,0.6771653543307087,0.0
18,0.1929824561403508,0.1065759637188208,0.1860465116279069,0.1914241960183767,0.2644660194174757,0.2280701754385964,0.0943396226415094,0.3070866141732283,0.0
19,0.0827067669172932,0.3764172335600907,0.3953488372093023,0.442572741194487,0.113009708737864,0.4210526315789473,0.0754716981132075,0.1299212598425196,0.0
20,0.075187969924812,0.0,0.0465116279069767,0.001531393568147,0.0217475728155339,0.2105263157894736,0.0188679245283018,0.0,0.0
21,0.1904761904761904,0.2154195011337868,0.2558139534883721,0.1730474732006126,0.1592233009708737,0.087719298245614,0.0943396226415094,0.2559055118110236,0.0
22,0.0551378446115288,0.2607709750566893,0.4302325581395348,0.0995405819295559,0.1561165048543689,0.2456140350877192,0.2452830188679245,0.0157480314960629,0.0
23,0.0401002506265664,0.1609977324263038,0.1511627906976744,0.0719754977029096,0.170873786407767,0.4912280701754386,0.0754716981132075,0.1850393700787401,0.0
24,0.0827067669172932,0.4331065759637188,0.3837209302325581,0.3369065849923431,0.3176699029126214,0.4035087719298245,0.1320754716981132,0.0629921259842519,0.0
25,0.137844611528822,0.2562358276643991,0.627906976744186,0.3583460949464013,0.1425242718446602,0.3684210526315789,0.0188679245283018,0.1338582677165354,0.0
26,0.06265664160401,0.0702947845804988,0.1744186046511628,0.116385911179173,0.0,0.2631578947368421,0.0188679245283018,0.1535433070866141,0.0
27,0.0902255639097744,0.072562358276644,0.0930232558139534,0.1929555895865237,0.1153398058252427,0.0350877192982456,0.0,0.2952755905511811,0.0
28,0.0701754385964912,0.1723356009070294,0.2558139534883721,0.1653905053598775,0.1479611650485437,0.2982456140350877,0.0,0.1102362204724409,0.0
29,0.075187969924812,0.2086167800453514,0.2790697674418604,0.1286370597243492,0.1545631067961165,0.4912280701754386,0.3584905660377358,0.1377952755905511,0.0
30,0.1679197994987468,0.1746031746031746,0.2441860465116279,0.1929555895865237,0.1941747572815534,0.3684210526315789,0.0754716981132075,0.0354330708661417,0.0
31,0.2280701754385964,0.3673469387755103,0.4186046511627906,0.1852986217457887,0.233009708737864,0.1228070175438596,0.0754716981132075,0.3622047244094488,0.0
32,0.0776942355889724,0.4625850340136055,0.4767441860465116,0.3369065849923431,0.2376699029126213,0.5614035087719298,0.3584905660377358,0.2755905511811024,0.0
33,0.5488721804511277,0.9024943310657596,0.3953488372093023,0.7963246554364474,0.3363106796116505,0.3684210526315789,0.1132075471698113,0.2913385826771653,0.0
34,0.200501253132832,0.5646258503401361,0.5930232558139534,0.656967840735069,0.4031067961165049,0.5438596491228069,0.1509433962264151,0.1141732283464567,0.0
35,0.2205513784461152,0.4217687074829932,0.3953488372093023,0.3078101071975498,0.2403883495145631,0.0701754385964912,0.0188679245283018,0.2834645669291338,0.0
36,0.3784461152882205,0.3582766439909297,0.3720930232558139,0.3261868300153139,0.5332038834951457,0.2280701754385964,0.0754716981132075,0.6377952755905512,0.0
37,0.1077694235588972,0.3469387755102041,0.4302325581395348,0.2695252679938745,0.3223300970873787,0.1578947368421052,0.0943396226415094,0.4803149606299213,0.0
