,ENSG00000170412,ENSG00000100297,ENSG00000235897,ENSG00000125520,ENSG00000119711,ENSG00000282998,ENSG00000254781,ENSG00000143036,Diagnosis
38,1.0,0.7709750566893425,0.2209302325581395,0.6217457886676876,0.6737864077669904,1.0,0.0754716981132075,1.0,0.0
39,0.06265664160401,0.2108843537414966,0.2674418604651163,0.1761102603369066,0.1048543689320388,0.2807017543859649,0.1320754716981132,0.2362204724409449,0.0
40,0.2280701754385964,0.5578231292517007,0.3720930232558139,0.3476263399693721,0.3681553398058252,0.2631578947368421,0.2452830188679245,0.0944881889763779,1.0
41,0.1052631578947368,0.1564625850340136,0.4069767441860464,0.1577335375191424,0.0796116504854368,0.175438596491228,0.0188679245283018,0.0944881889763779,1.0
42,0.1278195488721804,0.2562358276643991,0.3255813953488372,0.2021439509954058,0.3102912621359224,0.2105263157894736,0.0566037735849056,0.1732283464566929,1.0
43,0.0651629072681704,0.2925170068027211,0.2674418604651163,0.1761102603369066,0.2380582524271844,0.2456140350877192,0.1509433962264151,0.0866141732283464,1.0
44,0.100250626566416,0.4149659863945578,0.3255813953488372,0.2511485451761102,0.1957281553398058,0.1228070175438596,0.1886792452830188,0.1771653543307086,1.0
45,0.1403508771929824,0.5170068027210885,0.6046511627906976,0.3690658499234303,0.1879611650485436,0.3157894736842105,0.1886792452830188,0.0866141732283464,1.0
46,0.1679197994987468,0.4739229024943311,0.5813953488372092,0.2511485451761102,0.2147572815533981,0.0,0.4150943396226415,0.0866141732283464,1.0
47,0.2832080200501253,0.3015873015873016,0.4069767441860464,0.4058192955589587,0.2205825242718446,0.1578947368421052,0.1509433962264151,0.2913385826771653,1.0
48,0.1353383458646616,0.5510204081632654,0.3023255813953488,0.2771822358346095,0.1277669902912621,0.1929824561403508,0.0188679245283018,0.2874015748031496,1.0
49,0.3734335839598998,0.9569160997732428,0.4651162790697674,0.5696784073506891,0.4031067961165049,0.2631578947368421,0.7547169811320754,0.2716535433070866,1.0
50,0.1453634085213032,0.4013605442176871,0.3255813953488372,0.1807044410413476,0.181747572815534,0.3157894736842105,0.0,0.0905511811023622,1.0
51,0.2556390977443609,0.7278911564625852,0.4302325581395348,0.5267993874425727,0.4396116504854369,0.2982456140350877,0.0754716981132075,0.3858267716535433,1.0
52,0.2155388471177944,0.4421768707482993,0.5697674418604651,0.453292496171516,0.3149514563106796,0.4385964912280701,0.2264150943396226,0.2637795275590551,1.0
53,0.0726817042606516,0.8276643990929706,0.4767441860465116,0.4349157733537519,0.2609708737864078,0.4385964912280701,0.2075471698113207,0.1259842519685039,1.0
54,0.2857142857142857,0.4331065759637188,0.4186046511627906,0.3353751914241961,0.3328155339805825,0.2280701754385964,0.6792452830188679,0.2047244094488189,1.0
55,0.2731829573934837,0.4399092970521542,0.4418604651162791,0.341500765696784,0.1421359223300971,0.2280701754385964,0.320754716981132,0.2125984251968504,1.0
56,0.2731829573934837,0.8117913832199546,0.7674418604651162,0.4686064318529863,0.269126213592233,0.0526315789473684,0.6981132075471698,0.326771653543307,1.0
57,0.3583959899749372,0.5102040816326531,0.5232558139534883,0.1868300153139357,0.2147572815533981,0.1929824561403508,0.2641509433962264,0.1614173228346456,1.0
58,0.3032581453634085,0.9682539682539684,0.5697674418604651,0.4900459418070444,0.3619417475728156,0.2280701754385964,0.0566037735849056,0.5236220472440944,1.0
59,0.213032581453634,0.4580498866213152,0.3604651162790697,0.678407350689127,0.3704854368932039,0.0526315789473684,0.4339622641509433,0.3503937007874015,1.0
60,0.1052631578947368,0.4807256235827665,0.4534883720930232,0.2450229709035222,0.2504854368932039,0.2631578947368421,1.0,0.1771653543307086,1.0
61,0.2080200501253132,0.3151927437641724,0.2558139534883721,0.2802450229709035,0.3390291262135922,0.1228070175438596,0.0188679245283018,0.2362204724409449,1.0
62,0.1453634085213032,0.4603174603174603,0.2558139534883721,0.2863705972434916,0.1774757281553398,0.2280701754385964,0.0,0.2204724409448819,1.0
63,0.3283208020050125,0.4920634920634921,0.7093023255813953,0.5007656967840735,0.3277669902912622,0.175438596491228,0.2830188679245283,0.1850393700787401,1.0
64,0.3082706766917293,0.5850340136054422,0.6511627906976744,0.6998468606431854,0.3557281553398058,0.3859649122807017,0.3773584905660377,0.1614173228346456,1.0
65,0.1303258145363408,0.2947845804988662,0.1395348837209302,0.2358346094946401,0.1732038834951456,0.175438596491228,0.0377358490566037,0.374015748031496,1.0
66,0.1303258145363408,0.4467120181405896,0.2325581395348837,0.2557427258805513,0.2407766990291262,0.1578947368421052,0.2075471698113207,0.2677165354330709,1.0
67,0.4260651629072681,0.8072562358276645,0.4651162790697674,0.7871362940275652,1.0,0.5789473684210527,0.1132075471698113,0.9173228346456692,1.0
68,0.2055137844611528,0.5351473922902494,0.6162790697674418,0.333843797856049,0.4077669902912622,0.1403508771929824,0.3962264150943396,0.3070866141732283,1.0
69,0.100250626566416,0.4739229024943311,0.5116279069767441,0.3660030627871363,0.2419417475728155,0.3333333333333333,0.6415094339622641,0.1692913385826772,1.0
70,0.2105263157894736,0.5759637188208617,0.313953488372093,0.6339969372128638,0.2007766990291262,0.0350877192982456,0.830188679245283,0.2637795275590551,1.0
71,0.7794486215538846,0.6575963718820862,0.2674418604651163,0.5957120980091883,0.6135922330097088,0.3333333333333333,0.0566037735849056,0.7677165354330708,1.0
72,0.2230576441102756,0.7301587301587302,0.5348837209302325,0.6385911179173047,0.1836893203883495,0.2807017543859649,0.2075471698113207,0.2795275590551181,1.0
73,0.3784461152882205,0.691609977324263,0.872093023255814,0.6768759571209801,0.3623300970873786,0.2280701754385964,0.3773584905660377,0.2244094488188976,1.0
74,0.4160401002506265,0.9750566893424036,1.0,1.0000000000000002,0.3976699029126214,0.4561403508771929,0.5094339622641509,0.2755905511811024,1.0
75,0.238095238095238,0.7210884353741498,0.6046511627906976,0.9494640122511486,0.4671844660194175,0.4385964912280701,0.320754716981132,0.1732283464566929,1.0
76,0.5789473684210525,0.4149659863945578,0.1162790697674418,0.3353751914241961,0.276116504854369,0.1578947368421052,0.0188679245283018,0.5590551181102362,1.0
77,0.1779448621553884,0.4149659863945578,0.4186046511627906,0.2955589586523736,0.2462135922330097,0.087719298245614,0.490566037735849,0.3031496062992126,1.0
78,0.2832080200501253,0.4875283446712019,0.3720930232558139,0.2526799387442572,0.3398058252427185,0.2105263157894736,0.3018867924528302,0.3385826771653543,1.0
