,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,AC016629.1,TUBBP1,CCDC144CP,CBX3P2,AC091167.1,AL356235.1,CHP1P2,CSNK1A1P1,AP001992.1,AC135983.2,CICP18,RPL13AP7,CAP2P1,GLDCP1,AC007161.1,DENND10P1,RTEL1P1,PLEKHA8P1,AC079416.2,TMEM14EP,UPF3AP2,AL590396.1,ANP32BP1,RPS4XP16,AL391825.1,AC021148.1,AC006122.1,SMPD4BP,RPSAP36,RPL6P27,VN1R105P,AL049840.7,CYP2F2P,TSPY26P,AC231533.2,RPS10P20,AL031282.1,RPS21P1,TPI1P2,AC136632.1,VDAC1P8,AC011447.1,AL691432.1,ACTG1P17,FAM91A2P,AC092656.1,AC007318.1,RPLP1P6,CHORDC1P4,TBCAP3,IPO5P1,EGLN1P1,PTENP1,AC005363.1,AC060766.1,BOLA2P2,AC025048.6,BEND3P1,HNRNPA1P70,AP006222.1,AC104996.2,AURKAP1,INGX,BNIP3P1,RPL31P11,SUMO2P17,NPY6R,AP005264.4,SELENOKP3,PGAM1P8,AC063950.1,FDPSP3,RPL12P25,SKP1P1,AL513477.1,RPS16P5,NOC2LP1,FAM74A4,ABCA11P,AC023389.2,GUSBP5,RPL13AP3,RPS2P45,AC087633.2,RPL23AP7,AL137803.1,RPS27AP16,AC022137.1,AC016582.2,RPL12P38,ENO1P1,RPL36AP21,AC004057.1,AC090877.1,AL390726.4,GAS2L1P2,SPTLC1P1,Diagnosis
R_JS007_FPKM,0.330808693,29.34989164,0.201239289,24.48835125,0.383636266,0.047691104,0.031889657,0.495832351,0.47670781,0.103978233,1.312415431,0.353560457,13.04974345,0.235493339,0.194693593,0.531829969,0.376283061,0.09059865,22.60692851,2.247018088,1.911445967,8.792656156,0.166014832,0.161055069,0.940010316,0.765730433,1.315775731,0.0,2.036800628,3.42814668,5.237905171,0.059779547,1.273583601,2.191451571,1.066774122,0.398249381,0.0,1.038324488,1.345278769,0.085682185,12.33739035,0.054553133,0.0,0.025862502,9.242871347,0.219568203,1.5611295,0.096603914,0.36222959,0.651312926,0.0,1.043434737,0.462602945,2.376549351,0.135239225,0.187624089,12.49877577,0.142361151,34.73065078,0.499781091,0.0,0.515132586,1.338450082,1.025692774,0.0,3.425741308,1.227648792,0.164247307,38.60407243,0.134640897,14.2657821,6.894248874,0.251287743,0.358675704,0.0,3.074167376,1.141766248,0.202223563,0.485806222,2.937325639,0.298425717,17.35292308,12.30893218,3.505723987,0.371149635,7.489656855,0.1288509,0.418399993,0.291768331,0.606372334,0.187624089,0.0,1.085333326,0.157113602,0.222287778,0.018494843,0.0,0.0,1.350157362,0.778768481,0.374108527,0.19469212,2.63511968,1.127859208,1.688616805,0.025386292,0.0,0.696879496,0.158713656,0.265758157,0.036333903,0.0,1.339922872,0.718684512,0.0,446.5160779,0.502177849,1.673472108,0.512689592,3.313217174,2.214535805,193.2110123,0.220432719,1.345141011,0.0,3.775265409,1
R_JS008_FPKM,0.421223167,19.08723344,0.303660547,12.10777452,1.085454822,0.215809068,0.108290475,0.915612838,0.472082335,0.31379645,2.125263076,0.471982933,9.9694951,0.266550404,0.067800122,3.009968575,0.662425517,0.307653692,35.15216926,1.43275759,1.298033389,4.943340163,0.094007919,0.29621208,0.797928798,2.166265262,0.850983213,0.0,1.152598412,5.172910818,4.662018171,0.077326517,1.223037258,2.917980169,0.762558799,0.450783606,0.0,0.925137639,2.37088825,0.436339116,0.125437348,0.432038746,0.0,0.05851576,8.330707048,0.727764051,0.685973061,0.437395051,0.409959878,0.276425685,0.221378334,0.632648324,0.886075375,3.667857553,0.087467861,0.070816197,12.1627971,0.523586142,81.16582328,0.377072986,0.274949053,0.541377904,1.860637174,0.348243996,0.0,6.425916523,0.694608133,0.216877521,26.85388485,0.152393578,16.92390637,5.127592456,0.206833284,1.657553822,0.0,2.210839035,0.497063323,0.419595498,1.374889897,1.648725897,1.913877822,22.45512761,11.97594442,4.515168775,0.105054137,6.545354435,0.018238255,0.868141926,0.119441024,0.0,3.255981275,0.0,0.752860559,0.400052884,0.167710859,0.0,0.048671832,0.058666596,0.305607782,2.154498343,0.508099335,0.0,4.034927458,0.523706952,2.548042705,0.028734259,0.0,0.236623373,0.179652575,0.167107771,0.0,0.088635482,0.832597981,0.813404988,0.028889004,230.2010558,0.568405498,2.339625088,0.61081251,2.631483456,1.025367949,482.8242637,0.0,0.076157258,0.0,3.286747295,1
R_JS009_FPKM,0.399604057,25.43657907,0.121554547,18.18962934,0.69510361,0.633451266,0.096309901,0.661992317,0.467896894,0.251180637,1.195102961,0.405185075,17.99687535,0.284382274,0.542748323,1.285208312,1.010056725,0.218938654,31.75161278,1.835047984,1.763188157,5.189517219,0.601678042,0.243191613,0.589586451,1.849682417,1.248837587,0.177034494,2.343228206,2.760462576,5.651491597,0.144428878,1.538425682,3.737113454,0.373032412,0.320739377,0.0,0.613771967,1.369683807,0.181097244,0.089250577,0.65871685,0.0,0.0,9.977310077,0.644121484,0.687768441,0.291753321,0.929820529,0.540917032,0.118156248,1.03532528,0.816742606,2.870798376,0.0,0.604351681,8.942223435,0.257902372,163.5048989,0.402510295,0.586994181,0.222214058,0.878692439,0.557540818,0.0,6.279601452,0.370733167,0.033070095,35.78758931,0.180719712,20.34677444,11.27848094,0.248356037,0.758203444,0.027400087,2.398287373,0.424431482,0.244256137,0.586994181,0.144222105,0.841080243,25.35439972,7.825781379,4.234893416,0.22416424,13.91446147,0.077833483,0.16848407,0.38993692,0.183142184,2.492960429,0.056735497,0.338325283,0.047446162,0.089512309,0.0,0.05195523,0.062591314,0.88070395,0.627091384,0.0,0.156799815,0.936116483,0.384276045,3.399448965,0.643724116,0.0,0.098207653,0.575216809,0.071344832,0.0,0.157631185,0.872763097,1.041776649,0.03082164,468.0543209,0.606431074,2.497086603,0.651916284,2.527746409,1.094349707,788.6950729,0.266195035,0.974941088,0.0,2.806414701,1
R_JS010_FPKM,0.07366991,27.88880802,0.179252581,14.76910396,0.797408065,0.424687655,0.0,0.767170557,0.291956572,0.030888339,2.050502498,0.751057946,2.712560289,0.0,0.160104785,0.473813839,0.670381218,0.080715448,53.25584483,1.973514677,1.362227751,5.02623408,0.295809297,0.053808696,0.547523337,0.511590257,1.088417593,0.0,0.993619856,3.393233026,5.119110084,0.121731178,1.959670666,2.985744178,1.700566929,0.236492021,0.0,1.39729538,1.917464701,0.114470425,0.065807478,0.388595523,0.025225092,0.161208605,12.2631481,0.5029593,0.654440559,0.0,0.161334461,0.326369804,0.0871649,1.029093221,1.363129544,2.919030186,0.120485249,0.111416621,8.219294913,0.253590506,159.7961438,0.074233844,0.0,0.131103829,1.075689465,0.365458577,0.0,4.353537333,0.273493108,0.317000528,3.199077024,0.346508093,2.14359923,3.298897938,0.142454379,0.159744019,0.121218083,2.11095967,1.251870457,0.300246053,0.216515377,2.340089426,1.417800794,21.58748129,3.655139449,4.415357231,0.330567795,9.036758501,0.129133144,0.124229019,0.326276014,0.202589742,3.5098218,0.250998038,0.530183996,0.209901986,0.594037707,0.049412132,0.114925059,0.046174161,1.828171886,1.387444234,0.399911977,0.289063944,2.209333752,0.695574866,2.172709066,0.0226156,0.0,0.403523144,0.282799883,0.078920819,0.0,0.046500325,0.947886511,1.06704474,0.090903362,371.6992924,0.0,1.929232939,0.600948658,1.190972266,0.627707344,600.5436851,0.0,0.898679154,0.0,6.467681146,1
R_JS011_FPKM,0.179403159,17.95548614,0.363781475,8.505603211,1.525698237,0.206821377,0.0,0.858618629,0.818692447,0.200485286,2.409058992,0.386765424,2.437777745,0.340420279,0.173282939,1.346262502,1.02786703,0.262080884,42.03376511,1.716380235,1.683754857,4.670172454,0.420246235,0.262045229,1.176455234,0.553612777,0.577657447,0.05297986,0.631222192,2.47889519,8.954163386,0.364365713,2.26047691,2.703152112,1.015002919,0.191970805,0.048100074,0.862646033,1.876094116,0.061947064,2.24367973,0.157719899,0.0,0.149543424,9.101100313,0.680443726,0.982770012,0.034951449,0.556607803,0.470990846,0.070759772,0.916186295,0.643297081,2.760029335,0.307374699,0.0,14.89521067,0.205850385,87.05076697,0.18071885,0.175665593,0.212845301,1.357095816,0.111268033,0.0,11.83155413,0.222019528,0.098977784,7.790238249,0.178500584,3.852904962,33.04538549,0.479039615,0.497084957,0.065598641,1.80616173,0.698627431,0.487423573,0.175765459,2.624787856,1.43860317,13.17915761,22.17378919,8.566727455,0.603794545,7.88384082,0.291165062,0.504210349,0.269335342,0.548076649,2.803795264,0.305638255,0.278482897,0.397568554,0.10715086,0.066846215,0.0,0.187333891,1.01536274,1.626782654,0.162343685,0.187697483,0.784631519,0.961952393,2.848990401,0.018359164,0.0,0.46192385,0.172203302,0.064064727,0.0,0.0,0.199478704,0.779531731,0.184475479,275.3713398,0.0,1.565973749,0.370728655,1.807379653,0.291142974,629.878453,0.0,0.632236737,0.151486083,4.829913609,1
R_JS012_FPKM,0.0,25.79511611,0.334913862,16.65231395,0.744924028,0.317360725,0.035388425,1.100370932,0.462857989,0.230728648,1.881955109,0.653850711,7.602072609,0.261181963,0.116321704,1.475448983,1.623676555,0.0,39.53051334,1.931457149,1.92812218,6.165308144,0.368458235,0.111687373,0.842458798,1.486626627,0.469253148,0.162591768,0.484264445,3.803544363,6.771307914,0.056856738,1.413199802,7.294787529,0.093445102,0.294573002,0.024598009,1.029562734,2.686939457,0.332724138,4.836493412,0.181512069,0.0,0.0,6.172290272,0.417652937,1.202384841,0.160804191,0.401914418,0.813057515,0.108516893,1.612648949,0.829208859,2.836793038,0.2358422,0.208169782,11.22993651,0.315870768,128.3715461,0.092418233,0.13477659,0.449130558,0.74257814,0.398311329,0.0,7.256887896,1.361952907,0.030372189,29.88519238,0.16600358,16.02008952,20.3269381,0.354885692,0.33162694,0.075494248,1.918774516,0.779611514,0.299157286,0.26955318,2.649833455,0.441472924,23.03176176,14.37704511,4.158246874,0.720568108,8.363235539,0.285956632,0.386847249,0.220427831,0.168201184,5.273972559,0.468962409,0.427348244,0.217877181,0.164419535,0.0,0.047716648,0.0,0.689140026,3.072401619,0.0,0.072003932,0.859924254,1.155217927,2.914630508,0.028155538,0.0,0.773267366,0.440317236,0.131048838,0.0,0.0,0.772554365,1.329088014,0.2547645,374.9838544,0.556957563,3.768342961,0.898227197,2.644424192,0.558436866,774.6489337,0.244478465,0.149246836,0.046490101,5.800433308,1
R_JS013_FPKM,0.0,29.46724665,0.291799194,14.55677852,0.278138413,0.0,0.027746788,0.647095257,0.336983844,0.241237173,1.036456268,0.433811251,10.59685573,0.0,0.07818716,0.694107796,0.618373764,0.512424925,28.31678162,1.073872431,1.36067386,5.183037697,0.072223703,0.157643011,0.723484362,1.165771355,1.063011514,0.06374117,0.75947017,2.982542401,7.521586737,0.074306048,0.268628155,2.018795707,0.366381909,0.115482033,0.0,1.0379166,1.036682949,0.18634252,5.784791038,0.4744361,0.0,0.112471001,9.997098989,0.191025686,0.671127985,0.084053844,0.118172474,0.602100771,0.085084181,0.518766664,0.712090647,1.096514732,0.084059387,0.163218417,10.65663248,0.0,165.8670837,0.144923606,0.528469511,0.320129213,1.025272489,0.580031732,0.0,2.45945438,0.266964537,0.047627476,37.49253655,0.175720696,17.94465791,9.802888882,0.318014284,0.416077048,0.0,1.337325902,0.229224475,0.351866011,0.211346925,0.12467083,1.125048426,23.72865172,8.078875884,2.419063921,1.210809245,16.08454094,0.266254168,0.0,0.275452181,0.065940241,2.176456034,0.20431535,0.243688544,0.034165928,0.19337314,0.0,0.018706451,0.0,0.939745178,1.656179039,0.130188037,0.056455685,1.48344871,1.182567787,1.795560443,0.022075742,0.0,0.707364886,0.0,0.0,0.0,0.0,0.902909738,0.646124771,0.0,462.3904684,0.0,1.712899165,1.455563386,1.668879798,1.751570195,183.6489101,0.0,0.175528591,0.036451211,7.580071015,1
R_JS014_FPKM,0.149286599,28.08738744,0.282521585,15.49721677,1.038709834,0.430240995,0.057572551,0.973536741,0.806719677,0.229380411,0.862567478,0.474559407,6.150736373,0.141566458,0.108137655,2.880445634,1.433855228,0.0,32.70074438,1.694783013,1.359209526,5.523154137,0.799247419,0.072680567,0.348062435,0.575789452,1.357184552,0.044086086,0.729464965,1.604154446,6.395070125,0.077079795,0.650202426,1.939036974,0.523628176,0.159744504,0.026678594,0.983655533,2.208652387,0.077321937,3.600557042,0.590594968,0.034060535,0.124439443,11.52852735,0.462388388,0.48623951,0.406946324,0.435909734,0.538858877,0.117695628,0.829615738,1.049165766,2.491586114,0.034870893,0.075259168,6.681272406,0.192695233,151.6466821,0.300705863,0.292352922,0.55347269,0.752822803,0.370287328,0.0,2.637821924,0.184552225,0.214109451,35.1891238,0.180033774,15.20230058,4.19564773,0.082472072,0.629425986,0.040933127,2.774573741,0.0,0.365018677,0.146103845,1.724274324,0.299229164,30.46591191,8.835554984,2.982243436,0.390730398,18.2256665,0.009686443,0.503481758,0.141938421,0.0,3.047977615,0.0,0.400236215,0.047261198,0.312049594,0.011118146,0.025876344,0.062347308,0.389942765,1.613922461,0.044999407,0.195216287,0.746127703,0.713417258,4.063995078,0.015260931,0.0,0.426296009,0.0,0.0532912,0.0,0.109926562,0.648141869,0.821611735,0.12280594,405.4001344,0.301883441,1.451118884,0.763086141,2.308332582,0.787342723,170.3044704,0.0,0.768865488,0.0,6.814760623,1
R_JS015_FPKM,0.203160489,19.08742638,0.13180493,5.180743593,0.816660868,0.468381983,0.109678781,0.858954616,0.322005656,0.034044369,1.884640212,1.157937399,7.799878878,0.23122682,0.147150238,2.874324173,0.575072529,0.089043078,23.36924636,1.150515786,0.512205653,1.772827593,0.081549875,0.19780275,0.657163202,1.316422342,1.338950418,0.072000517,1.095891754,4.865082708,5.221361415,0.041959794,0.834227992,1.773140298,0.275824946,0.260891541,0.0,1.258949008,1.265128643,0.462962355,5.189895735,0.214301541,0.055626986,0.025393941,6.403912969,1.278966052,0.559398375,0.142399048,0.311411737,0.119991464,0.192218154,0.219689386,0.839123872,3.431785475,0.037973253,0.061431548,9.04779575,0.524469732,75.57971757,0.572860712,0.238732483,0.542291519,0.886244374,0.050375532,0.0,4.354451812,0.301437393,0.161375302,18.9018093,0.198436589,12.15886744,4.064275835,0.381564376,0.55796517,0.066853413,2.076557808,0.086274665,0.198687511,0.238637936,1.525128322,1.172829951,11.79048419,8.911334708,0.831424637,0.273468918,3.772565891,0.348156349,0.411083911,0.567237534,0.223424106,0.983148156,0.092298061,0.619161957,0.27010531,0.291181957,0.018159765,0.021121996,0.050892027,0.212240215,0.765151047,0.220556866,0.06374575,0.456900012,0.880823005,2.949444467,0.44877323,0.047961709,0.034235995,0.0,0.203078787,0.0,0.0,0.503371642,1.106261903,0.025060598,182.2288248,0.0,1.499114997,0.318154654,1.65623238,1.879149629,91.67721593,0.0,0.462558338,0.020579059,1.141299394,1
R_JS016_FPKM,0.305509609,26.84580879,0.247787219,11.19017182,0.9742428,0.352200701,0.044182552,0.530187949,0.577803069,0.224050857,2.051053406,0.904156764,6.728540287,0.21739096,0.124481131,3.68397078,0.810772757,0.376568442,33.09018756,2.308889875,1.25165628,4.324396458,0.536691374,0.037184536,0.56759589,0.707069588,1.128289184,0.067665432,2.06005219,3.869340612,5.33019396,0.063098492,0.891003343,2.380835235,0.337011812,0.2451835,0.0,1.060874645,0.869640274,0.336233809,5.833096684,0.352517428,0.0,0.119372253,7.938880447,1.057271243,1.068522661,0.178457334,0.334527547,0.263157478,0.0,0.757094836,0.985882634,3.824063625,0.107060753,0.057755684,9.973625803,0.394334274,96.34882589,0.538460687,0.560896548,0.339805288,1.30320971,0.520973465,0.0,6.681131444,1.417001807,0.176958911,24.87204187,0.075989222,5.872704238,15.31639988,0.29533809,0.800445632,0.0,3.105050713,0.405561351,0.373469099,0.224358619,1.102665762,1.745316574,21.55923155,10.3699741,4.577132578,0.85679179,7.879578945,0.163620651,0.064397322,0.773921789,0.069999889,2.367873041,0.086740879,0.387959355,0.036269373,0.205278268,0.068292575,0.099290623,0.0,0.473790962,2.15745473,0.345507844,0.059931412,0.572596231,0.881316169,4.504778351,0.023434847,0.022536989,0.096536776,0.146596627,0.054538285,0.0,0.024104645,0.667220204,0.486703823,0.07068316,229.5172044,0.0,1.363590916,0.199358887,1.610375775,1.30137023,104.663231,0.20348805,0.496893624,0.038695351,2.145590475,1
R_JS017_FPKM,0.292661468,24.54052335,0.40692734,18.55671451,1.260562751,0.433810847,0.064496514,1.002642006,0.301236247,0.175220539,1.122802877,0.623279937,8.906104349,0.475904202,0.19684678,3.226862416,0.4649754,0.04581912,30.9845869,1.727910903,1.089266586,3.416993406,0.503606881,0.447808978,0.475209332,1.354667855,1.045257781,0.11111481,0.784521892,3.85097996,4.447514337,0.077719352,0.936477573,1.564040457,0.170293734,0.268373298,0.0,0.804108931,0.85496998,0.714608986,1.867346337,0.385934152,0.057222238,0.078409462,8.72026916,1.109984343,0.761353298,0.146524246,0.320459063,0.329271675,0.0,0.452141489,0.791549672,1.711115507,0.039062236,0.06324702,8.786314966,0.539695929,90.82455226,0.168396871,0.122845173,0.744024283,1.573916979,0.207409966,0.0,6.418645819,0.620409526,0.138391953,4.408894397,0.128569376,16.33513897,13.30379122,0.184781151,0.453293505,0.0,2.331134552,0.710433209,0.238527555,0.245690347,0.796786768,1.20689736,7.897455231,11.13518539,3.788979943,0.469042005,5.415822729,0.081429519,0.987025705,0.596269588,0.076655388,3.224793788,0.284877994,0.141594425,0.238234758,0.224727802,0.018696436,0.086965086,0.0,0.409530577,1.749646146,0.22694624,0.0,1.410550608,0.877186059,4.552579093,0.025663002,0.024679777,0.152657302,0.320996785,0.119420308,0.0,0.026396484,0.703932621,1.162627538,0.025801208,228.2072324,0.0,2.239387655,0.709345934,1.645547456,0.407107476,79.66770289,0.222835431,0.203989833,0.0,5.578943522,1
R_JS018_FPKM,0.187064831,23.91768945,0.379280984,14.6200812,1.301438689,0.323449804,0.072141771,1.091894925,0.774918834,0.274363251,1.689615775,0.553590085,8.485336687,0.532283705,0.186291866,3.308151355,1.323789625,0.204955072,33.22933294,1.324199739,1.100426681,5.878359114,0.751019213,0.341490829,0.73591966,1.73151652,1.275350747,0.124283516,1.261288237,3.015238342,5.980706851,0.106233593,0.9601555,3.498538699,0.698424223,0.300166993,0.075209884,0.999300778,1.173571678,0.217979029,7.351689,0.554984017,0.0,0.233861031,6.131495238,0.620724993,1.225370644,0.273128074,0.153609674,0.598451997,0.110641602,1.13779909,0.845069559,2.035951004,0.131094874,0.212163857,10.27191494,0.160981144,103.7589651,0.188346542,0.412087491,0.748959013,1.513564911,0.289944484,0.0,17.20239685,1.041063135,0.061897925,27.26605111,0.135345921,16.71516552,27.17541353,0.258340875,0.236605848,0.076942727,4.236823482,0.695286709,0.343009241,0.54934408,1.863352133,0.449986661,8.174980675,15.62861138,5.194747186,1.049173837,7.772665817,0.29142801,0.867362591,0.294839994,0.342889836,3.111709302,0.265512979,0.316711567,0.177663127,0.251361285,0.041803745,0.072948254,0.0,0.610705707,1.956907442,0.50768528,0.293570065,2.103415905,0.915692709,0.63649157,0.02870681,0.027606968,0.45969413,0.538518522,0.267113573,0.041086364,0.088547725,1.351806923,0.812713636,0.028861407,252.0121509,0.567862526,1.224510001,0.396695486,2.497781047,1.365963317,126.5364707,0.249265237,0.380246626,0.0,3.284195496,1
R_JS019_FPKM,0.0,32.76906197,0.368610968,15.65803776,0.386500936,0.052410649,0.105158546,0.401534946,0.818634911,0.228540727,2.085961586,0.30886566,9.920094799,0.776115793,0.27982855,0.292396251,0.551371837,0.248945391,31.63683931,3.06091074,1.184055839,5.917761131,0.364996952,0.199130905,0.933771796,0.631084054,1.0329334,0.161064387,2.131953391,2.092892659,6.539205568,0.046927959,1.781476325,2.975110539,1.203300081,0.291727415,0.0,0.922639839,1.731991162,0.211847374,5.927183277,1.018857762,0.0,0.028421873,10.43629814,0.120660356,1.231308007,0.265446551,0.199069425,0.760586622,0.107526363,0.61432961,1.016873308,2.809818971,0.16989152,0.20619578,14.14948351,0.469313212,153.0956249,0.366200238,0.133546365,0.363945561,1.11925835,0.50725836,0.0,2.738230272,0.674398194,0.270757622,0.704713433,0.172640383,16.05662571,2.121606552,0.401711681,0.525583343,0.024935048,4.11775693,0.193020109,0.185187034,0.267092729,0.367455263,2.733080333,12.82107729,7.357338417,5.845926407,0.101998692,11.46163746,0.123916596,0.153244116,0.341131403,0.416485639,2.886814772,0.0,0.500217124,0.215795668,0.651499935,0.0,0.094536799,0.0,0.415498042,0.665698062,0.328965663,0.071346688,1.703600792,0.603887311,1.649713944,0.027898537,0.026829662,0.178716366,0.087259614,0.064891451,0.0,0.028695913,1.169450558,0.684557568,0.140183655,271.0631438,0.551873718,1.839178617,0.444836748,2.619238169,2.655197598,155.6697037,0.0,0.739184372,0.0,2.553580205,1
R_JS020_FPKM,0.0,27.91137855,0.117950865,17.95205075,0.374818402,0.223558544,0.130891116,0.79551592,0.628777752,0.325064549,1.633450155,0.350753767,15.3001933,1.656013496,0.193160158,3.74166405,0.686239666,0.478066527,26.86892265,1.966614241,1.7521076,5.271998889,0.486689173,0.377670857,0.974938142,2.019710354,0.826436234,0.085924727,1.478327068,3.126258676,6.797046886,0.170222137,0.407232841,4.382983267,0.55952647,0.311345466,0.025998576,0.699334276,0.991439099,0.326437803,8.575054538,0.511450482,0.066384713,0.151550892,5.303114583,0.294212865,0.538341671,0.113306731,0.265440391,0.334116797,0.0,0.524274461,0.750990892,1.730911361,0.158584113,0.293282248,11.48854051,0.041731986,128.8731327,0.097680363,0.569644367,0.733359937,0.955203467,0.360782372,0.0,8.7913715,0.359875023,0.256741123,6.616304242,0.166633744,9.672775265,14.78062706,0.508890817,1.226510452,0.053195171,1.98987795,0.617886843,0.434674772,0.28490106,1.539924679,1.632746083,16.67883132,10.12757186,2.40944413,0.32627779,6.836024818,0.2643758,0.817566173,0.407584772,0.444347215,2.786303186,0.275308064,0.369425081,0.138118629,0.260575713,0.043360551,0.025216775,0.0,1.013096942,1.318793818,0.087748401,0.228226844,0.726908149,0.71204807,1.099869345,0.029758664,0.028618522,0.571936492,0.093077624,0.034627632,0.0,0.0,1.031922638,1.657167337,0.0,353.2439044,0.588669739,1.731222917,0.474560928,2.589723513,3.068559372,159.1758957,0.258398635,0.236529684,0.0,1.021336989,1
R_JS021_FPKM,0.085859156,22.4859413,0.104440522,7.99920879,0.929133685,0.0,0.033111684,0.59592723,0.587605828,0.0,1.84431297,0.583417624,6.434059316,0.488757243,0.046638131,3.312780068,0.650953061,0.141085224,36.87160271,1.281166681,1.010076096,2.006674428,0.430904066,0.167166708,0.337740315,1.788148332,0.731666398,0.076065651,1.761806061,1.581363455,4.302013993,0.053191117,0.921364844,3.746557766,0.233104687,0.551123166,0.046030954,1.261214762,1.196900336,0.355703206,0.076695825,0.16980977,0.0,0.026826653,10.46881473,0.472094292,0.400334558,0.551573126,0.23501518,0.295771701,0.0,0.425476025,1.218931005,2.616312309,0.100284326,0.389497657,9.020242326,0.036927581,60.84643767,0.086434888,0.756524294,0.649266696,1.6158196,0.212917001,0.0,3.705051062,0.637165313,0.056836342,2.529389555,0.147524842,10.70425153,3.271361693,0.165981588,0.806623081,0.0,2.758823607,0.638154006,0.419805389,0.756524294,1.2641892,1.032496702,14.66032598,9.63842031,2.50960921,0.770358207,9.496304674,0.267495463,0.144783654,0.631475297,0.0,2.272032074,0.194976039,0.327070088,0.244596456,0.384570295,0.0,0.111607209,0.0,0.420441004,0.538894018,0.077646345,0.202085257,1.930761389,0.630362733,2.726370829,0.421437445,0.050669618,0.156726642,0.164795636,0.12259109,0.0,0.270923721,0.463601177,0.571921793,0.052972007,192.3626415,0.520898991,1.788118749,0.140055326,1.448018636,1.358297566,107.5578142,0.0,0.069792145,0.0,2.110064779,1
R_JS022_FPKM,0.333895814,18.4855374,0.425536541,12.45663019,0.995620166,0.714813434,0.036785352,0.933152392,0.412395036,0.279849578,2.18923804,0.543761518,10.66216327,1.900717473,0.103657506,1.534000872,1.10917477,0.365828468,34.89583731,2.04428877,1.603470323,4.426849302,0.478850217,0.162558042,0.39617553,1.987050011,0.867267719,0.084504968,0.950942559,3.075532796,5.719194408,0.12806235,1.379988274,2.081738185,1.521925852,0.306201012,0.025568994,1.248627391,1.285728292,0.296448989,4.558986971,0.440310091,0.0,0.059631916,8.133799161,0.777885008,0.550810522,0.390077136,1.671329547,0.516494405,0.225601004,0.515797921,0.57467702,3.447357253,0.178295033,0.144258068,9.260714752,0.410465819,77.09020073,0.576495206,0.280193555,0.679079044,1.946624389,0.354946304,0.0,10.41757124,1.770001006,0.094713314,17.30851685,0.094908969,12.09356429,4.635057701,0.3425417,1.068729089,0.0,3.472074187,0.202596498,0.349876303,0.280193555,0.110170623,0.22944984,12.19761569,18.43252198,6.553747688,0.2140034,7.053449925,0.111476974,0.160847082,0.458273794,0.087420389,2.236218622,0.0,0.16151573,0.407705598,0.256364777,0.0,0.02480011,0.059754196,0.373755957,0.998050449,0.949370763,0.22453867,0.357547603,1.334287972,4.544566277,0.029266953,0.02814565,0.25454551,0.274619023,0.136221876,0.0,0.090310319,0.575793413,0.580279638,0.0,223.8923068,0.0,2.157355841,0.498007416,1.609167367,0.696694074,116.0664666,0.0,1.008476806,0.0,6.029669,1
R_JS023_FPKM,0.310200171,20.81807793,0.251591555,13.47419894,0.342564832,0.15327574,0.102531607,0.699134848,0.766279499,0.22283161,1.622767565,0.65089014,15.6157603,0.252373242,0.064194524,1.42509709,1.702440567,0.24276908,25.88674265,2.40792524,1.824855639,3.851795149,0.97862585,0.043145881,0.813617305,2.871701586,0.705017872,0.078513409,0.883440903,4.081513652,6.675685674,0.082370835,0.496265509,4.282333263,0.842334641,0.284490794,0.095024418,1.04166179,0.741399722,0.114764812,5.502113839,0.467465449,0.091003894,0.0,6.502867088,0.336132125,0.511717782,0.207067232,0.145584485,0.654336137,0.104857011,0.838597157,0.762688525,1.929346476,0.020714806,0.134029904,11.86094701,0.152529806,102.5502651,0.267811459,0.130231064,0.118305062,1.683747724,0.329724445,0.0,3.594058718,0.657669001,0.205343775,24.18897172,0.128257976,17.68176911,4.179461789,0.220325846,2.402156718,0.0,1.887379385,0.188232032,0.75842891,2.082618505,1.689008319,0.319827332,18.89181529,12.26490815,7.902328124,0.397660326,10.8199043,0.396972134,0.747213631,0.432403622,0.324888487,1.474398351,0.150996547,0.337663352,0.336672007,0.317584054,0.0,0.0,0.111035026,0.17361337,1.29816647,0.320719138,0.0,0.830578059,0.712762633,1.407418104,0.054383744,0.0,0.311154628,0.170098684,0.031657259,0.0,0.083921635,0.591247376,0.975513511,0.0,343.5616706,0.538173403,1.740555975,0.722888966,1.930990766,1.402297004,774.7262201,0.236233093,0.144138637,0.0,4.668099186,1
