,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,AC016629.1,TUBBP1,CCDC144CP,CBX3P2,AC091167.1,AL356235.1,CHP1P2,CSNK1A1P1,AP001992.1,AC135983.2,CICP18,RPL13AP7,CAP2P1,GLDCP1,AC007161.1,DENND10P1,RTEL1P1,PLEKHA8P1,AC079416.2,TMEM14EP,UPF3AP2,AL590396.1,ANP32BP1,RPS4XP16,AL391825.1,AC021148.1,AC006122.1,SMPD4BP,RPSAP36,RPL6P27,VN1R105P,AL049840.7,CYP2F2P,TSPY26P,AC231533.2,RPS10P20,AL031282.1,RPS21P1,TPI1P2,AC136632.1,VDAC1P8,AC011447.1,AL691432.1,ACTG1P17,FAM91A2P,AC092656.1,AC007318.1,RPLP1P6,CHORDC1P4,TBCAP3,IPO5P1,EGLN1P1,PTENP1,AC005363.1,AC060766.1,BOLA2P2,AC025048.6,BEND3P1,HNRNPA1P70,AP006222.1,AC104996.2,AURKAP1,INGX,BNIP3P1,RPL31P11,SUMO2P17,NPY6R,AP005264.4,SELENOKP3,PGAM1P8,AC063950.1,FDPSP3,RPL12P25,SKP1P1,AL513477.1,RPS16P5,NOC2LP1,FAM74A4,ABCA11P,AC023389.2,GUSBP5,RPL13AP3,RPS2P45,AC087633.2,RPL23AP7,AL137803.1,RPS27AP16,AC022137.1,AC016582.2,RPL12P38,ENO1P1,RPL36AP21,AC004057.1,AC090877.1,AL390726.4,GAS2L1P2,SPTLC1P1,Diagnosis
RNA29_FPKM,0.0,29.89909622,0.195378329,7.384021727,0.496617488,0.0,0.185800557,0.39274343,0.752155686,0.0,0.941001373,0.510518382,6.018438578,0.0,0.058164398,1.807535185,0.487098758,0.0,56.17881864,2.673363578,1.585936107,3.851425916,0.0,0.078185927,0.456352031,1.300877596,1.186288943,0.0,0.75334617,0.369811578,7.134755928,0.049752679,2.023459357,1.001258558,0.926749666,0.257767089,0.0,1.179733804,1.306195031,0.020794717,0.071727587,0.0,0.054960795,0.225897864,12.73850592,0.152270854,1.12343269,0.422136734,0.043962069,0.118570092,0.0,2.641303203,2.453157609,2.307450938,0.0,0.0,8.35075796,0.241853299,290.1390752,0.24261265,0.0,0.464418714,0.070626203,0.39833561,0.0,5.489325458,1.489726801,0.265772857,21.79188501,0.188836876,15.51986575,2.868812745,0.088719113,0.60940165,0.044040996,1.057128896,0.511651244,0.261778582,0.943493641,2.45777043,1.641827517,17.54060658,24.53150955,4.342905278,0.900765043,7.686218894,0.093828097,0.473916769,0.379722089,0.294370016,3.096779426,0.0,0.645846455,0.114392493,0.071937932,0.0,0.146141143,0.0,1.284685307,0.336038831,0.290592316,0.0,0.752479591,0.224624201,0.728638653,0.492751952,0.118468294,0.642790636,0.0,0.200680767,0.0,0.101367085,0.433661022,0.860619978,0.099081123,537.8205726,0.487367576,2.341630946,1.126577655,2.144627387,1.368253726,194.3493841,0.0,0.783593654,0.0,2.537672551,0
RNA295_FPKM,0.0,40.1234621,0.029638251,26.87146811,0.169426966,0.042127325,0.028172476,0.622410978,0.315834822,0.122454301,0.980955434,0.280278412,11.71950816,0.208020022,0.039692991,0.46983782,0.295430289,0.240114367,36.25194545,2.376252399,0.859566261,5.894752495,0.073365221,0.142261651,0.718575676,0.67628171,1.369810304,0.0,1.199433152,2.691533239,5.210838843,0.007547318,1.738645185,3.64384811,0.892737128,0.234507493,0.0,0.858643358,0.373479381,0.075673229,3.556575083,0.096333654,0.075013527,0.091339549,7.817172464,0.374051869,0.908526568,0.0,0.120003719,0.791086294,0.086428964,1.086285162,0.62868493,1.52675198,0.187739317,0.0,9.777075345,0.062865624,219.7691725,0.147147009,0.0,0.227521254,1.683511468,0.31711352,0.0,7.06792316,0.271183996,0.096716344,0.453143075,0.099112691,17.45987167,4.628377614,0.262328246,0.264005873,0.020042623,3.507562724,0.310321619,0.178617757,0.858357555,1.434439767,0.527180231,9.392427474,10.68230526,2.562849217,0.409779687,8.709571064,0.156502622,0.492746196,0.191925291,0.133903779,2.430697492,0.082963927,0.247397282,0.138760392,0.458156191,0.0,0.455859988,0.045784311,0.572464004,0.458574584,0.132185369,0.0,0.821495574,1.25173421,1.491578123,0.022424656,0.0,0.461689826,0.0,0.208654116,0.0,0.023065581,0.533779747,0.592513912,0.0,422.7973778,0.443592364,1.956485589,0.381378193,2.105152711,1.422697669,602.2750619,0.194716416,0.594071777,0.0,6.413367456,0
RNA3_FPKM,0.0,39.24318875,0.083602473,25.9660431,0.119486998,0.237594004,0.099357303,0.585330972,0.371261997,0.0,1.132209925,0.429270327,5.284935441,0.0,0.149309947,0.662952944,0.0,0.0,34.76237585,1.932396878,1.169265425,9.582457106,0.10347294,0.100338504,0.315350581,0.238562612,0.936891864,0.0,0.966862813,1.42363654,4.372406284,0.042566137,1.779357644,5.30082304,0.839579341,0.165447976,0.027631119,1.37643874,1.293188586,0.213522929,4.92504911,0.203815591,0.105789272,0.064441197,9.207002251,0.234519369,1.167199446,0.120421663,0.056434166,0.557981373,0.0,1.485945503,0.44342278,2.378083131,0.072216077,0.0,12.92317054,0.088704971,257.092887,0.20762812,0.151395504,0.229245272,0.271926254,0.447352402,0.0,2.567240499,0.764945705,0.136429926,24.13205759,0.260992666,12.20779922,8.001807769,0.426984865,0.782118232,0.084770698,2.513880655,0.766149304,0.084011378,0.302791008,1.666438996,1.115511452,9.987011929,12.64714796,2.711560073,0.578023575,12.1090568,0.140498693,0.086909655,0.247535885,0.094470795,2.883381529,0.0,0.523525224,0.195738065,0.369281003,0.0,0.026800225,0.0,1.009430554,1.293872272,0.18651687,0.0,3.476785615,0.684666253,1.168923912,0.411082325,0.060831162,0.492086231,0.197844596,0.183967768,0.0,0.227681422,1.440500958,1.044824759,0.031797642,531.5127552,0.625634401,1.717297849,0.672474561,1.810756367,1.881455222,186.0617511,0.0,1.257085876,0.078303945,3.980694697,0
RNA302_FPKM,0.122785642,34.12017265,0.132765387,17.16138346,0.189849078,0.0,0.031564251,0.503647195,0.294882837,0.0,1.278955488,0.260196701,9.148560216,0.0,0.029643329,0.78970555,0.496528861,0.0,38.85899623,2.380545189,1.066293906,4.634610876,0.082191889,0.01993126,0.268369403,0.189497967,1.162712241,0.0,0.959925704,3.769758481,3.01985349,0.016904213,2.330006528,0.765530891,0.583483359,0.262740608,0.0,0.89646428,0.418455569,0.148379728,1.974179808,0.323836089,0.112042485,0.025593859,10.70498966,0.372525067,0.654392531,0.0,0.044827476,0.60433561,0.0,0.995811077,0.528297139,3.136157982,0.038242388,0.0,9.3972025,0.176099046,155.7036387,0.247325365,0.0,0.25491061,0.83513757,0.507565587,0.0,1.659694553,0.303810506,0.189640974,18.65932823,0.133261521,8.165271659,1.130719656,0.180879159,0.26622269,0.04489075,2.186856727,0.0,0.066707375,0.961697993,1.489022592,0.492245366,27.59740855,7.694239251,2.512607768,0.183628993,4.644675225,0.159409677,0.138017375,0.356352722,0.075041195,0.24756582,0.0,0.311843299,0.077733102,0.366657839,0.0,0.127697068,0.0,0.748315257,0.342522573,0.148099592,0.064247598,0.61359872,0.314850489,0.928442992,0.326497496,0.024160076,0.298880791,0.0,0.029233033,0.0,0.0,1.079119859,0.829847276,0.0,375.8156378,0.496961556,1.217827821,0.801191105,1.610828931,1.594042632,1140.112095,0.0,0.732229931,0.0,4.598904604,0
RNA303_FPKM,0.0,40.65313068,0.13319624,31.76005242,0.126960566,0.047320129,0.0,0.621772619,0.118326848,0.034402838,2.224953205,0.098994922,43.07575994,0.467323016,0.029732861,0.0,0.124499182,0.0,35.01845503,2.576314511,1.552572273,7.904341233,0.164817099,0.0,0.26919152,1.140155335,1.632755805,0.10909474,0.67401218,0.378085456,2.776663981,0.0,0.957829724,0.127957493,0.055732597,0.131767085,0.022006144,0.965001784,1.068422076,0.021259962,11.66119417,0.433078794,0.028095222,0.025661325,2.28698045,0.06228502,1.057507798,0.0,0.089891285,0.404112532,0.0,1.146843211,0.176649064,2.967021253,0.095911931,0.0,13.56197529,0.353266449,310.9147844,0.082680226,0.0,0.255699281,1.487618965,0.560011192,0.162503252,5.255913293,0.609222718,0.054343811,59.07763093,0.103965364,32.24896046,3.754550047,0.158752417,0.237373629,0.045026335,2.257108877,2.354177972,0.200756564,2.170572211,1.209093145,0.197477705,9.169494221,11.14786509,1.440196213,0.0,2.823564835,0.111929562,0.623016127,0.345115206,0.075239006,0.310447613,0.0,0.382307871,0.038983941,0.220642245,0.0,0.021344399,0.102855784,1.072282729,0.171778552,0.074273451,0.064416957,0.153862997,0.689026544,0.745107677,0.07556646,0.0,0.2882589,0.0,0.117266654,0.036051272,0.0,1.225871105,1.4745127,0.025324472,658.7072229,0.498271561,0.830648087,2.759165115,1.904261582,2.398324797,180.379932,0.875068318,2.003052427,0.0,2.018162906,1
RNA31_FPKM,0.0,46.46215961,0.257567897,24.25315916,0.105228509,0.052322936,0.122470744,0.186107254,0.130741609,0.038039995,0.797494491,0.169093087,3.698700429,0.0,0.246473101,1.750854704,0.18345651,0.0,42.91849412,3.05564346,0.533833337,6.410348677,0.364300824,0.198802227,0.932169815,0.210084518,0.876495538,0.080378601,1.915415432,1.25375274,3.515049894,0.009373912,1.482018566,4.667172663,0.431218707,0.145697844,0.048640926,1.745168246,1.960970134,0.046991615,1.296875082,0.059851417,0.0,0.0,8.137403503,0.344134179,1.712810587,0.0,0.0,1.071906956,0.0,0.695077337,0.819903266,1.8173293,0.127196939,0.343069407,9.044009712,0.70276862,207.2605492,0.731095513,0.133322867,0.322959668,1.053489187,0.0,0.35918645,3.548310405,1.010108483,0.060058984,20.9662623,0.229793487,2.451467208,5.013910339,0.250632985,0.131154043,0.0,2.740423419,0.096400312,0.073945454,1.066046964,1.388652055,0.654847232,8.107109039,8.292548329,4.376870057,0.712488921,7.281209658,0.070677147,0.535513752,0.374601552,0.083193469,1.783988513,0.41220379,0.499351981,0.517048482,0.487774771,0.0,0.070779233,0.0,1.096183751,0.569627387,0.0,0.071227285,4.42166478,0.444216142,0.0,0.250582654,0.053542603,0.700871123,0.348279218,0.0,0.0,0.114533971,1.080950682,0.709667366,0.028001841,428.2505721,0.550950126,0.647989331,0.592097005,1.785657518,1.325237145,599.3693606,0.0,0.88545126,0.0,4.142134248,1
RNA314_FPKM,0.206403212,45.1662295,0.125543198,34.35097023,0.039902767,0.297387291,0.0,0.341899361,0.371773719,0.0,1.058121145,0.124423041,13.29756418,1.1749599,0.168184723,0.995535533,0.208680137,0.113041343,29.16175447,1.855963495,1.084103841,7.200852349,0.310764104,0.025128675,0.496232495,0.0,0.996749102,0.0,0.665579685,0.950342544,4.060945489,0.0,1.685398199,1.930119912,0.560462073,0.331205195,0.055313883,0.716682944,1.318891163,0.053438306,5.069840516,0.47630555,0.035328402,0.0,4.59207047,0.117412633,1.810401687,0.0,0.056517002,0.761889439,0.0,0.650948217,0.843650339,2.650804313,0.265179976,0.0,9.727557297,0.133205459,320.9723682,0.207822161,0.606309436,0.229536793,0.816874166,0.767869085,0.0,2.630439521,0.383034254,0.034167375,45.76773947,0.149338557,18.22898643,1.032273071,0.342046567,0.261066528,0.0,2.677066859,0.547909378,0.420539058,1.81876684,1.936798467,0.124159397,12.90413502,7.005524736,2.111688476,0.231478784,5.796374128,0.200975848,0.087037223,0.286596313,0.283727627,6.320664959,0.292965175,0.698959629,0.196029579,0.554697218,0.06920186,0.0,0.0,3.032357966,0.215888318,0.186691181,0.647751216,1.934135669,0.902110064,0.468114273,0.094987488,0.0,0.347811985,0.099067498,0.110528877,0.0,0.0,1.704654677,0.567944129,0.0,747.2042239,0.626552721,1.228236317,1.414092837,2.901126236,1.883981587,240.330522,0.549762111,0.503509542,0.0,2.174158062,1
RNA319_FPKM,0.041887257,37.75833643,0.101919482,32.05189444,0.259093755,0.048288895,0.032307739,0.383354647,0.181113446,0.210677918,1.4932696,0.110214713,12.78017456,0.0,0.060698265,0.269401203,0.169439559,0.045893212,26.62979778,1.955836686,1.091491232,8.385640763,0.168191332,0.12237785,0.366281065,0.581661689,1.856697874,0.0,0.687820793,3.85902778,4.173152395,0.008651194,1.212088787,1.828339966,0.14221232,0.268929397,0.0,0.895258821,0.584118417,0.043390417,3.368037308,0.331476696,0.0,0.026186679,4.952407692,0.063561747,1.116416167,0.0,0.045865796,1.072271275,0.0,1.019345357,0.721040614,1.56866869,0.137020635,0.0,11.86556371,0.252362418,392.8465349,0.253118713,0.0,0.223666314,0.117910037,0.3117406,0.0,3.543447584,0.310847542,0.055456369,47.42596774,0.068201977,17.06467993,1.117530041,0.347149862,0.181684782,0.0,3.049569044,2.402489521,0.170730664,1.722858814,1.717761623,0.100760292,13.39531501,10.7200104,2.449468113,0.187954328,5.426746148,0.032630405,0.565143784,0.157230939,0.076779343,0.190047878,0.095141689,0.638456268,0.35807805,0.525446676,0.0,0.021781374,0.0,1.258420242,0.087647652,0.0,0.0,0.471038913,0.322291443,0.950428872,0.0257045,0.0,0.564809118,0.0,0.209400838,0.0,0.026439168,0.771904824,0.70382653,0.0,864.1209478,0.508472469,1.346330167,1.312190924,2.237787061,0.611889252,283.1059613,0.223195764,1.090170883,0.0,4.413192501,0
RNA32_FPKM,0.325510254,30.07088142,0.087989552,14.50051004,0.503298436,0.375258048,0.12553341,0.650510959,0.390869918,0.181894792,0.715217306,0.868228754,2.42547015,1.544199076,0.432265098,2.442415753,0.658202202,0.118862156,49.09732109,1.785369157,1.003069079,4.133234466,0.108902731,0.15847551,0.166012041,2.008880513,1.048079786,0.240324844,1.145221298,3.497932109,5.604231763,0.100838859,1.265819439,1.522015096,1.141751731,0.348259872,0.0,1.304257258,1.865793308,0.112405739,1.405351926,0.500783086,0.0,0.101734168,16.84391461,0.637850129,0.867426858,0.253539776,0.059395576,0.267041946,0.0,1.026679188,0.793686711,3.354111271,0.0,0.0,4.175651794,0.280122205,112.6801132,0.109261751,0.0,0.531015727,1.278810041,0.538238622,0.214747718,4.71435967,0.402543294,0.251386237,10.93696096,0.058882887,38.10803419,12.24930956,0.479515782,0.548965686,0.0,1.092309916,0.460954703,0.486390573,0.318680107,0.062651666,0.260966387,45.95195263,6.516016683,6.502556211,0.0,13.12206005,0.464873281,0.274410838,0.447934457,0.198856387,1.640954848,0.800959595,0.367444195,0.360667611,0.09719276,0.0,0.0,0.0,0.885667751,0.794621563,0.098152215,0.0,1.830153122,0.569097739,1.722991311,0.266326308,0.0,0.030471405,0.0,0.193701637,0.0,0.171223176,0.155103098,0.785736213,0.066932476,159.4330585,0.658464858,2.776596838,0.283202806,0.686307421,0.792377551,425.4594627,0.0,0.264671323,0.0,3.809858506,1
RNA328_FPKM,0.086802052,37.90118398,0.140837143,27.83548081,0.503390162,0.0,0.0,0.780743469,0.281500774,0.0,1.907605972,0.38065932,6.621188682,0.0,0.047172073,1.954225213,0.131681116,0.0,38.63430245,1.694337663,1.678171792,6.118303876,0.174269618,0.147929399,0.322596288,0.200894143,0.887910921,0.0,0.152743355,3.998452508,0.293608229,0.053791561,1.377440157,1.35321777,0.559909035,0.139324134,0.023268231,1.78569598,0.685926082,0.112417639,3.412265612,0.572440323,0.0,0.081424919,8.375571241,0.559754287,0.906160015,0.0,0.047523346,0.854663855,0.102650427,0.782391395,0.933910856,4.422561094,0.0,0.0,10.54899323,0.373564342,234.6147221,0.0,0.127490514,0.193129138,1.175954493,0.592182767,0.0,3.420115518,0.322081298,0.25862693,30.02311414,0.109936247,7.938740404,6.079257603,0.047953032,0.721627106,0.0,2.319482316,0.645369856,0.176899077,0.254981027,1.629465248,0.208803361,21.30059051,10.65447972,2.157330518,0.486959638,5.224900107,0.152175514,0.146373653,0.286730919,0.0,4.332901632,0.197206905,0.477761797,0.288577298,0.31113582,0.0,0.248296774,0.054377362,1.474017957,0.544977289,0.07853315,0.0,0.48821649,0.516080212,2.560282898,0.026633438,0.0,0.45112325,0.0,0.093002674,0.0,0.0,1.116986976,0.553252926,0.05355374,467.2699294,0.526848216,1.60170794,1.048070606,1.647498684,0.739646993,870.3377755,0.231261862,0.423602578,0.0,7.0116718,0
RNA331_FPKM,0.0,43.83531076,0.154382942,39.49027043,0.08829951,0.175577967,0.0,1.021120679,0.438886469,0.063807641,1.561521987,0.025039844,8.410263328,0.216803814,0.110306973,0.244950274,0.269457863,0.083411423,18.85407108,1.835677064,0.831917662,7.646927668,0.611460666,0.09267077,0.765587542,0.17628997,1.124868209,0.0,0.267892692,0.350808182,4.541511289,0.031455658,1.563422227,1.898855742,0.697860463,0.244391087,0.0,0.772907309,1.256265253,0.138041002,2.346570587,0.401628481,0.0,0.0,3.284916221,0.028873849,1.132933253,0.0,0.0,1.124332461,0.0,0.583253689,0.655256405,1.226619547,0.19567212,0.057599693,14.70106141,0.131065243,318.3742228,0.843540359,0.0,0.508150822,0.964399421,0.472131866,0.0,2.31586162,0.282634932,0.050396284,26.68591176,0.399441539,18.51432816,1.958613384,0.378586146,0.192636871,0.104400194,2.535488318,1.293774248,0.062048604,2.013059027,1.736916744,0.732629381,2.972981171,15.11001597,2.225990659,0.170804542,2.574907818,0.074140554,0.898785525,0.102878692,0.0,6.333573939,0.259427681,1.063679067,0.0,0.750363369,0.034035929,0.01980449,0.095384354,1.466789313,1.991554329,0.482257755,0.0,1.855151406,1.27800682,0.345414135,0.560718149,0.0,0.406350747,0.292323526,0.135919536,0.0,0.072093023,0.399110083,0.794002313,0.0,863.2837687,0.462323366,0.63440251,0.472013284,3.317972193,1.019417964,233.5360939,0.0,0.371531746,0.0,2.13894095,0
RNA334_FPKM,0.11294973,51.11459782,0.091609228,36.33111345,0.116446899,0.130211859,0.0,0.392059752,0.081382412,0.0,1.176604179,0.115559768,13.86249825,0.0,0.068185073,0.242066865,0.190339026,0.082515122,22.01415697,2.362949022,1.044234342,6.688992147,0.075563041,0.0,0.526707857,0.0,1.454763697,0.0,0.529889385,1.734093744,4.977622186,0.007773415,1.581309679,1.17375733,0.408978897,0.120821465,0.0,0.925293286,1.312406302,0.039007573,5.885811005,0.049632415,0.0,0.0,2.916141197,0.085676332,1.75590947,0.0,0.0,1.074892152,0.0,1.085784682,0.259211977,2.13109793,0.140739615,0.056921664,9.866302597,0.194400804,441.0569612,0.227513028,0.0,0.234530318,0.105973419,0.560363403,0.0,3.359151866,0.279307922,0.07476954,45.07593963,0.163462403,15.49318591,3.766444066,0.187194264,0.081639139,0.0,3.178142922,0.959695376,0.122763716,1.769620227,1.652548581,0.996270822,4.357328859,5.505584418,1.981325073,0.253411084,1.855937717,0.175991736,1.079330339,0.118700055,0.138047799,0.170822488,0.213807097,0.669435416,0.0,0.607146205,0.016826599,0.078324992,0.0,0.835957906,1.654483649,0.272552417,0.0,0.423388253,0.579289101,0.341702473,0.046216203,0.0,0.423016787,0.0,0.026875363,0.0,0.047537121,2.356325982,0.676200059,0.0,949.4934053,0.45688117,0.717040923,1.007332364,2.646301276,2.108068361,1379.432483,0.401301742,1.347219817,0.057224117,2.908652746,0
RNA335_FPKM,0.0,47.74941252,0.039897015,33.03600788,0.0,0.226717716,0.0,0.589560846,0.177141676,0.04122874,1.320443475,0.097013466,7.370423802,0.0,0.089043356,0.316376331,0.198831312,0.107734958,19.41092078,2.52124773,0.74381439,7.236619182,0.39483151,0.047872665,0.322406712,0.227695087,1.396868067,0.0,0.4036398,0.45310178,3.537297784,0.020308798,1.835539479,0.766408883,0.534080963,0.315657766,0.05271734,0.446543844,1.553893399,0.101859613,2.679174736,0.324207499,0.0,0.061473596,3.206861229,0.037293727,1.637859117,0.057467976,0.053863354,0.677646625,0.0,0.398785443,0.253859978,2.055133396,0.229746838,0.0,14.71266789,0.042332044,302.2977005,0.297151471,0.433345895,0.174990859,0.155687062,0.243897949,0.0,2.706050677,0.365049613,0.227840017,25.31456472,0.20456998,10.21835914,2.623190299,0.16296617,0.533064411,0.08091198,3.198383678,1.148748756,0.320570181,0.866691791,0.369127524,0.7096086,2.905612806,10.78415989,2.156062751,0.992814678,2.198202756,0.134060563,0.497444115,0.162386597,0.0,4.907850645,0.558424316,0.457907703,0.140107688,0.352376509,0.021992013,0.025579363,0.0,1.894344843,1.131701115,0.53378258,0.231513561,1.105770456,1.272295163,0.0,0.693976434,0.0,0.607657773,0.0,0.175554508,0.0,0.0,2.749065974,4.07332495,0.0,731.6187479,0.597134135,0.643746868,0.417091762,1.520506405,0.11974403,193.7988135,1.047910374,2.319103248,0.0,1.036045359,1
RNA336_FPKM,0.12849113,38.11613108,0.069454918,21.63343805,0.099335403,0.049361042,0.0,0.635130209,0.339413824,0.0,1.547408989,0.262885542,12.27617202,0.0,0.046537096,0.550765313,0.303106751,0.0,26.73020898,2.917128384,1.2957371,5.190812273,0.515855873,0.166803877,0.35570841,0.594758185,0.584020394,0.0,0.602703068,4.339039034,3.44968182,0.035381217,1.798626919,2.002512017,0.610565018,0.274900375,0.0,0.938063238,0.855847638,0.088727974,0.076495182,0.621200552,0.058613934,0.026768096,7.62305523,0.341097775,1.65482973,0.200132759,0.093768288,0.885352067,0.101269751,0.926242733,0.663380895,2.573150113,0.060036768,0.064755823,7.611112485,0.442265209,237.6871396,0.086246217,0.0,0.342961482,0.934169005,0.956022535,0.0,4.738774286,0.317749219,0.17008899,30.15141194,0.092966041,9.078185216,3.386420996,0.141945875,0.402408893,0.07047404,2.653156665,1.000543184,0.139621298,1.006436853,2.077514217,0.10299745,9.324780818,9.169501338,4.632355138,0.288279365,3.043790193,0.250207621,0.072202444,0.218588242,0.235524241,2.202114216,0.1459258,0.471366721,0.040665315,0.383667992,0.0,0.066815388,0.0,1.566074826,0.537644306,0.0,0.0,3.37121789,0.479219074,0.388534936,0.026275212,0.0,0.457090213,0.082182259,0.030574233,0.0,0.0,2.013521448,0.620269863,0.026416714,500.7023002,0.519761968,2.038968125,1.006052907,1.505010619,1.251029077,237.8597829,0.0,1.044788878,0.0,3.308309455,0
RNA35_FPKM,0.121178983,40.90886698,0.131044883,19.41286971,0.093682444,0.093132527,0.046732816,0.599025446,0.378319828,0.033854759,1.242489488,0.478165568,5.417247108,0.0,0.058518363,0.259790732,0.285870111,0.088512084,35.88787486,3.802292276,1.086260174,5.175422324,0.0,0.019665434,0.723943875,0.74788241,0.963898644,0.0,1.373698901,1.488248415,5.265242142,0.025027727,2.035612174,3.399678001,0.35646135,0.259335757,0.0,1.143661309,1.032449967,0.251032858,3.175066026,0.31959867,0.0,0.05050502,10.20812159,0.260419424,1.471042727,0.0,0.132688815,0.357874988,0.0,1.346772484,1.147029952,2.954429478,0.018873403,0.12217881,11.56218679,0.278085854,230.1775895,0.325452126,0.0,0.21565153,1.250525045,0.500949652,0.0,8.564269572,0.299758537,0.160434147,0.375839384,0.146129296,10.57665655,14.16082622,0.290068006,0.583883342,0.044309012,2.377165687,0.257382475,0.29629312,0.237308842,2.519207196,0.3886633,9.703872254,8.859079845,3.306301472,0.362498696,9.445555332,0.251714135,0.340572027,0.260735248,0.296161435,1.404991114,0.275242969,0.752336661,0.306903041,0.289502869,0.0,0.273034225,0.0,0.131885213,0.422604787,0.292360745,0.0,1.9681915,0.960402196,0.733072858,0.421361593,0.0,0.37437539,0.077529171,0.317243836,0.0,0.025495991,0.423427001,1.052989286,0.049842046,362.8212645,0.490333501,1.201902563,0.158149573,2.271055451,1.179821096,151.3528594,0.0,0.459878004,0.0,1.70207721,0
RNA358_FPKM,0.0,47.34801707,0.087755425,28.84808047,0.0,0.249402184,0.0,0.716824252,0.311794022,0.045342309,0.897957681,0.118577467,2.844838466,0.0,0.058760293,1.043459099,0.273421458,0.0,30.30016346,1.86284884,0.409107096,6.649586354,0.108612957,0.052676563,0.425621321,1.001387558,1.106404338,0.239590673,0.634309792,3.985949709,7.150648642,0.0,1.009598987,2.529148483,0.734389782,0.520815837,0.029003694,0.66462935,1.608826509,0.252122796,0.144924875,0.142681482,0.296192678,0.0,8.268165236,0.266690895,1.561515721,0.063201804,0.118475065,0.745421954,0.0,0.487426846,0.37239624,1.177465802,0.025277499,0.081818176,8.302963097,0.232729156,159.3064597,0.435768652,0.158916073,0.336912797,0.323506059,0.201208284,0.0,7.301110556,0.401472185,0.143210355,5.032798075,0.048920665,6.519773317,9.017813791,0.029886567,0.273675222,0.0,3.560343405,0.57440684,0.396737472,0.317832147,1.31191937,0.390270135,6.602026794,10.16853376,2.846300155,0.121375312,6.572450831,0.105336401,1.094529407,0.259836681,0.297385843,0.654458739,0.061439671,0.320572916,0.256846167,0.387633893,0.0,0.0,0.0,1.236229699,0.565882537,0.391460487,0.084900368,0.405577218,0.643062407,0.490909058,0.431508904,0.0,0.167114593,0.0,0.038630164,0.0,0.034147255,1.941643708,1.47273868,0.066754379,445.7673777,0.65671278,1.995741718,0.282379492,0.228056628,1.053391756,584.199416,0.0,0.527840934,0.054816821,3.798567837,0
RNA365_FPKM,0.0,43.34003926,0.043901827,26.9997574,0.125497072,0.124739262,0.0,0.648764953,0.38984983,0.136055581,1.294531622,0.367713336,4.126421484,0.615948532,0.058793431,1.39182756,0.05472594,0.17785628,37.25864368,1.697799236,1.136838569,5.452536377,0.0,0.184388954,0.44940086,1.252244909,0.799337585,0.04795463,0.380746714,3.488564881,5.289844916,0.044695308,1.211928101,2.530045837,0.771360457,0.521109556,0.0,1.127337144,1.48360772,0.252206792,0.869990501,0.214067307,0.0,0.067645098,8.123769495,0.307814391,1.177531309,0.0,0.0,1.491352119,0.0,0.341309937,0.372508235,1.554767995,0.050557081,0.081863143,10.01354361,0.186230448,142.9609899,0.109030911,0.0,0.192558667,0.304565115,0.134191764,0.0,10.87676054,0.401692831,0.286544796,14.76728362,0.166387287,8.320993912,13.96918873,0.358683965,0.664827437,0.0,2.639679144,0.229820889,0.264609655,0.318006825,1.249845948,1.041263177,9.687325194,6.21621471,1.898107488,0.36420264,5.147952244,0.189664224,0.091277028,0.227428145,0.0,1.472954215,0.122884404,0.732925751,0.0,0.387752546,0.048374494,0.084412357,0.0,0.600642102,1.018903925,0.0,0.254754757,0.811187842,0.643266837,0.736518705,0.06639954,0.063855579,0.258351575,0.0,0.154527018,0.0,0.0,0.876604357,1.598611611,0.0,391.3436264,0.0,1.738818407,0.388357161,2.357707977,0.131763784,120.2039903,0.0,0.088037382,0.0,2.659863645,0
