,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,AC016629.1,TUBBP1,CCDC144CP,CBX3P2,AC091167.1,AL356235.1,CHP1P2,CSNK1A1P1,AP001992.1,AC135983.2,CICP18,RPL13AP7,CAP2P1,GLDCP1,AC007161.1,DENND10P1,RTEL1P1,PLEKHA8P1,AC079416.2,TMEM14EP,UPF3AP2,AL590396.1,ANP32BP1,RPS4XP16,AL391825.1,AC021148.1,AC006122.1,SMPD4BP,RPSAP36,RPL6P27,VN1R105P,AL049840.7,CYP2F2P,TSPY26P,Diagnosis
R_JS001_FPKM,0.203074882,28.76900877,0.494118927,20.60299714,0.667194167,0.058545896,0.078316065,1.089307129,0.731550964,0.127639819,1.561687938,0.634393531,10.01315589,0.866920138,0.349356514,3.591651932,0.769915642,0.333709844,23.59377897,1.51530646,2.048014425,8.63224419,0.71345514,0.049418409,0.954303656,1.40983982,1.499986274,0.224902964,1.190700994,1.402755198,10.61356632,0.167768454,1.1371191,4.747813125,0.448030041,0.488876155,0.108872845,0.840771336,2.335848683,0.078877729,0.136037176,0.401652208,0.0,0.253912864,8.898580939,0.30807884,0.676451204,0.237244269,0.389118604,0.449817664,0.360191335,1.052276094,2.402865729,1.326229985,0.118614385,0.614251251,12.88600891,0.043703274,108.1523192,1.329319902,0.44735302,0.361394425,0.839468616,1
R_JS002_FPKM,0.0,22.24436012,0.284960164,11.15655177,1.358036531,0.364524811,0.054195132,0.953384368,0.784709195,0.235564211,1.080737488,0.338892968,2.67939996,0.799967281,0.2799404,2.259684111,0.816944989,0.038503002,33.48052285,1.640191017,1.122024861,6.107625038,0.775851995,0.034218073,0.860064989,1.626287807,1.077935976,0.186766799,0.74164357,2.912534926,10.30449749,0.050790243,0.262311063,5.037950936,0.739370442,0.225623543,0.0,0.807073327,1.50218821,0.036403233,4.017025088,0.602290586,0.024053593,0.065884701,9.213330193,0.333116554,1.092282999,0.656697168,0.192356622,0.864636041,0.0,0.854823367,1.058164158,2.110896159,0.032839929,0.0,8.856773799,0.090691992,158.8212313,0.566130691,0.103230002,0.250086859,0.123610359,1
R_JS003_FPKM,0.174599501,29.70307249,0.212434347,14.39671707,0.303716634,0.402567151,0.016837864,0.716235513,0.471750459,0.0,1.939550124,0.622026686,7.232000545,0.993915791,0.158099686,1.684567103,0.573719263,0.047836443,33.06907006,1.436534429,1.394052591,4.791925795,0.438194145,0.276269063,0.839620874,2.222455263,0.744037922,0.077361401,1.535730603,3.216491303,6.817470063,0.07212189,0.774060411,2.313254947,0.800124599,0.280316532,0.0,0.652954297,1.298360738,0.113046413,7.486454312,0.172669435,0.0,0.081858975,6.731883779,0.446996983,0.794872599,0.102014493,0.191183324,0.472659659,0.309690987,0.747421164,0.939096562,1.102288153,0.081580649,0.396123452,9.626283854,0.37565376,137.5800553,0.439638741,0.128253798,0.504928652,1.336090265,1
R_JS004_FPKM,0.0,40.02671004,0.244220746,24.57549639,0.698322702,0.595023532,0.116124319,0.855065562,0.61984069,0.288383066,1.848188356,0.480921951,8.257484128,0.489741692,0.280414521,1.659966576,0.521835309,0.094259907,34.0688491,2.139779821,1.337510618,7.581819051,0.086361897,0.12565484,0.357268376,1.791773177,1.857383181,0.076218862,1.563732385,1.188669533,5.686348763,0.097717071,2.288179925,2.815855658,0.642399261,0.414264864,0.023061835,0.804286612,2.158969017,0.245051993,7.031210299,0.510461999,0.117772087,0.0,10.31550955,0.261014083,1.432799434,0.0,0.141305399,0.677487145,0.101739887,1.046568372,1.073435161,2.659272975,0.080396036,0.455395121,9.522791572,0.18509017,175.3563394,0.259939821,0.25271927,0.267931498,1.074427949,1
R_JS005_FPKM,0.225024071,26.9753143,0.365016922,12.14012714,0.869856804,0.415063268,0.121493114,0.78110087,0.583716081,0.188600422,1.58226158,0.759761268,6.391443702,0.768576004,0.146699154,1.736712094,1.0465763,0.197235683,31.17281144,1.618947595,0.907811397,4.878472555,0.271064045,0.087642841,0.550897199,2.291709442,1.176343975,0.079742701,1.477870732,3.730876483,6.116063034,0.139435745,0.546081766,3.507534832,1.099980526,0.433417642,0.048256113,0.865621516,1.359623022,0.303053006,5.266666776,0.356088451,0.0,0.112542735,8.439362068,0.665720855,0.499740848,0.368041282,0.443515185,0.2215194,0.212887289,0.648960699,1.007006716,1.685227644,0.084113,0.40838527,8.796648012,0.658441261,107.9366461,0.63456788,0.132201642,0.520633295,1.678458684,1
R_JS006_FPKM,0.681617944,36.04150641,0.221141664,20.89337084,0.245901368,0.523878576,0.052565826,0.358473511,0.65484822,0.0,1.331303194,0.518040742,11.95048854,0.517370767,0.213952244,0.87665042,0.551329466,0.049762094,22.45869884,2.538841125,1.68040582,6.121604704,0.182468113,0.28759955,0.814481213,0.841380743,1.342606702,0.0,2.025070334,1.25550437,6.761943216,0.037542172,1.526777773,2.408161699,0.154236577,0.291757245,0.048725764,0.752594809,2.154179487,0.282441459,11.40637381,0.239702715,0.0,0.056819027,9.076609106,0.292985533,0.807312411,0.106178067,0.099518152,0.492061717,0.214959209,0.737138881,1.877066605,1.938909193,0.084931627,0.549813159,11.59327358,0.195511153,209.2942431,0.274555351,0.40039322,0.202154736,0.815354556,1
R_JS007_FPKM,0.330808693,29.34989164,0.201239289,24.48835125,0.383636266,0.047691104,0.031889657,0.495832351,0.47670781,0.103978233,1.312415431,0.353560457,13.04974345,0.235493339,0.194693593,0.531829969,0.376283061,0.09059865,22.60692851,2.247018088,1.911445967,8.792656156,0.166014832,0.161055069,0.940010316,0.765730433,1.315775731,0.0,2.036800628,3.42814668,5.237905171,0.059779547,1.273583601,2.191451571,1.066774122,0.398249381,0.0,1.038324488,1.345278769,0.085682185,12.33739035,0.054553133,0.0,0.025862502,9.242871347,0.219568203,1.5611295,0.096603914,0.36222959,0.651312926,0.0,1.043434737,0.462602945,2.376549351,0.135239225,0.187624089,12.49877577,0.142361151,34.73065078,0.499781091,0.0,0.515132586,1.338450082,1
R_JS008_FPKM,0.421223167,19.08723344,0.303660547,12.10777452,1.085454822,0.215809068,0.108290475,0.915612838,0.472082335,0.31379645,2.125263076,0.471982933,9.9694951,0.266550404,0.067800122,3.009968575,0.662425517,0.307653692,35.15216926,1.43275759,1.298033389,4.943340163,0.094007919,0.29621208,0.797928798,2.166265262,0.850983213,0.0,1.152598412,5.172910818,4.662018171,0.077326517,1.223037258,2.917980169,0.762558799,0.450783606,0.0,0.925137639,2.37088825,0.436339116,0.125437348,0.432038746,0.0,0.05851576,8.330707048,0.727764051,0.685973061,0.437395051,0.409959878,0.276425685,0.221378334,0.632648324,0.886075375,3.667857553,0.087467861,0.070816197,12.1627971,0.523586142,81.16582328,0.377072986,0.274949053,0.541377904,1.860637174,1
R_JS009_FPKM,0.399604057,25.43657907,0.121554547,18.18962934,0.69510361,0.633451266,0.096309901,0.661992317,0.467896894,0.251180637,1.195102961,0.405185075,17.99687535,0.284382274,0.542748323,1.285208312,1.010056725,0.218938654,31.75161278,1.835047984,1.763188157,5.189517219,0.601678042,0.243191613,0.589586451,1.849682417,1.248837587,0.177034494,2.343228206,2.760462576,5.651491597,0.144428878,1.538425682,3.737113454,0.373032412,0.320739377,0.0,0.613771967,1.369683807,0.181097244,0.089250577,0.65871685,0.0,0.0,9.977310077,0.644121484,0.687768441,0.291753321,0.929820529,0.540917032,0.118156248,1.03532528,0.816742606,2.870798376,0.0,0.604351681,8.942223435,0.257902372,163.5048989,0.402510295,0.586994181,0.222214058,0.878692439,1
R_JS010_FPKM,0.07366991,27.88880802,0.179252581,14.76910396,0.797408065,0.424687655,0.0,0.767170557,0.291956572,0.030888339,2.050502498,0.751057946,2.712560289,0.0,0.160104785,0.473813839,0.670381218,0.080715448,53.25584483,1.973514677,1.362227751,5.02623408,0.295809297,0.053808696,0.547523337,0.511590257,1.088417593,0.0,0.993619856,3.393233026,5.119110084,0.121731178,1.959670666,2.985744178,1.700566929,0.236492021,0.0,1.39729538,1.917464701,0.114470425,0.065807478,0.388595523,0.025225092,0.161208605,12.2631481,0.5029593,0.654440559,0.0,0.161334461,0.326369804,0.0871649,1.029093221,1.363129544,2.919030186,0.120485249,0.111416621,8.219294913,0.253590506,159.7961438,0.074233844,0.0,0.131103829,1.075689465,1
R_JS011_FPKM,0.179403159,17.95548614,0.363781475,8.505603211,1.525698237,0.206821377,0.0,0.858618629,0.818692447,0.200485286,2.409058992,0.386765424,2.437777745,0.340420279,0.173282939,1.346262502,1.02786703,0.262080884,42.03376511,1.716380235,1.683754857,4.670172454,0.420246235,0.262045229,1.176455234,0.553612777,0.577657447,0.05297986,0.631222192,2.47889519,8.954163386,0.364365713,2.26047691,2.703152112,1.015002919,0.191970805,0.048100074,0.862646033,1.876094116,0.061947064,2.24367973,0.157719899,0.0,0.149543424,9.101100313,0.680443726,0.982770012,0.034951449,0.556607803,0.470990846,0.070759772,0.916186295,0.643297081,2.760029335,0.307374699,0.0,14.89521067,0.205850385,87.05076697,0.18071885,0.175665593,0.212845301,1.357095816,1
R_JS012_FPKM,0.0,25.79511611,0.334913862,16.65231395,0.744924028,0.317360725,0.035388425,1.100370932,0.462857989,0.230728648,1.881955109,0.653850711,7.602072609,0.261181963,0.116321704,1.475448983,1.623676555,0.0,39.53051334,1.931457149,1.92812218,6.165308144,0.368458235,0.111687373,0.842458798,1.486626627,0.469253148,0.162591768,0.484264445,3.803544363,6.771307914,0.056856738,1.413199802,7.294787529,0.093445102,0.294573002,0.024598009,1.029562734,2.686939457,0.332724138,4.836493412,0.181512069,0.0,0.0,6.172290272,0.417652937,1.202384841,0.160804191,0.401914418,0.813057515,0.108516893,1.612648949,0.829208859,2.836793038,0.2358422,0.208169782,11.22993651,0.315870768,128.3715461,0.092418233,0.13477659,0.449130558,0.74257814,1
R_JS013_FPKM,0.0,29.46724665,0.291799194,14.55677852,0.278138413,0.0,0.027746788,0.647095257,0.336983844,0.241237173,1.036456268,0.433811251,10.59685573,0.0,0.07818716,0.694107796,0.618373764,0.512424925,28.31678162,1.073872431,1.36067386,5.183037697,0.072223703,0.157643011,0.723484362,1.165771355,1.063011514,0.06374117,0.75947017,2.982542401,7.521586737,0.074306048,0.268628155,2.018795707,0.366381909,0.115482033,0.0,1.0379166,1.036682949,0.18634252,5.784791038,0.4744361,0.0,0.112471001,9.997098989,0.191025686,0.671127985,0.084053844,0.118172474,0.602100771,0.085084181,0.518766664,0.712090647,1.096514732,0.084059387,0.163218417,10.65663248,0.0,165.8670837,0.144923606,0.528469511,0.320129213,1.025272489,1
R_JS014_FPKM,0.149286599,28.08738744,0.282521585,15.49721677,1.038709834,0.430240995,0.057572551,0.973536741,0.806719677,0.229380411,0.862567478,0.474559407,6.150736373,0.141566458,0.108137655,2.880445634,1.433855228,0.0,32.70074438,1.694783013,1.359209526,5.523154137,0.799247419,0.072680567,0.348062435,0.575789452,1.357184552,0.044086086,0.729464965,1.604154446,6.395070125,0.077079795,0.650202426,1.939036974,0.523628176,0.159744504,0.026678594,0.983655533,2.208652387,0.077321937,3.600557042,0.590594968,0.034060535,0.124439443,11.52852735,0.462388388,0.48623951,0.406946324,0.435909734,0.538858877,0.117695628,0.829615738,1.049165766,2.491586114,0.034870893,0.075259168,6.681272406,0.192695233,151.6466821,0.300705863,0.292352922,0.55347269,0.752822803,1
R_JS015_FPKM,0.203160489,19.08742638,0.13180493,5.180743593,0.816660868,0.468381983,0.109678781,0.858954616,0.322005656,0.034044369,1.884640212,1.157937399,7.799878878,0.23122682,0.147150238,2.874324173,0.575072529,0.089043078,23.36924636,1.150515786,0.512205653,1.772827593,0.081549875,0.19780275,0.657163202,1.316422342,1.338950418,0.072000517,1.095891754,4.865082708,5.221361415,0.041959794,0.834227992,1.773140298,0.275824946,0.260891541,0.0,1.258949008,1.265128643,0.462962355,5.189895735,0.214301541,0.055626986,0.025393941,6.403912969,1.278966052,0.559398375,0.142399048,0.311411737,0.119991464,0.192218154,0.219689386,0.839123872,3.431785475,0.037973253,0.061431548,9.04779575,0.524469732,75.57971757,0.572860712,0.238732483,0.542291519,0.886244374,1
R_JS016_FPKM,0.305509609,26.84580879,0.247787219,11.19017182,0.9742428,0.352200701,0.044182552,0.530187949,0.577803069,0.224050857,2.051053406,0.904156764,6.728540287,0.21739096,0.124481131,3.68397078,0.810772757,0.376568442,33.09018756,2.308889875,1.25165628,4.324396458,0.536691374,0.037184536,0.56759589,0.707069588,1.128289184,0.067665432,2.06005219,3.869340612,5.33019396,0.063098492,0.891003343,2.380835235,0.337011812,0.2451835,0.0,1.060874645,0.869640274,0.336233809,5.833096684,0.352517428,0.0,0.119372253,7.938880447,1.057271243,1.068522661,0.178457334,0.334527547,0.263157478,0.0,0.757094836,0.985882634,3.824063625,0.107060753,0.057755684,9.973625803,0.394334274,96.34882589,0.538460687,0.560896548,0.339805288,1.30320971,1
R_JS017_FPKM,0.292661468,24.54052335,0.40692734,18.55671451,1.260562751,0.433810847,0.064496514,1.002642006,0.301236247,0.175220539,1.122802877,0.623279937,8.906104349,0.475904202,0.19684678,3.226862416,0.4649754,0.04581912,30.9845869,1.727910903,1.089266586,3.416993406,0.503606881,0.447808978,0.475209332,1.354667855,1.045257781,0.11111481,0.784521892,3.85097996,4.447514337,0.077719352,0.936477573,1.564040457,0.170293734,0.268373298,0.0,0.804108931,0.85496998,0.714608986,1.867346337,0.385934152,0.057222238,0.078409462,8.72026916,1.109984343,0.761353298,0.146524246,0.320459063,0.329271675,0.0,0.452141489,0.791549672,1.711115507,0.039062236,0.06324702,8.786314966,0.539695929,90.82455226,0.168396871,0.122845173,0.744024283,1.573916979,1
R_JS018_FPKM,0.187064831,23.91768945,0.379280984,14.6200812,1.301438689,0.323449804,0.072141771,1.091894925,0.774918834,0.274363251,1.689615775,0.553590085,8.485336687,0.532283705,0.186291866,3.308151355,1.323789625,0.204955072,33.22933294,1.324199739,1.100426681,5.878359114,0.751019213,0.341490829,0.73591966,1.73151652,1.275350747,0.124283516,1.261288237,3.015238342,5.980706851,0.106233593,0.9601555,3.498538699,0.698424223,0.300166993,0.075209884,0.999300778,1.173571678,0.217979029,7.351689,0.554984017,0.0,0.233861031,6.131495238,0.620724993,1.225370644,0.273128074,0.153609674,0.598451997,0.110641602,1.13779909,0.845069559,2.035951004,0.131094874,0.212163857,10.27191494,0.160981144,103.7589651,0.188346542,0.412087491,0.748959013,1.513564911,1
R_JS019_FPKM,0.0,32.76906197,0.368610968,15.65803776,0.386500936,0.052410649,0.105158546,0.401534946,0.818634911,0.228540727,2.085961586,0.30886566,9.920094799,0.776115793,0.27982855,0.292396251,0.551371837,0.248945391,31.63683931,3.06091074,1.184055839,5.917761131,0.364996952,0.199130905,0.933771796,0.631084054,1.0329334,0.161064387,2.131953391,2.092892659,6.539205568,0.046927959,1.781476325,2.975110539,1.203300081,0.291727415,0.0,0.922639839,1.731991162,0.211847374,5.927183277,1.018857762,0.0,0.028421873,10.43629814,0.120660356,1.231308007,0.265446551,0.199069425,0.760586622,0.107526363,0.61432961,1.016873308,2.809818971,0.16989152,0.20619578,14.14948351,0.469313212,153.0956249,0.366200238,0.133546365,0.363945561,1.11925835,1
R_JS020_FPKM,0.0,27.91137855,0.117950865,17.95205075,0.374818402,0.223558544,0.130891116,0.79551592,0.628777752,0.325064549,1.633450155,0.350753767,15.3001933,1.656013496,0.193160158,3.74166405,0.686239666,0.478066527,26.86892265,1.966614241,1.7521076,5.271998889,0.486689173,0.377670857,0.974938142,2.019710354,0.826436234,0.085924727,1.478327068,3.126258676,6.797046886,0.170222137,0.407232841,4.382983267,0.55952647,0.311345466,0.025998576,0.699334276,0.991439099,0.326437803,8.575054538,0.511450482,0.066384713,0.151550892,5.303114583,0.294212865,0.538341671,0.113306731,0.265440391,0.334116797,0.0,0.524274461,0.750990892,1.730911361,0.158584113,0.293282248,11.48854051,0.041731986,128.8731327,0.097680363,0.569644367,0.733359937,0.955203467,1
R_JS021_FPKM,0.085859156,22.4859413,0.104440522,7.99920879,0.929133685,0.0,0.033111684,0.59592723,0.587605828,0.0,1.84431297,0.583417624,6.434059316,0.488757243,0.046638131,3.312780068,0.650953061,0.141085224,36.87160271,1.281166681,1.010076096,2.006674428,0.430904066,0.167166708,0.337740315,1.788148332,0.731666398,0.076065651,1.761806061,1.581363455,4.302013993,0.053191117,0.921364844,3.746557766,0.233104687,0.551123166,0.046030954,1.261214762,1.196900336,0.355703206,0.076695825,0.16980977,0.0,0.026826653,10.46881473,0.472094292,0.400334558,0.551573126,0.23501518,0.295771701,0.0,0.425476025,1.218931005,2.616312309,0.100284326,0.389497657,9.020242326,0.036927581,60.84643767,0.086434888,0.756524294,0.649266696,1.6158196,1
R_JS022_FPKM,0.333895814,18.4855374,0.425536541,12.45663019,0.995620166,0.714813434,0.036785352,0.933152392,0.412395036,0.279849578,2.18923804,0.543761518,10.66216327,1.900717473,0.103657506,1.534000872,1.10917477,0.365828468,34.89583731,2.04428877,1.603470323,4.426849302,0.478850217,0.162558042,0.39617553,1.987050011,0.867267719,0.084504968,0.950942559,3.075532796,5.719194408,0.12806235,1.379988274,2.081738185,1.521925852,0.306201012,0.025568994,1.248627391,1.285728292,0.296448989,4.558986971,0.440310091,0.0,0.059631916,8.133799161,0.777885008,0.550810522,0.390077136,1.671329547,0.516494405,0.225601004,0.515797921,0.57467702,3.447357253,0.178295033,0.144258068,9.260714752,0.410465819,77.09020073,0.576495206,0.280193555,0.679079044,1.946624389,1
R_JS023_FPKM,0.310200171,20.81807793,0.251591555,13.47419894,0.342564832,0.15327574,0.102531607,0.699134848,0.766279499,0.22283161,1.622767565,0.65089014,15.6157603,0.252373242,0.064194524,1.42509709,1.702440567,0.24276908,25.88674265,2.40792524,1.824855639,3.851795149,0.97862585,0.043145881,0.813617305,2.871701586,0.705017872,0.078513409,0.883440903,4.081513652,6.675685674,0.082370835,0.496265509,4.282333263,0.842334641,0.284490794,0.095024418,1.04166179,0.741399722,0.114764812,5.502113839,0.467465449,0.091003894,0.0,6.502867088,0.336132125,0.511717782,0.207067232,0.145584485,0.654336137,0.104857011,0.838597157,0.762688525,1.929346476,0.020714806,0.134029904,11.86094701,0.152529806,102.5502651,0.267811459,0.130231064,0.118305062,1.683747724,1
R_JS024_FPKM,0.586206917,21.24397984,0.079235607,11.49996078,1.246285588,0.39423654,0.094189182,0.462443522,0.633575921,0.0,1.359610466,0.535489061,11.04845893,0.834188535,0.17693041,0.942486696,0.938418852,0.0,27.09754538,1.233796714,1.436962679,3.501902012,0.2942045,0.142709127,0.427114146,1.130508032,0.610651608,0.086550252,0.973948116,3.599860979,7.599680121,0.131160959,1.276609954,1.522865318,0.431130932,0.313612035,0.104751373,0.887344613,1.226006334,0.101199476,3.665547467,0.322072792,0.0,0.183253705,6.106771322,0.314976393,0.368858955,0.114131595,0.909367327,0.528990893,0.346591882,0.66033726,0.378360831,2.38215746,0.136961474,0.0,9.484603149,0.33632504,94.36766736,0.0,0.143487558,0.608538714,0.75622345,1
R_JS025_FPKM,0.361863832,20.536498,0.293493984,11.97900477,0.734341523,0.312863374,0.05233862,0.470998327,0.097785165,0.075831568,1.214724254,0.644556481,19.5083253,0.515042359,0.294874193,0.872861261,0.685974069,0.148694237,22.30982158,0.865441702,1.786693465,3.446117401,0.272470383,0.198198731,0.474555463,2.093787988,1.130840404,0.080156423,1.909657542,3.333147757,5.840710956,0.056051016,0.80207745,2.115086713,0.06142357,0.290444202,0.0,0.821612095,1.408463585,0.117132225,0.161602887,0.477191657,0.0,0.0,5.623640788,0.343099924,0.883957146,0.264200729,0.099070274,0.712455858,0.0,0.366872283,1.128835754,2.993443517,0.084529474,0.068417343,12.53726393,0.155685035,112.275403,0.45552851,0.132887532,0.442710538,0.429669197,1
R_JS026_FPKM,0.779487003,17.51457193,0.070230631,12.26486069,0.63606989,0.19969787,0.066804042,0.683216088,0.468034299,0.036305073,1.712701865,0.45569681,12.64098157,0.246581346,0.047050073,1.392697566,0.744291496,0.0,18.19947189,1.789695978,0.94624564,3.224251925,0.173845811,0.042157032,0.265032212,3.006765802,1.131829709,0.07671398,0.812540812,4.786340084,5.645033553,0.071553716,0.808310032,2.564832838,0.352770991,0.277970623,0.0,0.948540075,0.966044886,0.134569324,7.001542142,0.171309654,0.0,0.081214331,7.11976515,0.427014637,0.846271242,0.101160756,0.047430821,0.596820657,0.102450572,0.624386081,1.267042707,1.847734073,0.040459145,0.261979879,11.10410372,0.074517007,4.226874061,0.174418929,0.763206472,0.385320607,1.965367338,1
R_JS027_FPKM,0.033941141,26.09054408,0.0,13.19786327,0.131250366,0.0,0.052383864,0.546453153,0.562714175,0.284614203,1.210356184,0.334992897,4.197081579,0.193211528,0.135282627,1.52871884,0.308976901,0.037187156,23.00998021,1.611278388,1.398375109,4.950699151,0.40905888,0.082654613,0.163287711,1.728952965,1.543509604,0.030069653,0.637146507,3.127895788,7.203491144,0.056108283,0.8239874,1.164396895,0.115257266,0.218021458,0.0,0.743793976,2.319885996,0.07035335,0.090986532,0.0,0.0,0.106137318,9.204862809,0.103033522,0.784255514,0.158687384,0.148733874,0.401116802,0.0,0.612015976,0.321439143,0.768793944,0.031733432,0.205429459,10.60132017,0.262993015,130.6896753,0.27360495,0.0,0.151065348,0.191143952,1
R_JS028_FPKM,0.536273825,40.29498083,0.133823118,15.67979049,0.414588748,0.23780467,0.095455456,0.585771797,0.445852773,0.207453033,1.470449271,0.307491826,13.34422433,0.704502767,0.254002962,1.857158381,0.333678608,0.04518252,25.39806679,1.168212055,1.17878916,5.000174896,0.165673094,0.2610863,0.50494619,0.381968522,1.171971162,0.03653473,1.741649836,2.279898403,6.316209253,0.213001632,1.001048199,2.0575507,0.448088819,0.264902863,0.022108908,0.859530336,1.51464664,0.25639999,0.110550629,0.27202117,0.0,0.154740717,9.248942055,0.422439276,1.044377982,0.0,0.451696553,0.609156528,0.195173593,0.855068226,0.284018459,1.257296122,0.038557108,0.0,10.91710645,0.426009185,169.1666868,0.249285595,0.121138392,0.440485225,0.95790741,1
R_JS029_FPKM,0.33192047,31.45889066,0.269208063,13.83705749,0.256604902,0.191347733,0.080005435,0.693889264,0.597902256,0.243432685,1.235805263,0.509382505,9.056524739,0.236096084,0.090157829,0.800506621,0.251676103,0.409150466,23.9687034,1.428973909,1.359939555,3.965736605,0.083267184,0.323192681,0.59855459,0.76829014,0.801561657,0.220535898,1.26510052,4.203792003,5.740317677,0.102834154,1.355326295,2.4575517,0.338019673,0.266412343,0.0,0.731489186,1.369103607,0.236381636,6.745426866,0.0,0.0,0.077811865,7.01897451,0.188837806,0.88454977,0.0,0.090873027,0.245053047,0.098094115,0.523487987,1.285391447,1.083893116,0.174486039,0.313750689,9.5985772,0.07141852,158.8871427,0.167166426,0.0,0.369190131,1.167802947,1
R_JS030_FPKM,0.0,28.22353165,0.0,11.63219369,0.202788278,0.251997383,0.05057974,0.620802579,0.850522542,0.0,1.259513678,0.623014634,12.87738576,0.497733962,0.269191399,2.249408219,0.221001566,0.0,31.65797308,1.974202233,1.286057086,4.209071275,0.0,0.063852723,0.688057637,2.023615349,1.440793355,0.116194057,1.845825766,1.208067856,2.822741261,0.135448714,0.652872964,3.134674618,0.652982781,0.2806836,0.0,0.583928595,1.219155557,0.158504147,9.451105458,0.288255999,0.0,0.02733123,8.495098375,0.41453735,0.796147689,0.153222118,0.095740941,0.559525777,0.206800433,1.22137169,0.56436964,1.675110221,0.081708048,0.661181253,10.92719081,0.037622145,161.6674352,0.264181872,0.0,0.272303968,0.999812928,1
R_JS031_FPKM,0.146084527,23.70106622,0.394986605,14.03127711,1.280028046,0.280684421,0.056337668,0.89124174,0.561405504,0.040812824,1.307791777,0.416365833,9.861136022,0.831592974,0.352745739,2.50547778,0.738531692,0.106703701,29.34873404,2.497133757,1.064095397,4.755743139,0.097763029,0.331925713,0.510917427,1.57778667,1.604871834,0.043140477,2.170170877,2.691185304,6.168465037,0.120696904,0.954431686,1.82174323,0.29756003,0.312636238,0.078319081,0.754490897,1.154264641,0.302680141,6.786078058,0.321070669,0.0,0.182655483,9.032182959,0.443260246,0.692132592,0.34132943,0.85317539,0.527350899,0.0,0.921584972,0.670523757,2.841156935,0.113761975,0.220934767,10.80251878,0.167619992,121.2097642,0.490426626,0.572164397,0.346631635,1.250706569,1
R_JS032_FPKM,0.449572662,36.72206965,0.060776222,15.34266116,0.260676818,0.129560977,0.086695304,0.484708906,0.29694143,0.031388977,0.969563325,0.517463465,13.39990887,0.0,0.135698736,0.722813873,0.416667952,0.246301723,23.1036916,1.319010542,1.511409679,0.493031023,0.150442783,0.054714994,0.360323872,0.520206954,1.064376905,0.066386786,1.362061887,0.344963282,4.953043852,0.123805658,0.664376802,1.751917548,0.279784814,0.120223631,0.040173811,0.540423844,0.696492765,0.097020688,3.848706717,0.04938683,0.0,0.023413265,10.58879452,0.31260873,0.54912939,0.08754255,0.205111239,0.184401834,0.177231304,0.472675,0.290171238,2.120601562,0.035012557,0.056640011,7.711506887,0.064485568,175.1943927,0.075437025,0.0,0.633415553,0.909504018,1
R_JS033_FPKM,0.418862894,23.22698358,0.113241251,13.00978397,0.287827293,0.482877789,0.143580583,0.190902358,0.536508265,0.273023018,1.227086183,0.591764613,21.7853772,0.0,0.252823524,1.795966513,0.423483554,0.152973836,24.88461741,1.816516202,1.486292759,3.336149014,0.093468972,0.067974828,0.813783106,0.430777921,2.485666579,0.0,1.091579926,3.42933926,5.580186454,0.048057835,1.042421353,3.04658216,1.011020019,0.298753164,0.0,1.218294447,1.319388732,0.313351737,11.889557,0.184118869,0.063699797,0.058181465,7.46184787,0.158861097,1.033512338,0.217503123,0.254786908,0.41233925,0.110112479,1.090414747,1.52188005,2.228892496,0.021753039,0.070410207,10.64556213,0.240305378,201.1412682,0.187459403,0.136758288,0.28985502,1.260757425,1
R_JS034_FPKM,0.392550011,23.92987986,0.212242516,12.51336173,0.573230555,0.854798519,0.033645569,0.811982485,0.50281877,0.073121805,2.001848738,0.58327038,7.340889135,0.496637853,0.252750633,2.805273208,0.220468501,0.238917748,32.21400146,1.936088367,1.466228015,3.987511866,0.262733935,0.36099061,0.324142534,2.826397886,1.239076902,0.038646058,1.432186261,3.213997365,5.390559971,0.144131938,0.773402727,3.263191203,0.414538357,0.420098219,0.046773147,1.001958433,2.006778305,0.474393994,3.389528938,0.345084955,0.029857615,0.109055491,6.193048461,0.562419866,1.084810819,0.509562055,0.095530101,0.472275768,0.103172509,0.864719291,0.600549742,1.823006544,0.163034789,0.263820708,14.12594892,0.300274871,81.82758068,0.175733394,0.128138933,0.659771673,1.902757136,1
R_JS035_FPKM,0.211981602,30.27965087,0.240679668,13.0981256,0.393293263,0.537590455,0.032689622,0.401294193,1.28286804,0.106585859,1.676646062,0.511154036,16.27679703,1.689242388,0.214952005,0.545171132,1.028632885,0.185793649,27.70941691,1.946689423,3.064010253,5.050162607,0.0,0.082558506,0.926611458,0.78493125,1.252554509,0.150233337,1.143430531,2.342746472,5.786814682,0.201372611,1.740829973,3.039425034,0.143911954,0.408236907,0.090913359,0.702083203,1.044215294,0.131733978,0.189357834,0.391320899,0.0,0.18551707,6.566605306,0.160777845,1.562758199,0.396217687,0.51061459,0.79292931,0.0,1.146075698,0.291861761,2.768568901,0.059419647,0.064133252,8.010628235,0.32831447,184.0862656,0.256157444,0.124566508,0.226313858,0.805379921,1
