,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,Diagnosis
RNA483_FPKM,0.145218258,35.49882639,0.029438697,21.00790396,0.196448517,0.209255674,0.013997782,0.515453773,0.340026498,0.0,1.648427157,0.310379409,6.968993836,0.206619427,0.078887172,1.867757506,0.256910885,0.079535512,53.11578202,1.944799305,1.067811631,5.166798494,0.14574251,0.123712997,0.349122289,0.336017453,0.536284818,0.0,0.212870456,0
RNA488_FPKM,0.078853508,40.14652746,0.095901543,30.01356433,0.060960979,0.045452352,0.0,0.547291182,0.142010994,0.0,0.635160709,0.224691913,7.671262971,0.0,0.114209337,1.774787541,0.159408014,0.086394788,34.96521457,2.021317679,0.99388162,7.439801605,0.0,0.057566398,0.55142477,0.0,1.164692551,0.0,1.294380891,0
RNA499_FPKM,0.1251144,41.43450626,0.033836354,29.75520682,0.1934178,0.048094441,0.01608882,0.46052113,0.360529562,0.03496578,1.364144856,0.438793066,7.127884156,0.0,0.151022065,0.536366787,0.168631588,0.045708405,35.54927375,1.595694841,1.12142712,6.093844677,0.167431034,0.04060147,0.52863669,0.0,1.042473575,0.073883293,0.586812032,0
RNA50_FPKM,0.0,39.40404288,0.0,26.38582351,0.031338822,0.513955485,0.0,0.332504137,0.204422615,0.101890143,1.207121547,0.142163815,5.435651958,0.0,0.088074844,0.0,0.286845632,0.0,21.36685945,3.380939441,1.05591883,7.957908095,0.244067625,0.11839224,0.265758958,0.0,2.072524446,0.035913169,0.95058845,1
RNA504_FPKM,0.0,50.08077667,0.070103745,35.63734087,0.133660047,0.0,0.033333571,0.586437299,0.342558033,0.018119862,0.717533336,0.217934757,5.11484754,0.0,0.078270145,1.38991299,0.087388011,0.07103728,27.3977868,2.150125071,0.85361834,6.683038853,0.173531724,0.073646702,0.566828565,0.600130545,1.817279502,0.057440971,0.582889783,0
RNA519_FPKM,0.229256608,40.81214862,0.037174695,39.63676526,0.070901002,0.0,0.035368457,0.361730095,0.132159022,0.038415551,1.253835662,0.271426432,17.36524422,0.0,0.06643204,0.589846583,0.231785638,0.050218057,33.61636914,3.369112566,1.194685443,8.416357431,0.644396099,0.066964432,0.661510906,0.424510798,0.781623523,0.0,1.344395472,0
RNA52_FPKM,0.0,56.76874638,0.665446037,19.82529155,0.0,0.0,0.0,0.291246058,0.418731183,0.0,0.150233126,0.194860338,11.77704915,0.0,0.074285266,0.0,1.07142131,0.0,41.29019405,0.052325363,1.379064175,13.35386008,0.0,0.0,0.508109769,2.531701891,2.136636626,0.0,0.922079246,0
RNA521_FPKM,0.0,56.22540915,0.100073222,33.16653137,0.023847056,0.106681831,0.011895933,0.506104911,0.355581492,0.077560179,1.114494131,0.108192718,6.002598234,0.0,0.100547784,0.991953871,0.031186636,0.16898198,32.66205071,2.384286164,0.881376145,7.381049614,0.0,0.015017628,0.337102707,0.428343717,2.173203432,0.191295116,1.085166916,0
RNA528_FPKM,0.047484232,41.876331,0.115503109,24.038296,0.073386094,0.32834846,0.054920477,0.449380105,0.444648861,0.079560324,1.019891936,0.312217322,4.369531206,0.0,0.17193236,1.221317979,0.335969471,0.0,39.92539263,2.252566382,1.117125447,4.586667505,0.095332528,0.023117822,0.415048737,1.318368818,1.132881556,0.0,0.612404526,0
RNA53_FPKM,0.137718248,33.82365078,0.167547046,16.04110021,0.053234405,0.039691438,0.013277801,0.662708317,0.24807149,0.028856601,1.075919227,0.294374608,2.897418061,0.0,0.149636958,0.664309338,0.348093696,0.0,37.33550607,1.897234185,1.302119405,7.034641027,0.276492386,0.201145457,0.767607618,0.318734278,1.134638702,0.061004724,0.807541742,0
RNA535_FPKM,0.0,42.41669591,0.035251061,30.01050402,0.336108794,0.0,0.0,0.425272724,0.156610449,0.072891991,1.188773078,0.142965068,6.859976638,0.247414282,0.015741434,0.279534733,0.483497711,0.0,28.00464352,2.994632805,0.621158055,5.51043768,0.349123311,0.042341244,0.475135913,0.402562589,1.185726897,0.0,0.611803422,1
RNA58_FPKM,0.139779079,32.48848373,0.075556211,13.13749639,0.396171529,0.053697182,0.01796308,0.57330327,0.402791358,0.0,1.114614511,0.520882599,3.798007248,0.0,0.118104945,1.198573931,0.565196478,0.10206637,43.30218774,2.602816201,0.548160361,4.872269673,0.0,0.022676897,0.63134058,0.862610026,0.794120438,0.082531192,0.382424265,0
RNA6_FPKM,0.0,35.99199057,0.252947621,22.34374243,0.482249026,0.256819165,0.017190022,0.478029184,0.160511978,0.074677252,1.087800512,0.517716355,5.038653513,0.253739668,0.064557893,0.28668131,0.135147999,0.0,34.40118121,2.86449881,1.011059473,6.758440203,0.357861442,0.108457496,0.662263661,0.412422095,1.164589219,0.078936273,0.992805448,0
RNA60_FPKM,0.0,41.38849117,0.073857218,18.19572578,0.281561172,0.262421022,0.0,0.804408267,0.295202963,0.152604898,1.644858897,0.628749475,5.267545445,0.518376747,0.148388923,1.464033071,0.460237803,0.099771257,34.48762414,1.742022297,0.956474874,6.290193754,0.457009228,0.155133871,0.597023879,0.842795234,0.879465515,0.0,0.694013596,0
RNA62_FPKM,0.13905096,33.26357796,0.0,12.67304629,0.429996472,0.053448797,0.0,0.51190423,0.434160858,0.0,1.06371159,0.538564062,2.194092473,0.0,0.134293152,1.490446426,0.093710327,0.0,43.87003694,2.660547067,0.701184069,4.269698378,0.186086333,0.0,0.344454774,1.501879809,1.422147353,0.0,0.760984298,0
RNA63_FPKM,0.080908373,34.08532916,0.0,11.30697134,0.062549577,0.093273615,0.046796943,0.331838284,0.320565742,0.0,1.224479383,0.718259973,3.829335747,0.0,0.043948996,0.260073056,0.081800909,0.0,47.82320457,2.228849282,0.747868822,5.280718144,0.0,0.019686805,0.300589312,0.936189181,1.562766254,0.071679578,0.996108556,0
RNA64_FPKM,0.287165644,22.83057451,0.0,3.16865353,0.507403049,0.189159218,0.0,0.517767219,0.206908265,0.068761581,0.781182228,0.314761001,3.452200084,0.0,0.044578437,0.0,0.456226025,0.0,62.7906204,1.883759399,1.137705249,4.077147749,0.0,0.059923365,0.017941782,1.708980314,1.30528227,0.254410162,0.817839103,0
RNA66_FPKM,0.0,31.19751014,0.096250823,13.04729705,0.122336013,0.0,0.0,0.349516646,0.142527718,0.0,0.79195031,0.407610954,5.513855851,0.0,0.014331521,1.526504286,0.0,0.086667683,52.11052386,2.089070421,1.06391604,4.863353619,0.0,0.057776059,0.138353774,0.549310254,1.078911039,0.070079765,1.067019629,0
RNA67_FPKM,0.045327683,34.96841603,0.036763558,22.22244807,0.770659761,0.208962098,0.0,1.21531642,0.685593024,0.0,1.371724333,0.456948576,4.408973831,0.258029944,0.180530244,0.291528569,1.05367895,0.0,42.18485774,2.427537628,1.06628266,6.198228696,0.091002894,0.242672925,0.534814414,1.677794539,1.390252225,0.0,0.531399822,0
RNA69_FPKM,0.127466147,31.2577744,0.206765882,21.25454233,0.131401908,0.195945865,0.032766036,0.57649591,0.336742653,0.0,1.120303154,0.391225482,5.251676712,0.241951796,0.138497597,0.0,0.085900148,0.093088445,39.4926328,3.381879819,1.356938252,6.430018283,0.085332397,0.020692823,0.222890958,0.196738582,1.689917472,0.075271614,0.597941002,0
RNA7_FPKM,0.0,30.32705449,0.109525602,10.98317902,0.417592343,0.259479032,0.034724132,0.298290705,0.35677177,0.037715621,0.813257791,0.621724248,3.07796609,0.256161685,0.146726652,1.157936576,0.455125935,0.049303086,45.19260641,1.825957742,1.399802727,5.159920067,0.0,0.197233356,0.275496123,0.625070357,1.125390432,0.0,0.950251339,0
RNA72_FPKM,0.0,32.81511309,0.168973268,19.66998057,0.19329516,0.0,0.0,0.460202244,0.270210221,0.069852587,1.220796618,0.502441341,4.602528023,0.0,0.120741046,0.803901677,0.547683408,0.365254293,39.91874467,2.806487744,1.085639441,6.767909506,0.167324872,0.223156019,0.455415136,1.157330364,1.325894386,0.073836447,0.928504697,0
RNA74_FPKM,0.0,44.82615656,0.0,31.02704411,0.0,0.0,0.0,0.491395643,0.196357157,0.0,0.779397036,0.102416898,7.781233162,0.0,0.05639911,0.500903634,0.27552819,0.0,22.14016204,3.3669896,1.34152062,8.750049609,0.390772259,0.094760975,0.32337693,0.360498828,1.681190178,0.068998326,0.273956129,0
RNA75_FPKM,0.106490628,44.23753796,0.028790165,21.45997485,0.0,0.0,0.0,0.257655747,0.230212962,0.0,1.144123386,0.140102065,5.882126071,0.20206762,0.077151641,0.22830096,0.107665373,0.27228346,29.71725829,2.228071481,0.805619047,7.081798482,0.071265908,0.0,0.450080298,0.164307509,1.734852423,0.031447933,0.832709477,0
RNA78_FPKM,0.087526541,36.09187984,0.0,10.83919094,0.406021437,0.0,0.016883661,0.262381371,0.220737613,0.0,0.534241279,0.460541496,2.416943376,0.0,0.095101452,1.125867714,0.176984169,0.0,33.70228422,2.411641406,0.698841533,4.380081752,0.087894896,0.042612523,0.267854275,0.405141791,0.547073023,0.0,1.745025252,1
RNA86_FPKM,0.3796715,40.15813096,0.102645702,21.82607112,0.032613424,0.243164871,0.016268973,0.452561435,0.425505268,0.035357306,1.730176242,0.221953079,4.881196075,0.0,0.076394417,0.813962409,0.426510915,0.323541543,38.49248769,2.292243274,0.992689319,6.486127556,0.084694884,0.020538228,0.405699221,0.781075039,0.95873774,0.074747635,0.989407533,1
RNA87_FPKM,0.0,37.54593712,0.038625809,19.37980687,0.257640054,0.0,0.036711717,0.721097523,0.96047888,0.039915102,1.278561555,0.323555004,3.255333543,0.0,0.120700369,0.612248393,0.144393337,0.365131242,35.94907685,3.242942152,0.64021907,6.842242512,0.0,0.162248225,0.624385148,1.322147071,0.703307382,0.0,0.614167636,0
RNA89_FPKM,0.205240515,36.16513789,0.033298242,19.47785139,0.158669702,0.0,0.0,0.388586581,0.05916197,0.034409705,1.302842043,0.071997123,4.53403046,0.0,0.163537987,0.264049213,0.124524036,0.089962972,27.26255192,3.581545794,0.82798696,5.032368469,0.329629615,0.059963367,0.2153398,0.0,1.399441693,0.072744346,1.444209501,0
RNA94_FPKM,0.0,69.25242582,0.0,6.332474324,0.0,0.0,0.0,1.74995097,0.030496012,0.0,0.0,0.222750025,6.679910843,0.0,0.306657943,2.178365669,0.0,0.0,89.57305115,3.013247134,0.818313348,0.381178286,0.0,0.0,0.055529514,0.0,2.357295771,0.0,1.191562992,1
RNA95_FPKM,0.13281027,31.47115695,0.035918618,13.78678332,0.376460913,0.102053552,0.034139522,0.558757962,0.446552692,0.11131286,0.86463106,0.582325619,4.074775646,0.0,0.240507039,1.423531135,0.626602344,0.048521265,46.03769116,3.388162632,0.967352109,5.917750797,0.533277602,0.043098313,0.81282546,1.639261613,1.207396033,0.0,1.038331734,0
RNA97_FPKM,0.0,26.15846183,0.0,8.956261077,0.242046685,0.0,0.0,0.625631802,1.165439923,0.087453912,1.248359641,0.446110034,4.253772115,0.0,0.113395118,0.671093707,0.738521521,0.057161299,48.10687788,2.435916453,1.008585405,4.372742392,0.104743541,0.254028182,0.410582042,0.724476161,2.193840226,0.0,1.162636823,0
RNA98_FPKM,0.434863325,30.9881116,0.132262911,18.52828112,0.378212794,0.062665446,0.0,0.737568685,0.587488558,0.182236963,0.928990948,0.715032114,5.432347484,0.0,0.118124552,1.048821678,0.32974537,0.059556521,34.66198544,1.996963169,1.142114391,6.212178217,0.0,0.052928584,0.736651525,0.251611261,1.050122139,0.096315186,0.892471422,1
R_JS001_FPKM,0.203074882,28.76900877,0.494118927,20.60299714,0.667194167,0.058545896,0.078316065,1.089307129,0.731550964,0.127639819,1.561687938,0.634393531,10.01315589,0.866920138,0.349356514,3.591651932,0.769915642,0.333709844,23.59377897,1.51530646,2.048014425,8.63224419,0.71345514,0.049418409,0.954303656,1.40983982,1.499986274,0.224902964,1.190700994,1
R_JS002_FPKM,0.0,22.24436012,0.284960164,11.15655177,1.358036531,0.364524811,0.054195132,0.953384368,0.784709195,0.235564211,1.080737488,0.338892968,2.67939996,0.799967281,0.2799404,2.259684111,0.816944989,0.038503002,33.48052285,1.640191017,1.122024861,6.107625038,0.775851995,0.034218073,0.860064989,1.626287807,1.077935976,0.186766799,0.74164357,1
R_JS003_FPKM,0.174599501,29.70307249,0.212434347,14.39671707,0.303716634,0.402567151,0.016837864,0.716235513,0.471750459,0.0,1.939550124,0.622026686,7.232000545,0.993915791,0.158099686,1.684567103,0.573719263,0.047836443,33.06907006,1.436534429,1.394052591,4.791925795,0.438194145,0.276269063,0.839620874,2.222455263,0.744037922,0.077361401,1.535730603,1
R_JS004_FPKM,0.0,40.02671004,0.244220746,24.57549639,0.698322702,0.595023532,0.116124319,0.855065562,0.61984069,0.288383066,1.848188356,0.480921951,8.257484128,0.489741692,0.280414521,1.659966576,0.521835309,0.094259907,34.0688491,2.139779821,1.337510618,7.581819051,0.086361897,0.12565484,0.357268376,1.791773177,1.857383181,0.076218862,1.563732385,1
R_JS005_FPKM,0.225024071,26.9753143,0.365016922,12.14012714,0.869856804,0.415063268,0.121493114,0.78110087,0.583716081,0.188600422,1.58226158,0.759761268,6.391443702,0.768576004,0.146699154,1.736712094,1.0465763,0.197235683,31.17281144,1.618947595,0.907811397,4.878472555,0.271064045,0.087642841,0.550897199,2.291709442,1.176343975,0.079742701,1.477870732,1
R_JS006_FPKM,0.681617944,36.04150641,0.221141664,20.89337084,0.245901368,0.523878576,0.052565826,0.358473511,0.65484822,0.0,1.331303194,0.518040742,11.95048854,0.517370767,0.213952244,0.87665042,0.551329466,0.049762094,22.45869884,2.538841125,1.68040582,6.121604704,0.182468113,0.28759955,0.814481213,0.841380743,1.342606702,0.0,2.025070334,1
R_JS007_FPKM,0.330808693,29.34989164,0.201239289,24.48835125,0.383636266,0.047691104,0.031889657,0.495832351,0.47670781,0.103978233,1.312415431,0.353560457,13.04974345,0.235493339,0.194693593,0.531829969,0.376283061,0.09059865,22.60692851,2.247018088,1.911445967,8.792656156,0.166014832,0.161055069,0.940010316,0.765730433,1.315775731,0.0,2.036800628,1
R_JS008_FPKM,0.421223167,19.08723344,0.303660547,12.10777452,1.085454822,0.215809068,0.108290475,0.915612838,0.472082335,0.31379645,2.125263076,0.471982933,9.9694951,0.266550404,0.067800122,3.009968575,0.662425517,0.307653692,35.15216926,1.43275759,1.298033389,4.943340163,0.094007919,0.29621208,0.797928798,2.166265262,0.850983213,0.0,1.152598412,1
R_JS009_FPKM,0.399604057,25.43657907,0.121554547,18.18962934,0.69510361,0.633451266,0.096309901,0.661992317,0.467896894,0.251180637,1.195102961,0.405185075,17.99687535,0.284382274,0.542748323,1.285208312,1.010056725,0.218938654,31.75161278,1.835047984,1.763188157,5.189517219,0.601678042,0.243191613,0.589586451,1.849682417,1.248837587,0.177034494,2.343228206,1
R_JS010_FPKM,0.07366991,27.88880802,0.179252581,14.76910396,0.797408065,0.424687655,0.0,0.767170557,0.291956572,0.030888339,2.050502498,0.751057946,2.712560289,0.0,0.160104785,0.473813839,0.670381218,0.080715448,53.25584483,1.973514677,1.362227751,5.02623408,0.295809297,0.053808696,0.547523337,0.511590257,1.088417593,0.0,0.993619856,1
R_JS011_FPKM,0.179403159,17.95548614,0.363781475,8.505603211,1.525698237,0.206821377,0.0,0.858618629,0.818692447,0.200485286,2.409058992,0.386765424,2.437777745,0.340420279,0.173282939,1.346262502,1.02786703,0.262080884,42.03376511,1.716380235,1.683754857,4.670172454,0.420246235,0.262045229,1.176455234,0.553612777,0.577657447,0.05297986,0.631222192,1
R_JS012_FPKM,0.0,25.79511611,0.334913862,16.65231395,0.744924028,0.317360725,0.035388425,1.100370932,0.462857989,0.230728648,1.881955109,0.653850711,7.602072609,0.261181963,0.116321704,1.475448983,1.623676555,0.0,39.53051334,1.931457149,1.92812218,6.165308144,0.368458235,0.111687373,0.842458798,1.486626627,0.469253148,0.162591768,0.484264445,1
R_JS013_FPKM,0.0,29.46724665,0.291799194,14.55677852,0.278138413,0.0,0.027746788,0.647095257,0.336983844,0.241237173,1.036456268,0.433811251,10.59685573,0.0,0.07818716,0.694107796,0.618373764,0.512424925,28.31678162,1.073872431,1.36067386,5.183037697,0.072223703,0.157643011,0.723484362,1.165771355,1.063011514,0.06374117,0.75947017,1
R_JS014_FPKM,0.149286599,28.08738744,0.282521585,15.49721677,1.038709834,0.430240995,0.057572551,0.973536741,0.806719677,0.229380411,0.862567478,0.474559407,6.150736373,0.141566458,0.108137655,2.880445634,1.433855228,0.0,32.70074438,1.694783013,1.359209526,5.523154137,0.799247419,0.072680567,0.348062435,0.575789452,1.357184552,0.044086086,0.729464965,1
R_JS015_FPKM,0.203160489,19.08742638,0.13180493,5.180743593,0.816660868,0.468381983,0.109678781,0.858954616,0.322005656,0.034044369,1.884640212,1.157937399,7.799878878,0.23122682,0.147150238,2.874324173,0.575072529,0.089043078,23.36924636,1.150515786,0.512205653,1.772827593,0.081549875,0.19780275,0.657163202,1.316422342,1.338950418,0.072000517,1.095891754,1
R_JS016_FPKM,0.305509609,26.84580879,0.247787219,11.19017182,0.9742428,0.352200701,0.044182552,0.530187949,0.577803069,0.224050857,2.051053406,0.904156764,6.728540287,0.21739096,0.124481131,3.68397078,0.810772757,0.376568442,33.09018756,2.308889875,1.25165628,4.324396458,0.536691374,0.037184536,0.56759589,0.707069588,1.128289184,0.067665432,2.06005219,1
R_JS017_FPKM,0.292661468,24.54052335,0.40692734,18.55671451,1.260562751,0.433810847,0.064496514,1.002642006,0.301236247,0.175220539,1.122802877,0.623279937,8.906104349,0.475904202,0.19684678,3.226862416,0.4649754,0.04581912,30.9845869,1.727910903,1.089266586,3.416993406,0.503606881,0.447808978,0.475209332,1.354667855,1.045257781,0.11111481,0.784521892,1
R_JS018_FPKM,0.187064831,23.91768945,0.379280984,14.6200812,1.301438689,0.323449804,0.072141771,1.091894925,0.774918834,0.274363251,1.689615775,0.553590085,8.485336687,0.532283705,0.186291866,3.308151355,1.323789625,0.204955072,33.22933294,1.324199739,1.100426681,5.878359114,0.751019213,0.341490829,0.73591966,1.73151652,1.275350747,0.124283516,1.261288237,1
R_JS019_FPKM,0.0,32.76906197,0.368610968,15.65803776,0.386500936,0.052410649,0.105158546,0.401534946,0.818634911,0.228540727,2.085961586,0.30886566,9.920094799,0.776115793,0.27982855,0.292396251,0.551371837,0.248945391,31.63683931,3.06091074,1.184055839,5.917761131,0.364996952,0.199130905,0.933771796,0.631084054,1.0329334,0.161064387,2.131953391,1
R_JS020_FPKM,0.0,27.91137855,0.117950865,17.95205075,0.374818402,0.223558544,0.130891116,0.79551592,0.628777752,0.325064549,1.633450155,0.350753767,15.3001933,1.656013496,0.193160158,3.74166405,0.686239666,0.478066527,26.86892265,1.966614241,1.7521076,5.271998889,0.486689173,0.377670857,0.974938142,2.019710354,0.826436234,0.085924727,1.478327068,1
R_JS021_FPKM,0.085859156,22.4859413,0.104440522,7.99920879,0.929133685,0.0,0.033111684,0.59592723,0.587605828,0.0,1.84431297,0.583417624,6.434059316,0.488757243,0.046638131,3.312780068,0.650953061,0.141085224,36.87160271,1.281166681,1.010076096,2.006674428,0.430904066,0.167166708,0.337740315,1.788148332,0.731666398,0.076065651,1.761806061,1
R_JS022_FPKM,0.333895814,18.4855374,0.425536541,12.45663019,0.995620166,0.714813434,0.036785352,0.933152392,0.412395036,0.279849578,2.18923804,0.543761518,10.66216327,1.900717473,0.103657506,1.534000872,1.10917477,0.365828468,34.89583731,2.04428877,1.603470323,4.426849302,0.478850217,0.162558042,0.39617553,1.987050011,0.867267719,0.084504968,0.950942559,1
R_JS023_FPKM,0.310200171,20.81807793,0.251591555,13.47419894,0.342564832,0.15327574,0.102531607,0.699134848,0.766279499,0.22283161,1.622767565,0.65089014,15.6157603,0.252373242,0.064194524,1.42509709,1.702440567,0.24276908,25.88674265,2.40792524,1.824855639,3.851795149,0.97862585,0.043145881,0.813617305,2.871701586,0.705017872,0.078513409,0.883440903,1
R_JS024_FPKM,0.586206917,21.24397984,0.079235607,11.49996078,1.246285588,0.39423654,0.094189182,0.462443522,0.633575921,0.0,1.359610466,0.535489061,11.04845893,0.834188535,0.17693041,0.942486696,0.938418852,0.0,27.09754538,1.233796714,1.436962679,3.501902012,0.2942045,0.142709127,0.427114146,1.130508032,0.610651608,0.086550252,0.973948116,1
R_JS025_FPKM,0.361863832,20.536498,0.293493984,11.97900477,0.734341523,0.312863374,0.05233862,0.470998327,0.097785165,0.075831568,1.214724254,0.644556481,19.5083253,0.515042359,0.294874193,0.872861261,0.685974069,0.148694237,22.30982158,0.865441702,1.786693465,3.446117401,0.272470383,0.198198731,0.474555463,2.093787988,1.130840404,0.080156423,1.909657542,1
R_JS026_FPKM,0.779487003,17.51457193,0.070230631,12.26486069,0.63606989,0.19969787,0.066804042,0.683216088,0.468034299,0.036305073,1.712701865,0.45569681,12.64098157,0.246581346,0.047050073,1.392697566,0.744291496,0.0,18.19947189,1.789695978,0.94624564,3.224251925,0.173845811,0.042157032,0.265032212,3.006765802,1.131829709,0.07671398,0.812540812,1
R_JS027_FPKM,0.033941141,26.09054408,0.0,13.19786327,0.131250366,0.0,0.052383864,0.546453153,0.562714175,0.284614203,1.210356184,0.334992897,4.197081579,0.193211528,0.135282627,1.52871884,0.308976901,0.037187156,23.00998021,1.611278388,1.398375109,4.950699151,0.40905888,0.082654613,0.163287711,1.728952965,1.543509604,0.030069653,0.637146507,1
R_JS028_FPKM,0.536273825,40.29498083,0.133823118,15.67979049,0.414588748,0.23780467,0.095455456,0.585771797,0.445852773,0.207453033,1.470449271,0.307491826,13.34422433,0.704502767,0.254002962,1.857158381,0.333678608,0.04518252,25.39806679,1.168212055,1.17878916,5.000174896,0.165673094,0.2610863,0.50494619,0.381968522,1.171971162,0.03653473,1.741649836,1
R_JS029_FPKM,0.33192047,31.45889066,0.269208063,13.83705749,0.256604902,0.191347733,0.080005435,0.693889264,0.597902256,0.243432685,1.235805263,0.509382505,9.056524739,0.236096084,0.090157829,0.800506621,0.251676103,0.409150466,23.9687034,1.428973909,1.359939555,3.965736605,0.083267184,0.323192681,0.59855459,0.76829014,0.801561657,0.220535898,1.26510052,1
R_JS030_FPKM,0.0,28.22353165,0.0,11.63219369,0.202788278,0.251997383,0.05057974,0.620802579,0.850522542,0.0,1.259513678,0.623014634,12.87738576,0.497733962,0.269191399,2.249408219,0.221001566,0.0,31.65797308,1.974202233,1.286057086,4.209071275,0.0,0.063852723,0.688057637,2.023615349,1.440793355,0.116194057,1.845825766,1
R_JS031_FPKM,0.146084527,23.70106622,0.394986605,14.03127711,1.280028046,0.280684421,0.056337668,0.89124174,0.561405504,0.040812824,1.307791777,0.416365833,9.861136022,0.831592974,0.352745739,2.50547778,0.738531692,0.106703701,29.34873404,2.497133757,1.064095397,4.755743139,0.097763029,0.331925713,0.510917427,1.57778667,1.604871834,0.043140477,2.170170877,1
R_JS032_FPKM,0.449572662,36.72206965,0.060776222,15.34266116,0.260676818,0.129560977,0.086695304,0.484708906,0.29694143,0.031388977,0.969563325,0.517463465,13.39990887,0.0,0.135698736,0.722813873,0.416667952,0.246301723,23.1036916,1.319010542,1.511409679,0.493031023,0.150442783,0.054714994,0.360323872,0.520206954,1.064376905,0.066386786,1.362061887,1
R_JS033_FPKM,0.418862894,23.22698358,0.113241251,13.00978397,0.287827293,0.482877789,0.143580583,0.190902358,0.536508265,0.273023018,1.227086183,0.591764613,21.7853772,0.0,0.252823524,1.795966513,0.423483554,0.152973836,24.88461741,1.816516202,1.486292759,3.336149014,0.093468972,0.067974828,0.813783106,0.430777921,2.485666579,0.0,1.091579926,1
R_JS034_FPKM,0.392550011,23.92987986,0.212242516,12.51336173,0.573230555,0.854798519,0.033645569,0.811982485,0.50281877,0.073121805,2.001848738,0.58327038,7.340889135,0.496637853,0.252750633,2.805273208,0.220468501,0.238917748,32.21400146,1.936088367,1.466228015,3.987511866,0.262733935,0.36099061,0.324142534,2.826397886,1.239076902,0.038646058,1.432186261,1
R_JS035_FPKM,0.211981602,30.27965087,0.240679668,13.0981256,0.393293263,0.537590455,0.032689622,0.401294193,1.28286804,0.106585859,1.676646062,0.511154036,16.27679703,1.689242388,0.214952005,0.545171132,1.028632885,0.185793649,27.70941691,1.946689423,3.064010253,5.050162607,0.0,0.082558506,0.926611458,0.78493125,1.252554509,0.150233337,1.143430531,1
R_JS036_FPKM,0.934920949,21.46134766,0.315943683,14.99767697,0.36138973,0.583815228,0.0,1.204651496,0.477166221,0.130610266,2.149416378,0.580749128,9.630094533,0.443547597,0.197525662,3.257074432,0.472617237,0.298791478,20.90789111,1.788874387,1.21139625,4.532857519,0.156431902,0.11380265,0.596048866,2.704769039,0.486945993,0.138059281,0.868031473,1
R_JS037_FPKM,0.592943101,25.05114227,0.480913586,13.51035284,0.343788469,1.424116299,0.019064908,0.592498731,0.178014537,0.0,1.495885598,0.205819929,19.62221664,0.562505398,0.536892689,0.953481561,0.999159367,0.0,25.80417713,2.306907433,3.114642249,3.696199089,0.198386351,0.072175895,0.972053624,1.37243558,0.617702091,0.0,0.811254921,1
R_JS038_FPKM,0.046791137,29.73089491,0.037950511,12.50638458,0.361738315,0.323653413,0.018045057,0.693926788,0.573136253,0.078434526,1.188029165,0.492379963,18.82680057,0.266360728,0.440602543,2.106586252,0.709609662,0.102532163,21.04408073,2.077023137,1.533643044,0.550922861,0.187882047,0.068341159,0.368191458,2.815621235,1.276102393,0.0,1.042607125,1
R_JS039_FPKM,0.0,35.88455406,0.205853678,21.16018657,0.327005114,0.146273496,0.032621482,0.720761684,0.51811454,0.070896162,1.115318227,0.250387766,20.57966509,1.204050806,0.153196824,1.088348794,0.727017865,0.092677768,16.50904758,1.165468175,0.853203877,4.643633679,0.084912325,0.082384968,0.388328833,1.566361663,1.009462366,0.0,0.843303512,1
R_JS040_FPKM,0.131745005,35.87191359,0.10685336,15.45413825,0.305586755,0.455689432,0.050807615,0.637470537,0.56958018,0.147226699,1.372423635,0.317729382,29.2208108,0.249988192,0.111336373,0.2824428,0.621636617,0.144344646,18.01846262,1.176420775,1.993175767,3.878310509,0.0,0.128280793,1.151942174,1.016366135,1.147906623,0.155623389,1.287630056,1
R_JS041_FPKM,0.317802469,21.83952097,0.184118244,13.02502821,0.245690395,0.157033042,0.017516904,0.859515031,0.425238211,0.304389016,1.972862647,0.686745537,10.26762529,1.033693753,0.164418785,4.08762407,0.504898684,0.099476805,25.54535949,1.459294185,1.259121478,3.710342313,0.182283345,0.198926061,0.893081829,3.362344814,0.92865049,0.080437262,1.543956214,1
