,IGHV3-21,IGHV1-18,IGKV6D-21,IGHV1-2,IGHV1-3,IGHV3-7,IGKV1-16,IGKV1-12,IGKV1D-42,IGLV4-60,IGHV4-4,IGHV3-64D,IGKV2D-29,IGLV4-3,IGLV9-49,IGLV1-50,IGLV10-54,IGLV1-47,IGLV7-46,IGKV3D-20,IGKV3-15,IGHV1-24,IGLV2-8,IGKV1D-16,IGKV3-7,IGKV3-11,IGKV3D-15,IGKV2-30,IGKV2-40,IGHV2-26,IGHV4-28,IGHV3-33,IGHV4-34,IGHV3-35,IGHV3-38,IGHV4-39,IGKV2D-26,IGKV6D-41,IGKV1-33,IGHV3-74,IGKV1-37,IGKV1D-13,IGHV7-81,IGHV3-66,IGKV1D-39,IGKV3OR2-268,IGLV1-40,IGHV4-31,IGKV2D-30,IGKV2D-24,IGHV1OR15-9,IGHV5-10-1,IGHV3-64,IGLV1-36,IGLV3-25,IGLV3-27,IGKV6-21,IGKV3-20,IGKV1-17,IGHV1-69D,IGKV1-6,AC135068.3,IGHV7-4-1,IGLV11-55,IGHV1OR21-1,IGKV1-9,IGKV1-39,IGHV3OR16-10,AC135068.9,IGLV1-51,IGLV5-48,IGLV6-57,IGLV5-52,IGHV8-51-1,IGHV1-69,IGHV4-61,IGHV3-73,IGHV2-70D,IGKV3D-7,IGHV3OR16-9,IGHV3OR16-12,IGHV3-72,IGLV3-9,IGKV1-8,IGHV2-70,IGKV1D-17,IGKV1D-37,IGHV3-15,IGHV3-13,IGHV3-11,IGHV3-20,IGHV3-16,IGHV3-23,IGHV3OR16-13,IGLV4-69,IGKV3D-11,IGLV8-61,IGKV2D-40,IGKV1OR2-108,IGLV3-22,IGHV3-43,IGLV3-16,IGLV2-11,IGLV3-10,IGLV2-14,IGLV3-12,IGLV2-18,IGLV3-21,IGLV3-19,IGLV2-23,IGKV4-1,IGKV5-2,IGHV3OR16-8,IGHV3OR15-7,IGHV3-30,IGHV1-69-2,IGKV1D-12,IGHV2OR16-5,IGKV2D-28,IGLV3-32,IGLV2-33,IGLV5-37,IGLV7-43,IGLV1-44,IGLV5-45,IGKV2-24,IGKV1-5,IGKV2-28,IGHV4-59,IGHV4OR15-8,IGHV1-58,IGHV3-49,IGHV3-48,IGHV3-53,IGHV5-51,IGHV1-45,IGHV1-46,IGKV1D-8,IGKV1-27,IGLV3-1,IGKV1D-33,IGKV1D-43,IGHV2-5,IGHV1OR15-1,IGHV6-1
RNA257_FPKM,8.637335917,5.764704227,2.270257601,1.214527615,8.334119244,11.77829569,0.66991801,0.848265528,0.0,0.23309578,1.61943969,0.0,3.135257711,0.209381321,2.270257601,0.0,4.008361381,14.72509954,13.1549796,5.500920012,4.583330458,1.643081146,17.3065434,0.66991801,0.0,3.445218652,7.46052379,1.298610296,0.0,1.107814549,0.0,1.762614903,4.220555955,0.0,0.0,1.986041637,0.0,0.0,0.239161948,7.621365362,0.21201174,1.346962807,0.0,0.197612816,14.5921742,0.0,9.332764415,0.0,2.991808523,0.649305148,0.0,0.0,0.195778822,0.0,7.108258982,2.238906355,0.0,7.174966871,0.0,0.0,0.888446527,0.0,8.399116329,0.0,0.0,1.238283657,2.969257202,0.0,0.239038732,25.17130494,0.0,5.021538398,0.222640297,0.0,0.0,0.0,4.442680526,0.0,0.0,0.0,0.0,1.140632021,1.281645744,0.424242049,1.886330589,0.634604662,0.478323896,8.885361052,1.96294813,3.926153736,0.0,0.0,16.41319261,1.434725257,7.252382085,3.612256103,8.767327951,0.131025889,0.478323896,0.0,0.0,1.534645943,19.62546558,1.988709485,21.62749733,0.948341798,2.759989186,1.121771347,7.836518358,10.42515636,28.86900396,0.0,0.0,0.0,0.97929778,0.0,2.957673056,0.0,9.378976058,0.0,0.0,0.0,11.40093713,10.12199245,0.0,0.649305148,7.615910009,1.947915445,2.898976514,0.0,0.203818049,0.769042552,0.781503889,0.295706367,1.647088661,0.0,1.288652971,0.0,0.442011349,5.938514404,1.767703811,0.317384089,8.932393556,15.06486163,5.695249959
RNA259_FPKM,30.0661891,15.19643647,1.904126388,4.669275629,32.33579865,57.23430588,4.12077916,0.978475917,0.20876905,1.075782914,4.669275629,10.36964354,4.672929652,0.966336017,4.950999494,0.0,11.96516802,43.05522086,17.80172486,19.25182091,15.32966986,2.463453519,63.26984054,1.648269793,0.0,11.72197341,36.77774417,28.15736763,0.124394338,3.679561185,0.733088375,24.93680002,5.257074121,0.0,0.0,5.13106001,0.599006581,0.0,0.88250139,18.5749617,0.0,8.285396396,0.0,0.364734686,22.3703177,1.557643217,19.1356105,1.819597413,53.23599329,14.37818711,0.0,6.648477147,0.180674839,0.198144671,12.91204246,1.652641861,0.383600274,25.31178707,0.0,4.926907039,1.024824776,0.0,0.775031242,0.0,0.0,3.237072906,3.326539746,0.0,0.0,34.2360298,0.211032129,8.825238088,1.027528799,0.0,1.701254459,1.192943383,6.059507493,0.358851869,0.0,0.0,0.0,6.630508289,1.689344236,3.13088433,4.568506643,3.074295823,0.661791974,62.91159924,2.173508235,18.60607372,3.37810316,0.0,128.5416481,1.985600105,14.68417207,17.19020668,25.9607749,0.362752433,0.0,0.0,0.358851869,0.0,43.61401008,6.116340878,102.4866116,0.437476717,3.607528116,1.681859463,14.46087867,31.80442304,202.8120745,0.19085994,0.0,0.0,12.46840001,0.0,8.60695391,0.0,29.28904997,0.0,0.0,0.624632531,8.900759655,29.51845795,0.588444752,4.792661397,24.30161901,4.792661397,7.080127925,0.0,0.188093854,0.709709702,3.605681765,0.81839627,2.659390859,0.0,1.545770071,0.0,2.854320032,14.08917832,4.485330455,0.0,6.387071616,13.23785713,20.08040627
RNA26_FPKM,1.793221744,0.208966219,0.0,0.0,0.216901645,0.398493721,0.0,0.215266708,0.0,0.0,0.205458393,0.0,0.6119725,0.0,0.0,1.269276296,0.239318855,0.210506511,0.222535454,0.192530674,0.0,0.0,0.828589458,0.0,0.0,0.655684821,0.216353914,0.0,0.0,0.0,0.0,1.192707424,0.0,0.0,0.0,0.604772823,0.0,0.0,0.0,0.875735775,0.0,0.0,0.0,0.0,0.455724202,0.0,0.0,0.0,0.650704936,0.0,0.0,0.0,0.0,0.0,0.225463553,0.0,0.0,2.570284499,0.0,0.0,0.0,0.0,0.639374254,0.0,0.0,0.209477139,0.0,0.0,0.24270864,0.220247172,0.0,0.48541728,0.904233773,0.0,0.0,0.0,0.392110526,0.0,0.0,0.0,0.0,833.7285117,0.371696963,0.0,0.0,0.322090789,0.0,0.0,0.0,0.905667547,0.0,0.0,1.58659537,0.24270864,0.0,0.192964302,0.620841666,0.266075,0.0,0.0,0.0,0.0,0.0,0.0,2.983746516,0.0,0.0,0.284638372,0.227257692,0.512008864,595.2789492,0.0,0.0,0.0,0.397569141,0.0,0.0,0.0,0.610228988,0.0,0.0,0.0,0.0,1.100764239,0.0,0.0,0.644181579,0.219682436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672849345,0.861066834,0.0,0.0,0.0,3.397920962,0.206448554
RNA267_FPKM,19.70691726,11.15707211,0.366788838,15.46574199,5.505582719,10.63813852,1.388759301,0.753672861,0.0,3.107388435,1.079084973,0.849750138,1.714067422,0.186036184,4.033803494,0.185117487,3.351528479,8.659874703,5.259116909,4.550022494,2.375343962,0.72983406,23.93322593,0.595209568,0.0,3.252091269,4.54487574,4.037901478,0.119764508,1.574602619,0.0,10.26555545,2.062282036,0.0,0.0,1.587991011,0.384658038,0.0,0.63736322,4.088065402,0.0,0.398980411,0.0,2.107459945,10.37101964,0.0,12.34490909,0.876014909,6.834572632,0.961370208,0.0,1.646088243,0.0,0.190769929,8.288512166,0.795654639,0.0,4.874468569,1.388759301,4.74400834,1.381450041,0.0,7.275237329,0.0,0.0,2.200208793,1.884271941,0.0,0.0,18.50664055,0.0,4.46113761,0.989272773,0.0,1.456125237,0.656371551,1.201260905,0.0,0.0,0.0,0.0,2.128083211,2.11465939,0.0,2.723066979,0.0,0.424976302,5.319729539,2.092756736,6.183182677,0.90345634,0.0,19.2684208,0.63736322,8.411859198,4.222394989,17.20799659,0.232945085,0.0,0.0,0.345660449,1.558243111,20.62246301,4.515178563,29.6604462,0.421395041,2.452003805,6.103844133,19.09571133,6.274172556,23.4170921,0.0,0.0,0.0,6.263703456,0.0,5.053216645,0.0,6.088942687,0.0,0.0,0.0,1.363509131,9.795288147,0.0,0.576895428,5.497453771,0.961370208,1.666490534,0.0,0.362359021,1.025007821,0.520808372,1.707281924,1.646088243,0.0,0.572418902,0.0,1.570480622,8.478774797,2.650209437,0.422912062,4.56295823,18.26972921,3.794654401
RNA275_FPKM,7.039381575,7.7929815,0.205516305,4.637649599,4.89594907,4.888400512,1.112256201,0.633780167,0.0,0.696808029,5.242552492,0.0,1.201128126,0.0,1.233469469,0.415279846,0.352296797,5.991127508,3.931083217,2.834207938,3.043616971,2.454934369,12.84799485,1.334627018,0.0,1.716013649,4.671130591,2.155870995,0.0,0.441439207,0.395737265,7.608302979,1.261222532,0.0,0.0,0.791295706,0.646780786,0.0,1.190920238,4.583702559,0.0,1.341726098,0.0,0.984620244,7.155939899,0.0,6.404179934,0.392963406,2.980168009,0.431252148,0.0,0.0,0.0,0.0,10.17822044,1.338167143,0.0,3.153056331,0.444942692,1.227467185,0.0,0.0,5.22888612,0.0,0.0,1.233469469,1.478756738,0.0,0.952693131,17.50797346,0.0,5.716589381,0.0,0.0,0.612243948,0.735887692,0.57721855,0.0,0.0,0.0,0.0,1.022612864,2.006338085,0.0,0.939387361,0.632144126,0.476454214,5.387315164,0.782094594,4.621869745,0.405273103,0.0,10.70476223,0.238119458,3.010077643,3.029906984,3.046431237,0.391684016,0.0,0.0,0.193677808,1.528688784,4.834749707,1.760935473,19.86988069,0.472439151,3.894852507,0.838021616,5.352668572,4.857348398,17.81652648,0.0,0.0,0.0,2.731244463,0.0,6.7990433,0.0,4.431610037,0.0,0.0,0.0,0.655180536,11.88303885,0.0,0.0,3.002863172,1.509090209,0.679395303,0.0,0.0,0.0,0.973224176,1.178068915,0.820245549,0.0,0.385106117,0.0,0.88036826,5.070241336,0.770347096,0.0,5.116137256,13.81501924,3.444363542
RNA277_FPKM,2.711175808,0.947809429,0.23746868,1.630884991,3.689323475,0.903725269,0.0,0.488322827,0.0,0.805185568,1.164811885,0.275140766,0.277646408,0.0,0.0,0.0,0.678389045,5.729027762,2.523522641,1.746525239,1.09892886,0.236313115,3.570376477,0.0,0.0,0.495797156,1.962635686,0.747377373,0.0,0.0,0.0,2.704885376,0.0,0.0,0.0,0.228528683,0.0,0.0,0.0,0.331094523,0.0,0.0,0.0,0.0,3.100546801,2.775874905,6.206552296,0.0,1.721719092,0.0,0.0,0.236889488,0.0,0.247136616,6.136090261,0.515523834,0.0,0.971504664,0.0,0.472877093,0.511453909,0.0,2.900013923,0.0,0.0,0.23746868,0.488322827,0.0,0.0,3.246872474,0.0,1.926569522,1.025334738,0.0,0.707468873,0.0,0.444742529,0.0,0.0,0.0,0.0,0.262638494,0.210682625,0.976386597,0.814182054,0.0,0.0,0.444742529,0.225871373,1.437799242,0.70235464,0.0,7.646459528,0.0,3.478001844,1.969440375,0.704051149,0.0,0.0,0.0,0.223789609,0.0,4.371899871,0.0,19.09259189,19.10334386,0.0,65.84558137,2.061548359,3.870741899,12.64087437,0.0,0.0,0.0,1.126975768,0.0,0.523861146,0.0,2.214402518,0.0,0.0,0.0,1.514167145,4.576791893,0.0,0.0,6.57428552,0.498339706,0.392631283,0.0,0.0,0.0,0.224825672,0.0,0.236889488,0.0,0.14828197,0.0,0.254253116,0.732354712,0.381514628,0.547889428,0.514160014,11.28427637,1.872780076
RNA278_FPKM,22.58961647,38.33039646,0.965483457,8.711519393,23.59170853,21.67145318,0.208932664,2.182586665,0.0,8.726289581,6.628379123,4.698116037,4.061443773,0.19597158,7.144222953,0.195003819,1.323527988,14.55252678,12.51241368,8.873280391,6.610830742,6.340829685,20.92675863,1.044663318,0.0,7.051107383,11.56653946,1.822349742,0.126160618,6.632820088,0.185827169,19.78876891,3.158880567,0.0,0.0,4.831165113,0.405007932,0.0,1.342274844,11.30096648,0.198433535,1.470308052,0.0,6.84306133,22.26331465,0.902589106,20.76162863,0.0,4.198569521,1.012519831,0.0,6.163669399,0.0,0.0,14.54754786,1.885189388,0.0,18.16351793,0.835730654,10.1837942,0.207833018,0.0,7.85800206,0.0,0.0,4.441046588,4.365355547,0.0,0.0,19.69226197,0.428057164,7.158936129,0.20838139,0.0,4.217018223,1.209706406,4.156494404,0.0,0.0,0.0,0.0,2.561303515,1.370525758,0.992167673,5.955926591,0.593808623,0.894918377,13.19204876,4.774988774,15.69420775,1.141829592,0.0,33.8189604,0.671188783,15.83214158,4.980176276,2.289000096,0.367903168,0.0,0.0,0.0,0.820535551,14.41231327,12.61067871,37.12859971,0.221844233,1.506364653,3.148446182,25.34637132,20.92290946,38.89879559,0.387139935,0.0,0.0,1.465921983,0.0,12.13308108,0.0,10.79959168,0.0,0.0,0.211167237,6.358773784,25.53491621,0.0,0.607511899,4.304839875,3.037373539,2.073985023,0.0,0.190764606,0.539703053,1.279712564,2.489501437,2.11870608,0.0,0.964599045,0.0,1.240469322,12.10371675,4.85822007,0.742260778,28.62204819,8.72504329,10.46624701
RNA288_FPKM,9.683270377,9.047734809,0.740470157,4.720198221,3.258262337,4.401468163,0.400483323,0.0,0.0,0.0,0.726264494,0.0,0.432646135,0.0,0.185064421,0.0,0.422978065,7.812395413,2.556263192,1.020752788,1.370175762,0.368327728,7.614569087,0.0,0.0,1.158762731,1.529337593,1.164705104,0.120912697,0.0,0.0,1.932201004,1.703489841,0.0,0.0,1.068788213,0.0,0.0,0.428969255,2.837405904,0.0,1.208071783,0.0,0.531992848,9.261960711,0.649031274,3.162195634,0.176848944,1.149962001,0.38816076,0.0,0.0,0.0,0.0,0.99616748,0.0,0.0,2.081946582,0.0,1.105194624,0.99616748,0.0,3.954890342,0.0,0.0,0.925534578,4.565175783,0.0,0.643515428,3.892256215,0.0,3.217084779,0.0,0.0,0.0,0.662696486,1.559258436,0.0,0.0,0.0,0.0,1.329947742,0.492756933,2.092408625,0.0,0.0,0.0,5.717015786,4.753723042,1.600607367,1.459319727,0.0,7.185077743,0.85793851,2.348833721,2.046103561,12.25187498,0.0,0.0,0.0,0.0,0.98323024,4.920806645,2.180048777,15.63084209,1.063324838,0.825210611,1.257620074,4.217150975,6.33395405,18.29328456,0.0,0.0,0.0,0.702673536,0.0,2.040666535,0.0,2.048997606,0.0,0.0,0.0,6.292357529,2.755917823,0.0,0.0,3.13074674,0.776544344,3.211850338,0.0,0.0,0.689868552,1.226681339,0.928067143,0.369226088,0.0,0.11555931,0.0,0.594662162,3.043523304,2.675524749,0.56927123,1.802634753,19.94528556,0.729764564
RNA29_FPKM,11.98054233,6.102985603,0.179932773,10.76551968,0.0,15.40344949,0.778756656,1.6641521,0.0,0.60988263,0.0,1.876296135,2.733548665,0.0,1.259529408,0.726839545,3.083595086,6.509604681,4.77893912,2.480646201,4.495648347,1.074343124,14.51952288,11.48686957,0.0,4.318128963,2.973434504,3.207878378,0.0,0.0,0.173158833,15.70920717,1.28786882,0.0,0.0,3.982838949,0.0,0.0,1.042386742,9.277688617,0.0,0.195724745,0.0,0.172347784,16.24557381,0.210264297,6.871238607,0.343890206,7.266295233,3.773974563,0.0,2.333420858,0.341496538,0.37451656,5.229148867,1.561644647,0.0,9.751204182,4.283161607,0.0,0.774657937,0.0,0.0,0.0,0.0,3.778588224,7.396429952,0.0,0.208477348,8.513474655,0.0,4.795202701,0.0,0.0,0.357245165,0.161033926,7.915163956,0.0,0.0,0.0,0.0,0.696145308,1.117456676,0.0,1.233393921,0.0,0.0,26.94534665,2.567180371,15.71458948,0.0,0.0,18.22813854,1.042386742,3.161491818,1.491739945,8.71041463,0.0,0.416954697,0.0,0.0,0.0,8.463335362,8.284179667,29.6574664,0.0,1.604196272,0.366740053,15.61686536,3.665122632,46.09893415,0.0,0.0,0.0,12.29424179,0.0,10.1167026,0.0,5.661074326,0.0,0.0,0.0,2.484941693,6.46118121,0.0,1.132192369,4.703428754,6.604657952,2.081404153,0.0,0.0,0.0,0.851765092,0.515534178,0.897469561,0.0,1.572969551,0.0,2.504456942,3.698115778,2.504560295,0.0,1.752202476,12.09190989,3.014632693
RNA292_FPKM,11.16092201,11.11007275,0.596739941,0.780324365,4.324618132,8.701774003,1.291144203,0.817576031,0.0,6.741056751,0.0,0.0,2.207837358,1.009240408,0.198847492,0.200811418,0.454462654,4.396935593,2.112851348,2.010733468,2.576385217,1.979191652,7.394761017,1.721454384,0.0,2.49006382,5.751528523,1.459951623,0.0,2.34849447,0.574274438,16.04191125,0.61016659,0.0,0.0,0.765635906,0.0,0.0,0.921685209,7.760016741,0.0,0.432599065,0.0,1.714564742,10.816695,0.929700744,8.194198862,0.0,1.441471223,0.0,0.0,0.0,0.0,0.621034697,3.425000731,1.078843195,0.200316808,5.287168209,0.0,2.770711109,0.642280621,0.0,11.53367964,0.0,0.0,2.585412327,3.474444477,0.0,0.460785406,20.70155984,0.440805551,5.760732746,0.0,0.0,0.789794321,0.889986618,13.02968617,0.0,0.0,0.0,0.0,1.099253742,1.940946623,0.613232754,1.136100236,0.0,0.230392703,8.189988123,1.891738998,4.127293943,0.0,0.0,16.38148555,0.460785406,2.523707976,4.946569079,1.768403731,0.75784551,0.0,0.0,0.187393143,0.0,9.557728614,4.471791001,26.91165129,0.456902383,3.324718402,3.242873812,5.394001749,14.42123308,20.41119299,0.199334863,0.0,0.0,3.39711723,0.0,2.192581588,0.0,5.561851952,0.0,0.0,0.0,2.112851348,12.01851013,0.0,0.417069868,9.173919337,2.502833378,1.807629077,0.0,0.0,0.37051765,0.753229769,0.85473294,0.793646976,0.197879864,0.745118334,0.60935442,0.851820053,6.335656201,1.384075447,0.0,4.30374279,17.28242703,2.940172659
RNA295_FPKM,4.982750439,505.7533988,0.818557468,0.321112179,3.72912071,6.851175257,0.708485601,1.17762257,0.0,0.185034384,0.642224358,1.137992453,2.965143203,0.0,1.800736773,0.0,0.654600255,4.112749155,3.99996137,3.911933118,0.908849176,0.162974324,10.61953459,0.708485601,0.0,2.562012493,3.719703738,3.090243905,0.0,0.527260435,0.0,3.72832125,0.669518893,0.0,0.0,0.787741186,0.0,0.0,0.189665409,2.737489709,0.0,0.534271877,0.0,0.0,2.849179107,0.765164449,8.554350062,0.0,5.593681064,0.515092886,0.0,2.122939314,0.0,0.340722083,1.233404692,0.0,0.0,3.849962818,0.354242801,0.162974324,0.528647962,0.0,2.997997818,0.0,0.0,0.327393102,1.514064225,0.0,0.379330818,7.917504214,0.0,0.379330818,0.0,0.0,0.162578755,0.0,0.919247908,0.0,0.0,0.0,0.0,1.628642058,0.435761878,0.0,0.374032901,0.0,0.189751975,3.983547454,0.155773133,1.415473347,0.806722902,0.0,7.749344205,0.189751975,3.036077457,2.111233256,3.719770839,0.207925122,0.379330818,0.0,0.0,0.173980382,120.3511395,0.701066904,462.8539203,1.31655557,0.547373912,3.892703985,1.420729747,8.002583078,15.68086384,0.0,0.0,0.0,1.864231525,0.0,0.360926627,0.0,2.765949378,0.0,0.0,0.0,0.347802022,7.02525774,0.337289115,0.171749864,3.272199695,1.373372088,0.946856127,0.0,0.0,0.7626196,0.465014411,0.234507493,0.653189164,0.0,0.20443325,0.0,1.051600356,2.691686795,0.438206812,0.0,0.885687842,5.500556553,1.613298538
RNA298_FPKM,3.61078392,0.631122413,0.0,2.275390873,1.747032417,2.607719698,0.228250563,0.216780686,0.0,0.0,0.206903388,0.0,0.123255304,0.0,0.210950398,0.0,0.0,3.178872105,3.584622493,0.77536832,0.975659877,0.0,2.669399728,1.825602658,0.0,0.660102524,1.960304465,0.0,0.0,0.0,0.203008736,6.604264576,0.862597256,0.0,0.0,0.405838768,0.0,0.0,0.610823889,0.881636079,0.0,0.0,0.0,0.202057876,3.440959964,0.0,8.053267071,0.0,1.310178174,0.442260196,0.0,0.0,0.0,0.0,2.269892845,0.228856003,0.0,1.509497729,0.228250563,0.629586835,0.453898622,0.0,1.50198779,0.0,0.0,0.421715101,0.650151229,0.0,0.0,5.321741553,0.0,4.642605804,0.0,0.0,0.837473064,0.0,0.394694454,0.0,0.0,0.0,0.0,0.466268787,1.496914977,0.0,0.963795816,0.0,0.0,4.145073856,0.20064817,1.82359256,0.0,0.0,5.391013087,0.0,1.646963734,0.388471794,7.083856872,0.0,0.0,0.0,0.198798878,0.448003835,1.94070142,0.9032432,4.50596337,0.242355935,0.705068636,1.432822726,5.719788402,5.154736739,6.573449511,0.0,0.0,0.0,3.402223602,0.0,1.162376457,0.0,0.860112666,0.0,0.0,0.0,1.344208776,5.725817036,0.0,0.0,2.918490762,0.442260196,0.522747857,0.0,0.208402688,0.982327257,0.399262677,0.0,0.210435885,0.0,0.131723226,0.0,0.677382695,2.817385604,0.225761095,0.0,0.912801329,7.57494775,0.831419042
RNA3_FPKM,4.832378213,2.303635418,0.692674014,8.153927144,3.347506297,8.127112589,1.499248823,1.898637297,0.0,0.782606827,0.679385303,1.070182623,0.674636087,0.0,0.0,0.466522442,4.485132321,4.17726822,3.6798332,2.54703845,7.479243295,0.919159285,7.490198993,0.999403349,0.0,3.373124968,2.385077074,1.45311809,0.150911812,0.991534032,0.0,4.163596863,2.125049317,0.0,0.0,0.888881097,0.726419671,0.0,0.535091312,2.091827777,0.0,0.0,0.0,0.0,9.043052178,0.0,3.713038271,0.0,3.347506297,0.242232807,0.0,0.921401137,0.438379557,0.0,3.728252058,0.250585662,0.0,6.611596717,1.499248823,0.229855948,0.497214708,0.0,1.409741431,0.0,0.0,2.540247716,4.508819719,0.0,0.0,7.769699622,0.0,2.675610542,0.0,0.0,0.0,0.0,1.296833078,0.0,0.0,0.0,0.0,0.382842799,1.434244793,0.71181827,1.846890642,0.0,0.0,4.106430773,0.658845748,2.99521307,0.0,0.0,12.46212837,0.535245295,3.155763693,1.914458844,2.965949046,0.439912533,0.0,0.0,0.0,0.981232379,11.8064033,0.247305745,24.6700694,0.2653674,2.059012655,0.470604106,7.014956729,4.891826888,15.4492389,0.0,0.0,0.0,2.191393321,0.0,2.800434813,0.0,6.592721544,0.0,0.0,0.0,1.226611067,6.471976773,0.0,0.968652477,6.568906792,3.632655851,3.243792669,0.0,0.0,0.215195432,1.093160326,0.827049493,1.382234281,0.0,0.720985131,0.0,0.988938393,6.407457016,1.35989701,0.532525698,2.248729436,1.873050566,1.820861793
RNA302_FPKM,4.536037301,3.293509728,0.733618029,4.317538728,2.089172488,8.025255616,0.99230415,0.565492668,0.0,0.828866779,1.259270638,1.487580328,1.28600975,0.0,0.917092833,0.37043182,2.514544203,7.741406973,6.430160767,2.360071262,2.715642764,0.365024056,15.38095076,1.19082583,0.0,3.444742318,4.357146357,5.193537773,0.119874113,0.0,0.0,4.351403351,0.750124435,0.0,0.0,1.588566454,0.0,0.0,0.743790164,2.811565183,0.0,1.396584723,0.0,1.405520025,5.985494184,0.0,7.004183941,0.0,11.20533654,0.577092518,0.0,1.097883326,0.0,0.0,4.737930656,0.795887995,0.184830529,4.125971906,0.99230415,0.547606039,0.592279163,0.0,0.0,0.0,0.0,1.283901848,1.696333525,0.0,0.212581289,6.942616908,0.0,4.462903882,0.0,0.0,0.72827615,0.0,2.059969851,0.0,0.39068981,0.0,0.0,0.506879688,0.488212759,0.565492668,0.83812786,4.371404151,0.0,6.694934911,0.174514407,2.220363027,0.0,0.0,17.36532263,0.637580969,2.327560906,5.575702467,0.543637879,0.0,0.0,0.0,0.0,0.584587226,13.69084912,3.3384759,35.26983364,0.0,2.248564394,0.747727847,4.576737288,9.41465679,17.98769795,0.0,0.0,0.0,1.392475756,0.212581289,1.213294242,0.0,5.12946553,0.0,0.0,0.0,3.117698965,8.353178963,0.0,0.19241332,6.768580454,0.961771715,1.212438486,0.0,0.0,10.2530561,1.215545963,0.525481215,1.829712043,0.0,0.11456671,0.0,1.374648837,6.031584674,1.66923795,0.423056545,1.786086621,11.47596874,3.61533464
RNA303_FPKM,4.724780441,6.056480737,0.367916898,1.263166711,6.667430667,10.84967019,0.995403458,0.378085456,0.0,0.415685114,0.0,0.0,1.290004322,0.373394569,0.735998781,0.371550645,1.156000756,12.2022462,2.736314382,5.918281154,2.213217266,2.92934075,7.422943213,2.189673389,0.0,2.303579147,10.83104968,1.543537241,0.120190105,0.39495541,0.0,2.618840006,2.445605078,0.0,0.0,0.354065909,0.192920527,0.0,0.426378897,2.692029907,0.189042728,0.400207477,0.0,1.057380592,11.40716935,0.0,12.01738378,0.0,6.667430667,1.736457769,0.0,0.0,0.0,0.0,4.950467311,0.798470826,0.0,3.762456375,0.79635847,1.647733649,1.584156643,0.0,5.989846012,0.0,0.0,4.415497732,2.835980007,0.0,0.0,25.53392259,0.407799489,2.771223885,0.198519804,0.0,0.365237892,0.823331526,0.688840965,0.0,0.195934911,0.0,0.0,2.033760203,0.816187651,0.567128183,0.21016482,0.0,0.213141659,3.443895995,1.399952382,6.045284587,0.362597618,0.0,18.11512457,0.0,3.232546682,4.914867297,11.8141913,0.584258552,0.0,0.0,0.0,0.0,25.20793475,0.984980385,49.04190618,9.511685753,7.381312257,1.500005026,7.38509444,8.993785201,32.58868529,0.0,0.0,0.0,0.523705376,0.0,2.230987981,0.0,5.35948028,0.0,0.0,0.0,1.172731202,9.023247686,0.189518906,1.929378296,2.121654216,0.964775659,0.760126277,0.0,0.0,0.342774513,0.696813661,0.790720688,1.468242742,0.0,0.229737422,0.0,0.393921496,7.373514108,1.477382255,0.424280107,2.78698687,17.47952763,1.269254261
RNA31_FPKM,8.702987691,7.707759168,0.610016615,2.792063568,2.105317072,10.05671664,1.320088864,0.62687637,0.0,0.229816213,3.390377226,2.355808055,1.306848161,0.825326682,1.626642829,0.0,0.232267216,8.786195038,1.511957008,2.803146888,4.891841804,1.416310093,4.986449128,1.100000322,0.0,2.970128846,4.200001229,0.426418786,0.132896915,1.091338902,0.782603889,7.525037393,1.45525862,0.0,0.0,2.152455794,0.0,0.0,0.471114239,1.133384867,0.209028816,0.0,0.0,0.584301628,8.404737391,0.0,6.334138082,0.388559174,2.105317072,0.213316587,0.0,2.028293277,0.0,0.42316368,6.127624747,0.0,0.0,1.871225965,0.660044432,12.14035297,1.313141028,0.0,0.206948928,0.0,0.0,3.863302272,2.925353034,0.0,0.235675549,8.978889233,0.0,5.889520138,0.0,0.0,0.807297701,0.909847093,1.141861764,0.0,0.0,0.0,0.0,0.337157832,0.541207799,1.044723924,0.929068862,0.0,0.942228478,3.805950771,1.740675316,0.879070025,0.801461814,0.0,18.67285385,0.0,2.977089177,2.809460282,0.803397712,0.129182405,0.0,0.0,0.0,1.296087248,5.82124351,3.265445982,20.6869892,0.0,0.0,9.946299424,8.823566539,7.620474454,16.2304271,0.203905561,0.0,0.0,1.543612337,0.0,2.24151009,0.0,4.02776495,0.0,0.0,0.4446613,0.863913384,6.410694477,0.0,0.426418786,7.190748451,3.198462475,1.51210179,0.0,0.0,0.0,0.577538878,0.291249258,1.825586307,0.404630964,0.380911138,0.0,0.0,5.432648436,1.41504848,0.0,1.539956212,21.20274622,1.001928004
