,IGHV3-21,IGHV1-18,IGKV6D-21,IGHV1-2,IGHV1-3,IGHV3-7,IGKV1-16,IGKV1-12,IGKV1D-42,IGLV4-60,IGHV4-4,IGHV3-64D,IGKV2D-29,IGLV4-3,IGLV9-49,IGLV1-50,IGLV10-54,IGLV1-47,IGLV7-46,IGKV3D-20,IGKV3-15,IGHV1-24,IGLV2-8,IGKV1D-16,IGKV3-7,IGKV3-11,IGKV3D-15,IGKV2-30,IGKV2-40,IGHV2-26,IGHV4-28,IGHV3-33,IGHV4-34,IGHV3-35,IGHV3-38,IGHV4-39,IGKV2D-26,IGKV6D-41,IGKV1-33,IGHV3-74,IGKV1-37,IGKV1D-13,IGHV7-81,IGHV3-66,IGKV1D-39,IGKV3OR2-268,IGLV1-40,IGHV4-31,IGKV2D-30,IGKV2D-24,IGHV1OR15-9,IGHV5-10-1,IGHV3-64,IGLV1-36,IGLV3-25,IGLV3-27,IGKV6-21,IGKV3-20,IGKV1-17,IGHV1-69D,IGKV1-6,AC135068.3,IGHV7-4-1,IGLV11-55,IGHV1OR21-1,IGKV1-9,IGKV1-39,IGHV3OR16-10,AC135068.9,IGLV1-51,IGLV5-48,IGLV6-57,IGLV5-52,IGHV8-51-1,IGHV1-69,IGHV4-61,IGHV3-73,IGHV2-70D,IGKV3D-7,IGHV3OR16-9,IGHV3OR16-12,IGHV3-72,IGLV3-9,IGKV1-8,IGHV2-70,IGKV1D-17,IGKV1D-37,IGHV3-15,IGHV3-13,IGHV3-11,IGHV3-20,IGHV3-16,IGHV3-23,IGHV3OR16-13,IGLV4-69,IGKV3D-11,IGLV8-61,IGKV2D-40,IGKV1OR2-108,IGLV3-22,IGHV3-43,IGLV3-16,IGLV2-11,IGLV3-10,IGLV2-14,IGLV3-12,IGLV2-18,IGLV3-21,IGLV3-19,IGLV2-23,IGKV4-1,IGKV5-2,IGHV3OR16-8,IGHV3OR15-7,IGHV3-30,IGHV1-69-2,IGKV1D-12,IGHV2OR16-5,IGKV2D-28,IGLV3-32,IGLV2-33,IGLV5-37,IGLV7-43,IGLV1-44,IGLV5-45,IGKV2-24,IGKV1-5,IGKV2-28,IGHV4-59,IGHV4OR15-8,IGHV1-58,IGHV3-49,IGHV3-48,IGHV3-53,IGHV5-51,IGHV1-45,IGHV1-46,IGKV1D-8,IGKV1-27,IGLV3-1,IGKV1D-33,IGKV1D-43,IGHV2-5,IGHV1OR15-1,IGHV6-1
RNA431_FPKM,19.74575303,12.10265574,4.852898633,0.793382793,10.04980021,43.59487497,3.500683585,3.87876736,0.0,1.218469977,6.875318476,0.0,3.308108808,0.273562052,6.20089775,0.544422257,0.770016255,41.99434205,24.63167708,16.10678542,7.484375421,3.487844044,81.26207174,2.917098618,0.0,20.25342389,21.99815384,12.72330475,0.176111034,57.30523636,1.037849722,36.32991488,1.378329097,0.0,0.0,9.340402546,0.0,0.0,2.655226677,24.60866189,0.0,14.66335237,0.0,0.516372398,64.81239956,0.629974326,73.42231628,1.545740995,23.44962167,0.565361575,0.0,0.0,0.511580079,0.84183365,38.01390666,9.359641778,1.086419044,19.29712787,2.042134276,0.0,5.513371179,0.0,59.52332364,0.0,0.0,7.009799033,18.83983928,0.0,0.0,47.05581004,0.597536624,25.92735142,0.0,0.0,0.535172364,0.0,3.784885392,0.0,0.287097675,0.0,0.0,0.447081925,15.78690893,2.216513225,1.232084167,3.316437081,1.249535784,23.97165549,3.846499806,12.58880893,0.797206324,0.0,41.60617935,1.874156221,5.526673426,32.03758877,47.14400698,0.513727678,0.312310218,0.808901283,1.016327492,1.145678264,47.96694566,6.350580295,70.76985803,0.619356781,10.2157495,6.59413801,21.35196757,54.03630385,174.831802,0.0,0.0,0.0,13.55977057,0.0,14.56381397,0.0,33.14358826,0.0,0.0,0.0,12.60219051,101.060332,0.0,0.282680787,19.06912185,10.74427231,13.1431076,0.312310218,0.0,1.507009444,7.402426919,0.772480091,4.034133942,0.0,3.19859702,0.0,5.195904558,13.8528153,5.051604156,0.207228397,14.29411372,14.05690893,28.96232014
RNA437_FPKM,9.66509447,6.842192627,0.50814517,0.747594872,8.943297831,10.39008764,2.748811449,0.783284075,0.0,4.018252299,3.986663565,0.0,2.374912438,0.515710607,1.270103402,0.513163888,3.337629012,15.06159766,7.556401726,4.202615588,2.820760085,0.758508666,21.30265122,1.649174547,0.0,2.915459874,7.60891503,2.131331675,0.0,0.272744586,0.0,4.580231146,0.779367654,0.0,0.0,1.711302744,0.0,0.0,0.735796447,8.673127194,0.0,0.0,0.0,0.0,16.85612133,0.593803927,19.14621364,0.0,4.208705587,1.864881195,0.0,0.0,0.0,0.793249521,3.554451697,2.480464299,0.255949969,7.792615097,1.099356096,0.0,0.54692467,0.0,9.304562233,0.0,0.0,3.30242456,6.526300509,0.0,0.0,16.29280622,0.0,5.297914834,0.274183871,0.0,0.0,0.0,0.475586669,0.0,0.0,0.0,0.0,1.544405771,1.352251581,0.783284075,5.514188893,0.0,0.294378717,4.755138012,2.899478971,2.855584873,0.751197739,0.0,13.94967755,0.588757435,5.951451217,1.169982639,6.776084486,0.322719526,0.0,0.0,0.0,0.0,18.18259165,4.351933787,28.43041613,0.291897998,5.662112564,2.58890867,7.441111345,9.520674504,21.43669697,0.0,0.0,0.0,1.205272138,0.0,1.680291048,0.0,8.880321842,0.0,0.0,0.0,1.889100431,11.56909332,0.523504722,2.131331675,3.710675985,2.397782155,2.09909238,0.0,0.502008151,1.420018175,0.961936584,0.545966833,1.773911381,0.0,0.634437564,0.0,0.816091785,7.831773967,2.991919746,0.0,4.672895222,15.30528776,4.005876402
RNA44_FPKM,1.49609653,2.15760612,0.0,2.699839839,2.035983818,4.114504694,0.0,0.0,0.0,0.0,1.928569803,0.911336835,0.574438291,0.0,1.376324221,0.0,1.797102393,4.742129781,2.088866514,1.084295967,4.002798684,0.391264726,4.666457497,1.276485993,0.0,4.513359741,2.436927804,4.330338762,0.0,0.0,0.0,5.037920702,1.809521767,0.0,0.0,1.892267313,0.0,0.0,0.0,1.095948054,0.0,0.0,0.0,0.941702117,8.341402215,0.459456579,4.742129781,0.0,4.275524347,1.031043087,0.0,4.31521224,0.0,0.0,1.269767645,0.853320697,0.0,6.634638819,0.425422758,1.36962678,0.846583955,0.0,2.200543555,0.0,0.0,0.0,1.818614841,0.0,0.227775924,16.95206702,0.0,2.506001443,0.0,0.0,0.975987388,0.351881406,0.552167051,0.0,0.0,0.0,0.0,0.978119874,0.0,0.0,0.224594696,0.604702825,0.0,2.024298648,0.0,0.680130873,0.0,0.0,16.19551128,0.683560911,0.767784971,1.63019979,2.525189159,0.249704662,0.0,0.0,0.0,0.0,9.449221852,1.89478719,44.41069077,0.225856464,2.629491582,1.202340044,1.919916994,4.645724352,21.52483871,0.0,0.0,0.0,1.492625308,0.0,0.433449602,0.0,2.291089627,0.0,0.0,0.0,2.088866514,7.577032199,0.0,1.031043087,3.627907558,2.062086174,0.649902834,0.0,0.0,0.0,0.372244913,0.0,0.784638787,0.0,0.613903518,0.0,1.473603682,2.020637206,0.736801841,0.0,1.489197372,11.39089445,0.968932058
RNA441_FPKM,10.09664072,12.6691766,1.137412738,4.27610267,12.16900587,12.44047544,0.615246172,1.558401621,0.0,6.639167565,8.552205341,0.0,3.322653773,0.38471969,2.843254202,0.0,1.732524707,19.62020112,5.034225581,9.059486375,7.366935649,3.018218224,19.7943574,0.0,0.0,10.48212361,8.2226908,3.777053187,0.0,3.052207266,0.0,11.33243233,1.550609613,0.0,0.0,1.641799677,0.0,0.0,1.647154346,2.641519184,0.0,2.061930533,0.0,0.181548051,32.57834135,0.0,18.85813779,1.630291735,2.747772027,0.39754368,0.0,0.0,0.17986315,0.0,6.936688715,2.467713304,0.0,11.82309075,1.025410286,0.0,3.26444129,0.0,7.328610662,0.0,0.0,4.549280761,11.29798378,0.0,0.439212564,26.50714524,0.420168117,12.51863038,4.091218366,0.0,0.0,0.0,2.306290465,0.0,0.0,0.0,0.0,1.152441754,3.531654617,4.285461799,5.197362657,0.0,0.658818847,4.967541432,3.425699403,6.556328798,0.933988164,0.0,30.32931307,0.439212564,7.216282825,14.31830873,4.307088922,1.083485812,0.0,0.0,0.535859569,1.208316389,19.96355464,5.885697967,56.6997485,6.751063648,2.323724518,11.59052694,18.50795018,13.2816995,29.39726017,0.0,0.0,0.0,8.094544338,0.0,6.896012652,0.0,13.36307105,0.0,0.0,0.0,3.624752534,15.93725702,0.0,0.79508736,12.24129909,2.385456194,3.28907632,0.0,0.0,0.353170923,3.050946083,0.0,2.836319435,0.0,0.355058096,0.0,1.420740386,19.2845781,3.856153778,1.020155691,7.793919276,14.05608882,4.296710394
RNA442_FPKM,14.60375134,18.80582973,0.58297788,10.67473543,9.458167388,7.763964725,1.682299575,1.997155463,0.0,0.658668378,9.721566879,3.377731334,1.589799776,0.0,1.554790316,0.196245229,1.110150663,12.69472539,6.813289025,5.35882769,5.934652205,1.160463757,12.91491231,1.05151134,0.0,5.677665786,4.215378195,1.630536511,0.126963766,1.669053122,0.0,9.774598663,2.980847903,0.0,0.0,2.992514067,0.0,0.0,0.562990491,5.010405867,0.0,1.902629141,0.0,1.489248804,19.87201473,0.0,18.94444764,1.671468591,4.427263501,0.203793122,0.0,2.520440307,0.184406769,0.404474899,11.50496147,2.741062403,0.195761866,11.92320486,1.682299575,14.50516084,0.836624396,0.0,4.547881593,0.0,0.0,1.360464356,6.391047631,0.0,0.0,8.37795762,0.0,4.503500705,0.629123886,0.0,3.858581915,1.3914863,2.546590031,0.0,0.0,0.0,0.0,1.288954743,1.551818995,1.198368352,2.886537782,0.747126478,1.125980982,7.093974551,2.403210525,7.226182134,2.681589984,0.0,23.92015385,0.450307748,3.225054406,2.864456033,12.28810124,0.370245268,0.0,0.0,0.732528273,1.238832738,14.70535447,1.456622832,20.36651939,0.66976953,6.497761095,7.39429348,12.43979477,3.166804281,23.49187875,0.194802249,0.0,0.0,6.086116647,0.0,4.499433329,0.0,9.398191376,0.0,0.0,0.0,2.684105262,16.85085401,0.600599377,0.407586244,4.781272476,3.464866144,2.248201704,0.0,0.191979028,0.362092563,0.735919607,1.392062827,4.846846428,0.193380335,1.334881209,0.0,1.248561791,9.187177891,5.930424074,0.597588854,2.523350555,32.20060139,5.937729252
RNA449_FPKM,14.51150997,16.70426512,1.302374697,19.52614004,8.861936366,9.733295686,1.00658789,0.764728789,0.0,3.363324672,6.022002942,0.0,0.9783604,0.944144472,6.698005917,0.0,2.763273709,10.09647243,5.336706858,5.130205244,4.820554309,4.258564677,22.81440288,1.811778519,0.0,6.794468254,11.72205942,2.731647442,0.121610486,2.995986002,0.0,20.30440792,2.473224095,0.0,0.0,1.432469213,0.195200422,0.0,0.970045723,4.018729468,0.191276795,2.631089462,0.0,0.891077804,26.91729886,0.86960588,15.89252697,3.555983385,5.779598313,0.780415533,0.0,0.0,0.529719706,0.0,15.61996639,0.605594677,0.374830121,7.609616195,0.603992575,8.516946143,1.40176645,0.0,9.843490675,0.0,0.0,0.558213187,3.632745539,0.0,0.215660522,17.60603779,0.0,9.0541156,0.0,0.0,1.847039914,0.666000127,1.567167689,0.0,0.0,0.0,0.0,1.43965203,4.621876366,2.868016751,6.802017772,1.430414369,0.0,7.836010756,2.477540703,8.204979042,2.016947733,0.0,34.52551142,0.646768253,5.448547335,7.026969916,0.367587026,0.354517381,0.0,0.0,0.0,1.976572583,18.64387029,2.788854718,37.29141566,7.695180956,5.183790494,3.160217793,18.97376859,12.88497705,33.80516097,0.186588638,0.0,0.0,13.59503263,0.0,9.23001806,0.0,12.03242515,0.0,0.0,0.0,4.743695966,13.36177577,0.0,0.390207766,11.30007536,2.731647442,2.920874191,0.0,0.367587026,0.5200665,1.409257906,1.066198626,2.784074797,0.0,0.348563654,0.427545306,1.792807016,14.33989456,3.78490242,0.429152619,14.49462656,17.24580243,5.501063454
RNA454_FPKM,14.65884725,10.80970515,0.722378884,1.653287828,12.46699309,18.09456154,2.605486741,1.237394871,0.0,1.088309561,2.361808125,0.0,1.829038502,0.0,1.685625977,0.0,12.24236795,21.29489031,6.651288914,6.418425158,5.347773839,4.073710493,37.9097369,12.76705601,0.0,5.024867286,10.6945486,6.566015979,0.0,1.550934192,0.0,25.82192921,1.969840305,0.0,0.0,2.549150789,0.0,0.0,2.092573862,5.201255641,0.0,0.785779158,0.0,1.153356343,19.90746942,0.281471707,24.68270861,0.460135201,5.984091233,4.04046132,0.0,0.0,0.228573312,0.250674548,18.66115905,1.045008119,0.727716659,15.26568531,3.387108337,1.677423417,4.406039506,0.0,13.96488381,0.0,0.0,4.334499046,9.403412276,0.0,0.279079596,8.861452757,0.0,11.43912479,0.0,0.0,0.478004529,0.862074532,1.352187476,0.0,0.0,0.0,0.0,1.863300066,2.350084784,0.9898695,2.475862822,0.0,0.557897637,16.90318857,0.916204793,8.745298408,1.186706406,0.0,38.52921223,0.557897637,7.756962426,3.992815563,32.82966817,0.917555787,0.0,0.0,0.680767197,0.0,18.71302125,11.60203956,31.84961816,0.0,10.46613946,3.762792258,10.71090464,11.37927966,18.48949313,0.241458572,0.0,0.0,15.99584744,0.0,2.920186214,0.0,11.08356334,0.0,0.0,0.263409352,5.116228509,25.09669682,0.0,4.798269763,12.77386306,4.04046132,3.183393768,0.0,0.0,1.121829518,2.735889312,0.34489994,1.921795419,0.0,1.202955911,0.0,2.320311232,5.196640888,4.640864162,0.370183959,10.16156927,6.975159021,5.221152219
RNA455_FPKM,7.221111496,7.573360838,0.223290518,8.541263915,3.00565996,10.40689598,1.208013517,0.458923728,0.0,0.252281276,2.190067671,0.0,1.043723678,0.90645977,0.893162072,0.0,1.020400244,3.590204299,0.948839708,1.02613283,2.272814571,2.8886513,7.06582761,0.72480811,0.0,2.562714389,6.918622869,1.17084387,0.0,1.198501599,0.0,16.52764294,1.141572773,0.0,0.0,2.578611441,0.0,0.0,1.034853506,2.800451096,0.458923728,2.914653889,0.0,1.069389015,7.286634723,0.0,7.180408599,0.640134265,2.312046123,0.0,0.0,0.0,0.0,0.232381226,5.287284424,0.726730678,0.0,3.881347429,0.483205407,5.999506546,0.48066222,0.0,0.0,0.0,0.0,0.893162072,1.606233048,0.0,0.258713376,8.451747011,0.0,8.537541421,0.0,0.0,1.994981546,0.399675369,1.880852167,0.0,0.0,0.0,0.0,0.0,2.179141086,0.458923728,0.510200122,0.343330157,1.034853506,4.597638629,2.123856322,2.510012017,1.320373328,0.0,14.79816558,0.0,1.961652498,1.645510304,0.441187545,0.0,0.0,0.0,0.210428161,0.474419854,6.84943664,3.107946817,23.17222346,0.0,2.488442013,1.972152299,8.236281017,3.820402907,15.61705504,0.0,0.0,0.0,4.449750021,0.776140129,1.230806225,0.0,4.553281717,0.0,0.0,0.0,1.897679415,5.475638142,0.0,0.468337548,1.201655551,0.936675096,1.106979659,0.0,0.0,0.0,0.634207096,1.279521147,2.672950884,0.0,0.139428736,0.0,0.0,5.048161008,2.749337569,0.514995236,2.657629737,17.59250959,5.501555534
RNA456_FPKM,4.573269419,4.196724237,0.200307701,0.392929735,2.696655126,6.859738166,0.433470105,0.0,0.0,1.358084151,0.392929735,0.0,1.053434303,0.0,0.200307701,0.404572098,1.945465835,3.22102291,2.766698117,2.025454102,2.224554129,0.996838474,5.229999734,0.0,0.0,1.254149139,2.689845391,1.050514392,0.0,0.0,0.0,2.091246115,1.024251532,0.0,0.0,0.964001442,0.0,0.0,0.23208456,1.814614608,0.0,0.653663695,0.0,0.0,2.832922274,0.0,4.026366308,0.382831074,2.904062341,0.210066281,0.0,0.0,0.0,0.208462722,1.724942532,1.521358919,0.201787807,2.253317689,1.300599107,0.0,0.862565166,0.0,1.630542692,0.0,0.0,0.200307701,1.441086212,0.0,0.0,6.10831645,0.0,1.392709526,0.0,0.0,0.19884915,0.0,1.125003347,0.0,0.0,0.0,0.0,1.439430777,2.310583026,0.411687687,0.0,0.0,0.0,2.062533353,0.190525232,2.251963583,0.0,0.0,5.121026388,0.46416912,2.151138605,0.922749128,0.0,0.127214052,0.0,0.0,0.0,0.42558883,9.422721593,1.286980269,20.99379191,0.0,1.339581642,0.816655253,4.998696649,3.42760346,11.11779189,0.0,0.0,0.0,0.950581468,0.0,1.325138713,0.0,3.384807834,0.0,0.0,0.0,0.851363021,5.614526793,0.0,0.0,1.848219784,0.630198844,0.827678006,0.0,0.0,0.0,0.189643171,0.143477845,0.799450642,0.0,0.3752329,0.0,0.858049118,1.852773899,0.536257347,0.0,4.335267427,4.642297698,1.382053765
RNA457_FPKM,7.228702687,9.546819456,0.985211081,16.42645264,3.351714249,7.496428209,1.218221953,0.578502385,0.0,1.590082521,1.380359407,2.446003485,1.644599636,0.285662468,1.407359102,0.142186194,2.41177321,13.2943038,4.634844225,3.492519276,3.255767202,3.081123406,20.82016775,0.304555488,0.0,2.643106558,6.250370894,2.361476401,0.0,0.755457632,0.135495079,5.208591473,0.143963521,0.0,0.0,1.354376171,0.0,0.0,0.815311434,5.393319798,0.0,2.296380932,0.0,1.213286433,15.61507858,0.493449666,10.46575406,0.268976576,3.497376442,0.147654894,0.0,6.879299506,0.0,0.585862466,10.75488031,3.053633277,0.283551661,6.763477058,0.761453327,4.901846656,1.514762823,0.163131469,2.577357639,0.0,0.0,0.562943641,5.495772654,0.0,0.163131469,15.53721575,0.156058018,5.707249223,0.759444215,0.0,0.838266805,0.377915499,1.053748051,0.0,0.0,0.0,0.0,1.789090714,2.871859281,0.867753577,0.643139523,0.973822005,0.163131469,5.663951657,0.937096121,2.190481545,0.832207045,0.0,15.98927619,0.0,3.846557622,4.018952763,5.978615638,0.446939996,0.0,0.0,0.663201285,0.598036231,23.02463912,7.986274206,14.31877505,0.0,1.725327742,3.442185285,9.161029387,12.38373599,23.11016903,0.282161702,0.0,0.0,1.602626096,0.0,2.327329462,0.0,6.887709079,0.0,0.0,0.0,5.531898572,16.76304735,0.0,0.5903691,5.193564345,1.771107301,1.627987519,0.0,0.0,0.524473688,1.332430261,2.217761331,2.386734646,0.0,0.35151748,0.0,0.452113568,9.111473918,1.356148915,0.216394689,3.35011037,3.587370312,4.993242269
RNA466_FPKM,15.11083898,19.21553042,1.787216224,2.72679912,13.98222999,12.4662989,1.074348671,0.816250346,0.0,1.346242976,9.738700182,2.991045533,0.232103314,0.20157856,2.184459058,0.20058311,0.340267428,14.56777554,7.805511432,3.650371214,6.615300323,3.557038615,8.012135659,1.289259146,0.0,3.107937226,10.2551464,4.373465,0.0,5.116227895,0.382287811,18.46775785,2.842688083,0.0,0.0,2.484327231,0.208297845,0.0,0.575217844,3.459146487,0.0,1.944072967,0.0,1.711876898,16.63285181,0.696089937,7.982384228,2.846521946,5.346215564,0.0,0.0,2.377268084,0.0,0.826635211,10.47316267,2.585357864,0.0,8.934245046,0.429820951,5.533212813,0.427558735,0.0,8.889796066,0.0,0.0,0.0,3.265194855,0.0,0.690174159,13.15392558,0.0,7.132744887,0.214343429,0.0,1.577027368,0.888629754,2.787897924,0.0,0.0,0.0,0.0,1.975598474,1.585621335,1.224472255,3.630021096,1.679405554,1.150435687,8.549588874,2.644361007,4.979675742,0.978563368,0.0,17.86104665,0.230130764,10.27367411,4.024347993,7.062711939,0.0,0.0,0.0,0.187180092,0.843812046,18.88374959,5.315494733,27.67959665,0.22819146,4.204847495,1.619069626,10.34102296,7.280745375,29.28761142,0.0,0.0,0.0,5.841900105,0.0,7.443370413,0.0,14.2309439,0.0,0.0,0.0,9.91514155,16.52242431,0.0,0.208297845,9.312935584,2.707279675,1.804936879,0.0,0.392445216,0.554969198,1.316148419,1.280160132,2.377268084,0.0,0.991962253,0.0,0.425320208,9.183251704,4.464955103,0.0,26.21398534,7.592788282,5.675630424
RNA469_FPKM,24.28960914,23.07464549,28.68246425,3.811561124,10.34684647,8.624583221,1.802064613,1.141005735,0.0,0.627237959,1.452023285,0.0,1.405610398,0.0,2.035583988,0.186880775,0.739953905,14.31872379,7.863351588,6.97320691,25.85606566,1.657373294,7.612438929,0.400458803,0.0,3.668488677,13.95195385,6.209991414,0.0,0.595958376,0.890431926,5.794856996,1.513734275,0.0,0.0,4.451975659,0.0,0.0,0.214409954,40.22778087,0.0,1.811650063,0.0,1.240765799,6.038625595,0.0,39.79500196,1.945219279,10.73007033,0.776273987,0.0,0.0,0.175607224,0.0,4.182686813,0.0,2.237045727,19.29972106,0.0,3.314746588,1.792580063,0.428819908,3.388957332,0.0,0.0,4.626136076,2.472179092,0.0,0.214409954,61.28732008,0.0,7.075306983,0.0,0.0,0.551116848,1.656164415,1.558765272,0.0,0.0,0.0,0.0,2.454598569,2.134332492,1.331173357,0.634246205,0.995877813,0.214409954,2.771138261,0.52804684,2.880255492,4.741629804,0.0,29.95860022,1.286459724,5.418909842,2.386518001,8.043809701,0.470103812,0.428819908,0.0,0.0,0.393177734,46.35693934,1.981327585,35.58327399,10.41733367,4.124616553,3.645907824,4.215970793,4.221413937,19.835673,0.185506651,0.0,0.0,2.458501143,0.0,2.856102406,0.0,5.498496029,0.0,0.0,0.0,13.56422564,15.72046008,0.0,0.0,11.52343503,0.776273987,3.363695987,0.0,0.0,0.0,0.876003631,1.325511624,3.138229595,0.0,0.924417878,0.0,1.981327585,2.662346715,0.990663793,0.0,19.62206765,18.653223,3.282797223
RNA47_FPKM,2.817325809,0.393876472,0.394839495,1.16198572,1.226703912,6.761321525,1.495589191,1.014681811,0.0,1.78485465,0.774721083,0.686328676,0.576919087,0.0,0.197517528,0.0,0.90239858,2.182779867,3.356246187,3.266795776,4.385231143,0.392918135,6.873279766,1.495589191,0.0,4.326525875,3.874820214,1.035495797,0.0,0.0,0.0,3.935030494,0.807646729,0.0,0.0,0.570056524,0.0,0.0,0.228738461,4.265084974,0.0,0.0,0.0,0.0,4.510633359,0.0,2.579559605,0.0,1.022388255,0.414075265,0.0,0.984983807,0.0,0.0,1.912689652,1.071202549,0.0,9.085675771,2.991178382,0.392918135,1.700308904,0.0,0.0,0.0,0.0,0.394839495,3.246620055,0.0,0.0,7.681627056,0.0,6.177184669,0.0,0.0,0.588043744,0.0,0.184861943,0.0,0.0,0.0,0.0,0.873131599,0.175237894,0.0,0.0,0.0,0.686328676,3.696140672,0.0,0.682999348,0.389130972,0.0,7.851658104,0.228851754,0.771023131,1.273271879,1.170405906,0.87784583,0.0,0.0,0.0,0.0,7.874105696,0.845703381,11.4511602,0.0,1.540416115,1.07328469,3.213395485,2.895864781,23.26755467,0.395807239,0.0,0.0,0.374685275,0.0,2.394586,0.0,2.645993584,0.0,0.0,0.0,2.097679836,1.556364171,0.0,0.82835562,7.59028888,1.242430885,0.97888494,0.0,0.0,0.0,0.373817948,0.14147928,0.197035778,0.0,0.0,0.0,0.0,2.637891355,0.317112595,0.0,1.068368679,14.41335536,0.583792825
RNA471_FPKM,14.38594588,10.05842203,0.398036473,5.205032938,3.709159243,13.1239964,0.861359352,0.545337784,0.0,3.447566594,0.520490259,0.0,0.542630508,0.269353343,1.857414941,0.0,0.378899383,8.39944029,5.073907265,3.658113398,5.156217493,1.188298668,11.23039724,0.430679676,0.0,1.52266784,4.795976709,1.391380187,0.0,0.712052384,0.127641224,3.651074111,0.949603388,0.0,0.0,2.04277118,0.0,0.0,0.691771604,4.437116884,0.0,1.587462216,0.0,0.889558209,10.82368487,0.0,10.79926129,0.0,3.297015148,0.5565242,0.0,0.0,0.25185475,0.276207117,6.28300835,0.287929435,0.0,3.662794752,0.430679676,0.0,0.856825881,0.153675695,2.6996929,0.0,0.0,1.592012992,3.408463578,0.0,0.307505374,18.13402179,0.14701225,4.15047564,0.286410019,0.0,0.131668739,0.831162703,1.117598976,0.0,0.0,0.0,0.0,0.806602423,1.530228179,0.545337784,1.667278752,0.306009243,0.307505374,4.470147133,1.892861003,4.015236315,2.484276311,0.0,20.47405523,0.153675695,4.40311432,1.955355296,6.029209106,0.337025525,0.153675695,0.0,1.000204783,0.422849136,9.902890287,1.70453747,12.41837099,0.762056063,2.217793545,7.932127412,8.636008702,6.161311481,11.80065733,0.266052444,0.0,0.0,1.007166765,0.0,1.023831147,0.0,6.338385851,0.0,0.0,0.435285876,1.832299196,6.971681543,0.0,0.278331787,8.873757191,2.226096799,1.863595208,0.0,0.131032658,0.741671606,1.758524793,1.805559841,1.455819008,0.0,0.497089824,0.0,0.568179157,3.681200756,1.988698196,0.306009243,3.588805566,13.52731077,1.43827902
RNA476_FPKM,30.53486712,13.16058849,0.659627156,2.587889753,10.70058659,24.05131883,0.951711792,0.903887078,0.0,3.478091514,2.372377988,0.0,1.156232172,0.446223217,3.078408626,0.666141992,1.004880048,17.23503063,6.774043278,10.50885014,2.645044293,0.875296976,22.43933506,0.951711792,0.0,2.982422392,6.358704827,10.14601076,0.0,1.180093079,0.0,27.95998072,1.57383641,0.0,0.0,1.057918737,0.0,0.0,0.509556738,8.273026008,0.0,5.740402124,0.0,1.263641718,15.30741579,0.0,13.47862612,0.420158777,10.70058659,1.152860162,0.0,0.0,0.625957092,0.0,7.809878208,0.476997232,0.0,8.093853065,0.0,7.001932284,0.0,0.0,6.934911986,0.236114306,0.0,1.319254312,3.163490271,0.0,0.254842919,13.87105728,0.0,4.585623345,0.474480096,0.0,2.619296182,0.196848032,2.675307958,0.0,0.0,0.0,0.0,1.701444768,4.096556502,0.0,3.014385551,1.859551919,0.0,11.31859455,0.627412806,6.274320759,0.433320377,0.0,23.10722231,0.254842919,7.082944437,4.051000319,8.689102133,0.0,0.0,0.0,0.0,0.23366117,24.28133133,4.943750124,62.86222128,22.98810967,2.940463289,2.539628961,8.587642509,7.165912914,33.09728629,0.0,0.0,0.0,14.60594745,0.0,2.908760181,0.0,9.351781849,0.0,0.0,0.0,7.941875649,16.75379012,0.906163872,1.152860162,7.099842555,2.305954028,1.99854873,0.0,0.651660644,0.819469379,2.70627217,1.102512371,1.316036618,0.0,1.098464297,0.0,1.17700383,12.20167404,4.237619406,0.0,6.423753189,10.19061837,8.234624536
RNA479_FPKM,7.27907741,5.95838584,0.373342708,0.0,5.024928332,4.615922538,0.0,0.191830613,0.0,0.632723071,1.46454798,0.0,1.199660371,0.0,0.560014063,0.0,1.066220217,8.065603081,2.379508684,1.71553635,3.454360523,0.557288933,6.201841141,0.201980381,0.0,1.557950275,2.891809583,1.370174164,0.0,0.801559936,0.179643727,6.907902827,0.19087146,0.0,0.0,1.975911199,0.0,0.0,0.21628494,1.820797293,0.0,2.233410265,0.0,0.178802304,5.075984762,0.436277622,3.751418553,0.713538167,2.705843066,0.783062399,0.0,0.0,0.177142886,0.0,4.419801366,0.81006455,0.0,1.52679127,0.605941142,1.300165265,0.200917326,0.0,3.987999838,0.0,0.0,0.560014063,1.150802362,0.0,0.0,3.532468338,0.0,2.811499794,0.201447451,0.0,0.370624194,0.33412947,2.795041226,0.0,0.0,0.0,0.0,0.309521286,1.324764659,0.383661225,1.919176234,0.0,0.0,2.795041226,0.532664539,1.613982401,0.735889965,0.0,6.715179478,0.0,2.00420587,1.89135644,3.87240564,0.0,0.21628494,0.0,0.0,0.0,5.343859648,0.999327014,10.63454656,0.214462314,1.040171442,1.6486037,7.89736371,3.041488747,12.20321328,0.0,0.0,0.0,3.896808629,0.0,0.617373994,0.0,4.676211473,0.0,0.0,0.0,1.189660624,4.250207048,0.0,0.391531199,4.16145196,1.565939764,0.46271869,0.0,0.0,0.521744309,0.0,0.534841218,0.744864233,0.0,0.582813617,0.0,0.999327014,2.685447264,1.698667015,0.0,3.433284655,8.218010013,0.551917474
