,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,Diagnosis
RNA213_FPKM,0.074351471,2.051708953,0.4405087,1.683297427,16.31492909,1.89201814,2.203787983,0.451099665,0.173889363,0.30539049,0.289616124,0.335709374,0.258980843,0.031955773,2.764126977,0.12134791,3.946099009,2.055507346,0.056993406,1.931485391,0.759983217,0.548611355,0.236774921,0.0800729,0.29939829,0.618934741,0.350469483,4.378807828,0.714229647,0.06090949,0.617750242,0.034280718,0.350070641,0.134006824,0.224240259,0.878225957,0.185065593,1.78160341,1.689047857,0.15094069,0.737110934,0.605942272,5.929418799,0.456371413,0.6686357,1.189392166,1.441891388,9.093936528,0.338045118,0.797435446,0.501607569,3.077051484,0.564432366,1.647908572,0.480995493,0.165439527,0.029240188,1.008485569,0.03092291,0.893739418,0.224368772,7.485472265,0.322673157,0
RNA219_FPKM,0.044172475,1.25941165,0.380337895,1.455984902,14.34964392,1.056468924,1.120111386,0.597702614,0.024935639,0.317508768,0.19016392,0.0,0.166296502,0.049835728,2.311857341,0.157703934,2.507691273,1.232007527,0.0,1.195245591,0.661474827,1.140761882,0.0,0.124875439,0.152456962,0.428963101,0.312308135,4.264395729,0.409337506,0.0,0.689813287,0.0,0.311949801,0.417973149,0.188002723,1.095625117,0.132273215,1.190722256,1.203523051,0.117697654,0.431051245,0.329977646,10.55928749,0.751199717,0.737578859,0.741903756,0.75482391,6.862607471,0.13179179,0.616463321,0.312907191,4.848101623,0.817941394,2.20979287,1.083428423,0.034400875,0.015200238,0.799223209,0.208974807,0.323187616,0.12959084,5.122323695,0.208220187,0
RNA23_FPKM,0.086543607,2.096658305,0.539876486,2.276619013,10.68350679,1.851996312,2.493771351,1.207073061,0.329763623,0.414713071,0.605435747,0.350442128,0.543014505,0.0,4.106177788,0.154479177,4.890535326,2.61673781,0.348280647,2.513501215,2.816975641,0.558584699,1.554068674,0.285422772,0.752962914,1.05055911,0.475906994,4.935448446,0.69941966,0.062016779,0.699035872,0.0,1.466828078,0.604433067,0.250474561,0.775168604,0.188474445,1.684824383,1.691190875,0.230572758,0.0,1.087284837,4.640894843,0.426048962,0.873295991,1.938104469,1.562195022,9.200636412,0.588138781,2.51968825,0.71526019,4.710374575,2.334148255,5.837544111,0.517081093,0.572880545,0.074447103,1.128093778,1.181046048,0.791494651,0.321597827,3.522208535,0.181310759,1
RNA246_FPKM,0.09550649,3.066274791,0.328953013,2.191613149,21.61970513,2.170100448,1.497184175,0.636244007,0.145571343,0.396649611,0.397464692,0.362226209,0.404082446,0.0,1.775267167,0.272780717,5.447167742,3.413537817,0.204982064,2.012368406,1.128314542,0.493340251,0.449476806,0.1439948,0.291180939,0.463761525,0.375145745,5.664630867,0.469299006,0.0,0.843469529,0.0,0.413691394,0.464776832,0.243903101,0.701917751,0.166400836,3.947656226,1.057980687,0.305369542,2.568227928,0.648606159,3.998622811,1.025835397,0.596617307,1.376909072,0.671226636,6.849897884,0.329283268,0.404478187,0.0,6.066199149,1.983879873,3.135251598,0.672753104,0.178526333,0.0,1.256119688,0.570015178,0.384344429,0.231632886,4.472852951,0.370178984,1
RNA253_FPKM,0.109816488,2.809042893,0.478600701,1.239134002,16.69673283,2.820179836,2.075950474,0.466388036,0.148786205,0.421003179,0.457026095,0.373120179,0.614264118,0.033045778,3.932181193,0.0,5.229124782,2.916700824,0.088390787,1.854322575,1.132933958,0.567028432,0.326411586,0.041402085,0.385355643,0.497712544,0.431373837,6.334570629,0.530165323,0.062954244,0.827936128,0.035450027,0.506706668,0.395874523,0.272976694,1.634393097,0.191341426,3.223525633,1.187088515,0.273095113,0.857333544,0.56682925,4.938376436,0.589771783,0.701860115,1.245074901,0.919830543,8.618687075,0.131062749,1.35295968,0.311176263,5.295676931,1.750683217,2.913701068,0.524934854,0.239462143,0.04534846,1.264881574,0.591495419,0.40175676,0.412405682,4.261437154,0.51768291,1
RNA26_FPKM,0.139197644,3.035858604,1.410552281,1.397072377,12.90278693,3.110214584,1.176576342,0.975580673,0.052385295,0.667028849,0.29962516,0.348277032,0.981543215,0.017449318,2.882378932,0.331307618,7.550439638,4.798641238,0.809146349,2.393864569,2.074845873,0.599133916,0.632084272,0.021861738,1.134350071,0.938745252,0.91125452,14.13772497,0.479978431,0.19955625,0.199886031,0.0,1.507320005,0.418136408,0.655649563,1.385310883,0.315775284,2.432007501,1.979227632,0.247261616,0.503089548,0.063020338,6.775027549,1.162836742,1.125931411,3.588125557,0.982743824,18.40287083,0.153817145,2.41155424,0.219120588,4.362101039,4.576166467,5.085832166,0.23345,0.252945192,0.079832417,1.119371196,2.380852693,0.297044601,0.980101008,4.966799407,0.243018437,0
RNA277_FPKM,0.039463468,1.300708411,0.388320732,1.400780723,5.811488204,2.351245558,2.971631266,0.164293435,0.037123705,0.462232226,0.264262305,0.228643754,0.320705875,0.0,4.889897194,0.112713525,4.473677554,3.220738768,0.070596617,1.442701204,0.634713316,1.359108288,0.488693083,0.123941453,0.272392515,0.780643921,0.227330548,4.500876758,0.453574331,0.0,0.509991236,0.0,0.470661956,0.64011505,0.19258708,0.676695563,0.186205719,1.260754718,1.104560318,0.140200662,0.0,0.786083786,8.498459099,0.376734722,0.556213022,0.828491837,1.55761844,10.47116181,0.523279829,1.544556161,0.24853259,4.875486596,0.762485262,2.188551683,2.183987925,0.163897877,0.036219248,0.880339372,0.114890491,1.94885372,0.205816379,6.864187392,0.20667746,0
RNA288_FPKM,0.04100356,1.696017338,0.266568452,2.092113525,10.09591226,1.199939046,1.654006613,0.460892324,0.133082285,0.196468421,0.220639387,0.275355931,0.455702194,0.030831506,0.862340737,0.146381919,1.372955157,1.315571059,0.21998463,1.952553691,1.330266924,0.529310127,1.1424567,0.0,0.442210345,0.90692581,0.177149252,5.77856756,0.804063516,0.0,0.861058877,0.049630969,0.772110858,0.535745145,0.22685292,0.90395023,0.256707742,1.412204877,1.51998029,0.07281515,0.711287302,0.0,3.602496565,0.403673598,1.039224254,1.047282781,1.154539333,8.929223148,0.489301606,1.913852279,0.290487143,3.762238654,1.782478707,2.189366362,1.21191709,0.223503306,0.02821146,3.980326884,0.343170795,0.599939982,0.264626194,5.303048016,0.182529233,0
RNA29_FPKM,0.039855133,3.185758034,0.182097836,1.819010892,16.39168208,2.088355906,0.964695745,0.489519357,0.033747709,0.445629349,0.314558983,0.495978467,0.478716187,0.07494145,6.667355776,0.199206314,1.91857985,1.003421111,0.668322398,1.279775455,1.094215748,0.514632895,0.937824988,0.0,0.389754532,0.88162794,0.422692314,2.776226346,0.438059835,0.057137037,0.622415158,0.096472586,0.469110678,0.431014899,0.227308534,0.622443805,0.162743264,0.895285936,1.317359395,0.141592119,0.734628636,0.0,3.038514133,1.07021526,1.043755167,1.04597228,1.6787023,10.47604214,0.739902906,1.093263406,0.0,2.904336539,1.460012162,2.150696592,0.952518431,0.279347337,0.0,2.186656822,0.69620007,0.656119144,0.420937843,5.55513278,0.281814859,0
RNA295_FPKM,0.09064702,2.145370999,0.363190948,1.425060242,13.64068423,1.899951123,1.797181042,0.317035128,0.040936649,0.34752759,0.195125101,0.143249776,0.279522721,0.054543291,1.578541237,0.077682222,4.904452267,2.559689192,0.072969933,1.3605514,0.829580243,0.46840872,0.0,0.11959525,0.239868313,0.430387927,0.099700869,4.874277811,0.625162886,0.0,0.644358128,0.029255796,0.256070601,0.571841825,0.154329555,1.049284034,0.148062642,2.606498717,0.987965311,0.289849717,0.707689444,0.295507093,7.168717586,0.681541558,0.439946382,1.040420577,0.79417322,7.505601437,0.060105925,0.87248285,0.42812021,5.137815178,1.03636321,1.752848384,0.524518095,0.197677682,0.0,0.853599699,0.514626598,0.580338732,0.113472232,6.266908943,0.227897668,0
RNA3_FPKM,0.076728413,2.174959551,0.476386086,1.913004135,10.56836687,2.189230551,1.297080294,1.011586095,0.03609334,0.490238802,0.568863874,0.424358545,0.449329177,0.0,3.42775657,0.21914774,5.6606215,3.62349369,0.171538417,1.273362948,1.712833584,1.321269854,0.475095836,0.12050147,0.308948884,0.524343201,0.341560811,6.105023682,0.727563947,0.0,0.688604929,0.041280662,0.794717988,0.299634677,0.230770099,1.151266299,0.041766721,1.53202031,1.907747051,0.454300395,0.83190592,0.0,6.477383518,0.366290666,0.675923047,2.040437298,1.231101919,8.883246784,0.457839837,1.673859987,0.0,4.233600484,1.688461842,3.162743731,0.321692957,0.358506844,0.052796063,0.676704327,0.744594166,0.725097166,0.26010985,4.106572434,0.294698998,0
RNA302_FPKM,0.081256032,2.303310707,0.214174516,1.545173919,13.64688676,1.061188169,1.498483583,0.338300761,0.051600485,0.194693842,0.07287565,0.248779098,0.189368548,0.015283339,1.748771537,0.058014264,2.338339846,1.173254534,0.027257971,0.630284063,0.549243365,0.524763601,0.17609519,0.133992308,0.146063461,0.40550207,0.207455439,4.038048485,0.674181772,0.058261797,0.284411788,0.114729267,0.181708654,0.421041961,0.152165661,1.101021874,0.088479589,0.851769434,0.689574955,0.0,1.01317085,0.220727124,7.034620341,1.200005766,0.614944728,0.781883771,0.821371582,7.189096354,0.094275737,0.645194656,0.191847682,6.92617051,0.850432652,1.02764649,0.664337888,0.063274942,0.027958421,0.806221079,0.044356737,0.185780569,0.127138449,4.25829995,0.265984235,0
RNA303_FPKM,0.030560116,0.564157332,0.186183535,1.859874946,4.633466054,0.583515915,2.771311589,0.076349327,0.051759288,0.585829178,0.175442593,0.225391749,0.168029084,0.0,3.269036817,0.029094743,2.068298961,1.056138594,0.081989472,0.823340498,0.491589849,0.526146893,0.05046211,0.076811304,0.105485752,0.439722078,0.0,2.622791192,0.755286736,0.0,0.877777084,0.0,0.067152029,0.56922379,0.152633281,0.636416942,0.066563691,0.366181276,0.910108586,0.0,1.679048508,1.771179181,10.74213548,1.021309779,0.499333537,0.741500975,1.373132874,11.83992764,0.229658538,0.47066421,0.0,2.969582454,0.229666675,1.122409787,1.665897547,0.253892672,0.0,0.848331926,0.088983349,0.987652217,0.17534801,7.08854738,0.25612517,1
RNA31_FPKM,0.033779691,1.165330055,0.356136725,2.02694088,10.30010455,1.835442227,3.218469662,0.2625138,0.038137694,0.215827678,0.210044111,0.169029806,0.266436653,0.0,0.793058098,0.257268723,1.991264539,1.133868866,0.090627241,1.5111501,0.262277248,0.58177251,0.027898548,0.042435143,0.265544739,0.461677321,0.229971716,3.889310144,0.873549185,0.0,0.339542289,0.145356547,0.159026054,0.081163166,0.16101733,0.848157822,0.085817993,1.618727292,1.307577891,0.07999198,0.097653157,0.367011243,7.390872781,1.814001312,0.63841434,0.772198476,1.029766624,7.863797973,0.104506903,0.628535542,1.169812931,3.403447417,0.634550788,2.88598483,0.396556712,0.105228509,0.092991724,1.883862573,0.114722792,0.926766891,0.184979764,9.189946867,0.200508765,1
RNA314_FPKM,0.064019198,0.945424104,0.288008606,1.363606858,4.459230737,3.183420307,0.944598999,0.373181743,0.057824321,0.368158686,0.110249709,0.404692834,0.367288215,0.0,5.110855268,0.036585252,3.014957782,2.338792062,0.171756554,1.718553427,0.500679497,0.661604621,0.539153689,0.024141225,0.331457508,0.967179676,0.221293565,5.821016835,0.750598268,0.146830874,1.075666128,0.0,0.192917848,1.200092514,0.235436902,0.541097402,0.05577725,1.764161845,1.475603285,0.27294625,0.499813788,0.243495666,7.280134877,0.595986412,0.744500328,1.003641359,2.046354138,12.14053147,0.424493802,0.862684927,0.241839087,3.087243302,0.783485871,2.504749219,0.869737276,0.159568574,0.0,0.717465288,0.093189947,0.913437135,0.120210837,6.053790101,0.254853953,1
RNA319_FPKM,0.051986632,0.829317956,0.628475317,1.713499068,4.782551208,1.452715536,1.677690231,0.33763852,0.02934678,0.132869343,0.164120045,0.271084838,0.193841662,0.0,5.858495083,0.029690388,2.828802938,2.196672305,0.139474488,1.230329174,0.562223787,0.536918482,0.43778621,0.156752052,0.209319295,0.448741127,0.261353454,5.082136367,0.663225189,0.0,0.716629257,0.0,0.30348577,0.449734121,0.254884507,0.783187153,0.033958135,0.435954542,1.049512227,0.110792703,0.766575736,0.621322248,9.780254581,0.372247469,0.704410571,0.742156317,1.541420679,15.61586512,0.206794119,1.500988471,0.196366606,3.030491423,0.786824714,1.89346891,0.601551272,0.161945704,0.014308487,0.881914416,0.045395749,0.684606016,0.138277564,4.683491471,0.021778285,0
RNA32_FPKM,0.161565203,6.718792361,0.38799988,1.331358173,36.80952732,1.364305615,2.04843075,0.672661987,0.896833328,0.258071062,0.367089388,0.329774248,0.492385141,0.0,2.476165849,0.192278462,3.592753255,1.954010081,0.325079868,1.496087023,1.097694299,0.0,0.266772865,0.025370807,0.441443622,0.406771944,0.359615549,7.283173585,0.278552893,0.231587407,0.580005038,0.282444568,0.697256467,0.121335311,0.256717127,2.300521862,0.073305632,2.419473111,1.166643766,0.143475027,0.992690954,0.0,2.922694848,0.96405103,0.912191082,1.997507423,0.505506564,4.271897071,0.285643333,0.829334863,0.254292055,4.336201531,3.360249858,3.995842997,0.677396892,0.293584348,0.055587883,1.341116883,2.508581067,0.418660895,0.347588821,3.002444215,0.437204606,1
RNA328_FPKM,0.118500694,4.275254419,0.310460818,1.830095664,18.19817979,3.458005073,1.58937847,0.484405475,0.109461962,0.240897139,0.170049763,0.238328238,0.355348804,0.0,2.676849677,0.24613622,4.272639565,2.871726084,0.317924493,1.912249161,0.958977141,0.556322242,0.026678095,0.081217643,0.303647239,0.5695881,0.30465865,6.582395347,0.724355391,0.247121075,0.464095683,0.034762543,0.517330278,0.194165947,0.205411429,1.583447953,0.105578353,3.162068567,1.116335438,0.114833027,1.168074059,0.409703565,10.57937163,1.002803782,0.709179597,1.236416322,1.814961417,7.705998529,0.385698076,1.099067628,0.0,2.829948246,1.05812748,1.453295791,0.840132911,0.06710593,0.0,1.031175978,0.109766296,0.768484025,0.143273619,3.891917181,0.473957787,0
RNA331_FPKM,0.047238756,0.24291159,0.385186631,1.820684098,2.185383177,2.027835131,2.35229223,0.708071643,0.021336668,0.664032636,0.393194202,0.209024361,0.460713788,0.042639132,5.934026256,0.10795397,4.706367026,3.31153925,0.278830994,1.608954581,1.100458775,0.48818761,0.187211129,0.14245052,0.298923908,0.897158241,0.341428267,2.940411872,0.619002755,0.0,1.22108149,0.0,0.489314505,0.323544489,0.273450582,0.017365878,0.113168469,0.622564255,1.620548844,0.268525054,0.327811854,0.564635327,7.276380278,0.23680422,0.653766311,0.727341857,2.465024972,13.49930459,0.501147628,0.836619381,0.53544281,3.212993838,0.258630478,3.951288148,0.213921804,0.058855888,0.052025525,1.264671973,0.055019505,0.985074366,0.258710607,6.152529758,0.009900841,0
RNA334_FPKM,0.037380937,0.351110285,0.348097994,2.073066286,3.958292425,4.199142049,3.446451378,0.241205974,0.00527278,0.477613764,0.13409157,0.206724447,0.22781882,0.0,4.64368483,0.053382753,3.217064421,2.35247952,0.200552674,0.903479668,1.010587066,0.482440955,0.115722554,0.035225261,0.215000588,0.786437883,0.088082049,3.456101664,0.773279427,0.0,0.986211176,0.030161197,0.263951841,0.791542218,0.155897018,0.532213181,0.081397834,1.007535134,1.343914968,0.0,0.364715542,0.533037027,7.147853599,0.334546442,0.637573313,0.392351382,1.943076224,14.92934834,0.371712432,1.816664786,0.0,3.211188113,0.180557469,1.932856078,0.681692503,0.087320479,0.038583089,1.178008431,0.095217275,0.734929274,0.124269895,5.042802781,0.039156942,0
RNA335_FPKM,0.097612014,0.249363615,0.626113817,1.283969604,2.251570516,2.849309568,1.68776318,0.42674635,0.172206374,0.623710467,0.420241099,0.183186397,0.385007246,0.0,5.467235733,0.0,4.035095349,2.794964417,0.196411825,1.70812523,0.91364,0.63054024,0.664902868,0.344948034,0.308845376,1.00066003,0.057521344,3.240789744,0.841514122,0.0,0.867340487,0.039379634,0.574489595,1.187598231,0.2202058,0.269039162,0.079717198,0.511669917,1.504275728,0.303457916,0.105837102,1.955655011,7.316033146,0.873727469,0.644967516,1.12721527,2.149765339,13.42493255,0.631045998,0.65768987,0.691460042,3.820187597,0.353664527,2.277140612,0.583251512,0.266085621,0.050392814,1.291445699,0.213152824,1.897139053,0.219564411,6.694142737,0.051124829,1
RNA336_FPKM,0.106280085,1.527399482,0.418345264,1.576469018,10.10943088,0.842864009,2.94006263,0.300897681,0.305982855,0.305579867,0.152513058,0.117564507,0.373447725,0.0,3.431116274,0.151775853,3.26990611,1.846812562,0.17107752,1.073654757,0.751578529,0.54883956,0.157939776,0.040053104,0.213981196,0.539002393,0.083491248,4.502528751,0.60469524,0.060934827,0.366297227,0.0,0.440339012,0.708757118,0.249699474,1.03495519,0.115728249,1.209639387,1.025400078,0.0,1.106269947,0.433055192,7.52587678,0.380506404,0.689448299,0.461154114,1.371093033,10.13674958,0.239590171,0.900187441,0.501908383,3.442146912,0.821457927,1.863921352,0.695169586,0.0,0.0,0.620327623,0.077353637,0.252726338,0.207873514,4.929951416,0.166994336,0
RNA35_FPKM,0.160380005,2.279773332,0.521380897,1.906196475,17.37590134,3.299621055,1.663729634,0.333873315,0.186729884,0.320243766,0.215761873,0.221764123,0.567851676,0.0,2.883014461,0.200418604,5.674936316,3.612258865,0.188260992,1.475521979,1.1508241,0.517764746,0.496555384,0.226691831,0.449753263,0.281222835,0.330731443,6.61477275,0.92459422,0.0,0.518194689,0.0,0.575755332,0.19872253,0.194544689,1.012931012,0.152806428,2.521927839,1.549137745,0.284907585,0.521670749,0.136153657,4.041169978,0.861313422,0.833275055,1.248678386,1.52473208,9.880308541,0.199376366,1.562927541,0.094680766,3.967846454,1.210532118,3.11020285,0.378244673,0.187364889,0.0,2.410418875,0.496100543,0.641717314,0.164682609,6.616799485,0.167999818,0
RNA358_FPKM,0.067115232,1.875990067,0.254748075,1.463506938,17.37295159,2.813385675,2.104202956,0.815961598,0.227329843,0.38592672,0.44304319,0.212115149,0.693050072,0.0,4.149617792,0.268383744,6.840937743,4.240912826,0.288123499,1.975907456,1.317751442,0.693451957,0.432232426,0.151792991,0.71037914,0.68075167,0.611618811,6.233437478,0.82157471,0.153980792,1.185469087,0.064973966,0.846851433,0.411290036,0.187395053,0.41927029,0.277722811,2.894692091,1.654808267,0.333833748,1.106161966,0.5834141,1.387580413,1.441775891,0.741761203,2.179415404,1.007989113,9.778350299,0.427200526,0.516771543,0.253615421,2.801650447,0.778102322,4.255507031,0.337679225,0.292720524,0.018479991,1.232641165,0.664354185,0.785687438,0.304546132,8.980500133,0.196848061,0
RNA365_FPKM,0.12084482,2.841441281,0.188766267,1.412903474,23.48542163,5.129944114,1.485784513,0.961570371,0.560915301,0.085785219,0.712950906,0.254624175,0.654758206,0.0,2.522094612,0.076695834,5.100730436,3.672213103,0.432296911,1.705249047,1.731499888,1.38696103,0.266077311,0.101217365,0.525234386,0.434672594,0.548513554,5.316528008,0.856561134,0.0,0.896602859,0.021677546,1.12527827,0.43563214,0.278894759,0.024681127,0.175455314,3.297833877,1.463409456,0.143123404,0.990019013,0.328267686,1.735090917,1.105675551,0.664571698,2.086142527,1.189290447,6.655438408,0.676602444,0.852954555,0.126877403,4.03468195,0.972945285,4.075738479,0.304005395,0.167301077,0.036961503,1.243484967,0.684099735,0.663145207,0.346656777,6.408093254,0.253186854,0
RNA368_FPKM,0.072298725,1.300496806,0.283137637,1.505828152,13.58236974,2.151762637,1.809554119,0.31821884,0.052476885,0.23096816,0.02963713,0.163217527,0.177758148,0.0,1.091261365,0.058987744,2.993967539,1.825332408,0.055409483,0.685660155,0.53274924,0.533598537,0.076742756,0.019470424,0.136651428,0.323199143,0.097360943,4.139976964,0.774621997,0.0,0.578434306,0.033328011,0.243134452,0.335077662,0.112536651,0.436468741,0.179950752,0.928062743,0.756592307,0.073372923,1.478244052,0.39279028,3.363227672,1.885893301,0.545934917,0.838480792,1.392097019,8.66807167,0.315009755,0.9940996,0.195066888,3.103497511,0.399151718,1.137916461,0.493682851,0.160884048,0.014220013,0.860041285,0.045101872,0.5667664,0.113123268,5.38983333,0.357034409,0
RNA37_FPKM,0.108324073,4.220265792,0.36546515,1.675390967,31.33258084,2.733920678,1.747967332,1.181607583,0.825503814,0.657488363,0.341981646,0.487841173,0.776761965,0.0,4.175182503,0.278434451,4.216826928,3.657559624,0.377793001,1.719564252,1.973576208,0.559204235,0.214642953,0.020404748,0.822494195,0.677923945,0.68075782,6.936372774,0.989810598,0.062085563,0.536642093,0.034960962,0.856771758,0.253797983,0.09220736,0.995105502,0.141544733,4.671941323,1.354727957,0.269367566,0.422801815,0.823885468,2.687409236,0.891975637,0.796366852,2.471297421,0.886413945,6.38588179,0.316010688,1.000862079,0.71613193,4.229328441,1.50000741,4.408275002,0.327008831,0.438660537,0.044722797,1.095860199,0.141906088,0.37645198,0.406769177,4.444796469,0.340400072,0
RNA379_FPKM,0.075329071,2.453023162,0.561224097,1.432410454,25.64452142,2.436839492,1.666967007,0.727576349,0.33166475,0.385017466,0.475593646,0.273767739,0.691386704,0.0,4.008669269,0.215151012,5.297055105,3.420939771,0.323341948,2.869801935,0.990122043,0.778323953,0.559698336,0.141970022,0.693271325,0.617706539,0.402386958,5.473900368,0.71426498,0.0,0.876133278,0.048608158,0.326259666,0.434436497,0.235956188,0.055343169,0.065617012,3.339028421,1.197758167,0.160548276,0.391990447,0.491077813,4.671940423,0.323586879,0.513964161,1.876646679,1.203777852,6.448797886,0.699177988,0.666974412,0.569156254,4.228532874,1.431197414,3.624311973,0.265279311,0.234660699,0.0,2.028198022,0.131564787,1.102229299,0.353568571,4.569059931,0.252491953,1
RNA38_FPKM,0.080597287,5.213610061,0.141630739,1.647633035,49.2762325,1.147723231,0.928998627,0.42784408,0.062558787,0.257479049,0.115657968,0.42188846,0.274531579,0.0,0.709626205,0.028766927,2.488124366,1.810316425,0.081085221,1.003203683,0.720818274,0.5202187,0.124769936,0.227855126,0.243402971,0.315257653,0.189951976,4.415793754,0.321338725,0.0,0.151910262,0.243869751,0.455347957,0.21790245,0.102910285,1.554872711,0.1426147,3.560683162,0.584999705,0.0,3.189705887,0.109478733,5.675932856,0.613172273,0.445376349,1.255003269,0.514052832,4.426117294,0.133595673,0.620580206,0.0,7.087698626,0.892227962,2.038673828,0.405511963,0.251071937,0.0,0.901629257,0.08798881,0.221140227,0.21280609,3.235312712,0.189961631,0
RNA383_FPKM,0.08769681,2.435453568,0.300519232,1.250818309,28.86078147,1.780159502,1.920626039,0.337757057,0.123766377,0.420255466,0.550603088,0.294495177,0.542416991,0.0,2.981404821,0.313101175,3.808725128,3.409361868,0.176481293,3.116648181,1.185634307,0.565998737,0.135761173,0.103301817,0.334218253,0.484986375,0.551173213,4.465573158,0.472510919,0.062839922,0.637547418,0.053067253,0.485158686,0.177828653,0.220229364,0.966796655,0.143244971,2.429768933,1.224143875,0.467354804,0.285292425,0.089330202,4.079624793,0.7849536,0.595250206,1.534384519,0.981511508,6.915558869,0.71230444,0.675284148,0.103501048,4.102727944,1.200339479,2.809902205,0.275776444,0.204914804,0.0,1.015211101,0.063835633,1.70441497,0.283021194,5.525115292,0.195216346,0
RNA385_FPKM,0.043084931,3.337295638,0.272551974,1.51118218,24.29771879,2.101589385,1.986392912,0.448451488,0.093231922,0.367027002,0.515224464,0.300703142,0.422237353,0.0,3.470235067,0.307642402,4.343344551,3.360445045,0.057796095,2.062199096,1.152974732,0.371012144,0.248996819,0.135338782,0.346970611,0.464894294,0.33846554,6.154292435,0.73043242,0.082343101,0.928026085,0.023171928,0.527393848,0.11648071,0.237166143,0.079160523,0.109466094,3.269115517,1.449727724,0.382666306,0.560584792,0.273081469,5.121818608,0.437043706,0.75564822,1.61814009,0.843393165,6.120680113,0.276134967,0.8570005,0.746030517,4.560787272,1.190926908,3.681097942,0.343214945,0.134215648,0.0,1.4305632,1.442467243,1.077029404,0.314594388,7.174088715,0.195569297,1
RNA386_FPKM,0.035814088,1.628983204,0.27689178,1.422584983,13.836605,2.036128305,4.347918743,0.288268232,0.033693264,0.343239002,0.102787199,0.320686979,0.316728615,0.0,6.259455046,0.20458071,4.6970456,3.453247214,0.416348776,1.602144795,0.3376641,0.616804573,0.354797158,0.089982038,0.199138568,0.631162872,0.356361177,4.551436339,0.96731794,0.068480632,0.719958053,0.057793939,0.202326726,0.473326122,0.272329001,0.043860648,0.155978936,1.859218458,1.876858829,0.127235622,0.258862396,0.226981414,4.319022783,0.68382503,0.659649177,0.985786466,1.114757125,12.57325501,0.174127177,0.850222761,0.450945789,4.725295005,0.576641806,2.925573241,0.180192682,0.18593111,0.032858704,1.504947588,0.417047015,0.78605787,0.261490961,9.210957692,0.100037657,0
RNA39_FPKM,0.044680443,3.159253652,0.384746258,1.387886605,20.11914243,2.67178221,1.442095124,0.632535073,0.813483116,0.214106674,0.304579836,0.458971226,0.648858629,0.033605881,4.021622639,0.287147708,4.734492956,3.044036652,0.41958525,1.69272889,1.626386741,0.577234036,0.498030834,0.021062635,0.604035639,0.494213904,0.351035287,5.296735242,0.635572038,0.192196695,0.67373473,0.03605088,0.799424995,0.382545733,0.197790108,0.615731658,0.121643586,2.342088796,1.327250472,0.15873485,1.647290121,0.212415997,3.464357305,0.519909708,0.821276412,1.704278997,0.924895477,7.067988101,0.355516452,1.569752493,0.316559263,7.617739287,1.780765604,3.064247792,0.140515743,0.139185893,0.107633078,1.156222411,0.552884327,0.735596818,0.349576285,2.839986259,0.280843375,1
RNA392_FPKM,0.074414687,2.648891813,0.348681494,1.336417989,19.08051001,1.568934574,2.001218477,0.629938157,0.567068483,0.475417815,0.320340561,0.264564123,0.391300225,0.0,2.766171211,0.212539397,4.101073575,2.938624035,0.099823262,1.843447454,0.938895056,0.640795366,0.337900746,0.116864798,0.470836807,0.762774587,0.175356849,4.869949293,0.587993064,0.071144206,0.42741708,0.0,0.455430798,0.223520324,0.173131979,0.136723105,0.148550792,2.823005224,1.318370763,0.044075872,0.69923648,0.842208795,3.012740211,0.799220974,0.673394728,1.562244523,0.979035162,6.961926324,0.115111822,0.859417706,0.468490289,4.976050493,1.138258567,2.732654773,0.280774029,0.30907068,0.08535094,1.34151826,1.010949608,0.476376005,0.232858781,7.1907666,0.337767615,0
RNA409_FPKM,0.036109989,2.340896616,0.287667673,1.266607178,14.85946872,2.295584704,2.330894335,0.481117191,0.04076863,0.192289116,0.380023002,0.285320015,0.699164016,0.0,2.802607068,0.343796275,4.96305196,3.636598701,0.226062037,2.084559146,0.981401557,0.621902293,0.119262377,0.022692531,0.810129698,0.493564984,0.624096975,4.295279297,0.871636957,0.0,0.648202616,0.038841239,0.510046036,0.108485221,0.188536471,0.530784762,0.275253776,3.533204794,1.225853525,0.384860577,0.365442623,0.0,0.995433119,0.775733389,0.636244652,2.20708033,1.309492299,8.000229884,0.095766025,0.834161054,0.0,4.699811133,1.2598464,2.381655449,0.181681458,0.299991909,0.049703388,1.882862794,0.122654471,0.308246056,0.40493854,7.033069386,0.252179029,0
