,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,Diagnosis
RNA86_FPKM,0.104693242,2.884743896,0.640184707,1.181207305,16.16095892,2.563133649,1.303201608,0.706099473,0.059099991,0.334456872,0.315478998,0.289501049,0.427898314,0.0,1.782002887,0.179411668,6.627933037,3.638212099,0.365114047,1.858273375,0.809972389,0.540744258,0.622317133,0.078924653,0.493802863,0.66647268,0.378307437,7.658880498,0.48732182,0.060036047,0.541192677,0.0,0.414015911,0.490581393,0.274469694,0.07694172,0.239388236,2.38299683,1.253162705,0.185970247,0.635634411,0.0,2.326709052,0.524714203,0.784740491,1.421307672,1.844365883,9.670201457,0.263755394,1.330020979,0.395531605,5.311782826,0.994551013,2.589188481,0.210698716,0.163067121,0.014410441,0.936890918,1.462931446,1.742537547,0.491402598,5.322889658,0.318023236,1
RNA87_FPKM,0.094524627,2.040705795,0.382020066,1.318151755,21.18739972,3.197700305,1.089511385,0.560790403,0.613622101,0.301971841,0.45779324,0.280064926,0.771003616,0.0,2.727840809,0.506196235,7.764806654,4.467778625,0.60228947,2.50651654,1.33683348,0.610449845,0.234124378,0.044524315,1.216580169,0.841441066,0.519774148,7.37336243,1.252786527,0.067775099,0.636241806,0.0,0.70090247,0.468493907,0.237359373,0.694661124,0.295913661,2.831059704,1.287696964,0.545663688,0.768657348,0.096279926,1.587800895,0.592209954,1.010578039,2.430993302,0.88723963,9.050616433,0.423027254,1.159927191,0.334763581,5.591074799,1.769310669,4.144203048,0.26752494,0.515280108,0.048785896,1.38841335,1.11792861,0.540285575,0.388220253,4.848207472,0.148523379,0
RNA89_FPKM,0.050934994,0.496967755,0.329390496,1.898534793,6.168828366,1.359324113,2.91205178,0.288423399,0.028753123,0.455634875,0.058471311,0.144884432,0.131493172,0.030653371,1.993211747,0.029100551,1.449863089,1.136552353,0.05467056,1.205548002,0.593272685,1.052503857,0.30279,0.019202354,0.210962565,0.428710214,0.048024267,2.738858013,0.869411802,0.0,0.746082109,0.01644178,0.172664415,0.36722492,0.138750481,0.280766631,0.044368545,0.915394856,0.964663067,0.072394445,1.104576386,0.08303129,4.001773816,0.838868412,0.626584478,0.556096535,0.568841907,7.822755298,0.270177329,1.000114985,0.0,3.354353969,0.164031334,1.580462973,0.256271025,0.031739361,0.0,0.824506422,0.252094136,0.186332771,0.055790056,4.680034071,0.18141053,0
RNA94_FPKM,0.021007813,2.860441932,0.236311142,2.55733515,5.815838244,0.330633969,1.64689213,0.708621822,0.0,0.402751572,0.723671308,0.0082993,0.210945667,0.0,4.789541311,0.0,0.791605155,0.840191894,0.0,1.440385032,0.646802533,0.0,0.36432429,0.0,0.525790192,1.711827762,0.08253541,1.437968413,0.516240931,0.903724291,1.425702278,0.0,0.158283878,0.605943749,0.0,0.019298969,0.320321447,0.0,1.877089878,1.194399944,1.731496359,1.484057864,1.574815899,1.166057018,1.494323828,1.147002084,0.950770169,11.32225742,0.0,3.518947732,0.0,1.73913399,2.808253307,6.189019899,0.026424337,0.850939125,0.0,0.621375682,5.887970307,0.0,0.427407407,1.593189125,0.0,1
RNA95_FPKM,0.175789629,3.90379065,0.586897573,1.601760321,21.01475307,2.115970853,0.962436597,0.951439324,0.372120491,0.245700055,0.29955769,0.329863056,0.456939063,0.0,1.719665431,0.282414414,4.518365895,3.818156051,0.0,2.584391409,1.937718395,0.567664873,0.544236251,0.207068066,0.808940546,0.640166845,0.466064886,10.11424341,0.700846703,0.063024904,0.378647478,0.0,1.282786755,0.21781084,0.265600836,1.271707893,0.323009144,2.303421432,1.334777964,0.156141078,1.000639211,0.0,2.044293004,0.590017511,1.055838853,2.59878675,1.745200779,6.043715553,0.174823142,1.226602124,0.0,6.641959369,2.529758607,4.396992803,0.525144219,0.205348988,0.030239498,1.650124063,0.847608588,0.462197554,0.438354076,3.675139269,0.172628865,0
RNA97_FPKM,0.077700066,2.842573518,0.154723266,1.346117914,18.84533471,1.915245159,1.791041393,0.862595407,0.504369788,0.496400437,0.315879556,0.34785748,0.724267918,0.038953504,2.989540767,0.147920887,3.943222949,3.988735548,0.694817366,3.045981844,1.691321239,0.668747226,0.930119872,0.097607403,1.035356655,0.684637267,1.07827549,3.776645996,0.613939634,0.0,0.278919832,0.0,0.865685366,0.420100171,0.14549792,0.808898439,0.423005796,3.025081906,1.619449723,0.368039633,0.336989249,0.386924221,1.137741131,1.112629966,1.225756737,1.631161145,1.234153104,6.904385258,0.412092571,1.570310558,0.0,5.964400731,2.418629756,3.784838419,0.45604207,0.605048659,0.017821628,2.841690267,1.451385238,0.331584823,0.476123333,3.40746268,0.189893564,0
RNA98_FPKM,0.080940747,2.739112995,0.436186779,1.316895042,19.3880177,3.345376655,0.870744589,0.786331916,0.190381495,0.129288139,0.232301673,0.373067182,0.532057593,0.0,2.401897575,0.423827786,4.390469846,3.116656284,0.32573285,1.40172728,1.279447922,0.696769646,0.467784317,0.152546149,0.473366165,0.451246142,0.275536008,10.06726909,0.546578984,0.077358742,0.871724055,0.021769294,0.774862514,0.559218001,0.298569694,1.363232141,0.293787585,3.232459299,1.28948624,0.239629773,1.111640123,0.073290224,1.882594545,0.627869497,0.952897964,1.359492177,1.129902386,7.066451025,0.196771751,1.220507879,0.254828797,4.85454609,2.823882189,2.669177829,0.576923369,0.378212794,0.0,0.78737271,0.039273969,0.370126521,0.474929839,4.031310338,0.127179483,1
R_JS001_FPKM,0.088191788,5.298969969,0.637611474,1.629202796,31.79356657,2.918157595,1.800678186,1.353346752,1.991410347,1.006223999,0.687015931,0.557453609,1.066074261,0.056853011,3.672944895,0.215891945,7.475591687,5.075100431,0.777453533,4.054601145,2.14873207,1.952085904,0.873755255,0.142458936,0.971145632,1.03320053,0.712616611,11.14699064,0.564770742,0.072273272,0.434221357,0.0,1.684597455,0.658522729,0.330322036,1.620388324,0.054877821,2.566058699,2.352283451,0.313316278,0.16391561,0.821368853,3.711801479,0.405991512,1.011018953,3.297600526,1.57680835,6.457607634,1.169472363,1.430893996,0.11903833,2.334886194,2.332988141,4.135835219,1.236089568,0.353251999,0.03467393,2.274682241,0.220084504,0.576124291,0.295701103,4.045906626,0.118786057,1
R_JS002_FPKM,0.104626102,3.862488441,0.386095216,1.459067103,30.06891893,2.27189528,1.326548837,1.001902236,0.339608408,0.445656513,0.550511775,0.323783769,0.525182403,0.065581464,3.718870129,0.124518556,4.078467321,2.436115718,0.30409877,1.86222798,2.002007015,0.450458192,0.907017333,0.065728365,0.551693659,1.147774284,0.863026703,6.790673404,0.571218467,0.100024102,0.356818839,0.0,1.050858679,0.220009623,0.130623461,0.592716592,0.265830201,1.671302283,1.97056415,0.774387834,0.907537749,1.065796112,3.515067086,0.280947383,0.653572424,2.135606127,0.982078987,5.582019632,1.792037021,1.930089019,0.576423794,4.063104727,1.684708208,2.41124216,0.592203927,0.29875701,0.0,2.571565571,0.939188293,1.22798795,0.327409551,4.472072201,0.301394304,1
R_JS003_FPKM,0.151663064,4.848965242,0.647218266,1.057481595,43.55303528,2.706822456,1.398430832,0.667517166,0.348569501,0.692129941,0.341998283,0.47931675,0.567072513,0.065181443,0.572274548,0.185654147,7.617975995,4.844969189,0.174392163,2.782731703,1.649255701,0.559652936,0.536621202,0.183748951,0.529670525,0.49093785,0.595706911,9.937449751,0.541623847,0.0,0.396673639,0.017485333,0.856825494,0.449071628,0.317213715,1.373334827,0.07078013,3.049911469,1.335463475,0.384868932,0.328861656,0.058867503,4.647298389,0.698121318,0.432046672,2.77470004,1.02204413,6.223561351,0.287289843,0.688130687,0.102340626,2.943182712,1.482661771,3.190709289,0.408764703,0.101227547,0.0745567,1.146512619,1.813424611,0.990725943,0.322045197,4.734977395,0.215608374,1
R_JS004_FPKM,0.192144312,3.483290253,0.712784968,1.163817759,21.33338208,2.196964049,1.328789056,0.968863835,1.560689025,0.647935252,0.612717291,0.632559185,0.8190413,0.048176219,2.610651589,0.396340227,6.099145995,5.090321693,0.544143226,2.187483241,2.335599105,1.102774998,0.581649231,0.06035857,0.939475994,0.817789571,0.670847882,12.27939324,0.818971464,0.183653134,0.528820769,0.034454189,1.216204696,0.384791292,0.207172477,1.451322102,0.1394792,3.964499136,1.573410641,0.53092075,0.555541641,0.202993338,4.634503457,0.343937071,0.856590723,2.330741608,1.5825895,8.176800539,0.580341887,1.417793273,1.008172111,3.629996104,1.89068609,3.480086594,0.268525406,0.133021362,0.132229254,1.270980061,1.103226175,0.585751685,0.509414153,4.903823516,0.14536035,1
R_JS005_FPKM,0.134038825,6.472291268,0.620227599,0.991215641,45.34182422,3.036985902,0.772467064,1.255600397,0.315259933,0.606608947,0.448788023,0.60893544,0.520616815,0.067204745,1.48604892,0.350934625,7.784573258,4.741885031,0.449506806,2.482345263,1.700501108,0.0,0.304331636,0.189447415,0.533280912,0.735190344,0.561558658,6.333379402,0.529576909,0.064048,0.457120891,0.0,1.020173439,0.221453621,0.281430833,2.503670598,0.2432495,4.148314458,1.476739249,0.317436554,1.017296056,0.424787941,4.79169133,0.239923871,0.50987267,2.376284898,0.666693395,6.941212238,0.518393823,1.161020657,0.738435769,3.436570753,1.582689346,3.666573047,0.590073291,0.382757039,0.046120289,1.677596876,1.690930645,0.490326067,0.393220193,2.839615099,0.257403065,1
R_JS006_FPKM,0.157887044,4.505233292,0.539026051,1.200951496,31.41871878,5.997788814,1.143899662,0.816987396,0.261014959,0.504391743,0.210377366,0.276225159,0.541819838,0.067858813,2.074095457,0.38652758,6.301990749,3.78562356,0.211780655,1.741407318,2.261096116,0.582181696,0.391064289,0.276298113,0.441128173,0.93699215,0.513839481,8.581227967,0.729122068,0.193979324,0.680145231,0.0,0.976939949,0.548796002,0.230394256,0.766649988,0.208757051,3.242621142,1.521224933,0.240394498,0.538002888,1.010940116,3.788769032,0.484517849,0.720723225,1.94149512,1.194272347,5.250923459,0.433673142,1.345922746,0.532530379,3.408888386,2.05195178,3.042719927,0.567416169,0.140525843,0.077606924,1.281324306,0.837208758,0.990131716,0.388196705,3.370014695,0.24807628,1
R_JS007_FPKM,0.112885558,2.624898233,0.497719526,1.535204195,11.68162046,4.424468458,0.993580903,0.581083193,0.115864714,0.426186969,0.176724614,0.535155796,0.382666336,0.092627453,4.055907876,0.615512995,5.12259625,3.38408301,0.137657805,1.925286256,0.768388532,0.530271715,0.457517173,0.251427474,0.371903114,0.498295633,0.370851801,7.608148879,0.955423622,0.117679768,0.663143131,0.049683285,0.396186961,0.610375352,0.248091846,1.640386316,0.044704298,1.967144636,1.420967696,0.4375188,1.201713094,0.223012995,7.160662697,0.330684047,0.882680237,1.623105496,1.452318637,7.687629011,0.462683491,1.165495631,0.387761191,4.099153752,0.908843177,4.014826782,0.232357353,0.191818133,0.042378009,1.565298856,0.164322572,0.86346272,0.329169635,5.629874141,0.129003203,1
R_JS008_FPKM,0.185842936,6.569562555,0.808235841,1.281057795,54.15277573,4.130360365,0.696153859,1.208953684,1.61949258,0.371038514,0.266686598,0.477209449,0.691291873,0.209655652,1.954358605,0.53079502,6.879500973,4.506666411,0.186961361,2.296371323,2.290110372,0.600204407,0.661663155,0.372129344,0.547863498,0.43865289,0.456210963,12.8501054,0.44054515,0.066637601,0.175133816,0.0,1.323340485,0.334952641,0.261014724,3.649148815,0.050587707,2.852622593,1.608252608,0.288857074,1.41047867,0.283965452,4.622534407,0.249493275,0.435328274,3.300125038,1.129367886,7.937594565,0.477458279,1.252043354,0.658190059,4.911069773,2.188152626,3.629953316,0.935007354,0.108560708,0.079941418,1.382937979,0.439589469,0.297418886,0.236254313,4.662343086,0.425837332,1
R_JS009_FPKM,0.099170625,6.202644272,0.627366067,1.492999357,29.63957469,4.299089285,1.200252144,0.990956634,0.377886883,0.396027864,0.409141562,0.430964437,0.702258813,0.037299834,3.153066087,0.106230965,5.124174468,3.512615886,0.399113188,1.824777628,1.711985334,0.640357288,0.798311501,0.140171486,0.656043261,0.815949616,0.272666728,6.847343753,0.566374986,0.497595609,0.507337927,0.0,0.852107818,0.201084756,0.185720798,1.981527367,0.094486679,2.896102671,1.406410946,0.3963662,0.483878643,0.707173202,4.997686974,0.266278261,0.619495126,2.446468067,1.109901795,6.470217111,0.378070309,1.360173378,0.117098583,5.821513897,2.175739054,3.288937708,0.935575362,0.617861018,0.13650284,1.148006687,1.136838255,0.249427319,0.387931965,3.649173056,0.194777674,1
R_JS010_FPKM,0.118843009,6.617244501,0.494787903,2.10935755,39.20197073,2.002369094,1.559522532,0.837366836,0.701854281,0.4964742,0.446039509,0.252815378,0.596559082,0.0,1.395174591,0.365555785,3.769319493,2.987562219,0.34338077,1.754683797,1.467881798,0.472397187,0.566084768,0.06891398,0.552171792,0.76943522,0.416536624,8.058604879,0.646225253,0.0,0.334747259,0.029503374,0.783345046,0.346020227,0.192993725,2.217161076,0.169224289,2.792874051,1.298511036,0.454702867,0.396508146,0.471847719,5.811957279,0.621887517,0.799500168,1.714615211,0.880117195,9.045330111,0.242448491,1.214233738,0.345363029,5.625503162,2.414137189,4.357607275,0.459958479,0.256305599,0.062919621,1.230781568,0.73191885,0.167224708,0.243169723,1.95718153,0.239407854,1
R_JS011_FPKM,0.066788538,5.571968008,0.380768494,1.7686603,31.91771431,3.003209916,1.368519922,2.212163681,2.429656809,0.450422488,0.681526169,0.621508531,0.824808816,0.0,3.862092643,0.169551941,5.350516519,3.604647536,0.278716785,2.677298704,3.611590355,1.533081537,0.808718838,0.209784673,1.071437196,1.281159675,0.909420297,9.697204905,0.671688017,0.978732494,0.303696936,0.0,1.879626665,0.762354899,0.341108021,1.049837312,0.202008371,3.245024601,2.114695143,0.711802844,1.544857634,0.403168671,2.684857368,0.398519696,0.944932724,2.856300904,1.464543323,7.356270664,0.531371372,1.771279573,0.070126373,5.354132745,2.533172266,4.688446228,0.186674608,0.462343153,0.010219684,1.397529602,0.194442311,0.312186095,0.458633759,3.773141951,0.303161595,1
R_JS012_FPKM,0.182197659,8.835427819,0.520255595,1.602416392,47.76433609,11.65364744,1.680039837,0.93872275,0.372832593,0.43655257,0.506551543,0.557824563,0.824725435,0.05138529,4.834663004,0.357776082,6.267989845,5.452632426,0.458267823,3.434554143,2.065212146,0.588116028,0.564089295,0.15021795,0.80568438,1.130411134,0.805090729,10.37171779,0.706763531,0.326477454,0.637712986,0.0,1.522565161,0.697809908,0.290796337,2.385069571,0.223192259,3.069530831,2.034487515,0.323619402,0.34568652,0.34027545,5.591370488,0.774606731,0.831696509,3.633894597,1.074344396,8.765452839,1.056974641,1.994673866,0.107545514,4.855777617,2.200280284,4.81334345,1.460945186,0.248293608,0.031345729,1.825492185,1.210021783,0.520707587,0.463238604,3.859936438,0.214708991,1
R_JS013_FPKM,0.205355142,2.748758449,0.633860109,1.007424539,21.83526558,2.86602259,0.699819997,0.483265169,0.428423601,0.256715371,0.640631609,0.507931507,0.428975003,0.040289353,3.354102747,0.127519325,5.223032835,3.296895246,0.311400981,1.958552786,1.032505773,0.461120564,0.42018515,0.067303129,0.57009877,0.433547069,0.645303112,9.965467704,0.492595475,0.0,0.326950025,0.028813739,1.042498101,0.337938652,0.176328443,1.427207682,0.204168155,2.246346468,1.236303538,0.348920836,0.38723792,0.218288318,2.492016693,0.35162696,0.617805443,2.01201423,0.679065327,5.733027592,0.959007122,1.323405969,0.168645117,3.662811601,1.998383749,2.589686477,1.639674377,0.194704958,0.036865584,0.771264166,0.506883026,1.502495316,0.272420768,2.827417566,0.299287905,1
R_JS014_FPKM,0.123495954,4.6811874,0.390620007,1.377762072,33.63554112,2.114204779,1.252628251,1.34198635,1.48142587,0.670691998,0.318992425,0.434211095,0.580048705,0.018577212,1.220209268,0.387995062,4.897996277,2.487319006,0.016558082,4.722878917,2.943543033,0.318772025,0.611764666,0.174555545,0.515031187,0.586328841,0.61119376,7.30436295,0.479065713,0.0,0.359104069,0.059786396,1.564033066,0.233705592,0.216554679,1.531574599,0.073957682,3.033072653,1.6713734,0.372918371,0.187449639,0.150952867,1.787260412,0.442143053,0.804078426,2.610059799,1.224589874,5.042970678,0.499462792,1.996868748,0.933136693,4.366272911,2.783939466,2.943286406,1.05629421,0.211579485,0.008495043,2.282512789,1.501055513,0.225889331,0.347813581,1.927834487,0.122891988,1
R_JS015_FPKM,0.241989419,11.12708132,1.048915134,0.766969468,91.00800831,1.973678822,0.743804972,0.604516408,0.165066266,0.322113907,0.231508756,0.191199599,0.506125386,0.045503891,1.282319813,0.287984282,5.613436779,3.285130551,0.081156595,3.768760286,1.652532322,0.0,0.274709051,0.285052444,0.336406078,0.32639621,0.348526649,12.20680018,0.260758877,0.057806705,0.130314439,0.032547317,0.702578992,0.163560839,0.264355279,2.334222997,0.252525256,3.322003197,1.333091464,0.179121297,0.612217554,0.328685702,7.817333307,0.433202338,0.402136681,3.062466678,0.601842178,6.095654136,0.374375581,0.349357737,0.380919619,3.737260481,1.039076359,2.788478644,0.608764935,0.094232014,0.02776166,1.404561829,0.587092908,0.313529123,0.307642663,4.991856835,0.327419812,1
R_JS016_FPKM,0.075818997,7.022189295,0.639486363,1.117357198,61.57372383,2.994331294,0.65538806,0.733903386,0.240741492,0.756890383,0.353590529,0.314491016,0.638808051,0.04276979,1.131071058,0.135343947,7.914080234,4.29469534,0.050853534,2.666949017,2.846237143,0.97901943,0.727676023,0.250046385,0.506987775,0.685141356,0.536026947,8.724524766,0.408480524,0.271738701,0.142898578,0.030587673,1.258233603,0.256205874,0.300097872,2.072053106,0.134148886,3.803562514,1.574679012,0.202019882,1.068661453,0.257447184,5.143215562,0.305380031,0.459938986,2.997784405,0.74813924,6.423206242,0.452399045,0.857404603,0.626597474,2.796471418,1.693842244,2.70611444,0.5006577,0.324756972,0.052180313,1.688895582,1.365731646,1.19608528,0.289149703,4.565008881,0.287892515,1
R_JS017_FPKM,0.114134904,7.790844826,0.423001384,1.262805881,78.36199501,2.416309506,0.908929001,0.959029286,0.082000683,0.762394545,0.550913761,0.336125916,0.580355164,0.0,0.426316665,0.118542896,5.689628458,3.851782534,0.055663332,2.231105566,1.493358892,0.536051666,0.308402344,0.351990016,0.525233894,0.570993436,0.505358525,7.810709725,0.572443,0.41649726,0.223489359,0.0,1.094243391,0.467520093,0.24023804,2.135135611,0.485824298,4.537267536,1.520119813,0.073709068,1.125013119,0.591888714,5.470189044,0.334347672,0.448717998,3.87755098,0.599340419,5.474022137,0.233894701,0.838856092,0.39201014,6.104761472,1.720853615,2.84614617,1.070199271,0.290914908,0.0,1.606847853,0.996847143,0.550383673,0.284105747,7.080525492,0.347801136,1
R_JS018_FPKM,0.208889191,4.291812468,0.701502474,1.382950315,31.90896945,3.213814657,0.802567398,1.584790919,0.425817016,0.630237165,0.732735899,0.559317501,0.690703437,0.139649805,3.360433175,0.530340376,8.294497877,5.23609455,0.404764845,2.897327713,2.70330135,0.599631059,0.833560933,0.240577478,0.534042275,0.61359076,1.002832151,12.49876897,0.500195712,0.133070926,0.299962198,0.0,1.529825943,0.585659002,0.31611206,2.068211724,0.151639448,2.224510379,2.43623252,0.247371423,0.603975559,0.914188563,4.078749076,0.207725617,0.563210004,3.086153412,1.329504241,8.519111688,1.292637817,1.295662375,0.54800249,4.364003499,1.607017222,3.70512939,0.35033051,0.361524683,0.063900454,2.510643139,1.739948033,0.955210232,0.381315149,5.5900564,0.267443682,1
R_JS019_FPKM,0.078953629,3.702778111,0.539090184,1.587164877,19.19944062,1.767611268,1.456002808,0.422630078,0.362913935,0.540461257,0.631224056,0.677273703,0.541886089,0.0,3.685283465,0.193278643,4.886410733,2.672529123,0.272331223,2.457808856,1.107228438,1.164869607,0.335223723,0.191305909,0.408737111,0.718047011,0.531627816,7.479623969,0.700046903,0.064699481,0.607351185,0.0,0.594737699,0.731820628,0.21506189,1.036122992,0.085972505,2.702549189,1.652399105,0.120206486,0.293492995,0.06126383,4.547110172,0.282671596,0.834622016,2.099603944,0.792654495,6.479759447,0.224335086,1.498069476,0.426140942,2.800510512,1.870596828,3.575648382,0.680982218,0.316207447,0.093145466,1.597459858,0.476123262,0.288831848,0.24706244,3.67224957,0.437135776,1
R_JS020_FPKM,0.204538515,3.37897257,0.752689599,1.037261029,33.86508905,3.286657422,0.887597239,0.871655297,0.190179229,0.807213664,1.139557896,0.617930612,0.78514957,0.0,1.718524495,0.343656006,9.053063084,5.333774428,0.322809455,2.882405307,1.151147501,0.621602312,0.745048986,0.204084027,0.491405896,0.986705467,0.567131098,8.665329684,0.674184799,0.344990074,0.518340292,0.0,0.974336226,0.520460455,0.311358977,2.100124043,0.078613644,2.810939653,2.020720547,0.256486939,0.0,0.326846058,4.975127367,0.301563488,0.641755867,2.643991863,1.112016134,9.487740807,1.100892618,1.459144003,0.568218945,2.987538448,1.220565846,3.381607898,0.454033258,0.299838114,0.0331305,1.320252104,0.805659367,1.892692757,0.41417602,4.668830002,0.189057105,1
R_JS021_FPKM,0.095871478,6.769388771,0.456728113,1.120860878,41.13771908,3.090742806,0.736690324,0.337061832,0.330726677,0.306274541,0.213999187,0.277741019,0.290265869,0.0,0.45851783,0.365097571,3.02088121,2.050782338,0.0,2.029170021,0.762127851,1.100558267,0.290214029,0.040158161,0.238971511,0.425276022,0.251048266,7.827730939,0.376482924,0.0,0.137670213,0.0,0.651962052,0.326376133,0.137826777,4.129536397,0.092788243,2.679991712,1.579624975,0.0,1.201172128,0.347238808,5.120292488,0.228827513,0.368532772,2.206580598,0.45121758,4.699801971,0.211881131,0.61513877,0.0,3.46904966,1.612300425,2.011829395,0.509151644,0.132725149,0.0,1.069355873,0.573711937,0.350704592,0.125005603,3.563256535,0.513277707,1
R_JS022_FPKM,0.130207498,6.757820627,0.449298708,1.200553699,39.10058181,7.912310288,0.81865321,1.074394819,2.104900119,0.453777237,0.254805215,0.589227924,0.763953208,0.0,3.034012056,0.135221019,8.088971404,5.399386646,0.15880503,2.203686289,2.786978576,0.611331392,0.469115637,0.245397444,0.374505546,0.779147093,0.855515722,10.08735607,0.418379723,0.135745946,0.203981165,0.019099932,1.538161427,0.341362331,0.205558255,2.327124693,0.206236596,3.899960435,1.660206886,0.21028872,0.513383555,1.093286664,6.301861238,0.169501481,0.648433563,3.363344693,0.60398989,6.689511796,0.423808871,0.86586604,0.670857593,5.132934943,2.706585588,3.459961985,0.774248987,0.442485437,0.048874612,1.685775709,1.240633511,0.43303229,0.287077319,3.748522975,0.297596688,1
R_JS023_FPKM,0.252931338,4.741293718,0.231894535,0.543733081,31.06686191,2.346436722,0.963334815,1.034777713,0.254527146,0.351306755,0.378747823,0.29542536,0.741283101,0.049635118,1.764361947,0.376900797,7.411327497,4.516742228,0.619581045,3.47564668,2.095141366,0.568281006,0.490302587,0.062186381,0.670551511,0.700119137,0.760251351,11.18127223,0.578286617,0.126121307,0.85275022,0.0,1.366871581,0.455868927,0.295816063,2.566087597,0.08382676,1.976275568,1.915692388,0.351631148,0.381548428,0.209119865,3.183070023,0.118133023,0.639402465,2.555137592,1.154013272,8.609815149,0.656215738,0.571572445,0.103918394,3.442932532,1.930148207,2.991858534,0.857633501,0.274051866,0.015144276,1.223814781,0.416211921,0.46264261,0.30112281,3.874904619,0.299512025,1
R_JS024_FPKM,0.145480271,6.633479718,0.596508722,1.029766992,53.31046375,7.409219246,0.78251545,0.575420258,0.335347585,0.5422101,0.156578312,0.565161811,0.408595425,0.054706458,1.75530029,0.207772569,7.091958512,3.854182784,0.065046303,2.082008402,1.845745978,0.626127525,0.480436695,0.068540114,0.585802446,0.431693664,0.495236552,9.225027551,0.438941608,0.278062845,0.156692873,0.0,0.913242735,0.26220529,0.214655011,3.22982798,0.264026185,4.284779081,1.256302648,0.215334863,0.630955537,0.197609365,2.56915008,0.564252795,0.401957906,2.104127844,1.1087962,6.0090563,0.69127252,0.793453053,0.114496466,3.642843013,1.581228405,2.453248347,1.524940067,0.151052275,0.05005753,1.386890839,0.070584341,0.288274769,0.294022949,2.649569927,0.482584989,1
R_JS025_FPKM,0.190825409,5.846045478,0.860033106,0.796944159,36.87496251,2.776629076,0.879798048,0.588880637,0.348522994,0.143429552,0.451039117,0.399115833,0.450776376,0.0,1.537416116,0.352661914,6.202412126,3.679483303,0.451751176,3.045547829,1.167359843,0.0,0.166818499,0.063476769,0.303487418,0.53295707,0.599649245,14.13846395,0.590281001,0.2574605,0.145072255,0.036234136,0.665906585,0.890212577,0.233151743,3.671157189,0.061113216,1.882804814,1.273534854,0.159504148,2.775054897,1.921063352,2.610871104,0.442066752,0.463877463,1.869677804,0.951004188,8.514419399,0.714488378,1.210059075,0.106038133,2.868028541,1.554449638,2.498656876,1.835537037,0.279753861,0.061798197,0.873565447,0.604595301,0.554377542,0.201987861,4.55608067,0.23517259,1
R_JS026_FPKM,0.128957714,4.831740245,0.747838074,0.871967442,36.6997734,4.27490545,0.495480931,0.626417492,0.363998984,0.343321994,0.308436157,0.28020986,0.570275997,0.0,1.850363665,0.368322381,8.468481165,6.737620087,0.288325627,3.008801357,1.350065682,0.555239116,0.399288819,0.162041139,0.834564227,0.452260011,0.624743966,11.97739663,0.305719161,0.061645337,0.115753516,0.052025436,0.657761539,0.368014082,0.245168852,2.310219442,0.093622177,3.154485177,1.708882929,0.152727086,2.004205651,0.437910724,2.388497007,0.923432145,0.402795029,2.677476607,0.548347585,8.212071571,0.071260109,0.393047096,0.202968319,3.055182254,1.799678248,2.368001,1.865463599,0.301291125,0.014796719,1.363224613,0.500606965,0.825616689,0.294269692,5.847780073,0.315212045,1
R_JS027_FPKM,0.176972195,3.394329376,0.533099852,1.645265231,23.03974575,3.166484584,1.126726353,0.912231594,0.137955948,0.32304476,0.314418351,0.466086088,0.652637232,0.0,4.484749665,0.264758459,7.778093256,3.760667889,0.271296581,1.739087507,2.00510247,0.435063721,0.772292631,0.238235743,0.557464825,0.572868938,0.463409142,11.93219205,0.472196327,0.434918573,0.580863812,0.067990958,1.047422806,0.394902697,0.281199256,0.820606124,0.201876861,2.271594167,1.543258539,0.359249392,0.840601797,0.297593095,2.003605142,0.362035621,0.619549875,1.981558646,1.273725183,6.455235124,0.078219905,0.924633079,0.079557688,4.912680266,1.234799947,4.888431726,0.423991994,0.183755744,0.034793955,2.282194865,1.484296239,0.169555566,0.323043757,2.367927464,0.255994273,1
R_JS028_FPKM,0.112619714,4.096706964,0.705220408,1.246000088,28.25659942,3.086540252,1.604830935,0.886601559,1.005607804,0.261660604,0.646426658,0.452990755,0.550606532,0.030806423,2.864425011,0.263166927,5.956794655,5.124687774,0.412004888,2.112779292,1.524600485,0.528603891,0.329641154,0.154365735,0.694923281,0.419789369,0.128687368,9.291561225,0.679564287,0.293563219,0.507205825,0.033047746,0.954365937,0.535116778,0.254474763,0.921708317,0.100331663,3.618335333,1.554771823,0.145473904,0.355231543,0.500588211,4.444924388,0.18328135,0.787112966,2.206748839,1.04476217,6.78514886,0.19006447,1.261276229,1.160357499,3.223620673,1.302325343,2.808296858,0.437843662,0.350826321,0.028188508,1.9519734,1.490286871,0.355792398,0.272316403,3.926966477,0.096518178,1
