,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,AC211429.1,MRPS31P4,DNM1P47,SIGLEC17P,AC007342.3,STAG3L1,FGF7P6,AL353743.1,PARGP1,PMS2P10,AC010203.1,CD99P1,ANKRD20A5P,MFSD14C,AC027559.1,WASH3P,PVRIG2P,TBC1D29P,PLEKHM1P1,GTF2IP9,AP000356.3,AC073264.3,FAM86C2P,EFL1P1,PRSS40A,AC009093.9,NBPF8,ADAMTS7P1,AL158066.2,AGAP12P,RHOXF1P1,MT1L,CCT6P3,HTR5BP,HERC2P7,NPEPPSP1,ZSCAN12P1,CELP,ZNF56,SUGT1P3,LINC00674,Diagnosis
RNA431_FPKM,0.104512152,2.578584876,0.209881106,1.589873079,28.55667786,1.484664494,1.720825404,0.472408816,0.09270168,0.333878355,0.214234171,0.188740322,0.28905372,0.067380983,0.93472449,0.255830296,2.343491864,2.771104368,0.160220171,1.443534686,0.745234047,0.770947602,0.295832416,0.196970338,0.24045941,0.805466836,0.211107801,4.5975904,0.514794259,0.0,0.418053048,0.0,0.492022638,0.403610277,0.249086068,0.713186021,0.097534593,1.52034877,1.200311769,0.1591345,0.777016086,0.32444732,9.414182477,0.481055633,0.50934205,1.191083428,1.106709307,10.09072675,0.296947023,0.574779948,0.0,2.820530262,0.86541772,1.980468268,0.338016952,0.279028741,0.041090387,1.208305892,0.152133771,1.17424414,0.163515455,4.994071732,0.422245541,0.421588937,0.0,0.027525558,2.164618963,7.263238541,4.196640765,0.056739839,1.813826835,0.758719234,3.243195328,0.053883435,0.771117984,0.054314263,1.785370255,1.555188829,1.902600727,15.5594143,0.095155616,20.62263473,0.0,1.456073034,0.35027423,0.13730185,0.055095206,0.10824944,0.410662412,11.161986,0.188171743,0.684754702,0.0,1.39300773,0.830670681,2.267750419,0.140963198,0.587742477,5.680386125,0.212469235,0.0,0.589687342,0.304627765,1.579067297,1
RNA44_FPKM,0.087100123,2.863916141,0.397963032,1.725441676,19.10028834,1.761206904,1.756969619,0.498657559,0.086046562,0.417397669,0.406244205,0.206466284,0.296695372,0.049143992,3.983690691,0.124401355,4.466477732,2.84869463,0.087648747,1.492744174,1.268152886,0.562272037,0.728150175,0.143637817,0.50105485,0.716669723,0.273713106,7.078604994,0.807196075,0.187342392,0.727023455,0.017567162,0.820186674,0.784961477,0.359610662,0.580137718,0.082989327,1.304415992,1.060195681,0.232088362,0.141689373,0.177459252,4.727254143,0.233888369,0.648755338,1.066767228,2.023063616,9.934869678,0.534196613,1.278499935,0.205639134,3.741790978,1.192178081,2.545994243,0.383458179,0.237417379,0.0,1.177774357,0.015846453,0.318654114,0.187399324,3.593618697,0.262323347,0.0,0.294598812,0.080293422,2.312903015,3.29061227,5.746460333,0.041381833,2.139860932,1.129753681,4.467745799,0.235831723,1.651220282,0.247562089,3.000195188,1.188204848,2.71566345,8.880667681,0.02775454,14.86749846,0.267125918,0.653491779,0.851542936,0.033383647,0.080364719,0.011275403,0.948441972,10.5125824,0.106734283,0.499409325,0.116605052,0.040629056,0.0,1.843377911,0.102810823,0.197831777,6.831828857,0.0,0.344897573,0.913857095,0.602975539,2.974896691,1
RNA442_FPKM,0.064574953,0.227029361,0.363100061,1.050562949,3.300353714,1.659537603,4.664093344,0.403262997,0.042527509,0.275047249,0.293424603,0.144554749,0.300977367,0.048561701,5.390469128,0.061468923,3.153407293,3.09197913,0.288727888,1.009525837,0.895339957,0.555799424,0.079959072,0.141982629,0.229058274,0.673531528,0.388906275,3.0511736,0.862791576,0.0,0.208628917,0.0,0.243208531,0.15517551,0.289489815,0.177957352,0.058598155,0.644661699,1.134446693,0.42056142,0.373405308,0.672397352,8.010053399,0.462349253,0.496448564,0.617590584,2.020367531,11.90104127,0.328231311,1.118688048,0.101635956,3.233749089,0.259938775,2.564925037,0.406110068,0.067042866,0.0,1.11389152,0.109662972,0.905521744,0.143130791,4.080005423,0.045088253,0.0,0.218349774,0.048184916,4.136812593,0.6980965,3.673459911,0.020452732,2.384284122,0.843207639,2.337871101,0.077692393,1.111721104,0.127247941,2.0484794,2.509050449,3.3699806,12.67913376,0.054870085,7.03495218,0.0,0.686286336,1.195193527,0.09897462,0.0,0.055738506,0.542735687,9.827153169,0.0,0.493660358,0.115261142,0.0,0.598714257,1.668780957,0.101592651,0.260725395,4.310275007,0.229744992,0.056811521,0.690737417,0.376411409,1.138217792,0
RNA454_FPKM,0.013338085,1.872382723,0.346796281,1.758134672,17.0501739,1.653370582,1.352545675,0.277590883,0.0,0.255582148,0.210489428,0.179107297,0.277300893,0.0,3.365595691,0.152346505,3.697871375,2.343412766,0.0,1.75116712,0.79874301,0.688916766,0.0,0.050252071,0.230117936,0.330927822,0.251415482,5.410058735,1.103519663,0.076486877,0.775494022,0.043027718,0.401791453,0.432603736,0.217934357,0.538999545,0.08711572,1.677423417,1.357978542,0.142113018,0.462675351,0.325987087,5.100194756,1.384488219,0.557446182,1.175817552,0.71889575,7.18514345,0.353635184,0.410680197,0.0,2.663170188,0.730017446,2.72830238,0.369001732,0.124611119,0.018359131,1.421659206,0.485264315,0.439031726,0.125188453,7.315293162,0.293329042,1.506570023,0.270561322,0.052679972,3.034930304,6.565940846,3.212835842,0.050678813,1.905944983,0.705914889,2.735776164,0.048150097,1.172308322,0.097024519,1.847122925,1.058280668,2.403354558,11.17823479,0.067995868,17.865912,0.0,0.800294523,0.959443924,0.0,0.24611852,0.041432192,0.489097531,10.36642131,0.485541568,0.611895016,0.0,0.49766245,0.0,1.624599672,0.041974903,0.444193967,4.539476911,0.094864097,0.0,0.954612031,0.272068281,1.410386853,0
RNA457_FPKM,0.062346046,3.421631508,0.334149662,1.501779566,24.993277,1.476440402,1.904342539,0.668416567,0.017597367,0.423253116,0.257223068,0.357144427,0.452666446,0.05862105,1.21984843,0.155820314,3.482397472,2.854611158,0.146368083,1.237154639,1.160564315,0.402695165,0.135127878,0.146876722,0.345188508,0.445691271,0.281626703,5.066634395,0.544171848,0.0,0.369303505,0.176065943,0.748504531,0.294974415,0.130025484,1.002317898,0.025461799,3.547999899,1.113915778,0.221494901,2.129399072,0.381058393,5.840739271,0.641748487,0.681556006,1.952527949,0.442664582,4.184694684,0.227350399,1.095120274,0.368068232,3.856137016,1.355272611,3.872481063,0.25487645,0.242770929,0.042907929,1.049217581,1.077723109,0.256586867,0.243876654,7.50801385,0.106129238,0.660355495,0.369003051,0.036945435,0.735782728,6.859127121,3.979011037,0.103693086,1.92149615,0.709617796,2.257293618,0.534547009,1.010600408,0.070879186,2.858077135,1.159724391,1.745150283,8.828472163,0.039738341,22.64811981,0.19131365,0.029246018,0.377893907,0.047781672,0.172596663,0.0,0.92897931,8.276094306,0.054575153,0.357673345,0.069557602,0.145441818,0.216802212,1.886654738,0.049050692,0.330403371,5.150100843,0.083192381,0.0,0.327059226,0.295310677,2.472787043,0
RNA466_FPKM,0.153950072,2.78370245,0.486950614,1.226810168,23.66307181,2.581613592,1.520988006,0.622658495,0.099323414,0.210787179,0.189368548,0.269347341,0.386388526,0.0,1.570618449,0.31407873,4.234787716,3.137642975,0.029508231,1.206079743,0.978888834,0.568085033,0.326854431,0.165791088,0.385863063,0.498352914,0.310985508,8.672110788,0.445533321,0.063071553,0.426346711,0.035497557,0.67304301,0.198196094,0.220911369,2.262855439,0.263424813,3.095968773,1.257405227,0.15626149,0.381523943,0.179234997,4.149114517,0.472457545,0.644648134,1.816187004,1.122176604,6.978268662,0.233311948,1.016045258,0.311549205,4.768365759,1.487361761,2.793885852,0.719262652,0.102754736,0.030278106,0.804418501,0.784351954,1.045922064,0.283895166,3.923708189,0.28797603,0.0,0.5206741,0.066611278,1.557299338,3.825955618,4.825920546,0.0,2.318340305,0.977989019,1.725227244,0.476383145,1.450143452,0.280033305,2.306807067,0.872765314,2.502469297,9.467434749,0.056069665,20.12870903,0.0,0.660003836,0.567609967,0.247206767,0.202950424,0.0,0.403311779,18.11880299,0.092404239,0.504572421,0.098140115,0.615619703,0.305974236,2.140129096,0.103805487,0.299701286,7.083370441,0.117356203,0.058048958,0.760077027,0.256406975,2.035383473,0
RNA471_FPKM,0.06612385,4.465385878,0.294345105,1.648553822,34.21489609,2.265763256,1.219384705,0.593402153,0.398137387,0.539800652,0.274104532,0.261215773,0.495211668,0.033156195,3.55043394,0.209836919,5.112597242,3.967612641,0.197107981,2.86262353,1.142950309,1.517793272,0.327540962,0.09692303,0.688846718,0.776877227,0.253939925,5.590262154,0.848643664,0.0,0.807052939,0.082989153,0.636433598,0.304543462,0.170102533,0.647907366,0.159999491,3.124623742,1.785130216,0.339314666,0.637273368,0.379174207,2.202397399,0.631275319,0.822536296,2.745530542,1.492366244,7.172494222,0.224060881,0.664670339,0.416360403,3.7541023,1.774451935,3.7661837,0.240270841,0.27462392,0.030338598,1.595121482,2.245799429,0.309068625,0.396579989,8.519518908,0.338610576,2.80137266,0.844761564,0.114158943,4.149275158,6.888431943,4.909982684,0.111705835,3.3602513,1.182325984,3.103279047,0.503897688,1.412881941,0.300682804,2.51490811,0.947492293,2.006263501,11.70698755,0.037460207,25.91410766,0.0,0.440923185,0.965277829,0.037533475,0.13557819,0.045658931,0.673666385,9.988395865,0.144042986,0.336941121,0.065561131,0.767744023,0.102161055,1.859907733,0.138727667,1.134639003,8.434869056,0.02613079,0.025863569,0.761713948,0.235550826,1.748350717,0
RNA476_FPKM,0.024347137,1.645472562,0.325215948,1.265759248,20.25192629,2.636244813,1.964782569,0.466388196,0.412399976,0.272290036,0.646475545,0.144302261,0.785806553,0.0,2.763450768,0.173865222,5.185882923,4.159358487,0.130674558,1.985587952,1.06361174,2.515713687,0.482527527,0.068840905,0.546312887,0.762018017,0.401725707,5.416106328,0.913167599,0.139617979,0.734338615,0.0,0.470060771,0.329169725,0.132666152,0.06711132,0.225395346,3.063354614,1.533658231,0.302806428,0.686500046,0.231531653,2.076804562,1.525730332,0.696234087,1.959838374,1.453523151,6.697980205,0.258329818,0.796878323,0.115037788,3.06707106,1.333188444,2.765019517,0.306308607,0.11378638,0.0,1.392883918,0.726676525,0.512241617,0.333394945,7.277023966,0.191311521,1.031692187,0.576496853,0.118649609,3.387052602,5.13379632,6.635703711,0.092575156,2.828034779,1.443860484,2.204146297,0.395582855,1.03030768,0.454027421,2.378265138,1.449557555,3.103358812,10.39083757,0.046563256,21.35922397,0.0,0.365410927,1.047485349,0.174193294,0.224695384,0.075666108,0.167465864,11.23415309,0.306925491,0.558754971,0.0,0.908865155,0.338659052,1.560506635,0.15327953,0.405609521,7.030311984,0.0,0.0,0.330642253,0.567836261,2.360945224,0
RNA483_FPKM,0.081078032,3.771225126,0.348277885,1.496180283,21.75071869,1.905190696,1.702962014,0.285061052,0.035599162,0.287791436,0.142211871,0.298959842,0.484515617,0.0,2.273807728,0.205843345,4.336684679,2.339254761,0.0,1.339122429,0.734502373,0.465254934,0.200819029,0.101874963,0.30056841,0.680466667,0.099080926,6.253243934,0.761077506,0.0,0.368700901,0.0,0.330836593,0.243555472,0.174846345,1.804183415,0.196197382,2.590368678,0.949651538,0.256041794,0.664212116,0.146836329,5.867060746,0.580583584,0.744573042,1.614002789,1.040769268,8.084917234,0.23892403,1.075184636,0.085078588,5.008727536,1.334568148,2.653499643,0.566595153,0.112267004,0.0,1.044613952,0.458986434,0.659141578,0.204390339,3.977924835,0.339728921,0.0,0.30468546,0.047454245,3.037651213,7.782904246,3.798589556,0.08561928,2.832839393,1.087375839,1.630866541,0.715478864,1.108833647,0.262197119,2.07389755,0.849076823,1.869739672,13.47125466,0.034448458,21.2437928,0.221034736,0.47311268,1.733243582,0.239354569,0.166275124,0.065317548,0.784776778,15.40155643,0.12616113,0.413238855,0.09648332,0.168123559,0.501290145,1.43969718,0.0,0.545636263,9.200710766,0.0,0.0,0.756138273,0.262578453,1.508681849,0
RNA488_FPKM,0.058698241,2.27005675,0.254415686,1.637082636,17.05947866,6.126422379,1.759012803,0.236232984,0.027612043,0.156261232,0.196533644,0.208691495,0.336720506,0.029437572,4.765949395,0.139704551,4.586307487,3.254897463,0.104978833,1.821200849,0.675507208,0.505379302,0.363456709,0.165930772,0.343269538,0.42223634,0.230552628,5.594848133,0.430092078,0.056109659,0.758588808,0.063143266,0.156599488,0.317365884,0.196526018,1.132350526,0.095869482,1.816646434,1.109865441,0.208535454,0.381845389,0.292321139,6.269860027,0.315212165,0.761518395,1.560939557,1.01714453,7.181406797,0.168633649,1.111035284,0.184831816,3.925166841,1.118391666,1.671640347,0.442971865,0.121892336,0.040390885,1.134331429,0.655055766,0.840998506,0.336745523,5.759446519,0.215199704,0.552594127,0.595496976,0.061835352,2.16055106,5.292922901,3.311100881,0.055773929,2.062429794,0.807895215,2.243193848,0.84756139,1.268573839,0.204635065,1.642709838,2.135133968,2.22623342,13.44621996,0.024946234,18.726453,0.0,0.220185479,1.468962815,0.059981352,0.0,0.050662736,1.61464992,12.4966866,0.164408498,0.448877269,0.087306904,0.36510962,0.0,1.547883328,0.123138785,0.296249257,6.987133838,0.174025033,0.034438523,0.193186316,0.199611069,1.034714103,0
RNA499_FPKM,0.04139305,1.719132335,0.45824807,1.653028054,11.7258169,2.084239697,1.669892162,0.361911524,0.029211192,0.36366472,0.178198408,0.392463503,0.363613493,0.0,1.599519734,0.354674093,5.100586407,3.013996561,0.305409674,1.000586126,0.964236281,0.534756372,0.281956014,0.058518677,0.196441021,0.647647521,0.292657053,4.754936398,0.731503465,0.0,0.913899343,0.0,0.506699857,0.727402711,0.29245418,0.684468064,0.146492314,1.425774564,1.016887418,0.220583743,0.40395085,0.927658223,4.278976317,0.481656503,0.681239625,0.912501558,1.743451568,9.889283375,0.219554089,1.0557592,0.0,4.39419406,0.883136702,2.861882051,0.416524616,0.0644726,0.0,0.918064929,0.301270268,0.700354576,0.218590097,5.353996844,0.054204968,0.584568009,0.559943349,0.05178473,2.704203398,4.958233946,4.422726789,0.098352864,2.107729618,0.635485562,2.997343809,0.747138486,0.750573638,0.291766799,1.974891963,1.693957494,1.959337335,9.456460126,0.052766494,16.07554392,0.0,0.155271238,0.971201147,0.084595758,0.038215973,0.053596863,1.18612326,17.97481893,0.318830087,0.474969945,0.073883293,0.888317351,0.575760958,1.866614019,0.162845858,0.407403594,5.111670632,0.110469506,0.054642529,0.357637614,0.150828425,2.462660031,0
RNA50_FPKM,0.070410389,0.285110071,0.311065625,1.338862319,1.228540227,1.835826453,2.689575872,0.527637315,0.31227964,0.674772532,0.173191037,0.381452254,0.670757049,0.0,5.155861591,0.258538487,4.567989579,2.790381353,0.377778047,0.827353693,0.886969612,0.519610821,0.473328437,0.018960027,0.399212599,1.204668905,0.837536292,3.900390397,1.44795174,0.173007564,1.624834427,0.0,0.416710554,0.779495665,0.297946285,0.221744843,0.197134167,2.168955478,1.159061406,0.035740427,0.0,1.475381558,4.782710466,0.288064071,0.836106778,0.886894634,2.27549999,13.65278821,0.61350215,1.78120752,0.0,3.981317568,0.858351452,3.595669506,0.126513092,0.062677644,0.027694501,0.657479483,0.029288273,1.342998479,0.259664057,2.422441097,0.0,0.0,0.816313432,0.0370854,3.611791254,0.771048655,6.058416988,0.860262978,4.42059648,1.150103915,3.641592517,0.472003233,1.414791751,0.201243583,1.824243111,3.3926027,2.471990755,20.58482416,0.038459396,7.926055312,0.0,1.999623215,1.510298887,0.030829239,0.222762011,0.0,1.521718412,12.83631482,0.0,0.461517686,0.089763759,0.075092822,0.839447804,2.228001056,0.094944074,0.304585844,3.256184226,0.500974452,0.0,0.744871197,0.557010813,1.241077521,1
RNA504_FPKM,0.080447848,1.969276645,0.309114942,1.692987599,13.93799381,2.710544258,3.09081582,0.348332165,0.193759296,0.513986403,0.54642053,0.207633593,0.630710735,0.032267712,4.742924237,0.229770999,5.163334634,4.474262119,0.345326868,3.227452283,0.754041808,1.661899971,0.584485336,0.090966335,0.604666154,0.509252228,0.235932638,4.972229863,1.007864268,0.061504062,1.108993722,0.043273454,0.499947073,0.386642696,0.186261809,0.472977547,0.128478201,3.019888274,1.911599741,0.304846993,0.279120631,1.558828161,2.356183439,0.441617417,0.796305958,2.034257029,1.559272555,8.44795734,0.184901634,0.722657642,0.4558786,3.937053282,1.38170615,3.665752,0.229361388,0.083535471,0.0,1.201999724,0.772878369,0.725921703,0.310483194,8.061097375,0.157299579,1.514819129,1.450972314,0.076273764,3.173644583,3.38400282,6.43018599,0.183477645,2.702111196,1.442289041,2.588989815,0.638896351,1.001935919,0.263393847,2.565426476,2.261239848,2.187092123,12.51535673,0.054695887,22.79549315,0.131654941,0.281645336,1.778418109,0.076723806,0.475104882,0.099985154,2.335885373,8.287569794,0.26287432,0.492032497,0.086152022,0.540439736,0.671369237,1.663220525,0.101257646,1.299271641,6.730235374,0.133564467,0.04719147,0.847308367,0.34390988,2.174406331,0
RNA519_FPKM,0.068280372,1.770473694,0.191975192,1.788965407,20.46595177,1.776312307,1.783899309,0.284283443,0.102785861,0.290841308,0.293949191,0.14386502,0.293777958,0.0,4.876144528,0.130012588,4.525345117,3.685229155,0.15264343,2.282780618,1.060359856,0.587516155,0.056373667,0.085790394,0.320760548,0.343825839,0.268189479,3.708465541,0.549357969,0.130517295,0.441223822,0.0,0.364330277,0.389695289,0.209238097,0.606343949,0.02478347,1.704209346,1.016598591,0.323436799,0.34546896,0.37095905,4.352593114,0.774101452,0.667126809,1.194608115,1.763873858,8.161665508,0.1509033,1.139089529,0.85987865,3.828945635,0.842913527,2.737768885,0.429413741,0.283604009,0.015656879,1.629504171,0.397571012,0.978320743,0.26708973,7.664196172,0.214573321,1.446347829,0.615773905,0.065938134,2.743547993,4.56331808,6.136635589,0.0,1.870558466,0.57834728,4.394935323,0.616206619,0.987971965,0.186301747,1.366566459,1.411208948,3.749939118,20.62638018,0.043514167,22.110461,0.27911897,0.896433505,0.160194815,0.081396464,0.168022265,0.011781631,0.573895835,9.361737609,0.398424369,0.521831119,0.060928247,0.934395673,1.266337296,1.476495429,0.107422704,0.379067729,6.076976401,0.080976048,0.0,0.61803778,0.099495298,1.00302074,0
RNA52_FPKM,0.02545592,0.173374405,0.274307168,3.474019265,0.154347612,0.336401521,1.095222553,0.734696156,0.0,0.0,0.194784136,0.583173168,0.55969315,0.0,11.95130109,0.0,0.86117542,0.36016606,0.0,2.411936798,1.065766255,0.438448822,0.0,0.0,0.502658399,0.906281279,0.333233164,2.875267358,1.784469341,0.0,3.124836759,0.0,1.070451387,0.902155531,0.245536766,0.140292327,0.092377446,0.0,1.220182514,0.0,0.0,0.0,5.086597262,0.516360703,1.532797785,0.486845377,5.594764897,14.41496227,1.484973328,3.037528833,0.0,1.266958414,0.177591812,4.768733957,0.789660956,0.60784895,0.0,1.610929651,0.0,0.41898176,0.119465437,2.913590917,0.0,0.0,2.582162583,0.031280656,6.06445417,0.100055284,5.450928497,0.0,8.700441574,0.538952343,7.883834245,0.0,0.671276151,0.385797095,1.982606246,2.440789244,2.687474161,0.0,0.0,2.836887593,0.0,0.350073337,0.915635236,0.078026447,0.313141538,0.0,2.294868632,13.37259441,0.0,0.0,0.196861683,0.0,3.304230753,3.718341156,0.0,2.312226405,6.993832238,0.0,0.358329293,0.963375576,0.222563203,2.168457747,0
RNA521_FPKM,0.061241669,1.211101176,0.199077416,1.795329564,12.75191847,3.367717423,2.046948598,0.446183257,0.017285653,0.244529019,0.472343833,0.229829574,0.790438745,0.023031108,1.947003942,0.196779712,6.184107899,5.003109006,0.4723534,3.247796747,1.350088062,0.3953942,0.75839356,0.100992497,0.572425224,0.850759402,0.324729716,4.203259973,1.088798464,0.175594319,1.071741396,0.037060107,0.691950345,0.262133584,0.211119333,0.562569551,0.141698465,2.384398564,1.661683804,0.326327,0.829989226,0.914930151,2.176058462,0.438487308,0.934271951,1.896391714,1.702333843,9.600281315,0.507518975,1.105121798,0.289214172,4.06303657,1.368152704,3.631519162,0.231074194,0.214623507,0.010536968,1.179492703,0.869132135,0.854095039,0.347337322,9.935144709,0.128293762,1.297196621,0.931943276,0.100801622,5.923544622,4.717161282,7.465243329,0.043650055,3.337044766,1.361589643,2.309594202,0.69084636,1.219767957,0.167089063,2.997976978,2.733867178,3.09378741,15.83993758,0.078068858,20.98585712,0.187845085,0.401989118,1.688245438,0.172087374,0.084769671,0.071360586,1.193222454,10.77178324,0.235845191,0.702377275,0.027327874,0.428528522,0.53240462,2.168025239,0.096363648,0.741778857,9.35063352,0.081707183,0.040415562,1.209378301,0.334671644,2.024004642,0
RNA528_FPKM,0.058910672,2.749314021,0.248424917,1.613053211,27.92321481,2.335726816,1.412218105,0.519930711,0.219465458,0.489267605,0.338119167,0.242016838,0.481539906,0.017726802,2.81215187,0.100942392,4.869786284,4.117539672,0.031615909,1.887199108,0.882107128,0.608661524,0.291800696,0.13321614,0.704795357,0.572054482,0.388712604,3.99275199,0.487482487,0.0,0.837412089,0.076048858,0.421545165,0.254794559,0.188535467,0.99568974,0.089799889,4.304895908,1.073484997,0.292983478,0.970793162,0.544046461,2.80103062,0.843577001,0.554778371,1.9457642,1.349681637,6.104777345,0.203085584,0.612304405,0.445109494,3.645949255,1.460684627,3.364051374,0.592745011,0.183515066,0.0,1.521912219,0.120045851,0.474070773,0.184334218,6.357991976,0.308525539,0.83195836,0.717134687,0.065159676,1.271164958,8.354136338,5.00126086,0.067173707,2.315366523,1.122624119,2.843626393,0.510336317,1.255833914,0.214296189,2.42442505,1.519391138,1.672960064,14.76939557,0.060075185,28.7856692,0.0,0.265146801,1.031940371,0.012041865,0.391359859,0.0,0.540130153,2.145919112,0.527957424,0.54061241,0.063082897,0.5715951,0.0,1.770878601,0.074136527,0.321078753,6.998958763,0.041926107,0.04145781,0.261734986,0.206027645,0.934500093,0
RNA53_FPKM,0.102533529,2.934648986,0.360350517,1.527353662,18.34205108,2.495324527,1.733341469,0.576308947,0.448576353,0.436743164,0.331057597,0.303800002,0.318610498,0.025706471,2.27359351,0.097616995,5.543728616,3.138159298,0.137543161,1.590670142,0.92409993,0.441324386,0.105817215,0.048310324,0.353884414,0.626944971,0.550411587,7.643253934,0.574525233,0.097995943,0.901825596,0.068941869,0.563189329,0.600601781,0.215291105,1.067521972,0.083736471,3.019832799,1.686878738,0.030355646,0.963502094,0.487420791,4.372126084,0.52004827,0.615857584,1.255718116,0.855489456,6.769709982,0.441879012,0.394742062,0.0,2.552033401,1.320784829,3.554086901,0.193455206,0.479109645,0.0,1.250079405,0.286069354,0.56263941,0.427814932,3.506077063,0.250611664,0.84467631,1.618189414,0.065260741,1.78623667,3.980527751,3.994861729,0.064960769,2.350954431,0.868477805,2.784237668,0.370143033,1.474202147,0.303074264,2.511931117,1.229128426,2.053334471,6.775485171,0.119814163,20.61283206,0.209665738,0.3846179,0.307394304,0.026193714,0.126155696,0.0,1.136047317,11.32178932,0.634205066,0.391983771,0.091507086,2.072819689,1.069650629,1.446581678,0.188225697,0.465751935,8.327075797,0.182397073,0.0,0.949171932,0.298860555,2.334595467,0
RNA535_FPKM,0.053942185,0.960212277,0.333689131,1.518304303,7.683035288,2.478653537,2.338007222,0.296485235,0.0,0.241276716,0.294167576,0.238695664,0.464213953,0.016225539,1.034390031,0.184905015,3.669513097,2.87614446,0.289471104,1.385790967,0.502664354,0.557114677,0.400848737,0.081334418,0.316529373,0.76838102,0.169520092,2.900719216,1.069606729,0.061853571,0.418318202,0.034829536,0.172711081,0.252805304,0.220422447,0.05947318,0.070494526,1.680447907,1.301187512,0.114998645,0.842286034,0.293090824,5.688169571,1.661007271,0.679166532,0.483243633,1.610016456,10.55381619,0.071529081,0.664601681,0.0,3.009024666,0.920769991,2.838296876,0.352859719,0.201672024,0.059401711,0.940397036,0.031417971,1.006497561,0.185696716,6.977736898,0.248640292,0.152327722,1.313565125,0.028416558,2.746700906,4.517385277,4.549307612,0.328121029,2.159000549,1.028117197,2.604293956,0.155791585,1.019698852,0.206070102,2.671937895,2.033741449,3.43746467,13.03728347,0.096277488,14.96079765,0.0,0.890382275,2.615850541,0.220507457,0.159295144,0.011171981,0.49467036,13.43588901,0.302204759,0.494828564,0.134807097,0.362428778,0.6002817,2.509525943,0.135811497,0.196049351,5.077443615,0.115164828,0.018981987,1.145273395,0.283049152,1.046039797,1
RNA58_FPKM,0.092497582,4.237679615,0.30880664,1.465733313,33.74284589,1.99385832,2.132195201,0.625767493,0.078317121,0.369353018,0.149323035,0.246642863,0.447692715,0.034777401,2.850225495,0.132093415,4.464482512,2.887937509,0.279173868,1.067834924,0.952239667,1.194105155,0.257734963,0.087163452,0.352481032,0.736041936,0.181651601,6.593383573,0.538192689,0.19892473,0.747107767,0.0,0.587867792,0.187546525,0.244072566,1.274543549,0.188842145,2.354765696,1.14643021,0.041067109,0.250717609,0.408267648,5.378179219,0.662285402,0.59999671,1.375487212,1.291144039,9.963328845,0.352607525,0.845697206,0.218359383,3.931644791,1.359002573,2.209572607,0.174506338,0.108062021,0.047747867,0.962719514,0.403918393,0.44409779,0.198987967,5.208176812,0.33910027,0.489894936,0.312814625,0.039583502,1.598336101,6.664463666,4.543271434,0.065932849,1.569879138,1.297550586,1.813855774,0.542560965,0.902096081,0.126179192,2.373489161,1.777844897,3.536143701,6.461271287,0.132648543,16.04024315,0.0,0.520417072,0.271265622,0.047259763,0.128043504,0.059875486,0.212038219,10.11676662,0.097146494,0.530301358,0.061917606,0.647254304,0.0,2.140324676,0.109167044,0.140054764,9.183797668,0.041126454,0.0,0.399578124,0.101110912,2.75133351,0
RNA6_FPKM,0.044236054,1.939025026,0.380843067,1.373822021,12.67327492,5.372894269,1.886326375,0.515631315,0.049936242,0.105978946,0.222151242,0.200950194,0.650209272,0.0,3.375061194,0.189499863,5.461787408,4.028480946,0.415333252,1.930904553,1.34311456,0.571357855,0.410837228,0.125043798,0.330757186,0.668173815,0.243227492,7.477154552,1.048550465,0.063434917,0.547822225,0.0,0.551839169,0.219226237,0.293676379,1.361203703,0.192648031,1.390976532,1.659524589,0.549981934,0.57550986,0.0,6.686943322,0.475081576,0.658863628,1.300070997,1.351971709,11.23148286,0.395892408,1.149421584,0.0,5.729991384,1.299778838,2.88399934,0.166909621,0.310025293,0.0,1.351023094,0.563359579,0.586559945,0.380633034,4.340044052,0.127413008,0.0,1.047080991,0.093194708,1.901512301,5.1187865,7.136393804,0.21016082,2.60780586,1.3112528,2.135182339,0.758433487,1.531128102,0.27153315,3.030407038,2.468274445,2.254695473,8.016940636,0.056390662,14.78196628,0.271442436,0.580707182,1.971753215,0.067798374,0.163282107,0.022902699,0.101377498,16.33707067,0.046458726,0.507479337,0.039468137,0.53648725,0.76900654,3.061827533,0.034812174,0.53576531,6.458477597,0.118026649,0.0,0.573219941,0.483471434,1.656844588,0
