,TRAV9-2,TRAV13-1,TRGV3,TRGV1,TRAV25,TRAV17,TRBV25-1,TRAV41,TRGV5,TRAV12-1,TRDV2,TRAV4,TRAV13-2,TRBV24-1,TRBV15,TRAV36DV7,TRAV26-1,TRBV27,TRBV5-4,TRAV19,TRBV13,TRBV18,TRAV14DV4,TRBV7-4,TRBV7-6,TRBV4-1,TRBV2,TRAV38-2DV8,TRBV12-5,TRAV21,Diagnosis
RNA457_FPKM,2.921877526,5.916058195,2.036653965,1.114136144,1.713974807,1.783965352,0.755457632,0.514010069,1.25132581,2.708752342,1.549718888,2.040136258,2.66751995,0.302157413,3.418168891,0.323376333,1.071899204,4.908364344,1.587204468,2.958166369,0.769597213,1.882836032,1.625251405,0.331763615,2.055749545,2.006212482,7.383235523,2.331584295,0.0,3.859845856,0
RNA466_FPKM,5.565772351,9.250184834,0.907523198,0.349402838,1.410858851,3.691757249,2.98444943,2.417284509,0.882862242,4.538761855,2.967651982,2.467544088,3.763851294,0.852670965,2.315154192,0.45638292,2.873703968,4.40736783,3.881902845,1.043554512,3.908938157,2.656717834,3.439865578,0.702108006,1.035979075,5.661541951,6.945279674,1.850560596,0.988087099,3.078248027,0
RNA471_FPKM,4.682499746,6.17985071,5.759736244,1.750387594,1.750459529,2.578551874,0.427288497,1.291931178,3.145670035,4.787824889,18.7832144,3.159542043,3.705769321,0.284906554,1.933325965,0.609675387,1.717839159,5.608523863,1.595914984,2.556256074,6.964137997,1.901706147,4.596363052,0.781821205,3.875932197,8.728620055,2.577854028,3.846494738,0.0,3.322227598,0
RNA476_FPKM,8.445202111,11.49128694,12.8951544,1.353837772,2.231568414,15.79378518,1.180093079,1.873614774,3.747158783,11.37375232,17.46747906,4.325783775,5.04495524,1.180093079,2.34983758,2.021050883,3.851828023,13.01339888,1.487798751,3.273782944,3.366494995,3.992253718,2.116051931,2.591706256,1.376466871,5.786571578,9.185453182,4.781044424,0.437537607,9.438895702,0
RNA483_FPKM,4.559863652,11.09005704,2.230435632,0.429235197,1.816289083,3.574493437,2.270413154,3.56471409,2.531409966,4.696860788,1.919404467,6.064376263,5.031005126,0.698648469,2.05469694,0.560658334,3.965182126,14.44277314,2.935537992,9.688932388,1.423291148,2.798467136,4.540351036,0.0,1.01848974,3.211109743,5.847886175,5.053621888,4.533133174,4.849922355,0
RNA488_FPKM,5.134815564,5.017721788,4.574790579,0.0,1.972260987,1.492875904,0.568864799,1.93536517,2.225301425,3.187729136,16.11835825,4.207193325,5.463231836,1.32759698,4.805504352,1.82663679,3.767443821,9.522038573,5.047186157,10.52103872,0.579512001,5.571012385,2.72022858,0.0,0.737262063,5.423907056,4.633843448,3.292570619,0.0,8.215564168,0
RNA499_FPKM,7.565726679,7.43102012,1.423319686,0.493192893,2.844967496,4.105865589,0.0,2.047405649,2.077032429,6.968935808,5.144552391,8.126975238,7.829646876,0.40121925,2.178591937,1.93238286,1.56572222,5.33258167,4.074583898,15.71214868,1.021923074,3.928761394,6.29451116,2.202658995,2.339763279,7.99167912,9.622204397,3.095990567,0.0,7.130707136,0
RNA50_FPKM,7.541978411,16.71473343,5.671814788,0.319588591,4.79284499,4.758179686,1.75480453,7.296096317,5.248614396,12.23556427,6.571551881,11.84846325,3.805058767,4.094682662,4.234935478,1.669315109,2.075097412,12.09339272,4.369823557,7.476469647,3.972646382,4.165672515,8.564988283,1.498706431,2.463567897,7.368971721,11.64602547,3.949554669,0.0,9.962702559,1
RNA504_FPKM,5.529567437,12.76375232,8.114151099,1.192601433,2.653921185,4.828686021,0.519849347,2.947360136,1.578745718,4.310636463,7.92232385,5.014144225,4.154407648,0.727768591,2.069994386,1.335231557,2.434230789,29.88799195,1.893202391,15.52236154,19.59401089,2.313815434,6.617474043,1.027369064,1.717869988,4.885127359,7.433098429,4.312169964,0.385485314,5.427818075,0
RNA519_FPKM,3.199895286,6.070504414,3.59996992,0.0,0.834274323,8.856759736,0.0,3.001897787,1.522701776,3.708113949,10.50656855,3.404684073,1.434960094,0.882447644,3.793280986,1.65262258,0.782546299,7.16722281,3.090188899,10.97902161,1.123602573,1.571086692,1.779858622,1.211029863,0.428842541,1.802748269,18.16816445,1.702342036,0.204415596,1.715258421,0
RNA52_FPKM,8.429125976,5.221849371,3.85066309,0.0,6.68586178,13.20544558,0.0,19.20873168,6.924551828,9.030697493,84.83371258,0.0,8.864232156,0.0,0.0,0.0,25.32120106,8.581590787,6.450396949,0.0,0.0,3.660114731,23.14783657,0.0,0.0,7.559575176,15.33048419,6.980001212,0.0,20.09537212,0
RNA521_FPKM,7.461836116,7.067323472,8.949285003,1.337403145,1.683458643,4.205297756,0.296805095,1.514501,3.482393791,3.824673266,4.675295594,14.8860493,4.550585371,1.483861133,1.745784332,0.476472225,2.526872032,7.742906461,7.482956301,15.98077649,0.755900677,3.038291847,4.256937956,2.11808416,4.47106444,3.334711903,10.60930599,3.435266534,0.687851225,4.944944286,0
RNA528_FPKM,4.858623808,7.734576268,3.078697866,1.497099458,2.159180338,4.134992517,0.913584315,1.294982804,0.315214544,2.303267877,5.187476205,3.084114684,2.758991957,0.456688788,1.446823397,0.977740517,1.944409877,6.295737986,3.838924589,3.167585281,1.628643449,2.236421201,4.913823474,0.501436392,1.553858801,8.63153265,8.474197868,2.423261454,0.0,4.312718152,0
RNA53_FPKM,2.082289423,2.629557797,2.46796486,1.357191121,0.939593853,1.564695549,0.993848616,1.690430013,1.829257598,4.454780269,0.242728412,1.597706004,2.154954683,0.331282872,0.449710597,2.481829831,1.175221362,5.381420609,1.740148542,2.432481731,0.843708384,2.359229426,0.742463378,0.545614298,0.0,3.214687281,4.946816569,1.597706004,0.15355082,4.415817176,0
RNA535_FPKM,6.270074241,9.518494442,10.83314684,0.856810713,2.175139825,9.549729171,3.555763038,2.845978418,5.919063771,32.81363334,10.26776054,6.455890252,3.887385125,4.810787625,12.87169328,1.566943165,5.639182528,16.88539122,4.248151591,2.900954427,3.409300317,3.351432515,6.375273964,0.229589046,2.846080442,10.04152163,8.328753885,3.631425611,1.357254907,6.970092863,1
RNA58_FPKM,4.334742019,9.250885269,3.498408553,0.0,1.271341458,3.52869495,0.0,1.524852999,3.094000644,7.283688279,2.463300513,4.972212434,4.582061934,0.672480451,3.245355785,1.4391871,2.862293897,5.957667912,4.23826743,1.828574257,4.794831215,1.795714157,10.64907399,0.246047604,3.049841194,6.181280112,6.287912238,1.945735846,1.03886153,7.219982551,0
RNA6_FPKM,7.047897283,9.755393051,5.018933624,0.878155855,2.837251716,7.762324011,1.929317504,4.86148538,1.775531326,6.485649148,16.02024114,8.890991135,6.772857389,0.428659186,8.729835269,2.064803284,3.498105048,21.7370273,3.603120197,6.820586728,3.930855449,3.434906397,7.302376068,1.17677946,1.250118995,9.634199665,10.08770136,7.236674699,0.0,7.143277065,0
RNA60_FPKM,8.259688992,6.721962015,3.418509474,1.435659221,0.82815611,2.413730915,1.533015814,1.986849815,9.825731817,5.644829707,9.467576419,11.40753931,5.291644422,0.438103183,2.97306547,2.34385151,2.641672021,7.330925162,6.442370543,3.03763999,2.677348797,1.75466434,56.74167033,0.240388472,3.19301164,6.487684519,9.513809503,3.591336393,0.0,4.135795555,0
RNA62_FPKM,1.725019392,3.776071199,0.949275266,0.182760401,1.054037795,3.159674492,0.668977451,1.770072632,0.615695644,1.249344798,1.633893872,1.075385396,0.621659534,0.892031484,1.816249945,2.86382482,2.847825799,3.073432709,3.435930973,2.365107543,4.997717779,2.382059897,2.598835818,0.244909471,0.866999989,7.061092966,6.256027735,2.796215753,0.0,4.458549428,0
RNA63_FPKM,6.209698343,5.354579414,5.936721738,0.478335201,1.103850463,0.612699772,0.778337767,1.323963502,3.089171596,6.541750819,2.994072449,4.504667194,7.594875005,0.194542837,1.408772871,0.832996319,2.48508716,22.0313013,1.499116263,21.11478674,1.189443146,0.0,3.314531839,0.427392067,0.189083727,3.379010681,5.10706522,1.876958041,2.705910808,7.133006259,0
RNA64_FPKM,1.526716534,4.386237988,1.680241101,0.0,3.17191692,0.310705741,0.789404612,1.119026926,0.681146825,3.317355706,1.156781374,0.951881132,7.152580694,0.19745378,0.0,2.323420738,2.240321468,5.634552946,3.179094218,1.932097369,1.809508568,0.0,3.538574088,1.08355345,0.767252952,7.458918246,5.000998341,3.045702857,0.548933014,2.411480417,0
RNA66_FPKM,2.760667321,36.65876568,4.455985268,0.935599401,0.719748605,4.494498405,3.045055462,3.021342551,1.576405912,4.265367114,0.418320886,8.995186938,8.666094733,0.0,1.377951011,0.40728942,2.835673456,14.61473964,3.865577246,7.608348695,1.551115978,1.016480658,9.042723596,0.626878561,2.404692016,13.60819165,3.444714534,5.3237317,0.0,5.073712847,0
RNA67_FPKM,2.951339231,15.91907493,3.402670939,1.071673519,1.442714215,3.603612918,1.089875444,6.921316907,0.300866759,5.618588048,1.597265234,4.205457831,5.874751519,0.872046549,2.564707874,3.266369823,5.722634563,7.726258272,1.98481988,4.624162804,1.998642459,3.104920813,6.644448628,0.478612251,2.330774397,7.570752459,10.25883149,3.364319261,1.212477339,3.147935903,0
RNA69_FPKM,9.488139966,5.408311287,1.16020086,0.502463326,2.125740219,4.022710875,0.408758447,4.40411059,0.141138548,7.100832226,28.90587902,4.337586371,3.419201658,0.204484195,3.884841156,1.750078263,2.900576626,6.238457252,3.722243643,2.168073372,2.498881782,1.091801153,4.031403804,0.673329817,0.397288185,5.011162395,9.804535776,20.30828779,0.758038747,4.314230782,0
RNA7_FPKM,5.026138492,5.271496749,2.612072824,1.064635964,4.094816298,1.875263189,0.866173029,6.630435795,2.242237285,9.221922973,10.94863877,2.715623246,2.414905966,1.299358853,2.547912547,1.85421214,0.307344132,2.558427509,1.971822026,8.127523196,0.661839202,6.747490535,4.271187687,0.0,1.052478725,2.875794054,4.507693182,6.266719718,2.409030283,4.811110694,0
RNA72_FPKM,4.071117893,5.940743455,1.564585493,0.985597471,1.137227851,4.260835549,0.601343774,3.637089273,0.276752913,4.268390712,2.937686946,4.060811266,3.539641078,0.200378924,1.088605283,1.287367483,4.267104752,16.38134288,2.246437492,2.28970961,0.612598871,1.60610935,3.234893186,0.880504945,1.558853143,4.91456415,7.256993881,3.674057828,0.557450068,6.680569248,0
RNA74_FPKM,12.49742869,17.44418437,9.302283211,1.074263674,5.135160329,15.77633608,1.123867269,7.433520959,2.456375847,6.926425542,3.568177069,7.768442606,5.04748686,0.0,3.898706321,7.617302688,6.910288592,15.67392676,27.41676149,13.44733699,1.144902218,4.168303082,13.43283625,1.645163652,2.912813144,7.844119227,8.64485937,9.394493604,0.173574645,12.69129772,0
RNA75_FPKM,16.02138894,34.34589326,7.271088896,0.839708505,1.937788859,5.647068951,1.366393707,2.517841321,5.776651451,11.67541327,8.134564266,15.81610498,20.47531967,1.537170016,3.246058637,4.021506909,6.059305749,8.912259712,6.57936775,10.17252553,1.7400999,3.497014564,81.91963239,3.188263952,3.48620073,5.408547048,7.265035756,8.402311294,1.424967825,8.917143013,0
RNA78_FPKM,2.850540549,2.451191074,1.643256586,0.172576431,0.398104589,2.320481356,0.631717033,0.47748854,1.162580792,1.179765703,0.154323154,4.264834261,2.152265333,0.0,2.858197352,0.676079184,0.896291337,2.487537021,0.884758176,1.889569136,0.0,0.562346237,0.56631574,0.231262364,0.204714389,4.30139792,3.048810274,2.843323991,0.780711189,1.403231626,1
RNA86_FPKM,9.81256913,18.04189337,5.039582504,1.662933953,1.726892952,3.195132179,1.014782531,3.221682742,1.680856058,10.23388263,5.501747428,19.77100329,3.206011434,0.405913012,2.020204549,2.389062121,19.00666852,6.593289269,4.832590765,6.126142746,3.514611465,2.529171499,2.001190859,1.782741875,1.578090384,3.938652937,25.52917195,3.915048037,1.128852976,6.762997851,1
RNA87_FPKM,4.651253055,8.969198598,15.43839235,0.938438227,3.24819718,3.065112099,0.0,5.454147928,6.797974158,4.363277223,4.363398999,4.19772889,6.598154614,0.916219023,2.072802109,1.470702921,4.712760893,6.990293002,4.491651235,4.671676984,1.866735015,2.44681856,3.080055209,0.754423977,0.667819184,6.083022733,7.047806117,2.430238015,2.972576973,20.60841854,0
RNA89_FPKM,4.01051205,5.852376843,3.643105422,0.647208255,0.746778755,3.731073471,0.789899838,0.895689995,0.681532363,5.753963564,1.157630657,3.619325812,4.588033137,1.579968351,12.15336542,0.845370333,3.502967572,2.722035741,1.93644822,3.866894133,0.402427945,2.637107144,2.655722018,0.0,2.303366786,3.025956722,12.15336542,4.000358854,0.0,4.606827252,0
RNA94_FPKM,2.56026266,0.0,0.0,0.0,0.0,0.0,0.0,2.078619256,0.0,14.60680872,6.864562529,7.268750494,20.81923776,0.0,0.0,0.0,0.0,5.614316214,0.0,0.0,0.0,0.0,4.564693674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA95_FPKM,7.620263385,8.790933132,9.822217649,2.094118066,2.416290076,4.694518809,1.916860041,5.554624181,3.822092301,5.728028828,6.398078992,7.806480635,4.552082255,0.213060569,5.782451905,2.507271977,3.626684919,7.129275333,5.071745504,3.475187365,2.603649467,2.275151637,2.291211531,0.233936821,0.621023534,42.20487012,8.866288478,1.232613798,1.184628833,5.677929451,0
RNA97_FPKM,6.31121149,17.53411595,21.55010979,1.645493327,2.373240952,1.97606633,0.0,5.977568633,12.12827021,12.65829024,19.67974892,4.358406332,3.732198105,1.003998459,2.271772218,2.955188081,6.589691404,12.85073554,6.8564816,5.529439358,1.022789874,1.787743919,4.275767892,1.102372948,0.0,3.07688421,2.953227229,2.421306592,1.629011056,5.297963132,0
RNA98_FPKM,4.046215611,5.535447746,8.535289892,0.857101587,1.236204211,3.293820147,0.0,0.889625531,3.610074617,6.740221667,3.640621402,4.792716783,2.673216229,0.261517216,2.603369724,2.798821894,7.23646975,8.753989557,3.66316395,4.693870038,1.598471542,2.560791247,5.157734841,0.574282763,1.779251061,9.08255753,3.786719598,1.765737762,2.181855316,6.681269291,1
R_JS001_FPKM,2.598022337,40.84114397,63.25033724,4.602859302,1.847326343,1.153505307,0.488347272,1.107846006,4.383112064,9.031948241,9.663492365,4.240519856,6.354971146,1.221323444,1.105283211,1.829731861,2.079532169,2.404477589,2.223678513,8.767629985,2.488055687,0.652215618,6.130678047,0.53619686,3.560859844,7.234922638,2.873351808,2.827110822,0.0,3.798160598,1
R_JS002_FPKM,3.10541066,3.219969168,11.63233271,2.354351352,1.757699433,2.395018389,0.507018223,2.491618793,4.899865374,82.20187775,1.857581415,1.630404992,13.03667281,1.352175666,83.9771734,2.351640209,8.754238137,9.48493029,3.314570313,1.379036342,40.11945742,1.053185531,20.30419615,1.299029992,1.807022631,5.52470701,26.00377327,0.326154539,0.313457526,9.950666349,1
R_JS003_FPKM,3.046023271,6.667630368,5.363963793,1.720736578,1.389705706,1.983724492,1.680004644,1.190688257,8.696909176,8.942437358,16.92547158,2.228081732,1.561175047,1.46995118,2.280576375,1.348600068,1.191958602,37.62806651,5.441908699,4.797186708,16.04499207,2.61725092,3.200456255,0.922308025,2.245133378,3.217515198,8.552209267,2.025677238,0.0,4.432229295,1
R_JS004_FPKM,2.401237095,2.628020598,5.725898479,3.22156194,0.978268144,2.280545951,0.827804854,0.704003682,4.999107549,3.942145521,10.46167844,4.391083559,3.846035889,2.483169069,1.872661735,0.664452913,2.055464134,12.42733597,1.304305475,3.882925949,2.318820864,1.289576838,7.049315461,1.13614427,0.804575636,4.861464928,11.61099153,2.395158014,0.575535857,4.597302374,1
R_JS005_FPKM,1.884376701,4.81237551,4.30151202,0.88703037,0.409398632,1.875034998,1.082596121,1.964138677,2.391279097,3.63968305,3.331644584,2.088451252,2.817069299,0.649557673,2.35156951,0.463448452,1.536197848,7.247958066,2.426444966,1.76646305,0.661715169,1.734683224,5.04688072,1.188671822,1.473104008,5.308141171,6.074568713,0.835380501,0.0,15.6336828,1
R_JS006_FPKM,4.439558003,8.329420959,5.583969358,0.716530697,1.033346791,3.097810917,1.093015109,2.726842018,2.263416109,4.409824952,3.844290813,4.217554103,4.063253343,1.093015109,4.748292691,3.509566551,2.79206794,6.026403093,3.368616283,2.497117151,0.668035748,4.865356606,3.135875522,0.480096216,1.487326897,8.485750489,7.518253996,2.741296975,1.621346833,4.128277199,1
R_JS007_FPKM,3.65519052,1.684367595,4.093275494,0.489033111,1.128537948,5.794341476,1.591528436,3.835040249,3.982045181,5.350344125,0.728792188,6.716176539,2.772965398,0.994677002,2.880628666,1.277530317,1.12918498,10.18465958,2.507934209,3.733135581,1.013293951,2.479376465,2.853516867,0.21852696,1.933530294,6.096294358,25.20580784,5.564782127,0.553285636,5.745447649,1
R_JS008_FPKM,3.048166146,5.242612634,3.35476968,1.844819449,1.064430888,1.063439311,1.125894089,3.82978182,1.398735626,2.775500806,1.979633178,3.47502765,2.510754275,1.576204348,1.833971652,0.241093343,0.798818711,6.428382825,2.680836214,1.65332348,2.064444025,2.204837089,1.009330936,0.247346485,1.094300122,4.139957455,4.279124271,1.954688773,1.461152936,5.252219586,1
R_JS009_FPKM,2.323899547,4.069301317,1.534535064,0.59078124,0.0,1.13498358,1.682160485,0.817599038,1.658725401,7.270988199,6.867104987,5.099683613,1.786522529,0.480688148,3.044670522,3.343622747,1.534535064,1.892698287,12.28664288,7.842538941,5.875461794,3.208825658,3.016014799,0.527787275,0.700799175,8.83694723,7.611900771,1.854365157,0.0,2.402464517,1
R_JS010_FPKM,4.798615536,5.064171454,3.269306475,0.580804061,2.680804478,2.232157448,0.886159281,0.60294566,1.100906838,6.950935739,1.428341382,7.179526912,2.470271724,0.70885535,3.368149384,1.517269036,1.383123871,7.327940905,3.351289933,3.90385808,0.90274515,2.839722311,3.495235382,0.972987568,1.377928002,4.163613499,6.25508798,1.367462726,0.49291908,2.952802936,1
R_JS011_FPKM,4.868938447,2.588226284,5.40949668,1.768056199,0.952071496,2.491386251,0.863112834,1.141919086,3.872450014,9.99470547,2.740503087,2.913904107,3.743114476,1.150817112,2.473579079,0.30790823,3.266122151,8.355932059,7.455683528,3.873118669,0.293089117,1.536663503,1.289592116,0.158036955,1.677785661,1.469374395,3.645313385,3.191411271,0.533407931,5.433011443,1
R_JS012_FPKM,2.348246064,22.42824727,6.421469547,1.266030418,5.426098833,2.606634953,1.545155234,2.002395048,5.637548512,5.442104298,6.146206482,4.045604267,4.718087935,0.441472924,2.79693759,0.472475236,2.819205016,9.562353806,4.174298569,3.241783926,6.746310689,1.964967104,3.166380963,0.242364819,0.429084653,3.833277483,6.192923491,3.193952702,4.092735468,9.317864055,1
R_JS013_FPKM,4.01698812,6.045053492,4.666637304,0.283613938,0.163623426,8.311440725,0.0,1.570195527,6.212339444,12.41340598,14.4574787,5.843451925,3.699397753,1.211667865,5.639201308,1.111531505,19.28051794,8.179458425,5.455201633,2.118267995,1.058035336,2.465353725,3.723984281,1.520419876,2.018741479,21.21607008,13.47134119,1.669534629,0.0,3.845283839,1
R_JS014_FPKM,3.935634263,6.080940783,4.076608346,1.765434421,1.018463639,1.036477187,1.316679681,1.085882283,1.156700692,5.231330949,4.648367894,3.925670632,2.892154763,1.436442705,6.066496743,0.640484896,1.273897918,3.888915213,5.868554983,2.441442699,0.853547419,2.663910609,1.287728636,0.919961772,3.606622642,4.890837091,6.499817939,0.230921802,1.220571675,5.318607099,1
R_JS015_FPKM,0.945160344,2.896129153,3.467128272,0.800845539,1.293556445,1.538692879,0.0,1.55149776,2.5634052,3.066489691,10.02517591,1.508248819,1.63481053,0.977409909,1.415102811,0.20914336,1.109419522,3.463787175,0.821412153,3.029977881,4.579889872,1.044037877,1.226595876,0.858441331,0.569959453,3.194572559,5.12999293,2.073879466,0.0,4.342433546,1
R_JS016_FPKM,1.776646935,3.888697551,5.083542547,1.505373962,0.521090987,2.603163926,2.939452917,0.833332015,2.282484312,3.911562439,1.211536545,1.772149095,0.853657186,1.286087204,2.66016998,0.78651561,0.391060834,5.426175739,2.830755325,2.398140389,2.058820272,3.434418242,6.917322389,0.80691515,0.89285573,3.190164747,4.655416229,1.240504366,1.021896193,16.32592169,1
R_JS017_FPKM,2.528531861,4.044734053,5.993837662,1.648053789,0.760674763,2.691722072,1.206805991,0.684215897,1.943653879,4.733368859,2.65278629,6.790486971,2.243062899,0.603402995,1.820296941,0.861100926,0.85622548,5.346791003,1.972237025,3.281991486,2.254011765,1.432485652,2.344097772,1.104343855,2.346060685,2.670888883,13.65247512,1.746225942,0.372849521,2.234242017,1
R_JS018_FPKM,2.175571128,3.095326719,3.671123862,1.290392323,1.063369596,2.30230913,0.44985657,2.806021239,1.087015272,5.546310006,0.824111437,2.821057263,2.090670792,0.674914946,1.628694874,0.0,2.713423324,22.14820084,2.048377976,1.101253081,1.604364786,2.803658249,1.210082797,0.493934735,0.874718969,2.068171,4.275530073,0.0,1.668322486,24.73966651,1
R_JS019_FPKM,4.440012683,3.470962296,4.498788511,1.074878646,0.826903764,1.377033954,2.405232858,2.479347581,2.716405275,2.205081929,1.762295613,4.007059856,1.625571789,0.0,1.385157962,0.701992374,2.171886414,22.17164767,2.450145879,0.891832204,2.22743526,1.167800399,2.940109239,0.720199669,1.062463365,1.563408853,3.957533432,0.421712288,0.405295265,3.400300304,1
R_JS020_FPKM,2.70653364,2.715509892,13.90114542,4.204448784,1.102598549,2.203252591,1.632875266,0.529101968,4.18591523,11.23925493,12.30488623,3.824611315,1.950744634,1.632875266,2.955231628,0.998477766,0.992991333,7.807600456,6.371118735,6.279769263,4.752376634,1.245879313,2.091045719,0.0,0.906780828,4.050191607,61.63805567,2.699681656,1.72972304,4.145570777,1
R_JS021_FPKM,0.599075076,3.715248318,3.516231475,0.169152146,0.390520675,0.81284176,0.413070426,1.40497369,0.855201376,2.776889175,0.453914577,2.589362195,0.767539823,0.619515958,2.055625261,0.0,0.293072313,8.538578246,3.326398078,2.190145754,2.945063676,0.367709888,1.666133505,0.226673624,0.802783999,2.742085971,4.485074352,0.59755843,0.574295815,3.89938599,1
R_JS022_FPKM,3.106756479,7.042933865,2.767827225,1.128194919,1.084839326,1.264526914,1.835830487,0.780539188,2.850984799,6.171630136,0.336232265,3.762843595,2.345640445,0.0,2.076703547,0.736688671,1.302516602,3.614735997,7.875074593,3.557096355,1.87019095,1.634232279,2.262853135,0.0,0.892044786,1.406462835,5.814811882,1.549445637,0.638105029,4.078433909,1
R_JS023_FPKM,3.092319511,2.256170047,4.991538552,1.397369835,0.604735552,1.006885806,1.066017508,0.24185769,8.97601401,6.450363153,15.30789312,1.439485858,1.386821741,0.852725687,4.244586227,2.053486397,1.361342937,4.827263207,2.687651314,1.391385382,2.823341294,0.759085249,3.822415431,0.702329762,1.65759432,3.266417929,5.595172721,0.822502498,0.395241468,1.420795131,1
R_JS024_FPKM,1.818203896,3.482193755,3.501724116,1.348034621,0.66652285,1.665100353,0.0,0.79943068,3.082161917,1.580293714,6.888036978,5.893941851,0.655143191,0.470006489,2.977647866,0.0,1.667494985,11.10612175,36.04794969,2.492619948,0.718205103,1.464570324,1.474908468,1.032117996,1.370662915,2.160612791,3.402998157,0.906696062,0.0,2.088549081,1
R_JS025_FPKM,2.104416353,2.072828398,4.477504944,0.534979482,0.0,1.88426386,0.0,1.727305309,2.553326943,9.75412901,8.290979599,3.568193601,0.606745023,0.435285143,9.452969756,1.164412765,0.617521647,10.92606608,2.590875869,0.710083779,0.0,2.518288196,1.755807584,0.477935561,3.17263007,2.444996537,4.332649813,1.679231401,0.0,2.175563333,1
R_JS026_FPKM,4.230761664,3.52778136,4.286558957,0.682837877,1.575779716,2.952065448,0.0,2.834766895,2.732104545,6.770241646,2.442310172,4.421061492,3.678345631,2.708348741,9.804277061,2.006632746,1.478138643,15.38305417,3.501912711,2.549634384,2.971337069,3.152804867,5.229553242,1.372451984,2.227448073,20.00365596,12.8209072,3.416203755,0.0,5.55405398,1
R_JS027_FPKM,2.053694483,2.247654518,1.854487879,1.472398654,2.007830338,1.41459788,0.490037702,1.667187862,2.706197465,2.74601729,2.872732693,2.521164534,2.884454594,0.653492138,3.400344086,1.223833902,2.318138726,7.076644693,4.919940044,1.732667294,1.83065608,1.308820378,4.686545906,0.538052924,1.905304812,14.68451204,4.435372346,2.678825648,0.454268527,7.258545164,1
R_JS028_FPKM,0.767614841,1.890415759,4.646832034,3.740233919,2.251611822,2.030970911,2.778632806,0.675148485,4.109599476,3.558352388,1.454115442,3.445821131,1.106584835,0.397006653,3.592301381,0.212332462,0.844878552,2.149377799,7.784113188,5.829119257,1.415214274,1.413456348,1.067528899,0.653746084,0.771531243,3.64905991,9.339946145,1.339975034,0.0,4.849969662,1
R_JS029_FPKM,5.211803608,9.295261123,6.089890251,0.98126618,2.453290463,2.357019637,2.594950279,3.16897192,2.066662145,8.500015383,5.26516112,6.546425074,5.00841615,1.596877222,2.709732789,2.99093979,2.124390138,15.32850622,8.667851957,2.605611228,1.626765299,2.66541473,3.04216224,1.753343578,2.910197715,17.73898295,10.6581746,3.850793263,0.0,8.647312447,1
R_JS030_FPKM,3.864588843,6.678152361,4.924804785,0.861668471,1.391925992,1.1589797,1.682628195,1.907980186,4.210144352,4.949759823,3.390487515,5.072048129,3.71377562,1.261971147,3.426396286,3.601804778,3.432381146,11.38933767,4.861434135,5.319636013,0.642795464,2.246966892,3.017041178,1.154685415,0.408852897,6.015722559,6.662447755,5.274921972,0.77990431,6.074618597,1
R_JS031_FPKM,4.757623939,1.983503242,2.825834727,0.959759633,1.993578366,1.659942317,0.937088146,1.328238778,0.646794536,2.100179904,0.858246595,5.197516769,3.048049539,0.0,24.1710796,0.501447449,0.664861422,4.382399329,2.625396328,4.205056698,1.909254458,1.25127541,2.310417348,0.514453291,1.138490381,12.68347195,8.268966096,1.80774979,0.868687551,4.163893885,1
R_JS032_FPKM,2.265921974,3.624544555,7.289477179,0.590771014,1.022488293,3.972935488,2.523414569,0.817584885,1.741704621,2.221820579,7.659801805,3.477174008,7.034931041,0.901197414,6.52486334,0.385826575,0.767342239,10.4697765,4.797083098,4.411681021,0.183549982,4.974071799,2.585353439,0.0,3.328663367,3.12997796,1.468087259,1.390929223,3.676004851,2.002248699,1
R_JS033_FPKM,1.299112833,6.397891017,3.653751682,2.201507338,1.693395813,1.586313397,1.791177199,4.316113681,1.081705328,4.767065451,5.905800866,3.887253372,7.282144583,0.0,1.823695212,1.677250959,3.971420316,5.951526528,5.174800041,2.922648877,1.140409852,1.594482506,0.602177007,0.491608232,3.699526012,5.488781604,11.75236088,2.807472905,0.207633021,7.212328929,1
R_JS034_FPKM,5.072667622,2.664822706,7.592746478,0.859590092,1.190243392,2.477711275,1.888567375,0.475944609,2.896597192,1.881133752,5.688560184,3.238407472,2.729886739,0.839240679,2.658559532,0.449206148,1.191034405,6.404090978,2.792211316,1.027126525,1.068741692,2.801897797,3.762168588,0.691285541,2.447286159,4.50101969,3.228336451,1.82163081,0.777982235,3.962477101,1
R_JS035_FPKM,3.944362046,7.77058263,8.826751284,2.172349671,1.735260104,2.247669624,3.6711414,2.312617033,3.096988494,5.713649772,2.241541537,2.950890125,3.790435722,1.223639233,0.553689487,1.309568955,4.05166517,5.622078027,1.999764886,4.9916873,2.493311031,3.26800204,1.462742471,0.447763034,33.50027921,5.83309436,7.19836822,2.55732303,0.756284124,30.8101697,1
R_JS036_FPKM,4.349518021,7.933916119,11.96746971,1.075006757,1.948992275,2.508080301,1.499239889,2.125097392,2.457849985,3.990391741,2.334443973,5.242445357,4.005799621,0.749723497,2.713776016,1.604523589,2.127559968,5.904391228,19.55785704,4.28127356,2.8638731,4.337692585,3.864418458,2.057731193,7.832763501,5.360200409,12.7207665,2.530828801,1.563556109,32.89263761,1
