,TRAV9-2,TRAV13-1,TRGV3,TRGV1,TRAV25,TRAV17,TRBV25-1,TRAV41,TRGV5,TRAV12-1,TRDV2,TRAV4,TRAV13-2,TRBV24-1,TRBV15,TRAV36DV7,TRAV26-1,TRBV27,TRBV5-4,TRAV19,TRBV13,TRBV18,TRAV14DV4,TRBV7-4,TRBV7-6,TRBV4-1,TRBV2,TRAV38-2DV8,TRBV12-5,TRAV21,TRBV7-2,TRBV5-6,TRAV38-1,TRBV30,TRBV28,TRBV6-2,TRAV23DV6,TRAV8-6,TRGV9,TRAV8-4,TRBV7-9,TRAV20,TRBV11-3,TRGV2,TRBV29-1,TRBV6-5,TRAV8-3,TRAV1-1,TRBV19,TRAV10,TRBV5-1,Diagnosis
RNA140_FPKM,7.747354696,13.99047683,3.26847559,0.328291675,2.650977276,8.514052877,1.802696981,2.72550615,1.659003743,9.875550455,3.81560367,4.63660324,5.211433376,3.004280131,5.075267658,2.357868892,4.263209149,12.22569058,4.208351678,7.84350441,2.040412935,7.131910632,4.309313599,1.759247288,5.25612448,5.114598304,9.244320845,4.443471878,0.557037753,11.12411717,1.54938784,0.3975407,5.620719287,5.46308488,17.81986756,0.899802576,6.530219083,5.985182094,2.067221713,5.694796599,7.697001744,2.067490949,1.168074064,2.805567785,1.518554251,15.44843419,7.608717646,5.645552104,10.23012766,1.812209894,2.106707433,1
RNA145_FPKM,2.224653302,3.652312513,2.040359316,0.0,0.724990406,1.509148418,0.575221921,1.521817516,1.190971472,2.577980592,5.197454983,3.143692455,2.850602288,0.575221921,1.214562198,0.820705432,2.856479802,1.50992834,1.879892226,2.0333777,1.56241248,1.877340699,1.718653728,0.84199174,1.304415014,5.091621373,5.031672979,0.924671187,0.0,4.046192672,0.556242517,0.0,1.241520398,3.758423312,6.02018106,2.067248588,0.0,0.911462898,2.399766376,1.713223495,1.052579593,0.719633334,0.931747752,3.088263273,0.545173014,5.879281604,3.427410375,1.677082276,5.690096543,0.385450044,1.120288089,0
RNA150_FPKM,5.338170356,8.089294113,4.669818437,1.565625988,0.401442561,2.507110917,1.273868914,2.166714537,1.905034037,4.758514894,0.466676977,5.324656001,6.510911835,1.061557428,2.305672476,1.590547001,2.25966794,8.9880636,4.31233667,3.291229953,1.730281841,2.645956693,1.52264802,1.864914722,2.476245185,7.156766361,10.18377415,1.843078695,0.787257188,4.245229481,1.231837706,0.0,2.291520568,9.410465862,11.11180464,1.144679378,2.373320569,2.739758267,1.072372964,4.48451838,0.932457361,9.56383137,1.857183889,2.676679617,2.615867633,13.61370667,6.167856658,2.682598951,2.784428239,1.49402304,1.240654541,1
RNA151_FPKM,1.288567643,3.827933351,1.620782784,0.311894512,3.599505189,0.299650719,0.0,2.374451696,0.525579924,2.773078582,1.534261096,2.570610893,1.415220089,0.0,0.689121421,0.814944152,0.270076254,4.872743301,1.466573106,2.640185944,0.0,1.525198181,1.365271145,0.0,0.369976909,2.333405777,2.756485684,0.367166957,0.0,4.017655995,0.0,0.0,1.849248786,1.622530614,11.95533943,0.513149842,1.063939038,2.197801847,0.794268591,1.855779008,0.417956623,1.071800656,0.740102342,2.533191188,0.721691836,3.538050223,1.276102834,1.295141968,0.919738499,1.339566363,0.222440105,0
RNA152_FPKM,5.548622644,7.941226864,3.131594657,0.723220714,1.877868558,3.127010273,1.544849528,3.503498036,2.89414792,5.935188126,4.850874911,7.450251304,6.56255686,1.103397143,2.596386368,0.94465627,2.97499004,15.6431315,3.245887887,3.600998567,10.34177447,10.21568842,2.57194979,0.969157441,3.860900439,6.988074083,12.18291351,4.044480131,0.204614792,5.88327686,1.920764033,0.0,1.905621387,11.28615192,10.62588916,0.595023675,3.083794669,3.597083713,2.762368274,3.764953114,12.1156233,3.313496585,1.072434468,3.091298402,0.836561274,7.793022691,4.931572818,1.930563849,7.616161748,1.553001768,1.160707099,0
RNA155_FPKM,1.785460172,6.513876522,0.727849885,0.0,0.77589159,3.71459999,0.410346864,1.395912101,1.840861628,6.207300926,5.110922805,11.08178933,4.003717658,0.0,11.88283944,1.976043,3.63899471,13.12880228,2.299023624,5.858353182,12.12205599,1.826267256,6.43729632,1.576938166,3.190481764,6.705999204,4.827342606,2.374644407,6.085979813,9.571370521,0.992018752,0.0,0.664343436,4.721436946,33.28525584,0.0,2.484488065,2.229356242,2.567998768,1.000056431,2.477848597,7.701078653,0.598248043,2.87381096,1.749928627,4.575534346,4.584613379,1.395912101,4.24818034,2.681149389,1.198838015,0
RNA165_FPKM,15.16011042,7.0759253,6.706509011,1.133400249,3.051382558,2.359265911,1.152778598,0.522752797,3.659967378,8.783946334,0.33777873,5.114688588,8.141052763,0.691768257,1.877897439,0.98703982,2.453679585,4.993487138,4.682597625,5.078561388,1.174354668,1.847184163,1.86022311,0.759549585,3.137008089,3.296802066,7.71973673,2.446176611,0.641274224,8.707118815,1.114742756,0.457408697,1.244217127,3.93006328,11.1005604,1.035869447,0.214724865,2.348709335,1.417585382,2.996691699,1.012640276,5.625047788,1.344467132,3.22929832,7.210744487,7.712650472,4.121549581,3.137008089,9.38856646,0.695418749,0.808329932,0
RNA174_FPKM,3.665855069,9.807514898,2.540381783,1.380477425,1.194588363,5.968560663,2.316735803,2.627012919,0.145383055,8.49642165,12.96248944,7.313375597,7.437283544,0.210633717,3.430752725,2.254002513,3.287435161,10.16011006,4.277780891,4.639421654,4.505618277,5.624473561,7.74127198,1.156360895,2.86589459,7.099273519,8.005231523,6.094366289,1.171336035,5.848708513,2.647663028,0.626964423,1.591134721,3.410734549,14.99055203,0.378544557,5.297334749,2.860694812,4.023774552,3.421854562,1.849919316,1.383425016,6.550453001,4.720179369,1.197559976,11.93875703,7.765481005,3.889281488,11.33874245,1.6937256,1.107627989,1
RNA179_FPKM,2.918341468,3.193962607,2.600092626,0.883077709,5.095047336,1.866689128,0.862178655,1.711051396,3.719753762,2.415695503,5.054264126,4.574381962,2.203603752,0.862178655,1.365589713,0.46146667,1.529490635,2.546626367,0.754836645,1.406968601,0.878315688,1.535173683,5.024576809,0.473435546,1.88570256,4.403749974,2.146027407,1.6634287,0.199856611,5.507352601,1.042211002,0.427818059,0.0,6.614557971,6.769052778,0.0,2.81131183,0.878381822,0.899442003,4.378047072,0.946657255,1.213724635,3.771405121,5.737113139,0.612993039,6.009598076,4.817005104,2.514143888,9.522526615,0.433462096,0.377949696,0
RNA18_FPKM,14.40388634,2.970097712,3.216480661,1.238172125,1.632791411,6.287553156,1.942991704,1.468705767,0.0,12.09532619,4.586847671,0.0,7.823672021,0.215918374,1.562980852,6.006939192,8.117507152,8.076073974,3.175092123,5.635878994,0.219959627,3.074592553,2.709411945,0.0,0.0,6.173983615,2.735154576,0.0,2.001071715,9.831285903,0.626382491,0.428463023,5.358854536,3.127942983,14.46100746,2.909823059,3.619695388,2.052584807,3.223554073,2.981216446,1.896296653,0.405245815,0.0,6.65243707,0.0,6.419403635,5.306189884,1.468750098,5.959902471,0.0,0.630705886,1
RNA185_FPKM,3.776156643,6.525362018,4.520373305,1.852310987,0.388635923,0.485393421,0.616615264,2.796531987,1.418504476,3.915251295,5.420969698,3.171836207,3.055793419,0.0,1.673882024,0.439944598,4.37454437,27.51759611,2.73493698,10.39570453,0.837541589,4.390816578,2.210905289,1.579492954,1.597944371,5.03825602,5.20786235,1.585808085,0.571606851,4.793991486,0.795026787,0.0,0.887367009,3.153233957,16.77931131,0.923468615,3.063264797,5.164375012,3.745948132,4.340916359,0.677032898,1.349960727,0.599312285,6.621333875,1.168808038,4.965584811,2.985175619,1.597944371,1.13477209,1.033115284,0.840619716,1
RNA2_FPKM,9.536948531,6.218247511,9.974787776,0.343906338,3.570903028,7.433143128,0.0,2.855391759,1.303430133,10.34625464,1.383641218,4.857560023,4.874758308,0.62947807,2.658529752,3.368659482,2.382043711,10.53566812,1.469660264,8.217285693,0.641259745,2.054695983,10.91051201,0.460854315,1.835442433,3.215128085,3.608048972,1.416870985,0.194439652,5.826970573,1.420467105,0.0,0.226387244,6.259834654,12.95846786,0.754322865,2.932133926,3.135151091,1.151960177,2.557020844,1.843166387,2.363082835,0.611814144,5.878481033,2.187586768,23.39922206,6.330109542,3.263156818,6.807169785,2.742285827,2.329737143,0
RNA201_FPKM,2.476729511,9.216300106,10.90314444,0.279739405,1.129972325,1.344073148,2.902831742,1.742637838,1.296386118,23.34352613,0.0,5.764462982,31.57586216,0.512211435,2.008913548,1.279154064,1.574958294,32.78004443,1.793807771,3.064690094,1.391584439,3.191907805,6.122810019,1.124798598,8.629778389,17.44125633,19.93391385,5.105662247,0.316493488,3.603666814,0.825634577,0.338746936,0.552840104,6.694783031,9.829929473,0.920530928,2.545000392,8.465380236,3.524619512,9.432363089,20.99788899,2.083134492,0.0,4.185593525,1.780112281,10.78970314,4.769392466,2.655370307,8.249865499,1.029828796,0.598627475,1
RNA205_FPKM,3.572315153,7.819610233,1.850195361,0.178069938,5.957933198,2.566038165,0.0,0.985744298,2.999818357,5.113830159,7.005787597,4.401777859,5.048566679,0.869317806,2.556668479,0.465182702,0.925027528,9.84118669,4.413689483,1.950219245,1.328181237,5.416459247,4.091064128,0.0,2.112117007,9.322800291,8.653229336,1.676822341,0.0,2.896661541,2.311554283,0.646894695,0.234568048,3.704473676,10.91797882,0.585866894,2.226778454,2.066238771,2.767777612,4.589849714,1.670150731,1.83533829,1.056154605,4.718110516,2.471529623,18.78038137,5.341656232,2.745809769,8.099564161,0.436952617,0.380993195,0
RNA209_FPKM,5.937753774,9.386782356,2.420313457,0.186392421,2.364997978,3.938405723,1.819297952,1.547271817,1.7266199,6.370970692,4.332312521,14.91641981,5.494640271,1.137036364,2.263881674,2.433981662,2.097652024,22.38933247,2.867003661,4.081773811,1.390062381,4.858722715,7.543286344,1.997557694,4.641815451,3.949001382,10.49645679,2.193664485,0.843343409,4.547084523,2.419020774,0.902640993,0.736378655,5.039826647,4.522655782,0.204416217,2.118575725,4.015690751,2.147423646,2.032183763,17.97845592,1.707272216,0.884219748,4.141181087,3.233105289,5.91724805,6.860630461,3.315582465,11.30167428,2.057585741,1.063117362,0
RNA213_FPKM,4.579847426,10.24269777,3.798536605,0.506138218,0.778674181,4.862850934,2.6770227,1.867891041,1.2790993,7.384117175,0.60347249,2.979363281,11.67260553,0.823636995,10.24954804,3.305754202,3.214168458,28.98990588,4.326507081,7.559889396,1.25857899,5.865887476,3.692013211,0.452169589,2.802033348,11.77885027,10.62223889,2.780752082,0.0,7.090811708,1.991152887,0.817202331,0.666725981,6.494087155,16.38081529,3.145639961,3.836444046,6.293169961,0.994817557,1.672738246,1.356508768,2.5121814,0.0,3.028597497,2.732331026,11.28991566,7.592525699,2.601902165,11.37033054,3.10514115,1.203242695,0
RNA219_FPKM,1.44911503,4.304791713,0.911334911,0.175407472,1.214359423,2.359302983,0.642239957,2.184762711,1.182093834,6.717074375,3.921368969,5.368800857,1.591501943,1.4985599,3.099837513,1.145568463,1.367002367,5.690544736,4.498040876,2.445187674,0.0,3.43028164,3.262578982,0.470112245,0.832290557,6.560145406,6.005935181,0.619477022,0.396907419,8.084908099,1.44911503,0.424814972,2.07954751,1.824708603,20.16685179,0.577107131,2.592513861,3.634780506,1.316314287,3.478229192,1.880448981,0.602693162,0.624217918,1.499346959,1.014483514,8.156279999,2.87030409,1.872653753,3.694043232,1.076048477,1.000791099,0
RNA23_FPKM,3.244726295,4.66084809,7.737191846,2.061971226,1.784339186,2.971440877,0.0,4.042558846,8.684933155,7.520130355,0.307221584,5.86611745,3.507749718,0.419305049,1.897782195,5.162234912,3.124590898,9.290797295,3.671894949,1.026468445,0.213576502,9.894274844,1.879920715,0.230194847,1.630640511,2.570553942,8.161005532,4.24786155,0.0,3.028263068,4.055907869,1.664612188,3.395310336,3.396308923,20.41429954,0.376781188,2.930426769,3.275856736,5.89474195,4.599917204,1.381443124,0.393485773,0.611550837,6.60944587,2.385115971,9.354308491,8.201091639,2.242191348,10.71133142,0.0,0.980385092,1
RNA246_FPKM,2.506602935,3.723166211,1.444988061,0.303430778,2.625680428,2.769297182,0.0,1.679510778,0.0,2.074738038,2.034902332,5.536319192,2.580851738,0.740657804,2.178275298,3.368664394,1.970482705,4.010291482,2.723226374,3.021172359,0.377260192,1.483325414,1.493795946,0.0,2.159454706,5.673722319,3.183705073,3.571867068,0.0,6.169966253,0.537164892,0.0,4.596217659,3.787499977,14.14739217,2.828406897,2.06969742,2.389197568,1.301091491,3.459413291,0.813229463,1.737465352,1.259779569,3.371521694,0.877458406,13.07632614,4.551269219,2.879328746,1.533525806,1.302991006,1.081918609,1
RNA253_FPKM,3.294083485,5.407551944,1.963741258,0.697687964,1.207641873,2.178779041,2.128883407,0.965550307,2.498104998,4.294232426,1.715912085,4.31235155,2.374047195,1.277374475,1.541411987,0.45577183,2.718880866,7.964684293,2.683895266,2.952792203,0.216804989,1.895104155,1.52690458,0.233674541,1.448379441,6.089083761,1.348609836,1.642872017,0.986848197,3.783874324,1.235227601,0.0,1.608398699,4.899459815,12.70203723,0.0,1.586636789,2.313491788,1.075293161,16.6035055,0.934942084,2.996796028,0.827614549,5.218737102,1.815968936,7.913628275,4.519673697,1.034680125,3.820604115,0.856002383,0.746441219,1
RNA26_FPKM,2.609425887,6.425711248,3.031372159,0.0,1.488171339,1.947185227,0.0,1.019954166,0.9312625,4.031818822,1.647618269,2.3859181,0.835864878,1.124358923,0.610518883,0.0,0.638183612,2.213854004,3.149858455,2.201528479,2.061725534,1.801601284,2.822273175,0.246905331,1.092808035,1.837558176,5.90168254,0.0,0.0,4.246339794,0.869808629,0.0,0.0,5.941746419,0.941496154,0.202066391,1.466339975,0.91632246,1.728337319,1.826783581,0.0,0.0,0.655684821,2.519886764,1.278748507,9.612446094,1.758747947,0.0,8.070941664,0.0,0.919835966,0
RNA277_FPKM,7.644145534,36.16313772,3.799324253,0.208870302,2.651813665,7.627835499,0.765031957,7.518055906,3.168043384,6.857983233,42.59852748,6.395105783,25.1180815,1.019952404,8.538593091,0.272822164,2.170960144,19.58164664,5.536384817,5.825088148,1.298734107,6.582805736,2.971843276,0.560093617,1.734895513,26.30719505,15.69249651,2.951406575,0.472877093,6.51483851,1.726088937,0.0,2.201710287,6.08571849,26.42399553,0.916513834,1.900253622,3.809914107,6.327661357,3.521610358,3.639865684,8.136134276,0.743564223,10.536966,5.558680619,3.79148919,5.413151432,3.965588183,5.456147356,3.588807605,1.341152648,0
RNA288_FPKM,8.64671543,14.29990998,6.344145027,0.651295256,4.508535885,5.787399361,1.589547734,5.40755941,3.428679909,10.2426389,10.62790622,8.624825011,7.016567412,0.794887911,5.394714851,5.103763938,8.881770672,12.51990232,4.035815449,17.99441279,1.012148776,4.245186827,5.700135644,0.0,1.351852905,10.351316,8.092175485,5.941433672,2.210389248,9.932378657,0.576550625,0.591564964,7.506284971,8.468149038,19.13436141,0.357034661,4.072267153,3.778595822,3.447115979,6.133886224,1.96367705,2.424042682,1.158762731,8.628184928,0.753363916,27.69725552,8.43634205,2.317525462,18.51509191,1.79787846,1.741765225,0
RNA29_FPKM,15.87695625,3.679625199,6.715291726,0.633053798,1.826116724,3.193063189,0.0,2.847329023,1.199877782,10.17331367,29.43776084,2.049411503,2.51291477,1.931561784,2.272452617,5.788396273,4.933722728,10.64924854,3.111592929,3.939810624,0.590314203,5.502427778,6.233903777,2.544985728,0.18773598,10.06245755,7.167153504,2.23572164,0.358114375,10.72800047,0.0,0.0,1.459341439,10.536911,8.289482486,1.388537811,3.238789906,2.361256812,8.992510463,17.73174805,2.757067872,0.36252465,0.18773598,5.411358678,0.732263721,22.97579852,10.14347991,1.501887836,18.93183415,1.165052833,0.677231632,0
RNA295_FPKM,3.398728177,9.113320458,1.994955949,0.287965115,2.326023736,3.043393968,1.581620896,1.992615753,1.69816588,7.877052363,6.566729122,5.76325688,5.715628778,1.230167409,7.792863099,1.880671048,2.618287213,6.401321906,5.538580529,5.448167076,1.432125975,5.788111163,7.246845033,0.0,2.220421221,10.41124109,9.701230491,3.898696525,0.977399844,4.294468456,1.699286531,0.697415514,3.224398516,5.092810889,36.60441365,0.315810799,6.711782726,2.864360889,1.08052681,2.426892699,12.54203663,2.803479498,0.854056133,8.246306044,1.332375907,6.858784346,7.068593097,1.878829949,7.884215053,2.120009992,1.43771099,0
RNA3_FPKM,4.794368128,8.395592091,5.628329894,0.406325998,1.171824468,8.781644747,0.74357919,0.843165689,7.870793732,5.000435781,11.80634058,18.41197268,3.455453127,0.0,4.93568321,3.449165463,9.673755268,12.69094107,1.736195811,3.033695464,26.26443076,1.544829088,4.666945499,0.0,1.927698072,31.90568293,7.403524816,6.216954678,0.0,5.782658417,0.958818442,0.983787672,0.267622647,2.112954186,13.23360471,0.445616955,2.07828784,3.03056714,5.44381206,5.236027927,1.633187479,2.093644647,1.204707298,6.597663985,3.054484838,4.376854263,13.84915343,2.409414595,1.882176297,0.49852662,1.593498951,0
RNA302_FPKM,2.284788895,7.918619067,1.396986849,0.322634166,1.489223451,2.169900231,0.393766108,0.669839529,1.223081056,2.647667132,2.741005155,2.65881446,2.195626402,0.196958517,1.960149959,1.26441619,0.558751907,5.233797755,1.103229873,2.409577959,0.802272123,4.031378405,1.23556672,0.0,1.339581265,9.452663825,3.563809681,2.65881446,0.182581983,2.624509693,0.57123371,0.586109588,1.062580648,1.678259369,14.63273285,1.415464742,2.017660471,2.005834058,1.34039597,2.399302573,0.648605423,1.478219337,0.765433097,2.206459745,1.306258348,7.684762532,2.859964867,1.148296336,2.989834715,2.177369743,0.805392417,0
RNA303_FPKM,4.010714608,9.823994831,1.82167976,0.161804313,1.493745718,2.332066204,1.974954161,1.343754503,0.0,3.098473638,4.051850142,2.857519095,3.303505023,0.0,0.893735171,0.211345522,2.662339042,6.999849091,1.383193999,7.41198958,2.414446593,3.692106438,4.249267229,0.867502886,0.575808717,6.052118191,5.71952042,4.191039395,1.830796923,6.142746572,1.909790699,0.0,1.705324431,4.376770881,49.40718186,0.177450485,2.575748257,4.426304995,1.648080467,2.406652543,0.867502886,0.741437196,0.0,1.659932033,0.0,6.056480737,2.648102715,3.263260342,9.405975907,0.595559412,1.038678727,1
RNA31_FPKM,4.010382308,4.389140637,2.322905708,0.715283124,0.412663341,3.436364642,0.0,1.485099972,3.76630545,0.978254861,0.479801529,18.31663954,1.217057538,0.0,1.382668523,0.0,1.393836845,11.81882416,1.987310733,1.068508759,0.667103731,2.914486834,0.978353228,0.0,1.697186013,5.573728173,3.358164615,2.736954529,0.0,3.15188641,1.266481195,0.0,0.235675549,3.720806458,13.25104875,0.196211012,2.643269043,0.444735821,2.252788492,1.773134847,7.18986842,2.662800588,0.0,4.738959925,1.241277589,3.448261715,1.219355196,5.091558039,1.205248038,1.535893003,0.637730248,1
RNA314_FPKM,4.80072063,16.02545,4.226854779,0.0,1.642840484,4.689712843,1.737702664,3.940561531,3.426601319,6.119714265,2.72815026,5.74638232,1.845301025,1.241065074,6.065436207,1.593975433,1.585070542,16.86236543,2.955434377,5.8729482,1.77022651,7.292065181,8.011132998,1.907967478,4.342769801,43.61148579,8.761185633,4.788566907,0.230193335,15.99252004,0.720120881,0.738874029,2.411282949,5.924291061,11.95198864,8.03002718,3.468552898,4.383135798,9.920908235,6.856318461,4.905953205,2.329537788,0.723794967,3.303263278,2.117370351,8.996241833,7.210965344,2.171384901,10.10859254,0.498992523,2.175825361,1
RNA319_FPKM,5.457177156,9.385630374,2.717015203,0.495350599,2.096093973,9.360888796,1.209324428,0.914267623,2.225765554,4.517107373,6.940701853,4.276899222,5.431480835,0.806283258,6.748919204,1.078576585,2.717015203,25.79546659,3.670163812,3.28868631,0.821374121,2.69122253,2.168247562,0.663798353,1.175389304,8.852674509,7.113666676,3.305008805,1.121052572,18.35808954,1.364294289,0.0,1.305248178,7.558896946,53.58499596,0.543250068,3.755052584,1.505750216,2.301520592,2.455955741,2.213102387,0.756635274,0.587597012,7.763743118,2.101308137,25.28492398,10.80922084,2.154912937,5.147273523,1.823458142,0.824435506,0
RNA32_FPKM,0.757067463,3.314779423,3.703607589,0.427648144,0.0,1.438199359,0.521932774,0.295917243,2.702183284,4.972213808,0.573624193,2.517400178,1.455269015,0.782899162,0.236171481,1.676012068,1.851718939,2.569439458,2.741921273,3.194015359,4.520194371,0.929448386,0.467897381,0.0,0.0,1.86618898,2.361931283,1.258815449,0.0,1.739534391,1.262010413,0.776782762,1.971922067,4.449300392,6.283301802,0.0,0.0,1.418033303,0.573125689,3.604589967,2.006018702,0.489794057,1.01480589,4.935525303,0.989561963,5.57834599,2.332893499,0.0,9.908115441,0.0,1.830246307,1
RNA328_FPKM,4.442873754,5.304445612,4.741497781,0.342168088,0.987210979,4.274347527,0.417606722,5.20979839,1.153094685,7.254794787,15.45461336,11.68346459,5.822136944,1.461822009,5.480870415,2.011623507,2.815185094,6.579287618,2.047764693,5.792917493,1.70189376,1.859093572,4.493177459,0.91726785,2.638658905,12.37256974,10.96192045,3.625823583,0.967995193,10.67082414,1.009761484,0.0,2.704816459,3.916090065,74.97751044,2.06425974,1.167237421,4.822268216,3.347798826,2.714482205,1.37579281,0.0,0.405888166,6.874489672,1.385458173,12.22637692,5.366704808,1.014913328,5.477507995,3.149176975,0.366162367,0
RNA331_FPKM,4.427922823,8.14149888,4.418391078,0.7503343,2.597495518,7.930130124,2.381021095,2.699907849,0.758543981,10.26236231,16.77515828,5.300017827,6.808273869,0.915762334,9.945578217,1.176169319,2.339197081,22.36006673,9.621101329,2.689826194,0.932902271,2.934927179,5.254420466,1.608828784,3.02637246,9.354432131,10.77433225,4.063428562,0.679243229,7.934639819,6.376201318,0.545203486,0.197764386,15.92400006,50.03807881,1.316659406,3.924338097,3.607434152,7.682355628,4.16622544,18.70303634,2.750066936,2.848283612,8.594881498,2.777430786,6.808273869,8.595130782,4.628603114,5.815414065,1.657188433,1.926608639,0
RNA334_FPKM,9.108692039,10.54405978,2.313390728,0.296876987,3.767535318,4.42044832,3.985083289,3.902618683,0.375066768,7.307593064,5.441531944,7.687856082,5.386551325,3.622936011,4.917905568,2.132467322,1.799246224,12.84003514,9.895528142,5.615759647,0.553574481,5.805097294,3.897328312,0.994480274,5.105737723,7.401092638,12.9506557,3.669183992,1.679244063,7.243678256,6.306044776,0.359499477,1.5640836,3.551175561,9.100904025,0.651168864,6.24344914,4.92086908,3.341389456,4.708925465,9.944601914,2.379791188,2.288791239,9.007545112,1.888453648,10.60483666,7.286163172,3.345101728,14.62823516,0.910513602,2.011165456,0
RNA335_FPKM,3.888558197,21.02937268,3.020966823,0.581522234,2.012728516,11.91750909,1.4192172,3.486936788,5.551227868,4.771350541,6.239458399,6.160477913,5.495483394,2.60202146,1.712499614,1.012587553,5.706290099,14.20585674,4.307392503,1.157862427,5.301444793,1.684491443,11.4512413,1.298698626,6.437642934,7.007049223,49.45143818,10.49573472,1.973551319,4.204135858,20.12958207,0.469376522,2.042386226,3.02427594,56.94749511,0.637754337,3.745946038,3.213012065,2.077809531,3.074666523,5.713949143,3.329683116,2.069208143,15.57311965,1.793438651,12.74941151,5.814487838,5.517808513,13.5514618,1.902275297,2.626420917,1
RNA336_FPKM,3.984693963,8.504241265,1.754236303,0.0,1.363604316,5.190070901,2.884496086,1.869097013,0.995529963,4.617557122,3.019171964,8.346782346,4.595067609,3.296675047,1.864571759,1.102506616,4.239236639,5.476749253,5.050585583,7.900366985,3.358377521,4.035069172,6.649417916,1.58366726,2.403124731,9.470518145,10.62833293,2.782260782,0.954969234,6.408122501,1.195371605,0.408771131,2.223752722,9.658809796,17.46842275,0.555481701,1.151531571,2.238918348,2.17177378,2.678109153,2.488382616,1.933459879,2.002512017,2.020207737,2.147932258,14.16822767,6.906235196,3.003768026,20.05160546,2.278281709,2.28755424,0
RNA35_FPKM,5.637390204,9.048938174,2.895285871,0.955359466,3.123094487,4.589115166,1.36032155,3.525496189,0.402393253,6.532740413,2.989939448,9.933928992,8.125995369,0.3886633,1.231074847,3.11945607,5.652693979,7.652341882,2.994133955,2.060911443,3.761197314,3.45964522,5.400219013,0.853491166,3.021853876,6.947063043,8.617148541,3.561234925,1.441174864,9.281566717,2.818594825,0.96406717,3.565459145,7.122097056,12.61061863,1.222364411,3.620362235,6.070763743,1.15216753,8.998002956,2.133727914,4.194209926,0.188878466,7.076951458,4.235943358,10.65401001,8.684622605,2.266340013,6.169743587,3.711577297,1.930378954,0
RNA358_FPKM,8.807352196,14.04555473,5.723356138,2.558609602,2.952241849,9.422906199,2.862440512,2.360726167,4.131056703,4.957254611,42.51765874,7.530085221,12.81615102,1.301084259,3.061560795,5.291555695,4.984902743,10.24757072,10.02380363,7.64273094,1.590579499,3.011488539,4.199129876,1.714342169,1.011605798,6.910801993,8.713346742,2.008111372,0.0,10.11690019,4.781202607,0.7744423,3.089489618,8.650215298,41.67333534,0.935258191,3.636037428,3.181158997,13.54309122,6.976054383,7.714388395,5.128118327,1.011605798,4.009521453,2.712910038,10.39803832,8.140927868,5.31126541,5.3883762,3.400836662,0.608204713,0
RNA365_FPKM,6.041184748,5.234271685,19.3919311,2.985911446,5.906269952,4.098256066,0.520565426,1.771152123,8.624010111,11.66767953,4.958773496,5.272590465,2.660720161,0.780980464,2.355767145,0.835824597,0.554103457,29.47091723,3.646242529,8.069969193,1.856215003,3.707439836,7.934128843,0.285931209,1.518130391,5.583574353,5.889417862,7.030120621,1.447949181,3.758984037,4.531016519,10.07263995,2.528498126,6.877966894,23.97655116,1.169549491,0.484927695,2.298273662,5.316053951,4.440667876,3.143790392,3.908335591,0.505957723,12.21469005,1.973737663,29.51090093,11.63346346,3.795068755,7.90540349,3.663453358,0.760565926,0
RNA368_FPKM,8.519288055,8.688201657,3.409513833,0.328047971,1.892916334,2.994737293,0.0,2.724566858,5.113407805,3.141166973,11.00289771,3.862677064,2.790978931,2.202493106,8.154166472,0.857167101,2.557073108,12.41873991,7.853040364,5.390684412,3.671519409,3.386572079,9.872351453,0.0,0.389138537,12.88485883,15.58350756,1.738247005,0.0,3.780885329,1.548992325,0.0,1.945063929,3.925289346,16.34712556,0.0,2.984366632,3.127636966,3.825337909,2.927821447,5.496099839,2.442756293,0.0,5.188604979,0.948895719,10.79186132,7.830084463,3.308274663,8.153805897,0.805149045,0.585055336,0
RNA37_FPKM,2.030663974,3.333556816,4.320660525,1.720605604,0.992552972,3.801954005,0.0,0.952478102,3.188731038,1.882544955,1.846342167,2.835732274,2.536741787,0.419990344,0.380086274,0.674108221,1.042858788,5.581856281,1.764885895,1.199175951,0.855702252,1.121609728,3.200227706,1.152734432,0.203995422,1.28699454,6.461267339,3.038178364,0.0,3.032256946,0.0,0.0,1.133141212,2.50584843,9.671085592,0.943393509,1.956189745,1.42617042,4.150182497,1.194062194,2.53616084,1.970644349,0.0,6.912392633,0.59697146,6.049295178,2.580785371,1.836815026,1.159538559,0.844413304,0.613495166,0
RNA379_FPKM,9.601830121,7.108835612,8.081008536,4.546452966,8.559159311,7.586656721,2.628505793,7.285358616,4.636197138,9.490769594,0.641884357,9.014282348,4.342245765,7.301263703,0.528454965,0.624942529,2.900782334,5.175194584,3.068052277,14.7723392,7.437918371,3.119720964,13.09045137,1.92380326,1.13540865,4.176193333,39.64476628,7.887497055,0.0,9.7318976,6.777870928,0.0,0.315298372,6.471947843,86.50932206,2.62415076,13.33071544,3.966846622,5.836048453,4.033307226,0.96190163,3.836749047,3.406225951,25.77199533,1.937462827,8.141563114,7.178535176,2.554746702,11.08663469,2.348708132,0.511932309,1
