,TRAV9-2,TRAV13-1,TRGV3,TRGV1,TRAV25,TRAV17,TRBV25-1,TRAV41,TRGV5,TRAV12-1,TRDV2,TRAV4,TRAV13-2,TRBV24-1,TRBV15,TRAV36DV7,TRAV26-1,TRBV27,TRBV5-4,TRAV19,TRBV13,TRBV18,TRAV14DV4,TRBV7-4,TRBV7-6,TRBV4-1,TRBV2,TRAV38-2DV8,TRBV12-5,TRAV21,TRBV7-2,TRBV5-6,TRAV38-1,TRBV30,TRBV28,TRBV6-2,TRAV23DV6,TRAV8-6,TRGV9,TRAV8-4,TRBV7-9,TRAV20,TRBV11-3,TRGV2,TRBV29-1,TRBV6-5,TRAV8-3,TRAV1-1,TRBV19,TRAV10,TRBV5-1,Diagnosis
RNA38_FPKM,4.34386653,3.307175346,0.831387755,0.480059381,1.661744011,1.076240265,0.390646557,0.442965292,0.404397848,2.407409337,0.143060143,3.767736204,1.088915181,0.585899245,1.060463716,0.836159202,0.554325281,4.037847739,1.778227045,0.478003452,1.790595819,2.781736273,2.801372058,0.0,1.328827266,2.194421379,4.41881176,0.376800856,0.0,3.037162643,0.566567544,0.193727276,0.843265371,0.665934398,12.47006837,0.702058198,1.273594837,1.989646792,0.257322896,1.586626653,0.857846329,0.549821705,0.0,1.231034626,0.925532214,3.44831887,2.836819685,1.138916389,14.42404296,1.374407093,0.57065023,0
RNA383_FPKM,4.726709281,15.06928892,13.26874575,1.04484516,1.20559057,31.11650399,0.425068241,4.337748922,6.307396256,3.810390111,4.204134799,6.149656395,4.344659211,1.062571704,10.00100844,0.454918539,1.658645845,6.904400763,6.697856127,1.386999226,3.030966947,2.459448174,5.143882578,0.2332502,1.445894946,22.79299443,10.96262321,1.230007594,4.334088264,5.193324421,1.643981316,0.632522967,2.523209118,45.10387012,20.68724254,0.763919811,0.197891979,3.175241134,2.006733564,2.417018418,7.700297104,1.794930588,0.206474029,8.781645903,2.215653778,5.924668966,3.324286328,2.272175558,3.667163871,1.709046539,1.614484384,0
RNA385_FPKM,2.423035283,6.924299075,4.938287369,1.140629435,1.184461416,13.25920997,0.695985732,0.631450556,4.900115026,3.119805338,1.019985937,15.84391133,1.681720335,6.403393518,4.409256689,0.744861134,7.407383047,5.618920844,2.047405426,1.817058733,0.850869787,1.610993779,6.738767399,0.611433391,8.794447879,3.554703429,7.432774983,1.611267344,0.387135402,15.46259206,3.36523954,0.138163377,1.352232155,4.746012595,89.75476801,0.250136589,2.204452726,1.890791114,4.096232256,2.261692569,4.126841072,3.527127714,0.270555902,11.11439182,1.187407838,4.268875982,3.421676624,1.758942187,2.594227993,0.559808408,1.301482252,1
RNA386_FPKM,8.727473447,7.347377682,3.612086494,0.56886636,3.500573292,4.55415972,2.545638782,3.936095187,0.95841615,7.001821802,13.22547899,8.258999328,11.18251882,2.082857145,4.60734073,0.743041734,3.447995713,9.113249591,11.66949147,2.643278872,4.243451445,6.180037303,7.67601114,0.508126235,4.048599082,10.40071635,8.377262689,4.464229478,2.145219761,9.25394076,6.265827823,0.91833231,3.247048667,10.84867019,53.04706852,0.831697186,3.018120375,4.243528365,3.506444094,6.2037928,2.286941131,3.474706987,3.598803665,3.727745407,5.044511197,18.06392314,11.11807667,6.522804123,22.84110502,1.86112274,4.327395818,0
RNA39_FPKM,6.073047857,15.35590468,6.45317427,1.774426755,2.252031887,2.727527006,1.515903142,2.946765826,5.082128761,11.16283628,1.745324713,4.386524789,4.628493093,0.433083666,25.67367689,1.390490534,2.304772181,6.822341452,2.73001461,2.29673175,2.867844191,2.313348873,12.23066323,0.475518377,0.420930808,4.64524743,10.38719119,3.342083724,1.606091397,5.292191716,0.837588207,0.644659749,5.142271271,3.507097125,21.53396174,0.389162445,3.83293989,1.323643447,2.140002263,3.518586102,3.804389254,2.438702753,0.21057262,14.56033545,2.873428344,8.653412317,8.22678908,2.946730088,6.427353352,1.088533563,1.771653672,1
RNA392_FPKM,2.324838289,11.95890489,2.558620911,1.181993291,0.681919206,5.677600946,0.480786622,1.36307483,2.157245881,1.885802488,0.352268659,5.101651329,6.032061995,1.682868362,2.175739397,1.029099454,2.046864039,11.59789526,2.188970085,2.353674494,1.469590589,0.642087477,2.801881709,1.055790794,4.206104258,13.0154018,4.351478793,2.782698706,1.114338547,4.539822542,3.02233433,0.238629524,1.297431,4.918164988,29.44260924,1.080172507,1.343831003,2.612501188,2.059019699,3.710930931,10.55891972,1.804942323,0.46729516,4.37794017,1.367231046,7.819395124,4.297985825,1.635645015,5.310033625,1.933526605,0.421493006,0
RNA409_FPKM,10.60552654,12.34801621,2.814536228,1.147132816,2.426772196,7.347579893,0.700021994,6.085781886,0.483167354,12.81306327,9.745451197,9.003110552,9.324450614,0.93343939,6.124292582,0.998989909,3.807863526,10.56778587,12.09382459,5.711288011,3.09028221,6.439494226,8.995352357,1.02490031,3.402116333,10.24939612,10.55887372,3.376277475,2.163156124,8.812862707,11.28245136,0.926146895,4.28160327,15.11611775,37.6142462,2.096832941,5.651665265,4.912840515,2.562124401,5.118258254,11.0173624,3.065757573,0.907245938,2.778319769,1.990361042,16.26334782,8.864551052,3.628760016,12.56282787,1.407432083,1.499983428,0
RNA41_FPKM,4.38136045,4.795155604,2.37603977,0.0,1.489948798,4.497063384,0.0,2.903980359,0.0,6.843251126,3.031017909,1.900192583,3.112032577,0.787915895,1.24787954,0.632475647,1.257884527,4.266721943,1.793634928,4.339420614,0.401408302,2.104311499,6.357631572,0.432641801,4.40371433,15.49388048,6.239670638,0.950096292,0.0,3.063475295,3.047966323,0.195402671,1.700989704,2.18285772,21.2380076,0.354072417,3.670158159,2.140639449,1.038207863,4.640892704,5.407443003,2.957878648,0.76580601,1.379735423,1.120205624,9.153086449,3.081442892,0.957367437,1.631603843,0.396112678,0.230255682,0
RNA418_FPKM,8.997231403,8.53402638,3.227299592,0.847032827,1.759183914,5.208265309,1.447372933,3.282435044,6.421936907,8.109319541,17.11859161,7.977313692,6.340462978,1.240576577,2.619710629,1.327695719,3.667463901,23.816086,7.819737285,5.397859549,3.159387148,6.441982813,7.784982897,1.816249276,3.014313248,8.659057158,9.542918881,5.584100143,1.150023542,7.349272331,2.199314569,0.410361518,0.223199466,10.04525397,27.48507091,1.857878606,4.044671074,6.459355765,5.176055936,5.374840959,2.043086794,6.014994559,1.406757876,4.489131969,1.763559994,12.68092596,9.933520088,1.406757876,4.852136291,2.286358682,1.208190995,0
RNA431_FPKM,6.436972538,4.900957019,3.285557778,0.474174224,2.736137165,1.594889992,2.894129338,1.312756344,0.0,3.243127287,5.513476547,1.395776301,5.916882129,1.736422955,4.452707919,0.619356781,0.821389445,12.82193502,8.918829679,5.666836589,1.179374684,3.349308183,2.075699443,0.317710395,3.094155063,5.616839271,18.85829493,2.233347502,2.146404534,8.358623337,3.358523846,0.287097675,1.561846002,3.700212341,36.35239462,1.300310469,2.426449317,3.144999157,2.923535654,4.702410786,7.308839135,3.259257131,1.125219724,5.878397848,0.0,11.56487278,4.527124367,1.406458262,14.58277495,1.745586137,1.014688874,1
RNA44_FPKM,5.715098283,11.39275179,5.091732642,1.210573347,1.596331285,5.150750883,1.266434922,2.15419258,1.748230816,9.697579516,55.3656527,7.125735013,4.511321755,0.0,3.056354663,0.90365703,8.6858608,5.818472154,4.582653359,8.265725143,4.94556663,2.254727595,4.541286637,1.158809233,3.07734799,13.36731676,9.742020531,2.646653954,0.0,5.861375283,1.224648998,0.837765372,0.455551848,10.61456857,7.511704475,0.948365104,2.359470441,3.870488097,16.87184502,9.773778995,4.403285351,4.159685018,1.025782663,9.313261128,2.200543555,14.51471357,7.310743189,2.25667987,6.118807856,4.031504002,1.850184681,1
RNA442_FPKM,5.850758895,13.02722952,3.996584117,0.0,3.550315419,5.748088657,1.669053122,0.709636764,1.727946575,5.844726575,23.99936949,3.421007079,4.45914244,1.043231723,11.51724766,1.563005398,2.664389411,10.2698038,6.429160785,11.06371142,2.125315172,4.643007092,8.977542202,1.832591468,5.069405703,14.70421046,12.46135998,1.609896808,0.193380335,14.59998425,2.622793213,1.242058865,5.854635561,8.180082328,49.57114465,6.186594988,5.247348828,2.408730474,5.497774403,4.237115214,7.101318846,2.936795963,1.622217447,4.09125917,3.756856794,13.76513131,14.45253748,3.649941617,4.031965558,2.306984676,2.804061964,0
RNA454_FPKM,5.749240963,4.650819479,3.301322365,0.423522292,0.733133904,1.627967194,0.516897286,1.465723686,0.892179635,4.924397095,9.470119748,2.992162489,1.441233968,0.516897286,2.105365536,1.383379659,1.283838034,4.071782726,2.896654255,4.217875751,0.526571834,1.150661585,3.476134462,0.567544282,2.763747667,2.112429281,3.976947773,1.994774992,1.19825586,1.722757805,1.249957255,0.512859026,1.11605683,4.406595024,11.36408282,0.0,2.167136651,1.053308248,3.576247389,1.469980862,0.851449462,1.213012706,0.0,13.57848052,1.469915241,2.642412404,2.888193513,2.512433643,2.319432883,1.039493565,3.172182628,0
RNA457_FPKM,2.921877526,5.916058195,2.036653965,1.114136144,1.713974807,1.783965352,0.755457632,0.514010069,1.25132581,2.708752342,1.549718888,2.040136258,2.66751995,0.302157413,3.418168891,0.323376333,1.071899204,4.908364344,1.587204468,2.958166369,0.769597213,1.882836032,1.625251405,0.331763615,2.055749545,2.006212482,7.383235523,2.331584295,0.0,3.859845856,3.944596644,0.599593617,0.978373721,5.665958479,8.697469014,0.407328734,0.985211081,1.641668086,1.492950345,1.841021813,3.981163385,1.84314595,0.0,2.539455321,0.572746142,5.615706075,4.220085346,1.762071039,3.128314526,1.366948039,0.971158407,0
RNA466_FPKM,5.565772351,9.250184834,0.907523198,0.349402838,1.410858851,3.691757249,2.98444943,2.417284509,0.882862242,4.538761855,2.967651982,2.467544088,3.763851294,0.852670965,2.315154192,0.45638292,2.873703968,4.40736783,3.881902845,1.043554512,3.908938157,2.656717834,3.439865578,0.702108006,1.035979075,5.661541951,6.945279674,1.850560596,0.988087099,3.078248027,1.443086592,0.211552499,2.991045533,12.53739822,20.08205592,0.383189433,3.375999296,2.46129004,1.872524715,3.117148978,1.404437917,2.400689445,3.729446099,5.225600337,0.808128452,5.744845429,5.954601138,1.243214177,10.74109537,2.785855075,0.872049259,0
RNA471_FPKM,4.682499746,6.17985071,5.759736244,1.750387594,1.750459529,2.578551874,0.427288497,1.291931178,3.145670035,4.787824889,18.7832144,3.159542043,3.705769321,0.284906554,1.933325965,0.609675387,1.717839159,5.608523863,1.595914984,2.556256074,6.964137997,1.901706147,4.596363052,0.781821205,3.875932197,8.728620055,2.577854028,3.846494738,0.0,3.322227598,1.928128707,0.423950306,0.922362139,6.191016842,22.3610193,1.663762241,2.388085938,1.837744508,7.662443069,1.735458915,0.938310764,1.470162052,0.553684791,6.483579483,1.079823074,6.088030659,4.933027387,0.692071322,5.210025227,0.859086636,1.331560969,0
RNA476_FPKM,8.445202111,11.49128694,12.8951544,1.353837772,2.231568414,15.79378518,1.180093079,1.873614774,3.747158783,11.37375232,17.46747906,4.325783775,5.04495524,1.180093079,2.34983758,2.021050883,3.851828023,13.01339888,1.487798751,3.273782944,3.366494995,3.992253718,2.116051931,2.591706256,1.376466871,5.786571578,9.185453182,4.781044424,0.437537607,9.438895702,2.967283192,0.46830197,2.547654591,7.645121213,34.58880962,1.272582579,5.936867251,4.809208935,7.049377976,5.944210273,1.554971221,2.215078992,0.458744787,6.447295464,2.237119579,15.35405695,9.757799507,1.376466871,5.865110916,3.796562228,1.241353559,0
RNA483_FPKM,4.559863652,11.09005704,2.230435632,0.429235197,1.816289083,3.574493437,2.270413154,3.56471409,2.531409966,4.696860788,1.919404467,6.064376263,5.031005126,0.698648469,2.05469694,0.560658334,3.965182126,14.44277314,2.935537992,9.688932388,1.423291148,2.798467136,4.540351036,0.0,1.01848974,3.211109743,5.847886175,5.053621888,4.533133174,4.849922355,1.85777792,0.519776997,3.769991063,3.721528787,5.484012763,0.15691381,1.626830808,4.863003826,1.380650504,7.377506189,1.150570542,2.458350549,1.357935942,4.892672226,0.827653041,11.19820215,6.24428974,0.339446202,14.58571247,1.053424744,1.122644939,0
RNA488_FPKM,5.134815564,5.017721788,4.574790579,0.0,1.972260987,1.492875904,0.568864799,1.93536517,2.225301425,3.187729136,16.11835825,4.207193325,5.463231836,1.32759698,4.805504352,1.82663679,3.767443821,9.522038573,5.047186157,10.52103872,0.579512001,5.571012385,2.72022858,0.0,0.737262063,5.423907056,4.633843448,3.292570619,0.0,8.215564168,2.200737102,0.564420542,0.818715945,7.112336641,20.04867688,0.511173321,2.120025472,1.931957052,6.913144655,5.392178638,4.58089949,2.135690685,0.184360307,10.49291592,1.977167109,4.758166078,4.02590802,2.580506801,9.293591613,2.097153503,0.886523707,0
RNA499_FPKM,7.565726679,7.43102012,1.423319686,0.493192893,2.844967496,4.105865589,0.0,2.047405649,2.077032429,6.968935808,5.144552391,8.126975238,7.829646876,0.40121925,2.178591937,1.93238286,1.56572222,5.33258167,4.074583898,15.71214868,1.021923074,3.928761394,6.29451116,2.202658995,2.339763279,7.99167912,9.622204397,3.095990567,0.0,7.130707136,1.358029858,0.597225769,1.732176025,12.99536485,21.20816665,1.081588686,6.727534514,4.087287012,2.334840375,2.607497386,1.9825023,2.823945568,1.364958581,7.025163868,1.331004388,9.880361101,6.275963282,1.364958581,3.738603453,1.815114243,2.813457685,0
RNA50_FPKM,7.541978411,16.71473343,5.671814788,0.319588591,4.79284499,4.758179686,1.75480453,7.296096317,5.248614396,12.23556427,6.571551881,11.84846325,3.805058767,4.094682662,4.234935478,1.669315109,2.075097412,12.09339272,4.369823557,7.476469647,3.972646382,4.165672515,8.564988283,1.498706431,2.463567897,7.368971721,11.64602547,3.949554669,0.0,9.962702559,3.205220063,0.0,3.998485551,6.81379092,19.79652663,2.978435624,0.908172217,5.429170305,2.954403324,17.74043284,4.923929363,1.46373443,2.653119803,6.964429071,5.359080281,30.07742966,12.41758416,2.463567897,12.38132836,2.744123913,3.076290764,1
RNA504_FPKM,5.529567437,12.76375232,8.114151099,1.192601433,2.653921185,4.828686021,0.519849347,2.947360136,1.578745718,4.310636463,7.92232385,5.014144225,4.154407648,0.727768591,2.069994386,1.335231557,2.434230789,29.88799195,1.893202391,15.52236154,19.59401089,2.313815434,6.617474043,1.027369064,1.717869988,4.885127359,7.433098429,4.312169964,0.385485314,5.427818075,4.524173522,0.515788024,13.35353033,2.92434437,11.64410377,0.373666188,2.614988356,2.965559712,4.315062581,1.520243348,3.881297034,3.122149849,0.8084387,20.38843833,1.576559448,7.535869028,4.065686702,2.425216501,10.04644149,1.149641945,0.729052813,0
RNA519_FPKM,3.199895286,6.070504414,3.59996992,0.0,0.834274323,8.856759736,0.0,3.001897787,1.522701776,3.708113949,10.50656855,3.404684073,1.434960094,0.882447644,3.793280986,1.65262258,0.782546299,7.16722281,3.090188899,10.97902161,1.123602573,1.571086692,1.779858622,1.211029863,0.428842541,1.802748269,18.16816445,1.702342036,0.204415596,1.715258421,0.426665675,0.0,0.476221745,1.880383401,19.39666742,0.594625203,2.46610674,1.797928087,3.488039933,3.405056066,1.453368381,1.656219469,0.0,4.480703447,0.836349632,1.434960094,1.232338306,1.286527623,2.436322842,1.330656539,1.031326847,0
RNA52_FPKM,8.429125976,5.221849371,3.85066309,0.0,6.68586178,13.20544558,0.0,19.20873168,6.924551828,9.030697493,84.83371258,0.0,8.864232156,0.0,0.0,0.0,25.32120106,8.581590787,6.450396949,0.0,0.0,3.660114731,23.14783657,0.0,0.0,7.559575176,15.33048419,6.980001212,0.0,20.09537212,0.0,0.0,0.0,9.251928766,49.92239846,0.0,1.532020093,3.239157918,29.94020356,7.081184722,0.0,0.0,0.0,21.65499518,0.0,42.18175203,9.922864213,2.078096029,40.52547714,0.0,0.0,0
RNA521_FPKM,7.461836116,7.067323472,8.949285003,1.337403145,1.683458643,4.205297756,0.296805095,1.514501,3.482393791,3.824673266,4.675295594,14.8860493,4.550585371,1.483861133,1.745784332,0.476472225,2.526872032,7.742906461,7.482956301,15.98077649,0.755900677,3.038291847,4.256937956,2.11808416,4.47106444,3.334711903,10.60930599,3.435266534,0.687851225,4.944944286,2.869961417,0.0,3.363473567,20.86985512,24.38597328,0.533409157,6.635355897,3.728886782,15.21805034,2.65212695,0.814717157,2.367341592,1.298143714,15.17390039,2.109596878,11.03185169,4.808320042,1.298143714,4.609124004,2.685176931,1.213982476,0
RNA528_FPKM,4.858623808,7.734576268,3.078697866,1.497099458,2.159180338,4.134992517,0.913584315,1.294982804,0.315214544,2.303267877,5.187476205,3.084114684,2.758991957,0.456688788,1.446823397,0.977740517,1.944409877,6.295737986,3.838924589,3.167585281,1.628643449,2.236421201,4.913823474,0.501436392,1.553858801,8.63153265,8.474197868,2.423261454,0.0,4.312718152,1.545971193,0.226663016,2.711581513,4.28254537,14.34312653,0.410373651,1.914697013,0.775604674,3.009163145,2.783078674,1.003099781,4.929399947,0.0,4.15877464,1.515205597,6.579238113,2.807003737,2.441806822,3.310394838,2.295909436,0.667353101,0
RNA53_FPKM,2.082289423,2.629557797,2.46796486,1.357191121,0.939593853,1.564695549,0.993848616,1.690430013,1.829257598,4.454780269,0.242728412,1.597706004,2.154954683,0.331282872,0.449710597,2.481829831,1.175221362,5.381420609,1.740148542,2.432481731,0.843708384,2.359229426,0.742463378,0.545614298,0.0,3.214687281,4.946816569,1.597706004,0.15355082,4.415817176,2.082289423,0.657389449,1.609021202,6.776846941,6.761720051,0.595371577,2.160223521,3.487327988,1.927837186,5.786148501,2.364328625,1.243534722,0.482980004,2.784237668,3.767724605,2.616730686,4.626787913,0.160993335,2.286571998,0.4995466,1.839077233,0
RNA535_FPKM,6.270074241,9.518494442,10.83314684,0.856810713,2.175139825,9.549729171,3.555763038,2.845978418,5.919063771,32.81363334,10.26776054,6.455890252,3.887385125,4.810787625,12.87169328,1.566943165,5.639182528,16.88539122,4.248151591,2.900954427,3.409300317,3.351432515,6.375273964,0.229589046,2.846080442,10.04152163,8.328753885,3.631425611,1.357254907,6.970092863,2.831633334,0.415142669,2.257546602,5.883275248,17.51437258,2.819176727,4.871014384,5.966115152,2.618052757,6.796707468,3.215168684,4.318134727,1.423040221,2.783236241,9.713488475,13.21703139,9.581592966,1.423040221,10.39444285,1.682055846,1.711140389,1
RNA58_FPKM,4.334742019,9.250885269,3.498408553,0.0,1.271341458,3.52869495,0.0,1.524852999,3.094000644,7.283688279,2.463300513,4.972212434,4.582061934,0.672480451,3.245355785,1.4391871,2.862293897,5.957667912,4.23826743,1.828574257,4.794831215,1.795714157,10.64907399,0.246047604,3.049841194,6.181280112,6.287912238,1.945735846,1.03886153,7.219982551,0.866988757,1.111906482,1.935374336,2.292396454,13.37211543,0.402728861,2.714131378,3.500933889,2.756237174,6.554761495,2.953029438,1.051655391,0.653609826,8.319589053,2.124239248,16.87056571,8.514446052,1.524819199,8.044344069,2.027877729,2.226492797,0
RNA6_FPKM,7.047897283,9.755393051,5.018933624,0.878155855,2.837251716,7.762324011,1.929317504,4.86148538,1.775531326,6.485649148,16.02024114,8.890991135,6.772857389,0.428659186,8.729835269,2.064803284,3.498105048,21.7370273,3.603120197,6.820586728,3.930855449,3.434906397,7.302376068,1.17677946,1.250118995,9.634199665,10.08770136,7.236674699,0.0,7.143277065,2.487546426,2.126783712,2.545011668,12.78984834,28.27118675,3.852497848,5.391493179,6.988028469,5.695890203,8.358814437,2.118357259,1.810517165,0.625059497,9.458292995,4.063331064,9.960007612,12.2149774,1.041689982,17.01507764,1.508342012,2.755794843,0
RNA60_FPKM,8.259688992,6.721962015,3.418509474,1.435659221,0.82815611,2.413730915,1.533015814,1.986849815,9.825731817,5.644829707,9.467576419,11.40753931,5.291644422,0.438103183,2.97306547,2.34385151,2.641672021,7.330925162,6.442370543,3.03763999,2.677348797,1.75466434,56.74167033,0.240388472,3.19301164,6.487684519,9.513809503,3.591336393,0.0,4.135795555,1.270721383,0.869132585,1.182009703,3.173552294,16.27601151,1.180811852,1.22411791,2.379813481,5.001799093,5.337571696,2.885672767,6.98785231,0.212792857,9.510058549,2.283367289,9.76905805,6.117512317,1.489997513,35.52397077,0.660506893,1.919724789,0
RNA62_FPKM,1.725019392,3.776071199,0.949275266,0.182760401,1.054037795,3.159674492,0.668977451,1.770072632,0.615695644,1.249344798,1.633893872,1.075385396,0.621659534,0.892031484,1.816249945,2.86382482,2.847825799,3.073432709,3.435930973,2.365107543,4.997717779,2.382059897,2.598835818,0.244909471,0.866999989,7.061092966,6.256027735,2.796215753,0.0,4.458549428,0.0,0.442439642,0.722040819,1.900726652,10.03656404,0.60113304,2.077322282,3.786144133,1.664938378,2.898476826,1.71396082,2.511137034,0.216794864,4.685301636,2.747525429,10.77548912,1.99313091,0.0,4.155658842,2.017523026,1.824261439,0
RNA63_FPKM,6.209698343,5.354579414,5.936721738,0.478335201,1.103850463,0.612699772,0.778337767,1.323963502,3.089171596,6.541750819,2.994072449,4.504667194,7.594875005,0.194542837,1.408772871,0.832996319,2.48508716,22.0313013,1.499116263,21.11478674,1.189443146,0.0,3.314531839,0.427392067,0.189083727,3.379010681,5.10706522,1.876958041,2.705910808,7.133006259,1.505313144,1.351491036,2.100278828,8.293047273,7.536175375,0.524589312,1.268881559,1.057207449,1.239235999,3.793909471,2.563986956,4.930466528,0.756496657,8.313556587,4.610765592,9.76472883,3.696102592,6.241380477,11.81946412,0.782445091,1.933084331,0
RNA64_FPKM,1.526716534,4.386237988,1.680241101,0.0,3.17191692,0.310705741,0.789404612,1.119026926,0.681146825,3.317355706,1.156781374,0.951881132,7.152580694,0.19745378,0.0,2.323420738,2.240321468,5.634552946,3.179094218,1.932097369,1.809508568,0.0,3.538574088,1.08355345,0.767252952,7.458918246,5.000998341,3.045702857,0.548933014,2.411480417,1.717655341,0.0,2.130050688,12.44804208,5.577446185,1.241449589,0.0,2.144478839,1.04014821,6.413027234,0.0,0.926091249,1.91813238,4.284841119,1.122250586,4.401602791,4.189630784,0.0,21.25013756,0.0,1.61452615,0
RNA66_FPKM,2.760667321,36.65876568,4.455985268,0.935599401,0.719748605,4.494498405,3.045055462,3.021342551,1.576405912,4.265367114,0.418320886,8.995186938,8.666094733,0.0,1.377951011,0.40728942,2.835673456,14.61473964,3.865577246,7.608348695,1.551115978,1.016480658,9.042723596,0.626878561,2.404692016,13.60819165,3.444714534,5.3237317,0.0,5.073712847,0.920280495,0.755361166,2.259615401,5.028789833,37.05278663,0.341969419,1.063701031,1.680283904,1.880714785,1.70073398,1.044929438,1.428860531,1.479891265,8.664090021,3.427096994,6.190067666,7.86780873,0.924975803,10.11492941,0.0,0.556120422,0
RNA67_FPKM,2.951339231,15.91907493,3.402670939,1.071673519,1.442714215,3.603612918,1.089875444,6.921316907,0.300866759,5.618588048,1.597265234,4.205457831,5.874751519,0.872046549,2.564707874,3.266369823,5.722634563,7.726258272,1.98481988,4.624162804,1.998642459,3.104920813,6.644448628,0.478612251,2.330774397,7.570752459,10.25883149,3.364319261,1.212477339,3.147935903,1.264792351,1.081360792,3.764606538,2.229656315,10.49600835,0.979345623,6.295174997,2.220713843,2.585041216,2.656333616,27.04707656,2.864107529,0.211953169,7.328526331,3.099055885,10.33142053,6.089144831,1.90686806,20.61366149,1.095626766,2.929938553,0
