,TRAV9-2,TRAV13-1,TRGV3,TRGV1,TRAV25,TRAV17,TRBV25-1,TRAV41,TRGV5,TRAV12-1,TRDV2,TRAV4,TRAV13-2,TRBV24-1,TRBV15,TRAV36DV7,TRAV26-1,TRBV27,TRBV5-4,TRAV19,TRBV13,TRBV18,TRAV14DV4,TRBV7-4,TRBV7-6,TRBV4-1,TRBV2,TRAV38-2DV8,TRBV12-5,TRAV21,TRBV7-2,TRBV5-6,TRAV38-1,TRBV30,TRBV28,TRBV6-2,TRAV23DV6,TRAV8-6,TRGV9,TRAV8-4,TRBV7-9,TRAV20,TRBV11-3,TRGV2,TRBV29-1,TRBV6-5,TRAV8-3,TRAV1-1,TRBV19,TRAV10,TRBV5-1,TRAV5,TRAV30,TRBV20-1,TRAV16,TRAV34,TRAV2,TRAV12-3,TRDV1,TRAV6,TRBV16,TRAV40,TRBV4-2,TRGV4,TRBV23-1,TRGV8,TRAV8-1,TRAV12-2,TRAV22,TRDV3,TRAV18,TRAV1-2,TRBV10-3,TRAV8-2,TRBV10-2,TRBV12-3,TRAV27,TRBV5-5,TRBV6-1,TRAV3,TRBV3-1,TRBV9,TRBV12-4,TRBV14,TRGV10,Diagnosis
RNA499_FPKM,7.565726679,7.43102012,1.423319686,0.493192893,2.844967496,4.105865589,0.0,2.047405649,2.077032429,6.968935808,5.144552391,8.126975238,7.829646876,0.40121925,2.178591937,1.93238286,1.56572222,5.33258167,4.074583898,15.71214868,1.021923074,3.928761394,6.29451116,2.202658995,2.339763279,7.99167912,9.622204397,3.095990567,0.0,7.130707136,1.358029858,0.597225769,1.732176025,12.99536485,21.20816665,1.081588686,6.727534514,4.087287012,2.334840375,2.607497386,1.9825023,2.823945568,1.364958581,7.025163868,1.331004388,9.880361101,6.275963282,1.364958581,3.738603453,1.815114243,2.813457685,2.388616001,0.453603959,2.590924309,3.020235157,0.21911221,4.39265903,4.405965007,1.473079867,2.459547937,0.0,0.0,2.687728074,6.332379535,0.0,5.062902083,1.777574698,9.618612914,1.647247136,0.179929791,0.521215217,3.992824636,1.453977619,5.53667994,0.580594166,10.83899091,3.59681257,3.712532672,11.6269481,4.565391473,0.586533748,0.391960344,0.564863782,0.188350151,10.00195272,0
RNA50_FPKM,7.541978411,16.71473343,5.671814788,0.319588591,4.79284499,4.758179686,1.75480453,7.296096317,5.248614396,12.23556427,6.571551881,11.84846325,3.805058767,4.094682662,4.234935478,1.669315109,2.075097412,12.09339272,4.369823557,7.476469647,3.972646382,4.165672515,8.564988283,1.498706431,2.463567897,7.368971721,11.64602547,3.949554669,0.0,9.962702559,3.205220063,0.0,3.998485551,6.81379092,19.79652663,2.978435624,0.908172217,5.429170305,2.954403324,17.74043284,4.923929363,1.46373443,2.653119803,6.964429071,5.359080281,30.07742966,12.41758416,2.463567897,12.38132836,2.744123913,3.076290764,4.642895288,4.408812306,12.77099071,4.064319308,1.277211416,5.55033486,8.00594796,1.113599853,1.47098064,0.428267132,0.0,2.775509241,15.11672809,1.070439299,8.730484624,3.769361176,14.02278152,0.640383813,2.097445337,0.506440323,13.12044568,2.422321381,4.724950714,1.316585143,16.52857924,2.272279095,7.640920298,17.04362408,6.870550429,5.889920634,0.952416504,9.514664438,0.0,27.56768359,1
RNA504_FPKM,5.529567437,12.76375232,8.114151099,1.192601433,2.653921185,4.828686021,0.519849347,2.947360136,1.578745718,4.310636463,7.92232385,5.014144225,4.154407648,0.727768591,2.069994386,1.335231557,2.434230789,29.88799195,1.893202391,15.52236154,19.59401089,2.313815434,6.617474043,1.027369064,1.717869988,4.885127359,7.433098429,4.312169964,0.385485314,5.427818075,4.524173522,0.515788024,13.35353033,2.92434437,11.64410377,0.373666188,2.614988356,2.965559712,4.315062581,1.520243348,3.881297034,3.122149849,0.8084387,20.38843833,1.576559448,7.535869028,4.065686702,2.425216501,10.04644149,1.149641945,0.729052813,1.575453597,1.528102586,9.878981373,2.648837801,0.0,2.73185307,7.346545958,1.441980804,2.059008662,0.0,4.623395576,1.567020066,10.93927714,1.826446392,7.786893093,4.773502753,6.409111473,1.792757542,2.516541736,0.630181439,3.350273808,3.336860602,3.919218564,0.200549954,6.392087695,1.95726941,2.94257743,3.259805321,3.968794221,0.709155583,0.710973931,2.63431093,0.097606249,21.58531702,0
RNA519_FPKM,3.199895286,6.070504414,3.59996992,0.0,0.834274323,8.856759736,0.0,3.001897787,1.522701776,3.708113949,10.50656855,3.404684073,1.434960094,0.882447644,3.793280986,1.65262258,0.782546299,7.16722281,3.090188899,10.97902161,1.123602573,1.571086692,1.779858622,1.211029863,0.428842541,1.802748269,18.16816445,1.702342036,0.204415596,1.715258421,0.426665675,0.0,0.476221745,1.880383401,19.39666742,0.594625203,2.46610674,1.797928087,3.488039933,3.405056066,1.453368381,1.656219469,0.0,4.480703447,0.836349632,1.434960094,1.232338306,1.286527623,2.436322842,1.330656539,1.031326847,3.820597184,0.49883168,2.849258917,1.532883976,1.204089863,3.139805939,3.159796348,3.239735513,0.416104644,4.602222752,0.0,1.108393029,13.19427653,0.726573735,3.592014446,4.26485267,2.077631889,0.54336441,0.988770264,0.19094275,7.527146691,1.598732713,5.643143544,0.0,7.603735403,0.791088358,1.440910938,3.563254411,2.75311179,0.0,0.431041734,0.0,0.0,10.17815997,0
RNA52_FPKM,8.429125976,5.221849371,3.85066309,0.0,6.68586178,13.20544558,0.0,19.20873168,6.924551828,9.030697493,84.83371258,0.0,8.864232156,0.0,0.0,0.0,25.32120106,8.581590787,6.450396949,0.0,0.0,3.660114731,23.14783657,0.0,0.0,7.559575176,15.33048419,6.980001212,0.0,20.09537212,0.0,0.0,0.0,9.251928766,49.92239846,0.0,1.532020093,3.239157918,29.94020356,7.081184722,0.0,0.0,0.0,21.65499518,0.0,42.18175203,9.922864213,2.078096029,40.52547714,0.0,0.0,4.984507187,14.68909733,24.73072221,32.75915936,6.284026713,7.202476987,3.926138107,20.93176094,0.0,0.0,0.0,3.580719311,8.834558304,0.0,8.97074859,0.0,22.67071692,0.0,9.435983329,1.281761718,0.0,4.427248061,3.09990553,0.0,11.49043353,0.0,0.0,7.656950493,6.761109712,12.98093362,2.088752931,0.0,3.858446071,117.489954,0
RNA521_FPKM,7.461836116,7.067323472,8.949285003,1.337403145,1.683458643,4.205297756,0.296805095,1.514501,3.482393791,3.824673266,4.675295594,14.8860493,4.550585371,1.483861133,1.745784332,0.476472225,2.526872032,7.742906461,7.482956301,15.98077649,0.755900677,3.038291847,4.256937956,2.11808416,4.47106444,3.334711903,10.60930599,3.435266534,0.687851225,4.944944286,2.869961417,0.0,3.363473567,20.86985512,24.38597328,0.533409157,6.635355897,3.728886782,15.21805034,2.65212695,0.814717157,2.367341592,1.298143714,15.17390039,2.109596878,11.03185169,4.808320042,1.298143714,4.609124004,2.685176931,1.213982476,2.730513313,5.871877577,2.874833339,2.405825454,0.648038632,3.08684893,4.250917017,7.62723449,2.379061105,27.20992901,0.178363945,0.869867241,16.68208153,1.140604019,12.20163539,2.510161034,23.88573379,0.731138414,0.931269635,1.156528036,18.00213219,4.916300629,7.79147783,0.0,5.252926297,5.188207591,4.038490433,4.088870659,1.634023015,0.867642517,5.218882344,3.62072173,0.0,15.45967498,0
RNA528_FPKM,4.858623808,7.734576268,3.078697866,1.497099458,2.159180338,4.134992517,0.913584315,1.294982804,0.315214544,2.303267877,5.187476205,3.084114684,2.758991957,0.456688788,1.446823397,0.977740517,1.944409877,6.295737986,3.838924589,3.167585281,1.628643449,2.236421201,4.913823474,0.501436392,1.553858801,8.63153265,8.474197868,2.423261454,0.0,4.312718152,1.545971193,0.226663016,2.711581513,4.28254537,14.34312653,0.410373651,1.914697013,0.775604674,3.009163145,2.783078674,1.003099781,4.929399947,0.0,4.15877464,1.515205597,6.579238113,2.807003737,2.441806822,3.310394838,2.295909436,0.667353101,1.483164921,0.51631581,1.053545332,0.264555009,0.0,4.000642897,2.180826256,0.558965795,0.646131253,0.250831695,0.0,1.338709121,2.402995282,0.0,2.789025424,3.311418445,3.910785061,2.062905763,6.347029709,0.791080964,3.030411195,1.418679489,3.074733838,0.0,7.446364916,1.842614302,1.989003566,8.679797268,3.856139457,0.0,0.446149815,0.0,0.0,5.6083712,0
RNA53_FPKM,2.082289423,2.629557797,2.46796486,1.357191121,0.939593853,1.564695549,0.993848616,1.690430013,1.829257598,4.454780269,0.242728412,1.597706004,2.154954683,0.331282872,0.449710597,2.481829831,1.175221362,5.381420609,1.740148542,2.432481731,0.843708384,2.359229426,0.742463378,0.545614298,0.0,3.214687281,4.946816569,1.597706004,0.15355082,4.415817176,2.082289423,0.657389449,1.609021202,6.776846941,6.761720051,0.595371577,2.160223521,3.487327988,1.927837186,5.786148501,2.364328625,1.243534722,0.482980004,2.784237668,3.767724605,2.616730686,4.626787913,0.160993335,2.286571998,0.4995466,1.839077233,1.434304253,0.0,1.528072328,0.767287382,0.0,0.906744068,1.581688901,0.405413622,1.562113543,1.454971461,0.0,0.832211699,9.447973434,0.727485731,3.371227945,1.601083817,4.112746578,0.816069661,0.742463378,0.430291276,3.453747555,2.572393498,2.23001368,0.479311801,3.703240321,1.633419432,0.721250139,2.360700267,2.796755114,0.807025411,0.485456824,2.020743923,0.466325521,11.339968,0
RNA535_FPKM,6.270074241,9.518494442,10.83314684,0.856810713,2.175139825,9.549729171,3.555763038,2.845978418,5.919063771,32.81363334,10.26776054,6.455890252,3.887385125,4.810787625,12.87169328,1.566943165,5.639182528,16.88539122,4.248151591,2.900954427,3.409300317,3.351432515,6.375273964,0.229589046,2.846080442,10.04152163,8.328753885,3.631425611,1.357254907,6.970092863,2.831633334,0.415142669,2.257546602,5.883275248,17.51437258,2.819176727,4.871014384,5.966115152,2.618052757,6.796707468,3.215168684,4.318134727,1.423040221,2.783236241,9.713488475,13.21703139,9.581592966,1.423040221,10.39444285,1.682055846,1.711140389,4.98057585,0.709442682,20.06733439,3.148924421,0.913322587,8.472912697,6.79070535,1.365094573,1.183575168,0.918586694,0.0,1.926552417,10.54042582,2.29658199,2.383896439,2.864155851,17.72897106,1.545789982,1.12509263,0.90549314,5.154209625,3.681374232,6.898979447,6.657782369,13.24934687,3.375089685,4.553794004,8.744153081,9.519881506,1.222926772,1.021582004,7.066074464,1.373969869,10.4281943,1
RNA58_FPKM,4.334742019,9.250885269,3.498408553,0.0,1.271341458,3.52869495,0.0,1.524852999,3.094000644,7.283688279,2.463300513,4.972212434,4.582061934,0.672480451,3.245355785,1.4391871,2.862293897,5.957667912,4.23826743,1.828574257,4.794831215,1.795714157,10.64907399,0.246047604,3.049841194,6.181280112,6.287912238,1.945735846,1.03886153,7.219982551,0.866988757,1.111906482,1.935374336,2.292396454,13.37211543,0.402728861,2.714131378,3.500933889,2.756237174,6.554761495,2.953029438,1.051655391,0.653609826,8.319589053,2.124239248,16.87056571,8.514446052,1.524819199,8.044344069,2.027877729,2.226492797,3.638966667,0.0,6.616439638,2.595575009,0.0,5.643746872,4.494403194,3.839971893,0.845528639,0.738371907,0.0,1.689155295,8.812482214,1.722562323,2.189532511,3.610757623,4.989301041,0.368010856,7.63515336,0.0,3.186358872,3.712757569,5.431418977,0.0,5.637206557,1.607499154,3.659760762,5.536755519,4.936093513,1.528718993,0.875880949,3.365258092,0.0,5.837509028,0
RNA6_FPKM,7.047897283,9.755393051,5.018933624,0.878155855,2.837251716,7.762324011,1.929317504,4.86148538,1.775531326,6.485649148,16.02024114,8.890991135,6.772857389,0.428659186,8.729835269,2.064803284,3.498105048,21.7370273,3.603120197,6.820586728,3.930855449,3.434906397,7.302376068,1.17677946,1.250118995,9.634199665,10.08770136,7.236674699,0.0,7.143277065,2.487546426,2.126783712,2.545011668,12.78984834,28.27118675,3.852497848,5.391493179,6.988028469,5.695890203,8.358814437,2.118357259,1.810517165,0.625059497,9.458292995,4.063331064,9.960007612,12.2149774,1.041689982,17.01507764,1.508342012,2.755794843,2.552241815,1.45414435,16.01804195,5.461332029,0.702072559,3.989757945,7.164126581,1.574025629,4.649708937,0.0,0.257741871,2.512994377,6.528990688,2.589017633,1.745053302,4.834724912,11.01208374,2.464250952,0.768770579,1.29923096,7.923417916,1.553428322,6.060489974,0.0,20.16848512,4.2277135,5.133652107,13.23870258,8.340320701,2.924328495,0.837762811,0.0,0.804747528,16.27055741,0
RNA60_FPKM,8.259688992,6.721962015,3.418509474,1.435659221,0.82815611,2.413730915,1.533015814,1.986849815,9.825731817,5.644829707,9.467576419,11.40753931,5.291644422,0.438103183,2.97306547,2.34385151,2.641672021,7.330925162,6.442370543,3.03763999,2.677348797,1.75466434,56.74167033,0.240388472,3.19301164,6.487684519,9.513809503,3.591336393,0.0,4.135795555,1.270721383,0.869132585,1.182009703,3.173552294,16.27601151,1.180811852,1.22411791,2.379813481,5.001799093,5.337571696,2.885672767,6.98785231,0.212792857,9.510058549,2.283367289,9.76905805,6.117512317,1.489997513,35.52397077,0.660506893,1.919724789,0.948144638,0.74282526,4.444890043,2.536204066,0.0,3.596725755,6.692326912,5.18181226,2.478535768,0.0,0.26313817,1.650541401,10.30917725,1.202447911,4.992315839,7.056516412,3.18781545,1.61852659,1.178033471,0.75851571,4.774234081,1.13382996,4.422828843,0.0,8.160714579,1.374303588,5.244970251,3.745617644,1.447006431,4.054750576,1.283754423,0.82203673,0.205455172,22.49060442,0
RNA62_FPKM,1.725019392,3.776071199,0.949275266,0.182760401,1.054037795,3.159674492,0.668977451,1.770072632,0.615695644,1.249344798,1.633893872,1.075385396,0.621659534,0.892031484,1.816249945,2.86382482,2.847825799,3.073432709,3.435930973,2.365107543,4.997717779,2.382059897,2.598835818,0.244909471,0.866999989,7.061092966,6.256027735,2.796215753,0.0,4.458549428,0.0,0.442439642,0.722040819,1.900726652,10.03656404,0.60113304,2.077322282,3.786144133,1.664938378,2.898476826,1.71396082,2.511137034,0.216794864,4.685301636,2.747525429,10.77548912,1.99313091,0.0,4.155658842,2.017523026,1.824261439,0.0,1.008498503,2.46857539,1.549424979,0.243505979,1.953039197,3.406981533,9.824084286,3.995708021,0.0,0.0,1.680530169,2.46973732,0.0,3.81231381,0.718528532,4.009354748,0.0,7.196623313,0.386129142,1.268061736,0.0,1.501103911,0.0,4.985435873,1.999117208,3.6411487,2.330518826,2.619240138,1.086386781,0.65353951,0.0,0.0,5.310100123,0
RNA63_FPKM,6.209698343,5.354579414,5.936721738,0.478335201,1.103850463,0.612699772,0.778337767,1.323963502,3.089171596,6.541750819,2.994072449,4.504667194,7.594875005,0.194542837,1.408772871,0.832996319,2.48508716,22.0313013,1.499116263,21.11478674,1.189443146,0.0,3.314531839,0.427392067,0.189083727,3.379010681,5.10706522,1.876958041,2.705910808,7.133006259,1.505313144,1.351491036,2.100278828,8.293047273,7.536175375,0.524589312,1.268881559,1.057207449,1.239235999,3.793909471,2.563986956,4.930466528,0.756496657,8.313556587,4.610765592,9.76472883,3.696102592,6.241380477,11.81946412,0.782445091,1.933084331,1.474353857,0.879960503,8.257737147,3.380332346,1.487027386,1.491300453,4.645433003,4.604013828,0.734026459,0.0,0.0,1.792349994,11.20725924,1.281993478,3.00999152,2.507928463,5.331461407,1.278218489,0.0,1.179483086,1.65989454,3.626336427,2.881805477,0.375455816,9.969982999,3.139980718,1.482778737,7.395495523,4.42835472,5.309344339,0.190053387,2.921798431,0.0,14.48043801,0
RNA64_FPKM,1.526716534,4.386237988,1.680241101,0.0,3.17191692,0.310705741,0.789404612,1.119026926,0.681146825,3.317355706,1.156781374,0.951881132,7.152580694,0.19745378,0.0,2.323420738,2.240321468,5.634552946,3.179094218,1.932097369,1.809508568,0.0,3.538574088,1.08355345,0.767252952,7.458918246,5.000998341,3.045702857,0.548933014,2.411480417,1.717655341,0.0,2.130050688,12.44804208,5.577446185,1.241449589,0.0,2.144478839,1.04014821,6.413027234,0.0,0.926091249,1.91813238,4.284841119,1.122250586,4.401602791,4.189630784,0.0,21.25013756,0.0,1.61452615,2.777043641,0.0,17.11421016,8.227801264,0.0,3.241094655,3.957507959,0.48310807,0.0,0.0,0.0,0.991526892,11.25704477,6.284069136,1.606640797,0.0,8.110642893,0.0,0.0,0.0,2.244501173,4.290884988,0.53138367,0.380712857,14.70762725,5.130757624,0.859323306,9.000588746,5.795201875,2.1154419,0.0,6.29695822,0.185295296,15.12665391,0
RNA66_FPKM,2.760667321,36.65876568,4.455985268,0.935599401,0.719748605,4.494498405,3.045055462,3.021342551,1.576405912,4.265367114,0.418320886,8.995186938,8.666094733,0.0,1.377951011,0.40728942,2.835673456,14.61473964,3.865577246,7.608348695,1.551115978,1.016480658,9.042723596,0.626878561,2.404692016,13.60819165,3.444714534,5.3237317,0.0,5.073712847,0.920280495,0.755361166,2.259615401,5.028789833,37.05278663,0.341969419,1.063701031,1.680283904,1.880714785,1.70073398,1.044929438,1.428860531,1.479891265,8.664090021,3.427096994,6.190067666,7.86780873,0.924975803,10.11492941,0.0,0.556120422,4.943987235,1.290960598,14.92370409,4.187516692,0.0,4.167312698,3.998216724,0.776425085,0.179534225,0.209025438,0.228807025,1.274983243,4.848215087,0.0,2.169169011,2.606126761,3.258932177,0.46880789,0.0,0.659224291,8.117015305,6.30543718,2.562234662,0.917950671,14.36046724,0.511827908,2.693255058,20.97595722,6.426920963,3.894518276,0.557761181,2.143290797,3.929281953,15.15386379,0
RNA67_FPKM,2.951339231,15.91907493,3.402670939,1.071673519,1.442714215,3.603612918,1.089875444,6.921316907,0.300866759,5.618588048,1.597265234,4.205457831,5.874751519,0.872046549,2.564707874,3.266369823,5.722634563,7.726258272,1.98481988,4.624162804,1.998642459,3.104920813,6.644448628,0.478612251,2.330774397,7.570752459,10.25883149,3.364319261,1.212477339,3.147935903,1.264792351,1.081360792,3.764606538,2.229656315,10.49600835,0.979345623,6.295174997,2.220713843,2.585041216,2.656333616,27.04707656,2.864107529,0.211953169,7.328526331,3.099055885,10.33142053,6.089144831,1.90686806,20.61366149,1.095626766,2.929938553,2.595635124,1.725263586,13.47406423,3.281890623,0.475869487,2.386718166,4.995771292,1.067083911,1.644570885,0.957492033,0.262099817,2.920672765,0.241393097,1.436104283,7.631160142,2.985183404,5.412692411,3.758941061,0.195495628,0.56628203,2.479244708,3.611157902,3.668548388,0.0,11.57508705,3.32233353,5.458056961,9.941940958,7.201453239,1.91174496,0.851922398,1.63646955,0.0,23.52177301,0
RNA69_FPKM,9.488139966,5.408311287,1.16020086,0.502463326,2.125740219,4.022710875,0.408758447,4.40411059,0.141138548,7.100832226,28.90587902,4.337586371,3.419201658,0.204484195,3.884841156,1.750078263,2.900576626,6.238457252,3.722243643,2.168073372,2.498881782,1.091801153,4.031403804,0.673329817,0.397288185,5.011162395,9.804535776,20.30828779,0.758038747,4.314230782,2.965043739,0.811338346,2.868244377,7.317754482,15.40497454,0.367304171,5.331632054,5.414243862,8.439005575,9.133148252,1.571179745,1.342855595,1.788102908,11.59622623,2.712235709,34.00180081,7.993656544,0.397288185,2.398485873,1.027394235,1.194547267,3.540158272,1.386619861,2.639996986,4.0242073,1.115708926,2.685579847,8.588404064,1.33410677,1.734990941,0.0,0.491283812,2.567532381,0.113239067,1.346659635,4.493181667,4.445685032,4.375263064,0.839186239,1.832576043,0.0,2.324830315,1.058104389,4.678318734,0.0,6.855123129,1.649261976,2.225270909,3.690227327,6.302574669,1.593421641,0.599090889,2.877406979,0.575481396,13.08165913,0
RNA7_FPKM,5.026138492,5.271496749,2.612072824,1.064635964,4.094816298,1.875263189,0.866173029,6.630435795,2.242237285,9.221922973,10.94863877,2.715623246,2.414905966,1.299358853,2.547912547,1.85421214,0.307344132,2.558427509,1.971822026,8.127523196,0.661839202,6.747490535,4.271187687,0.0,1.052478725,2.875794054,4.507693182,6.266719718,2.409030283,4.811110694,1.88472991,0.0,3.272394462,2.584239922,0.680021598,0.389254243,1.008732666,2.059100258,5.37399272,3.342701291,0.0,4.064559035,0.841867154,4.853672955,4.720743357,11.26999184,2.419775134,0.421030099,16.74151745,0.435471765,0.63277862,3.984895189,1.22424825,16.18275855,3.762051614,0.0,1.659814538,3.308769533,1.590114742,0.204168472,0.0,0.260202091,1.632051834,9.714359421,2.14001033,5.112970569,2.267803768,3.893866751,0.533465219,0.38833835,0.750027101,1.642038612,0.0,2.769835522,0.0,5.648680904,1.747255493,0.707222462,2.674990479,3.020668411,1.266127169,0.634686824,1.016186356,0.0,20.30561109,0
RNA72_FPKM,4.071117893,5.940743455,1.564585493,0.985597471,1.137227851,4.260835549,0.601343774,3.637089273,0.276752913,4.268390712,2.937686946,4.060811266,3.539641078,0.200378924,1.088605283,1.287367483,4.267104752,16.38134288,2.246437492,2.28970961,0.612598871,1.60610935,3.234893186,0.880504945,1.558853143,4.91456415,7.256993881,3.674057828,0.557450068,6.680569248,2.520177711,0.198813463,2.596616567,5.468015347,18.04607291,1.260960363,2.427750655,2.586903462,3.477835434,4.071547262,0.880504945,0.940590113,0.974182617,8.564733224,1.900094627,6.520280092,6.271752621,0.779426571,2.629081235,1.20924228,0.937224589,6.292647767,1.359949033,2.404237332,3.250134918,0.0,1.316962138,3.06281202,1.144854805,1.890688218,0.0,0.0,2.518060716,0.222045942,1.540770011,4.08024715,1.776284165,4.805994705,1.152256884,0.179633812,0.0,2.659936288,1.245388109,5.667777441,0.386753438,7.843427951,1.437812781,1.74591552,9.142805127,2.64899731,1.953549974,0.979178425,0.376274897,0.564315217,17.90168387,0
RNA74_FPKM,12.49742869,17.44418437,9.302283211,1.074263674,5.135160329,15.77633608,1.123867269,7.433520959,2.456375847,6.926425542,3.568177069,7.768442606,5.04748686,0.0,3.898706321,7.617302688,6.910288592,15.67392676,27.41676149,13.44733699,1.144902218,4.168303082,13.43283625,1.645163652,2.912813144,7.844119227,8.64485937,9.394493604,0.173574645,12.69129772,3.622483874,0.371764416,6.873438706,11.01563066,31.56409113,1.009890164,0.697887271,12.21172578,3.66066026,13.69421051,2.673562069,5.273123077,0.0,6.4278093,3.727855287,49.43126685,12.13788388,2.002470669,8.661647409,3.765853948,2.736248035,4.865609489,1.693981565,5.3564822,11.92985316,0.613457635,4.716538394,11.4466462,7.946092021,4.769285284,0.616993414,0.0,3.60737442,19.91505279,1.645163652,6.404264211,5.280471548,10.42371014,1.999409564,0.671613868,1.459750328,6.745671037,0.387928086,8.195319808,0.0,16.40102842,3.693969422,8.563416144,13.52498632,19.52487419,2.19004522,1.463773814,0.878756337,0.878756337,14.49541005,0
RNA75_FPKM,16.02138894,34.34589326,7.271088896,0.839708505,1.937788859,5.647068951,1.366393707,2.517841321,5.776651451,11.67541327,8.134564266,15.81610498,20.47531967,1.537170016,3.246058637,4.021506909,6.059305749,8.912259712,6.57936775,10.17252553,1.7400999,3.497014564,81.91963239,3.188263952,3.48620073,5.408547048,7.265035756,8.402311294,1.424967825,8.917143013,4.1292477,1.525160875,2.580907811,9.608588797,22.34765977,1.074363747,3.659467563,4.755999284,9.377000756,9.157866081,2.625534459,3.686507964,0.331968233,5.024230463,3.723189635,57.93377342,10.49611747,1.660197354,13.43964677,1.88882094,3.393535843,11.09254187,0.579220537,3.939282309,4.5493077,0.745939564,8.975993756,6.034718055,1.254093739,8.376184987,0.375018868,0.205254806,3.57565625,37.45673714,1.125257795,2.363947845,7.291848855,5.703334946,2.103720325,0.918739894,1.035295974,9.065278183,1.061044715,6.323632607,0.0,8.910126722,3.368603435,4.648353125,16.39074897,6.018585409,2.829482331,1.00119091,3.045465859,0.320521053,57.45028671,0
RNA78_FPKM,2.850540549,2.451191074,1.643256586,0.172576431,0.398104589,2.320481356,0.631717033,0.47748854,1.162580792,1.179765703,0.154323154,4.264834261,2.152265333,0.0,2.858197352,0.676079184,0.896291337,2.487537021,0.884758176,1.889569136,0.0,0.562346237,0.56631574,0.231262364,0.204714389,4.30139792,3.048810274,2.843323991,0.780711189,1.403231626,0.407198348,0.626781744,0.6818249,1.256278497,3.746530864,0.0,1.176793271,1.000991957,0.647327364,1.368325367,1.155966394,2.568632847,0.0,1.179677568,1.796001586,3.326188377,1.176305979,0.818551782,1.598602874,0.635050632,0.246067714,0.91156903,0.0,0.776930505,0.97529574,0.689639512,0.0,1.407409745,0.858930062,0.198633763,0.0,0.0,0.881583162,2.098815806,0.462352015,2.399814052,1.017565429,2.163318712,0.691535126,0.0,0.0,1.596379595,1.743871188,1.984298545,0.406167467,2.549792019,1.132490465,0.916777996,1.600360591,1.545627642,0.0,0.617138948,0.790325859,0.0,5.170481172,1
RNA86_FPKM,9.81256913,18.04189337,5.039582504,1.662933953,1.726892952,3.195132179,1.014782531,3.221682742,1.680856058,10.23388263,5.501747428,19.77100329,3.206011434,0.405913012,2.020204549,2.389062121,19.00666852,6.593289269,4.832590765,6.126142746,3.514611465,2.529171499,2.001190859,1.782741875,1.578090384,3.938652937,25.52917195,3.915048037,1.128852976,6.762997851,0.392519943,0.402741817,1.971495353,9.340879979,14.65733457,0.0,3.02478792,5.926679564,5.125090319,6.10001847,3.342397205,2.856679385,2.366919755,22.45753481,4.23158416,7.920831236,9.070052636,1.775351682,20.45120724,5.30449221,2.490445404,47.66734214,4.359399245,10.67155602,21.38713257,2.658545971,4.888209288,12.79020175,5.463817874,2.488017259,0.0,0.0,1.699481952,8.091808819,1.782741875,5.286915637,6.04843269,6.776542742,2.499594462,2.728969012,1.581676953,6.347271013,8.404586818,8.060080379,0.0,6.238638012,0.909722692,2.430017471,28.92362122,3.575625607,2.768504863,1.189637367,2.856679385,0.0,78.3793299,1
RNA87_FPKM,4.651253055,8.969198598,15.43839235,0.938438227,3.24819718,3.065112099,0.0,5.454147928,6.797974158,4.363277223,4.363398999,4.19772889,6.598154614,0.916219023,2.072802109,1.470702921,4.712760893,6.990293002,4.491651235,4.671676984,1.866735015,2.44681856,3.080055209,0.754423977,0.667819184,6.083022733,7.047806117,2.430238015,2.972576973,20.60841854,1.107547654,1.363464167,0.247292714,4.880700563,16.78226248,0.411534887,4.054041349,6.377880469,3.621460712,4.46562649,2.01198529,1.719603192,1.335638367,7.700102042,8.466174844,13.83504821,8.189260174,1.113198408,4.110448332,0.921053952,1.070795852,2.727113681,3.107532177,4.648639302,1.856731209,1.750328275,2.006203723,4.811749453,2.429196591,1.295965941,0.0,0.0,1.534415156,10.78163809,0.754423977,4.288851195,1.476023035,11.17800196,1.69278712,3.080055209,0.991758581,3.039127204,0.711372609,4.008776465,0.0,8.108082697,2.053293383,1.246782216,6.52879533,4.203609155,1.785572623,0.0,0.429780276,0.0,11.41984067,0
RNA89_FPKM,4.01051205,5.852376843,3.643105422,0.647208255,0.746778755,3.731073471,0.789899838,0.895689995,0.681532363,5.753963564,1.157630657,3.619325812,4.588033137,1.579968351,12.15336542,0.845370333,3.502967572,2.722035741,1.93644822,3.866894133,0.402427945,2.637107144,2.655722018,0.0,2.303366786,3.025956722,12.15336542,4.000358854,0.0,4.606827252,1.145837284,0.0,3.836769604,2.525015341,13.22971155,0.53245773,0.919818739,2.682509308,1.257663069,12.51395061,1.951648321,1.111970173,0.0,4.979337023,3.556302726,4.588033137,3.530415304,0.767734282,0.81786212,0.595678304,1.731107143,4.916436177,0.669917144,2.368459578,2.28696574,0.431255162,0.432494401,19.8009529,3.544744697,0.186272341,0.0,0.0,0.49618039,13.12392742,0.867296364,0.964657885,0.636261815,2.367253554,1.621577001,1.239326861,0.0,0.374398138,0.817803909,0.797632315,0.571549563,2.391622997,1.770380538,2.149747796,2.439336174,1.594731704,4.618515499,1.157589462,0.0,3.891974748,8.376759937,0
