,TRAV9-2,TRAV13-1,TRGV3,TRGV1,TRAV25,TRAV17,TRBV25-1,TRAV41,TRGV5,TRAV12-1,TRDV2,TRAV4,TRAV13-2,TRBV24-1,TRBV15,TRAV36DV7,TRAV26-1,TRBV27,TRBV5-4,TRAV19,TRBV13,TRBV18,TRAV14DV4,TRBV7-4,TRBV7-6,TRBV4-1,TRBV2,TRAV38-2DV8,TRBV12-5,TRAV21,TRBV7-2,TRBV5-6,TRAV38-1,TRBV30,TRBV28,TRBV6-2,TRAV23DV6,TRAV8-6,TRGV9,TRAV8-4,TRBV7-9,TRAV20,TRBV11-3,TRGV2,TRBV29-1,TRBV6-5,TRAV8-3,TRAV1-1,TRBV19,TRAV10,TRBV5-1,TRAV5,TRAV30,TRBV20-1,TRAV16,TRAV34,TRAV2,TRAV12-3,TRDV1,TRAV6,TRBV16,TRAV40,TRBV4-2,TRGV4,TRBV23-1,TRGV8,TRAV8-1,TRAV12-2,TRAV22,TRDV3,TRAV18,TRAV1-2,TRBV10-3,TRAV8-2,TRBV10-2,TRBV12-3,TRAV27,TRBV5-5,TRBV6-1,TRAV3,TRBV3-1,TRBV9,TRBV12-4,TRBV14,TRGV10,Diagnosis
RNA185_FPKM,3.776156643,6.525362018,4.520373305,1.852310987,0.388635923,0.485393421,0.616615264,2.796531987,1.418504476,3.915251295,5.420969698,3.171836207,3.055793419,0.0,1.673882024,0.439944598,4.37454437,27.51759611,2.73493698,10.39570453,0.837541589,4.390816578,2.210905289,1.579492954,1.597944371,5.03825602,5.20786235,1.585808085,0.571606851,4.793991486,0.795026787,0.0,0.887367009,3.153233957,16.77931131,0.923468615,3.063264797,5.164375012,3.745948132,4.340916359,0.677032898,1.349960727,0.599312285,6.621333875,1.168808038,4.965584811,2.985175619,1.597944371,1.13477209,1.033115284,0.840619716,0.889887938,1.161871492,1.137677557,9.520196952,2.243594472,3.150158117,7.457454937,0.838438314,0.775347906,0.0,0.247035137,1.54880073,6.942563774,0.902710531,3.680874398,5.463130533,3.871121839,0.337543701,0.737036598,0.177977588,0.389602679,0.851197158,3.458621261,1.585808085,4.403323611,2.395164438,1.342459518,4.100596209,3.771829738,0.200281684,0.602385681,0.964410573,0.0,13.91721524,1
RNA2_FPKM,9.536948531,6.218247511,9.974787776,0.343906338,3.570903028,7.433143128,0.0,2.855391759,1.303430133,10.34625464,1.383641218,4.857560023,4.874758308,0.62947807,2.658529752,3.368659482,2.382043711,10.53566812,1.469660264,8.217285693,0.641259745,2.054695983,10.91051201,0.460854315,1.835442433,3.215128085,3.608048972,1.416870985,0.194439652,5.826970573,1.420467105,0.0,0.226387244,6.259834654,12.95846786,0.754322865,2.932133926,3.135151091,1.151960177,2.557020844,1.843166387,2.363082835,0.611814144,5.878481033,2.187586768,23.39922206,6.330109542,3.263156818,6.807169785,2.742285827,2.329737143,4.996647051,0.949059035,10.45311067,1.701106502,0.916426632,4.135269886,4.408069579,2.396661725,1.187282894,0.0,0.0,2.108596991,7.553117134,8.985530216,5.978944637,4.225477603,5.210075958,0.172229951,0.188034582,0.0,6.761769634,3.25881189,4.661183114,0.404851765,9.187182693,1.128617151,1.827367818,4.585589806,4.775337666,2.044744716,0.0,0.787765751,0.0,11.24259498,0
RNA201_FPKM,2.476729511,9.216300106,10.90314444,0.279739405,1.129972325,1.344073148,2.902831742,1.742637838,1.296386118,23.34352613,0.0,5.764462982,31.57586216,0.512211435,2.008913548,1.279154064,1.574958294,32.78004443,1.793807771,3.064690094,1.391584439,3.191907805,6.122810019,1.124798598,8.629778389,17.44125633,19.93391385,5.105662247,0.316493488,3.603666814,0.825634577,0.338746936,0.552840104,6.694783031,9.829929473,0.920530928,2.545000392,8.465380236,3.524619512,9.432363089,20.99788899,2.083134492,0.0,4.185593525,1.780112281,10.78970314,4.769392466,2.655370307,8.249865499,1.029828796,0.598627475,3.511527606,0.965281969,15.43690349,2.372884104,0.559176381,1.495553391,2.608784863,0.417885561,1.288248961,0.0,0.0,1.286871019,15.4128879,1.499863344,7.08946162,1.65048387,1.900567649,0.420587407,0.153114667,0.443528538,6.634995003,2.298240771,5.517043884,0.988114212,4.294646204,0.612297153,2.974014744,6.327155032,5.139244685,1.830192166,2.335276138,0.801231585,0.480671322,18.80514736,1
RNA205_FPKM,3.572315153,7.819610233,1.850195361,0.178069938,5.957933198,2.566038165,0.0,0.985744298,2.999818357,5.113830159,7.005787597,4.401777859,5.048566679,0.869317806,2.556668479,0.465182702,0.925027528,9.84118669,4.413689483,1.950219245,1.328181237,5.416459247,4.091064128,0.0,2.112117007,9.322800291,8.653229336,1.676822341,0.0,2.896661541,2.311554283,0.646894695,0.234568048,3.704473676,10.91797882,0.585866894,2.226778454,2.066238771,2.767777612,4.589849714,1.670150731,1.83533829,1.056154605,4.718110516,2.471529623,18.78038137,5.341656232,2.745809769,8.099564161,0.436952617,0.380993195,1.411192564,0.24570481,14.23353895,2.264885549,0.0,3.330919398,4.150124645,1.063682618,2.049380858,0.0,0.0,2.547604287,4.934014517,0.47724796,0.884642318,1.400306183,11.90766131,0.535361127,0.194829461,1.317141599,5.972753927,2.699877469,5.119897888,6.078600199,10.93144112,1.948117333,1.419256522,5.368178343,3.509643112,1.270434226,2.122948376,2.651126674,0.203947096,11.96652178,0
RNA209_FPKM,5.937753774,9.386782356,2.420313457,0.186392421,2.364997978,3.938405723,1.819297952,1.547271817,1.7266199,6.370970692,4.332312521,14.91641981,5.494640271,1.137036364,2.263881674,2.433981662,2.097652024,22.38933247,2.867003661,4.081773811,1.390062381,4.858722715,7.543286344,1.997557694,4.641815451,3.949001382,10.49645679,2.193664485,0.843343409,4.547084523,2.419020774,0.902640993,0.736378655,5.039826647,4.522655782,0.204416217,2.118575725,4.015690751,2.147423646,2.032183763,17.97845592,1.707272216,0.884219748,4.141181087,3.233105289,5.91724805,6.860630461,3.315582465,11.30167428,2.057585741,1.063117362,4.184595214,0.771340253,20.56011311,3.687039058,0.496473322,6.473570434,3.040190101,3.339721609,0.857955795,0.0,0.0,2.285201453,4.156044066,1.997557694,1.666292726,8.792952735,2.141784685,0.373424977,0.611627448,0.787759412,3.664123173,10.12440225,2.14317288,0.438656175,9.321399762,3.058137238,2.723126243,6.266194953,3.338957959,0.664812443,1.110797063,4.481752849,0.0,9.815406939,0
RNA213_FPKM,4.579847426,10.24269777,3.798536605,0.506138218,0.778674181,4.862850934,2.6770227,1.867891041,1.2790993,7.384117175,0.60347249,2.979363281,11.67260553,0.823636995,10.24954804,3.305754202,3.214168458,28.98990588,4.326507081,7.559889396,1.25857899,5.865887476,3.692013211,0.452169589,2.802033348,11.77885027,10.62223889,2.780752082,0.0,7.090811708,1.991152887,0.817202331,0.666725981,6.494087155,16.38081529,3.145639961,3.836444046,6.293169961,0.994817557,1.672738246,1.356508768,2.5121814,0.0,3.028597497,2.732331026,11.28991566,7.592525699,2.601902165,11.37033054,3.10514115,1.203242695,4.234813043,1.396761253,9.878221439,4.053955451,1.123945899,3.156313426,13.56736756,5.376016787,1.359306847,0.678254384,0.247480832,3.103742346,12.88586297,2.487155046,4.861471001,6.800555292,4.407556704,1.690763443,1.476732682,0.17829869,2.732331026,0.852732867,3.88112545,1.191667196,15.15396341,2.030688944,2.914130424,8.021602626,4.837379267,1.404501192,0.804629987,0.579690323,0.966150539,12.25863761,0
RNA219_FPKM,1.44911503,4.304791713,0.911334911,0.175407472,1.214359423,2.359302983,0.642239957,2.184762711,1.182093834,6.717074375,3.921368969,5.368800857,1.591501943,1.4985599,3.099837513,1.145568463,1.367002367,5.690544736,4.498040876,2.445187674,0.0,3.43028164,3.262578982,0.470112245,0.832290557,6.560145406,6.005935181,0.619477022,0.396907419,8.084908099,1.44911503,0.424814972,2.07954751,1.824708603,20.16685179,0.577107131,2.592513861,3.634780506,1.316314287,3.478229192,1.880448981,0.602693162,0.624217918,1.499346959,1.014483514,8.156279999,2.87030409,1.872653753,3.694043232,1.076048477,1.000791099,0.695151772,0.726093245,2.172419419,1.735414352,0.467418192,1.640664718,4.292867082,0.69862505,1.211353582,0.0,0.0,1.792625814,2.726719353,0.235056123,1.568547588,5.345663237,5.132146714,0.703142022,3.646411804,1.297616641,1.014483514,1.108212969,3.026243756,0.825969363,7.577949575,0.959582054,3.728661694,5.898677711,4.557552528,0.834419177,1.045698392,0.602693162,0.803590882,6.850007322,0
RNA23_FPKM,3.244726295,4.66084809,7.737191846,2.061971226,1.784339186,2.971440877,0.0,4.042558846,8.684933155,7.520130355,0.307221584,5.86611745,3.507749718,0.419305049,1.897782195,5.162234912,3.124590898,9.290797295,3.671894949,1.026468445,0.213576502,9.894274844,1.879920715,0.230194847,1.630640511,2.570553942,8.161005532,4.24786155,0.0,3.028263068,4.055907869,1.664612188,3.395310336,3.396308923,20.41429954,0.376781188,2.930426769,3.275856736,5.89474195,4.599917204,1.381443124,0.393485773,0.611550837,6.60944587,2.385115971,9.354308491,8.201091639,2.242191348,10.71133142,0.0,0.980385092,3.177760921,0.0,5.997498084,28.414706,2.060426052,2.295880184,2.403049174,7.185889989,0.791102822,0.460389694,0.0,0.87798495,21.02053331,0.460389694,12.80475994,10.64230662,4.488788433,0.688805043,2.631933751,1.271212428,1.788777841,1.519927903,4.37626627,0.404443605,7.22818453,1.12790768,2.739476058,6.575366416,3.848768502,0.0,0.20481439,3.345565942,0.0,16.38597979,1
RNA246_FPKM,2.506602935,3.723166211,1.444988061,0.303430778,2.625680428,2.769297182,0.0,1.679510778,0.0,2.074738038,2.034902332,5.536319192,2.580851738,0.740657804,2.178275298,3.368664394,1.970482705,4.010291482,2.723226374,3.021172359,0.377260192,1.483325414,1.493795946,0.0,2.159454706,5.673722319,3.183705073,3.571867068,0.0,6.169966253,0.537164892,0.0,4.596217659,3.787499977,14.14739217,2.828406897,2.06969742,2.389197568,1.301091491,3.459413291,0.813229463,1.737465352,1.259779569,3.371521694,0.877458406,13.07632614,4.551269219,2.879328746,1.533525806,1.302991006,1.081918609,4.208622579,1.046701126,1.36638165,2.358536744,0.0,5.270424716,4.066327904,0.604262577,1.047737464,0.203307366,0.22254781,1.240254113,0.205080395,0.609922097,4.371262327,2.833699442,5.072794914,1.976409269,0.165994484,0.801677908,2.983195334,3.833933402,5.234637225,0.357203321,6.209252714,1.327801462,2.21702454,4.3979056,3.941716318,0.72171515,0.904457127,2.084990751,0.0,6.889034993,1
RNA253_FPKM,3.294083485,5.407551944,1.963741258,0.697687964,1.207641873,2.178779041,2.128883407,0.965550307,2.498104998,4.294232426,1.715912085,4.31235155,2.374047195,1.277374475,1.541411987,0.45577183,2.718880866,7.964684293,2.683895266,2.952792203,0.216804989,1.895104155,1.52690458,0.233674541,1.448379441,6.089083761,1.348609836,1.642872017,0.986848197,3.783874324,1.235227601,0.0,1.608398699,4.899459815,12.70203723,0.0,1.586636789,2.313491788,1.075293161,16.6035055,0.934942084,2.996796028,0.827614549,5.218737102,1.815968936,7.913628275,4.519673697,1.034680125,3.820604115,0.856002383,0.746441219,2.30427437,0.722076669,6.284874446,6.90342931,1.394497636,2.797009626,4.065899239,0.521070316,1.405358269,0.0,0.0,1.247834595,6.366572259,1.168860545,0.866655148,3.258369409,1.640493286,0.0,0.572564323,0.368760845,1.815968936,2.644998233,4.012770747,0.0,4.759703422,3.435385941,3.012940159,1.61829039,2.344314426,1.244705051,1.039986177,1.598360706,0.0,11.08981634,1
RNA26_FPKM,2.609425887,6.425711248,3.031372159,0.0,1.488171339,1.947185227,0.0,1.019954166,0.9312625,4.031818822,1.647618269,2.3859181,0.835864878,1.124358923,0.610518883,0.0,0.638183612,2.213854004,3.149858455,2.201528479,2.061725534,1.801601284,2.822273175,0.246905331,1.092808035,1.837558176,5.90168254,0.0,0.0,4.246339794,0.869808629,0.0,0.0,5.941746419,0.941496154,0.202066391,1.466339975,0.91632246,1.728337319,1.826783581,0.0,0.0,0.655684821,2.519886764,1.278748507,9.612446094,1.758747947,0.0,8.070941664,0.0,0.919835966,0.73019446,1.271159495,7.05324237,1.041655319,0.0,1.969566666,1.932544736,2.568449892,0.212069678,0.0,0.0,3.389386153,5.852876524,1.728337319,1.098412179,0.0,4.043144156,0.923234375,0.0,0.973592613,1.278748507,1.39689375,2.573311925,0.0,6.703268457,0.403181882,1.223945,3.632155984,2.80634788,0.876482353,0.439364872,1.899224999,0.0,7.362794138,0
RNA277_FPKM,7.644145534,36.16313772,3.799324253,0.208870302,2.651813665,7.627835499,0.765031957,7.518055906,3.168043384,6.857983233,42.59852748,6.395105783,25.1180815,1.019952404,8.538593091,0.272822164,2.170960144,19.58164664,5.536384817,5.825088148,1.298734107,6.582805736,2.971843276,0.560093617,1.734895513,26.30719505,15.69249651,2.951406575,0.472877093,6.51483851,1.726088937,0.0,2.201710287,6.08571849,26.42399553,0.916513834,1.900253622,3.809914107,6.327661357,3.521610358,3.639865684,8.136134276,0.743564223,10.536966,5.558680619,3.79148919,5.413151432,3.965588183,5.456147356,3.588807605,1.341152648,11.59225638,1.153121263,1.176093356,10.63075956,0.556883912,4.187594174,5.11337625,10.81805239,0.721478157,0.0,0.306387035,2.135288388,4.3776066,0.560093617,7.058270333,1.848692445,23.14250205,1.256367136,16.68768844,1.103923991,8.458694543,0.792057542,7.380916851,1.229687484,11.16455723,2.286014628,3.330873135,13.32545546,3.931092724,0.49706518,1.743792413,0.717924078,0.0,20.49348202,0
RNA288_FPKM,8.64671543,14.29990998,6.344145027,0.651295256,4.508535885,5.787399361,1.589547734,5.40755941,3.428679909,10.2426389,10.62790622,8.624825011,7.016567412,0.794887911,5.394714851,5.103763938,8.881770672,12.51990232,4.035815449,17.99441279,1.012148776,4.245186827,5.700135644,0.0,1.351852905,10.351316,8.092175485,5.941433672,2.210389248,9.932378657,0.576550625,0.591564964,7.506284971,8.468149038,19.13436141,0.357034661,4.072267153,3.778595822,3.447115979,6.133886224,1.96367705,2.424042682,1.158762731,8.628184928,0.753363916,27.69725552,8.43634205,2.317525462,18.51509191,1.79787846,1.741765225,13.76477897,2.69575662,20.71373722,7.593726135,1.952423887,2.610545922,17.83553171,1.78325189,0.562279569,0.0,0.0,3.660565419,14.0847638,3.054330482,3.558883046,2.240703334,11.05818775,4.568517793,0.356194579,2.236730293,6.026262807,10.6976419,7.891622891,1.341585667,10.18045541,2.850170059,3.244659791,17.93533292,4.95959007,0.968142308,0.776544344,1.678315115,0.559509719,18.77856669,0
RNA29_FPKM,15.87695625,3.679625199,6.715291726,0.633053798,1.826116724,3.193063189,0.0,2.847329023,1.199877782,10.17331367,29.43776084,2.049411503,2.51291477,1.931561784,2.272452617,5.788396273,4.933722728,10.64924854,3.111592929,3.939810624,0.590314203,5.502427778,6.233903777,2.544985728,0.18773598,10.06245755,7.167153504,2.23572164,0.358114375,10.72800047,0.0,0.0,1.459341439,10.536911,8.289482486,1.388537811,3.238789906,2.361256812,8.992510463,17.73174805,2.757067872,0.36252465,0.18773598,5.411358678,0.732263721,22.97579852,10.14347991,1.501887836,18.93183415,1.165052833,0.677231632,2.92697459,2.838879975,24.05623468,11.18451113,0.0,3.595036114,5.349026509,6.303595548,2.914554613,0.0,0.0,0.808708835,6.952894942,6.150609733,1.886987281,0.0,9.592009422,0.0,1.558429496,0.0,2.379857094,1.599837043,3.380713896,1.11786082,10.61622664,5.541268445,2.733435862,9.726886964,4.395850839,2.446809595,0.0,2.900197201,0.0,18.54232402,0
RNA295_FPKM,3.398728177,9.113320458,1.994955949,0.287965115,2.326023736,3.043393968,1.581620896,1.992615753,1.69816588,7.877052363,6.566729122,5.76325688,5.715628778,1.230167409,7.792863099,1.880671048,2.618287213,6.401321906,5.538580529,5.448167076,1.432125975,5.788111163,7.246845033,0.0,2.220421221,10.41124109,9.701230491,3.898696525,0.977399844,4.294468456,1.699286531,0.697415514,3.224398516,5.092810889,36.60441365,0.315810799,6.711782726,2.864360889,1.08052681,2.426892699,12.54203663,2.803479498,0.854056133,8.246306044,1.332375907,6.858784346,7.068593097,1.878829949,7.884215053,2.120009992,1.43771099,3.613967201,1.192021768,13.13151801,3.663207061,0.767356898,3.655507054,7.551347889,4.444540132,3.646046238,0.771779704,0.0,1.765898433,3.795371157,2.5083721,2.432078368,1.557085286,16.70111427,2.164458831,3.150820945,0.456559604,3.497562769,3.638855711,4.850033807,2.542554171,9.494848231,2.048012044,3.825996862,7.346646784,4.902300626,1.198705327,1.545121953,2.803479498,0.329812263,4.707793449,0
RNA3_FPKM,4.794368128,8.395592091,5.628329894,0.406325998,1.171824468,8.781644747,0.74357919,0.843165689,7.870793732,5.000435781,11.80634058,18.41197268,3.455453127,0.0,4.93568321,3.449165463,9.673755268,12.69094107,1.736195811,3.033695464,26.26443076,1.544829088,4.666945499,0.0,1.927698072,31.90568293,7.403524816,6.216954678,0.0,5.782658417,0.958818442,0.983787672,0.267622647,2.112954186,13.23360471,0.445616955,2.07828784,3.03056714,5.44381206,5.236027927,1.633187479,2.093644647,1.204707298,6.597663985,3.054484838,4.376854263,13.84915343,2.409414595,1.882176297,0.49852662,1.593498951,4.56158344,0.0,3.201610139,5.741583716,0.0,4.885483234,5.207826144,4.044927286,3.272933137,0.0,3.575495616,0.830273552,12.90466073,14.15387376,4.036284279,2.196535551,0.636637464,1.221370809,4.000348625,0.858578332,5.16896177,1.796703396,4.005060461,0.717224485,14.08685241,2.666899083,3.777899964,6.830696961,2.729741391,3.623365171,0.484465613,2.093644647,0.232686686,22.13692125,0
RNA302_FPKM,2.284788895,7.918619067,1.396986849,0.322634166,1.489223451,2.169900231,0.393766108,0.669839529,1.223081056,2.647667132,2.741005155,2.65881446,2.195626402,0.196958517,1.960149959,1.26441619,0.558751907,5.233797755,1.103229873,2.409577959,0.802272123,4.031378405,1.23556672,0.0,1.339581265,9.452663825,3.563809681,2.65881446,0.182581983,2.624509693,0.57123371,0.586109588,1.062580648,1.678259369,14.63273285,1.415464742,2.017660471,2.005834058,1.34039597,2.399302573,0.648605423,1.478219337,0.765433097,2.206459745,1.306258348,7.684762532,2.859964867,1.148296336,2.989834715,2.177369743,0.805392417,0.639392278,0.0,1.816421157,1.596096826,0.0,0.862211994,2.632159678,1.445697522,1.671140453,0.0,0.0,1.319026485,8.723045788,0.648605423,1.602952858,0.317177351,2.865837738,0.323329498,0.352999734,0.17054817,3.172382571,2.650130488,2.915881206,0.0,6.969933653,1.23556672,2.572019499,2.2449048,3.179939812,0.575616578,0.19241332,2.586777615,0.184830529,4.395597292,0
RNA303_FPKM,4.010714608,9.823994831,1.82167976,0.161804313,1.493745718,2.332066204,1.974954161,1.343754503,0.0,3.098473638,4.051850142,2.857519095,3.303505023,0.0,0.893735171,0.211345522,2.662339042,6.999849091,1.383193999,7.41198958,2.414446593,3.692106438,4.249267229,0.867502886,0.575808717,6.052118191,5.71952042,4.191039395,1.830796923,6.142746572,1.909790699,0.0,1.705324431,4.376770881,49.40718186,0.177450485,2.575748257,4.426304995,1.648080467,2.406652543,0.867502886,0.741437196,0.0,1.659932033,0.0,6.056480737,2.648102715,3.263260342,9.405975907,0.595559412,1.038678727,2.77909668,0.223261144,13.30037463,2.058414984,0.0,1.946030258,3.394579097,0.966812661,1.490048327,0.0,0.0,1.488392373,2.187474636,0.867502886,0.64321261,2.704435632,5.241975485,1.459522694,1.41642241,0.34199548,2.620599595,2.044721564,2.127136128,0.0,5.703371861,1.593455364,3.224914408,1.688824264,4.92947227,1.539589576,1.350616714,1.482708188,0.0,9.112027699,1
RNA31_FPKM,4.010382308,4.389140637,2.322905708,0.715283124,0.412663341,3.436364642,0.0,1.485099972,3.76630545,0.978254861,0.479801529,18.31663954,1.217057538,0.0,1.382668523,0.0,1.393836845,11.81882416,1.987310733,1.068508759,0.667103731,2.914486834,0.978353228,0.0,1.697186013,5.573728173,3.358164615,2.736954529,0.0,3.15188641,1.266481195,0.0,0.235675549,3.720806458,13.25104875,0.196211012,2.643269043,0.444735821,2.252788492,1.773134847,7.18986842,2.662800588,0.0,4.738959925,1.241277589,3.448261715,1.219355196,5.091558039,1.205248038,1.535893003,0.637730248,0.708797714,1.480693147,1.610888419,1.769311392,0.0,2.150834443,6.669643279,1.424618666,1.646774547,12.22270403,0.0,1.09668921,6.2854479,0.719010938,1.421574609,1.406547393,3.9244808,0.537708611,0.0,0.0,2.896245044,0.0,0.293822131,1.263274913,3.253285658,0.391301944,1.425695973,3.318189112,2.563764613,0.850656401,0.213316587,0.0,0.0,8.933369044,1
RNA314_FPKM,4.80072063,16.02545,4.226854779,0.0,1.642840484,4.689712843,1.737702664,3.940561531,3.426601319,6.119714265,2.72815026,5.74638232,1.845301025,1.241065074,6.065436207,1.593975433,1.585070542,16.86236543,2.955434377,5.8729482,1.77022651,7.292065181,8.011132998,1.907967478,4.342769801,43.61148579,8.761185633,4.788566907,0.230193335,15.99252004,0.720120881,0.738874029,2.411282949,5.924291061,11.95198864,8.03002718,3.468552898,4.383135798,9.920908235,6.856318461,4.905953205,2.329537788,0.723794967,3.303263278,2.117370351,8.996241833,7.210965344,2.171384901,10.10859254,0.498992523,2.175825361,3.492954457,1.964583724,10.0757989,1.437221256,0.0,7.609649724,4.740561224,31.39020802,3.511480533,0.0,0.0,1.662798726,11.9594494,2.725626346,2.829121099,2.199367965,9.138867953,0.815381655,0.44498392,0.859857018,9.175271521,5.654083832,5.514141161,1.43659558,10.8680503,1.780172753,2.161638344,14.38693766,4.191159066,1.209324279,1.212425111,0.931864748,0.465808291,13.85388804,1
RNA319_FPKM,5.457177156,9.385630374,2.717015203,0.495350599,2.096093973,9.360888796,1.209324428,0.914267623,2.225765554,4.517107373,6.940701853,4.276899222,5.431480835,0.806283258,6.748919204,1.078576585,2.717015203,25.79546659,3.670163812,3.28868631,0.821374121,2.69122253,2.168247562,0.663798353,1.175389304,8.852674509,7.113666676,3.305008805,1.121052572,18.35808954,1.364294289,0.0,1.305248178,7.558896946,53.58499596,0.543250068,3.755052584,1.505750216,2.301520592,2.455955741,2.213102387,0.756635274,0.587597012,7.763743118,2.101308137,25.28492398,10.80922084,2.154912937,5.147273523,1.823458142,0.824435506,2.836035673,2.050714052,3.160964838,2.10057944,1.100209926,1.103371449,5.773842193,1.479851468,1.520572507,0.663798353,0.0,1.350134709,7.924673534,0.663798353,1.640911385,4.22107635,6.38493255,0.827528586,1.806933008,0.52349552,3.629445681,2.504090255,3.798812367,1.166462296,6.195846121,1.264781059,3.290980693,11.87283842,4.438849778,2.74952404,0.59061033,3.215464232,0.0,12.44859493,0
RNA32_FPKM,0.757067463,3.314779423,3.703607589,0.427648144,0.0,1.438199359,0.521932774,0.295917243,2.702183284,4.972213808,0.573624193,2.517400178,1.455269015,0.782899162,0.236171481,1.676012068,1.851718939,2.569439458,2.741921273,3.194015359,4.520194371,0.929448386,0.467897381,0.0,0.0,1.86618898,2.361931283,1.258815449,0.0,1.739534391,1.262010413,0.776782762,1.971922067,4.449300392,6.283301802,0.0,0.0,1.418033303,0.573125689,3.604589967,2.006018702,0.489794057,1.01480589,4.935525303,0.989561963,5.57834599,2.332893499,0.0,9.908115441,0.0,1.830246307,1.4125912,0.0,3.370888569,1.209130423,0.0,1.143114681,1.993776148,0.212908337,1.722991311,0.0,1.254901921,0.874294306,7.805016758,2.865628444,3.399643945,1.681853453,2.234546225,0.0,0.467897381,0.0,2.72112537,1.080988883,3.162510403,0.0,4.376481389,1.87180396,0.0,1.487930913,4.790114408,0.762876165,0.254944086,0.244897028,0.0,6.797739156,1
RNA328_FPKM,4.442873754,5.304445612,4.741497781,0.342168088,0.987210979,4.274347527,0.417606722,5.20979839,1.153094685,7.254794787,15.45461336,11.68346459,5.822136944,1.461822009,5.480870415,2.011623507,2.815185094,6.579287618,2.047764693,5.792917493,1.70189376,1.859093572,4.493177459,0.91726785,2.638658905,12.37256974,10.96192045,3.625823583,0.967995193,10.67082414,1.009761484,0.0,2.704816459,3.916090065,74.97751044,2.06425974,1.167237421,4.822268216,3.347798826,2.714482205,1.37579281,0.0,0.405888166,6.874489672,1.385458173,12.22637692,5.366704808,1.014913328,5.477507995,3.149176975,0.366162367,2.034482865,2.361104003,3.275172481,2.660322582,0.0,7.545225255,13.9593201,2.555756046,1.57551551,0.0,1.004075533,2.273306133,11.91207429,3.66885347,17.00164369,2.355145863,8.403870521,1.886306314,21.71732094,0.542586053,3.166895906,0.0,5.482576844,1.611413332,11.47805035,1.872216586,0.909405554,8.333856252,14.41111588,1.017509014,0.407969644,0.0,0.0,14.29738473,0
RNA331_FPKM,4.427922823,8.14149888,4.418391078,0.7503343,2.597495518,7.930130124,2.381021095,2.699907849,0.758543981,10.26236231,16.77515828,5.300017827,6.808273869,0.915762334,9.945578217,1.176169319,2.339197081,22.36006673,9.621101329,2.689826194,0.932902271,2.934927179,5.254420466,1.608828784,3.02637246,9.354432131,10.77433225,4.063428562,0.679243229,7.934639819,6.376201318,0.545203486,0.197764386,15.92400006,50.03807881,1.316659406,3.924338097,3.607434152,7.682355628,4.16622544,18.70303634,2.750066936,2.848283612,8.594881498,2.777430786,6.808273869,8.595130782,4.628603114,5.815414065,1.657188433,1.926608639,5.551021963,0.621240768,1.520761298,4.03004655,0.399849027,5.614826814,6.995970642,2.390850484,3.281894344,1.005491208,0.0,3.067464051,6.694483585,5.631007871,2.684078702,6.196489634,8.781841488,1.955105684,0.492607385,1.427441855,12.84594103,3.413447915,7.521023423,0.530020604,15.35597915,3.77659831,7.975406532,9.745435068,10.89132062,1.60632843,2.326074455,4.297048257,0.51566044,22.48920819,0
RNA334_FPKM,9.108692039,10.54405978,2.313390728,0.296876987,3.767535318,4.42044832,3.985083289,3.902618683,0.375066768,7.307593064,5.441531944,7.687856082,5.386551325,3.622936011,4.917905568,2.132467322,1.799246224,12.84003514,9.895528142,5.615759647,0.553574481,5.805097294,3.897328312,0.994480274,5.105737723,7.401092638,12.9506557,3.669183992,1.679244063,7.243678256,6.306044776,0.359499477,1.5640836,3.551175561,9.100904025,0.651168864,6.24344914,4.92086908,3.341389456,4.708925465,9.944601914,2.379791188,2.288791239,9.007545112,1.888453648,10.60483666,7.286163172,3.345101728,14.62823516,0.910513602,2.011165456,2.941062401,1.228705376,28.4082313,3.775959942,0.0,4.561423781,8.821468473,1.625606781,2.050042349,0.0,0.0,3.033711253,2.50778138,13.72350646,2.212081122,3.355973522,7.599366565,3.718434459,1.948746139,0.941076617,4.463712268,11.25257113,4.755509713,1.048287878,14.34303121,3.085364418,5.126892376,14.11287508,8.909458463,1.7651389,1.238801165,9.349412609,0.34001921,25.0719581,0
RNA335_FPKM,3.888558197,21.02937268,3.020966823,0.581522234,2.012728516,11.91750909,1.4192172,3.486936788,5.551227868,4.771350541,6.239458399,6.160477913,5.495483394,2.60202146,1.712499614,1.012587553,5.706290099,14.20585674,4.307392503,1.157862427,5.301444793,1.684491443,11.4512413,1.298698626,6.437642934,7.007049223,49.45143818,10.49573472,1.973551319,4.204135858,20.12958207,0.469376522,2.042386226,3.02427594,56.94749511,0.637754337,3.745946038,3.213012065,2.077809531,3.074666523,5.713949143,3.329683116,2.069208143,15.57311965,1.793438651,12.74941151,5.814487838,5.517808513,13.5514618,1.902275297,2.626420917,6.40098918,0.267558618,25.31382897,8.766070513,0.516448666,6.215462463,3.162350915,5.017604971,3.346166696,0.0,0.568582285,1.7827024,11.52769671,1.298698626,6.932731555,1.714861717,10.53154375,0.582775514,14.2079725,0.0,7.398284898,8.816625999,2.547736041,1.368915831,11.01783957,1.484444724,7.467512458,17.30594803,8.16163496,0.69158015,2.311017554,3.773625442,0.443942326,10.91373792,1
