,ENSG00000005513,ENSG00000006118,ENSG00000007062,ENSG00000018625,ENSG00000019582,ENSG00000020181,ENSG00000021300,ENSG00000034971,ENSG00000041982,ENSG00000047457,ENSG00000048545,ENSG00000054654,ENSG00000058668,ENSG00000059804,ENSG00000064300,ENSG00000070729,ENSG00000078674,ENSG00000079215,ENSG00000079819,ENSG00000080166,ENSG00000080644,ENSG00000080823,ENSG00000080824,ENSG00000081148,ENSG00000081479,ENSG00000083067,ENSG00000085552,ENSG00000087086,ENSG00000087274,ENSG00000089057,ENSG00000089280,ENSG00000092200,ENSG00000096384,ENSG00000099814,ENSG00000100285,ENSG00000100503,ENSG00000101265,ENSG00000104237,ENSG00000104419,ENSG00000104722,ENSG00000104852,ENSG00000105392,ENSG00000106078,ENSG00000106772,ENSG00000107165,ENSG00000107317,ENSG00000107736,ENSG00000109047,ENSG00000110092,ENSG00000111664,ENSG00000112041,ENSG00000112619,ENSG00000112706,ENSG00000112902,ENSG00000113070,ENSG00000113262,ENSG00000113319,ENSG00000113657,ENSG00000114349,ENSG00000115306,ENSG00000115380,ENSG00000115461,ENSG00000116133,ENSG00000116560,ENSG00000118271,ENSG00000118785,ENSG00000120500,ENSG00000120549,ENSG00000120738,ENSG00000120885,ENSG00000121769,ENSG00000122641,ENSG00000123384,ENSG00000123416,ENSG00000124942,ENSG00000125462,ENSG00000125730,ENSG00000127603,ENSG00000127663,ENSG00000127914,ENSG00000128578,ENSG00000129244,ENSG00000130561,ENSG00000130723,ENSG00000131016,ENSG00000131095,ENSG00000131389,ENSG00000131480,ENSG00000131711,ENSG00000132386,ENSG00000132470,ENSG00000132475,ENSG00000132915,ENSG00000133256,ENSG00000135094,ENSG00000135406,ENSG00000135931,ENSG00000136235,ENSG00000137497,ENSG00000137573,ENSG00000137766,ENSG00000137877,ENSG00000140443,ENSG00000140522,ENSG00000140545,ENSG00000142798,ENSG00000142949,ENSG00000143248,ENSG00000143878,ENSG00000144406,ENSG00000145555,ENSG00000145675,ENSG00000148400,ENSG00000148600,ENSG00000148604,ENSG00000149294,ENSG00000150275,ENSG00000151062,ENSG00000151914,ENSG00000154277,ENSG00000156194,ENSG00000157890,ENSG00000159399,ENSG00000160111,ENSG00000162998,ENSG00000163629,ENSG00000163914,ENSG00000164236,ENSG00000164318,ENSG00000164742,ENSG00000165238,ENSG00000166963,ENSG00000166987,ENSG00000167615,ENSG00000167978,ENSG00000167986,ENSG00000167996,ENSG00000168066,ENSG00000168263,ENSG00000169710,ENSG00000169762,ENSG00000170345,ENSG00000171603,ENSG00000172493,ENSG00000173706,ENSG00000175899,ENSG00000176406,ENSG00000177359,ENSG00000179270,ENSG00000179604,ENSG00000181222,ENSG00000182253,ENSG00000182985,ENSG00000183638,ENSG00000183914,ENSG00000185567,ENSG00000185664,ENSG00000187033,ENSG00000187775,ENSG00000188770,ENSG00000189223,ENSG00000196576,ENSG00000197406,ENSG00000198408,ENSG00000198691,ENSG00000198712,ENSG00000198727,ENSG00000198744,ENSG00000198763,ENSG00000198786,ENSG00000198804,ENSG00000198840,ENSG00000198886,ENSG00000198888,ENSG00000198899,ENSG00000203485,ENSG00000204469,ENSG00000204525,ENSG00000204580,ENSG00000205581,ENSG00000212907,ENSG00000213626,ENSG00000229807,ENSG00000237412,ENSG00000244731,ENSG00000245532,ENSG00000248527,ENSG00000248905,ENSG00000249364,ENSG00000251562,ENSG00000253406,ENSG00000260037,ENSG00000260254,ENSG00000265203,ENSG00000274012,ENSG00000275023,ENSG00000275395,ENSG00000277586,ENSG00000278570,ENSG00000281508,Disese Group
sample_11,2699,4330,15755,1526,1015,911,19103,1,561,2695,18606,42790,5943,6732,2304,42193,11284,5191,35020,40,1039,8590,32773,32324,8332,2830,9503,3750,33294,13843,4743,11880,9680,9838,4785,5588,20980,48011,3693,6577,3056,30632,2471,8030,188,5559,4470,29592,274,6963,13568,52513,22381,1737,210,10159,6125,13515,64407,31704,385,4602,3728,5308,791,6294,4664,2540,2825,20704,495,132,11049,11182,4370,3561,505,49727,7448,18913,2408,15497,73405,16333,8695,11188,67862,132,83759,1085,1622,10568,155250,29364,19,515,9911,46,10301,3142,8218,26000,9037,4518,20438,363,5872,936,3665,11447,2214,8720,2449,37570,7624,11474,8110,17245,34737,3885,16626,1262,23269,133,7071,17455,201606,13258,3154,16738,19790,18631,2352,67302,25947,21145,16952,5247,13482,9907,3189,9111,22273,12733,8428,1120,25805,24818,10538,5705,11140,2418,23688,11913,8113,17476,18,5114,3443,3,316,2917,12,9988,82459,14976,28466,1856,7534,27707,119032,1079,38193,17930,17774,1308,7780,597,2292,11595,8902,3302,56060,1296,100,42333,2168,18172,318,636627,1210,2690,12918,125508,690582,15659,371,21319,10815,114694,0
sample_12,1562,6698,31944,4091,4886,1486,26154,2,1346,18927,25964,59266,9058,4736,7411,48842,13405,13812,36979,48,2846,9328,64152,96950,11533,4472,13007,7846,41009,19613,6231,12170,13446,6857,2178,6739,26093,68337,9566,2769,5563,43547,4036,6291,824,2659,4418,45798,464,19226,17062,75688,46545,3752,91,9374,8549,23448,97820,25493,1903,2599,2430,10370,1358,6904,8223,3120,213,37047,385,249,15995,16660,7695,3204,4648,62381,6324,26169,3434,28633,147887,21667,8798,28781,41209,158,98236,2967,2618,11867,125125,27497,2,335,10182,165,11660,7799,10176,27632,13525,5935,32271,748,6714,1128,1721,11964,2752,5480,2643,54781,3995,16554,15196,20153,39931,3032,32412,2808,8334,141,10196,28790,347281,26973,4072,30635,14632,11885,2558,51699,25057,33979,22286,7972,28066,6951,2164,3464,31569,15712,16471,11945,40809,33419,8904,6586,11857,5484,25954,21028,4545,6029,125,8104,1045,1,625,4349,56,12630,107053,11806,30861,3,9224,32363,106285,1627,38338,21498,15974,1594,10422,4270,3449,15888,7346,7547,53,77,776,14785,2106,23440,520,646954,1137,6743,8284,232256,723014,18556,4947,8470,23709,110545,0
sample_13,1381,4538,22570,3470,616,967,20305,0,887,7130,17378,45418,7238,12840,3234,40542,12190,5850,32018,24,2697,6408,32896,35589,10273,1842,7595,4125,25464,13211,5315,8800,8716,5474,1625,3267,23105,48802,10394,2502,2498,29238,2806,3315,290,5238,6515,31152,208,15593,10108,48007,24091,2114,1822,5879,6620,12189,64292,36068,669,10628,1553,4459,1125,5814,3385,1636,3481,20314,181,2127,10985,10515,3936,1860,434,43194,10607,18486,1457,18055,90923,16246,23058,11904,69064,126,68718,1835,2223,16326,117347,30334,2475,157,10222,91,9774,3901,4960,19234,9370,5218,16509,278,3984,497,1050,10676,1294,3755,2075,30505,4742,9286,11586,15264,24557,1820,10505,1149,40732,83,6384,17684,174602,15657,3642,24200,22628,7829,2466,55536,21184,18069,17681,4894,8908,5287,1630,5698,21403,13660,5541,4435,26859,26800,6748,2947,13394,3967,27579,13266,6644,6124,46,3688,4575,0,300,3233,29,9364,76453,8897,22157,5,6923,28947,80483,1159,37342,17743,15872,1815,5815,163,2346,16724,7614,2163,95,3583,301,58297,1953,17402,188,579050,1030,2324,4218,129157,544060,12259,225,6504,10773,77968,0
sample_14,1910,3218,19026,3780,1548,971,19162,0,2194,16146,13756,38386,7530,10625,3541,32233,12938,8035,29979,41,1582,5502,30590,50464,13898,3128,6675,5670,23599,14636,4457,9884,11323,3982,1807,4776,18055,37079,4637,2964,3241,21895,2406,5874,942,8953,5898,21613,415,16384,9686,39406,22087,2345,1615,7548,5770,13363,53058,26665,790,16393,1950,6769,2770,7635,5198,3093,4976,30682,186,2123,12779,12152,6436,3202,2289,46068,7877,18079,1910,14738,66006,15109,16554,29420,45320,75,79809,2554,3313,14848,98668,22446,438,247,9791,235,9189,4391,7665,16125,11198,5319,15320,314,6124,615,2173,12919,2148,6871,2102,30561,6387,13635,9406,14749,33210,3046,10715,1266,18951,121,11191,21372,146441,12798,4494,18388,16404,11716,2389,51772,21300,16384,18557,6038,10733,4699,1968,11560,20360,13925,6716,8088,28035,26847,6152,5776,10768,5471,26648,11924,5614,9293,52,3553,5820,1,426,3263,19,11340,66437,9440,23246,1,5289,23081,108562,819,28114,14577,10192,1749,6576,1426,3290,16433,5417,3549,52759,3030,697,79772,1229,17449,456,643664,1652,2301,5850,119787,523419,13840,605,11988,8735,131095,0
sample_15,535,3970,16359,2379,1185,638,12823,3,1685,4199,14525,42096,4963,1490,2715,28308,9390,4334,22828,22,967,4780,26549,36832,11913,3129,8978,3074,27727,11615,4833,11713,8971,8403,2700,4062,13333,32136,4085,4613,3607,18047,3407,5271,149,4290,4001,19951,199,7230,9254,37026,25037,2078,54,6636,5682,12067,49390,18288,859,1788,2474,6111,473,4731,4307,2305,149,20756,225,137,11333,11635,5308,2293,2073,46770,4158,16553,1801,13800,100218,11800,5755,15448,41452,100,63808,1032,1541,6492,82280,19168,2,220,6540,65,7847,2639,7076,20508,7125,4799,19147,374,4341,779,1197,10837,2249,3840,1443,32366,3464,10775,8375,13725,29440,3324,21943,1292,2963,134,5422,18808,138900,10594,3318,15401,10704,13685,2210,42987,18027,16159,12654,5178,10306,5670,1241,508,18401,10516,7824,4743,25469,21698,5478,4275,8902,3052,16994,7898,7236,11393,20,5111,2001,3,12,2376,7,7608,61292,8597,19857,2,7006,22710,68292,1043,27175,14078,11502,1255,6147,157,2282,10304,5929,2855,40804,42,349,22856,1580,17974,256,464497,1755,2246,4191,98871,374032,12119,534,13877,8768,96588,0
sample_16,1225,4287,19799,2042,977,860,18183,0,729,13353,13647,38821,8334,2156,4309,29656,11255,8738,27922,58,2280,5893,39303,54907,9747,3741,8335,4503,26506,16357,4828,9282,13909,6324,2906,6071,16060,34182,6455,4526,4223,26052,3520,7151,269,3373,5383,30033,176,15890,9864,46842,27614,3274,62,10963,6507,16224,57515,22126,1180,1884,2306,7667,948,5002,5704,3247,40,22222,197,111,12779,13308,5172,3460,1197,54223,6133,17677,3093,18318,54808,17172,6403,13253,28695,135,85977,1602,2383,9793,78801,19488,2,460,8388,122,9683,4916,9486,18993,10217,8235,20914,391,6189,627,1197,13010,2807,4675,2105,35368,4222,13212,9339,15612,36285,4232,18725,2178,8157,72,8688,23283,190647,16126,4874,17126,13529,16472,2363,42438,21211,22140,13857,5772,13835,5735,2873,193,18719,11397,10260,7164,27109,26223,7196,5604,11327,2982,17102,12953,5382,15281,45,3257,3685,1,664,3323,11,11870,71941,9753,23790,6,4814,17464,94619,725,23191,13082,11266,1335,7823,327,3573,11711,4604,5189,27,54,473,18453,1310,23198,836,616100,978,4077,5843,127616,469222,13511,741,17605,12758,81141,0
sample_17,1472,5350,17526,1809,1102,1073,16189,2,836,6868,19782,40204,6068,4008,3141,38601,9770,6142,29657,57,1864,7351,33092,32187,6942,3271,9029,3430,31995,16864,4803,11017,10848,11189,4067,4269,13268,38949,4384,6233,3254,36452,3232,6901,336,4417,5439,23727,352,10798,10376,46935,21378,2617,105,10584,5612,11443,60630,26914,257,4606,2822,5830,1320,5343,5298,2936,624,25388,344,90,11149,12630,3343,3410,912,46579,7831,13995,1905,15238,102913,15601,7836,7746,62895,160,71352,1352,2021,11635,128242,21487,5,430,9995,73,8722,4481,6466,19687,8605,7344,19641,456,4611,1001,1915,11115,2161,7144,2419,31417,7855,11668,10817,15101,30537,4397,25895,1741,20707,121,11488,22733,178098,13438,3220,19568,19744,16518,2334,50628,18249,19512,14262,4737,13694,6196,1715,5725,22427,12991,8545,5186,24381,31223,7966,7591,9618,2985,29599,16109,8986,13701,10,5184,4468,2,472,3011,9,9458,86884,7162,24364,4,5741,23891,96711,946,28503,15178,12150,2198,6386,811,2553,15411,5417,2406,44251,173,308,18802,1491,19445,360,550569,1645,3526,11344,110185,398791,13385,577,19673,12503,118795,0
sample_18,1073,5863,31615,5262,1768,2650,32386,2,439,24927,23270,48898,8973,13990,8040,50896,16955,14793,40513,110,4610,8146,37260,66778,14202,4077,9064,10673,27482,25140,5434,9938,15824,5016,1233,5766,36645,57702,15191,1921,3876,47942,3176,4469,140,12185,9536,52212,588,27934,16020,74487,35598,3072,369,5299,7254,17327,88526,54578,1696,45008,2261,6281,810,10162,6355,3276,347,36042,136,494,21823,18108,7989,5324,647,44697,16061,23064,1463,24143,66518,29182,46870,9661,72877,237,115241,1865,4901,16812,153197,38183,161,98,12953,199,14699,4015,9852,18527,20996,5196,20334,604,11272,274,1644,11932,3216,11532,3164,40763,9369,23909,17282,19217,38114,2484,14472,2519,53519,295,25113,28731,248662,29439,6218,33139,32210,9321,3215,41459,28207,24445,30329,8125,17411,5789,3948,2114,39595,17229,10342,18354,35896,26927,10912,12279,21240,9666,47086,21093,6011,5838,31,4437,10800,4,31,5740,58,13338,98287,12054,29379,7,8834,38670,129730,1559,47939,24120,18630,4199,10059,978,7957,16066,9850,3849,55195,902,1380,32918,2648,24926,812,644885,848,2101,10421,261756,835630,18611,1071,5344,8934,181314,0
sample_19,2591,6262,24199,2649,929,1365,21979,1,757,4796,17094,51812,5574,5415,3467,43834,10980,7841,25083,13,3166,5554,54707,53495,12688,3696,8044,4420,33061,16240,4073,9878,15667,8904,4345,5098,15980,46916,5599,5924,4384,36870,3584,7804,408,5387,8390,32821,320,14606,11623,55802,28936,3451,123,11982,8123,18243,60155,20988,750,6633,3192,6417,856,5310,7239,2969,1813,25566,580,154,16025,12754,6468,3327,1284,53584,9393,18360,2033,21294,88306,19371,10493,14594,37160,114,85319,1656,1885,9412,105486,21576,29,607,13425,117,8387,5038,7947,21206,10702,8060,24076,470,6453,946,2471,10194,3144,4683,3374,41995,10066,14441,10663,14787,38099,4647,21381,1827,23937,178,12066,23305,223295,20165,3562,22670,17785,17643,1869,37492,24322,25260,16790,5434,19563,9212,2097,12280,24408,14348,13561,5379,28994,31124,8577,6510,10319,4198,16853,17804,4452,14992,63,3530,1127,2,46,3591,12,9225,89562,8612,21251,2,5638,18484,96176,814,25024,12828,9274,2463,8295,909,3694,10965,4489,5514,20,1495,344,18497,1311,24820,913,619341,1401,4722,9137,142944,551876,15842,1781,18668,15869,97259,0
sample_20,1370,4190,20581,2716,883,1058,17232,2,898,15016,18989,49528,5290,8063,3323,36464,13404,7326,32150,39,1422,5571,31679,48627,8986,2526,9026,4394,28400,14398,5479,13086,7655,5729,1085,4163,25649,42682,7284,1514,3314,24239,3398,3118,252,5046,6286,21897,205,14934,12876,49267,24807,2556,1521,4989,6779,14475,63297,26496,614,20047,1070,8288,1152,6026,4103,2806,6146,18733,70,1625,10932,9599,4496,2460,1057,48635,7026,19756,1375,17442,86508,16107,17627,10317,41871,75,68829,1369,2359,12872,138788,27039,305,70,11537,130,8473,4394,8024,20306,11523,5934,22137,182,5059,349,1949,12288,1873,5995,1954,35615,7365,13582,11574,17300,28807,1407,7871,1720,18534,115,9532,28364,162751,15148,4876,24774,17505,6887,2854,51593,21164,22175,16476,6680,15151,3200,1933,10823,19930,15404,10007,7704,32046,30634,7964,5208,11968,5530,28981,18611,7157,3884,26,6020,5063,1,225,2753,24,9736,80384,8895,27757,3,7514,32510,79033,1389,39133,17737,16873,1722,7539,203,3190,13534,7877,3477,50301,1074,411,43431,2062,19856,615,611149,2455,4235,5586,98800,471677,13277,664,4220,15722,97395,0
sample_21,438,3346,12424,1681,734,356,12218,0,481,2600,10126,24124,5773,2114,1537,24286,7457,4419,13219,14,2234,4020,39084,26812,8176,2873,3533,3514,18892,10927,3191,5886,18510,9404,9378,7795,6839,20364,3246,14447,4266,15616,2453,19064,294,3398,3729,15564,261,12958,7119,24549,11865,2062,55,5140,3977,12014,23703,26722,884,5650,8195,5232,689,2632,7482,2463,112,16885,2406,22,11085,15824,3780,1494,1310,39956,7197,12535,1333,11069,20056,13538,15371,6864,17067,115,118761,1699,769,4084,46258,10220,0,5000,9077,147,6363,2300,7638,11325,8775,2539,14789,482,5527,313,1311,6302,2013,3924,1463,20650,4613,11776,5687,9688,39386,9346,7675,1584,19130,137,6793,15094,73687,13217,2826,14961,14066,28610,1254,20342,18779,12384,9389,4088,10243,18000,3865,160,17492,8020,8040,2222,20999,14365,4052,2774,5895,4725,9695,12642,1883,29025,27,2371,1555,0,555,1935,0,7826,41927,13910,23723,4,7534,24861,107833,1165,36833,14067,13485,746,5620,384,1636,4701,7453,3766,31746,39,192,32529,1794,15019,58,484633,901,2272,2922,53754,535153,10891,603,43360,7573,82169,0
sample_22,436,2688,14595,1922,1036,484,14946,0,762,7158,12954,26454,5929,7758,1166,21011,11148,7362,17565,92,4008,3158,49528,47785,16831,3726,3434,5500,18185,18828,3939,6411,24915,8526,6697,6804,11288,24507,5579,10727,4545,18207,2341,21178,1251,4877,4258,24174,285,24443,7194,28891,15907,1748,83,4518,5107,16507,32243,32510,1458,11261,6532,5308,3935,4642,7418,2668,94,17556,1873,62,11575,16485,3930,2437,1455,43006,9154,18236,1208,15673,12265,21473,22184,10558,17311,199,147167,4373,1723,7698,37599,12658,5,4022,9227,652,8888,2610,9258,10989,12758,2969,11994,423,6779,456,1633,7803,1741,3648,1512,24805,5580,13784,6722,12078,49171,9729,4248,970,27279,97,9706,16726,65817,20071,4907,20838,17152,24153,1735,20784,21324,14028,14196,5013,12672,13270,5208,1167,22804,10674,9945,5687,26790,10669,3978,2551,9987,6148,13232,17949,1957,37792,64,2460,7614,0,364,2426,0,11819,44381,11291,22030,5,7707,28731,114119,1295,41241,15502,14612,1028,6377,2993,2361,8495,7935,6978,27,890,383,77417,1941,19099,307,668577,768,2579,2337,99138,707068,13372,1002,35744,8455,113484,0
sample_23,603,3883,16068,875,725,421,14948,0,662,5939,19133,24066,5982,3424,1475,21155,9342,5200,19777,44,897,4488,39460,36251,8012,3206,6056,3749,25347,14817,5199,7944,17171,12116,7067,5521,9977,33296,3455,14004,4431,19038,2327,17875,492,3260,3428,20191,247,13098,8658,35323,24179,2783,102,5619,5096,13140,40454,23986,810,3241,5851,8259,1742,4008,8461,2328,322,17431,893,37,9272,19478,2268,1998,691,41079,4335,15060,1977,14112,64681,13600,8015,7027,30986,116,121898,1583,1135,11635,66206,11489,0,2638,6014,135,6899,4266,7637,13904,8910,6338,13949,320,3861,692,2228,8352,1814,4068,1478,24549,5600,11353,7839,10998,40652,10704,13698,1945,6110,117,6728,18417,150821,14394,3147,17235,10333,28128,1846,25081,16955,17054,14145,5711,15187,9869,4413,1757,21206,10713,10134,1604,21524,13901,5144,3801,7729,3582,15173,11630,5220,32101,8,4781,3039,0,243,2152,4,10092,57031,12400,24311,4,6506,18783,132457,961,29204,14477,12508,830,6455,301,1614,11089,5622,5107,21,53,278,15913,1550,20101,824,527820,594,3032,4225,92256,469491,11483,586,61298,11349,83325,0
sample_24,1189,3407,14190,231,721,359,16436,0,97,4679,17942,27999,5459,3122,1924,23273,11254,6218,20234,49,1436,6115,39272,26433,3112,2608,6396,5212,22712,15646,5277,9852,17037,8189,5392,6512,13850,29066,6440,11061,3875,19511,2881,12105,541,4580,4067,23613,238,13291,9448,31895,12655,2971,71,9483,6287,12446,45572,22426,1377,3866,4656,7695,984,4452,7607,2445,1251,18055,1309,13,8626,22933,2159,2359,293,41420,3856,13347,1423,13461,45745,12933,7641,2416,33476,92,93241,1874,888,10209,53139,14761,0,1890,6825,59,8153,3749,13486,11000,7427,5869,11887,211,5512,683,3335,10296,2544,4029,1431,22733,7507,11189,6977,11317,42536,9788,11922,1953,11616,148,10900,14561,127376,13408,3043,15239,9839,22657,1603,24306,17039,18542,16963,6511,15431,8820,3035,5678,19340,8459,8069,2033,25963,13240,5907,4859,8151,3056,11895,8601,3591,24215,10,3944,3996,1,653,2251,0,9937,48891,18816,32969,9,8143,24667,132933,1626,35859,15501,17596,824,6261,349,2148,10650,6813,5365,40,93,165,21618,2303,19587,426,611940,500,2943,1461,59622,805590,11657,594,45918,12136,136283,0
sample_25,707,4337,16890,1173,980,803,15443,2,522,4929,18611,32096,8110,2858,2393,26217,10577,5210,24928,37,1738,5607,38958,33519,9420,3804,7480,4904,29595,15739,5715,11334,18535,14858,11267,5742,11841,33551,4258,22369,3933,25014,3262,19077,240,3711,4834,21711,446,11707,9363,37927,23589,2784,100,7695,5349,14451,47461,33852,697,4013,7276,7954,924,5541,7813,2725,289,21284,990,55,12458,26801,4225,2097,653,49923,6146,16509,2732,14803,86810,16421,11553,5915,41880,113,147388,1498,1371,11706,88488,17274,2,2860,7324,63,8914,3804,8738,18124,10720,6523,15146,362,5240,1127,2308,12037,2393,6097,1786,29803,5276,14609,8783,12779,49284,13741,23222,1707,10549,115,11438,21039,146519,14017,3501,17677,15315,40004,2231,35075,20162,18501,18220,6381,16525,12832,1888,191,25497,12454,9863,2171,23883,22832,7134,6071,10656,3749,19163,12414,7142,46440,13,6179,4313,1,214,2970,2,12254,66405,14329,40043,11,11584,34975,156719,1810,50552,26207,21486,1386,8069,881,2499,11109,10409,5674,45695,79,185,24943,2710,21983,231,644036,1299,3151,3346,119661,490138,12847,473,82982,12159,149464,0
sample_26,453,2521,12813,978,621,412,11538,1,226,3066,12369,23176,8133,3019,1252,20126,10092,4712,15862,32,2336,4762,34095,24754,6858,3514,4053,4159,22078,12565,4144,6766,24059,9862,8338,6971,8509,22695,3652,22409,3819,15687,2807,20071,218,4888,2917,14484,317,9783,5719,26114,14174,2394,121,7879,3964,11562,26504,32491,780,4442,8556,8116,495,3075,7979,2696,35,17537,901,49,10282,19346,3810,2653,370,42473,5268,13346,3037,10894,56328,15262,10440,2134,22368,146,151890,1417,990,6235,51350,9874,0,1959,6781,32,7409,2461,8923,8923,10748,4531,9408,467,5184,1084,1994,9283,2102,5431,1503,18667,6860,13556,6870,9332,48418,14692,13427,1205,14258,134,8194,11370,90642,12818,3175,15016,13533,41059,2024,26003,18055,14796,12365,4982,11268,13964,2629,136,19912,9695,8002,1924,18231,13909,3569,3729,9598,4042,15826,11398,3057,53795,12,1790,4725,0,123,2395,1,11507,43483,14939,25698,4,8648,24827,127451,1247,41839,17721,17158,887,6884,405,1661,6779,8378,4687,41313,30,128,24138,2457,17110,181,591829,762,1738,3557,73508,397790,11505,361,84341,5611,101774,0
sample_27,578,3310,16026,1462,413,756,12991,0,273,10971,12190,34579,3156,3423,2219,30572,8342,5041,16156,31,1869,3946,25208,37855,6170,2061,5413,3373,19205,10278,3231,7465,7225,3982,2070,3466,13370,25872,5117,2165,3342,16225,2070,3991,44,1930,5005,18285,146,9420,8285,29766,15583,1767,54,4214,4722,9302,35601,19425,563,12556,1440,5046,158,3020,4146,1778,60,12191,244,93,8785,8025,2737,2297,353,35870,5441,14981,652,11818,52283,12181,8673,5686,17929,111,63607,868,1680,5737,68843,15092,9,162,7999,16,6406,2788,6089,13446,8968,3781,12375,234,3290,282,460,6838,1655,2674,1283,21500,3835,9813,8593,11098,25780,1999,12676,1223,17358,113,7067,12996,99036,12641,3328,20447,12261,7074,1472,25008,14203,14332,10180,3889,11943,3676,1878,708,15940,9527,6976,2613,17830,18930,4546,3100,6457,3670,13979,12652,3654,5897,6,2385,3054,1,26,2175,4,7261,54448,4924,12757,2,3690,14450,56754,667,17481,7868,5977,1214,4934,135,2430,7880,3773,2958,28247,207,262,24436,877,13825,637,383524,1112,2903,5308,87863,554582,10376,392,7561,9618,73153,0
sample_28,1998,3948,17294,2887,1279,1349,12116,1,981,10184,12491,33672,5666,10753,4678,25817,8250,8998,23208,23,1904,4422,30644,31930,7301,4225,7699,3138,23328,11253,3478,8564,8661,4721,2689,4684,10765,27630,4143,3613,3713,23456,3304,5274,300,5004,6562,20558,497,8206,9691,33240,17597,1631,159,7830,5089,11949,39487,20779,672,4250,2176,5378,956,5813,5223,3926,2000,25638,330,139,10249,7968,6279,3890,1333,43038,6051,13243,2215,16746,59541,12745,14357,9808,31125,131,59637,1372,1580,9222,77335,15346,16,167,9157,141,7264,4497,7391,14525,6825,9076,17166,243,4026,315,1674,8903,2727,4925,2559,28025,12703,12932,9517,13109,34025,2638,11353,1012,16877,156,12185,17523,114065,11157,2984,14479,18318,10416,1862,30039,17891,16851,13099,4478,10620,5037,1448,10763,18138,12129,6002,4628,21819,19494,5408,4836,7257,4602,17250,9161,3427,8689,53,3938,2916,4,447,3002,19,8932,54602,8510,19022,3,5097,21264,67620,723,29543,10368,11527,2202,5591,774,3223,10010,6100,1996,42434,468,406,26459,1504,16642,531,490258,1043,2672,5647,62712,472788,11242,1189,10884,9385,87197,0
sample_29,547,2981,14105,759,627,556,13044,0,319,7207,12866,26192,6509,5748,1757,20594,10363,6790,14639,51,3138,2821,38909,37392,4575,2976,3929,4000,20466,15828,4322,6357,23304,8846,15698,6833,10489,21214,4325,19754,4445,14860,2042,26050,226,2093,4483,17018,262,13906,6539,25009,14532,2643,102,6605,4541,12917,28544,38059,1521,7570,9614,6454,642,3169,7527,2516,76,16090,2169,18,12007,26810,3202,2042,448,45670,6687,15128,1401,11271,31522,18909,19154,4151,16373,145,182971,1851,1841,6519,48526,10585,0,6699,7335,72,8580,3867,10738,9211,12350,2962,7545,363,5186,772,1581,8878,1998,3956,1610,18970,4365,15785,7567,9995,54369,14166,8040,1141,17725,239,9506,11856,78583,15640,3610,23848,14920,42895,1421,19822,17984,14823,13055,4978,14366,20048,3570,291,24897,9955,7672,3717,18611,12302,3999,3585,8210,6259,15083,13583,2514,64181,15,1925,6235,0,89,2442,4,10270,44093,12677,25672,5,6625,22390,145493,1288,34705,13633,13824,889,6712,371,2370,7175,6548,5297,37708,66,309,50796,1871,18032,312,616980,776,2027,3622,80879,449449,11765,531,79446,6686,104922,0
sample_30,1071,4802,18152,1431,1110,598,18898,0,529,5960,18540,41613,7457,4068,2621,35617,11071,8186,24998,28,1751,7407,48299,35810,7492,3542,7607,5079,34182,14058,4433,9676,19956,13102,8012,5178,13140,43390,4279,13193,3340,30293,3727,11149,494,3804,3555,36149,407,11258,12649,51049,24663,2587,56,6452,6871,14771,58307,27350,916,3572,5267,5430,1632,5847,6930,3125,207,24509,1167,58,9465,20263,4259,2702,1126,50550,6851,15640,2215,18580,78452,14902,9865,7193,40150,95,95912,1338,1418,11038,98502,19836,5,2121,9686,103,8189,4611,8577,18255,8681,8861,16622,362,5132,925,2505,10406,2089,5991,1735,32177,11079,13235,9369,12392,40689,10620,15478,1530,21728,168,11549,18398,201501,14553,3579,18645,16193,24533,1948,31311,19191,20419,18310,4603,16061,10683,2402,2704,23615,11913,9284,4757,32409,24132,7984,5992,9817,4126,17414,17486,6117,27302,17,2538,3852,0,147,2807,10,8864,73130,13750,29880,4,6795,22492,149898,1293,32140,18633,14891,1384,7238,397,2399,12821,6413,4545,30,135,322,21208,1780,23195,548,572113,862,2558,7168,110367,841386,11065,356,43449,9464,123340,0
sample_31,1273,7327,22769,4961,1132,979,21061,0,1500,5650,15982,49341,8319,2145,4474,54861,10339,8880,24298,29,3006,9475,50664,46003,16385,4182,7957,5009,32976,15538,4440,9597,15785,12193,3483,7037,14061,43186,4930,4398,6032,30209,4923,7488,412,4874,8189,31724,567,14972,14510,52656,23603,3242,75,9226,6837,17911,54073,27513,932,7077,3670,7402,1160,6279,5699,3926,104,33443,924,150,18982,10121,11077,3083,3353,60987,10954,19377,2288,20046,50127,19031,14903,20045,34732,174,72930,1569,2225,6876,109837,23499,1,476,16251,135,9373,4572,8394,25943,11733,7195,35001,764,6982,577,1651,9744,3305,6645,3020,40535,8375,15879,11119,18003,38123,3911,18680,2829,31076,160,12523,28847,185668,19925,3616,24341,20954,14239,2110,42078,25326,22937,16002,5794,17251,9538,3590,475,23286,12967,13431,4058,33299,37132,8650,5886,9947,6170,16396,22448,5249,10319,82,4401,1640,0,649,3908,5,9989,90228,12565,25043,1,8734,29895,92184,1149,38029,16605,14239,2244,8319,326,3606,9025,8194,4132,44095,196,493,23660,2148,21888,346,579447,1614,4479,7458,125147,667246,16636,1380,13851,15433,137614,0
