,ENSG00000004777,ENSG00000011143,ENSG00000019485,ENSG00000059804,ENSG00000072135,ENSG00000074800,ENSG00000081791,ENSG00000083223,ENSG00000089116,ENSG00000102178,ENSG00000104320,ENSG00000107902,ENSG00000108984,ENSG00000110777,ENSG00000112335,ENSG00000112337,ENSG00000112855,ENSG00000112877,ENSG00000120451,ENSG00000120699,ENSG00000122126,ENSG00000124116,ENSG00000124614,ENSG00000128298,ENSG00000130300,ENSG00000130822,ENSG00000131730,ENSG00000132259,ENSG00000136040,ENSG00000137393,ENSG00000138472,ENSG00000139835,ENSG00000141376,ENSG00000143379,ENSG00000143457,ENSG00000145075,ENSG00000147206,ENSG00000147439,ENSG00000156500,ENSG00000160298,ENSG00000161921,ENSG00000164099,ENSG00000164932,ENSG00000167202,ENSG00000168122,ENSG00000168256,ENSG00000168264,ENSG00000168542,ENSG00000168675,ENSG00000169188,ENSG00000171711,ENSG00000172243,ENSG00000172922,ENSG00000173457,ENSG00000176728,ENSG00000177047,ENSG00000178125,ENSG00000179055,ENSG00000182141,ENSG00000182704,ENSG00000183617,ENSG00000183742,ENSG00000184454,ENSG00000188672,ENSG00000189067,ENSG00000197548,ENSG00000197888,ENSG00000198155,ENSG00000198363,ENSG00000198752,ENSG00000198771,ENSG00000198786,ENSG00000199636,ENSG00000200432,ENSG00000200478,ENSG00000200560,ENSG00000200680,ENSG00000200817,ENSG00000202440,ENSG00000204172,ENSG00000204267,ENSG00000204371,ENSG00000204682,ENSG00000206939,ENSG00000207308,ENSG00000207397,ENSG00000207443,ENSG00000213014,ENSG00000215492,ENSG00000220744,ENSG00000221783,ENSG00000221970,ENSG00000222312,ENSG00000222579,ENSG00000223396,ENSG00000223660,ENSG00000223744,ENSG00000224070,ENSG00000224205,ENSG00000224459,ENSG00000225071,ENSG00000225246,ENSG00000226080,ENSG00000226506,ENSG00000226578,ENSG00000226824,ENSG00000226987,ENSG00000227436,ENSG00000227930,ENSG00000228076,ENSG00000228784,ENSG00000229197,ENSG00000229299,ENSG00000229901,ENSG00000230166,ENSG00000230606,ENSG00000231665,ENSG00000232241,ENSG00000233828,ENSG00000233859,ENSG00000234016,ENSG00000235782,ENSG00000236327,ENSG00000236990,ENSG00000237007,ENSG00000237032,ENSG00000237470,ENSG00000241484,ENSG00000242362,ENSG00000242412,ENSG00000243319,ENSG00000244153,ENSG00000244326,ENSG00000247925,ENSG00000248444,ENSG00000249055,ENSG00000249142,ENSG00000249209,ENSG00000249506,ENSG00000249997,ENSG00000250219,ENSG00000250483,ENSG00000250892,ENSG00000251079,ENSG00000251813,ENSG00000252086,ENSG00000252202,ENSG00000252449,ENSG00000252563,ENSG00000253270,ENSG00000253605,ENSG00000254013,ENSG00000254054,ENSG00000254112,ENSG00000254219,ENSG00000254469,ENSG00000256450,ENSG00000257376,ENSG00000257835,ENSG00000258636,ENSG00000258910,ENSG00000259134,ENSG00000259755,ENSG00000259810,ENSG00000260874,ENSG00000261067,ENSG00000262136,ENSG00000262154,ENSG00000263485,ENSG00000263793,ENSG00000265724,ENSG00000265944,ENSG00000266071,ENSG00000266325,ENSG00000266502,ENSG00000267096,ENSG00000267567,ENSG00000268204,ENSG00000268297,ENSG00000269469,ENSG00000269707,ENSG00000270333,ENSG00000270432,ENSG00000271390,ENSG00000272592,ENSG00000272655,ENSG00000272664,ENSG00000274317,ENSG00000275234,ENSG00000277289,ENSG00000278955,ENSG00000279181,ENSG00000279400,ENSG00000279879,ENSG00000280152,ENSG00000280441,ENSG00000280767,ENSG00000281344,ENSG00000282973,ENSG00000283623,Disese Group
sample_25,1486,542,1230,2858,790,16919,1533,1154,0,746,965,406,456,51,1210,0,700,243,4159,452,2428,203,122,119,1,740,33,47,304,313,2077,678,1801,1394,693,287,0,795,389,348,183,83,15,758,0,703,2721,4,2173,147,0,44,536,96,0,0,44,0,713,208,547,8,40,112,495,1023,0,338,6913,5716,31,34975,2,0,7,0,22,0,0,232,486,2074,200,0,0,0,0,5,12,24,6,1,0,0,34,0,0,0,0,0,0,0,0,1,96,548,2,27,0,0,57,0,68,1,0,15,10,0,1,0,0,0,0,0,3,0,2,57,0,24,260,2,0,24,0,18,2,2,0,0,1,0,0,31,0,0,26,0,0,0,0,2,0,0,1,215,1,1,21,52,0,5,3,2,39,56,38,0,19,3,0,1,12,0,0,26,0,7,54,0,1,0,0,0,0,136,0,0,7,0,1,0,140,30,131,0,6,38,0,0,0
sample_26,1414,498,1123,3019,777,16000,1445,908,0,619,912,406,466,247,1027,0,581,266,4427,362,2169,240,105,162,0,736,14,43,310,291,1418,450,1524,1067,681,184,0,606,288,348,167,37,7,906,0,632,2835,3,2071,194,0,15,624,110,0,0,42,0,632,207,437,5,37,97,295,974,0,312,6036,5062,18,24827,8,0,3,0,4,0,0,238,391,2166,252,0,0,0,0,1,12,44,1,0,1,0,44,1,0,0,0,2,0,0,0,0,64,523,6,15,0,0,140,0,49,4,0,20,29,0,1,0,0,0,0,0,2,0,2,51,0,23,260,1,0,7,0,11,1,0,0,0,0,0,0,26,0,0,21,0,0,0,2,0,0,0,1,186,0,2,34,39,0,2,5,3,45,40,63,0,19,2,0,0,13,0,0,44,0,4,5,0,0,0,0,1,0,115,0,7,9,0,0,0,117,48,253,0,5,47,0,0,0
sample_27,996,374,475,3423,462,12567,909,779,0,242,484,299,206,49,644,0,435,262,2265,253,1131,93,38,103,0,375,24,49,223,382,1178,603,1358,813,384,252,0,685,263,262,86,32,12,815,0,355,2003,3,2680,79,0,4,464,39,0,0,49,0,532,194,247,2,29,62,599,672,0,207,5010,3478,11,14450,1,0,4,0,15,0,0,236,143,1246,71,0,0,0,0,4,10,51,4,0,0,0,14,0,0,0,0,1,0,1,0,0,59,567,0,25,0,0,57,0,36,0,0,12,16,0,0,0,0,0,0,0,4,0,0,4,0,22,267,0,0,14,0,10,3,0,1,0,0,0,0,48,0,0,13,1,0,0,1,0,2,0,0,157,0,2,22,15,0,3,12,1,25,33,64,0,30,1,0,0,5,1,0,46,0,4,24,0,0,0,0,0,0,132,0,0,4,0,1,0,117,16,243,0,4,19,0,0,0
sample_28,1361,337,610,10753,645,16405,1057,785,0,318,618,326,281,10,792,0,416,153,3260,261,1472,82,34,122,6,367,48,38,247,658,1233,653,1419,1004,419,226,0,609,258,218,168,56,14,621,0,381,3079,4,2637,85,0,73,456,75,0,0,39,0,519,319,274,4,33,43,956,819,0,206,6404,4127,31,21264,0,0,12,0,23,0,0,327,247,1468,125,0,0,0,0,2,10,41,4,0,0,0,22,0,0,0,0,0,0,2,0,0,66,550,0,13,0,0,91,0,43,4,0,11,11,0,1,0,0,0,0,0,2,0,1,10,0,6,310,0,0,17,0,6,3,1,0,0,0,0,0,53,0,0,15,0,0,0,0,0,1,0,0,205,1,2,23,18,0,0,16,4,21,45,60,0,48,0,0,0,4,0,2,9,0,7,5,0,1,0,0,0,0,111,0,4,7,0,0,0,300,16,140,0,7,48,0,0,0
sample_29,1287,511,1077,5748,844,19250,1300,946,0,631,728,450,339,220,1185,0,602,259,3989,305,1948,77,88,93,1,511,34,69,309,230,2094,474,1745,1048,571,216,0,716,314,307,156,51,21,1332,0,597,3373,0,3355,168,0,7,700,100,0,0,45,0,765,293,328,5,27,99,384,975,0,323,6354,5189,20,22390,5,0,8,0,31,0,0,355,319,1710,217,0,0,0,0,1,15,41,4,0,0,0,35,0,0,0,0,0,0,0,0,0,76,517,3,22,0,1,64,0,37,2,0,25,28,0,0,2,0,0,0,0,4,1,2,41,0,14,394,0,0,13,0,7,2,0,0,0,0,0,0,37,0,0,15,0,0,0,0,0,0,0,3,176,0,1,39,52,0,1,9,1,35,45,49,0,44,1,0,1,4,1,1,33,0,11,40,0,1,0,0,0,0,157,0,0,4,0,2,0,111,30,299,0,11,35,0,0,0
sample_30,1347,461,901,4068,687,17428,1267,942,0,551,704,435,424,62,1315,0,543,266,4012,368,1939,120,75,103,0,497,31,33,269,392,1865,606,1751,1203,631,274,0,580,315,316,181,67,10,664,0,601,2624,3,3157,129,0,36,728,102,127,0,45,0,560,225,511,4,29,61,545,892,0,291,6747,4778,50,22492,6,3,7,1,18,0,0,332,313,1926,155,0,0,0,0,5,13,47,2,0,0,0,29,0,0,0,0,0,0,0,0,1,85,573,0,15,0,0,88,0,31,1,0,15,10,0,0,0,0,0,0,0,2,0,2,13,0,11,258,1,0,16,0,8,1,9,0,0,0,0,0,52,0,0,11,0,0,0,0,1,2,0,1,189,0,1,24,30,0,2,8,4,38,51,96,0,21,3,0,0,13,0,0,16,0,7,8,0,1,0,0,1,0,87,0,2,13,0,1,0,111,25,102,1,4,19,0,0,0
sample_31,1688,501,833,2145,707,16928,1416,1114,0,473,710,365,467,22,1189,0,570,322,3906,376,1963,179,64,115,0,347,42,39,352,592,1510,857,1707,1234,676,238,3,787,381,325,166,58,10,840,0,462,2982,12,4910,165,0,28,1129,98,0,0,53,0,697,251,393,6,107,33,744,991,0,202,7461,5315,52,29895,4,1,4,0,16,0,0,399,387,2277,152,0,0,0,0,3,15,43,3,0,0,0,28,0,0,0,0,0,0,5,0,0,99,477,5,26,0,0,33,0,41,2,0,33,19,0,1,0,0,0,0,0,1,0,5,4,0,10,304,0,0,32,0,20,2,0,0,0,0,0,0,61,0,0,34,0,0,0,1,0,0,0,2,198,0,0,36,9,0,3,18,3,19,69,90,0,38,1,0,0,16,0,0,70,0,4,30,0,0,0,0,1,0,184,0,3,3,0,0,0,110,9,277,0,5,15,0,0,0
sample_32,1373,606,653,9538,755,23984,1737,1155,1,351,617,537,354,221,1019,0,626,332,3464,394,1953,138,90,170,0,555,48,64,263,565,1251,737,2061,1363,667,358,0,1373,434,358,243,26,16,1333,0,611,3639,0,4307,150,0,24,715,77,147,0,51,0,688,475,448,5,44,72,1525,1078,2,238,8006,5672,36,26046,6,0,10,0,22,0,0,64,357,1983,64,0,0,0,0,5,22,53,3,0,0,0,18,0,0,0,0,1,0,1,0,0,79,561,1,37,0,0,99,0,34,0,0,17,21,0,2,0,0,0,2,0,4,0,2,22,0,23,308,2,0,22,0,12,1,0,0,0,0,1,0,0,0,0,29,0,0,0,0,3,0,0,0,259,0,0,38,21,0,0,24,2,30,62,95,0,27,3,0,0,3,1,3,60,0,4,2,0,2,0,0,0,0,159,0,1,6,0,2,0,155,36,208,0,4,42,0,0,0
sample_33,1534,669,894,3050,908,13081,1568,1074,0,403,976,413,306,10,1073,0,626,371,4657,455,1904,196,71,89,4,875,33,62,277,406,1213,839,1747,1358,507,292,0,770,350,377,226,24,32,670,0,632,2419,5,1613,164,0,28,736,64,127,0,69,0,750,127,498,2,43,69,759,1067,0,444,5969,5680,25,25544,4,0,6,0,10,0,0,459,521,2015,110,0,0,0,0,4,9,26,2,2,0,0,34,1,0,0,0,2,0,0,0,0,73,733,5,20,0,0,212,1,93,4,0,13,10,0,1,0,0,0,0,0,10,0,5,7,0,13,273,1,0,14,0,8,2,0,0,0,0,0,0,54,0,0,28,0,0,0,1,0,1,0,0,188,0,2,25,17,0,3,4,1,34,51,126,0,26,0,0,2,11,1,0,45,0,9,41,0,0,0,0,2,0,153,0,6,10,0,2,0,198,32,160,0,14,39,0,0,0
sample_34,1121,501,671,10231,761,54477,1129,1008,0,803,838,733,388,124,2404,0,836,292,2903,624,2273,229,191,74,9,1170,39,52,375,496,4125,1070,2341,1307,1008,324,0,905,336,258,450,13,40,1046,0,965,4063,1,4191,160,0,91,742,282,207,0,83,0,590,630,1619,11,106,158,1568,1501,1,377,6782,4723,57,27738,1,0,7,2,21,0,0,217,411,2320,173,0,0,0,0,1,10,13,0,0,0,0,8,0,0,0,0,0,0,1,0,0,95,413,1,7,0,0,39,0,62,0,0,11,8,0,0,3,0,0,0,0,2,0,3,5,0,10,132,2,0,13,0,1,0,2,0,0,0,0,0,14,0,0,4,0,0,0,2,1,2,0,0,186,2,1,10,25,0,0,1,1,45,41,83,0,16,6,0,0,3,0,0,8,0,11,14,0,3,0,0,0,0,69,0,2,11,0,0,0,100,38,46,0,1,12,0,0,0
sample_35,1882,693,1105,2653,881,20413,1716,1259,0,511,1138,452,457,4,1088,0,751,348,3825,486,2328,301,63,118,0,1049,58,37,389,610,2014,979,2205,1598,670,518,1,839,486,436,222,77,35,819,0,727,2994,7,2342,166,0,74,560,85,0,0,76,0,950,291,498,6,106,111,1006,1129,0,359,8864,5985,39,39566,5,1,21,0,21,0,0,280,494,2310,113,0,0,0,0,3,12,27,7,2,2,0,40,0,0,0,0,0,0,2,0,0,120,794,2,24,0,0,84,1,101,4,0,25,15,0,0,1,0,0,0,0,6,0,4,34,0,26,276,0,0,25,0,18,1,4,2,0,0,1,0,32,0,0,32,0,0,0,0,0,0,0,1,224,0,0,31,23,0,2,4,2,36,69,62,0,35,3,0,1,17,0,0,40,0,14,41,0,0,0,0,0,0,168,0,1,7,0,0,0,280,43,150,0,7,46,0,0,0
sample_36,1296,513,761,9081,639,20224,1256,1235,0,340,988,450,283,20,1135,0,526,282,3393,462,1856,185,76,72,0,607,34,38,282,476,1401,745,1637,1087,729,320,0,1254,284,295,308,21,22,1464,0,638,5262,3,3130,155,0,40,473,80,0,0,57,0,772,244,408,11,128,57,2119,872,0,389,6934,4811,19,23591,6,0,5,0,13,0,0,190,501,1811,89,0,0,0,0,0,10,23,3,0,0,0,14,1,0,0,0,0,1,2,0,1,79,739,1,18,0,1,79,0,44,5,0,9,7,0,1,0,0,0,0,0,4,0,1,20,0,13,153,1,0,18,0,7,3,0,0,0,0,0,0,26,0,0,23,0,0,0,0,0,0,0,0,148,0,0,21,23,0,2,6,2,33,60,76,0,13,1,0,0,17,2,0,24,0,13,8,0,0,0,0,2,0,106,0,1,8,0,5,1,192,21,181,0,2,25,0,0,0
sample_37,1541,530,994,5541,850,24626,1310,1252,1,519,1201,424,439,14,1509,0,595,226,3624,430,2291,73,72,87,9,363,45,36,622,1004,1883,724,1748,1360,803,293,2,807,353,346,362,40,17,1294,6,719,6223,2,2367,205,0,111,749,119,0,0,53,0,859,430,527,15,357,32,2081,1050,3,453,9023,5234,59,17633,4,0,8,0,15,0,0,216,403,2190,216,0,0,0,0,3,17,46,0,0,0,0,62,7,0,0,0,2,0,0,0,0,93,450,4,20,0,0,84,1,42,1,0,31,17,0,1,0,0,0,0,1,5,0,1,21,0,13,250,0,0,11,0,14,7,1,1,0,0,0,1,40,0,0,14,1,0,0,0,6,0,0,2,180,1,1,17,9,0,2,10,8,39,35,58,0,28,0,0,9,5,1,0,23,0,14,61,0,0,0,0,1,0,104,0,5,12,0,1,0,473,14,204,1,4,35,0,0,0
sample_38,1883,554,847,15494,798,26588,1523,1101,0,459,938,430,362,19,1431,0,580,264,4460,494,2230,131,73,89,4,554,75,59,308,883,2491,1038,1771,1460,714,386,1,925,355,316,225,46,24,821,0,741,4472,7,3658,128,0,104,691,105,0,0,88,0,745,497,487,4,87,41,1557,1055,0,292,8400,5928,45,23437,1,0,5,0,15,0,0,405,349,2343,168,0,0,0,0,5,12,34,3,1,0,0,44,0,0,0,0,2,0,1,0,0,68,767,1,14,0,0,100,0,48,3,0,15,16,0,2,0,0,0,0,0,5,0,0,4,0,10,182,0,0,19,0,8,6,1,0,0,0,0,0,62,0,0,13,1,0,0,0,0,0,0,1,188,2,0,16,23,0,0,5,2,28,34,89,0,28,2,0,0,4,0,0,24,0,11,12,0,2,0,0,0,1,175,0,4,7,0,0,0,228,23,204,0,5,28,0,0,0
sample_39,1626,629,724,6484,1022,56223,1185,1062,1,893,1190,639,415,28,2930,0,852,270,3343,624,2355,116,242,54,10,438,54,34,613,1085,2957,1262,3114,1600,1134,212,4,841,265,318,557,26,11,1121,1,1153,7104,2,2070,320,0,166,1307,310,0,0,83,0,645,662,1589,15,436,73,3937,1525,9,509,6620,4522,85,18161,3,0,6,0,5,0,0,197,513,2811,258,0,0,0,0,2,6,16,0,0,0,0,28,3,0,0,0,0,1,0,0,0,62,291,1,4,0,0,66,1,29,2,0,10,6,0,0,3,0,0,0,0,0,0,1,2,0,11,126,1,0,18,0,1,6,1,0,0,0,0,0,14,0,0,6,0,0,0,0,8,0,0,0,139,1,1,4,4,0,1,8,1,35,36,77,0,18,0,0,3,0,1,0,4,0,4,82,0,0,0,0,0,0,65,0,1,22,0,1,0,295,22,61,0,3,9,0,0,0
sample_40,1381,456,695,6689,602,15312,1168,928,0,242,651,357,435,0,886,0,519,234,4129,352,1550,120,52,125,0,554,27,22,288,569,1873,654,1627,1064,417,322,0,759,350,317,142,49,6,645,0,427,2813,0,3408,85,0,53,491,53,145,0,47,0,646,346,308,3,82,51,1032,817,0,251,7371,4455,20,21988,0,1,8,1,26,0,0,368,258,1584,80,0,0,0,0,4,12,35,2,0,0,0,25,1,0,0,0,1,0,0,0,0,86,861,4,20,0,0,112,0,52,4,0,13,20,0,0,1,0,0,0,0,4,0,2,19,0,18,279,1,0,24,0,17,1,5,0,0,0,0,0,61,0,0,23,0,0,0,0,0,1,0,0,188,1,0,20,18,0,0,10,4,13,52,92,0,23,1,0,0,2,0,2,28,2,4,8,0,2,0,0,0,1,97,0,6,6,0,1,0,259,21,193,0,7,28,0,0,0
sample_41,1389,596,1064,3678,850,24918,1644,985,0,645,1091,658,333,1007,1262,0,688,300,4758,464,2270,107,94,133,33,902,38,77,246,298,2293,441,1842,1368,684,293,0,900,300,336,296,81,32,1098,0,728,3394,13,4292,152,0,47,693,99,23,0,56,0,868,518,513,5,40,125,576,1260,1,412,7939,5626,35,24121,6,0,18,1,28,0,0,412,451,2317,220,0,0,0,0,1,16,41,2,0,0,0,31,0,0,0,0,2,0,2,0,0,83,558,8,17,0,0,106,1,49,1,0,24,22,0,0,0,0,0,0,0,6,0,2,43,0,25,272,2,0,33,0,15,5,0,1,0,0,0,0,49,0,0,26,0,0,0,0,0,0,0,0,220,0,2,35,54,0,4,14,2,64,64,55,0,17,8,0,1,5,0,1,34,0,30,4,0,1,1,0,0,0,139,0,0,12,0,0,0,188,43,205,0,9,32,0,0,1
sample_42,1165,463,837,4127,698,26983,1316,1073,0,662,661,426,358,668,1376,1,637,283,3706,504,2164,110,151,116,3,799,33,64,203,287,3114,497,1606,1070,614,272,0,601,309,319,212,50,9,1061,0,561,2791,6,4956,147,0,20,975,122,162,0,65,0,715,402,448,3,32,42,360,1120,0,577,7969,4833,21,20748,2,0,10,0,17,0,0,424,340,1847,208,0,0,0,0,7,9,37,2,0,0,0,22,0,0,0,0,0,0,1,0,0,100,221,2,16,0,0,98,0,35,2,0,19,24,0,2,1,0,0,0,0,2,0,2,26,0,26,309,1,0,40,0,10,5,0,0,0,0,0,0,58,0,0,27,0,0,0,0,0,0,1,1,146,0,1,20,41,0,0,8,6,39,77,72,0,13,0,0,0,10,0,4,25,0,15,117,0,0,0,0,0,0,143,0,1,6,0,0,0,99,22,155,0,5,57,0,0,1
sample_43,1714,526,1136,3160,801,16244,1586,1143,0,736,995,436,484,149,1216,0,724,305,4210,423,2302,138,97,136,7,571,38,43,344,396,1963,561,1681,1359,668,310,0,769,400,331,236,45,29,915,1,714,2991,13,2518,161,0,56,834,112,152,0,52,0,771,273,535,5,38,48,531,1112,0,312,7224,5840,38,41433,7,0,10,0,26,0,0,368,435,2459,187,0,0,0,0,5,13,39,5,0,1,0,19,0,0,0,0,1,0,0,0,0,93,414,1,29,0,1,127,0,37,8,0,25,23,0,2,2,0,0,0,1,6,0,6,43,0,24,256,1,0,18,0,6,2,0,0,0,0,1,0,47,0,0,21,0,0,0,0,0,1,0,1,202,0,2,37,40,0,4,11,7,39,59,44,0,22,4,0,0,3,1,0,40,0,11,50,0,1,0,0,1,0,109,0,2,9,0,0,0,142,32,210,1,9,39,0,0,1
sample_44,1123,435,950,5831,702,18677,1121,935,0,637,795,436,223,149,1052,0,617,214,3828,312,1835,162,113,105,7,619,20,58,236,230,1455,293,1474,973,521,228,0,695,279,288,193,44,22,1264,0,658,2944,3,2395,177,0,28,538,81,149,0,38,0,700,200,342,6,27,72,407,878,0,242,5835,4618,32,36410,3,0,7,0,31,0,0,302,435,1607,197,0,0,0,0,3,9,32,2,0,0,0,29,0,0,0,0,0,0,1,0,0,113,395,4,19,0,1,48,0,49,2,0,29,18,0,2,0,0,0,0,0,5,0,3,32,0,22,285,0,0,14,0,12,2,0,0,0,0,0,0,44,0,0,22,0,0,0,0,0,0,0,0,176,0,1,18,37,0,2,5,1,35,41,23,0,16,0,0,0,16,0,0,27,0,7,37,0,0,0,0,0,0,114,0,0,9,0,0,0,187,27,152,0,3,29,0,0,1
sample_46,1517,653,1006,3367,892,15274,1674,1083,0,475,941,419,371,346,1053,0,627,298,3609,477,2058,234,116,166,9,578,26,46,280,280,1367,369,1426,1359,604,267,0,694,305,389,147,20,15,1156,0,584,2705,3,1914,139,0,38,665,66,188,0,61,0,746,196,274,5,34,78,527,1138,0,385,7201,5034,24,17505,3,0,6,0,28,0,0,236,427,2012,193,0,0,0,0,2,21,45,1,0,0,0,43,0,0,0,0,0,0,1,0,0,76,515,2,27,0,0,151,0,62,7,0,39,15,0,2,1,0,0,0,0,1,0,1,26,0,19,302,0,0,13,0,12,3,1,0,0,0,0,0,33,0,0,28,0,0,0,1,0,0,2,0,233,0,1,42,32,0,2,7,6,39,53,34,0,14,7,0,0,21,0,0,37,0,9,40,0,0,0,0,0,0,159,0,2,14,0,1,0,148,21,227,0,6,62,0,0,1
sample_47,1838,519,945,3904,876,20640,1479,890,0,594,634,579,341,333,915,0,644,325,3982,386,1841,393,83,134,2,1121,50,52,259,292,1945,667,1642,1196,541,317,0,825,305,340,253,38,22,1009,0,553,2669,6,4678,139,0,43,611,94,209,0,44,0,789,345,529,6,37,110,502,1090,0,281,7039,5767,37,36182,3,0,11,0,41,0,0,225,435,2249,141,0,0,0,0,2,18,45,1,0,2,0,22,0,0,0,0,3,0,2,0,0,123,1551,6,16,0,0,54,0,61,1,0,19,14,0,1,2,0,0,0,0,12,0,1,53,0,20,336,1,0,22,0,6,3,3,0,0,0,0,0,31,0,0,27,0,0,0,1,0,0,0,2,210,0,1,36,32,0,5,8,3,54,54,96,0,36,3,0,0,32,0,2,38,0,6,4,0,1,0,0,0,0,142,0,3,6,0,0,0,340,36,206,1,6,33,0,0,1
sample_48,1562,443,790,4857,829,17623,1265,981,0,535,641,411,412,158,1041,0,553,360,3050,406,2006,208,102,119,2,764,38,41,302,310,1431,519,1490,1116,662,304,0,659,374,403,229,23,8,872,0,604,3629,1,4247,135,0,29,521,79,132,0,68,0,691,399,420,2,33,109,443,851,0,319,7534,4758,25,22831,1,0,9,0,10,0,0,325,277,1714,165,0,0,0,0,2,8,38,4,0,0,0,17,0,0,0,0,0,0,2,0,0,124,765,5,19,0,0,79,0,36,2,0,13,12,0,0,1,0,0,0,0,4,1,7,26,0,18,224,0,0,25,0,8,1,1,0,0,0,0,0,43,0,0,22,0,0,0,0,0,0,0,1,190,0,1,23,21,0,1,10,1,42,50,108,0,12,2,0,0,9,0,0,45,0,5,75,0,2,0,0,0,0,145,0,2,7,0,0,0,79,25,204,0,1,40,0,0,1
sample_49,1688,441,953,3547,782,20430,1995,927,0,731,793,498,282,589,1055,0,765,227,4186,473,2001,74,128,92,27,1128,47,51,307,294,3277,418,1546,1213,593,254,0,904,288,282,304,51,14,1027,0,753,3367,8,2893,168,0,50,581,107,0,0,67,0,755,356,503,4,43,118,664,1021,0,448,7249,5248,42,32137,3,0,12,0,26,0,0,314,428,2133,226,0,0,0,0,5,14,28,1,0,0,0,31,0,0,0,0,0,0,2,0,0,87,316,4,32,0,0,78,0,63,0,0,25,10,0,0,2,0,0,0,1,7,1,1,68,0,13,229,2,0,24,0,9,1,0,0,0,0,0,0,31,0,0,26,0,0,0,0,0,1,0,1,177,0,0,18,35,0,1,7,1,30,59,21,0,19,1,0,0,2,0,0,31,0,20,4,0,2,1,0,0,0,114,0,1,7,0,0,1,243,44,205,0,9,33,0,0,1
sample_50,1762,439,871,4639,858,19705,1463,1006,0,530,575,547,358,566,961,0,642,304,3723,343,2030,173,73,161,1,880,36,50,396,279,1984,468,1690,1215,570,284,0,901,352,362,191,67,9,975,0,584,2720,1,4364,160,0,36,611,72,190,0,51,0,645,424,317,2,30,56,420,1071,0,310,8687,5367,29,37337,2,0,13,0,45,0,0,404,455,1811,155,0,0,0,0,3,21,41,0,0,1,0,29,0,0,0,0,3,0,4,0,0,149,665,4,26,0,0,102,1,75,2,0,20,27,0,2,1,0,0,0,0,1,0,1,52,0,25,410,0,0,38,0,9,3,2,0,0,0,0,0,58,0,0,29,0,0,0,2,0,0,0,0,233,0,1,41,29,0,4,21,5,32,61,64,0,13,2,0,0,8,0,0,32,0,10,36,0,0,0,0,0,0,122,0,3,7,0,0,0,204,19,199,1,2,81,0,0,1
sample_51,1979,620,769,5696,907,32281,1566,1162,2,376,900,888,379,450,1087,0,678,433,4427,538,2134,154,59,156,85,1059,60,63,286,728,1790,739,2219,1465,649,345,0,1492,330,497,372,50,37,1012,1,686,3937,18,5940,156,0,59,592,86,0,0,64,0,1016,760,538,7,104,171,1277,1246,0,338,9661,5549,39,34670,2,0,6,0,21,0,0,477,348,2416,118,0,0,0,0,4,17,40,5,1,0,0,37,0,0,0,0,2,0,0,0,0,106,900,4,35,0,0,144,0,116,2,0,24,20,0,0,1,0,0,0,0,7,0,5,6,0,31,332,2,0,26,0,11,2,0,0,0,0,0,0,95,0,0,39,0,0,0,0,1,1,0,0,287,0,0,20,14,0,0,11,0,69,49,96,0,31,3,0,0,8,0,2,28,0,25,9,0,2,0,0,0,0,164,0,3,11,0,0,0,343,43,198,0,2,39,0,0,1
sample_52,1347,423,662,3975,667,24874,1065,1024,0,312,631,456,307,78,1102,0,523,296,2847,402,1803,118,75,114,0,591,32,32,302,545,1355,673,1599,1111,558,253,1,799,341,314,231,32,13,860,0,491,2920,3,4423,122,0,27,609,60,165,0,54,0,708,473,264,5,80,39,921,913,0,558,7760,4889,24,20398,2,0,10,0,25,0,0,491,272,1736,130,0,0,0,0,5,6,57,0,1,0,0,28,0,0,0,0,2,0,2,0,0,104,477,0,18,0,0,155,0,36,6,0,25,18,1,4,0,0,0,0,0,4,0,8,27,0,26,281,2,0,19,0,13,1,0,0,0,0,0,0,71,0,0,18,0,0,0,1,0,0,0,1,207,3,1,25,9,0,3,18,7,46,37,115,0,27,5,0,0,7,0,1,30,0,10,59,0,7,0,0,0,0,142,0,4,4,0,0,0,155,12,202,1,3,45,0,0,1
sample_53,2690,725,1082,2759,1089,21350,1958,1364,0,547,991,641,472,1,1230,0,940,452,4779,498,2411,168,90,225,15,995,63,51,373,721,1942,1140,2296,1828,663,403,1,1321,581,516,335,31,30,1051,1,851,2960,16,3086,232,0,31,982,125,188,0,55,0,752,282,668,12,87,67,1100,1353,0,317,8498,7567,42,40400,4,0,6,1,26,0,0,639,441,3078,153,0,0,0,0,4,12,45,8,0,0,0,37,0,0,0,0,3,0,2,0,0,103,1043,4,34,0,0,218,0,91,9,0,47,18,0,1,0,0,0,0,0,14,0,7,21,0,30,350,0,0,28,0,17,4,2,0,0,0,1,0,90,0,0,21,0,0,0,0,0,3,0,0,270,0,1,43,14,0,6,9,5,62,77,78,0,46,4,0,2,9,0,0,71,0,10,51,0,1,0,0,0,0,223,0,2,13,0,0,0,243,30,337,0,8,36,0,0,1
