,MIR4513,MIR553,MIR1244-1,MIR4312,MIR4639,MIR4721,MIR5587,MIR1244-2,MIR3174,MIR5194,MIR6774,MIR635,MIR1255A,MIR4632,MIR8075,MIRLET7B,MIR590,Diagnosis
RNA504_FPKM,3.684976399,1.164959293,356.5057922,2.084663999,4.018548306,1.335341227,3.73703021,89.94197697,0.45549583,2.310665276,7.35672245,8.488158156,0.35069148,3.246927888,1.485567115,0.477447436,5.308974964,0
RNA519_FPKM,3.909448281,0.0,410.3730275,1.105458028,1.217605944,2.832821193,4.757001627,146.3504444,0.965687473,3.501894686,3.601729803,13.72296131,0.0,8.267521775,0.0,10.1268841,6.065295241,0
RNA52_FPKM,0.0,4.607892188,0.737625666,0.0,3.632441844,0.70447395,0.0,214.5229555,0.0,2.08865406,0.0,5.115071167,0.0,0.0,1.566490545,0.0,3.875852895,0
RNA521_FPKM,2.629831194,0.831490745,352.5321864,1.487930807,1.638880309,1.905888899,5.334091572,85.80468836,1.299801625,1.413534267,6.461870933,6.922794214,0.0,5.561446295,2.827068533,0.681221333,6.411262498,0
RNA528_FPKM,3.035314256,0.0,199.6230361,1.145244711,6.306003218,0.977961775,1.642237698,54.2562989,1.999981932,4.350617101,4.972508915,12.43087041,0.77025308,5.706157771,2.174980351,6.29004882,6.279511857,0
RNA53_FPKM,2.935320332,0.928079223,291.7866687,1.660773346,5.487772795,2.83637695,3.572229461,54.1998266,1.450790509,2.629557797,1.803125347,10.94754675,0.0,3.103740351,2.366602018,6.082832495,10.40979582,0
RNA535_FPKM,0.926365103,1.171579395,449.079086,1.048255248,3.464959187,0.895139313,1.503158469,110.6290898,0.0,2.656246523,4.553565468,4.879228243,0.0,3.919380064,2.988527299,3.840356419,2.464764783,1
RNA58_FPKM,1.985546945,2.5111329,265.2233318,3.37125068,9.901262907,0.959309198,3.221830891,83.38457622,1.962724566,4.981076051,2.439386246,9.584925474,0.0,6.999542441,2.134462965,4.115585184,9.683739138,0
RNA6_FPKM,2.849108407,1.201531959,373.7708829,1.075054911,3.551062652,1.835046627,4.623081566,124.9100032,0.939128428,3.40285394,3.500333186,9.167235905,0.0,5.356188463,1.021302165,8.856264686,5.052027278,0
RNA60_FPKM,2.910838518,0.0,356.3530611,1.097563157,7.256003262,1.875475422,3.149383257,108.968096,0.958790804,4.867325208,5.960706073,7.663227935,0.0,4.103805124,2.086466408,1.00499759,7.742230285,0
RNA62_FPKM,1.975544447,0.0,268.8752226,2.235484506,3.693918971,1.908953061,1.603463897,87.95900526,1.95283704,4.956203371,2.427097463,11.27046145,0.0,6.963561171,2.123710281,1.023898633,4.379146716,0
RNA63_FPKM,0.861870012,0.0,294.8160971,0.975273961,9.67068993,1.666348847,1.398506057,75.88423491,0.85196346,2.471222412,1.058868872,13.61726332,0.0,2.431230285,0.926510263,3.57285168,3.057182365,0
RNA64_FPKM,0.874766163,1.106321913,0.88505753,2.968571956,19.61498851,0.845279664,4.256820163,110.5779102,0.86471138,5.639635036,1.074712715,6.138023615,0.0,4.93054356,2.820143358,0.906384218,10.85227887,0
RNA66_FPKM,0.0,0.0,456.3987214,0.0,7.356312299,0.814964349,2.735755353,156.9672859,0.0,5.438171519,0.0,4.439323689,0.0,1.189046346,0.906647838,6.989365972,2.242544956,0
RNA67_FPKM,4.828401677,2.442330163,207.1521918,3.27847491,8.426287369,1.866050012,4.701209305,84.03363207,0.0,5.536721979,4.74642479,17.79743523,0.735271169,4.084657265,2.075980638,5.00292222,8.562658986,0
RNA69_FPKM,3.622720057,0.0,244.6386444,2.049170637,3.386165894,0.87537616,2.938433366,94.37380796,0.89549975,1.947045389,2.224813834,10.33153332,0.0,5.107441392,2.920568083,10.32136516,3.211896133,0
RNA7_FPKM,0.959117008,2.427114689,202.8823054,3.256945546,19.13331948,0.926787221,1.55630307,70.86329129,0.0,7.563561529,3.536112308,7.577383516,0.729947457,2.705636047,2.063047485,2.982263392,6.80514971,0
RNA72_FPKM,0.887725232,1.122711322,186.9082387,3.014631289,2.214023304,1.716489978,2.882407698,97.04865129,1.755949517,2.5461268,3.273028256,12.47002037,0.0,6.260321081,0.954304624,11.04344154,7.086750536,0
RNA74_FPKM,0.829525337,0.0,294.6838583,0.0,2.068949793,0.801563809,1.346022245,129.2917243,0.0,1.189646131,5.096786753,5.097271515,0.0,3.509782209,2.676208934,9.457451833,2.207182626,0
RNA75_FPKM,2.26973629,0.956849613,565.78148,0.856128601,0.942982227,0.731076109,4.911941655,138.5739998,0.0,1.626644341,2.788533157,6.640789416,0.0,2.133304054,1.626644341,8.624857065,2.012343515,0
RNA78_FPKM,0.933116748,1.18011824,218.9552074,2.111001964,4.650323167,0.901663374,1.514113968,64.17657493,0.0,4.679637401,2.29194499,6.548414256,0.0,6.57574326,2.005451866,4.832775167,4.135261225,1
RNA86_FPKM,4.495722607,1.137153365,340.2183711,3.052359033,10.08605593,0.868836279,2.917978447,97.33535146,1.777619054,1.933160721,2.209326538,5.523316345,0.0,1.267646374,2.899741081,8.384793488,9.565283957,1
RNA87_FPKM,3.044013023,0.0,258.7225651,5.741760207,7.587974493,0.980835145,8.233467467,63.65393702,1.003383079,1.454089935,6.233911082,12.46662383,0.0,4.291559345,1.091179098,4.205776481,12.59514573,0
RNA89_FPKM,0.875046812,1.10667685,455.8888656,1.9803691,1.090638055,0.845550852,4.259661838,116.8491982,0.864988802,1.254233763,1.075057511,5.374631794,0.0,2.467345108,0.940675322,15.41115234,0.775814699,0
RNA94_FPKM,0.0,0.0,0.9127277,0.0,24.74144287,0.87170623,0.0,168.8915556,0.0,0.0,0.0,40.38338242,0.0,0.0,0.0,0.0,9.59960447,1
RNA95_FPKM,1.88680405,1.193765836,190.9329295,5.338241757,15.28899968,0.912090751,6.124854756,77.32838918,0.0,2.028676877,3.477731789,9.108049223,0.0,2.660084399,2.028314354,0.978025023,6.692243286,0
RNA97_FPKM,5.559933328,1.406336077,1.125068862,1.258300701,11.08919416,1.074503969,1.804355722,56.25850526,2.198410419,2.390771331,2.732310093,12.6868231,0.0,3.135437811,1.195385666,0.0,18.73403458,0
RNA98_FPKM,3.475746259,1.46526558,172.3175837,2.622054196,4.332089541,1.119528758,5.639890157,71.50613604,2.290530102,4.15158581,4.270202547,10.16714892,0.0,3.266821621,3.736427229,7.202751284,14.38075085,1
R_JS001_FPKM,5.410746884,2.736181036,139.0367691,2.44816198,26.971966,1.04593229,5.266948761,95.24562861,1.069976711,7.754440224,11.96514986,14.24343938,0.823787379,4.576201382,10.46950613,2.241690488,24.94307072,1
R_JS002_FPKM,4.493261714,0.947287081,0.757829665,5.08448036,7.466361285,1.44753981,1.215387199,44.699989,1.480816587,20.39280185,0.920221736,4.599626603,0.0,2.111984312,4.830256342,5.430884423,27.88376996,1
