,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,Diagnosis
RNA288_FPKM,0.107236159,11.4631804,4.630038926,20.87011108,0.751078655,11.33240813,2.614689585,2.202927413,4.006480831,2.343127227,3.105889015,19.48632964,4.339650585,4.230121017,4.75852644,0.513245849,10.87117717,4.94578809,11.22348089,3.803882048,3.703482145,34.62698247,2.205446078,2.610553432,1.009428646,2.508798486,0.636965512,3.823878783,3.799957616,0.050197258,0.383172891,3.236143908,5.443179406,2.249758793,0.244955819,1.326527131,85.89457226,4.600899627,3.110222351,9.40232555,24.60818888,0.0,3.664965786,1.018392748,8.359672667,2.955976077,18.25422846,3.552179789,0.42559219,30.85875385,8.15881149,19.44076359,10.99568491,0.520215451,0.212616146,9.0027908,4.531818412,2.922579697,0.21906835,0.665870527,0.420604047,0.073167084,29.33170459,7.591733813,2.316439415,0.117715938,0
RNA29_FPKM,0.229325083,13.32472126,3.815341189,19.70661944,1.606185603,5.960595741,0.808708835,1.274376223,2.620455359,2.145015803,3.951668644,22.91042643,2.792678007,4.237667623,4.943327089,1.247368814,8.072991759,1.099836294,11.48169038,2.890774999,3.658502318,32.87149144,2.14347099,2.633135192,0.773124875,0.860731041,1.061461981,2.792936368,3.557452003,0.13825534,0.242207226,2.575013311,5.728323303,2.405698496,0.357245165,0.718934209,84.78085008,4.21385351,2.35468554,14.71947216,18.42468958,0.0,5.373793395,0.636787756,8.61376329,2.394607116,15.01041177,3.668919414,0.465448022,27.97512614,6.669450548,18.01118846,12.28060293,1.517371216,0.103360258,8.357576573,3.392540475,2.370079997,0.760600067,0.445540199,0.327077795,0.0,37.69042234,7.531083352,2.148186624,0.801162563,0
RNA295_FPKM,0.170707525,6.859412865,1.681328669,26.6083106,0.398583781,7.809503463,0.630630041,1.462208444,3.823369032,1.442962175,3.100319184,19.61366049,5.600370082,0.293241644,4.32008607,0.2918148,16.4701099,1.515201931,12.74931656,3.950438589,4.616403293,40.66137554,0.650315019,2.69936787,1.29851027,2.871350254,0.241425305,3.162497987,3.733305931,0.051795091,0.328864635,6.199311679,3.223774809,0.397930991,0.433345562,0.498342831,72.72872929,4.169965328,3.859848768,32.57738298,21.22167482,0.0,7.627892636,0.69426942,7.479140418,2.517440691,40.6302002,2.807782344,0.235270558,29.56292101,6.295515276,21.6877084,9.262294702,0.690330672,0.37613421,6.119955945,2.777564114,2.239202104,0.941085766,0.309744528,0.371988894,0.0,53.5925321,18.37736606,1.568648729,0.208248489,0
RNA3_FPKM,0.294323319,11.07602345,2.830829011,24.02875998,2.248873235,12.12462786,0.444746737,2.48983324,3.935287942,1.389900361,3.276562311,24.62655293,9.37807586,2.603912595,3.880641633,0.686070597,18.45139933,0.967918113,16.45532041,3.377653972,6.845626091,49.0784369,1.83438436,3.024278649,0.992200848,3.129975382,0.605451353,4.469819512,4.591387443,0.354885042,0.433303331,4.551840494,5.230831259,1.964732522,0.45842018,1.171659619,63.43330729,3.652802215,4.112772147,22.68182413,23.61935818,0.299907284,9.442013124,1.105111232,9.723461682,2.663485179,26.83842757,3.277610661,0.265477488,41.63122332,7.929798211,20.65099067,11.68269571,0.0,0.530582115,7.403622636,4.582939171,2.55430739,0.624723678,0.059338701,0.524716956,0.0,36.62184158,13.47411012,1.777528047,0.44059669,0
RNA302_FPKM,0.159387097,5.462027962,1.640752112,24.05387579,0.893119373,5.644358573,0.706643899,1.227614448,3.066998972,1.039844232,3.666052682,20.49044534,4.102776775,1.722333203,3.030745424,0.762908024,8.238572133,1.793783882,12.89725411,2.234587319,3.313128371,32.63365005,0.0,2.499315764,0.90931144,2.632239744,0.15027683,3.092765816,2.934592637,0.024871929,0.415231002,4.085832885,3.846885409,1.226185933,0.0,0.314076559,79.98468527,5.425743046,2.109092158,20.13933306,20.64548439,0.238226016,5.635147564,0.378429707,6.745553734,1.193339669,18.86730741,2.669272438,0.210857185,21.50393895,5.267310994,19.33169237,9.131081334,0.0,0.210709111,7.030152496,2.314257386,2.27656131,0.992381439,0.188518906,0.083379105,0.0,46.4722948,14.55882337,1.680730241,0.0,0
RNA303_FPKM,0.085266222,3.054508497,0.822865771,27.32813243,0.149283741,7.927948254,0.708793584,2.225411305,2.276399093,0.9430073,5.016503668,23.981596,6.057443866,0.454449167,4.213218101,0.255080154,9.27382168,1.253056625,18.29451083,2.992662884,4.499677771,62.790943,0.730475783,1.814373159,0.304023247,2.053569273,0.090431497,2.595451596,3.321256255,0.074839046,0.388357151,2.458988297,3.257506498,0.782675362,0.365237892,0.221689574,67.74252575,3.514835396,2.607028358,22.50875515,16.28477748,0.0,7.601261232,0.445487161,8.051913816,2.448416578,29.91401757,2.898097964,0.0,28.61182393,7.474588334,25.09157279,10.36953175,0.775659852,0.422785817,6.898799967,2.568468177,2.267996888,1.119860107,0.236370876,0.585267243,0.10909474,44.68492562,14.68984581,2.562523337,0.351037351,1
RNA31_FPKM,0.353383051,3.000694858,0.269460072,19.79237425,0.0,8.977520044,0.261072726,1.736970382,2.97087424,1.879096228,3.512112894,27.37669158,7.892366909,0.24537252,3.751163336,0.563821069,10.08822634,1.384838222,13.38874941,3.593236145,3.516997183,50.37630362,1.614595402,2.51187929,0.806420506,1.296875082,0.299875956,3.761499044,2.971842593,0.0,0.470672356,3.774455315,5.243055609,0.494214937,0.269099234,0.322375656,83.99473395,5.805856742,2.47973394,22.24852455,18.38721005,1.584106637,4.804242491,0.553518499,8.117229156,1.202603389,36.12761543,3.479293845,0.233736228,20.98997699,6.506726592,20.57716231,9.97713036,0.285888209,0.817561023,6.894951859,2.373634342,2.558022506,0.92822966,0.199485288,0.277218661,0.080378601,47.39818999,17.60082377,2.129348267,0.646656488,1
RNA314_FPKM,0.160752197,5.789094461,1.072563023,29.06047596,0.375234457,9.196214148,0.890824575,2.853315618,2.591270481,1.777843291,3.851506249,22.85432454,8.194224806,2.437321843,7.020393359,0.732807553,13.89380465,0.848033044,15.09044878,3.591094331,4.742421432,55.40603875,0.0,2.170071298,0.726050595,1.659225889,0.113672927,3.374017991,3.900887229,0.418064826,0.379642026,3.558887548,3.522474048,0.84317274,0.459106193,0.645263598,49.47110639,2.660078078,3.249814736,31.16718982,22.33452355,0.300347495,8.69145464,0.841527319,9.918137841,2.325100042,37.31355138,3.328183308,0.0,40.06683773,6.58903453,22.29518869,14.21006479,0.0,0.796987716,6.339404094,3.302167008,2.46006613,0.703747731,0.286280646,0.420374542,0.0,42.54393004,16.67660738,2.542687734,0.294118454,1
RNA319_FPKM,0.15227534,5.492144591,0.590942553,25.25998797,0.304679932,12.3523919,0.241065441,2.175095435,2.392120336,1.370619615,3.497870714,23.90558189,5.429324952,0.72928485,4.623419852,0.706555527,11.45847643,1.245975375,20.03850908,3.198574456,4.481317244,53.41469609,0.0,2.817195446,0.341303382,1.347155235,0.307670885,3.36851396,4.340416503,0.084865347,0.400152894,2.978362992,3.258002238,1.597420356,0.372715257,0.416756047,50.97102704,3.779770893,3.503713688,19.84954269,14.77588453,0.0,8.686537341,0.850064693,8.643493737,2.609663748,26.90831542,3.047620654,0.053955968,40.76589317,7.032290901,21.28092508,14.53306219,1.319495753,0.323508467,6.699981736,3.590945657,2.203537614,0.634897274,0.048245238,0.085310381,0.0,38.84095043,15.88670198,1.995721373,0.71656704,0
RNA32_FPKM,0.253538369,25.56522305,11.5189514,17.50351561,0.591834485,5.900320171,0.780584148,1.585861426,4.936132075,1.000744961,1.724855437,17.79133137,7.823303197,5.460103701,4.290481361,2.070682388,11.06356374,1.528552793,7.58558658,2.905130543,3.897429338,20.36390424,0.965322267,2.513759483,1.165164506,1.550714782,0.557763213,3.122258341,3.597022398,0.054948845,0.505786515,4.693891899,3.821792837,3.398398003,1.287243824,0.786411374,74.49465691,2.397383844,1.863822911,29.85050581,30.02173345,0.0,6.370561528,1.362072076,6.711574647,1.00663556,33.6770532,2.478753908,0.419297467,19.25272818,4.519468415,15.49693735,8.843959652,0.683355282,0.279292678,6.968543729,3.627583718,2.196588535,1.562140622,0.516833714,1.215435998,0.240324844,42.78408028,11.63800963,0.954822302,0.0,1
RNA328_FPKM,0.180324668,14.76519533,6.928777719,25.17423076,0.473686237,7.252223883,0.249777333,1.481988294,3.389840616,1.095355878,2.70026676,19.81607335,3.007724187,3.594883171,5.289970517,1.194494057,13.36317097,1.596807166,16.88960867,3.477028637,4.580318931,37.71063308,0.772369714,2.382702712,0.964475211,4.187793925,0.478180318,3.215163155,3.711637923,0.219828724,0.380897333,2.757766325,3.410179247,0.945777513,0.0,0.863663936,58.11650025,3.316987952,3.223695626,22.67967186,22.42863559,0.252552637,8.808072874,0.735864315,9.635845437,1.841058791,26.53353344,2.411151067,0.391394368,32.52844648,6.940140019,19.75955355,10.041097,0.0,0.447039247,6.016638432,3.475031687,2.513189871,1.348624339,0.299930137,0.088393423,0.0,39.42327617,13.13499359,1.456689244,0.247446596,0
RNA331_FPKM,0.375615436,6.56481268,1.243645708,30.89924972,0.553906681,11.14667312,0.657325396,2.749034218,2.626647372,1.894850686,4.178667379,22.80657171,6.612640223,1.048815387,4.968011123,0.337922953,16.44302021,0.953513535,21.94860707,3.957515377,8.21027065,68.50120484,0.0,3.247695067,0.704889532,0.816211067,0.195724001,3.740741042,4.7744089,0.47813413,0.471518689,3.489816848,3.93259711,0.51843306,0.22580471,1.103741359,42.30856552,3.680254226,4.558072677,25.77771604,14.70613593,0.0,5.844493475,0.645387053,9.300672662,0.807322615,16.02571209,3.383502894,0.392314538,48.02271871,8.44178864,23.40810436,13.41893261,0.0,0.882126989,6.301316933,3.770823474,2.492307635,0.80775516,0.386608177,0.620292876,0.0,33.33096853,17.83020071,3.028680528,0.434166356,0
RNA334_FPKM,0.263937874,1.956638629,0.531097561,27.23148304,0.410787412,10.24525242,0.541734152,1.3593626,2.066279328,1.513579679,4.850854466,21.0404421,3.658411224,1.489057361,4.845555967,0.267371192,9.570020722,1.149282023,19.8084169,4.083309535,5.235817143,55.49575268,0.669796666,2.621397335,0.529810051,1.210741847,0.13825507,3.284947647,3.505552484,0.297449276,0.430183869,3.223528539,3.799827116,0.307632772,0.0,0.50298341,48.4249432,4.852918776,2.939876222,18.77167472,12.70148028,0.0,7.495126754,0.261111022,9.1833743,2.345437461,9.85259842,2.651320897,0.097011805,39.73950323,7.268727463,24.15598253,11.75742802,0.0,0.387774717,6.034301034,2.879235892,3.048988992,0.370899614,0.228619474,0.0,0.0,39.79970071,15.08859755,2.898099044,0.214693311,0
RNA335_FPKM,0.178722098,6.91039,1.861632123,29.60985394,0.53652349,9.32264399,0.14154985,2.273921932,1.074392527,1.779753904,4.295581142,18.44652028,10.25338407,2.085801046,5.364410448,0.654649562,21.77601186,0.808141342,20.36572389,4.491530142,6.512683986,64.95568356,0.875410236,2.593716086,0.801107213,0.527110797,0.361096493,3.313683865,4.587662042,0.368514269,0.413462824,2.811309033,3.473482647,0.13397809,0.145901706,1.732915755,37.95798578,2.942314278,4.615490032,23.68695095,13.51501817,0.0,8.718788459,1.177639192,7.738256669,1.433651737,15.50112806,2.73988803,0.443351376,47.50079286,7.39498933,22.80308416,12.92589893,0.619383452,0.759440665,7.663717121,3.643647313,2.344305179,0.745142525,0.247076121,0.801069264,0.0,30.64817822,14.40412353,2.953809201,0.560623902,1
RNA336_FPKM,0.14454801,6.524781779,2.638912109,25.09072765,0.311444671,7.075177204,0.246417762,1.349985419,2.782859244,1.609799268,3.291548135,19.55007912,4.717916179,0.492185416,3.833397541,0.45618639,10.56663921,1.340739075,15.11321492,4.104866967,3.86844219,42.8597269,1.523962274,2.411779772,0.539198889,2.295276932,0.031443933,3.179147093,3.207837323,0.182177649,0.297497433,3.485140036,3.711865247,0.466579938,0.0,0.32865591,51.79765585,3.706185251,3.225009418,30.17272474,19.84235629,0.0,8.632837726,0.368493861,6.907729577,1.816337177,28.59028324,2.708748153,0.220666408,36.40725788,6.099262132,21.18948007,11.06790519,0.0,0.330792474,5.240091625,2.820670889,2.333610747,0.746380183,0.192784459,0.261693601,0.0,51.26948168,15.64712253,1.93963923,0.366289644,0
RNA35_FPKM,0.209734866,10.35173236,1.799183662,25.6435683,0.293810947,8.794169166,0.348698706,1.978124524,4.016516142,1.904854356,2.869886113,24.07243215,7.648856945,0.293539015,7.216333159,0.466075372,17.42631557,1.485797958,14.85694432,3.744230119,6.011459592,53.54134943,1.437676867,3.435963969,1.465785671,1.443281845,0.148318026,3.638483815,4.330132438,0.049092955,0.472556711,3.800179442,4.30007335,1.210051897,0.239612811,0.964347038,59.59029314,4.387889607,3.335982039,42.04710096,25.67408627,0.0,10.02364727,1.182673093,6.435891839,1.552488345,35.10661402,3.090280914,0.624318542,38.24568184,4.634201598,19.3984153,13.78701782,0.254434222,0.93590341,8.298418913,3.974505791,1.803527706,0.856986781,0.431305128,0.329068261,0.0,49.46588216,17.61526456,1.516556809,0.575741513,0
RNA358_FPKM,0.337040642,18.14240236,6.585534183,28.33560558,0.78680451,8.253646649,0.622526645,2.589969044,4.343990602,1.816662293,3.230052373,20.17421137,7.314233673,3.354941131,8.224774827,0.432088414,24.34508571,1.058311492,12.05696028,4.227027146,5.578665584,42.42971963,3.849994883,3.624421343,0.801152489,1.35290519,0.953328097,3.311431929,4.424692961,0.251999481,0.543826586,4.778051237,4.441857157,1.03126354,0.160458948,1.598855888,57.34489511,4.780473467,4.260845237,49.41999625,22.97697317,0.314805174,9.191306758,1.62543438,6.818558536,1.075299572,49.27426769,3.479268337,1.114759619,42.24022088,6.273256079,19.58982477,11.16485537,0.340768487,0.556951507,7.112475651,4.667266388,2.35375959,0.901686511,0.617210276,0.330428715,0.239590673,45.42068605,18.53259093,1.891248827,0.154220264,0
RNA365_FPKM,0.294996209,17.125751,5.181730981,22.71991345,0.787045346,7.719297309,0.622717197,2.425552454,4.376387621,1.402947852,2.84215368,18.66649106,9.477461635,3.881817229,4.668026653,0.62437362,20.62531908,1.609169775,11.27195886,4.374466898,5.201746848,54.02697751,0.963282809,3.407014885,2.444357618,3.093146686,0.55626956,3.27638837,4.285421141,0.383591784,0.543999002,3.748369803,3.875821795,1.915797213,0.641862224,1.937702135,68.03240781,4.234059215,3.529930529,35.92521824,25.20950471,0.314978188,8.706119745,0.958894699,6.693639285,0.717120729,27.89666872,3.12167412,0.557584357,37.21268255,4.844765782,18.36462092,11.32645799,1.363130085,0.278560993,7.792349161,4.249964445,2.395454252,1.147952726,0.430484392,0.55098776,0.04795463,44.31356144,17.76471626,1.828365221,0.308453231,0
RNA368_FPKM,0.15127433,5.898460627,1.884775228,24.72327114,0.605459302,7.667396969,1.31734674,2.850825045,2.459901305,1.368862044,3.175734284,21.98339979,4.763389122,1.005856367,6.11909948,0.480270729,11.35466142,1.498381159,12.72786416,2.690637316,2.940446177,64.61689069,0.74082127,2.739359981,0.308220316,2.527960366,0.336197866,2.825689759,2.497247775,0.075876624,0.635279282,2.820302993,4.735496904,2.833798877,0.246832211,0.177438574,68.54511738,4.789486173,1.899226252,27.46695608,19.60792512,0.0,5.847381141,0.438275429,7.755765075,1.985753086,35.454585,2.803894294,0.107197685,22.85773978,4.930764388,24.03780958,9.430198408,1.310845632,0.428583551,7.325108487,1.765786342,3.417468507,1.19839012,0.283206438,0.762897297,0.0,52.4345949,18.0379071,1.53335194,0.237235313,0
RNA37_FPKM,0.328639476,21.23884722,6.027210299,23.25485823,1.269970803,7.156806185,0.627941676,1.41397669,2.54231972,0.812746929,2.884098459,19.67716923,6.926054565,4.016735001,6.707737681,0.813621994,21.80359586,1.0590141,12.2290646,3.476550918,5.326076807,31.59053623,3.107113032,3.464109186,1.454676877,2.963183423,0.320545515,4.041096119,3.797566115,0.141466523,0.648302253,5.493105054,4.180407063,2.615422783,0.0,1.587966014,67.11343414,3.777297476,2.877927844,39.84334639,23.39297364,0.25386097,8.591950792,1.690039654,6.202975858,1.504069606,39.50045996,3.269085029,0.449799919,43.86043371,5.7264076,15.2180712,11.35924433,0.274797957,0.561796135,8.664721676,4.235563961,1.866373322,1.256811158,0.447805809,0.71118365,0.0,47.38610671,17.22215011,1.515933432,0.0,0
RNA379_FPKM,0.204892478,18.06704383,5.36294265,24.27337036,1.545357255,7.041444551,0.174725785,3.303993004,3.783652916,1.83812093,3.272643896,18.18219722,12.87856196,3.637003914,6.011928311,1.562644873,23.17513595,1.615337774,11.81475521,4.006440253,5.900189771,45.40164348,1.080585682,2.884885863,0.899151901,3.90409416,0.356634768,3.787307726,4.018800258,0.282813661,0.568721177,3.874888562,3.807893155,1.818633354,0.900292097,2.225750726,70.41596093,2.794295244,3.665453947,42.08488918,23.00608153,0.353334366,9.597181627,0.732809114,6.250318726,0.884989333,23.57642765,3.165156756,0.234560693,39.11677649,5.374994784,17.38026979,14.16836517,1.147009848,0.312471265,6.544079916,3.867643904,1.699818947,1.5179586,0.374944459,0.741733035,0.107529986,47.9815172,21.67641826,1.709436145,0.346002396,1
RNA38_FPKM,0.242419747,11.31519444,7.353776159,15.58473251,0.295310195,4.247305825,0.584087834,1.421375492,3.594801782,0.819496302,1.156017954,17.89291827,1.996719176,0.308747569,2.998946721,1.045006604,11.41938318,1.42977018,10.58238137,1.991216887,3.961838638,22.24143343,1.445012991,2.720268162,0.811758505,3.62635429,0.178868279,2.532765604,2.297838384,0.016447822,0.285714317,4.138768487,4.153183537,1.547914988,0.0,0.530774822,118.7153932,3.886913159,1.760979018,25.98418934,10.77819904,0.472496311,6.14795034,0.855008114,4.879200034,1.129896656,40.75369179,1.942126759,0.104593351,14.83691625,5.305726711,14.32799412,5.979825782,1.278570276,0.104482127,4.919110948,2.237359399,2.181351275,1.107415844,0.225244921,0.330747418,0.071936364,46.14737815,14.27000703,0.857386189,0.0,0
RNA383_FPKM,0.194967487,15.07746383,4.361664723,24.2072761,1.124584958,7.937134566,0.381301129,1.696003643,3.829330534,0.814848581,3.541664712,19.08350823,10.86937686,3.516366002,3.834910354,0.941046623,17.774214,1.24461653,11.43740978,3.584665956,5.530212388,53.21861209,0.785804072,2.64511202,0.948727715,3.156645763,0.356848084,3.713934555,3.834456878,0.187907223,0.43202232,3.741798547,3.959764818,1.323466298,0.917137248,1.807976899,77.93689845,3.172092832,3.380127875,42.57477506,21.17952925,0.256945458,7.258142038,0.91050547,6.831060222,0.644029515,51.24764695,2.746481076,0.85349224,33.06617785,5.89452175,18.16974113,9.978362963,0.834669482,0.568595252,6.384283859,3.276651987,1.654832635,1.84097287,0.328336627,0.629767577,0.156550024,42.17815259,17.80190555,1.67931464,0.251867807,0
RNA385_FPKM,0.285468798,16.43735143,4.231784957,31.37956523,1.47323118,7.514311598,0.08328844,2.209213818,3.650500017,1.268898504,3.591792609,25.24061903,7.332955949,3.572310366,4.462218314,1.053037466,17.51010173,0.973774671,12.58960222,3.064162316,6.087020003,40.15978513,1.544783012,2.186379918,1.328610472,3.6185128,0.254988222,3.740772015,4.019219845,0.13480456,0.584479529,5.610940996,3.675881968,1.418537743,0.772391506,1.496776835,90.04266728,3.30314931,2.424917392,35.06118966,23.88996972,0.168427735,6.949489053,0.967989808,7.838862663,1.03544024,39.53860101,2.90847553,0.6708896,34.71582056,6.863266154,21.23577311,10.03749585,0.911239051,0.372430567,7.638962098,3.332434554,1.981773458,1.140106751,0.381671126,0.942851587,0.0,50.87037168,21.7270237,1.697509925,0.824871986,1
RNA386_FPKM,0.262262563,7.555801966,0.928479692,21.12713903,1.049693879,13.4467447,0.55359436,2.539371567,3.177346299,1.548594993,2.752809625,21.97932357,4.041993336,2.272226518,4.322885264,0.640449386,14.31786444,0.978828505,15.57227536,3.318988759,5.138995488,62.11339465,1.711842752,2.251677793,0.890591234,2.921730578,0.141281894,3.297937093,3.944522109,0.05846455,0.452850423,4.336455697,4.092949009,0.917031894,0.285307125,0.724600631,59.67581746,3.808445301,2.979608127,38.60412926,21.99859114,0.0,5.541729982,0.441683247,8.361236992,1.338809615,30.58233835,2.887273069,0.1239071,31.11134669,4.966969061,25.49732344,9.494062258,0.303103278,1.114562602,5.16107392,2.361441245,2.566450013,1.239264935,0.448177363,0.489825179,0.085219818,45.00030562,18.11764934,2.596213201,0.137174267,0
RNA39_FPKM,0.373972541,14.99191548,8.655233152,23.61453951,0.327390628,7.836709844,0.259034343,2.125932025,3.511905026,1.417836905,2.551176886,19.99736398,9.622104123,4.716745422,7.208800397,1.518326794,19.55443994,0.951228001,10.27110178,3.186921192,5.528325049,33.31210148,1.601989094,3.401321334,1.53348054,2.734244714,0.859467753,3.296449432,3.889332231,0.182364558,0.510177566,3.200122795,4.204272587,1.226015514,0.266998182,1.458526049,59.58172214,3.854021696,3.842702555,30.39451236,32.29115139,0.262045927,7.902042719,1.156151372,6.256000243,1.133530307,25.20350517,3.177759769,1.333578474,41.85738122,4.726653198,17.25305568,12.62864144,0.0,0.231748422,8.577683544,4.529337407,1.720350269,0.852702375,0.527782601,0.825071082,0.119646855,42.36852137,14.3319767,1.341519423,0.128373977,1
RNA392_FPKM,0.363283166,13.04344059,3.338989204,26.90278808,1.272168345,8.162834856,0.287566252,2.343812043,2.556260009,1.20010596,3.150027212,23.03094212,8.364964356,3.074286377,4.49104387,0.665365341,18.30042415,0.938693317,12.25421046,3.657978674,5.424688008,37.01041555,2.668091652,2.731120057,1.480381876,2.678322474,0.40369392,3.526255985,3.668169835,0.060738963,0.472750427,5.381978908,4.212600044,2.722098918,0.592814572,0.80961266,74.48433205,3.910583226,2.34981437,37.09602289,25.33876035,0.0,7.59755607,0.863177303,7.316983191,0.728575577,47.28879659,3.45624331,0.643700833,33.27070278,5.733531126,18.80778483,9.932877403,0.314892568,0.385973933,6.62194353,3.230475743,2.136818819,0.946658005,0.360977671,0.712414273,0.044288902,52.60019726,20.57525197,1.805956886,0.1425097,0
RNA409_FPKM,0.251857554,18.27394358,4.717198422,24.50916735,0.705635729,8.63491822,0.0,2.602916754,3.829393374,1.274553996,2.735589616,20.86928247,9.438641034,2.938823548,5.344157854,0.688849359,18.79487705,1.062935589,11.99620741,4.685419421,4.707944658,53.44749094,0.863417747,3.28472239,1.185406012,2.946210437,0.569901413,3.616783305,4.884546611,0.167024639,0.47436961,4.431383805,2.956188193,1.188893223,0.287664,1.254540896,64.58888767,3.661638067,3.400064171,43.16842841,25.19986643,0.0,7.49615194,1.591511457,7.690542979,0.964301954,27.87438599,3.224272758,0.624776646,36.75347117,5.250435352,20.52673713,10.22108306,0.916523642,0.374590421,6.4847318,3.764691877,1.98223373,1.212848235,0.568707116,0.395156008,0.042983097,40.53104931,17.69222733,1.934982364,0.276479552,0
RNA41_FPKM,0.180727104,1.595896964,0.364781418,17.49810062,0.0,8.280161068,0.0,1.08082493,0.384294658,1.175737732,2.886727051,28.37832554,4.170630475,0.110725186,3.495885655,0.290774511,5.585653007,1.121648736,10.93276172,1.701327475,2.644222906,43.7168072,0.72849151,2.451884757,0.18194855,2.340933199,0.180417733,2.725414918,2.637096451,0.0,0.376135408,3.084449198,4.926411252,0.669127282,0.0,0.337506385,77.0162051,5.202206709,1.776193896,16.94725758,16.68004061,0.0,4.299576212,0.178789793,7.870982622,1.573809601,44.80733299,2.098309456,0.316460057,17.99417279,5.514983535,19.31409281,8.36094505,0.0,0.421623534,4.989333043,1.361644949,2.107239235,0.403363952,0.107166756,0.500358512,0.0,57.05397566,17.76511571,1.758419346,0.116694596,0
RNA418_FPKM,0.223166834,11.31897154,2.775831067,28.27448007,0.78148862,9.241634339,0.74200891,2.45633225,3.248336885,2.049236939,2.233766997,20.48327,7.049923664,1.405480629,5.507680727,0.41962709,15.77782531,0.874526359,11.218129,3.79697657,4.994442074,54.96450451,1.529891484,3.237233579,1.082173427,1.996313379,0.410299985,3.685006019,4.203334215,0.087052771,0.430137703,3.757435265,3.852481567,1.287563061,0.0,0.806199355,64.74318579,4.154447982,3.430233419,40.692158,29.42074755,0.500250231,7.627177993,0.996221523,6.259006734,1.993614348,40.5395164,2.618169024,0.332157186,36.56107826,4.084051903,19.90309869,11.92579693,0.541507982,0.331870002,5.724009436,3.760772385,2.06535215,0.846689018,0.350933748,0.437633627,0.038080914,52.75543234,17.39076233,1.593467778,0.490016879,0
RNA431_FPKM,0.37484599,13.42840031,4.019513044,25.6408566,1.312653067,7.17713425,0.17306987,2.290027143,3.111758025,0.743292192,3.459420563,23.06918566,5.78072658,2.963757885,3.124909038,1.441769158,11.56596836,1.647918691,15.56553929,4.015529058,5.179789475,35.93380225,2.140689458,2.044132593,1.024714012,6.663429714,0.309265527,3.090908575,3.988672961,0.109671541,0.555360058,2.74807907,4.523614982,2.785423527,0.356781576,0.769435393,77.89918229,4.043039565,2.703495687,23.39083836,19.66742777,0.699971474,4.911129001,0.536938863,8.596379895,0.797298104,24.43395117,1.918657321,0.54246434,28.54151352,7.562335468,18.03754026,9.045446842,0.37885054,0.774342189,6.861914836,2.612724408,2.094296619,2.1880651,0.233018253,0.367600694,0.0,41.22863309,17.67783735,2.202271505,0.514526632,1
RNA44_FPKM,0.10252248,12.6432569,4.038889553,22.12059155,0.638297426,8.236969619,0.3788022,2.636774839,2.762891618,1.435378075,3.735920613,19.52930307,4.944989378,0.456020059,5.693538754,1.012561221,12.76305171,0.549413029,15.38254957,3.441837352,5.938743161,36.9061003,2.342689335,2.939877462,0.844823807,3.605539804,0.322200965,3.05926979,4.339281185,0.231068507,0.475200354,5.056903998,3.819982023,1.07549585,0.0,1.0100712,50.54225241,3.029350811,3.349535543,21.77197367,22.8284748,0.0,11.34850374,0.498641447,5.857114308,1.570024456,19.03915711,2.735672121,0.678161216,43.06922738,4.716381109,18.82768726,11.14323893,0.0,0.225856464,6.459678085,4.612725147,2.340864682,0.698153004,0.367442131,1.519033572,0.11662494,36.40311007,12.35746399,2.172382432,0.250093005,1
RNA442_FPKM,0.157628873,3.175460876,0.804863117,26.59810554,0.315394117,10.81365344,0.748745061,1.825797526,1.888956529,1.230098048,4.268152202,21.99583514,7.206670563,0.164904467,4.77803727,0.461901457,14.42176064,0.644857571,17.94678589,3.681706052,5.681017405,55.82708691,0.77164386,2.648237008,0.321158737,0.464791331,0.286614005,2.80683346,4.245683946,0.368936328,0.287370241,2.361432668,3.252304599,1.653580748,1.028979352,0.776522654,39.05181997,2.914446244,3.43868149,23.06498695,13.17281608,0.0,5.31034529,0.804741023,9.06595707,2.184083558,13.24807344,2.626302247,0.502732647,40.49852429,5.418927028,20.51222128,11.67776504,0.819374408,0.22325651,6.054656225,3.191843779,1.821480188,0.690074314,0.299630621,0.353241411,0.0,33.54834812,14.61030761,3.012234945,0.741758327,0
