,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,Diagnosis
RNA94_FPKM,0.21982944,15.64980789,7.480160961,3.253583509,0.0,14.56566695,1.461792203,0.826551705,1.028183643,2.917424362,6.636289291,18.40014419,5.429717627,5.588012738,4.16224771,0.0,4.621927498,1.02714587,19.08183009,2.43845986,3.287332543,12.63182815,0.0,1.740293051,0.0,0.0,1.430117194,2.224578227,3.806068206,0.0,0.624925196,0.922123978,6.123804655,1.383598267,0.0,0.060164206,128.362726,3.429798053,1.307517943,9.196695172,10.43542318,0.0,0.932887497,0.888910082,16.44129668,3.534875713,5.109659198,3.936838883,0.0,14.26202173,15.42687616,15.55609144,5.187788868,0.0,0.0,11.19815032,3.552875838,0.833020919,0.0,0.50967425,0.0,0.0,14.22307547,4.391068258,4.311607874,0.0,1
RNA95_FPKM,0.27585408,24.20808682,6.540384745,21.41667932,0.966036608,9.05291373,0.764336657,1.723851936,4.294416518,1.009231732,1.59111037,15.873159,9.510718307,3.673690549,5.020942572,1.257470896,16.36410098,1.871025642,10.45925471,3.021417033,4.250259694,30.92131247,2.363507041,2.735043234,0.885240819,3.638116422,0.227587551,3.810676804,3.621475115,0.143483501,0.459266731,6.602620233,4.651724371,2.049734434,0.262564965,1.660928346,56.86627907,4.727790912,2.435015788,33.90073374,22.75840943,0.0,8.701302302,1.452600131,6.811325607,1.936264264,28.91127824,3.077704801,1.026456325,33.72260874,4.725914426,15.63938859,10.12332542,0.836567784,0.79783501,6.847756402,4.683002571,3.182883208,1.442441597,0.755435218,0.811470751,0.0,36.42384367,11.40292201,1.277813753,0.252356374,0
RNA97_FPKM,0.14901515,19.22663057,7.592335337,24.602596,1.518163487,8.976042305,0.450380785,2.219559071,3.749349404,2.487936533,2.538860293,19.14170587,7.67107299,4.955950093,3.910760774,1.018931677,16.09826088,1.470125291,11.89658797,3.960224622,4.017158934,39.7865278,1.856909772,3.260745209,0.772861498,2.610018551,0.268238599,3.995164224,4.628340325,0.264226597,0.412529949,3.993558746,5.121184149,2.700150601,0.0,2.046572896,66.02336222,4.131093108,3.657575701,24.83046535,27.88258759,0.30359001,9.414308209,1.360256828,7.251663309,2.420392319,43.71747583,3.561965292,0.470501436,36.53269356,5.830292221,17.84755736,11.63386725,0.0,0.268625992,8.927352168,5.029558019,2.566720521,0.513976297,0.955909126,1.487710574,0.0,39.50738971,11.99429306,1.579511375,0.0,0
RNA98_FPKM,0.268147752,17.46259788,4.762045722,24.84432852,1.186167374,8.03635779,0.625670703,1.488220926,3.446592993,1.135172031,2.419611973,18.2070498,11.07349922,4.106672088,4.797321699,1.592327312,14.99851151,1.786890877,9.453117187,2.788601965,4.40769221,36.19650498,1.934719601,3.707106916,1.771383658,2.913393551,0.598786415,3.672553121,4.04995109,0.099098523,0.38009432,4.193448573,4.345716899,2.072708517,0.644906534,1.714998368,61.62384275,2.752482776,2.112772157,29.15116574,26.20457033,0.6326226,7.018349606,1.294973715,7.767725613,1.729076953,29.10240013,2.483685719,0.700197185,32.34375676,5.694473333,14.9360811,10.17718369,1.027196489,0.559764379,7.442386601,4.347742931,2.324380799,0.906174993,0.534929323,0.553544775,0.096315186,37.63322009,12.7495561,1.390442754,0.309916204,1
R_JS001_FPKM,0.553584597,28.36047884,21.78466866,29.89399355,2.769557656,5.405952669,5.112908497,3.494095506,5.608448816,1.13084718,2.372010955,15.07275631,20.24818377,7.8636998,7.382061983,2.11798135,27.1086253,0.874142443,13.11789454,4.431962618,9.25195352,53.08922456,6.324121772,4.282460237,1.69194795,3.990724369,1.043885485,3.387545851,5.919757035,0.740415667,0.600914016,5.421475874,3.656735736,3.456745744,0.602324042,4.083559761,45.10940026,2.336905963,4.439620372,42.22731838,26.57418203,2.067887437,13.94261855,3.038189492,6.876834212,3.498883383,34.33661272,2.856262302,1.765682244,68.8581262,6.318538715,15.807945,15.98008653,0.959272455,0.91486593,6.503860437,7.593355,1.671320898,1.269475983,0.993856758,2.481446569,0.224902964,39.10217225,14.71194147,1.870403771,1.013039724,1
R_JS002_FPKM,0.611144192,22.73838562,10.25043672,37.20122544,2.044360828,5.041401719,1.213137195,3.67877623,4.437493237,1.039360918,3.797812553,14.73222606,9.9395842,6.528544618,6.927276375,3.523932456,27.64958883,0.962378163,10.70107549,3.725794611,7.40945716,58.47522888,1.875475173,3.522928447,2.211634049,4.142556016,0.72240635,2.443926561,5.312313737,1.515828241,0.534668553,5.601190235,3.003325855,4.784405074,0.208464471,2.376598242,49.22390485,2.716915495,4.194024834,36.80607558,34.73199164,0.817744331,8.412132574,1.069310344,6.313240227,2.141948771,34.09035151,2.064758682,0.633590609,61.26497344,5.608192241,16.01542282,13.31154307,0.663827982,0.904508387,6.445127926,4.942634122,2.166974636,1.251232192,1.044548359,1.574198183,0.186766799,58.07539277,15.99894978,1.302627084,1.201817096,1
R_JS003_FPKM,0.3966598,25.6737723,12.9949787,36.44839939,1.587584343,4.548877183,2.63773123,3.961294361,3.236734347,0.888766469,2.039503577,13.79967946,11.08588771,4.976046305,10.09754328,0.85242865,37.33068054,0.854088675,10.86499243,4.838659561,9.344273987,59.82461413,3.107193055,4.812718017,2.295267131,7.174484349,0.352601075,1.958781582,6.220540008,0.335996099,0.736117352,5.889599358,2.427206594,2.140006357,0.647364489,1.87343232,39.62239187,2.652292765,3.983905793,79.8532307,38.68772132,0.0,15.41611341,1.365010941,4.853315931,3.413350322,55.21008371,2.268164889,0.955863604,61.55330865,4.246078314,16.39967462,15.12433627,1.64983376,0.561897829,5.045503412,6.228602911,1.552659307,2.348402707,0.520948433,1.600249198,0.077361401,70.01878776,24.68158546,1.464806384,0.497730769,1
R_JS004_FPKM,0.480198461,23.82533012,13.34788332,25.82286827,2.659383883,8.368908057,3.218008878,3.401393771,5.100002081,1.399737699,2.42590749,19.54123559,11.21785264,5.241351291,7.143561526,0.458153712,25.52754338,1.178269584,14.09107013,3.884035138,8.293179305,50.78082331,5.358629967,3.515894356,1.656461944,3.842150571,0.8844425,3.745495456,4.813365235,0.514054835,0.591687642,6.324020766,3.651436516,1.874414658,0.510345711,2.701829142,48.58947334,2.455161946,3.433109633,45.57239778,24.66471584,1.752186942,11.75568722,2.560309174,6.432648796,4.389631299,27.92859076,3.568311033,1.440528219,46.05136579,7.048468899,18.85568266,12.63577816,0.270956744,0.885805851,7.301126749,5.588855705,2.246126984,1.597061433,0.675442717,1.138817586,0.076218862,41.20046443,15.52105002,1.433304215,0.367877507,1
R_JS005_FPKM,0.292128963,35.72067075,19.0790524,29.44318273,3.273732855,4.541325829,2.331198917,2.307287393,3.824207295,0.853721752,1.54294773,14.46465805,15.18218916,6.081504112,6.924693436,2.117357112,26.72149873,0.951075205,10.54642443,3.787335691,9.503883695,40.59131472,3.203643668,3.240448145,1.533287137,6.593404567,0.627991801,2.582747864,5.324614664,0.410254375,0.621180891,6.059008773,2.671848809,4.78072644,0.400455458,2.097947925,44.69823833,2.403262897,4.045232672,61.37784344,33.52861807,0.523770314,12.74674378,1.595274744,4.299322242,3.101842814,49.08164814,1.895110686,1.101523215,51.03017338,4.220862809,14.75666106,13.94160636,1.133935731,0.695172678,4.973780211,5.635110486,1.532779455,2.898848515,0.555982388,1.833290399,0.079742701,53.89659184,20.11627727,1.225157853,0.256590434,1
R_JS006_FPKM,0.306745695,18.94527201,8.602739988,29.7951312,0.661084869,6.154329055,3.269030812,2.508012097,4.053234855,1.091301191,2.738798202,20.52563751,9.177832196,4.439110331,4.867980669,1.613451971,24.87870768,0.818009923,13.17071534,4.485104128,7.24328738,44.73712399,4.852234575,4.08159642,6.293401501,4.870977357,0.667441455,3.54010797,4.75801332,0.340582711,0.623029608,5.237709218,2.796576751,1.980307722,0.943417708,1.511162907,49.44719309,2.635639156,3.658535742,56.5986828,32.85898023,0.528867895,10.46393063,1.327651722,6.884891139,6.323882333,40.39569208,3.020762721,1.756016433,46.4535561,4.873693485,17.26751042,12.51507797,0.858575153,0.350906418,6.582989574,4.634362978,2.390176888,1.962702521,0.708829423,1.203124783,0.0,53.04490324,21.72669333,1.503587353,0.129474312,1
R_JS007_FPKM,0.354294361,10.01188958,2.824351935,30.65974236,0.751928448,8.12266504,3.688770252,3.491048015,3.783198004,1.475216238,3.006744597,20.64896178,11.94290483,2.718652489,5.789962132,1.431534617,19.5869905,1.035648735,16.28533419,4.397729489,6.880731081,47.14673125,2.207770839,3.527506441,1.868147251,3.250575948,0.485875268,3.069693756,4.693649642,0.351808971,0.521593222,6.242421157,3.125829537,1.126216754,0.49066222,1.42215848,52.02807928,3.350166672,3.989328378,31.43629741,23.90594427,0.240726524,10.09692655,1.054139803,5.795694576,5.645045306,29.03490821,3.060049429,0.319607022,51.20944075,6.569984648,20.00982033,12.83802036,0.260580258,1.171029116,7.040165443,4.599521154,1.721248412,1.065377035,0.051950516,1.515906899,0.0,47.44256685,19.58427556,1.882560479,0.23572557,1
R_JS008_FPKM,0.486041704,35.5972608,19.21436994,28.81002616,1.19153543,2.990212735,3.366793933,3.976686045,5.696790417,0.871472045,1.720918856,13.67029044,10.6191181,7.245496973,6.889553188,2.451083675,25.90700876,0.183162104,12.08501639,4.492947,9.270948085,36.50293646,4.997132295,3.881214717,1.42112471,7.859626284,0.962357842,2.342203662,5.925394565,0.417127953,0.855562613,6.07405338,2.667248686,5.481206339,0.138882249,1.835735411,41.88478036,2.542183721,4.645041887,45.33521089,34.25638674,1.089321961,11.06082559,2.166767688,3.866109123,4.031954023,48.7767989,2.205472785,0.904291421,54.51527727,4.307451717,16.10149808,14.66024148,0.589581473,0.481933171,5.647334281,6.684931656,1.48764152,2.411533527,0.788836438,1.525151024,0.0,54.7994041,19.03720049,1.208118357,0.533649172,1
R_JS009_FPKM,0.389072134,21.35622478,9.716033066,31.45363931,0.545066025,7.095551471,2.731023156,2.740551463,4.287254676,0.608489552,2.22341551,18.60913609,13.34210855,2.663530941,7.91884171,2.261287505,28.50225044,0.703710785,12.24023354,4.2483438,6.636155633,37.7525596,6.222360629,4.296715174,1.516744354,5.711300093,0.403520638,2.141520766,5.155240607,0.384498121,0.764753288,6.482829266,2.97524406,2.448871706,0.888886816,1.547544587,43.74645669,2.529303399,4.723635054,51.50253091,25.62705738,0.87210564,12.6695324,1.523550069,5.808093948,4.30329681,64.21742555,2.783509497,0.643440915,41.56574541,4.310778661,14.30169902,12.67311425,0.944031878,0.257222169,4.573372389,4.593060025,1.965784389,0.946256223,0.507245213,1.424229211,0.177034494,60.83501027,21.52152851,1.383198102,0.854326676,1
R_JS010_FPKM,0.210407229,25.40793933,10.96659401,21.51362559,0.53586089,7.266373175,0.423977847,1.546929867,4.568352785,1.218006728,2.41369603,16.67120786,5.218340795,4.305172868,4.244157191,1.634929568,12.76084127,1.268581864,10.34675487,3.232455482,5.949562773,26.08163286,3.277928991,2.477166236,1.718749099,5.923007548,1.000943548,3.367520891,4.273338822,0.104467594,0.489902466,5.048306175,4.213315595,1.605295995,0.874025529,2.03122015,68.75760264,2.747014149,2.876287143,31.56103456,23.07000659,0.857377423,6.194368196,1.490195084,7.008949097,2.050551794,25.94817183,2.686376485,0.90158394,31.64009398,5.356588522,18.14126636,10.65766126,1.160229162,0.853512043,7.312695201,4.300675578,2.327877173,1.423569121,0.821422851,0.975304959,0.0,35.71967607,10.63078983,1.348546858,0.525080383,1
R_JS011_FPKM,0.465805174,41.07198036,25.72883065,24.93471526,4.567429056,4.797785474,0.774411527,2.827731124,4.633711051,0.640047775,1.876592356,14.98376719,9.217111045,7.421338349,6.266735407,3.609759814,23.04699231,0.84250139,10.98821248,3.292175449,8.604497109,54.40648354,5.321132518,4.639712862,1.439456167,6.41049616,0.900323613,2.598824534,6.650491476,0.41793399,0.634081819,7.725293455,5.00583282,4.560704116,0.177371084,2.668666454,44.18676842,2.257365884,4.010593911,44.38461881,30.22241309,1.391940697,11.33430477,1.453478296,5.244504196,1.1889315,29.22437822,2.936043215,1.425142008,51.50370305,4.60912309,15.1399991,15.28084884,0.188449565,1.000745509,7.540073548,6.411900422,1.980116455,1.518093982,1.092500526,1.76605938,0.05297986,44.85988369,14.094063,1.185870966,0.426235588,1
R_JS012_FPKM,0.262084343,37.44644942,14.71592018,30.76655434,1.66866254,5.597542868,1.980551518,4.33414535,4.677823262,1.133865103,2.181918752,14.16471871,7.502278541,8.968514123,7.447268032,3.013972667,20.53146473,0.861877304,11.49347484,4.707707477,8.87106897,43.47084474,3.266042409,3.543470495,1.903006248,4.754424183,1.044559611,3.367893308,5.740410652,0.864378915,0.834596139,4.483582733,4.185752622,3.499136722,0.272170201,4.042908991,51.13732132,2.112121786,3.773763411,34.37607323,34.70754887,1.334930032,7.661376472,1.549760819,7.472852418,2.979850964,26.59894003,2.417107348,1.418493778,58.88668721,6.111359301,15.96749125,14.48774545,0.578010942,0.590594045,7.097446989,6.419060145,2.552333626,2.468561118,0.946298393,2.429686477,0.162591768,38.70312422,15.5072922,1.938167776,1.438894167,1
R_JS013_FPKM,0.326935341,29.65898969,9.321739976,37.17430542,1.046797018,4.33693433,3.519873623,4.002714309,3.889525756,0.638615994,2.486674881,14.00108627,16.42759915,0.972888189,9.033873725,1.500973448,37.78026532,0.225271433,7.83649927,4.409034853,8.803971721,69.72716702,1.920589533,4.616434227,2.957603314,5.913391675,0.343464303,2.226628034,5.371724866,0.429976443,0.512998205,5.931826804,1.964945701,0.685951644,0.74699912,1.809981468,34.55306006,2.318565167,5.955425187,70.25819937,31.98065827,0.209334097,11.54625016,1.12737204,6.831298918,3.76702038,66.60432314,2.327147865,0.834189652,63.96853972,4.334230651,12.74549322,14.58252742,0.679796295,1.01882924,4.517813817,4.47362425,1.892358847,1.281318797,0.595098428,1.612014264,0.06374117,60.40448721,25.11453791,1.443715948,0.923057446,1
R_JS014_FPKM,0.432811627,32.29512959,18.52724332,24.38776604,2.171764565,6.651980819,1.43193268,2.860443098,4.265682267,0.519590497,2.228754267,14.44800436,12.77141636,5.904031212,6.225229048,2.4956778,22.54009673,1.071035618,9.650234606,2.911081257,6.716184507,46.09631167,7.084591203,3.22807975,1.824273081,6.489848777,0.730882306,2.515273985,4.182732409,0.524161102,0.44119608,5.585144437,2.387930416,3.388339961,0.44278695,2.100367954,54.38671272,3.000754225,4.347424459,57.5761803,32.11010081,0.868705826,8.058679289,1.49701336,6.156260999,2.47325129,47.76270637,2.902260548,0.416633219,44.47276002,5.498402623,14.14907835,13.34154352,0.940351667,0.704571571,6.257219932,4.900217508,2.146657461,1.8476608,0.739754329,1.114839144,0.044086086,44.36196869,16.87787335,0.980922467,0.780178784,1
R_JS015_FPKM,0.569619817,34.06947105,14.4481879,33.12593246,1.625361883,1.680158608,2.688977727,2.982465562,5.02114172,0.403013388,1.550116572,10.85472342,9.055244405,5.119138981,7.236983525,1.478626852,19.20759024,1.176552223,7.251034679,4.515917771,9.003292381,37.53330382,2.892030502,3.668622947,2.798371832,8.565124918,0.507223798,1.409752853,5.688372712,0.271588702,0.761292996,4.87964813,1.865244218,2.655770948,0.843532763,0.773711795,40.83688434,2.281706757,3.376805747,98.35737513,52.07398961,0.236365194,9.626089928,0.975720213,3.085809024,3.284799821,88.61473027,1.434133134,0.62803684,40.95689933,2.766515395,13.01301121,13.12799818,0.511921202,0.732167482,3.541095576,4.775402679,0.860958914,4.094641875,0.429595497,1.32397285,0.072000517,64.84531543,27.57262699,1.220400143,0.347471393,1
R_JS016_FPKM,0.41641105,31.84140151,19.19319226,36.49427755,2.222086431,3.640001761,2.307584,3.582114733,6.131064497,0.870557818,1.699776094,14.36007588,13.23990984,5.934464202,7.694313511,2.474475504,29.27139029,0.806972819,10.90034372,4.003921652,9.354788273,41.86514938,2.718442301,4.246644392,1.640320637,6.822341383,0.953497423,2.395239506,4.972236482,0.363560776,0.780110797,6.134412917,2.76572307,3.120252617,0.679610575,2.214200249,48.38206631,2.144547084,3.915959979,57.23975125,33.16954896,0.666665612,10.97338913,1.547261617,4.664466492,3.188570516,53.75042498,1.991114478,0.688637936,50.74171728,4.819496162,13.33935866,13.60315043,0.96219779,0.983144512,5.784073574,5.938907297,1.09822287,3.356615883,0.495725223,1.866589639,0.067665432,52.77242309,23.54695136,1.075362102,0.870916196,1
R_JS017_FPKM,0.390778717,38.66374376,20.14454612,25.70580811,2.128763773,2.662599163,0.842148306,3.926437876,6.050619659,0.778515851,2.323364064,14.8263178,11.20097672,5.243101754,4.223331688,3.080288564,24.18176604,1.472526468,9.260969392,4.314703654,7.012101934,38.20063457,1.487778185,3.44733418,1.424340507,10.90536232,0.55266381,1.980769897,5.418764121,0.194790163,0.640100471,5.539962966,2.374457106,5.12430459,0.992077442,1.758744441,58.74552087,2.694401974,2.756696049,53.45414205,36.4789164,0.486479851,8.699944921,1.736973419,3.862910316,0.942005411,46.5156559,2.209941352,1.238690224,37.84162876,6.767843838,14.09432661,10.64811474,1.843465535,0.645776801,5.186440369,5.207761773,1.328953607,3.865064145,0.560252035,1.021839765,0.11111481,46.72738298,21.67666593,1.177358727,0.476752612,1
R_JS018_FPKM,0.66774985,27.55877555,9.789916866,31.40702628,3.231354777,4.495995826,2.287454199,5.681954968,3.772281556,0.96024013,2.120225558,13.24966654,11.71930897,3.43393144,8.800006673,3.569679417,34.81642977,0.658776928,12.22255202,4.299724897,9.460642793,61.53955371,3.329027532,4.200138419,1.108210625,6.85038807,1.098886738,2.418213991,6.098040478,1.212441631,0.784308483,7.837189898,3.035106434,6.240755946,0.832176681,2.751238934,41.62500021,3.487117051,3.764791344,60.63694237,31.8901504,2.176763625,11.36259464,1.600418112,4.906309058,3.966480545,34.40265778,2.077916725,1.325190023,56.37597399,4.490393277,16.48879134,14.12738227,0.588987467,1.203897506,5.515892427,5.593389665,1.893349743,2.799237522,0.817536013,1.428569969,0.124283516,56.54928948,21.06241965,1.448505205,1.866198648,1
R_JS019_FPKM,0.31859392,16.85423234,5.702114798,33.12291967,0.826360395,5.234174591,2.615575471,1.908505654,4.001637318,1.304981366,2.274245563,20.92562449,12.6020466,5.783846527,6.10206356,2.420472259,23.51910391,0.818117361,11.92695524,3.388100902,7.112139404,39.12426584,4.043549895,4.308885212,1.312690997,5.683563355,0.534006153,2.721741662,4.458634159,0.119678426,0.542102445,5.925812715,3.966054197,2.104327325,0.539226888,2.170147002,51.99310528,4.100377952,3.785163787,33.12015089,27.23206904,1.85127461,6.506320431,0.735406608,5.996112655,4.276694818,53.98896475,3.053702516,1.229349963,42.41580141,5.91717101,16.9398426,12.54190464,0.286367462,0.701992374,6.745318522,4.426477616,2.338876816,0.860937253,0.566183506,1.295892227,0.161064387,52.62911729,20.37471214,1.546440552,0.777322816,1
R_JS020_FPKM,0.415389837,35.04352313,12.05790527,41.14917953,2.468556578,5.3631878,3.487811737,3.516667004,4.616231733,0.666530701,2.184853907,12.5077479,16.85493552,5.69895972,10.25674554,1.635350829,43.19975125,0.645056136,10.1345045,5.19975145,10.30183268,60.18105802,1.726002535,4.896178319,2.262115369,4.850497136,0.89011862,2.4344218,6.511563173,0.893694394,0.642561164,5.984221502,2.858993607,3.169163367,0.43134135,3.486390579,33.75148355,2.053197203,4.837129645,79.23354291,30.53988733,0.282187716,18.86502839,1.852337505,4.972989779,3.405669636,57.72812438,2.293383813,1.623770349,77.56610366,4.220318496,14.88871428,15.49028566,1.526966376,0.624083168,4.865575494,6.660970826,1.559414579,2.020554333,0.690283026,2.073642213,0.085924727,72.69250732,31.27478026,1.843130492,1.520347685,1
R_JS021_FPKM,0.735502278,20.58164132,7.966436014,33.35426584,1.40497369,2.822239868,2.34673348,2.738814421,4.12371464,0.61996919,1.9224102,15.52135597,12.45410015,4.93292648,6.009906184,2.743204476,16.32279493,0.772656086,9.386900385,3.49601854,5.396260048,31.98195264,0.763648036,4.028677826,1.207975133,10.42890042,0.31520933,2.054982243,4.022036749,0.226057701,0.441364777,6.128957486,3.032230447,3.740961804,0.76386919,0.817382824,50.16659095,3.358872582,2.256624246,19.39026811,25.48441558,0.0,6.773268698,1.011501195,3.932143714,1.76351642,65.37033021,2.061128445,0.552890012,28.75710977,2.633615348,16.38091679,9.54053459,0.270294665,0.22103909,5.484332653,3.65451072,1.250632601,1.65875838,0.23815455,1.311308777,0.076065651,70.99836619,19.83714194,0.936742794,0.856495968,1
R_JS022_FPKM,0.408672245,35.88470189,23.69010247,27.75029424,3.469413466,3.609642732,1.784228195,3.626236168,3.54710209,0.780252502,1.740696214,13.84868148,9.870020385,7.311719665,8.367515664,2.370978985,26.62700774,0.709292911,11.06807885,3.512951529,8.06903067,35.91556308,3.394966563,4.091559835,2.649388122,12.61172556,0.700554642,1.973309881,5.337686356,0.454105404,0.721537249,7.315921855,3.190267409,6.495615558,0.848884527,2.453846562,44.36247066,2.678685009,3.227739215,52.4897853,37.87982368,2.220480684,10.67306534,1.764162947,4.705769014,2.46547244,58.40627266,1.581097394,1.044499803,50.45740244,4.901518877,13.5464157,13.68709761,1.802785696,0.736812693,5.602127009,5.811363738,1.371729148,3.289019609,0.609202336,1.942871541,0.084504968,52.1069659,19.50234334,1.085744344,0.679922626,1
R_JS023_FPKM,0.379668017,33.28567816,12.66578403,39.45283363,1.450478487,3.802433001,3.825349725,2.581040142,4.76844206,1.156728662,1.641656852,11.04447998,15.76166879,4.707038454,8.187859403,1.652056833,39.00768244,0.589589296,9.387438114,5.304243941,10.23510471,64.36778761,3.154257153,5.685988115,3.478739958,4.433340217,0.585770158,1.744555682,6.164250971,0.466760811,0.62982775,5.710852278,2.411418198,2.534482344,1.182914494,2.342673826,29.29211361,2.121405613,4.974712032,67.45378227,35.05312137,0.515696011,16.29227358,1.465393303,4.684087617,3.171484324,52.16404359,2.223178831,1.312825623,75.0236719,3.282614991,14.26598374,18.08434235,0.55822764,1.368912163,5.137057222,5.72922585,1.911572744,1.309544825,0.552048149,1.624535905,0.078513409,68.26199583,22.54112843,1.299851974,0.379017772,1
R_JS024_FPKM,0.202926661,24.57843713,12.65729734,36.27463837,1.066071156,3.222169509,2.530325184,4.715644866,4.346827008,0.714108364,1.512652022,11.87653494,15.32008834,5.333585036,9.122979661,2.254865137,29.88711627,0.68822252,6.830564921,4.330642396,6.728701295,55.64243266,4.346419229,5.316455966,2.532571172,4.36368576,0.358751926,1.792837942,5.852673076,0.613519871,0.549212385,4.596164444,1.991366848,3.725500667,0.579522564,1.319070312,31.94099552,1.933896503,4.670461311,75.91777697,35.26062713,0.284242019,13.53201535,1.097891241,3.939775975,2.201358905,90.37577631,1.925679698,0.880948525,62.54793207,2.583117564,11.00567317,14.17428028,1.846391281,0.377259422,4.762009425,4.957545872,1.719160193,2.591200351,0.52676091,1.591846915,0.086550252,73.40211327,26.88671779,0.974425763,1.253357031,1
R_JS025_FPKM,0.528461021,30.18320963,9.503277644,40.74141289,1.974018905,3.20791859,3.644424388,5.224755432,4.358584053,0.39357675,1.388095252,8.583747111,13.47587707,1.834720599,11.30890661,1.164368114,39.7546998,0.531029457,8.779671457,6.180957864,10.9073645,64.17796488,7.24483712,4.600157522,3.316399127,4.363696911,0.930087474,1.539288915,6.228789375,0.549740943,0.618085801,3.475697393,1.566370122,1.971163161,0.804939748,1.825594226,30.44137757,1.998844936,5.588047089,77.46177026,35.28573552,0.526487744,13.35903005,1.338949219,3.931239831,2.218160925,69.27313583,2.074781622,1.281831041,70.37607766,2.68508065,10.65286541,16.20708066,0.569909414,0.582206382,3.881036011,4.959834271,1.43775702,1.885107421,0.57770605,0.552725293,0.080156423,91.80191072,33.91041548,1.411732037,0.77364349,1
R_JS026_FPKM,0.382266426,32.78374788,12.15242213,37.38110206,1.57492153,3.5188956,3.987566312,4.170752936,6.549300664,0.76867017,1.077514513,8.180021972,12.52428285,3.245909488,8.997775055,0.999400359,37.12366598,0.508402757,9.356315551,5.144538448,11.06010177,58.20622429,3.082714687,5.474246018,2.244979054,4.641873983,0.41341381,1.560371736,7.310144786,0.08771803,0.700590648,5.751162261,2.048041235,2.005052724,0.513785781,1.464692725,30.21565411,1.275780884,6.747454107,90.89113909,30.94129426,1.007998771,14.36514595,1.673952811,3.594157416,1.893999836,46.40057847,1.621673959,1.171412576,62.61466308,2.462627066,12.98421177,17.07637846,0.0,0.891909025,4.492458368,6.896101767,1.802527276,2.329773605,0.09973838,1.322976953,0.07671398,69.5792649,25.76999875,1.595458195,0.617292078,1
R_JS027_FPKM,0.405545573,29.11596438,12.07536729,30.34582757,1.97591268,5.272872174,0.488531581,4.122329965,3.425336326,0.803661349,2.431489345,15.51604784,13.87562498,5.569702849,9.039116201,0.602828327,44.83687703,0.850462003,9.627136334,5.465308843,7.340829431,70.38996532,2.417286454,4.090858614,1.860991214,2.547985645,0.748113685,2.322477724,5.691427758,0.096294589,0.429867473,4.715174343,2.956559966,1.572267654,0.201440538,1.87238273,40.39245738,2.876094172,5.07295206,79.23729986,34.18821602,2.371045988,12.16824356,1.790127674,6.660276076,0.990116231,58.19489932,2.336370868,1.399706261,71.40082983,4.15005405,13.90008261,16.07777973,0.0,0.611916951,4.90767064,5.499989066,2.377130699,1.646755681,0.568780969,1.314029315,0.030069653,67.73414707,27.20036012,1.394499023,0.580825439,1
R_JS028_FPKM,0.460561991,27.08959837,12.86316014,32.89959697,2.850574807,4.964367212,3.798678879,2.717801543,3.780110099,0.825592428,2.760079886,16.73964714,13.63947845,5.455746833,6.436117295,1.354899696,40.00142079,0.968616102,10.79000365,5.519666391,9.141592943,66.85451846,2.202426127,4.20530102,2.413642968,4.127172273,0.90885373,2.353571644,5.255933628,0.334259892,0.646669881,5.141802786,2.489817268,2.471827034,0.0,2.051940279,42.88036832,2.278753301,4.208899576,100.6031441,28.48790684,0.96012777,17.31491219,2.090024404,5.991857104,3.717973347,64.05750436,2.860585884,0.743962824,60.49854534,4.290691592,14.09739012,14.80435971,1.299345106,0.531052564,5.389744959,4.78371568,1.982527788,1.312897261,0.505295824,0.672177019,0.03653473,70.70708492,28.50541957,1.4037209,0.0,1
R_JS029_FPKM,0.473979321,24.50161592,10.10342166,37.15612728,2.263487112,4.169400264,3.223627349,4.498461855,5.091997561,0.815911208,2.156558111,13.71565192,13.99614735,4.049660279,11.01492846,0.736592416,43.17123028,0.519564664,8.592859354,6.11162016,11.63259946,60.43203399,1.47690726,4.880249167,1.966609028,3.558101822,0.731292562,1.944931715,7.223974639,0.168091871,0.53283409,4.920412773,1.962286685,1.356096757,1.107619305,1.804329265,35.74092799,2.330091892,4.686719603,100.2872765,33.5877229,0.0,19.46426143,1.372076838,4.077171012,3.684437671,54.18255236,2.103905725,1.28271696,68.17226483,2.65962763,12.96061499,17.38287672,0.522754116,0.854508738,4.283286926,5.88179431,1.664245555,2.357994015,0.59073622,1.521046546,0.220535898,69.23141477,26.77094383,1.772067076,0.354812421,1
