,RNU4-31P,RNU6-785P,RNU1-134P,RNU6-915P,RNU6-1076P,RNU6-553P,RNU6-262P,RNU4-62P,RNU6-1016P,RNU1-22P,RNU7-181P,RNU4-82P,RNU6-375P,RNU6-1152P,RNU6-1278P,RNU6-1153P,RNU6-442P,RNU6-30P,RNVU1-4,RNU6-878P,RNU6-1043P,RNU6-223P,RNU6ATAC39P,RNU6-1237P,RNU6-838P,RNU6-322P,RNU6-32P,RNU6-88P,RNU5A-6P,RNU6-118P,RNU6-1262P,RNU6-1128P,RNU6-226P,RNU6-48P,U2.4,RNU6-5P,U6.16,RNU6-1231P,RNU6-595P,RNU6-100P,RNU6-767P,RNU6-877P,Diagnosis
RNA383_FPKM,0.0,1.557221153,0.490532239,0.785804072,0.778248263,0.0,1.396129309,2.491553844,2.583923609,2.562277336,2.188527025,0.578127281,0.809378194,0.0,0.756428219,0.0,0.778248263,0.756428219,2.96251829,1.472281817,0.817553731,0.0,0.0,0.0,0.0,3.930483681,0.756428219,1.619509999,0.697739822,2.381262934,0.843102285,3.714126781,2.269988965,1.513560746,1.271669211,6.810671204,1.557221153,0.785804072,6.053538677,0.763564334,0.0,1.513560746,0
RNA385_FPKM,0.0,0.510141698,0.964319092,0.51509453,1.019787631,1.104769934,0.457368419,3.67183039,2.820963445,3.356915742,3.583385998,0.757556526,1.060579136,0.49583866,0.0,0.505283206,0.0,0.49583866,0.970199087,1.446478638,0.53590643,0.0,0.356072058,0.49583866,0.0,3.604660554,1.487034114,0.530547366,0.457368419,2.08007242,0.552653506,2.432757467,1.487034114,3.469906888,1.110824015,5.948136457,1.529929329,0.0,10.4092388,0.500516383,0.49583866,0.0,1
RNA386_FPKM,0.0,1.695382726,0.0,0.0,1.695382726,0.0,0.760371155,1.356306181,0.938330361,2.790143424,3.574633209,0.0,0.882030539,0.824327607,0.824327607,1.679236224,0.0,0.0,1.612944253,2.404753249,0.890939939,0.0,0.0,0.0,0.0,5.991868587,0.824327607,1.763198035,0.760371155,1.728625525,0.0,1.617612876,0.824327607,0.824327607,1.384936426,6.592201106,0.0,0.0,4.120024869,0.832104282,0.0,0.0,0
RNA39_FPKM,1.755669105,2.380282152,0.0,1.601989094,3.173170706,0.0,0.711590234,1.904225721,3.510742057,3.133003988,1.115465772,0.589603336,3.300097534,0.771443618,0.771443618,0.786137782,0.793696799,1.542101651,1.006127297,2.25044858,0.833782496,0.0,0.0,0.771443618,0.0,6.408772469,0.771443618,0.825444671,0.711590234,1.61769487,3.437601598,0.757288689,4.626304954,4.626304954,0.863899878,13.10904241,0.793696799,0.801402593,9.253395492,1.55664978,0.771443618,0.771443618,1
RNA392_FPKM,0.0,2.642436925,1.110180017,0.0,1.761343297,0.0,0.0,2.11394954,1.948720243,1.739325571,2.47540139,0.654526695,0.916337373,0.0,0.0,0.0,0.0,0.856390068,2.233898815,4.163574027,0.925593306,0.0,0.614991526,0.0,0.848460531,3.556887434,0.856390068,0.916337373,0.789946011,0.898369974,1.908121905,1.680547732,0.856390068,3.423919679,2.397869859,8.560619495,0.881093628,0.0,11.1289694,0.86446922,0.0,0.0,0
RNA409_FPKM,0.0,1.709387997,2.694378397,0.863417747,0.855115653,0.926375291,0.766655413,1.367510398,0.946085404,2.813749592,2.402383132,0.0,0.88932028,0.0,0.0,0.846971695,0.855115653,0.831140448,1.626270608,0.808472981,0.0,0.0,0.596859248,0.831140448,0.0,3.452819492,0.0,0.88932028,0.0,0.871882627,1.851836997,3.262756033,1.661461231,1.661461231,1.861991663,5.816343807,3.419619304,0.0,6.647484255,1.677135394,0.0,0.0,0
RNA41_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54688221,0.0,0.0,2.028739254,0.0,0.0,0.0,0.0,0.0,0.0,0.701258183,0.0,0.682132959,0.0,0.0,0.503588091,0.0,0.0,0.0,0.701258183,0.0,1.294195731,1.471830439,0.0,1.377309219,0.0,0.701258183,1.964858823,8.417245995,0.0,0.0,1.403053316,0.0,0.0,0.0,0
RNA418_FPKM,0.0,1.515180989,0.0,0.0,2.272033092,0.0,0.679219064,0.606072396,1.676370456,0.498667161,3.193127589,0.0,0.787894115,0.0,0.0,0.750375347,0.0,2.208331229,0.480423241,0.716267377,0.0,0.0,0.528787996,0.0,0.729531588,6.118820377,0.0,1.575788229,0.679219064,0.77244521,0.820723036,2.16781139,2.208331229,0.73634964,0.412510008,8.834760297,1.515180989,0.0,7.362061018,2.229164543,0.0,0.73634964,0
RNA431_FPKM,0.781883029,2.120105905,1.336309177,0.0,4.241212805,0.0,0.950392302,8.482025212,3.519581113,2.093928004,4.470819252,0.0,1.102455071,1.030331842,0.0,3.150863092,0.0,1.030331842,3.361778285,2.004463765,1.113590981,0.0,2.960309609,1.030331842,0.0,3.212044899,0.0,2.204910142,0.0,4.32437384,0.0,10.11617686,1.030331842,3.091968455,2.309351475,8.244600593,0.0,0.0,12.36690089,0.0,0.0,0.0,1
RNA44_FPKM,0.570247527,2.320163476,0.487302432,0.0,3.093287526,0.0,0.6931457,1.856130781,4.277731957,1.527196212,2.173105439,1.148641446,0.804049012,0.751447675,0.0,1.531521929,1.546248101,1.50289535,1.961596968,2.193609104,2.437343449,0.0,1.079260419,0.0,0.0,7.027268997,0.751447675,1.608098025,0.0,2.365656877,1.675102109,2.951393603,0.751447675,4.509455189,3.368175433,12.77691789,1.546248101,0.0,8.267462703,0.758536804,1.50289535,0.0,1
RNA442_FPKM,0.0,0.764224208,0.481692834,0.0,0.764224208,0.0,0.685166531,18.95505877,0.0,0.0,2.148089665,0.0,1.589586352,0.0,0.0,2.270837645,0.764224208,0.0,0.969259971,1.445078502,0.80282139,0.0,3.201010766,0.0,0.735919607,3.08657544,0.742797361,0.794793176,0.0,2.337626988,0.0,1.458336103,0.742797361,1.485594721,0.832244163,9.657761924,0.0,0.0,0.742797361,0.749804883,0.0,0.742797361,0
RNA454_FPKM,0.698688635,0.0,0.0,0.0,0.947260553,1.026198932,0.0,2.272715104,1.048032952,0.623513275,2.661322513,1.406699043,0.985150975,0.0,0.0,0.938239024,0.0,0.920701846,1.200840646,1.790344236,0.0,0.0,1.321730644,0.0,0.912176829,3.824932631,0.920701846,0.0,0.0,1.930763392,1.026198932,3.614385881,4.602646341,1.840540803,1.546874154,6.443187145,2.84089388,0.0,5.522485299,0.929387712,0.920701846,0.920701846,0
RNA457_FPKM,0.0,0.553705852,0.349002476,0.0,2.767589977,0.599848006,0.496425936,2.656660951,3.062014443,3.64310046,6.222809435,0.0,0.575854086,0.538181388,0.0,0.548432463,0.553705852,1.075906304,1.403926519,3.139690215,1.162848228,0.0,0.0,0.538181388,0.0,1.67677071,0.538181388,1.151219745,0.496425936,2.821856448,0.599848006,3.696801213,1.075906304,2.151812608,0.904227137,3.227718912,1.106942063,0.559081637,9.145431822,0.543258571,0.538181388,0.0,0
RNA466_FPKM,0.576142977,3.123727287,0.984680724,0.0,2.342610366,0.846209997,0.0,0.624893536,4.320253166,0.51415291,4.390103214,0.0,0.0,0.759216446,0.0,0.773677712,0.0,0.759216446,0.495342437,0.738510543,0.0,0.0,0.545209126,0.0,0.752186664,4.731455896,0.759216446,0.812361597,0.700311722,1.592865877,1.692419995,2.235151175,2.276929702,2.276929702,0.425320208,8.349941635,0.0,0.0,12.90452067,0.0,0.759216446,0.0,0
RNA471_FPKM,0.0,2.608576522,0.986647985,1.053877641,2.608576522,0.0,0.935770664,1.669572599,4.040865482,2.747397948,3.666107545,0.775352836,1.627969175,0.506986172,0.0,0.516643052,0.521610773,1.014480346,1.654219258,2.46629053,0.547954752,0.0,0.364077318,0.506986172,1.00508701,5.795007701,0.506986172,1.627969175,0.467651038,1.59604821,1.695801224,2.987099403,3.042933037,2.02845269,0.568321451,4.056905381,2.608576522,0.526674955,11.66372997,1.024050916,0.506986172,0.0,0
RNA476_FPKM,0.0,1.729114965,0.0,0.873393693,2.594110642,0.0,0.0,1.383291972,6.697176213,3.415031731,1.2156696,0.642568217,0.899595504,0.0,0.0,0.856757623,0.864995677,0.840743462,0.548533844,3.270427793,0.908682327,0.840743462,0.0,0.840743462,0.0,2.619296182,0.840743462,2.697875068,0.0,0.881956377,0.0,1.649797765,2.521378568,1.680635106,0.47099241,5.042757136,0.0,0.0,5.883500598,0.848675004,0.0,0.0,0
RNA483_FPKM,0.471854295,1.919176604,0.806441886,0.0,1.919176604,0.0,0.0,1.023560856,2.83175603,1.263255486,1.798147449,0.475224683,0.665314556,0.0,0.0,1.267265821,0.639725535,0.621789305,1.217038822,1.209662829,0.672034905,0.0,0.893039673,0.0,0.0,3.230257499,0.621789305,1.330629112,0.0,2.609657518,0.693035996,1.83114098,1.865367914,3.10950021,0.348332228,11.81565785,0.639725535,0.0,12.43744715,0.0,0.621789305,0.0,0
RNA488_FPKM,0.512547803,1.389793082,0.0,0.701643109,0.0,0.0,0.623010692,0.0,3.074539665,2.286556764,2.928884976,0.0,0.722692403,0.0,0.0,1.376556957,0.0,0.67541346,1.762236149,1.313986186,0.0,0.0,0.0,0.0,0.0,2.805890568,0.67541346,0.722692403,0.0,1.417043926,0.0,1.988417323,1.350826921,0.67541346,1.513124233,6.752821846,0.0,0.0,5.401994925,0.681785285,0.0,0.0,0
RNA499_FPKM,0.0,1.469851291,0.0,0.0,1.469851291,0.796564179,0.0,1.175881033,2.439730802,0.967497052,6.197210847,0.546215437,0.0,0.0,0.0,0.728287249,0.0,1.428640507,0.932100819,1.389677584,0.0,0.714674403,0.513222558,0.0,0.708057048,5.936486766,0.714674403,1.528645342,0.659225527,3.747051271,0.796564179,2.804853839,2.857281014,1.428640507,3.201351502,5.714562028,0.0,0.742428749,7.857876938,0.0,0.0,0.0,0
RNA50_FPKM,0.526981187,0.0,0.0,0.0,0.0,0.774003619,0.0,4.571355221,2.370571723,0.0,0.0,0.0,0.0,1.388866307,0.0,1.415320903,1.428929758,1.388866307,0.906150578,1.350988135,0.750548964,0.0,0.0,0.0,0.688003217,5.049040112,1.388866307,1.486086948,0.0,2.184644529,0.774003619,0.681691261,0.0,1.388866307,2.722780793,13.88569857,0.0,0.0,0.694433153,0.0,0.0,0.0,1
RNA504_FPKM,0.0,1.142743934,0.240170529,0.384739196,1.142743934,0.412793096,0.682907172,1.218726645,0.84273651,3.008496419,2.141006269,0.283058123,0.396281372,0.370356423,0.0,0.754449828,0.761704153,0.740347962,0.966063804,5.041451511,0.80017406,0.0,0.265960653,0.370356423,0.0,3.076776411,0.370356423,1.188453692,0.341621873,0.776639529,0.8251795,1.453527192,1.480695924,2.961756732,1.451726875,3.331748272,0.761704153,0.0,5.553157041,0.373850351,0.740347962,0.370356423,0
RNA519_FPKM,0.0,0.807834713,1.018825916,0.0,1.616406501,0.0,0.724265604,1.293125201,1.788364639,3.723630623,2.271706434,0.0,0.840148101,0.0,0.0,0.800141049,0.0,0.0,0.512285428,3.056477747,0.0,0.0,0.0,1.571086692,0.0,3.264199536,0.0,0.840148101,0.0,1.648100746,2.626261315,3.855296902,3.142173385,0.785185141,2.640412713,10.2117053,0.807834713,0.0,3.142173385,0.0,0.785185141,0.0,0
RNA52_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.446287886,2.666366885,0.0,0.0,0.0,0.0,0.0,0.0,1.193516606,0.0,1.757172198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.692178637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.442003734,8.201723062,19.91125477,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA521_FPKM,0.0,1.087334051,0.0,0.0,1.631001077,0.0,0.0,1.304800862,2.406015773,3.220710987,0.764072577,0.807733867,0.565413707,0.0,0.0,0.538489244,0.0,1.585272075,2.068586732,2.056049842,0.571124956,0.0,0.379472286,0.0,0.0,3.842617424,0.528424025,0.565413707,0.487425609,1.108654327,1.177945222,1.037456343,1.05684805,2.642120125,0.888084356,7.397351162,0.0,0.0,7.397351162,1.066818314,0.528424025,0.528424025,0
RNA528_FPKM,0.0,1.673061808,0.0,0.0,1.673061808,0.0,0.0,4.685481924,2.776989639,2.753887481,5.87992192,0.621704271,0.87038598,0.0,0.0,0.0,0.836909596,0.813444841,1.591689183,2.373063873,0.879177758,0.0,0.0,0.813444841,0.0,0.845034932,0.813444841,0.0,0.750332741,0.853319588,0.906652063,1.596315854,2.439598374,2.439598374,1.822385466,6.506086431,0.0,0.845034932,10.57183834,0.821118849,0.813444841,0.0,0
RNA53_FPKM,0.447584306,1.21364206,0.0,0.612712496,0.60682103,0.657389449,0.0,0.970913648,2.014129377,3.195412007,2.558488668,0.0,2.524375486,0.0,0.589807356,0.601041782,0.0,2.359229426,1.924066681,2.868608506,0.0,0.0,0.423552934,0.589807356,0.584346177,1.225424993,0.589807356,0.0,0.0,3.093597409,0.657389449,3.473911219,1.179614713,4.128651495,2.312909476,7.667495634,0.0,0.0,7.667495634,0.595371577,0.589807356,0.0,0
RNA535_FPKM,0.565017013,0.766032681,0.48283272,0.773469892,0.766032681,0.829868738,0.686787921,9.808294758,0.84752552,1.008954336,2.154253852,0.569052849,0.796673989,0.74455513,1.489857804,1.518236048,0.766032681,0.0,2.429371839,2.173474399,0.0,0.0,1.069897886,0.74455513,0.0,1.54771636,0.0,1.594147851,0.686787921,3.12499591,0.0,2.924308099,2.234412934,1.489857804,5.841170332,11.17131712,1.532834472,0.0,2.978968063,1.503913067,0.0,0.0,1
RNA58_FPKM,0.605521409,4.105500855,1.552818495,0.828917656,2.463606266,0.0,0.0,1.313515671,1.816564226,2.702354993,4.616129328,0.0,0.853785186,0.0,0.797930081,0.813128749,1.641894589,0.797930081,1.5622869,1.552336702,0.0,0.0,0.573010192,0.797930081,0.790541839,4.974277743,0.797930081,0.853785186,0.0,3.348956571,0.889359569,5.483753451,2.394533193,0.797930081,0.894015902,11.97118006,0.0,0.0,8.778716789,2.417123129,0.0,0.0,0
RNA6_FPKM,0.0,0.78561705,0.495176807,0.0,0.78561705,0.0,0.704346321,0.62849364,2.606631096,1.033665505,3.311125986,1.166565355,0.817041732,0.763590404,0.0,1.555420474,0.78561705,0.763590404,0.498196178,4.454969509,0.825294679,0.0,0.0,0.763590404,0.0,7.136601641,0.763590404,1.633191498,0.704346321,2.402189441,0.0,2.247920394,0.0,2.289937598,1.710615163,13.73962559,1.57037644,0.0,6.10622239,0.0,0.0,0.0,0
RNA60_FPKM,0.591594326,7.221118631,0.505544242,0.0,3.209104928,0.0,0.719093103,0.641652307,1.775716091,0.527941772,1.127227026,0.59582,0.0,0.77957757,0.77957757,2.384115358,0.802065384,2.339552454,1.017788491,1.517430115,0.842573737,0.0,0.559830872,0.77957757,0.772359259,4.860817719,0.0,0.834147999,3.596977803,2.454236397,0.868904166,1.531351492,0.77957757,4.679104907,1.310639333,13.25773715,1.60497416,0.0,8.578632245,0.786932075,0.0,0.0,0
RNA62_FPKM,0.0,2.450773163,0.0,0.0,3.267923034,0.0,0.732617125,1.306898634,4.518906717,2.151037946,4.592756696,0.607025618,0.849835865,0.794239127,0.0,0.809367491,0.817149871,0.794239127,0.518192601,2.317094627,2.574549586,0.0,0.0,0.0,0.0,1.649483713,0.0,2.54880409,0.0,1.665655122,0.0,3.118018308,0.794239127,2.382059897,0.444940244,11.11606036,2.450773163,0.0,7.940418818,0.801731949,0.0,0.0,0
RNA63_FPKM,0.0,2.851410475,0.449217097,0.0,2.138710273,0.0,0.0,1.140808057,2.366232642,0.46911912,5.00987724,0.529434436,1.483050474,0.0,0.692717953,1.412429023,1.426010071,1.38602848,0.451956226,1.348227703,0.0,0.0,0.0,0.0,0.0,3.599329279,0.692717953,0.0,0.638972595,2.180645769,0.0,4.761216127,2.771464387,2.078746434,0.388067126,11.77916807,0.0,0.0,6.236239301,0.0,0.0,0.0,0
RNA64_FPKM,0.0,2.891953434,0.0,0.730387282,1.445976717,0.0,0.0,1.735472836,9.598824164,0.476138545,2.032183494,0.537356358,0.0,0.0,0.0,0.716475143,0.723364327,0.0,0.0,0.0,0.0,0.0,0.0,0.703083085,0.0,3.650417934,0.0,3.759930472,0.0,2.211877143,0.0,2.069829987,4.216305941,2.810870627,1.968549985,13.35200091,0.0,0.0,6.32482434,2.128410081,1.405435314,0.0,0
RNA66_FPKM,1.028333572,3.486447259,0.0,0.0,1.394183016,0.0,0.625274371,2.789157807,0.771615182,1.376752283,2.939552173,0.0,0.725318271,0.0,0.0,0.0,0.697421414,0.677867543,0.0,0.659380246,0.0,0.0,0.0,0.0,0.0,1.407718774,0.0,2.900586878,0.0,2.132616282,0.0,1.995659273,1.355093773,0.0,3.037263747,29.14060859,0.697421414,0.0,8.132486575,1.367877676,0.0,0.0,0
RNA67_FPKM,0.589259873,2.395808588,1.006536067,0.0,1.596908183,0.0,0.0,2.555767194,3.534571652,1.576987932,3.36708234,0.593468872,0.830856421,1.552135057,0.776501328,1.581699534,0.798900405,0.776501328,2.02591302,3.774932221,0.0,0.0,0.557621759,0.0,0.0,7.257206597,3.880771442,1.660784511,1.431710785,7.328355682,1.729983865,3.048162709,3.105137713,2.328636385,2.174044734,13.19618458,1.596908183,0.0,9.314545539,0.783826812,0.0,0.0,0
RNA69_FPKM,0.552542399,1.49747085,0.0,0.756392993,4.493181667,0.0,0.0,1.797272667,1.656776259,1.47876865,2.104553627,1.112406917,1.557369684,0.728116619,0.0,0.0,0.749119983,2.183602305,0.475051697,2.124049515,0.786954326,0.0,0.0,0.0,0.0,3.780411797,0.728116619,2.336454467,0.671624813,3.817474657,0.811546649,4.287072416,3.639087991,0.728116619,0.815376798,10.18989491,0.749119983,0.0,5.822690296,0.734985644,0.0,0.728116619,0
RNA7_FPKM,0.584993352,3.967035196,0.49990341,1.602366979,3.173191579,0.0,0.0,1.904060473,3.510765151,1.044581005,4.459620598,0.0,1.650437988,0.770879091,0.0,0.0,0.0,0.770879091,0.502951602,3.000108402,0.0,0.0,0.0,0.770879091,0.763741321,1.602366979,0.770879091,2.475278615,0.0,4.853487481,0.0,1.514163292,5.39827532,1.54246541,0.864103659,11.56742973,3.967035196,0.0,6.940033501,0.778151535,1.54246541,0.770879091,0
RNA72_FPKM,0.541449432,3.671919096,1.388557442,0.0,2.937838615,0.0,1.316962138,1.175135446,4.875561958,2.900650785,3.09610781,0.0,0.763443699,2.855469309,0.713498784,0.727089237,0.73408048,0.0,0.931509805,2.082836163,0.771155252,0.0,1.02528596,0.0,0.706892314,2.224388135,0.0,1.52767608,0.65814112,5.990886588,0.795253853,2.101944752,4.996702747,0.713498784,1.99936956,16.41857998,3.671919096,1.48318066,7.852172056,2.161433754,0.0,0.0,0
RNA74_FPKM,0.505951624,0.0,0.0,0.0,0.0,0.0,0.0,7.136354137,1.518697189,0.0,1.929155888,0.0,0.0,0.666721299,0.0,0.679420752,2.744575901,0.666721299,2.17545776,1.94633377,0.720597767,0.0,0.478786436,0.0,0.0,3.463835657,0.0,0.71339179,0.0,2.098987399,0.0,0.654487881,0.666721299,2.667625175,1.120925208,5.33525035,0.0,0.0,1.334182577,1.346769205,0.666721299,0.0,0
RNA75_FPKM,0.0,0.0,0.0,0.0,0.625632439,0.0,0.0,8.009169267,1.384378163,0.823617388,0.879267212,0.0,0.0,1.216182685,0.608091343,1.23934807,0.625632439,1.824274028,1.587395779,2.958169831,0.657230037,0.0,0.436683045,0.0,0.0,5.68603666,0.0,0.650657737,0.0,0.637899742,2.033305427,0.0,0.0,0.608091343,1.362999517,12.77187557,0.625632439,0.0,1.216182685,1.227656107,0.608091343,0.0,0
RNA78_FPKM,1.13784503,1.542655282,0.486351759,0.779107187,1.542655282,0.0,0.0,1.851416843,1.706767545,1.523317656,2.168056071,0.573200288,0.802480403,0.749981685,0.749981685,0.76426705,1.542655282,0.749981685,1.956538406,2.188038087,0.810586266,0.0,0.538577452,0.749981685,0.0,0.779107187,0.0,1.604361493,0.0,1.572903424,0.0,2.208111831,4.498209793,0.749981685,2.519939517,11.24580453,2.314271054,0.779107187,5.248191478,0.0,0.0,0.749981685,1
RNA86_FPKM,1.096828778,2.230570063,0.0,0.750742028,0.743523354,0.0,1.33321429,2.379274733,4.113107917,2.447038887,4.179806964,1.104663269,3.093057153,0.0,1.44535381,0.736442179,1.487046708,0.722676905,1.414507845,3.514837674,0.781075039,0.0,0.518969321,0.0,0.715985452,9.008082949,1.44535381,1.546528577,0.666607145,2.27430673,2.416450901,0.709416778,2.89070762,2.89070762,2.833952889,13.00739362,1.487046708,0.750742028,7.94865528,0.729494612,0.722676905,0.0,1
RNA87_FPKM,0.619108708,1.677796078,1.057519952,0.847517746,1.677796078,0.0,0.752537309,2.685226522,5.569896171,2.209363594,2.357983678,0.623530913,0.872943279,0.81583484,0.81583484,0.0,2.517164616,0.81583484,1.596250732,4.759729455,0.0,0.0,0.0,0.0,0.0,1.694085361,0.0,1.744907921,0.0,2.566520784,3.636244249,2.401698349,2.446589907,5.709014653,1.827641088,6.524849493,2.517164616,0.0,6.524849493,0.823531395,0.81583484,0.81583484,0
RNA89_FPKM,0.0,1.447192804,0.456085005,0.0,0.723596402,0.0,0.0,2.315014142,0.800574743,0.952582605,1.016946295,0.537528756,0.752540258,0.0,0.703308652,0.0,0.0,0.0,1.835072186,1.368255015,0.0,0.0,0.0,0.703308652,0.0,0.73062161,0.0,0.752540258,0.0,2.95050822,0.0,0.690403906,0.0,0.703308652,6.302992767,11.25113662,0.0,0.0,2.812634004,0.70994364,0.0,0.0,0
RNA94_FPKM,0.0,5.222717993,0.0,0.0,3.730759253,0.0,0.0,3.581390898,0.0,0.0,0.0,0.0,23.27993774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.520202105,0.0,0.0,0.0,0.0,0.0,0.0,9.427509234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA95_FPKM,0.0,3.121320212,0.491976224,0.788117251,0.780539201,0.845584134,0.699793766,3.120818258,6.905825518,3.595307135,3.289746286,0.579829121,2.434412252,0.0,0.0,1.545382365,0.780539201,3.033806561,3.958217065,1.475137712,0.0,0.0,0.544805885,1.516496713,0.751630341,6.302403871,0.758654924,2.434412252,0.699793766,3.182522569,0.845584134,1.488671085,3.791648351,4.550303275,0.84955575,9.100606549,8.582584845,2.363507041,12.8922549,0.765812046,0.0,0.0,0
RNA97_FPKM,0.678233002,2.758582305,0.0,0.0,2.758582305,0.0,0.824403907,2.206865844,4.069398011,9.684817868,1.292308828,0.683077523,1.912617065,0.0,0.0,0.0,1.83905487,1.787492584,1.749344876,3.477485573,0.0,0.0,0.0,0.0,0.0,4.642274429,0.893746292,0.956308532,0.0,2.812672154,0.996154721,0.0,2.681238876,8.044721967,0.500685096,6.257229383,7.35725382,0.0,3.574985168,1.804355722,0.0,0.0,0
RNA98_FPKM,0.706652904,3.832233055,0.0,0.0,1.916116528,0.0,0.858948788,1.532893222,4.239917423,1.261241259,2.692920525,0.711700425,2.989141783,0.931196817,0.931196817,0.948933899,0.958058264,0.931196817,2.430196572,1.811601081,1.006445045,0.0,0.668711808,0.931196817,0.0,7.738878403,0.931196817,0.996380594,0.0,3.90737488,3.113689357,0.914110637,2.793590451,2.793590451,9.91163942,9.311968171,0.0,0.9673598,6.51837772,1.879963386,1.862393634,0.0,1
R_JS001_FPKM,0.660198396,4.474271462,0.564169539,1.806410781,5.368236237,0.969666394,3.20893326,4.29458899,10.88958299,3.533522586,6.288165298,1.329002218,2.791482843,1.738881406,0.0,0.886552132,2.684118119,5.217724941,2.837342878,4.230220291,2.81967964,0.0,0.0,0.869981064,0.0,2.710177518,0.869981064,3.722362582,0.802482533,4.562002275,3.877461023,3.415011543,1.738881406,5.217724941,3.410390275,6.957687069,0.0,0.0,9.566549539,0.878188433,0.869981064,0.869981064,1
R_JS002_FPKM,2.740570974,5.573023559,1.170751168,0.0,4.953643545,1.341990032,1.11061244,5.448868242,4.795355395,2.852932956,7.832357435,0.460110868,3.220049859,0.0,0.60201422,1.839751836,3.096201787,3.611406611,3.141334931,7.025167209,0.650661834,0.0,1.296469415,1.20402844,1.788647618,3.751655411,1.20402844,4.507634071,0.0,2.525386905,1.341990032,4.726412189,6.018784782,6.620120294,4.720415895,18.05567564,4.953643545,0.625393413,8.426162954,1.215387199,0.0,0.60201422,1
R_JS003_FPKM,1.13518255,6.154632398,1.454609181,0.0,5.385109611,0.0,1.379833962,1.84623473,3.404690263,6.076725659,5.406368304,2.286006319,0.800303698,0.747947381,0.747947381,1.524387996,0.0,1.495894763,1.463478749,2.181913772,0.0,0.0,1.074233152,0.747947381,0.741021943,6.991379992,0.747947381,2.400105149,0.689916981,1.569222937,0.833649685,2.201931329,1.495894763,4.486931068,2.51362107,4.486931068,0.0,1.553987763,10.46900368,0.755003489,1.495894763,0.0,1
R_JS004_FPKM,1.118417197,1.516315623,0.477869166,0.0,1.516315623,0.821337629,1.359455386,6.671069254,4.194064488,2.495202923,5.32759543,1.689608837,3.153936495,0.73690105,0.73690105,0.750937261,1.516315623,0.73690105,2.884698014,4.300822493,0.79644861,0.73690105,1.587551927,2.210703151,0.730077892,6.888759012,1.4738021,3.153936495,0.679727693,2.319070952,1.642675258,1.44675986,1.4738021,2.947604201,2.476913478,8.105037411,3.032631245,0.0,12.52644371,1.487705894,0.73690105,0.0,1
R_JS005_FPKM,0.0,4.759259103,2.999775434,0.800910917,7.138888654,1.718621343,0.711153659,3.807407282,7.020751017,3.132676878,10.0330327,2.946208016,3.299752978,1.541940644,0.0,0.785655471,2.379629551,2.312910966,4.024088997,2.999775434,0.833270954,0.770970322,1.107299657,0.770970322,1.527663416,5.606376419,1.541940644,1.649876489,0.711153659,4.043814924,2.577932014,3.784120387,3.083881288,8.481466721,3.45523872,6.938732897,3.172839402,0.800910917,12.33631833,3.112974507,1.541940644,0.0,1
R_JS006_FPKM,1.181513384,4.805578474,0.50455747,0.0,7.207937796,0.0,0.717689504,0.640399865,4.430199539,2.108777052,3.376288778,1.784609783,0.832519825,1.556947543,0.0,0.792876024,1.601859491,3.891950997,1.523447375,2.271321542,1.682761486,1.556947543,0.558738137,0.0,0.77085169,7.277917775,2.335003454,0.0,0.0,5.716001409,0.867208151,1.528379698,3.113895086,3.113895086,1.744433373,8.562793625,4.004218814,0.0,10.11974117,1.571635727,0.778055911,1.556947543,1
R_JS007_FPKM,1.07497547,1.457418666,0.918615402,0.736202478,0.0,0.789883908,1.306651218,2.915168752,3.225843103,2.398556568,4.09769259,0.54163468,0.758288552,0.70868089,2.83391824,2.165718061,2.186542274,1.41655646,3.235021213,5.512475765,2.296973702,0.0,1.017258666,1.41655646,0.70211903,6.623312518,0.70868089,1.515715412,0.653697028,7.430822308,0.789883908,4.172484339,0.70868089,5.66703116,4.762311968,12.04274321,1.457418666,0.0,12.75061878,1.4299202,0.0,0.0,1
R_JS008_FPKM,1.825513751,6.598777261,1.039807326,0.0,2.474975375,0.894054481,2.958072565,3.299735752,5.475581131,5.429373696,10.43381169,2.450974411,1.715682088,0.802142338,0.0,0.81742124,1.649694315,1.603441204,2.615644193,3.899687707,0.866961921,0.802142338,1.151464488,0.802142338,0.794715094,10.82755809,0.0,5.147046263,0.739907157,2.523504303,1.787168841,4.722060792,4.009024745,5.612465949,2.69478862,7.215907152,0.0,0.833293497,19.24213792,4.046845733,0.802142338,0.802142338,1
R_JS009_FPKM,1.948321111,4.401547696,1.664928949,0.88903973,9.684495323,0.0,1.578811934,9.156382292,4.869797451,4.056349018,7.423406116,0.65407923,1.831421844,1.7116092,0.8558046,2.61631692,0.0,1.7116092,2.791225368,7.491321174,0.0,0.0,0.614571089,1.7116092,0.847880483,4.444281169,2.5674138,1.831421844,0.0,6.283364165,2.861596631,1.680203527,2.5674138,3.4232184,1.438289406,6.845553617,1.760982542,0.88903973,10.26877202,4.318499626,0.8558046,0.0,1
