,RNA5SP494,RNA5SP493,RNA5SP82,RNA5SP37,RNA5SP498,RNA5SP310,RNA5SP317,RNA5SP207,5S_rRNA.3,RNA5SP312,RNA5SP450,RNA5SP434,RNA5SP295,RNA5SP449,RNA5SP39,RNA5SP383,RNA5SP155,RNA5SP284,RNA5SP392,RNA5SP490,RNA5SP437,RNA5SP244,RNA5SP78,RNA5SP195,RNA5SP311,RNA5SP108,RNA5SP151,RNA5SP483,RNA5SP307,RNA5SP390,RNA5SP203,RNA5SP324,RNA5SP219,RNA5SP393,RNA5SP283,RNA5SP290,RNA5SP479,RNA5SP474,RNA5SP395,RNA5SP377,RNA5SP132,RNA5SP464,RNA5SP237,RNA5SP21,RNA5SP131,RNA5SP260,RNA5SP217,RNA5SP492,RNA5SP340,RNA5SP496,RNA5SP345,RNA5SP315,RNA5SP425,RNA5SP196,RNA5SP466,RNA5SP427,RNA5SP248,RNA5SP477,RNA5SP452,RNA5SP221,RNA5SP33,RNA5SP159,RNA5SP357,RNA5SP74,RNA5SP69,RNA5SP282,RNA5SP320,RNA5SP354,RNA5SP146,RNA5SP141,RNA5SP111,RNA5SP376,RNA5SP212,RNA5SP152,RNA5SP245,RNA5SP88,RNA5SP294,RNA5SP52,RNA5SP363,RNA5SP247,RNA5SP465,RNA5SP229,RNA5SP129,RNA5SP364,RNA5SP20,RNA5SP507,RNA5SP370,RNA5SP122,RNA5SP197,RNA5SP371,RNA5SP473,RNA5SP344,RNA5SP209,RNA5SP154,5S_rRNA.4,RNA5SP394,RNA5SP67,RNA5SP435,RNA5SP298,RNA5SP369,RNA5SP372,RNA5SP289,RNA5SP367,RNA5SP386,RNA5SP432,RNA5SP124,RNA5SP65,RNA5SP296,RNA5SP174,RNA5SP469,RNA5SP97,RNA5SP341,RNA5SP25,RNA5SP482,RNA5SP297,RNA5SP327,RNA5SP18,Diagnosis
RNA521_FPKM,1.314915597,0.621333744,4.302060812,0.869867241,3.298246622,0.487425609,0.974851218,1.05684805,0.491664093,1.462276828,1.108654327,0.467284055,0.0,1.304800862,2.355890444,5.182437186,0.438305199,1.437492475,0.504833667,0.415745373,0.0,0.504833667,1.437492475,0.483259578,0.487425609,0.0,1.449778735,0.0,0.487425609,0.0,1.247236118,0.52353121,0.500366112,0.0,0.475137569,0.890415286,0.0,1.256474904,0.479164158,0.0,0.958328316,0.0,0.0,0.588972611,0.475137569,0.0,1.242667487,0.0,0.528424025,0.0,0.52353121,0.487425609,0.0,0.554327163,0.0,0.0,0.445207643,0.475137569,0.0,0.0,0.0,0.548945346,0.950275137,0.0,0.483259578,0.0,0.0,0.415745373,0.0,0.0,0.0,0.504833667,0.0,0.0,0.0,0.0,0.0,0.421950527,0.0,0.538489244,0.0,0.571124956,0.479164158,0.0,0.0,0.0,0.467284055,0.52353121,0.0,0.0,0.0,0.543667026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491664093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500366112,0.0,0.467284055,0
RNA528_FPKM,0.674717814,0.95646811,1.891287261,0.669527677,3.62595185,0.0,1.499986449,1.626153533,0.756857374,1.499986449,0.853319588,0.0,0.0,1.338449446,2.9006302,2.17530855,2.023542838,2.212178187,0.777130339,0.0,0.0,0.777130339,0.737615237,0.743919641,0.0,0.0,2.231085693,0.0,0.750332741,0.77025308,1.919389897,0.805912944,0.77025308,0.0,0.73141679,0.0,0.743919641,0.967095533,0.737615237,0.0,0.737615237,0.0,0.0,0.906652063,0.73141679,0.0,0.95646811,0.763496474,0.0,0.0,0.805912944,0.750332741,0.0,0.853319588,0.805912944,0.73141679,0.685343291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707630878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649541776,0.756857374,0.0,0.0,0.0,0.737615237,0.0,0.0,0.0,0.719327256,0.0,0.0,0.0,0.696308784,0.0,0.0,0.784131514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036173786,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA53_FPKM,1.467660166,0.0,1.371943199,0.970913648,0.525911559,0.544046441,1.088092882,3.538844139,0.548777279,3.264278645,0.618719482,0.521565183,0.0,1.456370472,2.629557797,4.733204035,0.489220055,0.0,0.563476671,0.0,0.489220055,0.563476671,2.674126574,2.157585885,0.544046441,0.0,1.618189414,0.0,0.0,0.558490152,0.928079223,0.0,1.675470455,0.0,0.530330984,0.0,0.0,0.0,0.0,0.0,0.534825315,1.753038532,0.0,0.0,0.0,0.0,0.693509749,0.0,0.0,0.578985203,0.0,0.544046441,1.126953342,0.618719482,0.0,0.0,0.0,0.530330984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513084448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809094707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481751047,0.0,0.0,0.0,0.548777279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA535_FPKM,1.235773528,0.0,2.598719391,0.0,3.320141514,0.686787921,0.686787921,1.489857804,0.69275999,0.686787921,0.78105293,0.658408255,0.658408255,2.451919868,2.656246523,5.977054598,1.853350263,0.0,0.711316061,0.0,0.0,0.711316061,0.0,0.0,0.0,0.680917939,1.362519531,0.0,0.686787921,0.0,1.757957235,0.737661101,0.0,0.0,0.66947394,0.627302353,0.0,0.885193321,0.675147448,0.0,0.675147448,0.737661101,0.0,0.0,0.0,0.717724314,0.0,0.0,0.0,0.730893568,0.737661101,0.0,0.0,0.78105293,0.737661101,0.0,0.0,0.66947394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737661101,0.642479023,0.0,1.943757593,0.0,0.788786127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730893568,0.804721201,0.675147448,0.0,0.0,0.0,0.658408255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA58_FPKM,0.661848982,0.0,2.784946214,1.313515671,2.846613086,0.0,0.736021712,4.788323435,0.742421901,1.472043424,0.8370443,0.705607592,0.0,3.284400684,0.711487655,5.693226172,0.661848982,0.723546768,0.762308202,0.627783225,0.661848982,0.762308202,0.723546768,1.459461857,0.736021712,0.0,2.189872237,0.0,2.944772158,0.0,0.627783225,0.0,0.755562112,0.0,0.717466543,0.0,0.0,0.0,0.723546768,0.0,0.0,0.0,0.0,0.0,0.0,0.769175843,0.0,0.0,0.0,0.0,0.0,0.736021712,0.0,0.8370443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783289162,0.0,1.581083678,0.0,0.0,2.083049201,0.0,0.845331867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723546768,1.094596393,0.0,0.705607592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA6_FPKM,1.266039921,0.897848057,2.663296989,0.0,2.722729135,0.0,0.0,1.526347194,0.710471072,0.704346321,0.801021306,1.349745039,0.0,1.884794792,4.763846854,3.40285394,0.633365684,0.692408248,0.729501547,0.60076598,0.633365684,0.729501547,0.692408248,1.395890169,0.704346321,0.0,0.0,0.0,0.704346321,0.723045781,0.60076598,0.0,0.723045781,0.0,2.059019521,0.0,0.0,0.0,0.692408248,0.0,0.0,0.756520122,0.0,0.0,0.0,0.736073633,0.0,0.0,0.763590404,0.0,0.0,0.704346321,0.729501547,0.801021306,0.756520122,0.0,0.0,0.686589691,0.686589691,0.0,0.0,0.0,0.0,0.0,0.698326267,0.756520122,0.658904623,0.0,0.0,0.68086811,0.0,0.0,0.0,0.742765211,0.0,0.0,0.0,0.0,0.710471072,0.0,0.0,0.0,0.0,1.0474894,0.0,0.0,0.0,0.0,0.0,0.653633386,0.0,0.0,0.842311064,0.736073633,0.0,0.686589691,0.0,0.756520122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686589691,0.0,0.0,0.0,0.0,0.698326267,0.0,0.0,0.0,0.0,0.0,0
RNA60_FPKM,0.646626356,0.916646153,1.814318615,0.641652307,3.477078543,0.0,0.719093103,8.578632245,0.725346086,1.43894235,0.817792156,0.0,0.689378512,0.641652307,4.172201876,5.563179481,1.293932656,0.706905084,0.744774999,0.613344117,0.0,0.744774999,1.414553497,1.426643697,0.719093103,0.0,1.426643697,0.0,0.719093103,0.0,0.613344117,0.772359259,1.477144359,0.712947008,0.700964705,0.656809448,0.0,0.92683111,0.0,0.0,0.0,0.0,0.0,0.868904166,0.700964705,0.0,0.0,0.731708771,0.0,0.765273394,0.772359259,0.0,0.0,0.817792156,0.772359259,0.0,0.0,1.402666492,0.0,0.0,0.851171428,0.0,0.0,0.765273394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689378512,0.0,0.0,0.0,0.0,0.794426666,0.0,0.842573737,0.706905084,0.0,0.993033333,0.0,0.0,0.0,0.0,0.6673184,0.0,0.802065384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414553497,0.0,0.0,0.0,0
RNA62_FPKM,0.658787493,0.933885566,1.846704592,0.0,5.66381367,0.0,1.46462778,0.794239127,0.738987709,0.0,0.833172417,0.70234369,0.0,1.960618531,4.956203371,2.832199963,0.0,0.0,0.758782023,0.624879313,0.0,0.758782023,0.0,0.726355441,0.0,0.0,1.452109594,0.0,2.197244905,0.0,0.0,0.0,2.255578841,0.0,0.714147786,0.0,0.726355441,1.887742472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933885566,0.745470057,0.0,0.0,0.0,0.0,0.0,0.0,1.573118726,0.0,0.0,1.42770439,0.0,0.0,0.0,0.0,0.714147786,0.0,0.0,0.786885061,0.0,0.624879313,2.072198447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.618064976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786885061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA63_FPKM,0.0,0.814514517,0.805661098,0.570160162,4.324771315,0.0,0.0,4.157492867,0.644528878,0.638972595,0.0,0.0,0.0,2.851776275,3.707097807,3.089424298,1.14965153,1.256822435,0.661793045,0.545006037,0.0,0.661793045,0.628142551,0.0,0.0,0.0,0.0,0.0,1.917464383,0.655936469,0.545006037,1.373194883,0.0,0.0,0.622864042,0.583628512,0.0,0.0,0.0,0.0,0.628142551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680007532,0.686303898,0.638972595,0.0,0.0,0.0,0.0,0.0,0.0,1.246260902,0.0,0.756334908,0.0,0.0,0.0,0.0,0.0,0.0,0.545006037,1.205732092,0.0,1.468366806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628142551,0.0,0.0,0.0,0.0,0.686303898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686303898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA64_FPKM,0.583177442,0.0,0.817716196,1.156781374,1.253179821,0.0,0.0,2.810870627,0.0,0.0,0.0,0.0,0.0,0.0,3.133275393,13.15871396,0.0,0.0,0.671695447,0.0,0.0,0.671695447,0.0,0.0,0.0,1.285312637,0.0,0.0,0.0,0.665751239,0.0,0.0,0.665751239,0.0,0.0,0.0,0.0,0.0,2.548840315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696573056,0.0,1.105746901,1.22261446,0.62691575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122250586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08899508,0.0,0.0,0.0,0.723364327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA66_FPKM,2.24851696,0.797053045,2.3644224,0.557937131,3.021587624,0.0,0.0,0.0,0.63071154,1.249957187,1.421519938,0.0,0.0,1.115346413,4.229879572,2.417155732,0.0,0.0,0.647605599,1.599462212,0.562262225,0.647605599,0.0,0.0,0.0,0.619930146,0.0,0.0,1.875231558,0.0,0.0,0.0,2.566891043,0.0,1.827956813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625274371,0.0,0.0,0.0,0.609511152,0.0,0.609511152,0.0,0.0,0.0,0.704192496,0.0,0.0,0.0,0.671590991,0.0,0.0,1.178821412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732644718,0.0,0.0,0.0,0.0,0.0,0.671590991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609511152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA67_FPKM,0.644074745,0.0,4.513505916,0.639120324,3.460354535,0.716255535,1.431710785,4.65727277,0.722483844,2.147966321,1.628220109,0.686658199,0.0,2.555767194,2.768747794,6.229102329,0.644074745,0.0,0.74183609,0.610923839,0.644074745,0.74183609,2.111560112,1.419473941,0.0,0.710133693,1.419473941,0.704115611,1.431710785,0.735271169,0.610923839,0.0,0.0,0.710133693,0.698198673,0.0,0.0,0.0,2.111560112,0.74183609,0.0,0.0,0.0,0.0,0.0,0.0,1.825037924,0.0,0.0,1.523655514,0.0,0.0,0.0,0.814565119,1.537763436,0.0,0.0,0.698198673,0.0,0.0,0.847812674,0.0,0.0,0.762253597,0.0,0.769311501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704115611,1.06520054,0.0,0.686658199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698198673,0.0,0.0,0.0,0.0,0.722483844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA69_FPKM,0.603941692,0.856137124,5.07924884,0.0,3.894090778,0.0,0.0,2.911718925,0.677465028,0.671624813,0.763808611,0.0,0.0,1.19797668,4.543328097,10.38446426,0.603941692,0.0,0.695611413,0.0,0.0,0.695611413,0.0,0.66588443,0.0,0.0,1.3310852,0.0,0.671624813,0.0,0.0,0.0,2.06765882,0.0,0.654693095,0.0,0.0,0.0,0.660241341,0.0,0.660241341,0.0,0.0,0.0,0.0,0.0,1.711395257,0.0,0.0,0.0,0.0,0.671624813,0.0,0.0,0.0,0.654693095,0.0,0.654693095,0.0,0.756392993,1.589152739,0.0,0.0,0.0,0.0,1.442008967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677465028,0.0,0.0,0.0,0.660241341,0.0,0.0,0.0,0.0,0.721374799,0.654693095,0.0,1.245895747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA7_FPKM,1.279409293,0.906418271,4.484474569,1.269567683,3.43809717,0.0,1.422791369,7.71161982,0.717252719,1.422791369,1.618076459,0.0,0.681686469,1.904060473,4.125464359,4.81346216,1.279409293,0.69901748,0.736464845,0.0,0.0,0.736464845,1.398676261,1.410630759,0.711069506,0.0,1.410630759,0.0,0.711069506,0.0,0.0,0.763741321,0.729947457,0.0,0.693143384,0.649480809,0.704991989,0.916489585,0.0,0.736464845,0.69901748,0.0,0.0,0.0,0.0,0.743099664,0.906418271,0.0,0.0,0.75673452,0.763741321,0.0,0.0,0.808667281,0.0,0.0,1.299557471,1.386922679,0.0,0.0,0.0,0.0,0.0,0.0,0.704991989,0.763741321,0.0,0.0,0.0,0.687367189,0.0,1.473605347,0.0,1.500398171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69901748,1.057487983,0.0,0.0,0.0,0.0,0.0,0.659872502,0.0,0.0,0.850351162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717252719,0.0,0.0,0.0,0.0,0.0,0.693143384,0.0,0.0,0.75673452,0.0,0.0,0.749855115,0.0,0.0,0.0,0.0,0
RNA72_FPKM,0.591816821,0.0,4.150865065,1.175135446,5.0922536,0.65814112,1.975103258,1.427734654,0.0,1.975103258,0.748474215,1.262542215,0.0,1.175135446,2.5461268,2.5461268,0.591816821,0.0,0.68164616,0.561355661,0.0,0.68164616,0.646986186,0.652515982,0.0,0.0,0.652515982,0.646986186,1.316962138,0.0,0.0,1.414514889,1.351925735,0.0,0.641549327,0.0,0.652515982,0.848270777,0.646986186,0.68164616,0.0,0.0,0.0,0.0,0.0,1.376284757,0.0,0.0,0.0,1.401537688,0.0,0.0,0.0,0.748474215,0.0,0.0,0.0,0.0,0.0,0.0,0.779024183,0.0,0.0,0.0,0.0,0.0,0.0,0.561355661,0.620685934,0.636203083,0.0,0.68164616,0.0,0.0,0.0,0.0,0.0,0.569734104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121407203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.283761412,0.0,2.121407203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA74_FPKM,0.0,0.0,1.551712345,0.0,3.568278579,0.0,1.845661334,4.001807752,0.620340687,0.0,0.0,0.589579992,0.0,0.548762915,0.0,4.757264895,0.0,0.0,0.636956955,0.524552787,0.0,0.636956955,0.604569313,0.609736572,0.0,0.0,0.0,0.0,0.614992922,0.631320168,0.524552787,0.0,0.0,0.0,0.599488899,0.561725819,0.0,0.0,1.209809625,0.0,0.0,0.0,0.0,0.0,0.599488899,0.0,0.783947022,0.0,0.666721299,0.654487881,0.0,0.0,0.0,0.699403715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706328505,0.0,0.0,0.648537991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570713432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620340687,1.042025808,0.0,0.0,0.0,0.0,0.0,0.0,1.209809625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA75_FPKM,0.0,0.715008502,2.121710011,0.500505951,0.54221478,0.0,0.560911842,0.0,0.565789336,0.560911842,0.0,0.0,0.0,1.001011902,0.0,2.711655678,0.504385842,0.0,0.580944408,0.0,0.0,0.580944408,0.551404862,0.556117724,0.0,0.556117724,0.0,0.0,0.560911842,0.0,0.0,0.0,0.0,0.0,2.187671493,0.0,0.0,0.0,1.102809723,0.0,0.0,0.0,0.575803307,0.0,0.0,0.586178141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637899742,0.0,0.0,0.0,0.546771207,0.0,0.0,0.663936466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619674035,0.0,0.0,0.551404862,0.0,0.0,0.0,0.0,0.602460867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496685295,0.0,0.586178141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546771207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA78_FPKM,0.622077832,0.881846597,1.743871188,0.0,4.679637401,0.0,0.0,2.249384949,0.697809046,1.383070252,1.572903424,0.663206945,0.0,1.234124225,2.00570158,8.690541133,0.622077832,0.680068138,0.71650036,0.0,0.0,0.71650036,0.680068138,0.0,0.691793451,0.685880686,0.685880686,0.0,1.383070252,0.0,0.0,0.0,1.419788932,0.0,0.67435328,0.0,0.0,0.891644892,0.680068138,0.0,0.680068138,0.74303741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67435328,0.0,0.67435328,0.0,0.0,0.0,0.0,0.67435328,0.736220553,0.0,0.0,0.0,0.59005912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680068138,0.0,0.0,0.663206945,1
RNA86_FPKM,0.599429681,0.849740976,2.521513984,1.78445605,2.577547628,0.666607145,1.999821435,1.44535381,0.672403729,0.666607145,0.758102243,0.0,0.0,2.974093417,1.288773814,3.221934535,0.599429681,0.655308719,0.690414543,0.568576683,0.599429681,0.690414543,0.655308719,0.660909648,0.666607145,1.321819296,0.0,0.655308719,0.666607145,0.0,0.568576683,2.147956357,1.36860936,0.0,0.649801923,1.217739037,0.660909648,0.0,0.655308719,0.0,1.965926157,0.715985452,0.0,0.805483634,0.0,0.0,0.849740976,0.678302007,0.722676905,0.0,0.0,0.0,0.0,0.758102243,0.0,0.0,0.608869518,0.649801923,0.0,0.0,0.789045192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628670153,0.644386907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736442179,0.0,0.781075039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649801923,0.0,0.0,0.696634494,0.0,0.0,0.0,0.0,0.0,0.666607145,0.0,0.0,0.0,0.655308719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA87_FPKM,2.029342016,0.0,1.896639045,0.67149483,0.727452732,0.0,3.009305585,0.0,0.759081112,2.256768276,0.0,0.721440726,0.0,2.013731692,2.181542667,3.636448131,1.3526418,1.478735527,0.779413642,1.924890588,0.0,0.779413642,1.478735527,0.746105366,0.0,0.0,0.746105366,0.0,1.504230967,0.0,0.0,2.423936296,0.772516176,0.0,0.73356578,0.687356912,0.0,0.969936976,1.478735527,0.0,0.73978244,0.808280814,0.0,0.0,0.0,0.786435386,0.0,0.0,0.0,0.800865393,0.808280814,0.0,0.779413642,0.855826744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73356578,0.800865393,0.0,1.615655483,0.0,0.641870058,2.128334309,0.0,0.864300276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.615655483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.466309178,0.0,0.0,0.786435386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73978244,0.0,0.0,0.0,0
RNA89_FPKM,0.0,0.0,0.817978541,0.578877122,2.507931987,0.0,1.297483203,2.109925957,0.654382833,0.0,0.737784567,0.0,0.0,4.051645506,0.627116882,8.778565264,1.166729082,0.0,0.671910945,0.0,0.0,0.671910945,1.275491963,0.643196802,0.0,0.0,1.286393603,0.0,1.297483203,0.0,0.0,0.696796535,0.66596483,0.0,0.632386771,0.0,0.0,0.0,0.0,0.0,0.0,0.696796535,0.0,0.0,0.0,0.0,0.0,0.660123033,0.0,0.690403906,0.0,0.0,0.0,0.0,0.696796535,0.0,0.0,1.264773543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696796535,0.0,0.0,1.223642696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.760141675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033892589,0.0,0.0,0.0,0.0,0.0,0.0,0.654382833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621934098,0
RNA94_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.54076981,0.0,0.0,0.0,0.0,20.04646357,0.0,0.0,0.0,0.0,0.0,0.0,1.314946686,3.316230447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA95_FPKM,0.629271914,0.892044801,4.409851886,0.0,2.705144184,0.0,1.398837485,2.275151637,0.705878929,2.098631252,0.795843891,0.670876668,0.0,1.248193449,9.466917076,7.438240199,0.629271914,1.375128376,0.724786401,0.596882918,0.0,0.724786401,2.750994085,0.693812623,0.0,1.38688161,1.38688161,0.0,3.497468737,0.718372362,0.0,0.751630341,0.718372362,0.0,0.682151907,0.0,0.0,0.0,0.687932855,0.0,0.0,0.0,0.0,0.845584134,0.0,0.731316008,2.675178299,0.0,0.0,0.0,0.751630341,0.699793766,0.724786401,0.795843891,0.0,0.0,0.0,0.682151907,0.0,0.0,1.65576682,0.0,0.0,0.74473465,0.0,0.0,0.0,1.193126091,0.0,1.352209569,0.0,0.0,0.758654924,0.0,0.0,0.74473465,0.0,0.0,0.0,0.0,0.0,0.0,0.687932855,0.0,0.0,0.0,0.0,0.0,1.363572675,0.0,0.0,0.0,0.836866772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592526109,0.0,0.0,0.0,0.0,0.0,0.0,0.687932855,0.0,0.0,0.0,0.0,0.0,0.718372362,0.0,0.0,0
