,SNORA25,SNORD62B,SNORD14E,SNORA55,SNORA1B,AC022973.1,SNORA16B,SNORA71B,AC015982.1,SNORA50A,SNORD36C,SNORD99,SNORA3B,SNORD59A,SNORA17B.1,SNORD124,SNORA63B,SNORA70.21,SNORD38A,AC008810.1,SNORA8,SNORA4,SNORA24,SNORD87,SNORA2B,SNORA6,SNORA70G,SNORA20,SNORA22,SNORA60,SNORD34,AC076966.1,SNORD125,SNORA21,snoZ196,SNORA52,SNORA66,AC087441.1,SNORD14C,SNORA33,AP000254.1,SNORA30,SNORD51,SNORD73B,AL355598.1,SNORA9B,SNORD14D,AL355987.6,SNORA31,AC127002.1,SNORD101,AL389886.1,U3.1,Diagnosis
R_JS025_FPKM,0.61881955,15.42549776,0.975550821,3.070599588,1.246944658,1.305855429,2.456363886,3.048308982,2.240602193,0.0,1.256391208,2.241130263,10.12666265,12.15978278,11.47967917,3.985874465,17.52564793,0.668724353,7.106468058,0.0,10.13983074,20.42718188,1.898972971,7.45276858,0.605268757,8.236231705,0.583956477,2.512190338,0.0,0.61881955,18.68440573,0.647826717,5.181799626,0.628195604,0.0,14.84933624,3.116774018,1.210537515,0.942293406,5.740140179,1.873497879,0.642804804,0.0,1.151691941,0.0,0.623472329,1.90624873,3.140385942,8.928839751,1.285609608,1.135915339,1.228471404,0.0,1
R_JS026_FPKM,0.592531295,9.229772687,1.867308537,3.527709914,4.177744601,0.625190501,1.763854957,1.750885435,1.608921751,0.592531295,1.203018084,3.217843502,9.089154637,19.05066235,9.769240688,5.342692615,25.813348,0.640316077,5.670268662,0.0,10.84979647,31.63565987,5.453139371,7.135272197,2.897217564,12.09033988,1.11775511,2.405451612,1.184486758,0.592531295,25.71325805,0.0,4.134570899,1.202433527,1.783384558,14.21672026,1.193392674,0.0,0.902263563,4.274154092,2.690626205,0.615497625,1.98401532,1.102766577,0.615497625,0.596986418,0.912634409,3.607885139,7.937545156,0.615497625,1.087660186,1.175712782,0.0,1
R_JS027_FPKM,1.393316153,13.02732841,1.464591204,4.610750088,1.87203387,0.980238208,5.071595363,0.686413105,2.10266633,0.0,0.942638063,2.523031953,9.502599204,21.57748337,10.53331345,2.394043315,31.37407918,0.0,2.667205208,0.972580097,6.716876826,35.18067941,1.425224157,0.699034968,0.908687974,9.480429538,1.314819469,5.186858894,0.464284419,0.464284419,9.643174282,0.0,3.890320387,0.471319032,0.699034968,7.431790977,4.680084676,0.0,10.60961226,7.181891375,1.758161677,0.482279939,1.556128155,0.864084891,0.0,2.808050805,3.57694962,9.430609816,7.660461469,0.482279939,4.262939958,1.382995293,0.0,1
R_JS028_FPKM,1.692909635,9.672200093,2.668822248,5.601037256,2.273986823,1.191019959,0.559928566,2.502020858,3.065539069,1.128802498,0.0,2.044047767,10.39007135,17.14011987,11.63352986,1.454418603,29.50892892,0.609599648,6.48142546,1.181715115,4.352225302,36.71280277,2.886331495,10.19550072,1.655838621,0.500598386,1.065207991,4.009773777,0.0,0.564107137,21.30082931,1.181715115,3.938639853,0.572654215,0.849329847,5.642836042,6.254204572,0.551754426,1.718858349,4.653533207,1.708701963,1.172554533,0.944879454,1.04986606,0.0,1.137289735,0.868854671,5.728333558,11.63352986,0.0,2.072048421,0.559928566,0.0,1
R_JS029_FPKM,0.567335367,11.49623321,2.684051611,5.07043504,2.287540569,2.395613351,1.126825539,2.236802286,1.02784762,1.135234685,1.151862714,0.0,8.128050115,13.18234742,11.70048722,3.656402257,29.06108911,0.613088219,7.605532608,0.0,7.112777385,25.35083661,0.58032778,0.854190327,1.110375531,8.058413532,1.606650612,4.033236989,1.702570052,2.837804737,11.78245928,0.0,7.130299275,0.575931357,0.854190327,7.946078844,1.143770284,0.0,3.457305632,1.754956823,0.859443208,1.179236029,0.950286739,0.0,0.0,0.571601046,4.370871664,7.489970125,7.020408595,0.58932511,3.125265575,0.0,0.0,1
R_JS030_FPKM,3.588141842,15.8416008,0.94276668,1.780781507,3.615120352,2.523942293,1.187187671,1.17845835,1.62436151,1.196047281,1.214169209,2.165815346,7.34123534,16.02809777,6.164243677,2.311591379,24.1069987,1.292502707,8.013516781,0.626055998,13.26035018,27.29356898,4.282031867,0.900395144,1.169856464,6.368886289,2.821660838,2.428338418,0.59802364,0.59802364,18.05975353,0.0,1.669482663,1.214169209,0.900395144,9.568973887,6.025200587,0.0,0.910626907,1.849273103,0.452741061,0.621202851,1.001689598,1.112988442,0.621202851,0.602520059,5.526563297,4.249592232,12.32910132,0.621202851,1.097742025,0.0,0.0,1
R_JS031_FPKM,1.998305505,8.303036828,5.250449759,0.661167747,4.697770837,0.702816109,1.322335495,1.31261244,3.01546101,2.66440734,1.352388574,3.618553212,10.2210531,20.23297665,6.866690209,2.574739786,28.30272135,0.719819725,10.20087382,0.697325359,3.852848025,31.69495981,4.088136454,11.03289183,2.606062654,7.685050761,6.914981501,3.380971436,2.66440734,0.666101835,16.34426289,1.394650717,2.789301434,4.057165723,1.002894898,8.660019887,4.697770837,1.303031327,5.071457154,3.432986381,2.521402427,1.383839471,1.115720574,1.239689526,0.691919736,1.342220239,7.18164967,3.380971436,6.866690209,0.691919736,2.445414956,0.661167747,0.826459684,1
R_JS032_FPKM,0.512296217,5.58965669,0.807619919,1.525940399,2.065477605,0.540533017,1.525940399,1.767317924,0.463835764,0.0,1.040116562,0.927671529,5.766557228,15.56642372,7.395545775,0.660073972,16.19145097,0.553610428,6.867292505,0.0,4.940800747,23.38897059,2.621039806,3.857934996,1.002585845,0.454620484,1.450717985,1.560620863,0.512296217,0.512296217,11.6065731,1.073080162,1.43077355,2.081125163,0.771322395,9.737582387,1.548886871,0.0,1.560843872,2.113142473,0.387840074,0.53215266,0.858096164,0.0,0.53215266,1.032738803,0.789053944,4.162250326,3.697772888,0.0,0.940379358,1.017438969,0.0,1
R_JS033_FPKM,1.273045198,8.927624235,1.003966723,3.159357664,0.641632868,0.0,3.159357664,0.627161973,0.57660251,1.909889762,1.292987446,4.611654048,12.37253629,20.47286776,11.15549382,4.101089276,22.19312236,0.0,9.74912161,0.0,9.819259176,33.38030096,5.860883085,15.33569691,3.736134716,8.473773867,1.802290338,3.231161247,1.273045198,0.636844563,1.201931992,0.0,4.442846715,0.646493723,4.792284097,7.002714483,7.69699934,0.622899062,0.969740585,6.561742841,1.445905243,0.0,3.199065351,0.0,0.661528461,0.0,2.941669288,3.231161247,11.81126986,0.661528461,4.674827391,0.0,0.0,1
R_JS034_FPKM,0.596706674,15.80383309,1.881381042,5.922243439,4.207720161,0.629596018,4.737670191,3.526971229,1.620784344,1.790120021,1.211495368,2.161045791,10.98476535,27.71452983,6.150022033,3.843359547,38.34801834,0.64482818,6.852401245,0.0,4.026091953,39.39384367,2.440845027,5.389529069,2.333946705,0.529527777,3.377944276,4.845344513,0.596706674,0.596706674,23.64620203,0.624677299,4.996542575,4.845344513,2.695236886,13.72237114,6.011299732,0.0,4.542152192,5.534955154,5.871722421,0.619834839,1.998967357,1.110537421,0.619834839,2.404140591,6.432491741,6.056839881,12.29939731,0.619834839,2.190649158,0.0,0.0,1
R_JS035_FPKM,4.639295151,8.131509556,8.227174374,1.726690918,4.08974473,3.059545483,5.180072754,0.285770225,2.625420786,0.0,1.177719715,1.050398665,15.42267499,18.64939831,6.575144802,4.482755268,30.32376295,0.626850816,9.990140311,0.0,13.97583397,36.03734741,4.745538552,24.446564,4.537704747,9.77771109,1.641572352,2.354793751,1.739576671,0.580070905,27.36113975,1.821119328,2.428159103,2.354793751,1.745772727,13.33717851,5.842400925,1.701483751,7.064381253,7.173064042,3.950902948,0.0,0.971618765,1.079576406,0.602554273,1.752656195,8.931486471,0.588859858,16.13857458,1.204447851,2.128407845,1.726690918,0.359858802,1
R_JS036_FPKM,1.598757383,16.60632971,3.360525323,5.818102867,3.75848227,0.562292623,2.644857893,4.200366554,0.965015718,0.532919128,1.08198732,2.895047154,16.35249679,20.94622242,9.33777589,6.179053469,32.50983338,1.151792954,8.160148537,0.557899712,7.191923571,35.70329439,4.360384715,9.627584833,3.127496195,12.29491673,3.01737309,4.868345157,2.664595639,0.532919128,28.15992609,1.115799424,3.719331413,0.54099366,0.802372619,17.05223437,3.75848227,0.0,1.62298098,3.845216476,3.227177388,1.107149816,0.892639539,0.99182171,1.107149816,4.831741058,4.104089835,12.98265227,17.5769185,0.553574908,2.934705334,0.528971579,0.661214473,1
R_JS037_FPKM,2.703384151,34.75530399,2.130902801,6.037944142,1.361855174,0.0,4.025811036,0.999052371,2.447658623,2.703384151,1.372962225,2.447658623,13.82806055,19.32296608,10.45082268,3.483206502,39.76376672,0.0,15.52663863,0.0,11.07722077,59.06986735,5.531383419,18.31853027,2.644185957,12.59663205,6.378436381,3.430825629,1.351692075,0.676235126,1.276274744,0.0,1.886736855,0.686481112,4.070263777,8.110930628,10.21508984,1.983520036,1.029721669,10.45082268,3.581896729,0.0,2.264084226,1.258548706,0.70244579,0.6813196,9.369223669,4.802997887,14.63147261,0.70244579,2.481188193,2.012905518,0.419516235,1
R_JS038_FPKM,0.0,5.983824735,1.009037112,3.176598316,4.514113396,0.0,1.270639326,1.576620488,1.159029115,2.560243419,1.299517493,1.159029115,6.547187369,17.15363091,5.937795314,1.649387587,17.43188061,2.075035997,4.901037402,1.340127415,12.34074166,29.21029503,5.237749895,6.745809907,2.504179694,0.568001023,4.228007618,0.649758746,2.560243419,0.640060855,2.416004353,1.340127415,2.680254829,0.649758746,1.927374259,17.28102704,2.579493369,0.626044924,0.97463812,5.278040279,0.0,0.0,1.072101932,0.0,0.664869415,2.579493369,2.95752257,1.299517493,8.576815453,0.664869415,1.174906226,0.635319663,0.0,1
R_JS039_FPKM,2.314771689,9.015454935,2.736174812,1.722776733,1.74868315,2.442357531,0.0,0.570036419,0.52381725,0.0,0.0,3.1429035,11.83769346,15.50711312,10.139103,5.218791013,28.36667034,0.0,8.861131691,0.605663695,8.92488084,28.09278848,2.367781728,14.80992573,1.697626708,7.702208502,3.276262763,2.349843988,1.157088851,0.578544425,18.56455479,0.605663695,5.653690264,0.58731025,0.871066888,15.04393702,3.497964755,0.0,0.880965375,7.157374037,0.875988169,0.0,0.969061912,1.076735458,0.0,5.829542288,4.456371947,6.461015738,7.753719829,0.0,3.185956972,0.0,0.358911819,1
R_JS040_FPKM,1.201435789,10.29696038,1.894028185,2.981340662,1.815703711,0.63382833,1.192536265,1.775651423,1.087786458,0.0,0.0,2.175572915,9.217735754,13.95374651,9.288641413,2.322005708,26.83402732,0.649162886,10.35065995,0.0,5.212562565,36.16728935,3.072373964,10.85432348,1.762690464,4.265231779,2.267498531,4.268737765,3.003589473,0.600717895,24.94361646,0.628876546,5.031012366,0.609819681,0.904451661,6.608496957,5.447715764,1.175126976,4.573647606,3.09600761,3.638700558,1.872004601,2.012404947,1.118002748,0.624001534,1.210469141,0.925243654,6.098806018,4.954230759,0.624001534,1.102687642,0.596268132,0.745335165,1
R_JS041_FPKM,0.621327188,13.54619605,1.95793758,6.163877566,4.379939294,1.966004232,6.163877566,3.059277468,2.81153535,0.621327188,1.261482473,3.374088345,7.622505081,21.08106789,8.321584684,5.60126852,30.4446513,1.342134631,10.69938029,0.6504519,5.388177125,26.53213236,12.70486973,7.47976154,1.21477879,8.266428498,0.58632284,3.782379415,0.621327188,0.621327188,28.12939892,0.6504519,5.200771696,1.891534375,1.869940385,15.52503115,4.379939294,0.607721483,0.946111855,3.20082486,5.171645845,1.290113909,1.04072304,1.156358934,0.645409637,3.128625803,4.782841745,5.67391379,8.321584684,0.645409637,2.279790333,0.616724765,0.0,1
