,AC093525.8,AC131649.2,AC005921.3,AC099811.6,AC092117.2,AC092653.2,AL133243.4,AC233300.1,AC134407.3,AL356750.1,AC020951.1,AC090181.3,AC018529.3,AC005785.2,AP000560.1,AC022413.1,AC005261.5,AC009951.4,AC009948.3,AC141586.5,AC141586.4,AC020978.8,AC064801.2,AC118344.2,AC131212.2,AC012676.5,AC005839.1,AC020763.3,AP003108.3,AC092139.1,AC000123.3,AL356274.2,AC027290.2,AC012513.3,AC055811.4,AC120114.3,AC093525.10,AC127070.4,AC087741.3,AC093330.2,AC010435.1,AC127024.8,AC130448.2,AC022532.1,AP000648.4,AC092881.1,AC126474.1,AL845472.1,AC025809.2,AC109326.1,AL353795.3,AC007998.5,AC084876.2,AL353763.2,AC011466.4,AC009093.7,AC111170.3,AC008985.1,AL445363.3,AD001527.2,AL662907.2,AP000974.1,AC020978.9,AC099521.2,PRO1804,AC124319.3,AL118508.3,AL031602.1,AC006330.1,FP671120.9,AP001148.1,AC091925.2,AC002350.2,AL023806.3,AC005538.2,AC007224.2,PWAR1,AC008537.3,AC091132.3,AL158212.4,AC073592.9,AC026362.2,AL139288.2,AC008993.2,AC006128.1,AC120057.4,AL031587.5,AL359922.3,AC090617.9,AC093909.6,AC099494.2,AC090373.1,AC009716.2,AC079777.1,AC004678.2,AC007610.4,AC004836.1,AL109806.1,AC020604.1,AC011815.3,AC021106.2,AL359258.3,AL049833.3,AC099804.1,AP001767.3,AC093642.3,AC012313.10,AC100788.2,Diagnosis
RNA155_FPKM,29.47270997,0.017610065,0.145366951,0.238617453,0.424033338,0.152380268,0.025143479,2.487529054,0.146182473,0.219229785,0.0,0.0,0.277418026,0.495537735,0.0,1.588773539,0.0,0.059809547,0.0,0.419421202,0.447216343,0.0,0.059993152,0.442913392,0.519167017,0.759683931,0.729846109,0.134592076,0.384876215,0.161510491,0.43993033,0.041669018,2.768631975,0.258599973,0.534768837,0.783817374,0.498178703,0.445810143,0.638317345,0.860260691,0.0,0.0,0.209013577,1.17610604,0.745762407,0.0,0.66497561,0.095766036,0.0,2.011869688,0.287885696,0.0,0.0,2.957422825,0.242165668,0.575201396,0.475851369,0.034913389,34.13237902,0.497904953,0.748117396,0.0,0.780503815,0.957801911,0.038132233,0.506398286,2.459347867,0.911740104,0.118023771,0.334064434,0.066274759,0.0,0.769699676,0.065456209,0.335461497,1.226078883,0.0,1.205116677,0.0,0.121572438,0.0,0.014044391,0.0,0.387945795,5.929565718,1.015208801,2.74788885,0.093618057,0.0,3.83272796,0.719295816,0.0,0.186844969,0.0,0.0,0.110359168,0.616491149,0.814227258,0.368502519,0.165266549,0.441644507,0.167677129,0.062737623,0.985253933,0.0,0.0,0.253254031,0.243499933,0
RNA165_FPKM,39.33765024,0.316613743,0.530862251,0.589889964,1.588399987,0.684963306,0.11302225,5.483246794,0.739174075,0.739045294,0.309412618,0.812224023,0.467640741,0.696051736,0.453493697,1.517551704,0.316660884,1.041690148,0.039864943,1.885298902,1.507748359,1.07774511,0.53927556,1.345686434,2.463344379,3.055285681,1.804339331,0.937664617,1.179568298,1.270358647,0.90046485,0.163873557,7.493268248,0.788712579,3.505546435,3.122791478,1.623539266,1.377718291,0.521660026,1.494017886,0.0,0.377552446,2.818348212,1.931615528,1.676098703,0.214197093,0.135842954,0.398187842,0.09747222,1.861855139,0.246483411,0.0,0.0,5.538950242,0.489835701,1.005484195,0.356500524,0.11771492,12.69794384,1.342754435,1.63042266,0.331208555,1.819129061,0.807245803,0.0,0.853612704,1.269788161,1.297757245,0.486280705,0.7506194,0.223412936,1.029545727,2.018171668,0.091942358,0.094230118,0.861193423,0.0,1.307554832,0.194168278,0.273239639,0.236718248,0.094687588,0.188258242,0.108960881,6.610373845,2.281728415,3.277937251,0.105176611,1.310783132,2.493521965,0.449088595,0.0,0.583252837,0.0,0.175294351,0.578685727,0.277042492,3.308034018,1.104308257,0.371342367,1.157916357,0.037675877,0.0,1.845414478,0.1942975,0.0,0.569148073,0.57767941,0
RNA174_FPKM,34.97966261,0.27116065,0.67147694,0.489880888,0.967359728,1.564181081,0.103250494,4.223321808,0.937871445,0.707272709,1.095343959,0.530003233,0.818812834,2.28898082,0.579984863,2.609530057,0.69425219,1.381391281,0.054642383,1.487456709,1.428392472,0.0,0.554239024,1.296710168,1.895038802,3.694073462,1.198789651,0.386856294,1.005757099,0.994760111,1.274218548,0.171087954,4.145061578,1.251431485,3.202430918,4.096333577,0.971700665,0.839045951,0.476556795,1.103897375,0.477205231,0.30655301,1.716368991,0.928732517,2.118710101,0.210735449,0.434393315,0.18679225,0.0,0.243002108,0.394047941,0.0,0.140874393,4.975709394,0.149166257,0.984204518,0.911875551,0.0,13.75263881,1.431121884,0.861088981,0.067240424,3.056617179,2.157670959,0.0,0.928323471,2.047002283,0.561565668,0.242284404,0.0,0.238096887,0.626964423,1.3607911,0.134377643,0.344378757,1.41602637,0.0,2.21835031,0.212828961,0.249615696,0.648933526,0.072090771,0.344057647,0.398270204,6.763472402,1.042226573,3.037892823,0.288274916,2.395565556,4.762849362,1.230758819,0.133086975,0.404939799,0.04109137,0.320365054,0.453142488,0.253159136,1.928905997,0.504414765,0.339329582,1.20889266,0.172139524,0.0,1.573432324,1.420181422,0.016701654,1.819763753,0.888811899,1
RNA179_FPKM,47.43057583,0.12951414,0.152715048,0.050147172,0.148537192,0.480357118,0.105657789,5.428516794,0.422383141,0.329061086,0.759462707,0.813717045,0.94740246,0.780938513,0.211993358,1.418952988,0.355279165,1.570977028,0.18641318,1.121781989,0.835415558,0.0,0.126079919,0.758397009,1.394112134,2.100528876,1.303664805,0.311114855,0.808809702,0.678775141,1.568343914,0.131335875,4.590239081,0.310517172,2.388070136,2.433261513,1.256318043,0.624576365,0.182942243,1.910512465,0.0,0.27455266,3.294031031,2.091297309,1.148057161,0.292727795,0.762215316,0.161003268,0.091166556,1.367812926,0.388900738,0.346586782,0.048063819,6.128545307,0.254418299,1.544580492,0.366671079,0.110059492,13.83133767,0.418458685,0.714598379,0.068823684,1.640199046,0.950476338,0.0,0.190019035,4.818933526,0.830237536,0.082678477,0.351030202,0.174070002,0.641727088,0.808747706,0.051585347,0.132201288,1.12728092,0.0,1.921191786,0.036313469,0.0,0.0,0.044272943,0.0,0.917115885,4.994150013,2.133052386,1.865632135,0.0,0.0,2.543436141,1.091702936,0.0,0.261764782,0.0,0.081977113,0.772987643,0.259120086,3.290491948,0.258131064,0.173659762,2.784163479,0.070477106,0.043949207,0.805200657,0.36345605,0.0,0.709561918,0.73916412,0
RNA18_FPKM,12.93162796,0.29644641,0.917685054,0.602545956,0.892378188,2.084279096,0.238108665,1.510116251,1.268920239,0.790841567,0.651895823,0.923507604,0.291932094,2.606949627,0.679362732,0.919416032,3.024279599,2.108110718,0.560014909,0.601836574,0.522848363,0.937103572,0.441864956,0.880309718,1.031874917,0.799345429,1.791874215,0.113276631,0.147249479,0.84962859,1.967324192,0.745304112,3.005732743,0.50530963,1.875636354,2.02432372,0.366953498,1.250929416,0.0,1.316609984,0.0,0.392760494,3.738477308,2.951030775,3.905267235,0.138863223,1.463012878,0.977459827,0.273854128,3.486673764,0.288492672,1.387997203,0.0,15.38636742,0.050969579,2.622817276,0.500716306,0.183662455,28.55999961,0.209592103,0.357820469,0.344549843,1.064587991,2.211562863,0.0,0.494787217,3.007364682,0.767472998,0.331160009,2.460470249,0.209192513,0.0,0.584920775,0.120525442,0.353012306,1.935235835,0.0,1.049410182,0.327267833,0.0,0.0,0.059100851,0.0,0.0,0.69325712,0.0,1.957234054,0.0,0.0,5.094040133,0.756932351,0.0,0.240293592,0.379047537,0.0,0.4644566,0.259510727,2.438442089,1.07711129,2.260539485,1.239199508,0.59982433,0.0,0.345650842,0.0,0.0,0.0,0.427056067,1
RNA185_FPKM,33.72542678,0.052924176,0.436836238,0.33460565,1.227178886,0.305302684,0.12594104,6.133922023,0.549118823,0.345081975,0.655132416,0.775802618,0.868491408,0.868595967,0.363812252,1.51199768,0.620998276,1.917143953,0.035547044,0.878516759,1.144920125,0.411797398,0.360599256,0.838083821,1.15580506,2.242977033,1.121072402,0.701063971,0.981427954,1.536989377,1.274894419,0.125229433,6.88126195,0.703121795,2.410718256,1.927256072,1.197749838,0.818749628,0.697575908,1.155565411,0.0,0.411329804,1.465465388,2.039175631,2.20648,0.440654723,0.484450266,0.182284454,0.086914693,4.090056764,0.370782166,0.330422525,0.045822199,4.197025125,0.242596464,1.344512739,0.317781847,0.034975497,17.27115416,1.296745078,1.498849933,0.196841572,1.042494173,0.586333975,0.0,0.326101033,1.198550662,0.243577414,0.197056212,0.334658712,0.19917797,0.611797957,1.156564503,0.131127108,0.168047508,0.921295747,0.0,0.790965294,0.069239733,0.0,0.0,0.0,0.503602177,0.777164012,5.562801995,0.508507393,2.87974843,0.187569194,0.0,3.435205117,0.560413144,0.0,0.020799506,0.0,0.078153831,0.994917605,0.0,3.5136379,0.164086199,0.993363279,0.737383602,0.067190166,0.041899486,1.316015053,0.173252519,0.0,0.591883429,0.569172406,1
RNA2_FPKM,31.69301751,0.162084576,0.22299502,0.829714389,0.481913914,0.155779137,0.180014165,2.935616277,0.897024876,0.256241481,0.668863328,2.059431298,0.496557687,1.520462173,0.123815769,0.649978391,1.498668101,1.03987429,0.054432852,1.208975731,0.965663457,0.280309285,1.902072332,0.721453269,0.708052864,3.680451431,1.468061718,0.110135294,0.393648111,0.74327834,1.558765735,0.063920881,4.660953175,0.717858515,1.73202807,1.348250929,0.866202785,0.911946867,0.296768814,0.559922237,0.203764779,0.4963354,2.351363318,1.526753265,1.667412556,0.239947003,0.556452772,0.146930014,0.0,0.302609835,0.841263425,0.0,0.0,3.27686333,0.148594266,0.849817112,0.486705672,0.035692138,21.56554366,0.712947821,0.997019961,0.0,1.448737839,0.244892251,0.0,0.776911182,1.631578409,0.435197542,0.281662828,0.683403621,0.203332891,0.0,1.005919864,0.28450328,0.385994331,1.410771438,0.0,2.63514803,0.24742,0.0,0.646445133,0.0,0.34280053,0.198407503,6.594071774,2.595763584,2.551045051,0.095758352,1.193406324,3.713739149,0.408739869,0.0,0.063700171,0.0,0.0,0.451487826,0.0,3.138931984,0.37689546,1.859217507,0.602321836,0.034283439,0.0,1.119741154,0.35379745,0.0,0.604388811,0.60879881,0
RNA201_FPKM,12.94328001,0.073282276,0.211705647,0.119140755,0.588204597,0.253564958,0.146471163,1.114758499,0.273738342,0.338843191,0.200519087,0.21486131,0.230901766,0.412402995,0.067154788,3.437879196,0.187618089,0.746619302,0.073831145,0.095196369,0.248127854,0.285100809,0.249654661,0.327672139,0.76819569,1.0981153,0.789663607,0.336030106,1.543396088,0.604882555,0.849975022,0.0,2.004449231,0.461167971,2.039962559,1.008153667,0.207329524,0.64930444,0.096569282,0.423070676,0.055287794,0.031076281,0.347804341,0.527058851,1.356826016,0.061020451,0.251585478,0.175350438,0.072185807,2.314641747,0.136913166,0.274572714,0.038077082,5.401384916,0.0,0.265985301,0.105611319,0.0,23.85048672,2.15469626,0.471682956,0.027261723,0.481187667,0.265717791,0.0,0.331145367,0.553172962,0.151751599,0.065464934,0.278092877,0.220624239,1.016508946,1.708231312,0.19065474,0.767816671,0.765304144,0.0,0.380438669,0.028768229,0.0,0.0,0.0,0.0,0.403598044,4.425811301,1.267224395,2.005501975,0.0,0.485624876,5.540257375,1.729485239,0.107916639,0.0,0.0,0.0,0.428591856,0.205171646,1.09466069,0.272631001,0.275008083,0.244969536,0.195357721,0.0,0.273322909,0.143968437,0.027071555,0.421495803,0.13510042,1
RNA205_FPKM,18.38516465,0.037306835,0.230934348,0.303259941,0.199644415,0.0,0.0,1.114752004,0.309651624,0.232188423,0.0,0.38278884,0.293853072,0.524897122,0.0,1.093859176,0.119398012,0.570120387,0.0,0.242312089,0.15791962,0.362850662,0.254190395,0.399644763,0.488815369,1.143448612,0.850375712,0.342133233,0.667096997,0.427698972,0.532553697,0.154462234,1.681453885,0.391280655,0.660866563,0.792480517,0.211096293,0.590286346,0.430246699,0.786942077,0.0,0.118628254,0.221397115,1.868632492,1.138962556,0.015532268,0.320195364,0.334753389,0.0,0.877486715,0.392045254,0.0,0.048450861,3.39358586,0.512980091,0.744687153,0.268808776,0.073963842,25.04829343,1.160194124,0.696359362,0.0,0.520522252,0.479064728,0.0,0.268182463,0.98568023,0.450654979,0.125016388,0.353856927,0.070201374,0.323447348,0.905853246,0.10398572,0.488601066,0.324715769,0.034300961,2.024741759,0.073211778,0.0,0.0,0.0,0.0,0.102732656,4.336629281,0.537678708,2.955348287,0.099164696,0.0,5.555295968,0.592579042,0.0,0.0,0.0,0.0,0.194829461,0.261206691,1.857567755,0.086749629,0.0,0.155936951,0.426235482,0.0,0.927653816,0.0,0.0,0.804694758,0.601835325,0
RNA209_FPKM,38.99738645,0.156150601,0.604234461,0.37030269,0.208929561,0.506708899,0.167218826,2.757408214,0.526619512,0.24301114,0.228922647,0.34338397,0.307521082,0.686546521,0.134198072,1.408923579,0.874575234,0.696094742,0.0589972,0.380402437,1.046564974,0.0,0.332471876,0.345487241,0.767355469,2.260362306,1.159595402,0.268534778,0.814499399,0.537069556,0.557323787,0.346404138,3.927925383,0.532343637,1.630192883,1.066305828,0.71793444,1.070723627,0.450301267,1.23532163,0.073638467,0.372409263,1.390062381,1.35386284,0.903570927,0.081262588,0.737118473,0.106162395,0.0,0.983882155,0.425477324,0.36570665,0.25348792,3.278257595,0.268408212,0.495957323,0.492303511,0.232194431,20.53179209,0.551860961,0.829280255,0.0,1.345851817,2.477294372,0.042279257,0.641545952,1.694609563,0.471660814,0.26164234,0.0,0.220382929,0.0,0.426600107,0.126974211,0.418361049,0.339743508,0.035904091,1.704357627,0.076599995,0.134734984,0.233618534,0.03112993,0.092896544,0.0,6.468515947,1.125124606,2.389945002,0.103754006,0.646809522,4.583884951,0.708744908,0.0,0.276166444,0.044379148,0.0,0.285438027,0.136707375,2.291152498,0.272332808,1.099119092,0.979064652,0.297362728,0.0,0.849517936,0.383338914,0.0,0.467830296,0.509857222,0
RNA213_FPKM,25.07994093,0.14138576,0.072944141,0.23947321,0.567507067,0.152926752,0.151401911,1.920569908,0.293413459,0.345770353,0.345448806,0.466355887,0.174027116,1.492066917,0.0,1.913527754,0.113123899,0.90039015,0.089027943,0.459265476,0.349116317,0.0,0.301041534,0.922038017,0.984318335,1.886123374,0.879055566,0.270149531,0.632140898,0.243134578,0.394243766,0.083636912,2.606487732,0.18537671,1.386629656,1.14430257,0.600060054,0.969493421,0.815439549,0.902681284,0.066653716,0.187324316,1.468342155,1.316648396,0.835549727,0.0,0.424717685,0.124962711,0.087071502,1.484756043,0.24766797,0.0,0.0,5.318285077,0.24303415,0.705676861,0.254712415,0.385459045,23.38458442,0.599628716,0.682604365,0.032866118,0.783382241,1.628920445,0.0,0.363032965,2.401705386,0.915123247,0.552791682,0.0,0.066512441,1.225803496,0.858372875,0.098536433,0.420876737,0.307652642,0.0,1.376422787,0.069364654,0.122008435,0.211459363,0.042284274,0.084085127,0.194668545,5.195690735,0.509424829,3.606641199,0.093953801,0.0,2.328335337,0.561513258,0.0,0.208370315,0.0,0.156589668,0.258428219,0.0,1.445881319,0.164382239,0.165859247,1.181942354,0.370245732,0.0,0.329627831,0.173565097,0.0,1.186173944,0.380199748,0
RNA219_FPKM,28.504612,0.128621609,0.796305888,0.099590323,0.294989058,0.317990154,0.05246991,3.494110101,0.381320592,0.196068448,0.071831329,0.161620491,0.289492368,1.034097934,0.0,1.409142345,0.117612797,0.530449911,0.05553641,0.477450583,0.36296969,0.285940314,0.375584687,0.393700507,0.782537394,1.08474493,0.685415753,0.168521642,0.474636602,0.674086567,0.377081993,0.043477865,3.658159504,0.308372305,0.883537638,1.375486281,0.415880049,0.697794934,0.484421527,0.79563428,0.0,0.233709096,0.436173661,1.557615164,1.103919301,0.0,0.693897309,0.049965985,0.0,0.802678402,0.457733169,0.0,0.190905733,5.100386315,0.10107122,0.533537037,0.430332049,0.109286924,26.74204139,1.35074926,0.80427015,0.10251086,0.512794404,1.1104528,0.0,0.452926282,1.179078289,0.824524237,0.246294337,0.0,0.276606951,0.318611229,1.070868375,0.068297655,0.437577653,0.319860685,0.0,1.647730662,0.036058565,0.0,0.0,0.0,0.262265191,0.202393237,5.008693011,1.05927889,2.426164112,0.097682005,0.0,2.420623116,0.500395549,0.0,0.216638711,0.0,0.162803342,0.191916411,0.514602363,2.287410218,0.384536548,0.0,0.307210827,0.104973584,0.0,0.91388767,0.180452377,0.016974917,0.176165172,0.508189873,0
RNA23_FPKM,22.80339728,0.251987349,1.857285776,0.536592801,1.059543655,0.0,0.514000547,4.792098033,1.120614308,0.416143523,0.84440037,1.055500463,0.673535975,2.279203462,0.57747643,1.867637834,2.88033288,1.314377708,0.0,0.974395538,0.812728646,2.310886882,0.490568749,0.637188895,1.886969978,3.514819215,1.566701223,0.412721952,1.394887103,1.073031232,2.682121623,0.042578684,3.806253752,1.661465473,3.143199426,2.25790261,0.662010346,1.519037738,0.415243852,1.458923795,0.203677084,1.182887636,4.699954343,2.219482917,3.066988204,0.509585358,0.308958354,0.460106453,0.088654397,1.693594838,0.32230018,1.348546583,0.0,11.00058609,0.445532027,0.980003719,0.907970284,0.107069195,30.1267163,1.526808342,0.88056992,0.100430636,1.50702456,0.734295837,0.0,0.628551491,1.970337069,0.621280174,0.241248497,0.682714632,0.609655525,1.248459141,0.699355668,0.250899005,0.685848798,0.156622768,0.0,1.316835039,0.388567201,0.372753316,0.0,0.114842091,0.085613732,0.892169593,7.071359044,1.556674858,3.197758218,0.382761126,0.0,5.05179883,2.205890766,0.132467018,0.254665769,0.0,0.079718176,0.676789357,0.630099609,1.920668273,0.460418548,1.520272076,3.611362035,0.342756887,0.0,3.021514242,0.530371523,0.0,1.207960955,0.331885296,1
RNA246_FPKM,49.04388535,0.206590201,0.393540793,0.258416322,0.255145229,0.962638579,0.04538286,5.094307459,0.857460403,0.706554545,0.403810612,0.652312785,0.657247182,0.782620588,0.254947646,0.931965346,0.406860578,0.350823986,0.08005862,0.550583838,0.627845872,0.309148361,1.02865682,0.681006357,0.676792547,2.092839661,1.536883841,0.194323561,0.789418149,0.801610113,0.978383945,0.094013401,5.027464453,0.233380714,1.930496354,1.543341206,1.034075738,0.637043648,0.680812101,1.129261499,0.0,0.13476152,3.017906065,1.592107466,1.768662105,0.158789391,0.709245089,0.233356464,0.039149643,1.068045035,0.358777757,1.190677736,0.0,3.595758731,0.305968768,0.692155556,0.143156769,0.157542778,13.87734716,0.359478501,0.900203011,0.059109892,1.147892005,0.816367954,0.0,0.228520866,5.578688981,0.274291042,0.248532255,0.301485709,0.149528732,0.551153562,1.080526867,0.044304578,0.605524071,0.414986211,0.0,1.537616701,0.249476402,0.054858208,0.57046622,0.0,0.226841337,0.175056218,5.308809138,0.916203323,2.518054508,0.0,0.526475044,3.276883045,1.154086777,0.0,0.206097899,0.0,0.140813684,0.265560292,0.111273905,4.069794146,0.221731763,0.447448135,2.7898967,0.060529949,0.0,0.494031204,0.0,0.014682134,0.685597492,0.219751913,1
RNA253_FPKM,33.84815671,0.091370716,0.188560953,0.198061602,0.391160004,0.632407219,0.026080755,3.27640496,0.151671297,0.552465528,0.285748325,1.285811559,0.863672893,1.928207904,0.083766015,1.401375975,0.526329858,0.46545493,0.036825867,0.435255748,0.206245965,0.0,0.622490083,0.578784453,1.017678198,2.738394406,0.807859678,0.279305984,1.23451563,0.502768259,1.222830267,0.108100909,3.290313173,0.881679411,1.387342289,1.441888116,0.516956391,0.308428919,0.602156331,1.339059796,0.068891305,0.271138845,1.95192383,1.455189861,1.619764758,0.258667034,0.627304392,0.268323761,0.090041494,0.614008008,0.341409804,1.026750369,0.0,7.033076711,0.502543109,0.464239363,0.131665951,0.072467517,15.71515254,0.619974108,0.494019392,0.067974349,1.649884164,1.71175499,0.0,0.1126052,3.10389643,0.630718957,0.0,0.346517375,0.30946143,0.0,1.020587327,0.135845603,0.435141941,0.636127261,0.0,1.164305442,0.251001212,0.189222269,0.218558129,0.014567924,0.0,0.100601819,4.834668222,2.106655216,0.9212433,0.0,1.210856505,4.395925632,0.331722805,0.0,0.215432823,0.124597971,0.080923219,0.229025729,0.0,2.534857794,0.382409383,0.343033344,1.833068455,0.347964212,0.0,1.249683871,0.358970734,0.0,1.051144006,0.505378686,1
RNA26_FPKM,14.36456272,0.250910104,2.987313458,1.778381623,0.826291983,0.501030117,0.082672387,4.299537514,3.644992552,0.480555328,5.206260729,5.658998955,0.342096428,2.172453882,1.857717243,4.962947712,2.717916798,0.753845237,0.661141421,1.880695975,0.762534075,0.0,0.460270951,1.330542518,2.149807453,3.856578321,4.453167278,0.590056129,2.991427537,0.796575775,3.237633289,0.114173974,4.421111829,1.983994021,3.028461401,3.2802671,1.310533843,2.239633198,0.190815479,0.685752076,0.291167884,0.981961604,9.621385826,1.933663107,3.877977372,0.514281898,0.795138283,0.556338636,0.095090067,0.778284481,0.450768941,0.0,0.050132329,10.80530469,0.530831165,1.050811324,1.286533096,0.038265364,19.53585748,0.327424777,1.093315139,0.107678446,2.534837803,1.020648485,0.0,0.792930587,2.404177678,0.266488802,0.776130196,0.366137393,0.254231899,1.004017382,0.796769447,0.197286508,1.195053594,1.007954706,0.035491363,3.051728893,0.795401923,0.466355404,0.0,0.0,0.459143355,0.531489764,13.56595201,1.669015909,2.363160437,0.615637006,0.639374254,7.627941094,3.153723312,0.142083167,0.182047596,0.0,0.171010279,0.766045576,0.270271766,3.981744149,0.583441566,1.811335095,2.742927589,0.294040841,0.0,2.15990294,0.947745022,0.106983746,0.647659881,0.385527847,0
RNA277_FPKM,24.25243845,0.065662801,0.632337556,0.41518867,0.1756945,0.0,0.0,1.070295626,0.136267964,0.3113797,0.256695003,0.192521252,0.387946551,1.07777978,0.150478666,1.974707758,0.77049813,0.223012376,0.066154602,0.426551964,0.247045051,0.255457647,0.223696988,0.22427721,0.430224613,1.043599552,0.604765775,0.133816069,0.608844263,0.802896417,0.663973973,0.207143852,2.92056876,0.229549412,1.218564318,0.575676113,0.557317735,0.738835821,0.144285438,0.631832612,0.0,0.046382374,0.519659051,1.068220277,1.552061881,0.091113591,0.601085639,0.142833325,0.0,0.956119146,0.289658937,0.40980882,0.0,4.033222249,0.0,0.158914542,0.197129284,0.0,21.71853508,0.990068448,0.873489948,0.0,1.113828898,0.496011836,0.0,0.269761384,0.660887527,0.982141052,0.244452217,0.0,0.041171976,0.0,0.637749233,0.122033567,0.573326667,0.190440569,0.0,0.61977969,0.042937529,0.0,0.0,0.017449639,0.104099346,0.120502097,2.866076634,1.262029125,1.576348648,0.116378734,0.724811121,5.014483699,0.596067844,0.0,0.051620846,0.0,0.193964556,0.091459993,0.153193518,0.856314829,0.254440312,0.0,0.731830256,0.041666534,0.0,1.496751971,0.0,0.0,0.209883893,0.100892065,0
RNA288_FPKM,20.75991357,0.136431108,0.281551691,0.323520353,0.182551112,0.147546488,0.024345882,1.20460383,0.743275324,0.636965512,0.233344931,0.700034793,0.940457966,2.279550427,0.351779007,1.077086054,0.491273206,0.521310242,0.103094642,0.553966306,0.385008065,0.0,0.232426933,0.651406838,0.67045755,2.633231504,1.343067495,0.234640474,0.881075496,0.782114963,1.597820258,0.060543962,3.553659603,0.894438237,1.251701029,1.794317328,0.916759923,0.647673465,0.449604816,2.329129754,0.192999954,0.180775378,2.226680836,1.314337357,2.469225808,0.184611017,0.819684978,0.15768361,0.0,3.094712274,0.398311987,0.0,0.13292039,8.274746174,0.234537573,1.733272491,0.368697233,0.0,20.19576508,0.289377001,0.526954745,0.0,1.287905779,0.515346381,0.036922609,0.035026075,5.021305167,0.058857969,0.152416857,0.0,0.128381642,1.183016774,0.45556818,0.126777828,0.974753198,1.929728096,0.031355157,2.616105022,0.100424821,0.058857969,0.0,0.0,0.081126847,0.657476847,5.104805613,0.983004521,2.620444672,0.090648321,0.564860807,3.809768889,0.696723861,0.0,0.080438856,0.0,0.0,0.463134743,0.119386984,3.397033342,0.793131308,1.600607367,1.140522951,0.259810247,0.0,0.63618346,0.6700272,0.015752622,0.245314197,0.235858753,0
RNA29_FPKM,12.33882877,0.165786222,1.334349892,0.494210955,0.177438225,1.291096561,0.047341591,1.621377077,0.068810195,1.061461981,0.162026649,0.534687942,0.097949207,1.516168862,0.037993033,0.29915652,1.963231153,1.069852377,0.217136303,0.071797565,0.421063278,0.451487754,0.225917127,0.277998966,0.217247244,2.070417739,1.786608538,0.202734171,0.527072544,0.152050628,1.094674014,0.137299448,2.973426768,0.313011595,1.132882879,1.207570239,0.422136734,0.454706536,0.546343756,0.791534926,0.062525492,0.31630016,3.345113817,1.916517153,2.416669065,0.06902317,0.455328718,0.243454615,0.204196737,0.83564539,0.103251496,0.0,0.129185203,7.193127476,0.501559816,1.504408472,0.149335438,0.131473879,37.94878997,0.656238889,0.23477887,0.246644337,1.197540361,0.150291022,0.179493912,0.204329025,7.634797934,0.171677692,0.111110977,2.201485162,0.686322631,0.287470719,0.28180937,0.092433541,0.157923828,0.721495137,0.0,1.917124751,0.0,0.0,0.0,0.0,0.315509127,0.091305836,4.962383124,0.0,1.87070127,0.484741044,0.0,6.457352509,1.429711222,0.0,0.156371854,0.0,0.0,0.1038953,1.97330058,2.358797373,0.346952612,0.0,1.524515148,0.189427295,0.0,0.309212202,0.651261097,0.0,0.794735464,0.17831344,0
RNA295_FPKM,36.52076073,0.045254838,0.186755619,0.081748339,0.121088744,0.130570072,0.021544692,1.966837771,0.187803336,0.241425305,0.117924948,0.353774844,0.297035889,0.848835364,0.207388403,1.428882351,0.04829304,0.153676869,0.030391234,0.29395003,0.297961718,0.0,0.462469349,0.196723519,0.345899471,1.678156197,0.604325074,0.207506047,1.108912971,0.345857442,0.471036744,0.053541105,2.805628481,0.506281354,0.877984679,1.678444257,0.426716949,0.031835764,0.248544918,0.837347848,0.0,0.159880613,1.253191933,1.162394557,0.51994848,0.075353843,0.828531589,0.049217267,0.0,0.506827323,0.340529018,0.282626359,0.156704246,3.588753698,0.248891782,0.492720819,0.407592897,0.029916234,13.3709685,1.023546226,0.89324511,0.0560971,1.163791267,0.364632861,0.032674364,0.030996042,1.024825785,0.780955597,0.168490188,0.0,0.0,0.0,0.805800153,0.0420528,0.359183956,0.787669286,0.0,1.032268189,0.059197073,0.104124245,0.0,0.036091668,0.143519591,0.083104773,4.313177779,0.434950955,2.100266591,0.04010925,0.0,3.887726203,0.616152926,0.0,0.177827063,0.0,0.0,0.378110017,0.0,1.931402441,0.210430244,0.424706608,0.0,0.201069834,0.0,0.281353257,0.0,0.027867592,0.506148794,0.115884391,0
