,AC093525.8,AC131649.2,AC005921.3,AC099811.6,AC092117.2,AC092653.2,AL133243.4,AC233300.1,AC134407.3,AL356750.1,AC020951.1,AC090181.3,AC018529.3,AC005785.2,AP000560.1,AC022413.1,AC005261.5,AC009951.4,AC009948.3,AC141586.5,AC141586.4,AC020978.8,AC064801.2,AC118344.2,AC131212.2,AC012676.5,AC005839.1,AC020763.3,AP003108.3,AC092139.1,AC000123.3,AL356274.2,AC027290.2,AC012513.3,AC055811.4,AC120114.3,AC093525.10,AC127070.4,AC087741.3,AC093330.2,AC010435.1,AC127024.8,AC130448.2,AC022532.1,AP000648.4,AC092881.1,AC126474.1,AL845472.1,AC025809.2,AC109326.1,AL353795.3,AC007998.5,AC084876.2,AL353763.2,AC011466.4,AC009093.7,AC111170.3,AC008985.1,AL445363.3,AD001527.2,AL662907.2,AP000974.1,AC020978.9,AC099521.2,PRO1804,AC124319.3,AL118508.3,AL031602.1,AC006330.1,FP671120.9,AP001148.1,AC091925.2,AC002350.2,AL023806.3,AC005538.2,AC007224.2,PWAR1,AC008537.3,AC091132.3,AL158212.4,AC073592.9,AC026362.2,AL139288.2,AC008993.2,AC006128.1,AC120057.4,AL031587.5,AL359922.3,AC090617.9,AC093909.6,AC099494.2,AC090373.1,AC009716.2,AC079777.1,AC004678.2,AC007610.4,AC004836.1,AL109806.1,AC020604.1,AC011815.3,AC021106.2,AL359258.3,AL049833.3,AC099804.1,AP001767.3,AC093642.3,AC012313.10,AC100788.2,AC067931.1,AC090772.4,AC008533.1,AC102945.2,AL132780.4,AC015799.1,AC020910.6,AC020895.2,AJ003147.3,AC005831.1,AL121753.2,AC009090.4,AL049780.3,AD000864.1,AC002525.1,AC093323.2,AL118508.2,AC069547.1,AC080080.1,AL132656.4,AC002310.5,AL356273.3,AP001350.2,AC015804.1,AC074183.2,AP001528.2,AC004623.1,AC093525.9,AC011498.7,AC117503.2,AC112484.4,AC006511.3,Diagnosis
R_JS009_FPKM,44.6885785,0.268152669,1.106724731,0.726697007,0.607105192,0.714004618,0.294505121,3.698247295,0.727685632,0.403520638,0.483821491,0.302352021,1.015525201,1.886417905,0.094549398,1.581828827,1.254262257,1.891458292,0.207811262,1.116582343,0.69851151,0.481447899,0.421590217,0.903120426,1.554134036,2.013853945,1.852306097,0.378360401,0.901689806,0.756688261,2.576571035,0.707696741,4.131062162,0.865421948,2.557820133,1.627572741,0.641929582,1.044402429,0.135963017,0.938955047,0.077800418,0.524717577,5.141186992,2.013497397,2.661281466,0.429374189,0.495671419,0.269226012,0.050816366,0.554484661,0.513836715,1.159127749,0.107163361,2.983051084,0.283618935,0.449167664,0.594540777,0.245347053,18.42128158,1.8661764,0.663861312,0.0,1.930098096,2.399633626,0.0,0.338951521,1.012185117,0.071206137,0.046085099,0.0,0.388137525,1.073098737,1.202091199,0.172502686,0.540336649,1.615775155,0.0,1.460313272,0.080964715,0.355957201,0.0,0.065807468,0.294440811,1.136000523,3.638188188,1.189234964,2.475926234,0.109665979,0.68336636,2.835384143,0.468058242,0.151859191,0.267513284,0.1875496,0.0,0.387786037,0.144433899,1.907503923,0.767390505,1.354974936,2.75884835,0.157136151,0.0,1.795246904,0.405181824,0.0,1.680906659,0.697256846,0.545878344,2.276368313,2.386976331,0.321913474,0.322717506,1.055791581,0.39274758,1.443870675,1.498945574,6.63637085,3.948198018,0.917841346,0.173539657,2.194267132,0.733865412,0.0,0.197564384,0.808200687,0.075678589,0.862974949,0.465434383,3.958858182,0.083703009,0.631524774,0.099317887,0.056368786,0.860946329,0.996369846,1.897145224,0.304729092,0.401627597,0.256736377,1
R_JS010_FPKM,52.57895435,0.152118354,0.47085607,0.783244168,0.284908758,0.131681867,0.130302616,4.710885176,0.726053219,1.000943548,0.802774867,1.070351375,0.539219676,3.531240184,0.732055184,1.441047653,1.557843121,1.084894082,0.168574108,0.592878609,0.686817676,0.0,0.570021119,0.793544678,0.697658495,2.072283519,2.143571759,0.09300065,0.936963121,0.348787899,1.832263039,0.70186355,5.564758335,1.372148359,1.809315745,2.215863535,0.688568645,0.930674272,0.150400699,1.790237606,0.229459548,0.709395911,2.166551648,1.523953727,3.026304677,0.291320172,0.365555785,0.165454312,0.074937261,1.175645598,0.50920132,0.569776136,0.0,5.925505531,0.460184336,0.828136882,0.274047635,0.180933824,20.32720593,0.258076104,0.704989066,0.0,2.671938886,1.264042289,0.0,0.499937161,2.354106279,0.1050054,0.169917809,0.0,0.0572433,1.58246419,1.182017729,0.141355112,0.181130196,0.794334966,0.02798376,2.728165063,0.05969803,0.2100108,0.0,0.060658765,0.434202393,0.167539633,6.38233131,1.753726548,2.300651174,0.080860446,0.504125356,5.140425978,0.690443121,0.0,0.215216551,0.034589246,0.0,0.857930223,0.106550154,2.813434698,0.353720991,0.428308122,1.907366115,0.173792721,0.054197363,1.702242505,0.448207394,0.028103422,0.510435886,0.327216082,1.710653281,5.409222839,0.377262089,0.379850757,0.713912173,1.600461736,0.362066151,1.395236129,1.658118893,8.992378998,3.651107615,1.152507185,0.938392317,2.883321208,0.208154554,0.0,0.69199242,1.362376046,0.19531555,1.463739713,0.735520267,5.872975294,0.246868271,0.310429757,0.146460894,0.0,1.555513287,1.23753059,1.732198571,0.337087757,0.2962842,0.454453346,1
R_JS011_FPKM,41.74035197,0.185209762,1.24856767,1.238081244,0.693786692,1.068375535,0.317336856,7.849100253,1.358064384,0.900323613,1.568760023,0.579250301,2.21282858,3.648152527,1.10355829,0.556988465,4.742010858,2.495153113,0.161718294,1.684409114,1.149870577,0.0,2.607981473,1.518333901,3.195543411,5.214628941,3.343522735,0.773831866,1.349380057,2.151604943,4.461898609,0.891104305,7.650810197,1.839083177,3.937294783,3.222638652,1.292528412,2.370587271,0.366221338,2.23461534,0.325985398,0.628197839,7.327561178,2.061721072,2.225473207,0.976729746,0.67825596,0.396195259,0.0,0.663879603,0.80744139,1.618923262,0.160368334,4.176243743,0.339576611,1.210006633,0.556096908,0.122407094,23.36157279,1.536090376,0.874279306,0.091843594,3.344529385,9.253118174,0.053470893,0.53262014,2.097311563,0.596661982,0.468928768,0.0,0.278801178,1.284554647,1.049432029,0.103265678,0.02941997,1.074660097,0.022716994,1.894021272,0.169621933,0.127880368,0.0,0.088627406,0.0,0.612034917,7.094590812,3.203247681,3.171789214,0.32818961,1.2272698,2.404545709,0.728559103,0.0,0.77155371,0.084205916,0.109396537,0.980119334,0.172894842,4.435730984,0.459394948,1.274662733,6.296465826,0.282150141,0.0,2.456453214,0.12132483,0.022812764,0.473500345,0.512231953,0.898532746,2.422610375,1.428877671,0.038564573,0.338048293,1.474705575,0.79347888,6.169435401,2.691894989,16.01983571,4.351771663,1.470110251,0.31162359,2.531530175,0.202741054,0.118825255,0.118247389,1.071331077,0.135886773,1.601413695,1.233936883,5.924643207,0.350717379,0.503978528,0.118888644,0.134952699,1.571896264,2.60549369,1.919832266,1.823986049,0.240521155,0.491859201,1
R_JS012_FPKM,46.75315155,0.625258935,1.798620226,1.026931793,0.811158475,1.311510207,0.243456201,6.897242321,1.730075233,1.044559611,2.259112032,0.833296775,0.932838171,2.932354139,0.60790435,0.769212732,3.880854506,1.608735453,0.17178968,0.861568229,1.069366991,0.0,0.71006059,1.394408503,1.737947612,5.506644706,1.727652158,0.376518641,1.129418173,1.47707903,3.127544011,0.381080091,7.152257247,1.351429585,4.65123695,3.795109752,0.857687641,3.517710003,0.124870961,2.37715835,0.571626794,0.722976644,6.296574903,1.703544904,3.56426337,0.804602339,1.365982111,0.453397565,0.0,1.719014702,0.442497404,1.419419275,0.0,5.082597322,0.729560548,0.825273541,0.648544515,0.26293173,21.05770336,2.571358784,1.219615567,0.035232757,3.545850472,0.601162311,0.164098716,0.19458721,1.787939828,0.065397039,0.380928701,0.0,0.213905702,0.985553813,1.012207583,0.264101176,0.541475076,1.484128095,0.069677375,2.682797891,0.371797489,0.130794078,0.453372464,0.0,0.27041991,1.565274587,7.39277754,2.184430962,3.138587431,0.151078908,1.255232717,3.58132182,1.203998697,0.0,0.223374746,0.0,0.335730906,1.108197183,0.530603104,3.976155641,0.660875494,0.711210081,3.801349615,0.14431676,0.044997642,1.295810853,0.372126513,0.035005449,0.363285495,0.40758419,1.378850893,4.414402446,0.626447613,1.064636493,0.444584627,2.155175243,0.856843799,1.006153051,2.1418556,17.34646355,4.662941616,1.412772695,0.425018785,3.005079867,0.259249667,0.0,0.226808501,0.901521123,0.243266175,0.871967701,0.855127615,7.357628209,0.461246391,0.386669389,0.273646178,0.02588507,1.897994025,1.589647429,2.572542682,0.979541005,0.368862246,0.566073775,1
R_JS013_FPKM,72.92460442,0.356542762,0.674482956,0.483117619,0.516749186,0.899893677,0.424230414,3.874480307,0.49330126,0.343464303,0.784050116,0.435578718,0.994746893,1.358616324,0.612830085,2.077580057,1.664140959,0.630718184,0.134708565,1.351095217,1.006162314,0.0,0.30368781,1.660775266,2.044092395,2.73231185,1.949878799,0.862942229,0.915102406,1.090053093,1.577417869,0.105465143,3.434796032,1.246627936,3.534182764,1.863572266,1.092821907,1.72390488,0.097906816,0.824745095,0.336198144,0.346421404,3.702867907,1.106746698,1.755845161,0.618520145,0.152993598,0.258549255,0.0,0.549134307,0.451056554,0.0,0.077168216,2.425782054,0.163420671,0.862773012,0.401473682,0.235634523,13.66108235,2.184251685,0.631154077,0.082874203,1.292585656,1.59367035,0.0,0.36619466,1.682311679,0.051275459,0.26551872,0.0,0.223648028,1.03031626,0.865805973,0.234689478,0.247663871,0.646597991,0.0,0.631074894,0.145784693,0.102550919,0.0,0.0,0.212026497,0.409137686,6.74950333,3.854064531,2.817625303,0.355404753,0.492091348,2.978275497,0.337183001,0.0,0.227699044,0.0,0.065808623,0.465520543,0.0,1.74376543,0.207284031,0.418225628,0.993570051,0.254622882,0.0,1.754890919,0.145885488,0.0,0.213629289,0.547834309,2.358708374,1.093108331,0.614087477,0.046371477,0.232388513,1.035038645,1.30833458,0.753057421,0.899681007,7.344677164,2.979125452,1.429349614,0.374937421,4.31023646,0.040653663,0.0,0.035566473,0.540533985,0.0,0.37292491,1.245197947,3.282414049,0.180823329,0.30317352,0.429181362,0.0,0.651091959,1.473038071,2.049638773,0.109717538,0.289211582,0.332880503,1
R_JS014_FPKM,55.70030252,0.246580162,1.314568788,0.668235251,1.347030188,0.800079623,0.23470984,6.028839699,0.959464637,0.730882306,0.743037609,0.632579602,1.355656649,2.023767931,1.083079282,0.880601022,2.20306423,2.320472752,0.331235994,1.468324726,1.536650544,0.0,1.050047334,1.100690193,2.625350818,3.592576268,1.703344757,0.722425816,1.265728498,1.55476259,3.364375246,0.668540889,5.740583557,1.163885169,2.392160285,1.995568534,1.308027315,1.929185036,0.270865959,1.916454574,0.0,0.522716973,6.584975981,1.029312803,3.339312874,0.556075028,0.917079236,0.279386522,0.0,1.346443999,0.319937256,0.192339239,0.186791536,4.146084083,0.282571598,3.169727795,0.740374284,0.285171408,14.06950508,0.929570566,1.375618855,0.019096942,2.074572935,1.055575153,0.11122567,0.422092141,1.628823424,0.035446656,0.137716324,0.0,0.038666431,1.246979433,0.673614799,0.095472171,0.048934609,0.804785974,0.018883347,1.624481705,0.201622705,0.035446656,0.0,0.016387731,0.439915162,0.396062946,5.2993011,5.03439801,1.627942503,0.054619229,0.0,2.824695073,0.932659629,0.52939757,0.642005659,0.0,0.227557508,0.493618649,0.719354194,2.375349339,0.238905479,1.060581307,5.067407985,0.039130893,0.060998562,2.363359119,0.0,0.0,0.591020162,0.694603828,1.427310756,4.40945939,1.783473961,0.41692621,0.843811028,1.373178492,0.097816742,0.694397806,2.488788861,7.981893304,3.402564294,0.494251486,0.921936695,3.040460519,0.534224048,0.1318123,0.0983971,1.667849458,0.320370782,0.0,0.761757174,4.929861416,0.500260211,0.314479336,0.197861414,0.0,0.943446384,1.854569479,2.182467569,0.986470998,0.199931577,0.511576622,1
R_JS015_FPKM,80.96579174,0.251660403,1.142541221,0.909313008,1.03247668,0.871049145,0.26348742,9.57119548,0.522262987,0.507223798,0.819836143,0.639465957,0.660805105,1.53431293,0.538258387,2.119178849,0.644337724,0.968653864,0.253545286,2.179689814,1.467665032,1.174834037,0.514406997,1.015898698,3.352677604,5.523568348,1.251638938,0.589834302,0.83341445,0.69243008,1.481973567,1.032144413,6.931711892,0.246362593,3.396704005,2.987072063,2.658052886,1.628211799,0.276461155,1.564721602,0.0,0.355648211,4.778967508,2.154882388,1.156665514,0.265428563,0.691180528,0.191608643,0.08266874,0.789255484,0.156733852,0.31415627,0.08716739,1.917594183,0.230726874,1.339676023,0.302243244,0.199574905,7.769137813,1.138466781,1.900706527,0.031191888,2.09317296,0.177434734,0.03631953,0.482464829,1.456529602,0.405368,0.449771728,0.0,0.063149245,1.163590397,0.48889301,0.140312396,0.279669124,0.876172964,0.0,1.860825444,0.065857237,0.463264606,0.802908738,0.093658507,0.159666741,0.092375975,6.949610761,1.934280141,2.980546031,0.0,0.555634597,1.153156675,0.456900012,0.0,0.435172318,0.0,0.074306423,0.63081677,0.352403952,3.580419967,0.7412256,0.629765627,1.683044111,0.159756832,0.019918415,1.251675662,0.164723531,0.015495325,1.286798666,1.056893198,1.220838136,1.44006422,1.386829336,0.209479003,0.196849432,1.311989091,0.399317616,0.404963215,1.625614686,6.100016446,4.281832283,2.138748779,0.564558701,3.30990963,0.0,0.161433602,0.361527679,0.469563274,0.061557467,1.544198188,1.189850237,4.904962104,0.0,0.0,0.242325494,0.022916293,1.400521586,2.345950711,2.718810859,0.37175392,0.326557176,0.292374227,1
R_JS016_FPKM,58.36558078,0.252293661,1.073886415,0.811923827,0.886034363,1.091616207,0.225152426,9.681339232,1.047185502,0.953497423,1.017142087,0.601011819,1.304286608,1.663917072,0.722731605,1.564970424,1.968177612,2.142230735,0.238295886,1.297493882,1.245982347,1.410982284,1.933893077,1.307392125,2.737904647,6.050902618,2.287474335,1.422105188,0.62664777,1.301581963,2.912437603,0.485056091,6.728893008,0.694674389,5.187905133,3.190393008,1.472230515,1.297463093,0.20786901,2.591191498,0.0,0.367716706,6.176282563,1.25574647,1.677314113,0.669641909,1.028562436,0.171518147,0.0,1.483671637,0.785652913,0.0,0.122878682,1.875912254,0.737256165,1.43085083,0.596562909,0.125055631,8.971272443,0.624202834,1.624069356,0.0879764,1.863828412,1.786858984,0.034146287,0.550639265,2.142740374,0.707567569,0.317060394,0.0,0.029673544,1.09374827,1.033878744,0.08792115,0.300428709,1.098037478,0.0,3.051421718,0.123784066,0.326593573,0.56603684,0.0,0.075026677,0.607939485,6.363345341,0.909089471,2.763543491,0.083832203,1.044774466,1.53539542,0.715745289,0.116086052,0.650693968,0.0,0.209580507,0.724673363,0.0,4.094384548,0.256678483,0.887947855,1.713619385,0.12011993,0.0,0.980390606,0.464601035,0.0,0.453562997,0.79956029,1.669048527,2.900363735,2.606948079,0.344584546,0.246695645,1.816055209,0.525432591,1.827004541,1.050445511,9.11567994,6.563713092,1.213707102,0.088439532,3.171963028,0.388408757,0.101155909,0.075512286,0.48549734,0.14462787,0.725697878,1.118323091,5.419565751,0.575867462,0.482757857,0.227765366,0.021545057,1.02018331,2.245051813,2.417263072,0.232944723,0.307017058,0.353336513,1
R_JS017_FPKM,53.50829801,0.241697892,0.819458944,0.935708195,0.692918824,0.298715698,0.197202914,7.879377322,0.501588098,0.55266381,1.11360687,0.607434471,0.849998821,0.728673665,0.593470485,0.856707724,1.602342661,1.143379603,0.278304067,2.3925325,2.289827172,1.007495469,0.941065018,1.157984362,2.714799653,4.508000868,1.192590938,1.029199133,0.548884386,0.316685878,2.464683153,0.633179751,5.946266338,0.869206972,3.451678423,3.388191807,1.807235902,1.748361944,0.910324958,2.472746032,0.0,0.475760054,5.327681096,1.463542361,1.496339739,0.460016097,0.533456494,0.450692665,0.0,1.508366942,0.443528797,0.323440457,0.0,1.490043684,0.379866084,2.569178299,0.528731121,0.102678223,10.85015152,0.292861836,2.089268064,0.128425609,2.607453821,1.304218749,0.074751782,0.567426061,2.671858044,0.77468239,0.385679422,0.0,0.0,0.29943511,2.18003581,0.176470672,0.082210919,0.901555064,0.0,1.059305013,0.135522515,0.417145001,0.41304893,0.055075805,0.0,0.760674763,5.582784107,2.488359206,3.27433421,0.22946546,0.572055136,2.076574725,0.235068038,0.127123364,0.651353469,0.0,0.152935282,0.396706071,0.120907552,3.745829394,0.481747401,1.458264793,1.876161117,0.0,0.040995493,2.790690098,0.508620666,0.015953255,1.075854809,1.193719969,0.799476111,1.481901853,2.996918831,0.377249276,0.337627593,0.932802216,0.410908854,1.000131568,1.39401986,7.631990754,4.301259751,1.640272001,0.29045678,5.175856805,0.188996257,0.0,0.785385253,0.628147259,0.221672922,0.650070156,1.502692896,5.471266875,0.280212001,0.352278513,0.498690979,0.0,1.369162444,2.63352789,1.701360133,0.382523363,0.336207843,1.117528172,1
R_JS018_FPKM,42.92082182,0.656525294,1.155592144,1.30823443,1.446673051,0.167148619,0.468674276,9.022506727,1.482682737,1.098886738,0.83035905,0.905852188,1.521118442,1.358439025,1.194777155,1.132436605,1.297763634,2.426479578,0.038900443,2.09057408,2.070633494,0.0,1.11827193,2.266524442,3.226143251,5.918883247,2.614366129,1.092099991,1.189423986,1.239634019,1.722885171,0.616813259,6.549570413,1.336752617,5.179953771,4.336497717,1.092575474,2.485028517,0.445458374,1.372096697,0.291325264,1.227997108,5.042100005,1.736090215,1.559462649,0.192941358,0.928047742,0.504077617,0.095113958,1.232856024,0.420910311,0.723187143,0.0,3.963627614,0.637280283,1.682044771,1.25231783,0.229694144,14.94569476,1.310280736,1.541255,0.0,4.12085047,2.333935605,0.041827923,0.872626285,1.384866333,0.333233241,0.474495791,0.0,0.254358809,1.339413421,1.734933465,0.071779325,0.32190581,0.33606932,0.0,1.321466615,0.189450905,0.799821444,0.693106723,0.184795253,0.275608354,0.531684798,6.966536272,2.782713944,3.430404336,0.051345654,1.279069799,3.87092115,1.051707952,0.0,0.523610495,0.0,0.427682582,0.685698035,0.135248015,3.777495144,0.269400308,1.630925546,1.937044025,0.036785603,0.045852154,3.721531072,0.379193259,0.01784542,1.388458933,0.890074747,1.149668827,4.262031951,1.915401075,0.421963734,0.302105582,1.647294006,0.137878067,2.190611348,1.987914554,8.334026335,3.989413025,1.137910797,1.028807838,4.631152279,0.687002231,0.123840573,0.184945974,0.756598821,0.212514541,1.938869703,1.556200433,4.395599904,0.470096151,0.394012306,0.0,0.052753263,0.926842273,2.209128818,1.606860624,1.283573682,0.376084392,0.096127511,1
R_JS019_FPKM,35.7553997,0.11259711,0.890762836,0.712028696,0.703015675,0.649594964,0.214372606,4.078632986,0.662090832,0.534006153,0.807000409,0.440214289,0.70221324,1.584211,0.602118226,1.100579342,1.921960141,1.975876464,0.13235395,0.9346492,1.165097221,0.0,1.406521818,1.136379929,1.65998013,3.92022196,1.737138723,0.315562575,0.70849984,0.344258488,2.059607884,0.111003635,4.115704303,1.259810357,1.662296466,2.05034487,1.061900303,1.504551942,0.309194981,1.125176749,0.42465469,0.716072451,2.22743526,1.349835937,2.975843468,0.140635501,0.193278643,0.1735129,0.092439708,1.008992701,0.540554955,1.406085303,0.146231296,2.670314318,0.103207159,0.476820525,0.270488812,0.260451765,19.11918779,1.37957971,0.579861888,0.0,1.940896635,6.578214923,0.04065021,0.539705231,0.850031583,0.45346151,0.335422463,0.0,0.282528374,0.325519263,1.048156926,0.139519454,0.312849518,1.143434318,0.069004289,0.930018606,0.147321935,0.323861306,0.0,0.0,0.44639404,0.72351303,8.425814577,1.622787567,2.883459942,0.09974632,0.621887548,6.341976507,0.425854437,0.138197233,0.199130905,0.0,0.166243866,0.588021848,0.0,1.735528963,0.52364439,0.52834944,2.510130618,0.250172245,0.022293454,1.050039014,0.0,0.017342962,1.259506484,0.346014933,1.738156489,2.301272893,0.620562787,0.117142302,0.3669477,1.414225888,0.133999617,4.122235187,1.591095727,8.983396841,3.706263082,1.489594632,0.157870679,3.738748431,0.410902857,0.0,0.224641661,1.103004412,0.0,0.628124108,0.786470641,3.18308425,0.837654222,0.191569957,0.090382789,0.102567626,1.253295118,1.335920103,2.424781348,0.692987752,0.365495313,0.467224222,1
R_JS020_FPKM,46.08976378,0.440429981,0.950236083,1.4106381,0.803521185,1.039447068,0.200104688,6.20012141,0.58165148,0.89011862,0.978307387,1.115257418,1.419352795,2.816781079,0.779928482,1.625620528,3.011394925,1.189912206,0.242027747,2.210859925,0.847451777,0.0,1.227636685,1.100373023,1.770786642,5.09121154,2.212716155,0.642657711,1.392314462,1.285281524,2.875940331,0.521073743,5.181059388,1.805929431,3.951982431,3.118909778,1.472673809,2.069668737,0.32987915,1.000281375,0.453047023,0.466849838,6.890893479,1.748577185,3.352032049,0.600116526,0.893475162,0.424637171,0.049328041,1.883652559,0.701354777,0.375059623,0.0,3.782630656,0.220234253,2.034591194,0.577082296,0.238158261,14.70108708,0.226469122,1.314461382,0.111675305,2.037665091,2.147600989,0.043360551,0.616863325,1.889231358,0.276405976,0.268362529,0.0,0.226043385,0.347223166,1.118138849,0.186036096,0.381392795,0.348584826,0.036822341,0.897660675,0.196439971,0.06912063,0.479186688,0.095802434,0.380984014,1.21288283,8.827971842,1.154404293,3.893102292,0.106454049,0.663351721,2.522669271,0.454342756,0.0,0.306842864,0.091028296,0.354748588,0.794588109,0.140203676,2.77715432,0.418965584,0.751497008,3.347248326,0.038133475,0.023779864,2.364845561,0.0,0.0,1.34357723,0.738264779,1.589231377,2.700507075,0.992991333,0.062509937,0.939536788,1.423277435,0.905361786,1.111450688,1.697343131,11.52096676,2.798025757,0.939010727,0.11230465,4.646725372,0.383554548,0.0,0.047944515,1.064627825,0.073462091,1.423912053,1.097110726,3.931861043,0.243664492,0.0,0.192818071,0.109405382,1.545891082,2.035955167,2.016731934,0.591444401,0.389864608,0.448572799,1
R_JS021_FPKM,68.82735645,0.088627036,0.438931808,0.720499328,0.284551633,0.306783299,0.227760289,4.14086356,0.404590105,0.31520933,0.658242724,0.779509841,1.151873577,2.618352967,0.162463256,1.838984303,0.680708233,1.143740801,0.142846722,1.918932896,0.550170524,0.827469167,1.267982135,0.743014766,0.464489044,2.97805477,1.616136347,0.216729564,0.845217682,0.812771164,1.075382094,0.796838607,6.336453061,0.297439818,1.973626725,2.976360746,1.15332094,1.645314295,0.992939417,1.220098738,0.0,0.789007031,4.628087718,1.274870351,1.326693714,0.118060899,0.547646357,0.192786691,0.0873362,1.012482509,0.60711001,0.331880792,0.0,2.811364117,0.341218654,1.157927344,0.255431272,0.035129856,14.07036987,1.002245207,1.118084886,0.065932062,2.065851145,0.749821636,0.0,0.327675493,4.88382057,0.183542442,0.514744875,0.0,0.066714638,0.307249014,0.946884468,0.049410839,0.168825819,1.85125945,0.0,1.045688669,0.069575523,0.0,0.0,0.0,0.168681492,0.488108452,7.29451955,3.065397141,3.659367798,0.235578091,0.0,3.045532209,0.563115447,0.0,0.271659513,0.0,0.157065701,0.333226701,0.0,3.971643031,0.288489737,0.499018139,2.222557249,0.067516016,0.0,1.43249029,0.174017141,0.0,0.169956622,0.571886716,1.055300655,0.869313059,0.439544841,0.497965358,0.277261082,2.368873174,0.590591858,0.812870705,1.860478521,6.258884942,7.162228782,1.406839903,0.397588538,5.999293113,0.436563958,0.056832188,0.084886641,0.446473354,0.065032989,0.704462407,1.82837131,2.848022747,0.071897393,0.0,0.341313804,0.024209218,0.258921912,1.487012051,2.63938131,0.654601351,0.344981349,0.176495416,1
R_JS022_FPKM,54.92078126,0.453015061,1.341341725,0.747290631,1.264830769,0.68164046,0.168739349,7.597985369,0.817477507,0.700554642,1.116449226,0.750695747,1.435185274,0.831395622,0.270836674,0.977350185,2.584482672,1.873018977,0.317499508,2.132463059,1.222775057,0.0,2.28138637,1.743107722,1.354985074,3.041070527,1.79594267,0.722573776,0.665319257,1.083815053,2.917278862,1.35152249,8.587486617,0.413181566,3.588924992,2.630065542,1.225892393,1.911492116,0.064900066,1.815079294,0.074273907,0.542766648,6.311805918,1.619100499,2.3084478,0.656006148,1.014294232,0.042842631,0.048512979,0.794196042,0.521333995,0.737724802,0.102305897,2.756616639,0.866730379,1.715743456,1.099958186,0.273350168,14.33279051,1.447838676,1.496061797,0.073247079,3.944720306,3.392468445,0.0,1.820619631,3.271206321,0.475918372,0.660031425,0.0,0.148232961,1.365943578,0.717441161,0.128120374,0.328342825,1.714298419,0.0,1.30145444,0.154589547,0.407939842,0.235634472,0.015706142,0.374792665,0.867805726,7.316584543,2.270659455,2.506117057,0.314138106,1.304781925,3.384356878,1.0727331,0.144975769,0.7663283,0.0,0.261737692,0.576029201,0.0,3.292628045,0.36639676,0.554463355,3.128369111,0.037503384,0.0,2.816433974,0.19340794,0.018193629,1.132972971,0.786844937,1.693820209,3.139650167,1.139722582,0.430401566,0.616256754,1.428241403,0.46878938,1.949253652,2.266253749,8.191768599,4.189003188,1.515991065,0.220898014,5.295358138,0.754662178,0.0,0.471570762,0.771791963,0.108372383,0.576843569,1.26985068,4.791293134,0.239726844,0.602899235,0.09481604,0.0,1.027632645,2.453631488,2.717366863,0.872896235,0.383422759,0.490348959,1
R_JS023_FPKM,47.45212463,0.548940702,1.09510354,0.545473383,1.028153477,0.63331089,0.156749029,5.468086908,0.987311495,0.585770158,0.92992483,1.233917345,0.900885139,1.415983202,0.712864291,3.219297695,3.16233801,2.050846367,0.258101187,0.990534197,0.877824622,0.0,0.74801647,1.397789371,1.618541308,3.780822255,1.415688473,0.503471871,2.072458034,0.923022108,2.595952594,0.541203386,4.731112504,0.921273651,3.704687633,2.517482519,0.414134464,2.007470806,0.663315071,1.076784082,0.4140465,0.349112301,5.212339692,1.363175761,3.11781093,0.6094641,0.691017325,0.179132849,0.090146639,1.598682277,0.498579524,0.685418748,0.0,4.225583017,0.100646991,0.796946411,0.824105156,0.108846997,16.34195099,1.345133305,0.918732289,0.068053726,1.832381558,1.658779969,0.11888216,0.7141427,3.453464569,0.315826338,0.327014078,0.0,0.413168911,0.951986044,0.577642037,0.119028033,0.217893064,1.11489591,0.067292561,1.209092787,0.143628862,0.126317452,0.219040927,0.043785201,0.087099876,0.302367776,6.406117173,1.582522255,3.250778463,0.14593319,0.0,2.829836738,0.747485846,0.0,0.431481158,0.083176776,0.162120003,0.573352418,0.128176946,2.928783383,0.382944556,0.515239804,2.141607962,0.10455102,0.043457529,1.820221388,0.359389919,0.016912421,1.403496837,0.674771563,2.057851164,2.019450711,1.210012986,0.171384267,0.429368044,1.87323675,0.391979173,0.618376198,1.108116314,7.706133412,3.224538882,1.518433137,0.102617968,3.716209733,0.300451745,0.0,0.175236508,0.512119304,0.06712572,0.689011458,1.061788173,2.817766067,0.222768215,0.186814216,0.616699473,0.0,0.725558239,1.209541402,1.803217396,1.08115969,0.712474752,0.455536297,1
