,AC093525.8,AC131649.2,AC005921.3,AC099811.6,AC092117.2,AC092653.2,AL133243.4,AC233300.1,AC134407.3,AL356750.1,AC020951.1,AC090181.3,AC018529.3,AC005785.2,AP000560.1,AC022413.1,AC005261.5,AC009951.4,AC009948.3,AC141586.5,AC141586.4,AC020978.8,AC064801.2,AC118344.2,AC131212.2,AC012676.5,AC005839.1,AC020763.3,AP003108.3,AC092139.1,AC000123.3,AL356274.2,AC027290.2,AC012513.3,AC055811.4,AC120114.3,AC093525.10,AC127070.4,AC087741.3,AC093330.2,AC010435.1,AC127024.8,AC130448.2,AC022532.1,AP000648.4,AC092881.1,AC126474.1,AL845472.1,AC025809.2,AC109326.1,AL353795.3,AC007998.5,AC084876.2,AL353763.2,AC011466.4,AC009093.7,AC111170.3,AC008985.1,AL445363.3,AD001527.2,AL662907.2,AP000974.1,AC020978.9,AC099521.2,PRO1804,AC124319.3,AL118508.3,AL031602.1,AC006330.1,FP671120.9,AP001148.1,AC091925.2,AC002350.2,AL023806.3,AC005538.2,AC007224.2,PWAR1,AC008537.3,AC091132.3,AL158212.4,AC073592.9,AC026362.2,AL139288.2,AC008993.2,AC006128.1,AC120057.4,AL031587.5,AL359922.3,AC090617.9,AC093909.6,AC099494.2,AC090373.1,AC009716.2,AC079777.1,AC004678.2,AC007610.4,AC004836.1,AL109806.1,AC020604.1,AC011815.3,AC021106.2,AL359258.3,AL049833.3,AC099804.1,AP001767.3,AC093642.3,AC012313.10,AC100788.2,AC067931.1,AC090772.4,AC008533.1,AC102945.2,AL132780.4,AC015799.1,AC020910.6,AC020895.2,AJ003147.3,AC005831.1,AL121753.2,AC009090.4,AL049780.3,AD000864.1,AC002525.1,AC093323.2,AL118508.2,AC069547.1,AC080080.1,AL132656.4,AC002310.5,AL356273.3,AP001350.2,AC015804.1,AC074183.2,AP001528.2,AC004623.1,AC093525.9,AC011498.7,AC117503.2,AC112484.4,AC006511.3,Diagnosis
RNA295_FPKM,36.52076073,0.045254838,0.186755619,0.081748339,0.121088744,0.130570072,0.021544692,1.966837771,0.187803336,0.241425305,0.117924948,0.353774844,0.297035889,0.848835364,0.207388403,1.428882351,0.04829304,0.153676869,0.030391234,0.29395003,0.297961718,0.0,0.462469349,0.196723519,0.345899471,1.678156197,0.604325074,0.207506047,1.108912971,0.345857442,0.471036744,0.053541105,2.805628481,0.506281354,0.877984679,1.678444257,0.426716949,0.031835764,0.248544918,0.837347848,0.0,0.159880613,1.253191933,1.162394557,0.51994848,0.075353843,0.828531589,0.049217267,0.0,0.506827323,0.340529018,0.282626359,0.156704246,3.588753698,0.248891782,0.492720819,0.407592897,0.029916234,13.3709685,1.023546226,0.89324511,0.0560971,1.163791267,0.364632861,0.032674364,0.030996042,1.024825785,0.780955597,0.168490188,0.0,0.0,0.0,0.805800153,0.0420528,0.359183956,0.787669286,0.0,1.032268189,0.059197073,0.104124245,0.0,0.036091668,0.143519591,0.083104773,4.313177779,0.434950955,2.100266591,0.04010925,0.0,3.887726203,0.616152926,0.0,0.177827063,0.0,0.0,0.378110017,0.0,1.931402441,0.210430244,0.424706608,0.0,0.201069834,0.0,0.281353257,0.0,0.027867592,0.506148794,0.115884391,1.297176034,3.329268296,0.249355267,0.235436009,1.592768885,0.471813799,0.53850343,0.509726789,1.065669759,3.274732302,4.811925665,0.344653605,0.253765847,4.726228755,0.0,0.0,0.180577133,0.633233857,0.11066428,1.009699665,0.826588726,2.625687194,0.489593341,0.461807415,0.217880939,0.0,0.881388818,0.345130333,2.213118149,0.111451659,0.293782662,0.563269152,0
RNA3_FPKM,28.57450758,0.063821507,0.702560008,0.230631542,0.512368732,1.104709659,0.182282424,3.121380529,0.574054654,0.605451353,0.083197529,0.686236008,0.335251839,1.347099408,0.243802406,1.727792851,1.36191856,0.686499712,0.0,0.691090625,0.060057721,0.0,0.434931738,0.47573226,0.766761119,1.642636697,1.322849691,0.325237783,0.761033199,0.58545047,0.968247661,0.201401291,4.04383643,0.491002512,1.992393622,1.420639903,0.421406533,1.301858118,0.280456174,0.850472141,0.0,0.315753032,0.757496448,1.530462203,2.389036526,0.159448457,0.43829548,0.162002571,0.157216244,1.358448333,0.182209982,0.398610947,0.055278405,5.261024687,0.292593098,0.540627023,0.498337218,0.126531341,23.92929402,0.481241358,0.43828497,0.079154415,1.327340683,0.385783564,0.046083314,0.262247133,2.811076136,0.440681225,0.237667469,1.614420795,0.5205184,0.369026541,0.878379306,0.059305772,0.608064437,1.481681655,0.039134546,1.355751139,0.083528554,0.0,0.0,0.0,0.607412707,0.234418845,6.596159242,2.453080949,1.838933271,0.113138676,0.705005929,8.043571477,0.482868365,0.0,0.225768852,0.0,0.09428223,0.533379817,0.298015125,2.119101512,0.148404228,0.0,0.889350773,0.040528011,0.0,1.05834404,0.209006183,0.019660935,1.937916035,0.163463226,1.82995962,6.262055858,0.351846535,0.0,0.66577766,0.847097593,0.405178362,0.616330674,1.417409708,7.34680954,5.624380378,0.870050052,0.178966312,3.292389055,0.407636775,0.0,0.0,0.893276029,0.0,1.468842577,0.754510759,3.798910449,0.258961309,0.0,0.204925802,0.0,0.355269226,1.298318569,2.00363812,0.314378684,0.41434559,0.423812476,0
RNA302_FPKM,33.31663487,0.152092981,0.104633232,0.274805961,0.045232788,0.0,0.024136763,2.846495726,0.035082373,0.15027683,0.0,0.19818347,0.565793165,1.426635221,0.077452187,1.448498659,0.216330046,0.315693624,0.0,0.329336948,0.238455797,0.197253358,0.17272915,0.141687459,0.387539377,0.460463849,0.747143075,0.258327114,0.503703181,0.774981341,0.256341265,0.239927192,3.211854508,0.283628096,0.556013694,0.991570017,0.334681871,0.392216318,0.612637812,0.656737564,0.063756325,0.071645123,0.601780968,1.21557924,0.449407529,0.014076382,0.87028067,0.119486403,0.0,1.476529931,0.263129406,0.0,0.043909418,3.666160547,0.743689034,0.61339488,0.243570232,0.0,25.93780471,0.860051902,0.652710503,0.0,0.66583345,0.229796032,0.0,0.104149043,2.998166332,0.991677911,0.113269291,0.320688867,0.286197856,0.879164382,0.410383992,0.094229048,0.684172636,1.618084574,0.0,1.076810065,0.066324,0.175012505,0.0,0.026953807,0.080430005,0.093103219,5.645559435,0.487280486,1.866338515,0.0,0.560008917,1.839126039,0.767057196,0.0,0.17932025,0.0,0.0,0.035313503,0.118361506,2.88532436,0.31438295,0.475826812,0.282532744,0.193106891,0.020075226,0.105099713,0.0,0.0,0.405065841,0.337572869,3.801185674,2.901192574,1.676362802,0.158274319,0.264361034,0.792957045,0.281563462,0.367123841,1.432811568,3.359696952,5.596863534,0.406492516,0.379126374,4.64164358,0.740021024,0.0,0.283234011,1.040598211,0.12398751,0.212126373,0.762695506,1.697244203,0.20572768,0.172508494,0.244106379,0.0,0.529042269,0.558561294,1.332352233,0.124860557,0.329128048,0.967711698,0
RNA303_FPKM,18.33531219,0.050848618,0.13994584,0.505309244,0.408208879,0.0,0.048400776,0.921000655,0.070349701,0.090431497,0.198811763,0.6461308,0.300451877,0.238475454,0.0,1.223535618,0.0,0.08634928,0.034152976,0.146840732,0.334863648,0.527589416,0.057742905,0.0789638,0.333211449,0.69280668,0.304463751,0.181384476,0.639962429,0.233178737,0.438633383,0.140389264,2.818458396,0.53342157,0.428995174,0.617336855,0.191856916,0.357631908,0.837951034,0.583461504,0.0,0.107792272,0.402347624,0.783817743,0.434083999,0.0,0.640136536,0.202825357,0.0,4.272218178,0.23753719,0.0,0.044025164,4.824087416,0.419590167,0.430695436,0.274845183,0.100811531,32.2970646,1.917175223,0.807476973,0.0,0.222625564,0.179285405,0.110105862,0.104450262,0.383929858,0.351089823,0.151496478,0.0,0.127606402,1.763677785,0.658620924,0.189031406,0.363314662,1.180352008,0.0,0.800097049,0.06652432,0.0,0.202800554,0.067600163,0.080642021,0.093348642,4.303741893,0.488564972,2.848749435,0.0,0.0,4.466321463,1.000247476,0.0,0.13990452,0.0,0.0,0.318691073,0.11867351,0.904423111,0.591262463,0.31813533,0.0,0.096832697,0.0,0.526978301,0.0,0.0,0.243754878,0.208369513,5.158568008,9.977561174,0.28021976,0.0,0.132579746,0.819473449,0.201749334,0.040912999,0.752824266,2.305775278,4.429361228,0.366956667,0.855614062,5.475525491,0.556721964,0.0,0.284110312,0.948917118,0.186570873,0.248228331,1.20222263,0.870135529,0.343932822,0.0,0.163208255,0.0,0.566036224,0.430960788,0.928059979,0.250379387,0.329995639,0.337621719,1
RNA31_FPKM,16.85544826,0.018741489,0.309296568,0.101528282,0.200486228,0.648356048,0.026758916,1.628633824,0.194389959,0.299875956,0.146458235,0.274636804,0.221381362,1.317908468,0.300518042,1.436775714,0.119901461,0.222686858,0.056626599,0.121705754,0.158612076,0.291504516,0.127631102,0.802828578,0.061397394,1.148535829,0.491780464,0.171829749,0.63285018,0.0,0.468039679,0.177317942,1.599779455,0.43232217,0.474116444,1.554053985,0.477049322,0.316205759,0.802596168,1.268854062,0.494565376,0.119148422,0.667103731,2.69506853,0.793428307,0.046801125,0.707497071,0.122262138,0.230743686,1.259046546,0.102087592,0.351027295,0.0,4.588528523,1.082028473,1.019951239,0.337500099,0.111432244,20.20171613,0.847511996,1.061221357,0.069670434,0.584353043,0.707624441,0.081123574,1.116006882,4.242929483,2.004661119,0.292955938,3.198676863,0.0,0.324974488,1.546767503,0.052228762,0.133850212,0.326084954,0.034462912,2.475852429,0.147040961,0.19400995,0.224241156,0.044825152,0.356491589,0.20633167,6.408589441,2.15978346,3.598144495,0.0,0.0,6.009133444,0.510218395,0.137965952,0.176705688,0.0,0.331942767,0.195670646,0.131219983,2.198956351,0.217810436,0.351592656,0.313188939,0.856237988,0.0,0.582353112,0.0,0.0,0.538869968,0.172721907,3.098361563,6.891945696,0.309689621,0.0,2.417883283,0.506114872,0.089170684,0.723542052,1.323640047,1.960214841,7.058220677,0.563262154,0.840552011,4.638199155,0.0,0.0,0.22427191,0.524338111,0.103097849,0.901365354,1.026715543,2.759516673,0.456118456,0.0,0.180372371,0.0,0.664686085,0.190496365,1.394914156,0.138425073,0.364883636,0.1399309,1
RNA314_FPKM,17.26606256,0.042603777,0.219826031,0.288672645,0.399074572,0.368651396,0.060829259,1.736399186,0.309520671,0.113672927,0.124935107,0.37480532,0.209780742,0.899295173,0.097634572,2.114535417,0.0,0.361818034,0.0,0.138403721,0.360747142,0.165747735,0.145140573,0.138943277,0.558356768,0.677252519,0.824201091,0.162825686,0.804375659,0.0,0.874477159,0.0,2.447762724,0.223462095,1.078383083,0.689720873,0.120534204,0.224736594,0.210636694,0.780641295,0.160678136,0.270991048,0.505663546,0.930414526,1.825627065,0.053222215,0.438867173,0.254925613,0.0,3.22173687,0.165870281,0.0,0.166019676,5.764985808,0.058618005,0.850614102,0.5373493,0.0,31.14938143,2.289140412,0.850314887,0.0396353,0.489655575,0.096571691,0.046150957,0.481397986,0.884609734,0.44125603,0.095177738,0.0,0.080168786,0.738742837,0.672603922,0.098983838,0.710315812,1.668986041,0.039191989,0.95532973,0.125432196,0.073568788,0.255012024,0.0,0.0,0.234637923,7.459004292,1.842387188,1.841390765,0.113244411,0.0,5.125402295,1.063702502,0.0,0.050230589,0.0,0.0,0.267037767,0.895039833,1.515612122,0.644064939,0.0,0.0,0.040587499,0.05059341,0.0,0.0,0.019689794,1.123435256,0.163671095,1.40952659,10.71153955,0.528356847,0.332521655,0.666584511,0.484704547,0.507127261,0.257121149,0.645128756,4.06839865,5.372870702,0.614960991,1.015638851,5.810543996,0.524773663,0.0,0.153035398,0.715580396,0.078148003,0.356537898,0.206047659,1.093620691,0.605177984,0.0,0.205117317,0.0,1.111626929,0.270816605,2.472860299,0.472092557,0.0,0.530449995,1
RNA319_FPKM,21.22907824,0.086499947,0.535491977,0.234415912,0.37029011,0.0,0.074087497,0.939959031,0.179510642,0.307670885,0.270502551,0.30432801,0.272542721,0.730194306,0.0,2.341222597,0.885812967,0.029372358,0.052278263,0.149850693,0.292913291,0.336523457,0.235758957,0.419007159,0.340038824,1.37476202,0.645299862,0.264444397,0.721842368,0.951968196,0.586547604,0.081874712,2.822773035,0.108855401,0.875608043,0.665012381,0.195789625,0.109476249,0.228057848,0.326532886,0.0,0.330033732,0.615877082,1.155421941,1.294907623,0.0,0.178142327,0.037637089,0.0,2.034564534,0.350152423,0.971890416,0.044926473,6.658174103,0.095141689,1.004597372,0.529820811,0.102875404,32.84506646,0.586945996,0.779483686,0.0,0.766770879,0.444342573,0.0,0.177683139,0.587662105,0.417987519,0.038640837,0.32811685,0.455728656,0.299919308,0.714156717,0.289356881,0.49436975,1.355079678,0.0,1.388027861,0.067886245,0.0,0.0,0.0,0.082292972,0.0,5.686522347,3.989034369,2.118095665,0.0,0.0,6.044166275,0.3926107,0.0,0.224362781,0.0,0.076626091,0.180693301,0.0,0.553758522,0.643594859,0.0,0.289187732,0.263539808,0.0,0.537777681,0.0,0.0,0.165830114,0.398699634,3.776603672,7.212376814,0.572055719,0.270023392,0.744251869,0.614923053,0.535273221,0.417589194,1.43174732,3.529585941,3.153627324,0.395295899,0.194058068,4.41673388,0.426073142,0.0,0.041412806,1.694615227,0.190393639,0.542810199,0.836487467,0.810757089,0.350981046,0.176504237,0.083274775,0.0,1.191396833,0.351839228,1.136538251,0.12775265,0.336751504,0.215352363,0
RNA32_FPKM,24.30470424,0.112014441,0.138672515,0.789223923,0.839166353,0.581451424,0.063961527,4.260027476,0.697337622,0.557763213,1.226047538,0.919535653,0.397047416,1.260723745,0.102662048,1.414814003,0.358494667,1.141243437,0.315972987,0.727612279,0.695417927,0.435786242,0.915825474,0.897368128,1.100815626,3.051924208,1.918882108,0.30817661,0.845751603,0.205430152,1.818943015,0.477073797,3.420938702,0.892915445,1.360684826,2.356880193,1.077471443,1.512432446,0.073814546,1.218764239,0.0,0.712323387,4.25409991,1.956605471,1.059061734,0.093271826,0.692146076,0.085284059,0.165529734,1.505554334,0.715030295,0.0,0.0,5.904852949,0.369678003,1.463598437,0.403560499,0.0,14.67177076,0.126660119,0.836363733,0.08330808,1.912350275,2.47081709,0.0,0.736248666,4.397104713,0.463966016,0.350321333,1.27472043,0.04214845,0.0,1.631953143,0.08327484,1.173655398,1.169922149,0.04118815,1.903174185,0.263775551,0.309334299,2.14424982,0.0,0.106568267,0.493553237,5.74737054,3.228779887,1.18317667,0.0,0.0,3.336125899,1.830246307,0.0,0.369768122,0.0,0.198459468,0.140369214,0.156826804,6.055725314,0.364635144,1.681853453,5.992764345,0.042654738,0.0,0.417765519,0.0,0.0,0.96646315,0.206528313,1.037389701,2.472223416,1.296254171,0.209764121,0.876099621,1.051116611,0.479863205,0.811095798,2.125403838,6.680237687,3.062906676,0.942953792,0.062809977,2.12314572,0.0,0.07184118,0.160887045,0.626969149,0.082172061,0.656068322,0.4333045,7.899321609,0.090885003,0.22857056,0.0,0.0,0.935043383,1.76559546,1.275529142,0.165437926,0.436088568,0.0,1
RNA328_FPKM,34.86286625,0.053781902,0.51789121,0.631473926,0.095906065,0.15507618,0.0,3.993050522,0.409184726,0.478180318,0.455462039,0.262778088,0.247095912,0.882653226,0.164322119,0.727782488,0.458910069,0.517462217,0.108352271,0.659827432,0.404646069,0.418405,0.549607036,0.083493394,0.822128408,1.098894263,1.262975009,0.273998639,1.068521104,0.328813992,1.423421732,0.106035721,4.127200227,0.827264773,1.134110674,1.559448695,0.15215925,0.378180632,0.177236721,1.273729019,0.067590553,0.189993326,1.489182314,1.841835981,1.129879879,0.07462878,0.738437904,0.175471737,0.044147658,1.204681376,0.697717401,0.335671226,0.232794631,4.473882845,0.246496917,0.39035168,0.226036601,0.0,25.61357119,0.506810222,0.484610841,0.033328061,1.265321907,1.056207792,0.0,0.184102742,3.788932592,0.061861649,0.040037283,0.0,0.168650286,1.243327906,0.739959647,0.116590786,0.384194189,0.624101851,0.0,0.972911398,0.175882416,0.061861649,0.0,0.0,0.0,0.0,4.023887473,1.033169877,2.711094936,0.238231152,1.781625846,3.901399243,1.220386578,0.0,0.147929399,0.0,0.07939529,0.037437214,0.376558144,1.65767965,0.375137752,0.33638089,0.899058578,0.068257469,0.063867807,0.89146816,0.0,0.0,0.773367137,0.495742581,3.320256877,7.03365831,0.296290803,0.279779201,0.21034173,1.121391582,0.511957217,0.692274146,1.700646831,4.266768945,4.79258661,0.517366681,0.452392905,4.957821213,0.098093811,0.0,0.343316217,0.90302668,0.065747174,1.162408213,0.693391583,2.120222467,0.290943276,0.182882944,0.345219028,0.0,1.608570963,0.638020615,1.138355424,0.264739037,0.0,0.624780703,0
RNA331_FPKM,15.28817129,0.125763367,0.486653042,0.085193718,0.63097691,0.408105534,0.0,3.245832284,0.326232304,0.195724001,0.368750575,1.198422999,0.185765873,0.110635227,0.07204301,1.489336353,0.804994359,1.06786239,0.031672109,0.442521482,0.621093367,0.0,0.160673936,0.468652403,0.824005296,1.749087827,1.607241922,0.336425574,0.374857903,0.792997652,1.02397135,0.018606298,4.214309119,0.956413308,1.432282394,1.081438472,0.756110901,0.762858499,0.414449583,0.349098585,0.0,0.233298522,0.55978112,1.090406973,1.130298972,0.039271832,0.377824521,0.495900652,0.0,6.3392709,0.489546174,0.294560457,0.0,8.580997078,0.21617438,0.741757185,0.339867108,0.093505198,29.12033682,2.489120677,0.769096571,0.029246262,1.212987941,0.308770945,0.034054063,0.322911105,0.118662679,0.434108544,0.175594086,0.0,0.236652644,0.272698548,0.610791672,0.073038612,0.112316598,1.231518463,0.0,0.964599905,0.061692003,0.0,0.188169348,0.037613751,0.448784863,0.259749552,5.293734579,0.906151367,3.132581239,0.041802891,0.52097633,4.502197658,0.428135253,0.0,0.037064359,0.035745432,0.0,0.295564431,0.110111716,1.118346268,0.621444738,0.885235259,0.657072409,0.0,0.037332079,0.879656045,0.0,0.0,0.301478366,0.072467338,3.536029819,7.132691015,0.259864638,0.196321355,0.491862192,0.894103871,0.673538248,0.07588217,1.364597738,5.96274511,4.012288528,0.151249956,0.352661774,5.108423849,0.602330373,0.0,0.037654168,1.056030965,0.144175805,0.394643051,1.469695395,0.771866995,0.127556957,0.160484663,0.908278259,0.021486866,1.509218883,0.519569895,2.272227285,0.116157784,0.306187843,0.273991647,0
RNA334_FPKM,10.85111486,0.015541576,0.57754106,0.379188381,0.166422904,0.538198048,0.133185497,1.942932039,0.161329899,0.13825507,0.12157446,0.227929098,0.061245696,0.546885349,0.035616446,1.54300481,0.447808628,0.44882635,0.0,0.13468078,0.394857322,0.0,0.158892445,0.347610605,0.254675022,1.34146279,0.730324881,0.047537121,0.339820218,0.071269687,0.915581887,0.036793123,2.792119203,0.424010475,1.023040098,0.723507509,1.627514785,0.229625691,0.256187569,0.276198855,0.058614322,0.329593749,0.184462718,1.477760821,1.025961602,0.0,0.160121312,0.295947427,0.0,1.619604078,0.205757993,0.291093066,0.040368085,15.23195699,0.128275623,0.790020623,0.280101181,0.184936897,32.50198885,1.758393147,0.580466702,0.057833179,0.255240129,0.164442632,0.0,0.159687485,1.936628486,0.644025746,0.34734238,0.0,0.906950821,0.0,1.283661839,0.404534254,0.185131253,1.488545817,0.0,0.587051048,0.0,0.0,0.0,0.0,0.1479612,0.256869548,4.362816606,0.89641428,3.50860483,0.330611683,0.514843706,4.630741501,1.693624266,0.0,0.018323787,0.0,0.137772255,0.194858217,0.0,0.718915197,0.397673319,0.437710055,0.259977023,0.11844513,0.0,0.869902756,0.0,0.014357764,0.670745753,0.023879909,1.645667692,7.435410214,0.257072252,0.194160055,0.304039344,0.243164115,0.629078862,0.037514441,1.098464256,3.660214743,4.96005365,0.579652394,0.392362961,4.631092159,0.340395506,0.0,0.074459439,1.174906298,0.0,0.1951337,1.102626531,0.589860271,0.315433871,0.0,0.374278368,0.0,0.811167649,0.079065177,1.395952941,0.229696837,0.0,0.38708318,0
RNA335_FPKM,13.09578026,0.142124129,0.419012946,0.220073974,0.217288227,0.702692337,0.173921439,1.544403935,0.421363649,0.361096493,0.198436118,1.309603932,0.199932752,0.428538572,0.046549951,2.839298724,1.299567245,0.586110149,0.225004579,0.307750735,0.343751909,0.947885566,0.138327386,0.340453134,0.997676269,1.567405516,1.43055391,0.217248281,0.443764627,0.651744842,0.887664146,0.0,4.273990021,0.553691286,1.387336816,1.602062993,1.665793091,0.728180575,0.20074821,0.22543693,0.0,0.473433704,0.723015612,1.303905203,2.059664229,0.01691376,0.278794407,0.309183537,0.0,2.319665241,0.252896983,0.0,0.105465526,7.814367049,0.223346449,1.03170729,0.47549138,0.120771701,22.69928713,0.574074424,0.862561058,0.113283552,1.266552867,0.368120296,0.087922236,0.125130883,0.306531606,0.280311951,0.362839626,0.0,0.076405504,0.352215837,0.986050201,0.264136072,0.338459768,1.413651642,0.037351804,0.910380882,0.0,0.490582432,0.0,0.0,0.193183906,0.111870043,7.379356492,0.585501651,3.363238992,0.0,0.672889958,5.698231134,0.368590152,0.0,0.071821471,0.0,0.269868103,0.424139692,0.568582285,1.155463621,1.321925631,0.190628445,0.169806505,0.154646576,0.048218455,3.408107529,0.0,0.037511048,0.583932779,0.124777144,5.103962671,5.726264108,0.335643546,0.31691169,0.397047069,0.433008118,0.579912831,0.04903059,0.942659212,4.089384301,6.785623332,0.488349978,0.113860129,4.12341664,0.0,0.0,0.0,1.87522732,0.0,0.4671867,2.028954208,1.087471562,0.411927261,0.207281044,0.781954813,0.0,1.483048913,0.412922301,2.400975605,0.150028709,0.395470414,0.606582967,1
RNA336_FPKM,24.04136052,0.035361143,0.182469714,0.287531387,0.094616103,0.459111581,0.050488297,2.402122211,0.183493387,0.031443933,0.103709485,0.466645082,0.383082861,0.74639685,0.081036714,1.994444966,0.509373218,0.390401282,0.0,0.344634465,0.149729333,0.0,0.662677489,0.181210654,0.231740442,0.883380872,1.050564296,0.108129579,0.737925492,0.729856047,0.86783678,0.188299748,2.435510342,0.519372878,1.432151834,1.180710289,0.300176171,0.708880877,0.349648413,0.589051076,0.0,0.337392862,0.41970084,0.81770909,1.097294115,0.10308245,0.667802605,0.173119494,0.0,0.891352813,0.206502467,0.331156359,0.0,10.51890198,0.194552849,0.706025158,0.127438433,0.0,36.61770893,1.300011404,0.751298832,0.065759579,1.016094141,0.45422643,0.0,0.254295483,1.668821298,0.427319237,0.039498771,0.0,0.232951479,1.226594915,0.300619551,0.098592508,0.168459387,1.539185707,0.0,0.959858406,0.034696754,0.061029593,0.0,0.028201242,0.084120104,0.097374761,4.442513446,1.529378189,2.335039469,0.093992883,0.0,3.443822491,1.043465186,0.0,0.083401938,0.0,0.0,0.147768611,0.123791888,2.516034385,0.32897674,0.165928239,0.739156978,0.168379389,0.0,0.65963083,0.347274589,0.0,1.017305502,0.244548513,3.041755445,11.05933613,0.146152807,0.165628862,0.069148949,0.502872973,0.547189787,0.469531684,1.356512382,3.931947072,3.116367022,0.765646875,0.297521423,3.694121065,0.774373115,0.0,0.423400599,1.138394491,0.064862857,0.554890229,0.855103171,0.552535449,0.287027695,0.0,0.255449285,0.024156373,0.516686887,0.539533158,1.200547735,0.391887256,0.344228321,0.220130317,0
RNA35_FPKM,17.32295701,0.050038539,0.103264099,0.361613473,0.223147555,0.0,0.023814847,2.809171457,0.449951213,0.148318026,0.326025357,0.342326625,0.426994518,2.2292992,0.38224243,0.978095166,0.160144972,0.623109744,0.016804439,0.433368432,0.517714511,0.129781523,0.113645984,0.823484145,0.81957665,1.969238667,0.921710647,0.101983965,0.9279548,0.0,0.699444989,0.17760214,1.95584189,0.55981414,1.857250709,1.78846944,0.566223891,0.633387565,0.494701728,0.611098999,0.188717991,0.106075012,1.385782113,1.842348023,1.59341462,0.138886435,0.458099667,0.126989219,0.0,0.952768417,0.246700771,0.312406577,0.0,6.341537734,0.137621484,0.544859548,0.48074948,0.0,13.35083351,0.094318928,0.450918942,0.062036329,2.354717,1.058385645,0.0,0.548156742,2.95896158,0.690828371,0.223574309,0.0,0.282476994,0.578440302,1.255521379,0.154993424,0.436891055,2.322679842,0.0,1.771216428,0.098196762,0.403019059,0.0,0.026604513,0.238071893,0.734891897,9.137557697,1.442344649,3.483610128,0.22167772,1.10507998,4.872027399,0.454235329,0.0,0.117992603,0.0,0.295570294,0.557443162,0.0,1.957671312,1.08593558,0.469600583,1.95195104,0.412889594,0.0,0.82958385,0.327612206,0.015409024,0.799571907,0.28188471,0.441373226,1.840782397,0.551511051,0.052067763,0.521870369,0.426856962,0.317599394,0.442830303,1.851742915,5.977004127,5.928985523,1.604690495,0.233860893,2.161423518,0.27388542,0.0,0.119806406,0.373469653,0.214166327,0.593123034,0.80648247,2.233375798,0.338392864,0.170207721,0.0,0.0,0.870206839,0.720851706,2.008871568,0.985562178,0.324738415,0.24915432,0
RNA358_FPKM,17.58303048,0.134011429,0.460914089,0.242093695,0.478121755,0.386602845,0.095653214,4.975487757,0.324469548,0.953328097,0.654838973,0.130995548,0.483846422,0.785599212,0.409501287,1.612096482,0.500389591,0.303444526,0.067495652,0.725433809,1.008457049,0.0,0.380439833,1.43566104,0.512206909,2.079270331,1.110848226,0.238994615,0.843238061,0.102441766,1.713847522,0.026429539,2.454440739,0.655943137,3.561090746,2.394996316,1.390171874,1.130944358,0.51524897,0.71916459,0.084251172,0.28408631,2.916015602,1.090158465,1.649833944,0.371947554,0.613460164,0.182202807,0.0,0.825578982,0.173873414,0.83682388,0.058024359,2.917557964,0.245693602,0.243160951,0.804729063,0.04428925,10.63847354,0.126323095,0.661352465,0.0,3.446595937,1.383585261,0.0,0.321166294,2.613471298,0.154220264,0.199571954,0.0,0.168100667,0.387357929,2.657588864,0.041517115,0.585080384,0.971986476,0.0,0.843329579,0.087677834,0.0,0.0,0.0,0.106284705,0.491996865,8.058075777,1.931076904,2.681036275,0.178075355,0.0,4.989220952,0.608258418,0.0,0.131663507,0.050775028,0.296792259,0.233276754,0.156409511,1.429992145,0.103890655,0.838370979,1.680343834,0.127578654,0.0,1.388552108,0.657933281,0.0,0.856591784,0.411821899,0.738767664,1.095440533,0.369324506,0.069735323,0.786134428,0.444579013,0.531595821,1.078223171,1.036991041,5.374937039,3.460916977,1.343060437,0.375790734,4.579236984,0.12227328,0.071650022,0.267374921,0.437604264,0.122886712,0.373800185,2.160046233,3.389575802,0.271833495,0.227962367,0.430097042,0.0,0.932229624,1.589952121,1.516251725,0.32999544,0.434928201,0.611660031,0
