,FAH,SALL4,CIRH1A,LRRIQ1,NCCRP1,STAC2,PDP2,FAM47C,ZNF737,MAX,CSTA,MMS19,C2orf91,VENTX,C3orf30,SH3BP5L,NCAM2,PIK3R3,CNNM1,DHCR7,RP4-758J18.2,HECW2,ORM2,TACC1,SYNDIG1,NOXRED1,KCTD17,COL25A1,OR6Y1,DEFB110,RAB20,MAP3K7CL,DUOX1,MMP2,SERPINB2,NXPH1,SIPA1L2,AASDH,TOR1B,PLEKHM3,GLTP,ADAM11,BLID,RP11-178C3.1,SYCP1,MKNK1,TOPBP1,TNFRSF12A,LRRC3C,DCLRE1B,TCFL5,PEX5L,CEBPZ,RBFOX3,ART1,NUS1,CCDC50,DPEP2,LINC00346,NXF1,KIAA1755,TYRO3,LPAR4,TMEM255A,FAM163A,FAM200A,CD5,ARL3,PCP4L1,AC009060.1,PRICKLE1,DBH,TUBB4A,HOMER2,ITGB5,RRAGD,AVPI1,WRB,ST8SIA5,FRG2C,KEL,GLIS3,TCF20,AP3S1,RP11-480I12.4,CTB-129P6.11,UBE3C,OR10J5,RP11-286N22.8,TIMM21,ISOC2,RING1,RMDN1,TMSB4Y,MPHOSPH6,RP11-162A12.2,FSD1,GAGE2C,MRPL14,RP11-257K9.8,SERTAD3,RP11-552I14.1,SLCO1B3,TRAPPC3L,KRT35,CDKAL1,CD53,PQLC2,POU2F3,C19orf18,SMC3,COL4A6,ZNF626,GSTA4,PPFIBP1,ZNF570,OR1J4,CCDC11,HMGB3,PPP1R1A,POR,AKR1B10,B3GALT5,SBK3,LILRB4,STRA6,ZNF619,TXNDC15,LIMS3,NBPF9,C16orf47,TOMM7,AC016586.1,UBAP2L,OR13C2,AL133318.1,EFTUD2,GLT8D2,RNF181,HOXA3,AC008132.1,VILL,OR2A2,NOP10,UTS2R,HKDC1,GABARAPL3,TMEM114,RP11-794P6.2,SRGAP1,RNF187,METTL17,SWSAP1,SLC26A2,HIST1H1B,PRPSAP2,COL3A1,CCDC7,ZBTB26,NMNAT3,FUOM,OSBP,KLRG1,SLC27A6,ARHGEF39,HCAR1,PCDHB14,DNAJC28,WDR5B,FLJ00325,EBLN1,SCN1A,XPNPEP3,NOX1,GDF9,CHST8,RP11-58C22.1,SUN5,MLX,ASPH,DYNAP,RNF151,FAM208A,C3orf36,TRMU,EMC7,CCDC113,SFRP2,PEA15,ARID3A,NFE2L1,OR5AN1,ASS1,FAM71F1,TCTEX1D4,FBXL16,DEDD,MED25,CYP7B1,SIDT2,Diagnosis
SEQ12175,7.728730738,6.618197536,7.841717996,7.392471616,5.620422881,6.828007491,6.913117468,5.179154659,6.140399443,8.49269051,6.929493387,7.615654251,6.698558885,5.895578,5.722046222,7.15354316,8.79579253,8.73475838,7.565687252,7.180768763,5.437502418,9.3942818,6.171153135,9.146193626,8.300989269,7.125755532,6.463673906,10.00053178,5.047446203,5.437502418,8.288867043,8.41685085,6.774122359,7.914932683,6.961645164,7.790699045,8.354296417,7.180768763,6.810294856,9.44132703,7.719649798,7.023689988,5.363778792,5.971712833,7.03875778,8.313009064,7.682724096,5.179154659,5.895578,6.736900334,7.082964393,7.644794699,6.486981946,9.69296631,7.068391047,7.023689988,7.333543711,5.279602885,5.564351525,6.638775241,7.5758255,6.961645164,5.503766015,7.207455985,7.167224699,6.007710147,7.481794378,7.565687252,7.271960303,5.437502418,8.482100013,6.845480928,6.171153135,9.641778371,9.596056755,8.072287357,6.258597862,7.448973497,7.914932683,5.179154659,6.717874198,9.27405501,9.704350419,8.021759119,6.286300048,5.564351525,9.331021943,5.279602885,7.380886999,5.85515144,6.532296382,6.171153135,5.768637549,4.727253356,6.845480928,7.534820095,7.15354316,6.810294856,6.879737782,6.415656165,5.768637549,5.179154659,5.179154659,6.365617405,5.620422881,11.16379683,6.929493387,7.513853133,7.654374233,6.076136431,7.380886999,7.824916901,6.463673906,6.618197536,9.217920694,5.672790578,4.727253356,6.201069689,6.076136431,5.672790578,9.063631259,5.895578,7.097380554,6.007710147,6.575993046,7.008449253,5.93437966,7.068391047,8.029088944,7.755625097,6.929493387,6.339775907,6.171153135,7.524376313,4.727253356,4.727253356,7.746717622,7.333543711,5.279602885,7.673338025,7.392471616,7.403959286,5.047446203,5.672790578,5.620422881,7.790699045,5.503766015,5.895578,5.363778792,9.452176418,6.415656165,5.85515144,5.620422881,6.862722141,4.727253356,8.652256486,5.93437966,7.503249287,6.439905815,8.60914973,5.722046222,7.309242987,7.403959286,8.471430328,6.736900334,8.730297608,5.363778792,5.768637549,5.722046222,4.727253356,5.279602885,7.470940619,8.006984398,6.439905815,5.895578,7.746717622,6.554338697,6.862722141,6.339775907,9.252484753,5.620422881,5.437502418,7.976962986,5.363778792,7.321447399,6.439905815,7.167224699,5.047446203,6.50984991,9.162812537,6.736900334,4.727253356,7.625435676,6.945667512,5.503766015,6.339775907,6.339775907,7.194178256,8.614004054,7.125755532,1
SEQ12197,7.565281725,6.861094392,7.92452307,7.830928574,5.682918386,6.498544629,6.715077365,4.727253356,6.32934582,8.180555667,6.550038354,7.611334335,6.670097929,5.738682772,4.727253356,6.99234538,9.154984228,8.619203068,7.761491853,7.078701124,5.21159248,9.729991728,5.791094404,9.196416951,8.49754895,7.095320503,6.388468728,9.983107529,5.487823881,5.409070582,8.150007502,8.673684902,7.265742763,8.20304274,7.350399416,8.180555667,8.997633073,7.404059185,6.623452766,9.62091047,7.741003976,6.599460969,5.319076414,5.975426466,7.541669411,8.296571191,7.98652448,5.07053304,5.932529738,6.73698279,6.956163797,8.172980083,6.524562697,9.529631125,6.918960089,7.027563702,7.80158993,5.07053304,5.07053304,6.646992175,7.73064644,6.937693611,6.016571844,7.49320157,7.111736031,6.166657977,7.364012557,7.655910643,6.715077365,5.21159248,8.473153816,6.524562697,6.056134493,9.393845628,9.320822276,7.98652448,6.201134128,7.442971406,7.791672438,5.487823881,6.388468728,9.701527693,9.714535688,8.377765245,6.550038354,5.558550351,9.371010651,4.727253356,7.699105321,5.975426466,6.32934582,5.887680453,6.131063243,4.727253356,6.918960089,7.143976415,7.078701124,6.32934582,6.758518233,6.779697264,5.975426466,5.791094404,5.623164784,6.623452766,5.409070582,11.1885205,7.190933251,7.553525834,7.576938836,6.201134128,7.677675137,8.232481928,6.73698279,6.201134128,9.475622176,6.131063243,5.07053304,6.550038354,6.298618237,6.166657977,8.786708266,5.932529738,7.190933251,5.623164784,6.670097929,6.880669431,5.738682772,6.841220148,7.404059185,7.221354414,6.800532666,6.056134493,5.887680453,7.655910643,4.727253356,4.727253356,7.80158993,7.505478665,5.409070582,7.417152627,7.505478665,7.190933251,5.21159248,5.409070582,5.21159248,7.480814404,5.21159248,5.07053304,5.487823881,9.567414235,6.016571844,6.166657977,5.84063515,6.937693611,4.727253356,8.545123007,6.388468728,7.741003976,6.444770323,8.479291809,5.21159248,7.430122564,7.206229346,8.771811401,6.73698279,8.75675795,5.21159248,5.487823881,5.84063515,4.727253356,5.319076414,7.830928574,8.102914364,6.498544629,5.623164784,8.003749999,6.899954937,6.670097929,6.201134128,9.487800583,5.738682772,4.727253356,8.094911024,5.409070582,7.127952982,6.758518233,7.111736031,5.558550351,6.416952563,8.416689871,6.646992175,5.21159248,7.565281725,6.880669431,5.07053304,5.558550351,6.131063243,6.821036497,8.75170476,6.899954937,0
SEQ12159,7.542776646,6.804881939,7.949653853,7.365078375,5.872812342,6.477227321,6.828716174,4.727253356,6.023892402,8.508865919,6.413027333,7.411698547,6.919904853,5.623608416,5.757004129,7.085256616,8.735178268,8.680315833,7.649710027,7.142327507,5.366083956,9.464707279,6.023892402,9.243444009,8.39970078,7.142327507,6.413027333,10.0410578,4.727253356,4.727253356,8.297816274,8.392117131,6.941741348,7.970278464,6.919904853,7.623737831,8.570569349,6.963221057,6.567563594,9.545167857,7.471497261,6.875108203,4.727253356,6.155596938,7.025640134,8.256601791,7.700246197,5.547636486,5.757004129,6.804881939,7.456789156,7.687782713,6.379581973,9.893951461,6.941741348,7.365078375,7.142327507,5.250259578,5.46295515,6.596257252,7.623737831,6.875108203,5.46295515,7.426893478,7.411698547,6.379581973,7.7727799,7.542776646,7.142327507,5.692945525,8.590558759,6.704858365,6.155596938,9.672092006,9.611653756,7.970278464,6.196153738,7.365078375,7.749017379,5.250259578,6.538186748,9.107083591,9.853328954,7.841742205,6.477227321,5.623608416,9.288879153,5.547636486,7.471497261,6.309687842,6.596257252,6.113476157,6.023892402,4.727253356,6.730608166,7.249689562,7.249689562,6.804881939,7.04581019,6.445557105,5.757004129,5.098081344,5.250259578,6.538186748,5.46295515,11.15618906,6.804881939,7.556602385,7.784511684,6.069635782,7.365078375,7.700246197,6.651731966,5.976027237,9.379478683,5.757004129,4.727253356,6.345158699,6.113476157,6.113476157,8.855563843,6.113476157,7.179071195,6.155596938,6.477227321,7.025640134,5.816729533,7.085256616,8.179262081,7.960003857,6.567563594,6.155596938,6.196153738,7.486050238,4.727253356,4.727253356,8.000660909,7.266784026,5.623608416,7.471497261,7.7727799,7.365078375,4.727253356,5.692945525,5.46295515,7.819129296,4.727253356,5.816729533,5.547636486,9.179077055,6.069635782,6.113476157,6.023892402,6.804881939,4.727253356,8.642536206,6.196153738,7.542776646,6.309687842,8.717123455,5.547636486,7.365078375,7.300341725,8.451685781,6.596257252,8.788015575,5.098081344,5.547636486,5.757004129,5.098081344,5.098081344,7.426893478,8.222747479,6.235279978,5.692945525,8.231286992,6.477227321,6.875108203,6.196153738,9.340786997,5.623608416,5.623608416,8.134401609,5.623608416,7.349179267,6.273091105,7.025640134,5.547636486,6.196153738,8.747089533,6.596257252,5.250259578,7.830481271,6.875108203,5.692945525,6.379581973,6.477227321,7.005159038,8.603731368,6.941741348,1
SEQ12153,7.947263762,6.703368805,8.007185922,7.073822145,5.856688095,6.255488616,6.953201825,5.218856861,6.244324739,8.146738947,6.458736383,7.761003667,6.557314365,5.419202773,5.499075488,6.820397512,9.200918458,8.531009784,7.566332086,7.542011499,5.294007104,9.359644459,6.061737596,9.277658139,8.013040583,6.996678631,6.591281452,9.595383186,5.257823487,5.523772978,8.271343681,8.655301822,7.079575227,7.878267118,6.449363941,7.598110331,8.771366915,7.261827791,6.574414611,9.816242963,7.674517438,6.875152314,5.327911654,6.381611929,6.854888928,8.157331036,7.891066083,5.294007104,5.823530502,6.309722706,7.40905056,7.65956763,6.565894121,9.436128357,6.733645559,7.286673418,8.183470252,5.218856861,5.390262833,6.624342933,7.736326379,6.640550739,5.523772978,7.400015385,7.23651953,6.391530857,7.038772632,7.613730978,7.107975115,5.359904394,8.183470252,6.770507523,5.856688095,9.790312849,9.555204994,7.753997297,6.210153085,7.440214152,7.418026722,5.359904394,6.401367205,10.17278228,9.826156408,8.259118238,5.993207387,5.806496534,9.514895146,5.218856861,7.736326379,6.34107689,6.288336599,5.904343727,5.964457188,4.727253356,6.895105368,7.440214152,7.135785595,6.113507337,6.79925232,6.17490106,5.823530502,6.17490106,5.615067669,6.255488616,5.257823487,11.1212153,6.599629575,7.246699515,7.457710228,5.934858063,7.372547504,8.047668114,6.531209935,6.233049344,9.745740507,5.771442272,4.727253356,6.539973254,6.150757414,6.150757414,9.351653029,6.150757414,7.079575227,5.419202773,6.401367205,6.640550739,5.872838692,7.179119436,7.453356991,7.487804174,7.008842406,6.277492096,5.964457188,7.875049099,4.9287582,5.075706157,7.767975156,7.444609044,5.473481893,6.927698265,6.98440204,7.085303643,5.257823487,5.73495557,5.257823487,7.725615688,5.257823487,5.823530502,5.473481893,9.466041362,6.371608786,6.186776868,5.656990878,6.755890011,5.075706157,8.897696441,6.048388874,7.444609044,6.430396345,8.370089241,5.593246856,7.767975156,7.210730035,8.06184963,6.531209935,8.498170389,5.129288584,5.7161248,5.872838692,4.9287582,5.011993557,7.367915563,8.551157374,6.233049344,6.100798992,7.947263762,6.574414611,6.52238342,6.351343041,9.311015767,5.547655819,5.593246856,8.092557455,5.218856861,7.42694467,6.557314365,7.096687379,5.523772978,6.288336599,8.432309656,6.820397512,4.727253356,8.239336118,6.672351113,5.570793713,6.074918839,6.468036357,6.908240051,9.006530823,7.135785595,0
SEQ12171,7.725214758,6.574292391,7.811855393,7.603900368,5.665893979,6.176040556,6.831832292,4.952188001,6.379558019,8.403689364,6.769903718,7.675171259,6.486543278,5.613884475,5.52874164,7.024253871,9.162556227,8.805921549,7.574337206,7.399386751,5.275482171,9.523414057,5.998624793,9.232449223,8.425642988,7.089752475,6.233975356,9.886411263,5.52874164,5.396718275,8.189197587,8.679446349,6.915463956,8.014911654,7.218333961,7.94023615,8.840969808,7.262781825,7.053762463,9.59746359,7.913136631,6.760808175,5.116068543,6.205384795,7.335754186,8.285537819,7.87751005,5.045038438,5.826296938,6.865932186,7.198829351,8.143449594,6.646267004,9.591436254,6.675888815,7.237561626,7.211863612,5.116068543,5.359048513,6.656218685,7.893455527,6.907337947,5.714816407,7.192264798,7.523620886,6.391931275,7.382323286,7.603900368,6.787903587,5.465937611,8.465916577,6.675888815,6.219771377,9.506855125,9.431912826,8.270434138,6.033183601,7.275218538,7.711743363,5.465937611,6.509078459,9.932896145,9.789736366,8.481712929,6.190809871,5.558200945,9.400531594,5.116068543,7.554272783,6.082958472,6.595285035,5.847040103,5.92575746,5.175770019,6.831832292,7.481666078,6.97872306,6.050039361,6.742420801,6.714333009,5.805078592,5.275482171,5.396718275,6.542118661,5.175770019,11.08830267,6.890932921,7.293663075,7.481666078,6.033183601,7.432890768,7.651817145,6.666092167,6.379558019,9.418352856,5.944478921,4.952188001,6.28907047,6.315652411,5.962853654,9.06141204,6.082958472,7.341662701,5.586545961,6.463580809,6.695256867,6.130500653,6.994074622,7.460200907,7.365044889,6.605649607,6.050039361,5.944478921,7.693577053,5.045038438,4.952188001,7.720738703,7.742977072,5.359048513,7.513250924,7.192264798,7.388034712,5.116068543,5.640307771,5.359048513,7.623265492,5.396718275,5.613884475,5.465937611,9.482305569,6.082958472,6.033183601,5.944478921,6.970979867,5.045038438,8.686269593,6.248002189,7.589197431,6.36705336,8.535662687,5.613884475,7.65651937,7.329820024,8.590077224,6.520191424,8.950712618,5.116068543,5.76109596,5.783355762,4.727253356,5.175770019,7.786421083,8.230396547,6.114886257,5.783355762,7.928685836,6.531204145,6.751647549,6.27554492,9.38108925,5.92575746,5.465937611,8.126746599,5.22821154,7.179039201,6.428293766,7.192264798,5.359048513,6.341636469,8.62365603,6.733126863,5.175770019,7.508036647,6.840441654,5.396718275,6.130500653,6.27554492,7.347545802,8.572987269,6.656218685,1
SEQ12152,7.787190064,6.710835691,7.743461012,7.250998694,5.794215836,6.503380951,7.11773546,5.138388163,5.990987936,8.414155854,6.155588154,7.447645283,6.773022139,5.929725299,5.794215836,6.969747875,8.888163266,8.756621393,7.857171491,6.943393758,5.634661483,9.622837573,5.718143172,9.175002739,8.140682484,6.943393758,6.503380951,9.988725703,5.138388163,5.634661483,8.494767699,8.546085291,7.070209743,7.987482058,6.773022139,7.352850889,8.367320198,6.943393758,6.576452655,9.532796597,7.91075089,6.645444078,4.727253356,6.425633809,7.070209743,8.423341069,7.635770559,5.434663634,5.794215836,6.540460931,7.250998694,7.667396528,6.384779483,9.5947945,7.020929034,7.250998694,7.713530308,5.306751582,5.794215836,6.503380951,7.772764872,7.11773546,5.541459657,6.943393758,7.271987342,6.46513453,7.651673263,7.603409525,7.271987342,4.727253356,8.792425435,6.916500623,5.990987936,9.681151069,9.58260674,8.024337593,6.252878989,7.667396528,7.99987441,5.138388163,6.425633809,9.476815914,9.899877945,7.99987441,6.576452655,5.634661483,9.532796597,5.138388163,7.635770559,6.048764025,6.46513453,5.990987936,5.434663634,4.727253356,6.803018359,7.536334332,7.140880951,6.298541599,6.742307653,6.576452655,5.718143172,5.794215836,5.434663634,6.611426075,5.138388163,11.16376692,6.678563453,7.635770559,7.553409615,6.155588154,7.229680554,7.333079512,6.425633809,6.298541599,9.586680805,5.718143172,4.727253356,6.298541599,5.929725299,6.10350945,9.102800526,6.048764025,6.943393758,5.864391635,6.611426075,6.889043934,5.794215836,6.916500623,7.698321131,7.410508716,7.140880951,6.10350945,6.155588154,7.772764872,4.727253356,5.138388163,7.743461012,7.651673263,5.434663634,7.163634726,7.536334332,7.163634726,5.138388163,5.718143172,5.306751582,7.603409525,5.306751582,6.10350945,5.434663634,9.494273867,6.205296334,5.794215836,5.718143172,7.11773546,4.727253356,8.682209766,5.990987936,7.410508716,6.540460931,8.423341069,5.306751582,7.713530308,7.483807051,8.268757035,6.611426075,8.719899081,5.138388163,5.634661483,5.634661483,4.727253356,5.434663634,7.333079512,8.206163579,6.205296334,5.434663634,7.884216242,6.155588154,6.916500623,6.34245857,9.324081101,5.541459657,5.138388163,7.857171491,5.541459657,7.410508716,6.384779483,7.372340757,5.541459657,6.503380951,8.651326769,6.832332349,4.727253356,7.91075089,7.070209743,5.541459657,6.298541599,6.425633809,6.995585846,8.579300394,6.803018359,0
SEQ12203,7.910623889,7.002002461,7.759241594,7.371378241,6.044174695,6.510691276,7.002002461,5.057139683,6.242210702,8.362102126,6.461640883,7.42024875,6.770042516,5.589081437,5.458651935,6.900035139,8.604283008,8.629952939,7.535337363,7.478992145,5.458651935,9.428399942,5.929201544,9.177267992,8.368227552,7.281419066,6.827358728,9.753375438,5.296185108,5.19277786,8.428075524,8.107309039,6.934909973,8.047297352,6.625351947,7.478992145,8.312126199,7.018256661,6.486414399,9.465826778,7.805485008,6.750354464,5.19277786,6.211589583,7.03431418,8.253721574,7.524250437,5.458651935,6.007275382,6.486414399,7.333547119,7.432199561,6.603254245,9.774169737,6.952005934,6.952005934,7.546336244,5.19277786,5.646706947,6.917588562,7.557248523,7.065859174,5.700509216,7.199278567,7.12679825,6.329409338,7.42024875,7.69182167,7.096675487,5.382809844,8.604283008,6.603254245,6.242210702,9.626968985,9.662107907,7.610558808,6.329409338,7.69182167,7.943993884,5.057139683,6.329409338,9.532464135,9.79692772,7.823563664,6.410505947,5.88772853,9.356636643,5.296185108,7.578818851,5.968996656,6.647065447,6.079811979,6.044174695,4.727253356,6.625351947,7.524250437,7.24097032,6.625351947,7.002002461,6.180104282,5.798937203,5.844384846,5.700509216,6.436346725,5.700509216,11.08881949,6.668409439,7.661900601,7.631323259,5.844384846,7.03431418,7.620979768,6.510691276,6.384090368,9.335012881,6.114288768,5.057139683,6.557842479,6.329409338,5.968996656,9.319365783,6.114288768,6.952005934,6.007275382,6.625351947,6.917588562,5.968996656,6.952005934,7.976592176,7.777922463,7.096675487,6.272022369,6.180104282,7.661900601,4.727253356,5.057139683,7.910623889,7.333547119,5.458651935,7.346274038,7.268069431,7.12679825,4.727253356,5.646706947,5.296185108,7.823563664,5.057139683,6.044174695,5.589081437,9.368848633,6.301073776,5.968996656,5.700509216,6.808535139,4.727253356,8.842348969,6.35706932,7.805485008,6.272022369,8.404437081,5.382809844,7.589479605,7.156259984,8.439749371,6.384090368,8.583409899,5.057139683,5.929201544,5.751098627,4.727253356,5.296185108,7.42024875,8.070101007,6.211589583,6.007275382,8.099945251,6.486414399,6.808535139,6.242210702,9.163306356,5.057139683,5.589081437,7.943993884,5.19277786,7.535337363,6.329409338,7.050180067,5.296185108,6.272022369,9.120588311,6.730358354,4.727253356,8.107309039,6.689397725,5.929201544,6.410505947,6.35706932,7.30773206,8.349771659,7.002002461,0
SEQ12173,7.64432535,6.494204059,8.024819891,7.341257186,5.849670503,6.071908062,6.710336075,5.146045155,6.255157326,8.43209879,6.532951773,7.652549872,6.642373184,5.239277716,5.146045155,7.017959574,9.084295745,8.800494399,7.523761401,7.130565753,5.386010845,9.612101765,5.951023866,9.380831501,8.384078353,7.004839259,6.532951773,9.782111888,5.146045155,5.317471407,8.15685501,8.408290803,6.742997037,8.05592781,6.964679412,7.785427404,8.662697622,7.245519884,6.659710656,9.599602433,7.785427404,6.570510721,5.239277716,6.230766986,6.951016603,8.207513067,8.037345318,5.317471407,5.775508228,6.642373184,7.056560413,7.716656376,6.391516004,9.380831501,6.991587721,7.505649342,7.858079783,4.727253356,5.317471407,6.606960721,7.602457764,6.588869694,5.736009764,7.487296873,7.288902276,6.570510721,7.288902276,7.739957564,6.991587721,5.239277716,8.588480241,6.551874641,6.302420849,9.634739056,9.616244204,7.947240749,6.230766986,7.288902276,7.829468433,5.239277716,6.369870686,9.84168752,9.719964877,8.15685501,6.127480378,5.651124475,9.416913527,5.023901827,7.550492781,6.369870686,6.454177885,5.982612284,5.849670503,4.727253356,6.659710656,7.351491656,6.790474223,6.255157326,6.759019085,6.369870686,5.813337773,5.605159403,5.447663372,6.230766986,5.317471407,11.17958956,7.030951434,7.361650167,7.585351302,6.255157326,7.320555528,7.920403007,6.474356817,6.412771873,9.531041643,5.736009764,5.023901827,6.279033598,5.982612284,6.013244272,9.122701553,5.556325472,7.320555528,5.386010845,6.894898618,6.659710656,5.736009764,7.118512046,7.310085843,7.288902276,7.043817517,6.205835326,5.884650559,7.602457764,5.023901827,4.727253356,7.872169943,7.700903622,5.239277716,7.320555528,6.474356817,7.118512046,4.727253356,5.775508228,5.023901827,7.487296873,5.239277716,5.556325472,5.386010845,9.539792505,6.43365421,5.951023866,5.556325472,6.978202094,4.727253356,8.621942232,6.100055582,7.541639511,6.391516004,8.364407692,5.317471407,7.38174398,7.421069918,8.403481112,6.412771873,8.63429127,4.727253356,5.775508228,6.013244272,5.023901827,5.239277716,7.351491656,8.261757846,6.369870686,6.013244272,7.716656376,6.43365421,6.513731867,6.205835326,9.416913527,5.504076371,5.504076371,7.953871095,5.317471407,7.391681546,6.642373184,7.142512249,5.736009764,6.230766986,8.545519871,6.821178524,5.146045155,7.986563226,6.805917755,5.447663372,6.013244272,6.412771873,7.212048505,8.905992341,7.081686583,1
SEQ12151,7.842139743,6.988274086,7.611705361,7.42639721,6.095129274,6.374984502,6.860362265,5.174407188,6.2155669,8.149327698,6.324258899,7.552649324,6.718466058,5.883830924,5.357143627,6.893530182,8.768560162,8.859306303,7.237697734,7.532391817,5.883830924,9.388207665,5.959283835,9.290965208,8.275069913,7.159593656,6.558687587,9.726713648,5.357143627,5.357143627,8.45565451,8.095734616,6.988274086,7.890336608,6.755437312,7.649726843,8.527993872,7.287373649,6.515310025,9.505016346,7.335301292,6.718466058,5.357143627,6.271209336,6.988274086,8.149327698,7.611705361,5.495732787,5.801922192,6.718466058,7.018400925,7.630845909,6.791369823,9.756994904,6.925876689,7.047858967,7.42639721,5.357143627,4.727253356,6.423611744,7.311547871,6.826325961,5.174407188,7.159593656,7.159593656,6.470332153,7.532391817,7.611705361,7.159593656,5.174407188,8.548006391,6.893530182,6.2155669,9.622480887,9.545245947,7.57261509,6.095129274,7.490965143,7.57261509,4.727253356,6.2155669,9.677803534,9.832057272,8.095734616,6.2155669,5.495732787,9.431788847,4.727253356,7.592297702,6.157006601,6.374984502,5.883830924,6.029435154,4.727253356,6.515310025,7.335301292,6.988274086,6.893530182,6.957444813,6.558687587,6.029435154,5.61125086,5.61125086,6.423611744,5.883830924,11.05508839,6.925876689,7.186133113,7.809064768,6.157006601,7.159593656,7.237697734,6.515310025,6.470332153,9.371518134,5.883830924,5.174407188,6.558687587,6.157006601,5.883830924,9.205629095,5.711903991,7.358649031,5.711903991,6.374984502,7.076679354,5.959283835,6.957444813,7.858389651,7.668355343,6.791369823,5.883830924,6.324258899,7.70488226,5.174407188,5.495732787,7.722793589,7.921574341,5.495732787,7.490965143,7.649726843,6.893530182,4.727253356,5.495732787,5.357143627,7.532391817,5.174407188,5.495732787,5.357143627,9.608311511,6.558687587,6.2155669,5.495732787,6.600588962,4.727253356,8.698753308,6.095129274,7.511833569,6.470332153,8.390588461,5.357143627,7.469776635,7.076679354,8.368222475,6.791369823,8.875205514,5.174407188,5.61125086,5.711903991,4.727253356,5.174407188,7.592297702,8.445014285,6.271209336,5.801922192,8.025757757,6.324258899,6.893530182,6.271209336,9.167445923,5.61125086,4.727253356,8.262984941,5.711903991,7.490965143,6.2155669,7.076679354,5.495732787,6.423611744,8.859306303,6.641123253,4.727253356,8.136118253,6.680386987,5.61125086,6.324258899,6.423611744,7.018400925,8.238502285,7.186133113,0
SEQ12172,7.59844526,6.898682183,7.844394807,7.516374304,5.565304584,6.341488177,6.738933257,5.28024153,5.97308509,8.380239935,6.86484641,7.588447969,6.640733505,5.504653446,5.28024153,6.830107048,9.195333365,8.645744712,7.666484152,7.235992398,5.364511873,9.625859619,6.009117385,9.264864827,8.009729736,7.196520012,6.315036778,10.07576705,5.28024153,5.438317236,8.171041445,8.339612543,6.71989288,8.04639523,6.995244971,7.628012894,8.650487639,7.286896961,6.577901965,9.623457083,7.675938311,6.776182817,5.17967925,6.043925938,7.099662205,8.402945701,7.694656596,5.17967925,5.673859141,6.71989288,7.274348373,8.031842976,6.465491478,9.363235521,7.010673225,7.359856909,7.917640631,5.047819406,5.438317236,6.231817296,7.323864029,7.155860021,5.81412704,7.261682975,7.359856909,6.465491478,7.440338321,7.46249374,6.86484641,5.28024153,8.567636572,6.75769358,6.009117385,9.707517856,9.702974375,7.722271831,6.141932459,7.495073581,7.819106117,5.047819406,6.620139763,9.951083427,9.743358621,8.110089059,6.260238589,5.565304584,9.476765511,5.364511873,7.286896961,6.231817296,6.465491478,6.009117385,5.81412704,4.727253356,6.660994172,7.286896961,6.68093361,6.043925938,6.963837821,6.441703554,5.856408005,5.97308509,5.438317236,6.577901965,5.438317236,11.40367045,6.81238166,7.335967216,7.588447969,5.81412704,7.578378204,7.473439354,6.700562993,6.341488177,9.682349386,5.81412704,4.727253356,6.231817296,5.896875101,6.043925938,8.948629836,5.856408005,7.209805771,5.28024153,6.511705512,6.84759297,5.896875101,6.995244971,7.793353404,7.209805771,7.010673225,5.97308509,6.043925938,7.852724192,4.727253356,4.727253356,7.758263653,7.731356972,5.047819406,7.299330988,6.947849326,6.947849326,4.727253356,5.438317236,5.047819406,7.618226686,5.364511873,5.93571526,5.504653446,9.6065261,5.97308509,6.172714574,5.504653446,6.81238166,4.727253356,8.664622775,6.287965414,7.749352117,6.287965414,8.724310874,5.504653446,7.526902911,7.311652639,8.3571664,6.441703554,8.650487639,5.28024153,5.565304584,5.769805946,4.727253356,5.28024153,7.568234867,8.164396928,6.231817296,5.565304584,7.675938311,6.534170232,6.660994172,5.97308509,9.43352084,5.769805946,5.28024153,8.177654983,5.364511873,7.128055089,6.392658033,7.248898448,5.28024153,6.577901965,8.557565917,6.392658033,4.727253356,7.767118829,6.794409481,5.438317236,5.896875101,6.441703554,7.025924013,8.921456621,6.979634737,1
