,CSN1S2AP,PFN5P,SMBD1P,OFCC1,AC123767.1,AC008163.1,LINC00301,ADAM5,CYMP,SULT1D1P,AP002008.2,AC231760.1,GLYCAM1,AL359273.2,SSPOP,NRADDP,AL109809.1,MFSD13B,LINC01529,TP73-AS1,PRORSD1P,TEX21P,ZNF271P,LDC1P,TRY2P,CYP2T1P,AC113208.3,GGNBP1,MROH3P,SLC26A10,C22orf46,TMEM198B,UOX,CRYZL2P,CDIPTOSP,AL590556.2,FMO6P,CETN4P,SLC66A1L,OACYLP,AC104162.1,AHSA2P,SLC22A20P,MBL1P,CUTALP,GUCY1B2,EGFEM1P,MGAT4EP,Diagnosis
RNA37_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284459908,0.95931034,2.61137049,0.127922456,0.126124789,0.220486621,1.493127753,0.296723228,0.98072354,0.011969197,0.0,0.781436591,0.537117721,0.02664652,0.043259346,0.0,0.48328423,2.563939318,0.0,0.748824185,0.0,0.0,0.0,0.0,0.0,0.0,0.06335336,6.549673285,0.069795646,0.0,2.657315725,0.0,0.0,0.0,0
RNA379_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800096,0.85387087,1.473775467,0.059328532,0.100231999,0.151559497,1.765083097,0.152032024,1.184481745,0.049959567,0.0,1.226116228,0.560223861,0.037087746,0.060145861,0.0,0.651131945,1.278506832,0.0,0.475034595,0.0,0.0,0.0,0.0,0.0,0.0,0.029382346,6.880064247,0.116482242,0.0,1.692198717,0.0,0.0,0.0,1
RNA38_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133769645,1.213430498,2.006379376,0.079337067,0.016758962,0.153212885,0.833231392,0.072626186,0.936150496,0.0,0.0,0.540430413,0.520369161,0.099191162,0.020111185,0.0,0.403839702,0.801564383,0.0,0.134403805,0.370483847,0.0,0.0,0.026145188,0.0,0.0,0.0,3.974991919,0.103872197,0.0,1.393221056,0.014464568,0.0,0.0,0
RNA383_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190844334,0.932019797,1.761859769,0.043143827,0.091169873,0.192364282,1.586661702,0.205474101,0.955967685,0.0,0.0,1.338343649,0.407687731,0.188867317,0.0,0.0,0.565528316,1.286503242,0.021480313,0.478635782,0.115185633,0.040347866,0.0,0.028447976,0.0,0.0,0.064120596,6.127517492,0.084776304,0.0,1.701874165,0.015737472,0.0,0.0,0
RNA385_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201282299,1.322742557,0.903193852,0.056534069,0.095548522,0.164642883,1.682668289,0.27952642,1.002569697,0.015874557,0.0,1.620463903,0.65276504,0.017679019,0.02867205,0.036875339,0.613215097,1.413998755,0.070374353,0.592206276,0.075432371,0.026448024,0.0,0.024849776,0.0,0.023081156,0.0,7.01209576,0.148066032,0.0,3.690518081,0.041253624,0.0,0.0,1
RNA386_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147936537,0.930307169,0.458792988,0.047016553,0.119131306,0.258344437,2.742438421,0.327006421,1.234375041,0.079186606,0.0,1.104060334,0.172632857,0.058753683,0.071511992,0.0,0.911237987,2.841373434,0.0,0.637022529,0.0,0.0,0.0,0.0,0.0,0.0,0.0698318,5.263332593,0.138469477,0.041861915,3.984710596,0.034283454,0.0,0.0,0
RNA39_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168101572,1.028888015,2.849167604,0.13195594,0.037159076,0.209088011,1.539834087,0.193268264,1.176414569,0.0,0.0,0.702563255,0.207710202,0.027505654,0.0,0.0,0.43999481,1.873856016,0.0,0.365808864,0.0,0.0,0.0,0.028993833,0.0,0.0,0.0,9.101533344,0.057583276,0.0,0.34329108,0.0,0.0,0.0,1
RNA392_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175645243,1.274058941,1.256581311,0.097643765,0.06188795,0.22632185,1.709461187,0.214555141,0.998729591,0.0,0.0,1.514035712,0.38432991,0.091573955,0.049521412,0.0,0.695965176,1.965189647,0.0,0.330895283,0.195457639,0.0,0.0,0.0,0.0,0.0,0.0,4.860506831,0.223771325,0.0,0.880513391,0.053434462,0.0,0.0,0
RNA409_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177584126,0.724894942,2.481314417,0.0,0.060062691,0.226708708,1.852808552,0.173542293,0.785818043,0.013311185,0.0,1.068747679,0.198959669,0.148141431,0.0,0.0,0.641941543,1.707900927,0.0,0.846726872,0.063251798,0.088622309,0.0,0.114545467,0.0,0.0,0.046931455,5.893065069,0.093075687,0.0,2.519229918,0.0,0.0,0.0,0
RNA41_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116936511,1.547890026,0.639057702,0.0,0.0,0.141460507,1.424049358,0.058597688,0.837709348,0.0,0.0,0.451112107,0.335915729,0.0,0.0,0.0,0.506504207,1.45528237,0.039842544,0.295778431,0.0,0.0,0.0,0.026371671,0.0,0.0,0.0,6.124266661,0.013092763,0.0,0.446882359,0.0,0.0,0.0,0
RNA418_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229731093,0.717874551,2.422169831,0.04199862,0.115314578,0.220839197,1.298646243,0.276786849,1.102863494,0.035367676,0.0,1.89393389,0.616984491,0.026254386,0.021300192,0.0,0.620840242,1.470864725,0.020910141,0.400999637,0.0,0.117792344,0.0,0.027675268,0.0,0.0,0.041599478,6.035146869,0.109970075,0.0,2.396056513,0.045944282,0.0,0.019971967,0
RNA431_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088104453,1.851043441,1.87780089,0.058766262,0.124159811,0.136225782,1.30334874,0.107618903,0.967523624,0.0,0.0,1.049403005,0.462655921,0.11024346,0.0,0.0,0.452734365,1.841116397,0.0,0.362139681,0.0,0.0,0.0,0.0,0.0,0.0,0.029103883,5.208136215,0.057728254,0.0,4.319006864,0.042872062,0.0,0.0,1
RNA44_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102806433,0.77138845,1.027125744,0.0,0.217323142,0.201246139,1.500814013,0.125575153,1.120682967,0.0,0.0,0.886169306,0.134968309,0.080405532,0.0,0.0,0.728671032,1.667578465,0.0,0.277312335,0.0,0.0,0.0,0.028261537,0.076698729,0.0,0.0,8.566743641,0.070163463,0.0,5.330514971,0.0,0.0,0.0,1
RNA442_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130194372,1.639320935,0.112789949,0.0,0.035797463,0.187585335,1.705962831,0.15515672,1.697460778,0.023792641,0.0,0.796280039,0.200108687,0.185414836,0.042973408,0.0,0.59644317,2.226246466,0.084372949,0.50904218,0.0,0.039620796,0.0,0.009308892,0.025267626,0.0,0.020981868,7.172499435,0.027736632,0.075443111,0.171067311,0.030907765,0.0,0.0,0
RNA454_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149510949,1.322630263,1.164726175,0.052513378,0.088721554,0.25738306,1.133479103,0.038441902,0.927704435,0.014745562,0.0,0.813966255,0.192845042,0.065624081,0.0266329,0.0,0.618168922,1.122809115,0.130701475,0.76010005,0.0,0.0,0.0,0.011538428,0.0,0.0,0.10400424,5.752205923,0.085933198,0.0,2.289124628,0.019155181,0.0,0.0,0
RNA457_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156367688,1.104287526,2.042146862,0.030695847,0.103701812,0.159543318,0.895209395,0.078655345,1.088099369,0.0,0.0,0.980264457,0.370329267,0.057549944,0.031122459,0.0,0.646515408,1.601800052,0.0,0.945180225,0.0,0.028706585,0.0,0.033711567,0.0,0.0,0.015202061,3.897394388,0.060262768,0.0,3.65437143,0.022384207,0.0,0.0,0
RNA466_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31148655,1.246531465,3.073633283,0.0,0.100601706,0.204536228,0.353678144,0.142684254,0.875085202,0.024318563,0.0,0.976350027,0.272637738,0.054139393,0.021961654,0.0,0.498283234,1.873753321,0.02155949,0.880214865,0.173279856,0.0,0.0,0.0,0.0,0.0,0.0,5.199205813,0.085035763,0.0,4.329036049,0.031590962,0.0,0.0,0
RNA471_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208102812,1.014988592,2.104799843,0.086778741,0.097756756,0.213997643,1.890328874,0.201244323,1.172772546,0.024367148,0.0,1.58997086,0.531246651,0.108495113,0.029345606,0.0,0.59921911,2.420877304,0.0143969,0.543517701,0.038582874,0.0,0.0,0.0,0.017254713,0.011805772,0.028656124,8.442311306,0.075744002,0.0,2.502932955,0.0,0.0,0.0,0
RNA476_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114964612,0.862659061,1.318748637,0.0,0.081014989,0.237867931,1.454568681,0.087764096,1.560739544,0.040381306,0.0,0.945934445,0.377325184,0.089899203,0.072935255,0.0,1.044031679,1.34816027,0.0,0.516844282,0.0,0.089645043,0.0,0.031598443,0.0,0.0,0.0,5.356475749,0.094150238,0.042695563,5.154590087,0.017491649,0.0,0.0,0
RNA483_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146201023,1.755253724,2.455111271,0.106393586,0.067429608,0.16124388,1.552258432,0.246784187,0.910093285,0.0,0.0,1.099827015,0.148898151,0.066509286,0.035972671,0.0,0.493003393,1.134881164,0.017656968,0.327780073,0.0,0.13269445,0.0,0.0,0.0,0.0,0.122961836,7.280757431,0.069664627,0.0,1.985694473,0.0,0.0,0.0,0
RNA488_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294422644,0.797046217,1.059567196,0.11553171,0.227802875,0.219724335,1.730515639,0.112827144,0.862396168,0.0,0.0,1.429538257,0.505281075,0.02408172,0.0,0.0,0.641054664,3.028993975,0.134239504,0.676273219,0.0,0.072053081,0.0,0.008464423,0.0,0.0,0.0,7.105190822,0.025220464,0.0,2.840435984,0.0,0.0,0.0,0
RNA499_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177099204,1.503002804,1.446211298,0.162968587,0.086062681,0.213060765,1.783035125,0.104443444,1.094717089,0.0,0.0,0.823096764,0.213796551,0.050937865,0.061999107,0.0,0.486949964,2.545479027,0.020294629,0.451816357,0.05438845,0.0,0.0,0.02686047,0.0,0.0,0.040354946,7.162195145,0.133366371,0.036293385,0.274152736,0.0,0.0,0.0,0
RNA50_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139481916,1.033261522,0.035148698,0.0,0.12547318,0.214140103,2.125814388,0.377028407,1.456996542,0.0,0.0,0.539531749,0.041568866,0.074253163,0.0,0.0,0.610009516,1.21367844,0.0,0.463535435,0.0,0.0,0.0,0.087009238,0.0,0.0,0.0,9.13054429,0.220355384,0.070530942,0.394356686,0.04332758,0.0,0.018835069,1
RNA504_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170904519,1.633867756,0.805727122,0.06335041,0.178410288,0.2189572,2.476508869,0.278357857,1.226687634,0.041502744,0.0,0.734102639,0.277010631,0.118792757,0.010713203,0.0,0.67670841,2.407285533,0.042047363,0.55937837,0.0,0.0,0.0,0.03247597,0.0,0.0,0.02091268,9.014218682,0.069119735,0.0,4.242494138,0.015402923,0.0,0.010045155,0
RNA519_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151100706,1.410945565,0.715684241,0.0,0.113572532,0.187705937,1.437911124,0.13125612,1.024898588,0.025161843,0.0,2.399694736,0.399682523,0.084012358,0.022712844,0.0,0.725890008,1.169490253,0.066911116,0.703886981,0.059754488,0.04188176,0.0,0.0,0.0,0.0,0.0221792,6.327127476,0.161323711,0.0,1.688281828,0.016335759,0.0,0.0,0
RNA52_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177841878,0.167023811,0.0,0.107184158,1.286349038,0.134548975,3.044126948,0.0,0.0,0.094154203,0.0,0.0,0.0,0.0,0.05618553,2.159956169,0.332588226,0.432147986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95544169,0.0,0.0,0.822600992,0.0,0.0,0.0,0
RNA521_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103898123,1.003311983,1.123279252,0.030139323,0.095491267,0.239090078,2.831309411,0.342115413,1.601308658,0.059241071,0.0,0.693798978,0.158140165,0.094204216,0.030571166,0.02358839,0.925848445,2.466565599,0.030011343,0.492036913,0.0,0.0,0.0,0.026489281,0.0,0.0,0.0,9.760284797,0.128245542,0.0,1.861624748,0.03298155,0.0,0.0,0
RNA528_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236379407,1.085071177,2.181544658,0.0,0.097978795,0.190188112,1.109685009,0.06794371,1.021727185,0.0,0.0,1.11139168,0.462450561,0.115986546,0.047039316,0.0,0.665241718,1.327876526,0.046177927,0.485800436,0.061905119,0.043389132,0.0,0.020379296,0.0,0.0,0.0,7.5572642,0.106283834,0.0,3.089845649,0.05075579,0.0,0.0,0
RNA53_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121015124,0.575097533,1.940449463,0.067280797,0.262926171,0.162925163,2.061096267,0.184782512,0.842811741,0.028338297,0.0,1.691120278,0.141223803,0.021029453,0.0,0.0,0.148913136,2.169728274,0.100492655,0.445599942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83512927,0.099107396,0.0,2.041765516,0.061354644,0.0,0.0,0
RNA535_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155993223,1.872816483,0.603159091,0.0,0.197406001,0.19184903,1.958184827,0.140005183,1.305894089,0.011924472,0.0,1.496823099,0.356665264,0.026546951,0.043096725,0.011078765,0.654371249,1.91714739,0.105736991,0.615022589,0.0,0.0,0.0,0.046663971,0.0,0.0,0.042084157,7.321990016,0.055618493,0.0,3.189905777,0.030996458,0.0,0.0,1
RNA58_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126220904,1.187747729,2.464069813,0.091021875,0.048077028,0.206931146,1.089006292,0.166688303,0.484816843,0.0,0.0,1.090683548,0.38218036,0.028450023,0.023081514,0.0,0.07253666,0.99651659,0.0,0.490772516,0.0,0.0,0.0,0.009999826,0.0,0.0,0.045078415,8.108301905,0.044706866,0.0,2.315558338,0.033201835,0.0,0.0,0
RNA6_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146822493,1.057611851,1.313562691,0.0,0.147137889,0.297517275,1.397183699,0.207243464,1.080183494,0.0,0.0,0.695434893,0.342689962,0.054421576,0.0,0.0,0.651371603,2.280080524,0.043343723,0.590074955,0.0,0.081415329,0.0,0.019128502,0.0,0.0,0.0,7.162315188,0.099749018,0.0,3.257515794,0.0,0.0,0.0,0
RNA60_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113337649,0.560309718,1.815703164,0.177903471,0.075169636,0.178416443,0.986283877,0.244321796,0.86673752,0.024983882,0.0,0.689620145,0.233401717,0.055620564,0.022550635,0.0,0.637935175,1.782725671,0.0,0.205527186,0.0,0.083209029,0.0,0.039089589,0.0,0.0,0.04406476,8.766340841,0.145596081,0.0,6.345071713,0.016219094,0.0,0.0,0
RNA62_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152732747,1.344692805,2.371189661,0.045300419,0.08609855,0.181660628,1.189177647,0.099504356,0.98663838,0.0,0.0,0.659601221,0.617885341,0.056613403,0.045930474,0.0,0.44905893,1.365162595,0.02255403,0.348772883,0.0,0.211753356,0.0,0.049751374,0.0,0.0,0.0,4.572529259,0.103776724,0.0,3.797017424,0.0,0.0,0.0,0
RNA63_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168822495,1.777933876,2.560177319,0.039510033,0.008345999,0.116251124,1.475874727,0.07236598,1.21015806,0.0,0.0,1.968153268,0.290334298,0.0,0.040093281,0.0,0.108462298,0.931745186,0.0,0.2434806,0.0,0.073930731,0.0,0.0,0.0,0.0,0.05871855,7.944056816,0.025877691,0.0,5.318514795,0.0,0.0,0.0,0
RNA64_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030037867,0.72129208,1.351621662,0.200422733,0.008470881,0.167920666,1.754122768,0.249518352,0.863506548,0.045017686,0.0,1.280523435,0.0,0.075178763,0.0,0.0,0.141940055,2.450186501,0.179606211,0.876627806,0.0,0.0,0.0,0.044037602,0.0,0.0,0.0,14.04512212,0.0,0.0,6.267876585,0.0,0.0,0.0,0
RNA66_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075314739,1.321560961,1.166223234,0.115952484,0.02449351,0.244623281,1.917104134,0.198159496,1.263112317,0.0,0.0,0.980621271,0.040558051,0.024169219,0.078415433,0.0,0.407214993,1.822563135,0.019249423,0.547712969,0.0,0.072280675,0.0,0.025477496,0.0,0.0,0.0,9.887107494,0.0,0.0,1.040343288,0.0,0.0,0.0,0
RNA67_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129403405,0.876371364,1.885864865,0.265633362,0.046756282,0.29335107,1.782540273,0.389090913,0.830562949,0.0,0.0,1.726444937,0.511114488,0.027685985,0.044898203,0.0,0.540902971,2.273986433,0.02205033,0.422779405,0.0,0.496837673,0.0,0.0,0.0,0.0,0.0,7.468565809,0.202901354,0.0,3.997904249,0.032292135,0.0,0.0,0
RNA69_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152451088,1.195295652,1.510467254,0.04152904,0.228003664,0.204761761,1.841046549,0.228035767,1.100384363,0.023310428,0.0,0.877706411,0.152503321,0.051895024,0.021062038,0.0,0.650542773,1.300353474,0.020676348,0.652212248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464305664,0.203843524,0.0,2.430291952,0.030281347,0.0,0.0,0
RNA7_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11866451,0.474873595,2.302849818,0.0,0.120782703,0.171197132,0.692947567,0.080533215,0.82511891,0.0,0.0,1.260504042,0.415452543,0.027485526,0.0,0.0,0.295937122,1.08880104,0.021890675,0.555497812,0.0,0.0,0.0,0.009660818,0.0,0.0,0.0,8.477454555,0.115180513,0.0,0.207168289,0.0,0.009253316,0.0,0
RNA72_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097643131,0.915854036,2.095602127,0.12212792,0.120402476,0.195978698,1.829348597,0.283281835,0.699748763,0.0,0.0,1.396398828,0.149551663,0.050905567,0.0,0.0,0.501034213,2.386044749,0.0,0.288470945,0.0,0.0,0.0,0.0,0.0,0.0,0.040329358,3.400142762,0.079969085,0.0,0.279444455,0.014844326,0.0,0.0,0
RNA74_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128287487,0.992551373,0.202551291,0.114124048,0.136601952,0.28482456,2.01988302,0.181090384,1.703481822,0.010677919,0.0,0.661262354,0.0,0.0,0.0,0.0,0.814989323,3.497646408,0.0,0.796822287,0.0,0.249019246,0.0,0.041786727,0.0,0.0,0.037686783,11.91593149,0.074715308,0.0,6.025343792,0.069371004,0.0,0.0,0
RNA75_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064993752,0.90512551,0.369408188,0.034683248,0.080606141,0.22572315,1.963429935,0.215953073,1.813743347,0.009738927,0.0,1.613463258,0.145621259,0.065044092,0.0,0.0,0.506729494,2.792328201,0.0,0.384682581,0.0,0.0,0.0,0.053353271,0.0,0.0,0.034353629,6.883078736,0.034059906,0.0,5.578639576,0.012651327,0.0,0.0,0
RNA78_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144211539,1.462065563,1.935322438,0.042776141,0.063231223,0.152467114,0.598847192,0.062633671,0.79185516,0.0,0.0,1.145149031,0.224386223,0.0,0.0,0.0,0.431579055,0.900142635,0.0,0.39517277,0.0,0.0,0.0,0.0,0.0,0.0,0.042353788,4.006746637,0.069991335,0.076144352,3.16508748,0.0,0.0,0.0,1
RNA86_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101933643,1.44631248,1.426471864,0.082437557,0.095766931,0.25472855,1.6835447,0.301862966,1.356883149,0.02314816,0.0,0.464750736,0.043259541,0.077300662,0.062714054,0.0,1.025367724,2.547331826,0.0,0.355509919,0.0,0.0,0.0,0.0,0.0,0.0,0.040827048,6.333374744,0.107941272,0.0,3.533307927,0.015035277,0.0,0.0,1
RNA87_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122016732,0.627828999,1.155845918,0.046532158,0.029476987,0.229439588,1.845771349,0.221439549,1.221741763,0.039183523,0.0,1.26759459,0.341742416,0.232642085,0.070771863,0.0,0.901915337,2.350114322,0.069475881,0.673491163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.162857974,0.152268311,0.0,3.518245428,0.0848481,0.0,0.0,0
RNA89_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087170239,1.118730684,1.032187996,0.0,0.059307951,0.134666099,1.240419673,0.102813569,1.446624467,0.0,0.0,1.450986429,0.736644843,0.025076316,0.040688849,0.0,0.468720238,0.797015621,0.079870445,0.580704328,0.0,0.0,0.0,0.0,0.0,0.0,0.019866427,3.600745759,0.170681174,0.0,0.248295218,0.0,0.0,0.0,0
RNA94_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54170076,0.206822475,0.0,0.204020684,3.234308068,0.49985152,2.242857706,0.0,0.0,0.252627971,0.0,0.0,0.0,0.0,0.051270176,0.849824876,0.0,0.305814935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68789772,0.500986991,0.0,1.358263122,0.0,0.0,0.0,1
RNA95_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327413933,0.505966896,1.842506908,0.086495282,0.063963352,0.192783653,1.918233189,0.142557813,0.753876891,0.024287554,0.0,0.528373391,0.27238179,0.027049676,0.0,0.0,0.375289493,1.485988897,0.0,0.666227381,0.0,0.0,0.0,0.057025351,0.0,0.0,0.021429799,6.205931131,0.084955933,0.0,0.291056295,0.0,0.0,0.0,0
RNA97_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175753018,0.59631111,2.307286566,0.152927804,0.0,0.24387965,1.99312989,0.410715189,1.227894742,0.0,0.0,1.293414458,0.106999556,0.286832806,0.051706328,0.0,0.451347497,1.794325369,0.050759476,0.502546801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27330946,0.066746364,0.0,6.888288046,0.0,0.0,0.0,0
RNA98_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339325,0.621244495,1.084047004,0.053111972,0.134630865,0.214624726,1.456637241,0.058347487,1.092823866,0.0,0.0,0.773548671,0.250837073,0.066403239,0.0,0.0,0.540753974,2.173469317,0.0,0.654453582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.380291351,0.086929035,0.0,2.165769849,0.0,0.0,0.0,1
R_JS001_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241636179,1.294305105,1.496665268,0.09917927,0.188605488,0.309508815,1.881380041,0.526766766,0.960579857,0.12536454,0.0,1.258456306,0.260288903,0.093018422,0.050300165,0.012945067,0.588462007,3.157550467,0.049379063,0.870962942,0.066207663,0.0,0.0,0.010902784,0.029575634,0.0,0.147385578,10.0785695,0.11365984,0.0,2.783663643,0.018099937,0.0,0.0,1
R_JS002_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177510243,1.760512241,1.858210732,0.171644449,0.123271408,0.211129736,1.301974168,0.213697712,0.938962172,0.038555525,0.0,1.322469404,0.432317982,0.128763914,0.0,0.0,0.300868037,1.323796015,0.0,0.391251347,0.0,0.0,0.0,0.030169766,0.0,0.0,0.118997732,6.464431376,0.101133214,0.0,2.028023201,0.025049785,0.0,0.065295175,1
R_JS003_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460276168,1.573352142,1.930265717,0.042660112,0.198205738,0.263587187,0.821262036,0.218657699,0.588470071,0.0,0.0,1.06201915,0.649039598,0.159980548,0.08652092,0.0,0.36626202,2.420454906,0.0,0.53865997,0.0,0.039895498,0.018703054,0.037484292,0.0,0.0,0.0,5.88403224,0.223375247,0.0,0.269766201,0.031122057,0.0,0.040573065,1
R_JS004_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258269759,2.155388668,1.417199182,0.294210494,0.159799334,0.250993402,1.471393658,0.307802989,1.052923348,0.047207551,0.0,1.02673261,0.132333,0.105096184,0.021316143,0.0,0.721820485,2.696482339,0.0,0.647313632,0.112159904,0.0,0.0,0.018469996,0.0,0.0,0.0,8.725126982,0.055032917,0.0,0.480742744,0.0,0.0,0.0,1
