,CSN1S2AP,PFN5P,SMBD1P,OFCC1,AC123767.1,AC008163.1,LINC00301,ADAM5,CYMP,SULT1D1P,AP002008.2,AC231760.1,GLYCAM1,AL359273.2,SSPOP,NRADDP,AL109809.1,MFSD13B,LINC01529,TP73-AS1,PRORSD1P,TEX21P,ZNF271P,LDC1P,TRY2P,CYP2T1P,AC113208.3,GGNBP1,MROH3P,SLC26A10,C22orf46,TMEM198B,UOX,CRYZL2P,CDIPTOSP,AL590556.2,FMO6P,CETN4P,SLC66A1L,OACYLP,AC104162.1,AHSA2P,SLC22A20P,MBL1P,CUTALP,GUCY1B2,EGFEM1P,MGAT4EP,AC005041.2,AL118558.1,OR6D1P,CASP16P,C3orf86,CYP2AB1P,SMPD5,AC114490.1,KIF28P,FBXL21P,AC116353.6,OR55B1P,HCG22,ZNF663P,MROH4P,SERHL,VINAC1P,H1-9P,COL6A4P2,AC011491.1,GUCY2GP,BPIFB9P,FER1L4,CALR4P,ACTE1P,AC015871.7,TMCO5B,SDR16C6P,IQCF4P,OR9K1P,Diagnosis
RNA29_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061738678,1.55306913,1.601387959,0.196142068,0.24860422,0.203981818,1.94572963,0.057460475,1.329443541,0.0,0.0,1.52976102,0.082341263,0.049045321,0.0,0.0,0.277846071,1.136286044,0.156247355,0.483379166,0.0,0.0,0.0,0.008619408,0.0,0.0,0.0,11.08303789,0.0,0.0,6.139894916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.802936691,0.0,0.0,0.209292582,0.257316447,0.0,1.694889571,0.030397565,0.0,0.0,0.0,0.414578879,0.0,0.0,0.031598327,0.0,0.0,0.0,0.053774524,0.0,0.0,120.5689627,0.0,0.0,0.0,0.0,0
RNA295_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291550498,1.252381466,1.266886378,0.035704929,0.105549777,0.243903938,1.728528994,0.15683853,0.738664036,0.0,0.0,0.905480934,0.543131878,0.04461972,0.018108258,0.0,0.587711253,2.410129107,0.0,0.241872361,0.095237396,0.03339105,0.0,0.0,0.0,0.0,0.0,4.762896313,0.105147018,0.0,1.416903329,0.013024003,0.0,0.0,0.0,0.0,0.0,0.0,7.270824746,0.0,0.547688712,0.14280531,0.234105734,0.0,1.596086569,0.0,0.0,0.0,0.033012542,0.223511651,0.0,0.122342403,0.143735271,0.0,0.0,0.194306445,0.026344432,0.0,0.0,59.83194855,0.0,0.0,0.0,0.0,0
RNA3_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271671618,1.812024363,0.714856469,0.15101475,0.148886948,0.282732669,1.586418595,0.110621912,1.115126399,0.042404381,0.0,0.473073139,0.132096576,0.062959543,0.0510791,0.013137365,0.757742156,2.755519345,0.025071867,0.589347982,0.0,0.0,0.0,0.0,0.0,0.0,0.124668759,10.00258539,0.016484173,0.0,4.234694117,0.036737622,0.0,0.0,0.0,0.0,0.0,0.042373086,2.616207279,0.0,0.154508984,1.578083518,0.939929643,0.0,1.717299417,0.0,0.0,0.0,0.0,0.295584348,0.0,0.0,0.405534788,0.088621758,0.0,0.109658496,0.0,0.0,0.0,43.20611137,0.0,0.0,0.0,0.0,0
RNA302_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104891211,1.259298217,1.348487637,0.040000637,0.05912801,0.134262526,1.236695419,0.087864955,1.021216896,0.0,0.0,1.37148501,0.50361221,0.074997028,0.0,0.0,0.438994362,1.380496385,0.079631044,0.172451841,0.053372116,0.0,0.0,0.0,0.0,0.0,0.059415544,5.984367065,0.078543389,0.0,2.147223373,0.043761634,0.0,0.0,0.0,0.0,0.0,0.0,10.41329759,0.0,0.398874446,0.160018544,0.14123611,0.0,2.242982158,0.0,0.0,0.0,0.0,0.10955891,0.0,0.045701093,0.06441601,0.0,0.0,0.261249079,0.029515815,0.0,0.0,113.3252342,0.0,0.0,0.0,0.0,0
RNA303_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033065538,2.093206082,0.355940178,0.0,0.194876654,0.120371516,1.614960716,0.044059539,0.873843421,0.0,0.0,1.017625509,0.484111767,0.025071311,0.061021091,0.0,0.578828456,0.952416016,0.039935778,0.234757975,0.107025613,0.0,0.0,0.0,0.0,0.0,0.039724924,5.691137533,0.0,0.0,3.443898953,0.043888201,0.0,0.0,0.0,0.0,0.0,0.050620547,6.537087606,0.0,1.138724173,0.133758446,0.748838247,0.0,1.124921456,0.0,0.0,0.0,0.0,0.926276062,0.0,0.0,0.064625054,0.141161361,0.0,0.218376383,0.0,0.0,0.0,93.65931751,0.0,0.0,0.0,0.0,1
RNA31_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073089942,1.954384345,0.983443996,0.088647829,0.177918098,0.150154585,1.862417497,0.162326809,1.046228335,0.0,0.0,1.14547582,0.255886353,0.05541597,0.067449796,0.0,0.659327591,1.19442143,0.0,0.751048432,0.0,0.124375272,0.0,0.029221925,0.0,0.0,0.065865046,5.867665177,0.304727614,0.0,2.690527757,0.097023836,0.0093329,0.0,0.0,0.0,0.0,0.055953531,9.004595597,0.0,0.170061399,1.093845642,1.095990145,0.0,4.032068745,0.034345999,0.0,0.0,0.0,0.242914773,0.07259465,0.101280954,0.16068922,0.156006873,0.0,0.193039265,0.079466433,0.0,0.0443003,102.6251435,0.0,0.0,0.0,0.0,1
RNA314_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222912395,1.17934733,0.313181038,0.050431482,0.106496154,0.212705628,2.118028942,0.092298613,1.501010672,0.042467838,0.0,1.350068849,0.079364371,0.031525978,0.025577037,0.013156649,0.089263045,3.243089595,0.050190596,0.636712203,0.0,0.0,0.0,0.05538133,0.0,0.0,0.0,5.990985785,0.049507525,0.0,3.032669758,0.055167728,0.0,0.0,0.0,0.053421491,0.0,0.063630327,5.596547385,0.0,0.425481001,0.437084952,0.788565285,0.0,1.108148206,0.0,0.0,0.0,0.0,0.552505342,0.0,0.0,0.223336421,0.088751839,0.0,0.164670706,0.021265645,0.0,0.0,73.44757989,0.0,0.0,0.0,0.0,1
RNA319_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110436205,0.99441173,0.290591908,0.040927155,0.129697471,0.239599402,1.552542079,0.239824826,1.109753258,0.057472424,0.0,1.057720074,0.257763696,0.0,0.0,0.021354288,0.61606789,3.281191992,0.06113005,0.466550901,0.109216704,0.114824541,0.0,0.026977984,0.0,0.0,0.0,6.727414314,0.147395894,0.0,4.875183118,0.0,0.0,0.0,0.0,0.0,0.0,0.068893008,5.003367018,0.0,0.251252062,0.136499561,2.333880336,0.0,1.054901174,0.0,0.0,0.0,0.0,0.688931273,0.0,0.046759649,0.395665614,0.0,0.0,0.178290146,0.06474303,0.0,0.0,64.53709238,0.0,0.0,0.0,0.0,0
RNA32_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139039727,1.526214805,4.703967065,0.371049301,0.201551727,0.214198375,1.391883873,0.038816394,1.167638185,0.0,0.0,1.021062545,0.751028186,0.099395062,0.107543636,0.0,0.290956499,0.928357195,0.0,0.734795838,0.0,0.0,0.0,0.0,0.0,0.0,0.052496406,5.165975258,0.104111027,0.0,2.889087982,0.019332723,0.0,0.0,0.0,0.0,0.0,0.0,7.011307146,0.0,0.406696552,0.777708376,0.320957663,0.0,3.174109458,0.0,0.0,0.0,0.0,0.49794308,0.0,0.0,0.106747983,0.0,0.0,0.173119315,0.039125878,0.0,0.0,115.3099069,0.0,0.0,0.0,0.0,1
RNA328_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127144957,1.144880646,1.731358883,0.042406226,0.170223443,0.209197657,1.95518093,0.26403401,1.06261731,0.0,0.0,1.335094129,0.311603914,0.07955277,0.06454119,0.0,0.352966925,1.292799291,0.0,0.222109398,0.0,0.0,0.0,0.0,0.0,0.0,0.04200321,8.497310739,0.0,0.0,4.09255795,0.030936839,0.0,0.0,0.0,0.0,0.0,0.053540674,6.236211727,0.0,0.195255667,0.537417133,0.321016157,0.0,2.31469773,0.0,0.012696151,0.0,0.039208517,0.166011277,0.0,0.0,0.273313043,0.0,0.0,0.23090309,0.040252823,0.0,0.0,59.25285874,0.0,0.0,0.0,0.0,0
RNA331_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111512955,1.33879726,0.099034124,0.0,0.204302716,0.236528577,2.214005607,0.177077696,1.400197669,0.0,0.0,1.537953459,0.078089222,0.093025314,0.018872892,0.009708083,0.704763629,1.829190176,0.314845543,0.148960433,0.0,0.208731943,0.0,0.089906503,0.0,0.0,0.018429469,8.819401776,0.073061643,0.0,0.375457613,0.0,0.0,0.0,0.0,0.0,0.0,0.078247466,1.911020358,0.0,0.313955716,1.438869932,1.201252662,0.0,0.535711238,0.0,0.0,0.054336397,0.0,0.74254413,0.0,0.0,0.569309784,0.0,0.0,0.162024937,0.0,0.0,0.0,27.46844838,0.0,0.0,0.0,0.0,0
RNA334_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038598403,1.655048856,0.163237774,0.03677455,0.054400682,0.175987345,2.683330425,0.202079634,1.558410862,0.0,0.0,0.933334029,0.057912407,0.0460006,0.0,0.0,0.710020226,1.926727995,0.018309198,0.27198104,0.0,0.034391354,0.0,0.040417505,0.021943697,0.0,0.0,6.024707886,0.084301597,0.0,0.297054962,0.080512096,0.0,0.0,0.0,0.0,0.0,0.139293691,3.345406517,0.0,0.084677651,0.171749895,0.83531259,0.0,0.75288945,0.0,0.0,0.017905283,0.0,1.036739745,0.0,0.0,0.251874641,0.0,0.0,0.200281286,0.034911504,0.0,0.0,44.78654501,0.0,0.0,0.0,0.0,0
RNA335_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061205334,1.253539261,0.127912885,0.096077071,0.213114179,0.195558688,1.990346316,0.228696225,1.529231785,0.013496072,0.140047074,0.496554058,0.075638556,0.150166086,0.0,0.0,0.884669555,1.399614258,0.0,0.355169284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.598738923,0.01573325,0.085543704,2.152933201,0.052577841,0.0,0.022856085,0.0,0.0,0.0,0.060643157,3.092137978,0.0,0.221154091,0.32040414,1.648347382,0.0,0.509809299,0.0,0.0,0.0,0.0,0.733345756,0.0,0.0,0.328916258,0.0,0.0,0.261548708,0.060791267,0.037101808,0.0,21.09298248,0.0,0.0,0.0,0.0,1
RNA336_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068992074,1.430681405,0.816939265,0.041835851,0.097226525,0.164116468,1.342920056,0.045973891,1.048355809,0.0,0.0,1.749692582,0.329364214,0.026152635,0.021217642,0.0,0.440843634,1.310681282,0.104164638,0.244907285,0.055820809,0.039124655,0.0,0.018384647,0.0,0.0,0.0,5.388484678,0.150666335,0.037249197,2.393292599,0.0,0.008804583,0.0,0.0,0.0,0.0,0.070421238,6.325449962,0.0,0.321057141,0.167428515,0.422261813,0.0,1.014947198,0.0,0.0,0.0,0.0,0.704248505,0.0,0.0,0.185373286,0.0,0.0,0.045550817,0.039711127,0.0,0.0,58.45707494,0.0,0.0,0.0,0.0,0
RNA35_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204080684,0.674670405,1.716092496,0.039467142,0.141719072,0.180581949,2.026511815,0.332392979,1.198909856,0.055411135,0.0,0.778747064,0.165684719,0.024671896,0.060048953,0.0,0.740711979,1.947274668,0.039299553,0.729422736,0.0,0.0,0.0,0.017343724,0.0,0.0,0.0,8.773367397,0.271290964,0.0,5.374807245,0.0,0.0,0.0,0.0,0.0,0.0,0.066418801,6.851331495,0.0,0.242258842,1.210699772,0.219033063,0.0,1.764906709,0.015291276,0.0,0.0,0.0,0.556080716,0.0,0.0,0.286098634,0.0,0.0,0.214858847,0.012485025,0.0,0.0,89.78858269,0.0,0.0,0.0,0.0,0
RNA358_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217839133,0.713256263,1.829066338,0.052859078,0.078148898,0.259096701,1.72694022,0.077405714,1.093788662,0.0,0.0,1.142170448,0.388244945,0.132139111,0.026808226,0.0,0.655034307,1.69097065,0.0,0.50467032,0.0,0.049433514,0.0,0.0,0.0,0.0,0.0,4.281077622,0.155690556,0.0,2.624414727,0.0,0.0,0.0,0.0,0.0,0.0,0.111171362,3.807255844,0.0,0.202745645,0.176222219,0.453326134,0.0,1.121638951,0.0,0.0,0.0,0.0,0.434386823,0.0,0.0,0.255421525,0.0,0.0,0.172597704,0.005573809,0.0,0.0,32.69619411,0.0,0.0,0.0,0.0,0
RNA365_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11093391,0.713509329,1.407442717,0.158610638,0.111674132,0.237188146,1.97425749,0.329104505,1.145321471,0.0,0.0,1.415730884,0.166463528,0.066089779,0.053618661,0.0,0.753532946,1.744926856,0.0,0.390841838,0.0,0.0,0.0,0.023229729,0.0,0.0,0.0,6.988775413,0.0,0.0,6.730317274,0.0,0.0,0.0,0.0,0.0,0.0,0.0444798,8.678295095,0.0,0.283936365,0.317298201,0.186719852,0.0,3.285841753,0.0,0.015834365,0.0,0.0,0.206922171,0.0,0.06042517,0.191618686,0.0,0.0,0.057584521,0.027873025,0.0,0.0,45.36770848,0.0,0.0,0.0,0.0,0
RNA368_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127998449,1.097651186,1.226941443,0.0,0.060128182,0.137741409,1.423703094,0.163800483,1.03356252,0.0,0.0,1.28004103,0.426785298,0.07625688,0.082495671,0.0,0.252008057,1.116227349,0.040483627,0.438433301,0.0,0.0,0.0,0.0,0.0,0.0,0.020143767,4.913948054,0.079862815,0.0,4.903366586,0.0,0.0,0.019342102,0.0,0.0,0.0,0.0,10.92555774,0.0,0.249612669,0.135604721,0.861769012,0.0,2.003499606,0.0,0.0,0.0,0.0,0.525234638,0.0,0.0,0.081892675,0.0,0.0,0.0,0.004288943,0.0,0.0,164.7470285,0.0,0.0,0.0,0.0,0
RNA37_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284459908,0.95931034,2.61137049,0.127922456,0.126124789,0.220486621,1.493127753,0.296723228,0.98072354,0.011969197,0.0,0.781436591,0.537117721,0.02664652,0.043259346,0.0,0.48328423,2.563939318,0.0,0.748824185,0.0,0.0,0.0,0.0,0.0,0.0,0.06335336,6.549673285,0.069795646,0.0,2.657315725,0.0,0.0,0.0,0.0,0.0,0.0,0.053819809,6.094288735,0.0,0.130892696,1.109234379,0.365814087,0.0,2.133517046,0.0,0.0,0.0,0.0,0.350538163,0.069778539,0.0,0.274824081,0.0,0.0,0.557224566,0.0,0.0,0.0,62.13265806,0.0,0.0,0.0,0.0,0
RNA379_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800096,0.85387087,1.473775467,0.059328532,0.100231999,0.151559497,1.765083097,0.152032024,1.184481745,0.049959567,0.0,1.226116228,0.560223861,0.037087746,0.060145861,0.0,0.651131945,1.278506832,0.0,0.475034595,0.0,0.0,0.0,0.0,0.0,0.0,0.029382346,6.880064247,0.116482242,0.0,1.692198717,0.0,0.0,0.0,0.0,0.062846033,0.0,0.099816145,5.638774584,0.0,0.31855217,0.197789021,0.329193181,0.0,1.48361287,0.04594786,0.0,0.0,0.0,0.185720923,0.0,0.0,0.23886645,0.0,0.0,0.129123355,0.050034308,0.0,0.0,43.79810685,0.0,0.0,0.0,0.0,1
RNA38_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133769645,1.213430498,2.006379376,0.079337067,0.016758962,0.153212885,0.833231392,0.072626186,0.936150496,0.0,0.0,0.540430413,0.520369161,0.099191162,0.020111185,0.0,0.403839702,0.801564383,0.0,0.134403805,0.370483847,0.0,0.0,0.026145188,0.0,0.0,0.0,3.974991919,0.103872197,0.0,1.393221056,0.014464568,0.0,0.0,0.0,0.042005237,0.0,0.0,14.94326648,0.0,0.821718732,0.105820361,0.720505359,0.0,0.932030293,0.015363749,0.0,0.0,0.0,0.124200201,0.0,0.090643324,0.047923489,0.0,0.0,0.086382088,0.020913043,0.0,0.0,64.91225491,0.0,0.0,0.0,0.0,0
RNA383_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190844334,0.932019797,1.761859769,0.043143827,0.091169873,0.192364282,1.586661702,0.205474101,0.955967685,0.0,0.0,1.338343649,0.407687731,0.188867317,0.0,0.0,0.565528316,1.286503242,0.021480313,0.478635782,0.115185633,0.040347866,0.0,0.028447976,0.0,0.0,0.064120596,6.127517492,0.084776304,0.0,1.701874165,0.015737472,0.0,0.0,0.0,0.0,0.0,0.036320027,8.639840343,0.0,0.264919689,0.172717028,0.718666782,0.0,2.15919442,0.0,0.0,0.0,0.0,0.101367202,0.0,0.0,0.121681155,0.0,0.0,0.140968554,0.040961262,0.0,0.0,42.20782695,0.0,0.0,0.0,0.0,0
RNA385_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201282299,1.322742557,0.903193852,0.056534069,0.095548522,0.164642883,1.682668289,0.27952642,1.002569697,0.015874557,0.0,1.620463903,0.65276504,0.017679019,0.02867205,0.036875339,0.613215097,1.413998755,0.070374353,0.592206276,0.075432371,0.026448024,0.0,0.024849776,0.0,0.023081156,0.0,7.01209576,0.148066032,0.0,3.690518081,0.041253624,0.0,0.0,0.0,0.0,0.0,0.047581832,4.707722519,0.0,0.238607715,0.226253324,0.613388994,0.0,2.421484611,0.0,0.0,0.0,0.0,0.420490239,0.0,0.0,0.318810011,0.099491476,0.0,0.03079207,0.020868981,0.0218316,0.0,44.57374556,0.0,0.0,0.0,0.0,1
RNA386_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147936537,0.930307169,0.458792988,0.047016553,0.119131306,0.258344437,2.742438421,0.327006421,1.234375041,0.079186606,0.0,1.104060334,0.172632857,0.058753683,0.071511992,0.0,0.911237987,2.841373434,0.0,0.637022529,0.0,0.0,0.0,0.0,0.0,0.0,0.0698318,5.263332593,0.138469477,0.041861915,3.984710596,0.034283454,0.0,0.0,0.0,0.09955946,0.0,0.059323359,5.689269125,0.0,0.432721933,0.282107562,0.521702649,0.0,2.137453833,0.0,0.0,0.0,0.0,2.520184489,0.0,0.0,0.075706227,0.0,0.0,0.051191558,0.064426293,0.018156248,0.0,40.33259729,0.0,0.0,0.0,0.0,0
RNA39_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168101572,1.028888015,2.849167604,0.13195594,0.037159076,0.209088011,1.539834087,0.193268264,1.176414569,0.0,0.0,0.702563255,0.207710202,0.027505654,0.0,0.0,0.43999481,1.873856016,0.0,0.365808864,0.0,0.0,0.0,0.028993833,0.0,0.0,0.0,9.101533344,0.057583276,0.0,0.34329108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.505779619,0.0,0.371193804,0.146659872,0.421644006,0.0,2.100214899,0.0,0.0,0.0,0.0,0.120500542,0.0,0.0,0.07084795,0.0,0.020301148,0.143673444,0.009274626,0.0,0.0,68.46483549,0.0,0.0,0.0,0.0,1
RNA392_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175645243,1.274058941,1.256581311,0.097643765,0.06188795,0.22632185,1.709461187,0.214555141,0.998729591,0.0,0.0,1.514035712,0.38432991,0.091573955,0.049521412,0.0,0.695965176,1.965189647,0.0,0.330895283,0.195457639,0.0,0.0,0.0,0.0,0.0,0.0,4.860506831,0.223771325,0.0,0.880513391,0.053434462,0.0,0.0,0.0,0.0,0.0,0.082161786,6.025890403,0.0,0.074920124,0.097694078,0.566644974,0.0,3.145846951,0.0,0.0,0.0,0.0,0.22932735,0.0,0.0,0.098323989,0.0,0.0,0.21262879,0.020592401,0.0,0.0,52.62104901,0.0,0.0,0.0,0.0,0
RNA409_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177584126,0.724894942,2.481314417,0.0,0.060062691,0.226708708,1.852808552,0.173542293,0.785818043,0.013311185,0.0,1.068747679,0.198959669,0.148141431,0.0,0.0,0.641941543,1.707900927,0.0,0.846726872,0.063251798,0.088622309,0.0,0.114545467,0.0,0.0,0.046931455,5.893065069,0.093075687,0.0,2.519229918,0.0,0.0,0.0,0.0,0.0,0.0,0.019944388,6.548357147,0.0,0.218166364,0.505678609,0.502164164,0.0,1.652417427,0.0,0.0,0.0,0.0,0.315336106,0.0,0.0,0.038165812,0.0,0.0,0.0,0.024988614,0.0,0.0,47.29027484,0.0,0.0,0.0,0.0,0
RNA41_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116936511,1.547890026,0.639057702,0.0,0.0,0.141460507,1.424049358,0.058597688,0.837709348,0.0,0.0,0.451112107,0.335915729,0.0,0.0,0.0,0.506504207,1.45528237,0.039842544,0.295778431,0.0,0.0,0.0,0.026371671,0.0,0.0,0.0,6.124266661,0.013092763,0.0,0.446882359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.756887359,0.0,0.368362095,0.800451745,1.069910375,0.0,1.789191691,0.0,0.0,0.0,0.0,0.156598387,0.0,0.0,0.048338628,0.0,0.0,0.0,0.025311824,0.030902986,0.0,95.81455449,0.0,0.0,0.0,0.0,0
RNA418_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229731093,0.717874551,2.422169831,0.04199862,0.115314578,0.220839197,1.298646243,0.276786849,1.102863494,0.035367676,0.0,1.89393389,0.616984491,0.026254386,0.021300192,0.0,0.620840242,1.470864725,0.020910141,0.400999637,0.0,0.117792344,0.0,0.027675268,0.0,0.0,0.041599478,6.035146869,0.109970075,0.0,2.396056513,0.045944282,0.0,0.019971967,0.0,0.0,0.0,0.035339498,7.661876401,0.0,0.322184265,0.196035936,1.017019206,0.0,2.864573069,0.04880038,0.0,0.0,0.0,0.394458315,0.0,0.0,0.287503138,0.0,0.0,0.137139548,0.008857221,0.0,0.0,87.99474396,0.0,0.0,0.0,0.0,0
RNA431_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088104453,1.851043441,1.87780089,0.058766262,0.124159811,0.136225782,1.30334874,0.107618903,0.967523624,0.0,0.0,1.049403005,0.462655921,0.11024346,0.0,0.0,0.452734365,1.841116397,0.0,0.362139681,0.0,0.0,0.0,0.0,0.0,0.0,0.029103883,5.208136215,0.057728254,0.0,4.319006864,0.042872062,0.0,0.0,0.0,0.0,0.0,0.049448534,7.080538936,0.0,0.225493513,0.195994184,0.444861462,0.0,1.603907508,0.0,0.0,0.0,0.0,0.299082809,0.0,0.0,0.213056627,0.0,0.0,0.192014292,0.105367322,0.0226936,0.0,52.78817928,0.0,0.0,0.0,0.0,1
RNA44_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102806433,0.77138845,1.027125744,0.0,0.217323142,0.201246139,1.500814013,0.125575153,1.120682967,0.0,0.0,0.886169306,0.134968309,0.080405532,0.0,0.0,0.728671032,1.667578465,0.0,0.277312335,0.0,0.0,0.0,0.028261537,0.076698729,0.0,0.0,8.566743641,0.070163463,0.0,5.330514971,0.0,0.0,0.0,0.0,0.0,0.0,0.018032048,3.670370829,0.0,0.460463482,0.114362568,0.605634407,0.0,0.71484324,0.0,0.0,0.0,0.0,0.234891136,0.0,0.0,0.189913806,0.0,0.0,0.093331284,0.063281053,0.0,0.0,31.65399077,0.0,0.0,0.0,0.0,1
RNA442_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130194372,1.639320935,0.112789949,0.0,0.035797463,0.187585335,1.705962831,0.15515672,1.697460778,0.023792641,0.0,0.796280039,0.200108687,0.185414836,0.042973408,0.0,0.59644317,2.226246466,0.084372949,0.50904218,0.0,0.039620796,0.0,0.009308892,0.025267626,0.0,0.020981868,7.172499435,0.027736632,0.075443111,0.171067311,0.030907765,0.0,0.0,0.161872337,0.044878214,0.012500679,0.0,3.302633018,0.0,0.357606214,0.11301716,2.116554283,0.0,0.835024789,0.0,0.0,0.0,0.0,1.194071177,0.0,0.048403969,0.290102575,0.0,0.0,0.276814048,0.017869556,0.0,0.0,40.58995144,0.0,0.0,0.0,0.0,0
RNA454_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149510949,1.322630263,1.164726175,0.052513378,0.088721554,0.25738306,1.133479103,0.038441902,0.927704435,0.014745562,0.0,0.813966255,0.192845042,0.065624081,0.0266329,0.0,0.618168922,1.122809115,0.130701475,0.76010005,0.0,0.0,0.0,0.011538428,0.0,0.0,0.10400424,5.752205923,0.085933198,0.0,2.289124628,0.019155181,0.0,0.0,0.0,0.0,0.0,0.066259916,10.66422336,0.0,0.201424605,0.350115175,0.397352648,0.0,2.387610609,0.0,0.0,0.0,0.0,0.143839146,0.0,0.0,0.232586751,0.0,0.0,0.057176493,0.033213756,0.0,0.0,59.72216269,0.0,0.0,0.0,0.0,0
RNA457_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156367688,1.104287526,2.042146862,0.030695847,0.103701812,0.159543318,0.895209395,0.078655345,1.088099369,0.0,0.0,0.980264457,0.370329267,0.057549944,0.031122459,0.0,0.646515408,1.601800052,0.0,0.945180225,0.0,0.028706585,0.0,0.033711567,0.0,0.0,0.015202061,3.897394388,0.060262768,0.0,3.65437143,0.022384207,0.0,0.0,0.0,0.0,0.0,0.051635781,7.82706664,0.0,0.470846522,0.143246119,0.278670729,0.0,3.139719816,0.023775707,0.0,0.0,0.0,0.12009386,0.0,0.0,0.222434043,0.0,0.0,0.033421595,0.032353992,0.0,0.0,41.02777201,0.0,0.0,0.0,0.0,0
