,CSN1S2AP,PFN5P,SMBD1P,OFCC1,AC123767.1,AC008163.1,LINC00301,ADAM5,CYMP,SULT1D1P,AP002008.2,AC231760.1,GLYCAM1,AL359273.2,SSPOP,NRADDP,AL109809.1,MFSD13B,LINC01529,TP73-AS1,PRORSD1P,TEX21P,ZNF271P,LDC1P,TRY2P,CYP2T1P,AC113208.3,GGNBP1,MROH3P,SLC26A10,C22orf46,TMEM198B,UOX,CRYZL2P,CDIPTOSP,AL590556.2,FMO6P,CETN4P,SLC66A1L,OACYLP,AC104162.1,AHSA2P,SLC22A20P,MBL1P,CUTALP,GUCY1B2,EGFEM1P,MGAT4EP,AC005041.2,AL118558.1,OR6D1P,CASP16P,C3orf86,CYP2AB1P,SMPD5,AC114490.1,KIF28P,FBXL21P,AC116353.6,OR55B1P,HCG22,ZNF663P,MROH4P,SERHL,VINAC1P,H1-9P,COL6A4P2,AC011491.1,GUCY2GP,BPIFB9P,FER1L4,CALR4P,ACTE1P,AC015871.7,TMCO5B,SDR16C6P,IQCF4P,OR9K1P,Diagnosis
RNA466_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31148655,1.246531465,3.073633283,0.0,0.100601706,0.204536228,0.353678144,0.142684254,0.875085202,0.024318563,0.0,0.976350027,0.272637738,0.054139393,0.021961654,0.0,0.498283234,1.873753321,0.02155949,0.880214865,0.173279856,0.0,0.0,0.0,0.0,0.0,0.0,5.199205813,0.085035763,0.0,4.329036049,0.031590962,0.0,0.0,0.0,0.0,0.0,0.0,6.365715051,0.0,0.564737715,0.144366796,2.162678804,0.0,1.31265874,0.016777398,0.0,0.0,0.0,0.389744767,0.0,0.0,0.296432742,0.0,0.0,0.094296181,0.036520447,0.0,0.0,63.93958302,0.0,0.0,0.0,0.0,0
RNA471_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208102812,1.014988592,2.104799843,0.086778741,0.097756756,0.213997643,1.890328874,0.201244323,1.172772546,0.024367148,0.0,1.58997086,0.531246651,0.108495113,0.029345606,0.0,0.59921911,2.420877304,0.0143969,0.543517701,0.038582874,0.0,0.0,0.0,0.017254713,0.011805772,0.028656124,8.442311306,0.075744002,0.0,2.502932955,0.0,0.0,0.0,0.0,0.061292714,0.0,0.12169506,8.591159156,0.0,0.155354338,0.192903759,0.350274606,0.0,2.192433946,0.022418298,0.0,0.0,0.0,0.147180303,0.0,0.033037467,0.198041998,0.0,0.0,0.031484342,0.012199676,0.011166637,0.0,44.44894205,0.0,0.0,0.0,0.0,0
RNA476_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114964612,0.862659061,1.318748637,0.0,0.081014989,0.237867931,1.454568681,0.087764096,1.560739544,0.040381306,0.0,0.945934445,0.377325184,0.089899203,0.072935255,0.0,1.044031679,1.34816027,0.0,0.516844282,0.0,0.089645043,0.0,0.031598443,0.0,0.0,0.0,5.356475749,0.094150238,0.042695563,5.154590087,0.017491649,0.0,0.0,0.0,0.0,0.0,0.060504038,4.132827466,0.0,0.110342539,1.27880849,1.306150152,0.0,2.325490237,0.0,0.0,0.0,0.0,0.450321552,0.0,0.0,0.250989604,0.0,0.0,0.0,0.010107805,0.0,0.0,38.26902429,0.0,0.0,0.0,0.0,0
RNA483_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146201023,1.755253724,2.455111271,0.106393586,0.067429608,0.16124388,1.552258432,0.246784187,0.910093285,0.0,0.0,1.099827015,0.148898151,0.066509286,0.035972671,0.0,0.493003393,1.134881164,0.017656968,0.327780073,0.0,0.13269445,0.0,0.0,0.0,0.0,0.122961836,7.280757431,0.069664627,0.0,1.985694473,0.0,0.0,0.0,0.0,0.0,0.0,0.044762137,7.414257949,0.0,0.299371984,0.354813481,0.411619476,0.0,3.468130979,0.0,0.0,0.0,0.0,0.416478332,0.0,0.0,0.15714137,0.0,0.0,0.0,0.007479226,0.0,0.0,99.8097886,0.0,0.0,0.0,0.0,0
RNA488_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294422644,0.797046217,1.059567196,0.11553171,0.227802875,0.219724335,1.730515639,0.112827144,0.862396168,0.0,0.0,1.429538257,0.505281075,0.02408172,0.0,0.0,0.641054664,3.028993975,0.134239504,0.676273219,0.0,0.072053081,0.0,0.008464423,0.0,0.0,0.0,7.105190822,0.025220464,0.0,2.840435984,0.0,0.0,0.0,0.0,0.0,0.0,0.162043493,4.912516734,0.0,0.236406322,0.179813171,0.738480169,0.0,1.926782465,0.014925494,0.0,0.0,0.0,0.467332579,0.0,0.0,0.13960556,0.0,0.0,0.083887685,0.016244547,0.0,0.0,53.03823747,0.0,0.0,0.0,0.0,0
RNA499_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177099204,1.503002804,1.446211298,0.162968587,0.086062681,0.213060765,1.783035125,0.104443444,1.094717089,0.0,0.0,0.823096764,0.213796551,0.050937865,0.061999107,0.0,0.486949964,2.545479027,0.020294629,0.451816357,0.05438845,0.0,0.0,0.02686047,0.0,0.0,0.040354946,7.162195145,0.133366371,0.036293385,0.274152736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.760357737,0.0,0.312606409,0.217368694,0.534491378,0.0,1.760273584,0.0,0.0,0.0,0.0,0.271100863,0.0,0.0,0.180505116,0.0,0.0,0.133101971,0.00859224,0.0,0.0,51.22628428,0.0,0.0,0.0,0.0,0
RNA50_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139481916,1.033261522,0.035148698,0.0,0.12547318,0.214140103,2.125814388,0.377028407,1.456996542,0.0,0.0,0.539531749,0.041568866,0.074253163,0.0,0.0,0.610009516,1.21367844,0.0,0.463535435,0.0,0.0,0.0,0.087009238,0.0,0.0,0.0,9.13054429,0.220355384,0.070530942,0.394356686,0.04332758,0.0,0.018835069,0.0,0.0,0.0,0.0,0.280583654,0.0,0.0,0.184874202,0.459549083,0.0,0.57028905,0.0,0.0,0.0,0.0,0.52697532,0.0,0.0,0.44655344,0.0,0.0,0.0,0.037579705,0.0,0.0,40.30478101,0.0,0.0,0.0,0.0,1
RNA504_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170904519,1.633867756,0.805727122,0.06335041,0.178410288,0.2189572,2.476508869,0.278357857,1.226687634,0.041502744,0.0,0.734102639,0.277010631,0.118792757,0.010713203,0.0,0.67670841,2.407285533,0.042047363,0.55937837,0.0,0.0,0.0,0.03247597,0.0,0.0,0.02091268,9.014218682,0.069119735,0.0,4.242494138,0.015402923,0.0,0.010045155,0.0,0.022376136,0.0,0.02665292,3.964921305,0.0,0.243021596,0.211229223,0.404853291,0.0,1.440423732,0.0,0.0,0.0,0.0,0.322318521,0.0,0.0,0.331660084,0.0,0.038965682,0.160928516,0.022265483,0.0,0.0,23.17712309,0.0,0.0,0.0,0.0,0
RNA519_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151100706,1.410945565,0.715684241,0.0,0.113572532,0.187705937,1.437911124,0.13125612,1.024898588,0.025161843,0.0,2.399694736,0.399682523,0.084012358,0.022712844,0.0,0.725890008,1.169490253,0.066911116,0.703886981,0.059754488,0.04188176,0.0,0.0,0.0,0.0,0.0221792,6.327127476,0.161323711,0.0,1.688281828,0.016335759,0.0,0.0,0.0,0.0,0.0,0.037700443,7.59303084,0.0,0.550040985,0.179281489,0.384310118,0.0,2.139518937,0.0,0.0,0.0,0.0,0.385806183,0.0,0.102378974,0.144359189,0.0,0.0,0.048760772,0.00944895,0.0,0.0,105.5126982,0.0,0.0,0.0,0.0,0
RNA52_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177841878,0.167023811,0.0,0.107184158,1.286349038,0.134548975,3.044126948,0.0,0.0,0.094154203,0.0,0.0,0.0,0.0,0.05618553,2.159956169,0.332588226,0.432147986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95544169,0.0,0.0,0.822600992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.915574408,0.0,0.0,0.0,0.0,0.0,0.0,0.18302414,0.0,0.0,0.0,0.0,0.0,0.654598487,0.0,0.0,0.0,49.32942822,0.0,0.0,0.0,0.0,0
RNA521_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103898123,1.003311983,1.123279252,0.030139323,0.095491267,0.239090078,2.831309411,0.342115413,1.601308658,0.059241071,0.0,0.693798978,0.158140165,0.094204216,0.030571166,0.02358839,0.925848445,2.466565599,0.030011343,0.492036913,0.0,0.0,0.0,0.026489281,0.0,0.0,0.0,9.760284797,0.128245542,0.0,1.861624748,0.03298155,0.0,0.0,0.0,0.0,0.0,0.101442244,2.971937478,0.0,0.18500244,0.803956487,0.821152816,0.0,1.279244005,0.0,0.0,0.0,0.027866619,0.401060165,0.0,0.0,0.376268197,0.0,0.0,0.131262613,0.012712354,0.0,0.0,25.26183338,0.0,0.0,0.0,0.0,0
RNA528_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236379407,1.085071177,2.181544658,0.0,0.097978795,0.190188112,1.109685009,0.06794371,1.021727185,0.0,0.0,1.11139168,0.462450561,0.115986546,0.047039316,0.0,0.665241718,1.327876526,0.046177927,0.485800436,0.061905119,0.043389132,0.0,0.020379296,0.0,0.0,0.0,7.5572642,0.106283834,0.0,3.089845649,0.05075579,0.0,0.0,0.0,0.0,0.0,0.097581122,7.531997318,0.0,0.391488047,0.15467978,0.23403703,0.0,3.550923378,0.0,0.0,0.0,0.0,0.181545937,0.0,0.0,0.224162324,0.0,0.0,0.0,0.01467242,0.0,0.0,66.64942725,0.0,0.0,0.0,0.0,0
RNA53_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121015124,0.575097533,1.940449463,0.067280797,0.262926171,0.162925163,2.061096267,0.184782512,0.842811741,0.028338297,0.0,1.691120278,0.141223803,0.021029453,0.0,0.0,0.148913136,2.169728274,0.100492655,0.445599942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83512927,0.099107396,0.0,2.041765516,0.061354644,0.0,0.0,0.0,0.0,0.0,0.056613041,6.078486043,0.0,0.464608985,0.112174524,0.186714163,0.0,0.662967299,0.0,0.0,0.0,0.0,0.355508753,0.0,0.038434462,0.284520638,0.0,0.0,0.073255238,0.0,0.0,0.0,45.65359921,0.0,0.0,0.0,0.0,0
RNA535_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155993223,1.872816483,0.603159091,0.0,0.197406001,0.19184903,1.958184827,0.140005183,1.305894089,0.011924472,0.0,1.496823099,0.356665264,0.026546951,0.043096725,0.011078765,0.654371249,1.91714739,0.105736991,0.615022589,0.0,0.0,0.0,0.046663971,0.0,0.0,0.042084157,7.321990016,0.055618493,0.0,3.189905777,0.030996458,0.0,0.0,0.0,0.0,0.0,0.053617893,7.97657906,0.0,0.749656477,1.076516537,0.750177201,0.0,1.320130586,0.0,0.0,0.0,0.0,1.014218882,0.0,0.0,0.171085004,0.0,0.0,0.0,0.031354717,0.0,0.0,90.71160942,0.0,0.0,0.0,0.0,1
RNA58_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126220904,1.187747729,2.464069813,0.091021875,0.048077028,0.206931146,1.089006292,0.166688303,0.484816843,0.0,0.0,1.090683548,0.38218036,0.028450023,0.023081514,0.0,0.07253666,0.99651659,0.0,0.490772516,0.0,0.0,0.0,0.009999826,0.0,0.0,0.045078415,8.108301905,0.044706866,0.0,2.315558338,0.033201835,0.0,0.0,0.0,0.0,0.0,0.038294918,5.671402978,0.0,0.558811773,0.151785314,0.826837854,0.0,1.000587481,0.017632903,0.0,0.0,0.0,0.356329722,0.0,0.0,0.311651632,0.0,0.0,0.099104491,0.02399933,0.035149658,0.0,64.49986982,0.0,0.0,0.0,0.0,0
RNA6_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146822493,1.057611851,1.313562691,0.0,0.147137889,0.297517275,1.397183699,0.207243464,1.080183494,0.0,0.0,0.695434893,0.342689962,0.054421576,0.0,0.0,0.651371603,2.280080524,0.043343723,0.590074955,0.0,0.081415329,0.0,0.019128502,0.0,0.0,0.0,7.162315188,0.099749018,0.0,3.257515794,0.0,0.0,0.0,0.0,0.0,0.0,0.01832343,2.982038978,0.0,0.066797198,0.145162628,1.230137108,0.0,0.692959218,0.0,0.0,0.0,0.0,0.49416421,0.0,0.049758936,0.280534906,0.0,0.0,0.189627102,0.073449024,0.050437078,0.0,58.21317963,0.0,0.0,0.0,0.0,0
RNA60_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113337649,0.560309718,1.815703164,0.177903471,0.075169636,0.178416443,0.986283877,0.244321796,0.86673752,0.024983882,0.0,0.689620145,0.233401717,0.055620564,0.022550635,0.0,0.637935175,1.782725671,0.0,0.205527186,0.0,0.083209029,0.0,0.039089589,0.0,0.0,0.04406476,8.766340841,0.145596081,0.0,6.345071713,0.016219094,0.0,0.0,0.0,0.0,0.0,0.0374338,7.485509279,0.0,0.375424806,0.237320134,0.448873047,0.0,1.112587167,0.0,0.0,0.0,0.0,0.191511298,0.0,0.050800731,0.197061754,0.0,0.0,0.0,0.032830028,0.0,0.0,60.36314974,0.0,0.0,0.0,0.0,0
RNA62_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152732747,1.344692805,2.371189661,0.045300419,0.08609855,0.181660628,1.189177647,0.099504356,0.98663838,0.0,0.0,0.659601221,0.617885341,0.056613403,0.045930474,0.0,0.44905893,1.365162595,0.02255403,0.348772883,0.0,0.211753356,0.0,0.049751374,0.0,0.0,0.0,4.572529259,0.103776724,0.0,3.797017424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.487860237,0.0,0.173733019,0.090608037,0.959743337,0.0,1.304457406,0.0,0.0,0.0,0.0,0.531776359,0.0,0.0,0.200630753,0.0,0.0,0.098605236,0.023875962,0.0,0.0,93.09486694,0.0,0.0,0.0,0.0,0
RNA63_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168822495,1.777933876,2.560177319,0.039510033,0.008345999,0.116251124,1.475874727,0.07236598,1.21015806,0.0,0.0,1.968153268,0.290334298,0.0,0.040093281,0.0,0.108462298,0.931745186,0.0,0.2434806,0.0,0.073930731,0.0,0.0,0.0,0.0,0.05871855,7.944056816,0.025877691,0.0,5.318514795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.694105232,0.0,0.454858627,0.131792007,0.8973439,0.0,0.95858599,0.0,0.0,0.0,0.0,0.665140741,0.0,0.0,0.031838782,0.0,0.0,0.0,0.029170511,0.0,0.0,57.57675374,0.0,0.0,0.0,0.0,0
RNA64_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030037867,0.72129208,1.351621662,0.200422733,0.008470881,0.167920666,1.754122768,0.249518352,0.863506548,0.045017686,0.0,1.280523435,0.0,0.075178763,0.0,0.0,0.141940055,2.450186501,0.179606211,0.876627806,0.0,0.0,0.0,0.044037602,0.0,0.0,0.0,14.04512212,0.0,0.0,6.267876585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923058887,0.0,0.738101082,0.828636178,0.829193024,0.0,1.002559655,0.0,0.0,0.0,0.0,0.266697792,0.0,0.0,0.048435266,0.0,0.0,0.0,0.0,0.0,0.0,181.5831647,0.0,0.0,0.0,0.0,0
RNA66_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075314739,1.321560961,1.166223234,0.115952484,0.02449351,0.244623281,1.917104134,0.198159496,1.263112317,0.0,0.0,0.980621271,0.040558051,0.024169219,0.078415433,0.0,0.407214993,1.822563135,0.019249423,0.547712969,0.0,0.072280675,0.0,0.025477496,0.0,0.0,0.0,9.887107494,0.0,0.0,1.040343288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35512367,0.0,0.177936082,0.103113647,1.033662595,0.0,1.55279092,0.0,0.0,0.0,0.0,0.453857131,0.0,0.0,0.249069586,0.0,0.0,0.0,0.012226792,0.04477704,0.0,95.65400235,0.0,0.0,0.0,0.0,0
RNA67_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129403405,0.876371364,1.885864865,0.265633362,0.046756282,0.29335107,1.782540273,0.389090913,0.830562949,0.0,0.0,1.726444937,0.511114488,0.027685985,0.044898203,0.0,0.540902971,2.273986433,0.02205033,0.422779405,0.0,0.496837673,0.0,0.0,0.0,0.0,0.0,7.468565809,0.202901354,0.0,3.997904249,0.032292135,0.0,0.0,0.0,0.140691188,0.0,0.037245672,4.078316445,0.0,0.203815209,0.265727792,0.089362489,0.0,2.147727043,0.0,0.0,0.0,0.0,0.39856456,0.0,0.0,0.231803782,0.0,0.0,0.0,0.032680222,0.0,0.0,53.01462443,0.0,0.0,0.0,0.0,0
RNA69_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152451088,1.195295652,1.510467254,0.04152904,0.228003664,0.204761761,1.841046549,0.228035767,1.100384363,0.023310428,0.0,0.877706411,0.152503321,0.051895024,0.021062038,0.0,0.650542773,1.300353474,0.020676348,0.652212248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464305664,0.203843524,0.0,2.430291952,0.030281347,0.0,0.0,0.0,0.0,0.0,0.069870806,5.711764679,0.0,0.222985428,0.166118341,0.335162913,0.0,2.013892069,0.0,0.0,0.0,0.0,0.129987036,0.0,0.0,0.284234479,0.0,0.0,0.135603858,0.026265578,0.0,0.0,94.45156367,0.0,0.0,0.0,0.0,0
RNA7_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11866451,0.474873595,2.302849818,0.0,0.120782703,0.171197132,0.692947567,0.080533215,0.82511891,0.0,0.0,1.260504042,0.415452543,0.027485526,0.0,0.0,0.295937122,1.08880104,0.021890675,0.555497812,0.0,0.0,0.0,0.009660818,0.0,0.0,0.0,8.477454555,0.115180513,0.0,0.207168289,0.0,0.009253316,0.0,0.0,0.0,0.0,0.018498332,5.402112652,0.0,0.134974202,0.850647076,0.710166242,0.0,3.333820682,0.0,0.0,0.0,0.0,0.172155919,0.0,0.050233899,0.124005036,0.07737717,0.0,0.047872352,0.023189908,0.016979017,0.0,89.53457432,0.0,0.0,0.0,0.0,0
RNA72_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097643131,0.915854036,2.095602127,0.12212792,0.120402476,0.195978698,1.829348597,0.283281835,0.699748763,0.0,0.0,1.396398828,0.149551663,0.050905567,0.0,0.0,0.501034213,2.386044749,0.0,0.288470945,0.0,0.0,0.0,0.0,0.0,0.0,0.040329358,3.400142762,0.079969085,0.0,0.279444455,0.014844326,0.0,0.0,0.0,0.0,0.0,0.017121411,5.144949044,0.0,0.499820857,1.60200756,0.616308567,0.0,1.172729569,0.0,0.0,0.0,0.0,0.302785905,0.0,0.046494744,0.032796824,0.0,0.0,0.354654923,0.008586792,0.0,0.0,83.69421036,0.0,0.0,0.0,0.0,0
RNA74_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128287487,0.992551373,0.202551291,0.114124048,0.136601952,0.28482456,2.01988302,0.181090384,1.703481822,0.010677919,0.0,0.661262354,0.0,0.0,0.0,0.0,0.814989323,3.497646408,0.0,0.796822287,0.0,0.249019246,0.0,0.041786727,0.0,0.0,0.037686783,11.91593149,0.074715308,0.0,6.025343792,0.069371004,0.0,0.0,0.0,0.120890296,0.0,0.112027945,0.920949472,0.0,0.467003171,1.674329965,2.418414774,0.0,0.374838803,0.058949999,0.0,0.055566238,0.0,0.69978091,0.0,0.0,0.275762368,0.0,0.0,0.24851621,0.03610197,0.0,0.0,18.97908212,0.0,0.0,0.0,0.0,0
RNA75_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064993752,0.90512551,0.369408188,0.034683248,0.080606141,0.22572315,1.963429935,0.215953073,1.813743347,0.009738927,0.0,1.613463258,0.145621259,0.065044092,0.0,0.0,0.506729494,2.792328201,0.0,0.384682581,0.0,0.0,0.0,0.053353271,0.0,0.0,0.034353629,6.883078736,0.034059906,0.0,5.578639576,0.012651327,0.0,0.0,0.0,0.0,0.0,0.02918402,4.854611781,0.0,0.745243728,1.272369732,1.137701296,0.0,1.051737303,0.0,0.0,0.0,0.0,0.70602519,0.0,0.0,0.251479898,0.0,0.0,0.0,0.036580145,0.0,0.0,65.07617135,0.0,0.0,0.0,0.0,0
RNA78_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144211539,1.462065563,1.935322438,0.042776141,0.063231223,0.152467114,0.598847192,0.062633671,0.79185516,0.0,0.0,1.145149031,0.224386223,0.0,0.0,0.0,0.431579055,0.900142635,0.0,0.39517277,0.0,0.0,0.0,0.0,0.0,0.0,0.042353788,4.006746637,0.069991335,0.076144352,3.16508748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93822966,0.0,0.459350911,0.08556139,0.388376889,0.0,3.370876561,0.0,0.0,0.0,0.0,0.184107821,0.0,0.097707764,0.20667171,0.0,0.0,0.046574603,0.013528424,0.0,0.0,117.770786,0.0,0.0,0.0,0.0,1
RNA86_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101933643,1.44631248,1.426471864,0.082437557,0.095766931,0.25472855,1.6835447,0.301862966,1.356883149,0.02314816,0.0,0.464750736,0.043259541,0.077300662,0.062714054,0.0,1.025367724,2.547331826,0.0,0.355509919,0.0,0.0,0.0,0.0,0.0,0.0,0.040827048,6.333374744,0.107941272,0.0,3.533307927,0.015035277,0.0,0.0,0.0,0.0,0.0,0.052024958,7.179737952,0.0,0.25301081,0.24740059,0.727879453,0.0,2.093178556,0.0,0.0,0.0,0.0,0.580759907,0.0,0.0,0.248993523,0.0,0.0,0.089757898,0.013039137,0.0,0.0,62.51564024,0.0,0.0,0.0,0.0,1
RNA87_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122016732,0.627828999,1.155845918,0.046532158,0.029476987,0.229439588,1.845771349,0.221439549,1.221741763,0.039183523,0.0,1.26759459,0.341742416,0.232642085,0.070771863,0.0,0.901915337,2.350114322,0.069475881,0.673491163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.162857974,0.152268311,0.0,3.518245428,0.0848481,0.0,0.0,0.0,0.0,0.0,0.03913227,3.488496825,0.0,0.463981517,0.248190151,0.352077317,0.0,1.234069834,0.0,0.0,0.0,0.0,0.546223018,0.0,0.0,0.281026935,0.0,0.0,0.0,0.004906657,0.089825808,0.0,42.70496655,0.0,0.0,0.0,0.0,0
RNA89_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087170239,1.118730684,1.032187996,0.0,0.059307951,0.134666099,1.240419673,0.102813569,1.446624467,0.0,0.0,1.450986429,0.736644843,0.025076316,0.040688849,0.0,0.468720238,0.797015621,0.079870445,0.580704328,0.0,0.0,0.0,0.0,0.0,0.0,0.019866427,3.600745759,0.170681174,0.0,0.248295218,0.0,0.0,0.0,0.0,0.0,0.0,0.101246892,6.442030731,0.0,0.307734858,0.16049054,0.688089175,0.0,1.064042551,0.0,0.0,0.0,0.0,0.094191506,0.0,0.0,0.339231805,0.0,0.0,0.131028484,0.01691596,0.06194974,0.0,94.45482994,0.0,0.0,0.0,0.0,0
RNA94_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54170076,0.206822475,0.0,0.204020684,3.234308068,0.49985152,2.242857706,0.0,0.0,0.252627971,0.0,0.0,0.0,0.0,0.051270176,0.849824876,0.0,0.305814935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68789772,0.500986991,0.0,1.358263122,0.0,0.0,0.0,0.0,0.043806807,0.0,0.0,0.46409002,0.0,0.0,0.0,1.147901801,0.0,0.0,0.0,0.0,0.0,0.0,0.712355334,0.0,2.079366088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.8407187,0.0,0.0,0.0,0.0,1
RNA95_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327413933,0.505966896,1.842506908,0.086495282,0.063963352,0.192783653,1.918233189,0.142557813,0.753876891,0.024287554,0.0,0.528373391,0.27238179,0.027049676,0.0,0.0,0.375289493,1.485988897,0.0,0.666227381,0.0,0.0,0.0,0.057025351,0.0,0.0,0.021429799,6.205931131,0.084955933,0.0,0.291056295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.626952048,0.0,0.696968743,0.28848196,0.611120792,0.0,1.999965081,0.033512009,0.0,0.0,0.0,0.321682334,0.0,0.0,0.121953312,0.0,0.0,0.0,0.022804023,0.0,0.0,55.24845532,0.0,0.0,0.0,0.0,0
RNA97_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175753018,0.59631111,2.307286566,0.152927804,0.0,0.24387965,1.99312989,0.410715189,1.227894742,0.0,0.0,1.293414458,0.106999556,0.286832806,0.051706328,0.0,0.451347497,1.794325369,0.050759476,0.502546801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27330946,0.066746364,0.0,6.888288046,0.0,0.0,0.0,0.0,0.0,0.0,0.150151053,1.896531826,0.0,0.078225647,0.27200654,0.180076263,0.0,1.584361725,0.0,0.0,0.0,0.0,0.47889748,0.0,0.0,0.082121815,0.0,0.0,0.0,0.032257472,0.059055694,0.0,54.94259502,0.0,0.0,0.0,0.0,0
