,IGHV3-33,IGHV3OR16-13,IGKV1-12,IGLV2-8,IGLV2-11,IGHV1-3,IGHV1OR15-1,IGHV2-70,IGKV2-40,IGLV10-54,IGHV4-34,IGHV3-7,IGLV6-57,IGKV1-33,IGKV1-39,IGKV4-1,IGLV2-18,IGHV4-31,IGKV1-16,IGLV4-60,IGKV1-6,IGKV3-20,IGKV2-28,IGHV3-72,IGHV3-13,IGKV1D-33,IGKV1D-39,IGHV1-46,IGLV7-43,IGLV3-1,IGKV2-30,IGHV3-11,IGHV1-18,IGHV3-48,IGKV3-15,IGHV6-1,IGHV2-5,IGLV3-10,IGLV3-9,IGHV3-21,IGLV2-23,IGKV2D-24,IGHV3-53,IGLV5-48,IGHV7-4-1,IGLV3-12,IGLV3-19,IGLV1-44,IGLV3-21,IGHV1-69D,IGHV2-26,IGLV1-51,IGLV1-40,IGHV5-51,IGKV3D-15,IGHV3-74,IGHV4-59,IGLV2-14,IGLV8-61,IGHV3-73,IGHV3-15,IGLV3-25,IGKV1D-12,IGKV3D-20,IGKV6D-21,IGLV4-69,IGLV4-3,IGKV3OR2-268,IGHV3-30,IGLV7-46,IGLV1-47,IGKV1-5,IGKV1D-16,IGHV3-66,IGHV4-61,IGKV2D-30,IGHV3-20,IGKV1-9,IGLV9-49,IGKV1-8,IGKV2D-28,IGKV3-11,IGHV3-23,IGLV3-27,IGHV1-69,IGKV1D-43,IGKV1-27,IGHV4-4,IGKV1D-17,IGHV1-24,IGKV2D-40,IGHV3-49,IGKV2-24,IGKV2D-29,IGHV5-10-1,IGKV1D-13,IGLV3-16,IGHV1-2,IGKV1-17,IGHV3-64,IGLV1-36,IGKV3D-11,IGLV5-52,IGHV3-43,AC135068.9,IGKV1D-37,AC135068.3,IGLV5-37,IGHV4-39,IGHV1-58,IGKV2D-26,IGLV5-45,IGKV1D-8,IGKV1OR2-108,IGHV4-28,IGHV3-64D,IGKV5-2,IGLV11-55,IGKV3D-7,IGKV1-37,Diagnosis
RNA140_FPKM,26.73550685,1.080782698,4.218302773,34.53938389,35.29394042,22.41049075,11.02509653,12.15012321,0.243858832,4.689507199,6.868070865,20.76379241,31.12983436,3.566977095,10.7373297,59.99953326,6.237992678,0.178240392,2.220638427,2.108050933,6.627067972,17.17007485,5.478686369,2.681235011,3.37195811,7.890875148,40.99697481,1.281528741,8.919413098,24.92584846,3.913407372,16.4562368,21.21826395,3.1795677,8.632516262,5.148645022,25.23515752,15.38212823,4.800556236,22.36106578,39.06779454,4.696046871,2.138352838,0.0,27.5251702,0.214289011,23.07556556,25.49165224,7.352210958,10.39770613,4.406521007,38.05759311,35.43706984,5.025367796,16.18723461,7.150065554,4.162425851,87.32155256,21.19752441,9.080612853,19.20883024,38.55723182,13.36981919,10.28918343,3.731610942,17.30201964,0.946690552,0.0,11.33159172,18.03718656,47.43686353,11.18845841,3.835825363,3.038141355,2.170802963,8.307342448,0.735492541,5.037654758,5.410895904,3.64307032,19.3495787,11.2908954,37.97898028,7.084508236,2.222742879,0.860686152,3.396037588,1.463929997,2.725454863,20.79541227,0.711001604,2.086036597,1.761096281,2.071345696,0.0,4.465118361,2.180263183,2.56197564,1.41315323,0.531189134,0.388436714,12.20290079,1.208139929,1.230810878,0.0,1.729345068,0.0,0.612145766,4.488812159,0.368733403,0.978246903,0.960998218,0.571590645,0.0,0.0,0.0,0.0,0.0,0.198663771,0.0,1
RNA145_FPKM,4.914928826,0.620848589,0.55065214,12.8570826,15.52213751,3.513529333,7.656307624,1.020237762,0.0,2.652478732,1.278326714,14.43919768,6.828627359,1.034600332,7.157693865,31.63487243,2.786543245,0.0,0.966256928,0.807102579,2.498914174,9.861087778,6.555361601,12.43743612,2.718016135,1.625338377,18.06701401,0.557626135,3.035706332,18.72013448,2.247470259,6.949299913,4.27582733,0.507313777,7.602020009,3.872297924,6.183681145,2.485830854,2.059842486,4.24689114,14.11427969,2.060261075,0.639658702,0.0,0.181776082,0.410352716,6.587578354,14.2336439,0.606719466,2.132636012,0.766853369,12.956576,25.12620172,1.781531303,11.62083678,9.457306217,2.361104925,63.23323949,34.93471097,1.838676932,7.856074201,17.87683492,3.347058005,10.01295685,0.71435485,2.963624152,0.0,0.0,1.186382101,5.502167075,10.05041936,9.473887339,0.966256928,0.342120765,0.319662072,5.177874276,0.704026828,2.32172955,1.964552125,1.835245815,17.1687534,5.403914092,27.73021598,20.92538521,0.886517278,0.0,0.7648459,0.525562474,5.217576271,0.177795584,0.680522827,1.33107578,1.311104322,0.939166075,0.890841753,1.554101775,0.379443031,4.204050852,0.579787174,0.0,0.557657893,6.909733581,2.505507615,0.0,0.207008456,0.0,0.0,0.0,1.54686177,0.352863688,0.0,0.0,0.0,0.0,0.0,7.242467492,0.179102904,0.0,0.0,0.0,0
RNA150_FPKM,11.07357998,0.229152057,0.0,6.884628302,5.460324491,8.806026868,12.37467307,2.033564482,0.129218332,0.677854827,3.033604209,7.713021537,5.499880363,0.572880142,2.235671951,10.52511228,0.440821123,1.13398144,0.641989492,1.564184343,0.0,3.64028428,1.244471939,0.655870346,0.752471405,2.541175089,8.605607938,0.493988861,1.470739564,5.691006212,0.0,2.907448279,8.08926649,0.561740806,1.830105793,2.144090208,2.56795797,2.752824054,2.456549815,8.653800428,4.995403387,0.0,0.424994795,0.0,1.207323523,0.681663,8.368217265,7.968167418,2.418793541,1.180885782,1.273868914,4.782948823,4.571417917,8.286560822,4.28986298,2.756209649,1.470739564,15.49459374,1.758492958,0.555313566,6.29374034,5.96058019,3.488766468,1.817768001,0.0,4.826607265,0.0,0.0,6.005993449,2.941479129,9.937830193,6.994613128,0.0,0.378879045,0.0,2.662224781,0.974586458,1.779990426,1.97776714,0.812971619,3.802669306,2.063537654,10.11171202,0.643692382,0.589009777,0.456150429,0.635267089,5.819668644,0.0,3.149227153,0.376819919,0.0,0.0,21.72562336,0.0,0.64540433,1.680845217,1.939824366,0.0,0.0,0.823314769,0.910931037,0.0,0.372768092,0.0,0.68745617,0.0,0.0,1.141986015,0.0,0.20741199,0.0,0.0,0.458304114,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA151_FPKM,8.413953933,0.410852544,1.093344388,17.67628273,22.30265659,4.957712007,1.849248786,1.823421289,0.0,2.329854922,1.994539424,6.240854482,7.807682755,0.616361284,5.102468859,36.26439252,1.185697729,0.677850744,0.959430432,3.806784547,1.526947991,4.533017681,2.231693217,0.980096195,1.518104236,1.423999853,16.589083,0.110755092,4.521201266,9.11159333,2.417555687,4.14016119,3.36111221,0.839501628,4.430534486,6.8158997,6.331871188,3.227661875,0.314600755,4.216760634,10.40248144,1.487795478,0.762085931,0.0,3.247540849,0.0,9.619135664,16.30739018,1.325275365,2.823553462,1.142128783,30.01829416,12.11789629,1.945892121,9.157611478,4.077423014,0.879093063,29.58878597,0.0,1.659659461,2.157543977,25.1941822,3.518898709,2.444799748,0.886710766,6.404695531,0.719901038,0.828914624,3.197345722,6.405173751,13.18706352,13.63324532,3.261817027,1.868421006,0.158740886,2.386953716,0.349472164,1.950649804,1.77327918,0.911217848,10.43508703,4.625528246,16.28544208,0.57712343,0.880254134,0.0,0.759476749,0.521763869,2.181354273,1.764650084,0.450497078,0.495616249,0.371874226,1.450559004,3.36111221,0.578658333,0.188427494,4.348218399,0.575596649,0.0,0.369035491,5.717424503,0.191410515,0.334172692,0.0,1.027378763,0.0,0.0,0.853328714,0.0,0.0,0.0,0.0,0.0,0.0,1.232722568,0.0,0.0,0.0,0.0,0
RNA152_FPKM,3.511538219,0.238234219,0.844968925,12.84812294,12.61227477,8.727443686,27.3923926,0.469813851,0.0,0.587142893,2.942938351,8.017070362,7.38399896,0.833693584,2.535130607,37.50895502,1.603781117,0.0,1.334632251,3.251865581,1.991529023,4.834668209,2.155868263,1.931589585,1.759955881,3.411716797,12.97022775,0.385175631,3.27603122,13.3095476,1.724831665,4.088514342,10.86907863,1.557139698,2.663292625,2.431281883,8.452749479,6.163221676,2.553525684,13.10115716,14.23699313,4.09633244,0.588962578,0.45580856,3.97405386,3.778875319,14.27399635,10.98288348,14.66550977,0.0,1.103397143,12.75296225,17.9733757,1.640693535,5.945330001,7.878220777,2.378132,41.41366114,6.499150513,2.693765081,5.964649046,5.974352634,1.813165362,3.779025463,2.261333257,3.812815398,0.0,0.0,2.536145385,10.0462952,14.04814314,8.218636548,0.444955975,0.196947727,0.0,3.831577145,0.0,1.233474305,1.233474305,0.844968925,5.868980919,2.788465972,24.52407382,2.676344778,0.612354461,0.31615293,1.320657044,2.621291753,0.632138406,0.818242414,0.261169812,0.57469257,0.646897534,2.162104246,0.0,1.56539274,0.873500343,7.863875258,1.557110238,0.195119906,0.427972923,3.976943717,0.0,0.0,0.238234219,0.714702658,0.0,0.0,1.384912165,0.0,0.646897534,0.0,0.0,0.0,0.0,0.0,0.412238624,0.0,0.0,0.0,0
RNA155_FPKM,1.450812599,0.0,0.589229229,0.756006554,1.367993859,1.583038557,3.321523439,0.436709931,0.0,0.218354966,0.195427694,0.908966019,0.664343436,0.775067342,0.392819486,1.162268086,0.639000635,0.0,0.0,1.079711018,0.0,0.586283083,0.0,0.422546366,0.0,0.102318164,0.415803605,0.35803547,0.40608352,0.982048714,0.801754643,0.330533098,0.38132233,0.180951569,0.884288209,0.376728085,1.861035206,0.204636329,1.356399632,0.727172816,0.311438556,0.0,0.0,0.0,0.388910834,0.439163358,5.390745987,2.343311983,0.259704577,0.0,0.0,1.205723563,3.264962971,0.38132233,0.592205134,0.0,0.157921369,3.305571963,0.377638056,0.0,1.430892975,0.617140087,1.474925994,0.351330686,0.0,0.0,0.0,0.0,0.54411423,0.609125281,1.152399179,0.293876232,0.0,0.0,0.0,0.79160585,0.0,0.0,0.0,0.0,0.445419246,0.997080072,1.266660981,0.414700677,0.0,0.0,0.0,0.374921236,0.0,0.0,0.0,0.178066236,0.0,0.335018904,0.76264466,0.0,0.0,0.562381854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA165_FPKM,1.222810013,0.248788866,0.441318944,9.174622901,9.881953787,7.338529832,6.718663366,0.736211469,0.0,2.576336666,0.658909265,8.783814602,4.479017979,0.248788866,1.765517727,19.42899599,3.111402455,0.0,0.697258482,0.242603508,0.6935887,4.831198806,0.675804375,0.830883223,0.817177153,2.184444786,11.21342799,0.402387337,6.844559942,7.283214281,2.252352029,3.899909202,9.212293363,1.626564943,2.78214292,1.905047763,3.950452055,1.379662606,2.858190753,5.51555388,6.824203983,2.027166209,0.769192024,0.0,8.521767163,0.0,6.523900897,7.899824002,2.772285409,0.0,1.152778598,9.483850408,9.711993894,1.713844037,5.767094449,4.63880417,2.66187058,30.59068879,5.728715382,2.010108218,5.829137547,5.778807716,4.735143629,3.355664892,0.859134904,2.096461316,0.435843523,1.254881845,1.222810013,2.965934288,10.79089401,4.292799628,0.697258482,0.0,0.0,5.114688588,1.058334086,0.644410039,1.5033095,0.0,4.504539449,2.688934263,13.41977378,0.465901697,0.0,0.330159661,0.919859099,2.738332616,2.146399814,2.5646283,0.0,0.400102368,0.0,1.75672453,0.0,3.504324301,1.5970223,0.210605443,1.161927634,0.0,0.0,4.352431357,0.927140306,0.0,0.0,0.746639394,0.0,0.0,1.86022311,0.424263139,0.0,0.0,0.986949655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA174_FPKM,18.2457661,0.227341207,1.209595755,25.60973826,25.07633775,9.751167463,17.27640937,2.465576371,0.256394397,2.129327295,2.006062237,13.99609549,10.2293394,0.681896757,4.233922703,34.90157447,3.279787807,0.187503379,0.849221652,4.876664867,2.11164446,8.626134793,3.497910301,1.735045367,2.052735676,3.360965414,18.14028179,0.490085167,4.376886326,16.12936865,5.76118297,5.089375654,12.91721474,0.743068945,6.354144604,5.027369798,9.765101205,5.041506738,2.436942905,17.35504176,11.50909706,1.851726791,0.98366122,0.0,6.587136872,16.00369459,4.895501665,17.18292951,12.79638255,10.15259594,0.842534867,20.83465174,11.63240169,2.152869124,7.294907477,6.288259379,1.783184527,67.86811895,8.334429752,3.121704846,4.957917419,13.93699486,3.677048565,7.213009315,1.765705253,3.638659531,0.0,0.687869538,3.723549396,3.334892393,39.03750295,9.050073186,0.424610826,0.187942497,0.0,10.76700855,2.32030792,3.531410507,1.961919058,3.830649104,7.08709662,4.912896872,28.79122635,0.425737115,0.973925317,0.301697166,1.260259451,4.233459668,1.357468888,0.585776979,0.249228094,0.914025582,1.440180914,2.407287479,0.0,1.493804671,0.416890629,3.078977389,1.27359553,0.0,0.612606459,4.518259054,0.635235721,0.184911166,0.227341207,0.909364828,0.454682414,0.0,4.153771016,0.387688145,0.411545877,0.404289401,0.0,0.227341207,0.188826932,0.0,0.196694721,0.0,0.0,0.0,1
RNA179_FPKM,3.811133968,0.232694241,0.0,8.419646331,5.543780024,2.079332838,1.395955246,1.147014343,0.131215762,0.688229332,1.026577837,2.482989468,1.163261005,0.465283382,2.270044066,21.06715921,0.895068304,0.0,0.434608821,0.226909026,0.432321407,2.258693845,1.052900345,0.222002884,0.573077213,2.257512837,6.771479464,0.12540621,0.426706843,1.444505702,0.210618121,2.257263153,3.405487171,0.570424078,1.672387791,2.96859664,2.390152217,0.859921643,0.356360378,2.865040943,14.88834004,0.0,0.431564276,0.0,0.0,0.230733335,3.485699398,6.331279257,0.818558475,0.999102518,0.646780057,9.501035519,2.82512663,0.801195287,1.451801185,2.37861966,2.654764996,12.46271515,4.959671683,1.691522663,2.255250352,1.080608249,0.885417972,1.476526599,0.0,0.783985841,0.407647976,0.0,0.952740452,1.066574376,5.246793965,4.785857666,4.997412545,0.577103517,0.8985364,0.831620424,0.0,0.602501716,0.803154199,0.412769182,1.871949676,3.352318043,11.59724882,0.871326439,0.0,0.0,4.085161975,0.787745965,1.235064542,0.399713223,0.0,0.0,0.0,2.698602774,0.400688133,0.655380856,0.213353421,2.954358767,1.520934575,0.0,0.0,2.219694603,0.216731048,0.378530264,0.232694241,0.698082724,0.0,0.0,0.579819298,0.0,0.0,0.0,0.0,0.0,0.0,0.930566763,0.0,0.0,0.0,0.0,0
RNA18_FPKM,3.053191677,1.397974895,0.0,2.863550123,3.495476283,0.0,4.193924684,0.0,0.0,0.0,3.084412443,8.989805122,2.329859702,2.213484864,4.13312868,17.58082253,3.809783415,0.0,1.305516238,0.681753319,0.0,3.084412443,1.265346507,4.445765087,2.103965989,2.691368393,6.562302365,0.125595268,0.0,0.826520947,1.898153434,1.912696354,9.6289783,0.761470687,2.232964425,3.170905091,0.0,0.0,1.962484545,1.912652267,2.621365762,0.0,0.0,0.0,3.069067107,0.0,4.581565292,2.113426715,0.0,0.0,0.0,2.748676545,0.606375188,0.0,1.661653886,4.483740188,0.830747954,6.342513905,0.397414978,0.3764984,6.39904125,4.112421879,1.33014862,0.0,2.010856907,1.374105103,0.0,0.0,2.480824075,0.0,0.606375188,2.628177656,0.0,0.0,0.0,0.624796712,0.0,1.809975157,1.809975157,0.620087189,1.640313499,4.406250293,6.473104228,0.218209285,0.0,0.0,0.646059428,0.0,1.855207285,0.0,0.0,0.0,0.0,0.235042573,0.0,0.0,0.0,0.0,4.351812737,0.0,0.0,0.0,0.0,0.0,0.233045044,0.0,0.0,0.0,1.935154059,0.0,0.0,0.621649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA185_FPKM,2.725209195,0.665525257,0.393518284,17.5690403,12.52853573,2.973582692,19.07691339,1.530961048,0.125096068,0.765480524,2.936412908,9.105021553,5.767393123,0.443683504,3.344687036,32.74777624,1.493417044,0.0,1.035848393,0.432652699,0.618237936,7.243035954,1.405343731,1.269776686,0.364233202,1.639889138,10.82920092,0.83676955,6.508443126,11.21439758,2.610115093,2.3176639,4.965584811,0.906367344,3.720224162,2.641578373,4.350103386,5.124554015,2.547863695,11.65445184,7.799122047,0.803180908,0.0,0.212222598,0.0,0.659916898,5.400238123,12.7431457,4.682565188,0.190535617,0.411076843,23.35011269,8.080503868,1.336790378,5.932147289,3.334888644,1.107240515,21.62121905,6.808947447,0.716797607,5.733983074,2.678802332,2.321629674,4.751011036,0.382934663,0.934488527,0.0,0.223743253,2.180127025,7.728635117,11.15882156,10.30314873,1.657127496,0.366792218,0.0,5.550658353,1.132194774,3.446199459,1.722993477,0.590277426,5.800255762,2.996339702,14.31939689,2.07696146,0.190073152,0.294399017,2.664777189,2.065526641,0.0,2.095680314,0.121599594,1.248483041,0.401590454,1.006720474,0.0,0.0,0.406805914,6.19678835,1.864297175,0.0,0.0,4.408963139,0.826492227,0.0,0.443683504,0.443683504,0.0,0.0,1.65812784,0.0,0.0,0.197254757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA2_FPKM,11.87153107,0.453021097,2.008781869,19.3296492,12.59178799,1.214334909,9.512209998,2.009758194,0.0,0.558306693,1.399160098,6.507316489,8.606167804,1.019112512,3.414754196,29.27441871,2.831951848,0.0,1.903421782,0.441758142,0.420832756,6.395787364,2.049987651,0.432206614,2.045139258,2.825349939,7.016568199,0.488294496,3.1149163,4.41914513,1.844854958,3.380529318,5.069884528,1.110329373,7.235053579,4.045554373,6.979443499,3.767209215,1.38737253,7.994708899,5.733362232,1.024993825,0.280063831,0.0,0.0,0.0,18.02529166,13.8665997,1.195171817,1.361712991,0.0,21.16866035,11.39304079,2.144902149,4.239659254,4.630717876,1.776585618,21.87608423,1.544876175,3.84188802,6.769021825,12.62337908,2.801418675,3.413457567,0.586384216,2.671219631,0.0,0.0,4.080788311,4.776159772,11.00012569,7.664104442,0.846118769,0.749023173,0.174868046,3.440689038,0.0,3.518518142,1.759152649,1.004390934,3.758161884,2.651342674,11.47387371,0.424181558,0.582114428,0.0,1.255660443,2.300747317,1.052000074,0.389091113,0.248317465,0.182038035,1.639945478,0.685231841,0.0,1.063158489,0.0,3.067523916,1.692007239,0.0,1.424081525,2.340825064,0.0,0.0,0.226387244,0.0,0.226387244,0.0,2.257439132,0.0,0.0,0.201296466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA201_FPKM,3.773463645,1.658714769,0.490333057,4.781654612,10.24619566,6.093776459,7.740344829,4.542912935,0.0,2.089782133,2.92745996,4.538750824,8.846025038,0.645012531,1.634501014,17.41265643,2.481628594,0.0,1.893135283,0.179761694,1.369612053,4.553960077,1.334493795,1.670348267,0.302508892,1.703051637,5.017524258,0.496641257,1.858714642,9.153516127,1.000782343,3.988560509,7.774928223,1.807127015,2.649285032,1.41090678,6.023711317,1.192091222,0.564482191,3.782239142,6.350040979,0.333535445,0.0,0.352517137,3.722099521,0.365389954,3.278667685,7.940413601,2.59361751,0.0,0.683008635,11.87385822,9.590480857,0.951963692,3.449839749,4.543897771,1.971376621,32.20423753,7.228425156,2.084113716,3.275080719,8.388738346,2.279656614,2.777657792,0.636250098,6.831552621,0.0,1.487007372,2.1131269,1.858714642,10.7093478,6.114275009,0.0,0.152397502,0.427029665,2.141145832,0.627051301,1.590541329,3.817500589,0.0,4.170219774,4.480893616,19.72760462,0.172609372,0.0,0.0,3.065403099,0.467991743,0.0,2.215955459,0.40407809,0.0,0.500391171,0.557578734,1.269396537,1.384182394,0.506889758,0.311939625,1.032553211,0.15098314,0.0,5.567827555,0.171698505,0.449660269,0.0,0.0,0.0,0.0,1.224594306,0.0,0.0,0.0,0.0,0.0,0.0,1.474369916,0.0,0.0,0.0,0.0,1
RNA205_FPKM,6.915520609,0.469136096,0.832186141,14.25289416,16.97300994,3.144208789,11.49276717,0.0,0.0,0.346937937,2.069874666,5.96895842,4.45636604,0.82088145,2.080276047,35.5495343,3.384093928,0.386927668,1.533180697,4.116836163,1.089506855,6.830642907,1.910634219,3.132762916,1.155208797,2.60092908,10.78975216,0.632080313,9.247290985,5.616688535,4.245896752,2.97567055,4.84660931,1.149860608,7.867431014,3.591071545,2.190343562,2.167408028,1.436756669,9.434760028,11.3801724,3.608954282,1.449999766,0.0,4.531106406,24.41997548,7.686637148,18.26104118,1.787969152,0.0,0.0,16.38866676,11.79875714,2.221347287,8.363129966,7.616625923,1.170792532,42.22141775,11.99927343,1.515663214,5.494386908,7.190150428,3.793779434,5.395611413,5.465628452,6.323280768,1.027326563,0.0,4.610463613,13.33325777,13.42614001,11.04972103,0.876217154,1.745075751,0.362374271,8.174675811,0.798096588,5.668079603,0.809804606,1.248089906,11.44030072,4.013003092,16.86561055,0.219635334,0.200976993,0.466931509,1.083802631,0.198567197,1.400652905,0.805863951,0.514301373,0.0,1.486005907,2.128992416,4.038779837,0.660658412,1.290233201,3.57384818,0.876217154,0.384234436,0.210693438,5.78074802,0.218476309,0.0,0.0,0.703704145,0.0,0.0,1.948117333,0.0,0.0,0.0,0.0,0.0,1.558458411,4.45636604,0.0,0.0,0.43126313,0.0,0
RNA209_FPKM,5.428016211,0.0,1.741589246,13.40764504,19.71211668,2.632320661,8.836543861,1.210086186,0.138454434,0.484097963,1.299708326,8.463217008,5.154650585,0.490954874,2.394709007,24.1580065,5.19397376,3.239207482,1.604644991,0.478644169,0.912142477,4.765470925,3.55482257,1.170942529,1.007467103,1.134158994,9.217655216,0.132324391,1.800396155,2.830249088,2.221788389,5.495595459,4.226632148,1.404064367,1.96040152,1.879096375,1.833736825,4.082853381,1.315739276,7.052622109,7.594526897,2.221788389,0.151790676,0.0,2.802087405,1.94705764,8.274005259,9.462544559,1.871161357,0.0,1.137036364,17.15118463,11.2832371,0.845400344,7.001731923,8.856486443,2.27563462,22.84715173,6.278784184,1.982831743,4.560322302,4.560313633,5.60521111,3.504831441,1.271108387,3.308784731,0.0,0.495054826,4.221790387,5.176261937,9.580159652,7.654876255,2.063029089,0.202980037,0.0,3.948480991,0.626365458,2.542216775,2.542216775,0.0,11.35544038,4.199608941,16.44680943,0.919400905,0.630926372,0.0,1.814535392,0.831208972,0.0,1.054041009,0.269051536,0.592122244,0.66651709,1.361563121,0.422607779,1.152156528,0.675173156,4.779042796,1.604644991,0.201096232,1.102317696,3.707762848,2.057585741,0.0,0.0,0.245531093,0.0,0.0,1.019319658,0.0,0.0,0.0,0.0,0.0,0.0,1.718288403,0.0,0.0,0.0,0.653119762,0
RNA213_FPKM,28.03279901,1.333451961,1.77402717,91.35410307,52.17270383,5.958531271,27.55931837,2.629872136,0.0,4.492545605,1.765157034,47.25563155,22.00305,1.111209968,4.730932939,113.162149,11.97142002,0.366595438,2.07543449,0.21671664,4.129225302,19.41769162,5.230292711,2.014397555,2.189521453,3.491495664,17.94449734,2.156034759,13.44941659,20.89506687,12.47235818,16.58674011,13.01202008,4.72179203,9.230102838,6.427717318,10.79287157,14.99283375,2.212463446,29.37510777,37.66477849,1.005787484,1.236537327,0.0,17.95501663,1.542584175,20.18613741,27.55171437,5.994883342,4.390413348,0.617727746,59.49698484,19.85474778,2.67901725,15.05711304,10.02413175,5.071918868,73.96655536,30.32088144,5.026812367,3.770153406,16.10399898,5.921070093,10.93083077,1.150876632,7.676999172,0.0,0.44829385,3.82263814,15.28354634,52.23916131,13.56751256,4.151073055,0.0,0.34333227,14.89662111,5.104254412,1.534502176,2.30194187,1.57691304,14.86407313,13.20924843,43.04146552,2.497332161,1.523328616,0.737325411,1.642961754,4.891640664,1.032255575,1.908793765,0.121818981,0.714819351,1.810417471,1.232918287,0.0,9.389543479,0.611309795,14.11070825,0.415086898,0.0,0.998109717,11.13214215,0.620987523,1.084581895,0.0,0.0,0.0,0.209763165,3.876604796,0.0,0.0,0.395221278,0.0,0.0,0.0,0.0,0.192282901,0.0,0.0,0.0,0
RNA219_FPKM,4.541873293,0.231060834,1.229615194,27.6084663,11.62276598,3.510369791,13.86345557,2.278337278,0.0,0.113916864,0.611733559,5.500859912,5.776520861,0.693182503,3.074037986,19.55702584,2.666958296,0.381142404,0.6473371,0.450632456,0.643930062,4.078223728,1.045698392,0.992000366,1.517478596,1.921676102,12.79849825,0.373577746,3.389692449,9.221941452,1.045698392,2.414170494,6.7637158,0.566419962,2.214420124,1.179245415,5.39447583,4.483910905,1.061576675,7.207863665,8.448772948,0.627419035,0.285689928,0.0,5.072417572,0.687341078,10.38468467,8.732666104,2.845272368,3.17525935,1.926719871,11.53207569,6.613167084,3.183003885,8.032691542,2.779028094,0.659106865,15.62287533,5.910469171,1.119878369,4.292867082,10.30270032,1.53895235,3.482528127,0.997120716,3.698627724,0.0,0.0,1.324713044,4.872682895,4.008082288,5.365954798,1.294674199,0.955087524,0.356956125,3.09738511,0.0,1.994241432,3.78905872,2.254294523,4.066507055,2.704944309,10.00659374,1.298108348,0.989860128,0.0,0.854078268,2.933973905,0.459950044,1.190722256,0.0,0.371592139,1.045698392,0.699124068,0.0,1.952341146,0.0,0.586794781,0.431558066,0.0,0.0,1.653333944,0.0,0.0,0.231060834,0.693182503,0.0,0.0,1.727247696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204935866,0
RNA23_FPKM,20.02169277,0.679115944,1.003726513,11.591156,7.590512712,6.068339252,9.053981306,2.231749453,0.382951962,0.0,4.794083101,9.848254961,5.65867097,1.131680317,5.420505449,16.18815464,5.007508525,3.360227533,1.47971817,5.076673007,2.733405874,10.98649987,3.482819929,1.295698136,1.672299284,1.777879283,13.17510193,0.853944226,3.528051357,8.833318947,2.253689765,15.70994722,7.990080519,1.479655278,6.688523694,5.005755336,4.438902943,4.60152598,1.559845319,15.98016643,5.09331538,2.048631549,1.539297738,0.649669182,4.770231942,0.0,9.537237541,4.961705338,2.256311914,0.0,1.887371895,14.37801904,7.263703864,0.974349151,4.438845769,7.758697058,2.259741099,18.88222724,2.315982175,2.925451168,8.959139801,8.410672108,6.891763668,2.693358536,0.0,5.911615057,0.0,0.0,6.673897589,3.32057704,4.907889073,7.509439295,0.0,0.187067007,0.0,3.034289996,0.962610005,2.734894484,3.907158192,2.409086986,4.780357015,2.445960766,29.22308168,0.0,0.0,0.300291774,1.673327435,0.766440144,0.150145887,0.971978472,0.372248336,1.091937959,2.458504155,0.228221748,2.338577123,2.337603746,1.245092893,7.28106735,0.422632867,0.926875063,0.0,1.619569126,0.210758871,0.184049797,0.226282187,0.226282187,0.0,0.0,1.12790768,0.771994058,0.0,0.0,1.496191581,0.0,0.0,0.452564374,0.391556921,0.0,0.0,0.0,1
RNA246_FPKM,10.47514495,0.199851716,0.0,10.09709556,9.346908146,8.036576297,5.995179674,1.576300618,0.112695936,2.561603074,4.056162084,10.66357007,3.597144986,0.299777575,2.481410946,19.27481256,1.537644745,0.494492915,0.746536041,1.558882932,0.556955178,4.938007783,0.723565701,0.857923348,0.984385896,2.400664661,13.13299942,0.323119035,2.198717519,12.58431015,1.085348552,4.026755723,9.635137137,0.489914277,4.947615567,2.379762787,6.718477143,2.400664661,1.07122254,11.48373903,6.745200408,0.542674276,1.23539568,0.0,5.439915624,0.594502718,10.66566016,3.927425699,8.085481938,6.179037372,1.110986707,9.430028865,8.4929687,0.860337267,4.987886649,3.725461807,1.140031558,22.11064586,5.623046842,2.098521512,7.90992737,8.91076475,4.753531389,5.865465204,2.06969742,5.38757455,0.350112436,0.403129462,4.910205162,6.229841684,3.466554034,6.895265467,0.18663401,2.312884207,0.308742476,5.536319192,1.019966109,0.862440781,0.689952625,0.0,7.436180066,3.059297256,13.87999304,0.0,1.027393047,0.132608376,0.923398637,2.537528087,0.92825863,1.373030709,0.0,0.321401621,0.0,1.612424098,0.0,2.063719651,0.0,1.015074185,0.373268021,0.0,0.179510575,4.130873426,0.0,0.0,0.0,0.0,0.0,0.0,1.327801462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
