,IGHV3-33,IGHV3OR16-13,IGKV1-12,IGLV2-8,IGLV2-11,IGHV1-3,IGHV1OR15-1,IGHV2-70,IGKV2-40,IGLV10-54,IGHV4-34,IGHV3-7,IGLV6-57,IGKV1-33,IGKV1-39,IGKV4-1,IGLV2-18,IGHV4-31,IGKV1-16,IGLV4-60,IGKV1-6,IGKV3-20,IGKV2-28,IGHV3-72,IGHV3-13,IGKV1D-33,IGKV1D-39,IGHV1-46,IGLV7-43,IGLV3-1,IGKV2-30,IGHV3-11,IGHV1-18,IGHV3-48,IGKV3-15,IGHV6-1,IGHV2-5,IGLV3-10,IGLV3-9,IGHV3-21,IGLV2-23,IGKV2D-24,IGHV3-53,IGLV5-48,IGHV7-4-1,IGLV3-12,IGLV3-19,IGLV1-44,IGLV3-21,IGHV1-69D,IGHV2-26,IGLV1-51,IGLV1-40,IGHV5-51,IGKV3D-15,IGHV3-74,IGHV4-59,IGLV2-14,IGLV8-61,IGHV3-73,IGHV3-15,IGLV3-25,IGKV1D-12,IGKV3D-20,IGKV6D-21,IGLV4-69,IGLV4-3,IGKV3OR2-268,IGHV3-30,IGLV7-46,IGLV1-47,IGKV1-5,IGKV1D-16,IGHV3-66,IGHV4-61,IGKV2D-30,IGHV3-20,IGKV1-9,IGLV9-49,IGKV1-8,IGKV2D-28,IGKV3-11,IGHV3-23,IGLV3-27,IGHV1-69,IGKV1D-43,IGKV1-27,IGHV4-4,IGKV1D-17,IGHV1-24,IGKV2D-40,IGHV3-49,IGKV2-24,IGKV2D-29,IGHV5-10-1,IGKV1D-13,IGLV3-16,IGHV1-2,IGKV1-17,IGHV3-64,IGLV1-36,IGKV3D-11,IGLV5-52,IGHV3-43,AC135068.9,IGKV1D-37,AC135068.3,IGLV5-37,IGHV4-39,IGHV1-58,IGKV2D-26,IGLV5-45,IGKV1D-8,IGKV1OR2-108,IGHV4-28,IGHV3-64D,IGKV5-2,IGLV11-55,IGKV3D-7,IGKV1-37,Diagnosis
RNA253_FPKM,15.9971457,0.919050718,1.83421988,45.02877735,46.03249125,19.91931429,7.812770306,2.945611887,0.129528859,13.25478064,1.013986523,24.52294734,79.50615925,2.068043944,15.48932232,107.4994931,80.23059448,0.0,4.506293286,2.91306369,20.06523502,52.11619879,4.783675984,3.617328178,1.131813198,4.88385768,60.62020802,2.476784422,10.11304426,63.79108382,12.68709347,20.57877966,35.01781544,2.253146643,14.68139182,26.97301639,150.8561447,21.23421199,4.398890251,63.38252325,34.57878902,2.911831081,1.988816325,0.0,27.64357397,0.227767039,42.38620193,76.0775348,7.276082582,3.355119122,4.257988967,96.336792,81.71248282,14.83800141,19.25451845,18.79323964,6.55472241,87.57160161,17.82958809,8.909661417,18.74726327,130.2103118,10.7132267,37.1850851,0.0,57.49658021,2.012666447,0.926928295,3.764022729,6.109904698,60.38758424,37.50790457,6.652296509,3.039505604,2.484932432,34.91001253,1.563697462,12.49442843,8.527939927,2.445626507,20.33649468,12.20866409,70.59970507,5.594094088,2.165714282,0.45740571,1.486295133,24.70390292,0.0,7.105018709,0.503765378,7.021259274,1.663934478,5.330381811,5.737349534,3.235902094,1.685544017,2.723295255,1.716757795,0.376461187,1.651232688,17.53838756,0.213944765,0.56069087,0.229702736,0.229702736,0.0,4.988325224,10.49714537,0.391919738,0.416037876,0.408702196,0.0,0.459645245,0.0,4.136087889,2.186946775,0.0,0.0,0.407675306,1
RNA26_FPKM,1.192707424,0.24270864,0.215266708,0.828589458,0.0,0.216901645,3.397920962,0.0,0.0,0.239318855,0.0,0.398493721,0.48541728,0.0,0.0,595.2789492,0.0,0.0,0.0,0.0,0.0,2.570284499,0.219682436,833.7285117,0.0,0.0,0.455724202,0.0,0.0,0.861066834,0.0,0.905667547,0.208966219,0.0,0.0,0.206448554,0.0,0.0,0.371696963,1.793221744,0.512008864,0.0,0.0,0.0,0.639374254,0.0,0.227257692,1.100764239,0.284638372,0.0,0.0,0.220247172,0.0,0.0,0.216353914,0.875735775,0.0,2.983746516,0.620841666,0.392110526,0.0,0.225463553,0.0,0.192530674,0.0,0.0,0.0,0.0,0.397569141,0.222535454,0.210506511,0.644181579,0.0,0.0,0.0,0.650704936,0.0,0.209477139,0.0,0.0,0.610228988,0.655684821,1.58659537,0.0,0.0,0.0,0.672849345,0.205458393,0.322090789,0.0,0.266075,0.0,0.0,0.6119725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192964302,0.904233773,0.0,0.24270864,0.0,0.0,0.0,0.604772823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA277_FPKM,2.704885376,0.0,0.488322827,3.570376477,4.371899871,3.689323475,11.28427637,0.814182054,0.0,0.678389045,0.0,0.903725269,1.926569522,0.0,0.488322827,12.64087437,0.0,0.0,0.0,0.805185568,0.511453909,0.971504664,0.498339706,0.262638494,0.225871373,0.381514628,3.100546801,0.14828197,1.514167145,0.732354712,0.747377373,1.437799242,0.947809429,0.224825672,1.09892886,1.872780076,0.514160014,0.0,0.210682625,2.711175808,3.870741899,0.0,0.0,0.0,2.900013923,19.10334386,2.061548359,4.576791893,65.84558137,0.472877093,0.0,3.246872474,6.206552296,0.236889488,1.962635686,0.331094523,0.392631283,19.09259189,0.704051149,0.444742529,0.444742529,6.136090261,0.523861146,1.746525239,0.23746868,3.478001844,0.0,2.775874905,1.126975768,2.523522641,5.729027762,6.57428552,0.0,0.0,0.0,1.721719092,0.70235464,0.23746868,0.0,0.976386597,2.214402518,0.495797156,7.646459528,0.515523834,0.707468873,0.547889428,0.254253116,1.164811885,0.0,0.236313115,0.0,0.0,0.0,0.277646408,0.236889488,0.0,0.0,1.630884991,0.0,0.0,0.247136616,1.969440375,1.025334738,0.223789609,0.0,0.0,0.0,0.0,0.228528683,0.0,0.0,0.0,0.0,0.0,0.0,0.275140766,0.0,0.0,0.0,0.0,0
RNA288_FPKM,1.932201004,0.85793851,0.0,7.614569087,4.920806645,3.258262337,19.94528556,0.0,0.120912697,0.422978065,1.703489841,4.401468163,3.217084779,0.428969255,4.565175783,18.29328456,0.825210611,0.176848944,0.400483323,0.0,0.99616748,2.081946582,0.776544344,1.329947742,4.753723042,2.675524749,9.261960711,0.11555931,6.292357529,3.043523304,1.164705104,1.600607367,9.047734809,1.226681339,1.370175762,0.729764564,1.802634753,2.180048777,0.492756933,9.683270377,6.33395405,0.38816076,0.928067143,0.0,3.954890342,1.063324838,4.217150975,2.755917823,1.257620074,1.105194624,0.0,3.892256215,3.162195634,0.369226088,1.529337593,2.837405904,3.211850338,15.63084209,12.25187498,1.559258436,5.717015786,0.99616748,2.040666535,1.020752788,0.740470157,2.348833721,0.0,0.649031274,0.702673536,2.556263192,7.812395413,3.13074674,0.0,0.531992848,0.662696486,1.149962001,1.459319727,0.925534578,0.185064421,2.092408625,2.048997606,1.158762731,7.185077743,0.0,0.0,0.56927123,0.594662162,0.726264494,0.0,0.368327728,0.0,0.689868552,0.0,0.432646135,0.0,1.208071783,0.98323024,4.720198221,0.0,0.0,0.0,2.046103561,0.0,0.0,0.643515428,0.0,0.0,0.0,1.068788213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA29_FPKM,15.70920717,1.042386742,1.6641521,14.51952288,8.463335362,0.0,12.09190989,1.233393921,0.0,3.083595086,1.28786882,15.40344949,4.795202701,1.042386742,7.396429952,46.09893415,1.604196272,0.343890206,0.778756656,0.60988263,0.774657937,9.751204182,6.604657952,0.696145308,2.567180371,2.504560295,16.24557381,1.572969551,2.484941693,3.698115778,3.207878378,15.71458948,6.102985603,0.851765092,4.495648347,3.014632693,1.752202476,8.284179667,1.117456676,11.98054233,3.665122632,3.773974563,0.515534178,0.0,0.0,0.0,15.61686536,6.46118121,0.366740053,0.0,0.0,8.513474655,6.871238607,0.897469561,2.973434504,9.277688617,2.081404153,29.6574664,8.71041463,7.915163956,26.94534665,5.229148867,10.1167026,2.480646201,0.179932773,3.161491818,0.0,0.210264297,12.29424179,4.77893912,6.509604681,4.703428754,11.48686957,0.172347784,0.161033926,7.266295233,0.0,3.778588224,1.259529408,0.0,5.661074326,4.318128963,18.22813854,1.561644647,0.357245165,0.0,2.504456942,0.0,0.0,1.074343124,0.0,0.0,1.132192369,2.733548665,2.333420858,0.195724745,0.0,10.76551968,4.283161607,0.341496538,0.37451656,1.491739945,0.0,0.0,0.208477348,0.0,0.0,0.0,3.982838949,0.0,0.0,0.0,0.0,0.416954697,0.173158833,1.876296135,0.0,0.0,0.0,0.0,0
RNA295_FPKM,3.72832125,0.189751975,1.17762257,10.61953459,120.3511395,3.72912071,5.500556553,0.374032901,0.0,0.654600255,0.669518893,6.851175257,0.379330818,0.189665409,1.514064225,15.68086384,0.547373912,0.0,0.708485601,0.185034384,0.528647962,3.849962818,1.373372088,1.628642058,0.155773133,0.438206812,2.849179107,0.20443325,0.347802022,2.691686795,3.090243905,1.415473347,505.7533988,0.465014411,0.908849176,1.613298538,0.885687842,0.701066904,0.435761878,4.982750439,8.002583078,0.515092886,0.234507493,0.0,2.997997818,1.31655557,1.420729747,7.02525774,3.892703985,0.162974324,0.527260435,7.917504214,8.554350062,0.653189164,3.719703738,2.737489709,0.946856127,462.8539203,3.719770839,0.919247908,3.983547454,1.233404692,0.360926627,3.911933118,0.818557468,3.036077457,0.0,0.765164449,1.864231525,3.99996137,4.112749155,3.272199695,0.708485601,0.0,0.0,5.593681064,0.806722902,0.327393102,1.800736773,0.0,2.765949378,2.562012493,7.749344205,0.0,0.162578755,0.0,1.051600356,0.642224358,0.0,0.162974324,0.207925122,0.7626196,0.171749864,2.965143203,2.122939314,0.534271877,0.173980382,0.321112179,0.354242801,0.0,0.340722083,2.111233256,0.0,0.0,0.379330818,0.189751975,0.0,0.0,0.787741186,0.0,0.0,0.337289115,0.0,0.379330818,0.0,1.137992453,0.0,0.0,0.0,0.0,0
RNA3_FPKM,4.163596863,0.535245295,1.898637297,7.490198993,11.8064033,3.347506297,1.873050566,1.846890642,0.150911812,4.485132321,2.125049317,8.127112589,2.675610542,0.535091312,4.508819719,15.4492389,2.059012655,0.0,1.499248823,0.782606827,0.497214708,6.611596717,3.632655851,0.382842799,0.658845748,1.35989701,9.043052178,0.720985131,1.226611067,6.407457016,1.45311809,2.99521307,2.303635418,1.093160326,7.479243295,1.820861793,2.248729436,0.247305745,1.434244793,4.832378213,4.891826888,0.242232807,0.827049493,0.0,1.409741431,0.2653674,7.014956729,6.471976773,0.470604106,0.229855948,0.991534032,7.769699622,3.713038271,1.382234281,2.385077074,2.091827777,3.243792669,24.6700694,2.965949046,1.296833078,4.106430773,3.728252058,2.800434813,2.54703845,0.692674014,3.155763693,0.0,0.0,2.191393321,3.6798332,4.17726822,6.568906792,0.999403349,0.0,0.0,3.347506297,0.0,2.540247716,0.0,0.71181827,6.592721544,3.373124968,12.46212837,0.250585662,0.0,0.532525698,0.988938393,0.679385303,0.0,0.919159285,0.439912533,0.215195432,0.968652477,0.674636087,0.921401137,0.0,0.981232379,8.153927144,1.499248823,0.438379557,0.0,1.914458844,0.0,0.0,0.0,0.0,0.0,0.0,0.888881097,0.0,0.726419671,0.0,0.0,0.0,0.0,1.070182623,0.0,0.0,0.0,0.0,0
RNA302_FPKM,4.351403351,0.637580969,0.565492668,15.38095076,13.69084912,2.089172488,11.47596874,0.83812786,0.119874113,2.514544203,0.750124435,8.025255616,4.462903882,0.743790164,1.696333525,17.98769795,2.248564394,0.0,0.99230415,0.828866779,0.592279163,4.125971906,0.961771715,0.506879688,0.174514407,1.66923795,5.985494184,0.11456671,3.117698965,6.031584674,5.193537773,2.220363027,3.293509728,1.215545963,2.715642764,3.61533464,1.786086621,3.3384759,0.488212759,4.536037301,9.41465679,0.577092518,0.525481215,0.0,0.0,0.0,4.576737288,8.353178963,0.747727847,0.547606039,0.0,6.942616908,7.004183941,1.829712043,4.357146357,2.811565183,1.212438486,35.26983364,0.543637879,2.059969851,6.694934911,4.737930656,1.213294242,2.360071262,0.733618029,2.327560906,0.0,0.0,1.392475756,6.430160767,7.741406973,6.768580454,1.19082583,1.405520025,0.0,11.20533654,0.0,1.283901848,0.917092833,0.565492668,5.12946553,3.444742318,17.36532263,0.795887995,0.72827615,0.423056545,1.374648837,1.259270638,4.371404151,0.365024056,0.0,10.2530561,0.19241332,1.28600975,1.097883326,1.396584723,0.584587226,4.317538728,0.99230415,0.0,0.0,5.575702467,0.0,0.0,0.212581289,0.0,0.0,0.0,1.588566454,0.0,0.0,0.0,0.0,0.0,0.0,1.487580328,0.0,0.0,0.39068981,0.0,0
RNA303_FPKM,2.618840006,0.0,0.378085456,7.422943213,25.20793475,6.667430667,17.47952763,0.21016482,0.120190105,1.156000756,2.445605078,10.84967019,2.771223885,0.426378897,2.835980007,32.58868529,7.381312257,0.0,0.995403458,0.415685114,1.584156643,3.762456375,0.964775659,2.033760203,1.399952382,1.477382255,11.40716935,0.229737422,1.172731202,7.373514108,1.543537241,6.045284587,6.056480737,0.696813661,2.213217266,1.269254261,2.78698687,0.984980385,0.816187651,4.724780441,8.993785201,1.736457769,0.790720688,0.407799489,5.989846012,9.511685753,7.38509444,9.023247686,1.500005026,1.647733649,0.39495541,25.53392259,12.01738378,1.468242742,10.83104968,2.692029907,0.760126277,49.04190618,11.8141913,0.688840965,3.443895995,4.950467311,2.230987981,5.918281154,0.367916898,3.232546682,0.373394569,0.0,0.523705376,2.736314382,12.2022462,2.121654216,2.189673389,1.057380592,0.823331526,6.667430667,0.362597618,4.415497732,0.735998781,0.567128183,5.35948028,2.303579147,18.11512457,0.798470826,0.365237892,0.424280107,0.393921496,0.0,0.0,2.92934075,0.584258552,0.342774513,1.929378296,1.290004322,0.0,0.400207477,0.0,1.263166711,0.79635847,0.0,0.0,4.914867297,0.198519804,0.0,0.0,0.213141659,0.0,0.0,0.354065909,0.0,0.192920527,0.189518906,0.0,0.0,0.0,0.0,0.0,0.0,0.195934911,0.189042728,1
RNA31_FPKM,7.525037393,0.0,0.62687637,4.986449128,5.82124351,2.105317072,21.20274622,0.929068862,0.132896915,0.232267216,1.45525862,10.05671664,5.889520138,0.471114239,2.925353034,16.2304271,0.0,0.388559174,1.320088864,0.229816213,1.313141028,1.871225965,3.198462475,0.337157832,1.740675316,1.41504848,8.404737391,0.380911138,0.863913384,5.432648436,0.426418786,0.879070025,7.707759168,0.577538878,4.891841804,1.001928004,1.539956212,3.265445982,0.541207799,8.702987691,7.620474454,0.213316587,0.291249258,0.0,0.206948928,0.0,8.823566539,6.410694477,9.946299424,12.14035297,1.091338902,8.978889233,6.334138082,1.825586307,4.200001229,1.133384867,1.51210179,20.6869892,0.803397712,1.141861764,3.805950771,6.127624747,2.24151009,2.803146888,0.610016615,2.977089177,0.825326682,0.0,1.543612337,1.511957008,8.786195038,7.190748451,1.100000322,0.584301628,0.909847093,2.105317072,0.801461814,3.863302272,1.626642829,1.044723924,4.02776495,2.970128846,18.67285385,0.0,0.807297701,0.0,0.0,3.390377226,0.0,1.416310093,0.129182405,0.0,0.426418786,1.306848161,2.028293277,0.0,1.296087248,2.792063568,0.660044432,0.0,0.42316368,2.809460282,0.0,0.0,0.235675549,0.942228478,0.0,0.4446613,2.152455794,0.0,0.0,0.0,0.0,0.0,0.782603889,2.355808055,0.203905561,0.0,0.0,0.209028816,1
RNA314_FPKM,14.7021282,1.071776453,1.188054757,9.695334286,21.27957203,15.08425359,20.89778556,2.113333576,0.151133324,2.113474296,4.728709821,13.41665582,6.965833378,0.937768718,4.039588697,34.98258893,2.061507957,3.756439956,0.750602188,0.522425873,2.23995495,9.457671531,4.365040416,0.766831424,1.319663382,5.81810546,24.90162684,0.288730025,6.386855019,13.78249843,2.182520208,5.998469916,14.76314544,1.313553829,4.279375403,3.19043054,4.003300519,4.951528608,2.256618324,10.55730705,12.05754906,1.697601833,0.0,0.512515355,12.46887519,4.781926298,13.04503745,15.39143498,9.426167011,0.0,4.468151607,25.52819266,15.10417281,1.153282422,9.791861913,5.639049512,2.865935627,48.69951807,1.599190133,3.462809144,7.791147653,11.44874702,4.333574936,3.825541039,1.387421159,7.222898416,0.23476293,1.080963108,9.216210623,4.667468112,12.3156949,9.066484322,0.500312609,1.550502845,0.827871089,2.87319116,0.455706425,5.087293032,2.312450714,1.188054757,15.49324685,2.895179868,12.04098784,2.508733003,0.918293903,0.71115994,3.961381141,0.453520782,0.0,0.460141524,1.321712548,0.0,0.0,0.945806736,0.0,0.0,0.0,0.907283184,2.251806564,0.438789249,0.962689791,2.982046564,0.498992523,0.0,0.26801547,0.535745513,0.0,1.011596492,2.670377666,0.456807165,0.484918375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA319_FPKM,5.166837917,0.217505221,1.350582789,10.39728443,9.982845569,8.359614157,21.9712801,1.072551017,0.0,1.287018455,3.071556464,3.571666295,17.83803035,0.0,2.122426812,24.83568021,3.557162066,0.358781976,1.422042195,0.424195265,0.0,4.223437981,1.575157161,2.075427712,1.428630913,2.412317314,10.21164772,0.586218724,2.792373766,7.91058381,1.378287051,2.922320975,6.742534371,0.533189881,2.779689108,4.625999448,10.7669777,0.0,0.999463356,5.357588453,11.77874103,0.984546831,0.403394096,0.0,9.93317967,1.294248896,10.99919606,14.47018698,3.061479116,3.176346662,0.40304117,22.10948007,9.811150436,1.685586916,4.847953967,2.354783341,1.396142698,21.39449689,2.782230055,1.054353792,6.853212061,5.456180149,2.690793954,2.588411781,2.440793538,3.482188935,0.0,0.658108653,2.494347795,3.39085319,14.71672565,6.639822595,0.203119955,0.539433322,0.0,5.248983435,0.37002093,0.938809937,1.501983601,0.771844023,6.453946122,1.567120645,10.30993249,0.407317469,2.236663141,0.0,0.0,2.209844638,1.443508512,3.363157715,0.596231777,0.174895997,0.39374022,1.645490347,0.0,0.81700511,0.797906289,0.920799195,0.406239909,0.0,0.977031206,1.729609298,0.0,0.353821857,0.0,0.870237737,0.0,0.0,1.445438336,0.0,0.0,0.0,0.0,0.0,0.361314555,0.0,0.0,0.0,0.0,0.0,0
RNA32_FPKM,11.07468964,0.0,0.999507309,1.538716989,5.71780464,3.02106479,7.887688267,1.944381256,0.47649294,0.972190628,2.485932675,4.856431323,5.352433659,0.845127898,2.748473363,8.317670359,0.541843016,0.464617727,1.578466392,0.823990554,0.0,4.723522704,0.509888172,0.940660121,0.693685071,0.780968974,4.496150784,0.455396306,0.774765144,5.246898163,1.274954109,5.886583422,6.306091637,0.460315711,3.824779852,3.83381534,2.630616588,0.0,2.156991475,6.244013407,5.150393568,0.0,0.348259872,0.0,3.957794443,0.0,5.275430438,4.045843858,1.321456284,4.113266897,2.087970297,5.879490632,1.710291129,2.182792382,0.75324389,1.016457063,1.205374336,10.38938044,5.524448927,0.682573411,4.778639517,3.92527677,1.340248255,1.340809654,0.0,2.848020506,0.0,0.0,2.538033407,0.516510096,4.153692125,0.747751709,0.789112647,0.232852912,0.435134326,2.013966286,0.0,0.972625694,0.972625694,0.999507309,3.683044973,3.044185184,9.437737833,0.0,0.0,0.560685302,0.780849687,2.146150783,0.747751709,0.967892723,0.0,0.0,0.764832258,0.284080553,1.940284593,0.52887337,1.291511955,1.192403124,0.789112647,0.0,0.0,1.343829496,0.524687037,0.0,0.0,0.281666271,0.0,0.0,1.403906579,0.0,0.0,0.0,0.0,0.0,0.0,0.563332541,0.0,0.0,0.0,0.0,1
RNA328_FPKM,4.246047192,0.225365667,0.799728502,27.85644893,14.91903686,8.863251945,26.59786171,2.889257795,0.127083196,0.555650872,2.983845184,9.437066753,8.340029271,0.901569782,5.597719508,30.31869914,1.517586337,1.301294826,0.420921061,1.318784821,1.46566891,5.56973091,2.244220845,2.903159843,1.665437136,3.436830352,17.14099694,0.242913223,3.720000819,10.19582589,0.81613319,3.7008293,14.9432266,1.841879743,6.120571197,14.95488431,7.788440033,3.749215485,2.761588187,7.031591659,12.838675,0.612148368,0.696753108,0.215593714,4.354458356,0.446933037,20.47243237,13.46018563,5.419139994,0.0,1.461822009,24.74989055,14.85790866,1.940712315,8.840869996,4.337622331,2.250472713,36.0232293,7.303343993,1.274494704,7.283049369,11.51639644,6.648598996,3.03965446,1.167237421,4.177785821,0.592401646,0.454594746,6.276780671,4.753367116,13.48947086,14.35818219,0.631581649,0.186309322,0.696481278,4.834431444,0.958665119,2.334474841,1.556254929,0.599843878,5.780539464,6.089479967,11.78789032,1.055294495,0.193092429,0.299075491,1.874706724,9.15893636,1.196444109,2.710423341,0.494242149,1.631293778,0.407969644,3.069054691,8.344952287,1.26968113,0.206633975,3.43453313,1.89454489,0.0,0.809903165,6.45152309,0.629915207,0.550087243,0.0,0.0,0.0,0.0,1.685030514,0.0,0.407969644,0.0,0.0,0.0,0.187186072,0.901676895,0.0,0.0,0.0,0.0,0
RNA331_FPKM,14.08657002,0.0,0.0,5.26418077,9.072062103,3.180123627,20.95523227,0.389796957,0.0,0.292399635,1.046790694,8.276776774,2.372330184,0.988400706,2.45472328,7.52331063,1.901392094,0.0,0.738542241,0.385489808,0.0,4.710558122,2.505076578,0.565832807,1.136109548,2.374885367,11.32154058,0.319630746,2.53761004,8.065599406,1.789258714,2.213088148,7.999803395,0.969250642,2.368304737,1.513432328,2.584602819,3.470903966,2.876106974,10.06194358,3.892350062,0.357813617,0.488912377,0.0,0.347132613,0.196097832,5.368091669,4.034739291,2.89800929,4.414628761,2.014755188,6.27888647,6.858457706,1.361618507,2.467120873,1.90209059,0.84589147,17.35940476,3.87694271,0.31933023,3.672893093,4.040114352,1.504753607,1.724992645,0.682564711,2.831355619,0.692726965,0.0,1.619050809,2.356283214,5.143751945,7.214629662,0.55385751,0.817108781,0.305355165,1.943346144,1.177173749,0.682564711,2.047512359,0.876646858,7.753899233,2.848283612,11.14621029,0.0,4.5733574,0.0,0.0,2.008231547,1.049367647,2.207223935,0.21668837,0.0,0.0,0.697895865,0.850988901,2.041547146,0.543787373,5.689870524,0.0,0.485749742,0.0,2.043173508,0.0,0.0,0.197764386,0.790846932,0.0,0.0,1.149475543,0.0,0.0,0.0,0.0,0.0,0.164260772,1.186165092,0.0,0.0,0.0,0.0,0
RNA334_FPKM,1.12095697,0.391070253,0.346853767,5.339666449,5.17609561,1.921919916,35.9739228,0.385608378,0.0,0.771119429,0.51759214,6.098976174,1.5640836,0.293253337,2.601140616,16.676565,1.504418286,0.0,1.825844735,0.381347512,0.0,4.140911331,1.592591199,0.466330615,1.123563847,0.903362971,6.974892965,0.421519998,5.019376963,6.762860546,0.530863733,1.459131734,2.356573713,0.479251981,1.405227528,1.330413279,2.373561285,2.529306865,2.395321088,4.333491601,2.062258894,0.176895017,0.60435141,0.0,2.060241565,0.581564202,2.562852049,11.37939669,1.834290734,2.182983372,0.724660363,8.161134359,7.630693388,1.009935882,2.439886925,5.525962535,0.557768886,10.30086113,5.834596375,0.473768549,7.264716855,5.993355526,1.116101649,2.326413405,0.0,3.788485623,0.0,0.0,2.241752256,1.254889491,7.96987717,2.4648118,0.730411636,0.0,0.0,2.620896114,0.0,1.856132926,0.843727763,0.346853767,4.522337985,3.345101728,10.38416931,0.549169379,0.837584114,0.0,1.445344269,0.496491261,1.426989411,1.679244063,0.0,0.47161015,0.0,0.69018922,0.0,0.734296804,0.179192355,2.6480648,0.365205818,0.0,0.0,4.041469215,0.0,0.0,0.0,0.0,0.195436421,0.0,1.136782245,0.0,0.353968716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA335_FPKM,9.409856055,0.0,0.45286579,14.46887217,22.98208337,7.301359997,16.3401541,3.524519595,0.0,3.272655756,0.450601461,6.078207814,7.914645735,1.404207049,5.43462547,48.41322341,3.192399893,2.316285459,2.622672424,5.477183295,2.846151133,8.336714055,1.848621379,0.365415998,1.467183738,1.533521938,15.81998665,0.963189324,1.638672747,12.0017694,0.462155345,4.572898387,10.55135561,1.6688943,3.058487206,5.42927275,3.338037077,8.729543513,1.955090773,17.81545929,11.13114305,0.462155345,0.946973298,0.0,0.0,1.265866357,24.38417334,16.40395609,4.790759467,0.0,1.18280426,13.66947551,9.300344278,2.41797604,2.731155128,9.979808736,3.277291281,13.90008411,5.224591635,3.505931189,6.187177608,4.269103115,2.67215681,3.240491235,0.0,7.313312132,0.223740085,0.257620727,7.318897999,1.638672747,14.83633492,2.710561277,0.953653886,0.21116453,0.986101582,4.335256806,1.085899815,3.525717847,1.542515911,0.67941668,5.135326975,3.218821467,29.20738959,5.976520402,0.0,0.508285411,2.595209886,2.161383324,0.0,0.438541568,0.0,0.615963186,0.0,1.416243109,3.077507354,8.629038212,1.404472086,0.864463235,0.476826943,0.0,0.917254882,6.698447137,0.0,0.623059536,0.0,0.510596556,0.0,0.0,1.060349231,0.0,0.0,0.45400651,0.50638172,0.0,0.424095493,1.787220985,0.0,0.0,0.0,0.67941668,1
RNA336_FPKM,8.560258427,0.889541921,0.788965573,17.15764062,4.121313871,9.738003965,12.89805161,2.411923932,0.125373893,0.877118152,11.57874069,10.04066972,4.892378486,0.55593818,3.944646787,19.40607736,0.641755425,0.0,2.28430891,0.867426238,2.892086866,4.906334616,3.824321447,1.803401689,1.27798265,3.185222852,16.07579145,0.359578994,4.281884541,4.536416238,2.415448448,2.821389535,14.16822767,1.453742122,6.571236813,4.161468929,4.776438261,2.87694505,1.021640808,6.206889373,9.538773687,0.0,0.549926967,0.0,8.396674338,3.748643961,5.622021116,9.245156271,6.519926285,0.764010458,2.678501186,17.75826826,9.836559411,1.340323267,6.145227927,4.279377029,1.268720397,43.74119456,4.929994936,1.97590107,2.514858144,3.924961485,4.655012414,4.410188419,1.151531571,10.49158004,0.194749521,0.224240163,4.006982843,8.1558725,7.715014527,8.558293646,1.869049348,1.102989256,0.687107874,6.160785466,0.567528292,1.727385461,2.111170581,1.972323394,12.74784082,2.803553594,15.26395862,3.9561946,0.952651348,0.442714739,3.082400696,0.94122867,1.623061594,3.056041832,0.243739308,0.178779173,0.201241172,1.233526811,0.0,3.7579822,0.0,0.564806334,0.623080003,0.0,0.39940996,4.243193062,0.0,0.0,0.0,1.3342108,0.0,0.20985042,2.031691218,0.0,1.006390655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA35_FPKM,10.13490511,1.258476351,0.744124207,9.308290629,7.40364077,5.248230438,15.93980505,0.827266577,0.0,1.654422793,1.295706276,9.814100899,3.984951262,0.629238175,1.302217363,22.155884,2.420722848,1.902721791,0.783495859,0.613594132,0.0,5.922833598,3.037350563,0.900490848,0.688747522,1.841214392,6.497802654,0.339116146,1.923126198,3.162329342,2.657656416,1.565335278,3.250359602,1.199728033,10.21770321,1.962325124,2.742026461,2.325668285,3.372599811,8.608976499,5.899315355,0.56954122,0.518671514,0.0,1.10507998,0.623935606,7.855321772,9.353627631,2.582671948,0.0,1.5546532,11.60983244,6.184801367,1.444689925,6.73054261,5.171203862,1.495764821,20.25881681,5.365052513,1.01657243,7.115645367,6.234561682,1.796127298,2.994713341,0.543083315,2.650420909,0.0,0.211543882,6.69934095,3.846047153,7.458222769,4.175059662,0.587621894,0.173396624,0.162013914,5.060786492,0.713642011,0.181027772,2.353167833,1.674279467,4.429539922,4.532881604,14.22461503,2.356512692,0.0,0.0,1.938229284,1.242883718,1.948281959,0.90073429,0.459878004,0.337313707,0.0,1.903782053,0.722344962,2.953527556,0.576937859,1.065328901,0.0,0.34357475,0.376795718,2.334427933,0.195357147,0.0,0.209746058,0.419492117,0.0,0.0,1.393700868,0.0,0.0,0.0,0.138652357,0.419492117,0.0,0.629238175,0.0,0.0,0.0,0.0,0
