,PIEZO1,UBE2Q1,TTYH3,CAMTA2,RAB2A,GTF3C6,ZNF222,DENND4B,POLR3GL,RARRES2,MFSD4B,HCFC1,SNX33,HSPA5,RSKR,APH1A,PLXND1,ENSA,ZRSR2,NUP210,SNX20,C9orf78,PACS2,ATP5PF,TAF12,CSRP2,PPID,CASP4,ARHGEF10L,APEH,NCOR2,RSL1D1,HNRNPM,CIR1,MRFAP1,H4-16,SCNM1,KCNC1,FOXK1,SMIM11A,CRNKL1,RAB7A,CAPZB,HTATSF1,MGRN1,PSMC5,OSMR,SBF1,PIGBOS1,ZMAT2,TNS3,SET,SAP30BP,NOL6,LETM1,RARS2,MRPL44,TNFSF12-TNFSF13,MED8,NAALAD2,MAVS,VPS13C,PLEC,GRINA,CLTA,CNBP,ZDHHC24,MTRNR2L8,GINM1,TAF11,GRN,COLGALT1,ATM,CAD,TBC1D10B,RNF26,CSTF1,NPIPB4,MRPL16,Diagnosis
RNA383_FPKM,17.774214,15.29886421,11.33447639,11.9468953,10.61133597,12.35986571,1.24461653,24.02877846,10.54169032,0.060495347,0.255465843,7.258142038,1.143525941,101.2276563,1.734970314,14.07498386,10.86937686,10.93382477,16.48378189,33.06617785,11.91798884,11.75604724,2.665162689,8.174423386,11.35975684,0.053366704,8.114108694,24.73604173,2.798935564,8.002291121,7.789760762,7.937134566,11.43740978,29.50044265,16.17501581,0.654368974,8.160386115,0.021346445,5.530212388,0.912336314,4.635998554,9.119021878,7.686035867,6.731697558,4.103809886,5.40151799,0.233767753,24.59061718,5.280619102,52.30555822,1.639969984,28.6982682,3.839723655,3.380127875,3.775630852,6.022747316,12.1766401,1.426798059,4.193377079,0.056689011,6.01539342,4.207153915,42.57477506,20.98069055,6.53721352,22.94281499,4.954800052,2.317018635,7.122350635,6.918671874,53.22255847,22.08459971,4.210728341,2.96391678,15.29633972,11.52139315,2.225057649,0.542727041,9.203006488,0
RNA385_FPKM,17.51010173,19.7511126,16.09918396,12.28104911,12.67242639,15.40713829,0.973774671,22.62875627,11.90149786,0.052843683,0.26003169,6.949489053,1.234616013,99.70294424,1.684763113,15.22467822,7.332955949,10.73013908,13.52619357,34.71582056,13.59510302,15.94144062,3.127299276,9.919772258,13.14497375,0.041949025,9.432115696,21.22959126,3.00480311,9.08290183,9.069718023,7.514311598,12.58960222,38.14121784,19.47710059,0.57525808,10.02367046,0.021971824,6.087020003,0.831657329,4.563099142,11.55705211,10.77351211,7.749866734,5.714209235,6.421199666,0.313207112,27.39514536,4.787359054,60.23550467,1.471349515,37.22374195,4.757550199,2.424917392,3.834842034,6.547771426,19.3118605,1.460275505,3.818660187,0.106760587,6.930489782,4.002929002,35.06118966,20.40726914,5.809525083,25.49370343,5.618777221,1.312594289,9.146422487,8.151199284,49.32873216,21.74093386,5.182406823,2.577962278,14.75433392,13.70232441,1.92384701,0.315554457,10.22246291,1
RNA386_FPKM,14.31786444,17.79982558,11.05832942,9.810526334,11.53328612,15.79363031,0.978828505,20.43542777,13.1041982,0.043915269,0.350228476,5.541729982,0.72995145,84.27947424,2.374420408,16.84870896,4.041993336,13.14452567,17.04219529,31.11134669,12.45386371,17.08494952,3.152004473,14.33575614,11.85320892,0.011627083,11.38675459,16.09802307,2.396269307,12.00650646,6.499890302,13.4467447,15.57227536,24.51301726,20.29331642,0.750069671,9.958156849,0.006640547,5.138995488,1.490188582,3.504230293,18.39261907,9.260087321,8.218808901,3.030100597,7.581201554,0.069428572,22.17490279,4.833492703,45.56527947,1.147239334,32.37318647,5.342073611,2.979608127,3.770141605,6.776010867,17.74875439,0.0,3.526777626,0.100315787,8.382784875,3.045832161,38.60412926,20.38896819,9.477478987,20.52458666,4.990733248,0.750107019,6.429042043,9.256664657,45.53619656,18.96347622,3.102006167,3.167003711,10.34429693,15.71402958,1.914099747,0.278893463,11.89280554,0
RNA39_FPKM,19.55443994,16.36592317,10.27477635,11.82280523,10.98498722,11.37388346,0.951228001,26.04647427,9.100589495,0.123291315,0.309014732,7.902042719,0.892031279,103.4464015,1.231371622,9.68611841,9.622104123,5.926409451,9.081519877,41.85738122,15.95474129,10.34383716,2.760787349,7.452979419,9.271939448,0.087016025,12.89745805,26.63857972,1.747870124,8.548625772,7.551160558,7.836709844,10.27110178,22.96045507,17.2420817,0.84229121,8.128440148,0.021752,5.528325049,0.751489855,5.251821086,10.24247444,7.251028681,6.102420366,3.988291031,5.326632995,0.238218079,23.46581113,4.523175504,35.86671671,1.407809677,26.24110467,4.371501608,3.842702555,3.901913703,6.697463088,14.45978154,0.0,5.280563069,0.158867649,5.481573964,5.308421317,30.39451236,15.04579756,9.764970871,20.46184216,3.986590996,2.297246677,8.276356142,8.566094373,45.45965516,21.54397115,6.574487917,3.564888394,11.40595091,10.34695599,2.686802541,0.73324629,8.50226814,1
RNA392_FPKM,18.30042415,17.88180544,16.59750081,12.27141619,12.98134605,14.33913336,0.938693317,23.24606352,11.28242278,0.091247673,0.29731953,7.59755607,0.945698816,98.28066436,1.550327408,14.67945645,8.364964356,9.63511377,12.33619591,33.27070278,12.83326251,13.26100101,3.184761932,10.15606229,9.125209194,0.048294148,12.31452926,18.96324917,2.459397103,9.893600058,8.461548339,8.162834856,12.25421046,27.35471609,18.76696084,0.428573431,9.477090909,0.006898904,5.424688008,0.971901442,4.268218517,12.28665516,9.685373022,6.412125698,3.605687239,6.530563629,0.204351592,28.62298524,6.147011096,50.37109409,1.276195095,32.28716948,5.213518438,2.34981437,4.167535635,5.880465385,14.53441419,0.0,4.473903121,0.136282088,6.126633293,3.170810385,37.09602289,18.62914424,7.568402754,21.12527802,4.098843612,1.700247293,9.364896652,7.559814812,43.16226636,24.41438211,3.572631305,3.015361282,14.23021038,13.00097794,1.774598724,0.689859213,9.407656324,0
RNA409_FPKM,18.79487705,16.44998107,13.12371168,11.31603315,11.59698138,13.08670526,1.062935589,22.28821695,10.09236872,0.06642799,0.316830715,7.49615194,1.316237388,115.6170449,1.022937443,12.22610116,9.438641034,9.692444663,16.42881568,36.75347117,13.27157084,10.63701098,2.194802818,10.32992323,13.14749292,0.0,9.474154719,17.91791022,2.61339558,10.28467857,7.94438058,8.63491822,11.99620741,23.4808536,8.133199962,0.642877905,8.373922531,0.03013427,4.707944658,0.960027134,4.196898932,15.85748542,8.329582473,7.023562018,5.303928885,6.147259755,0.163346138,27.53543294,4.621794207,42.37989012,1.757065538,28.50694425,3.875642791,3.400064171,3.541488407,5.021578023,12.94911301,1.419783688,6.438704673,0.062251078,7.115876243,4.206465546,43.16842841,12.95580128,6.436414935,22.57842441,4.03502912,1.650235686,6.860076678,7.596858949,70.03691425,21.23878278,4.459745693,4.428177131,13.3385134,14.75919675,2.675254336,0.348181194,8.522377196,0
RNA41_FPKM,5.585653007,16.84394357,9.309360836,10.38963658,14.94288285,15.72412179,1.121648736,15.58964179,8.036888379,0.0,0.163548154,4.299576212,0.635998197,94.04347176,0.550677682,13.85105838,4.170630475,11.0935025,16.4549658,17.99417279,16.80577616,11.42116489,1.897843663,11.21968565,14.90231211,0.059362333,10.3286433,20.36058366,2.477380774,8.097203539,5.664964649,8.280161068,10.93276172,41.28886196,24.27245109,0.175587132,13.34961826,0.008480014,2.644222906,0.718835694,5.508825437,11.01247573,9.025685258,6.010334461,2.866413538,6.15157445,0.0,12.95236297,5.214119825,64.20271378,1.114789354,27.3237114,4.295485427,1.776193896,2.345023895,5.490115714,14.88654772,10.82839077,7.221068194,0.065690186,4.531523408,2.097648505,16.94725758,13.82998016,10.30025681,19.91691969,3.387230897,1.044832159,9.208119499,7.201241305,74.24817381,19.27003295,0.825186938,1.576375849,15.02096026,11.83942003,2.536894251,0.16957906,9.686989105,0
RNA418_FPKM,15.77782531,16.92248677,13.89154645,10.9845764,9.609182597,14.96987095,0.874526359,24.96164115,11.10884895,0.039247527,0.307551185,7.627177993,0.828654658,87.19406109,1.523767863,14.65032697,7.049923664,7.89017508,12.05430476,36.56107826,15.79133075,10.48074292,3.275537193,9.627254475,11.64939609,0.01038616,12.39734921,22.50967555,2.50965348,10.96505186,8.033079711,9.241634339,11.218129,25.47381957,18.89105092,0.385335877,9.887595123,0.017801283,4.994442074,0.998565964,4.366442977,9.365398043,9.4123377,7.045466352,4.992788823,5.498401748,0.134397475,25.33865972,5.249237805,36.08118959,1.50367398,26.65115338,4.479526212,3.430233419,3.442823984,6.054093013,14.27204848,0.0,6.036722322,0.082734058,4.90471472,3.503639097,40.692158,21.19010385,8.616517002,20.8558113,4.338509216,2.315127676,5.987231134,7.971782273,55.42573024,20.88189194,6.859501651,4.132953534,13.27163987,11.2092376,3.268800802,0.450895991,8.495186923,0
RNA431_FPKM,11.56596836,16.46904866,5.167155133,10.34750722,10.65245729,13.74067668,1.647918691,19.20304466,12.03347657,0.0,0.237779495,4.911129001,0.418867411,129.3363088,1.470987899,11.98662905,5.78072658,8.994019172,19.98165901,28.54151352,13.79369588,13.31603628,2.439741329,10.46834793,9.578697579,0.043611999,9.182625707,18.53770796,0.543245576,6.530463083,6.315429942,7.17713425,15.56553929,38.24328886,21.99581897,0.586295682,10.47693933,0.008304121,5.179789475,0.91114429,5.893787309,11.67226754,8.539357396,6.746713761,4.250632523,6.06644872,0.260477105,19.97123069,4.585863276,50.6085793,0.554968977,30.38348697,4.916790273,2.703495687,3.122591198,5.54749058,15.99525105,0.0,4.45720377,0.057901028,4.652913349,2.589045618,23.39083836,15.87566167,5.449241512,24.3770697,5.004568192,1.449798944,6.976896214,9.293619822,39.04766948,15.63604242,2.621702157,2.429415629,14.87658261,13.59048832,1.818119214,0.398624,9.437627752,1
RNA44_FPKM,12.76305171,16.8183726,5.417587307,10.47211341,9.316686381,16.53479722,0.549413029,19.842233,13.64632967,0.080125007,0.180712827,11.34850374,0.399473132,92.2739956,1.488502392,10.848321,4.944989378,8.009837004,13.88895115,43.06922738,12.35672441,14.8084592,3.07653206,8.8025358,6.708528993,0.06360555,11.97493238,14.54656035,0.561265381,8.504038692,7.146127342,8.236969619,15.38254957,19.78882361,18.86203564,0.598610236,7.077301147,0.015144125,5.938743161,0.649394927,4.396306427,7.840942165,8.334311623,8.755387586,4.580273442,6.147321566,0.179413414,22.34363721,4.750672593,36.57125435,0.552813779,29.91421578,4.568749007,3.349535543,3.142680249,7.371770109,14.95066037,0.0,4.469616763,0.161880091,4.382502008,4.463775057,21.77197367,16.81644872,9.353137934,15.67886313,4.572540181,2.674454088,9.059578838,11.21039831,32.40790219,15.8072858,4.591030014,3.336731034,11.17061672,15.43078367,2.386725197,0.605655158,9.360671685,1
RNA442_FPKM,14.42176064,17.07552758,6.780219516,9.110398926,6.109992549,23.95794917,0.644857571,16.85660716,14.37209499,0.138587776,0.1786215,5.31034529,0.71227417,93.82106907,0.967594209,14.2812281,7.206670563,9.585554143,17.71152428,40.49852429,9.280420036,17.58887829,2.98460624,13.88161016,6.082876721,0.02095421,6.871797377,8.644357087,0.985526031,9.744904285,6.08198197,10.81365344,17.94678589,15.7092652,24.4633407,0.355016964,9.452760748,0.008980037,5.681017405,0.93296105,4.042813266,10.47607668,6.489602117,8.310740889,1.532052732,10.32278414,0.03129107,17.08711724,2.667156822,43.78536878,1.03916018,34.21701041,3.811172838,3.43868149,3.691552404,6.452299655,19.86032069,0.0,3.982788178,0.069566591,4.531593645,3.780599945,23.06498695,6.886714266,7.080649663,12.00087241,5.684979178,2.213112318,4.385344248,9.133402351,23.31864184,18.67347588,2.125838743,3.052794059,10.91284289,19.39369624,2.228036308,0.401092926,9.714961697,0
RNA454_FPKM,12.66700165,16.98751389,12.13793159,9.661260258,10.66148692,15.34093205,1.976519772,21.5719998,10.97843201,0.049050527,0.234731146,5.316213494,0.604342965,122.8537983,1.363112116,12.99271688,6.581778038,7.781651588,11.41327527,25.19161098,14.53773027,13.44719846,2.404525226,10.88508164,13.10471002,0.025960699,9.41795416,22.964058,1.431361837,9.436521257,5.813834535,9.132316956,11.05228733,26.5953344,20.25047424,0.377033201,9.723055912,0.014837604,4.250355893,0.832305216,5.11417461,11.57191163,9.105661399,6.061401373,3.434963654,5.962048267,0.16802191,21.96606997,5.678498445,45.75326508,1.088075172,26.38234834,4.324358948,2.601137657,3.114384218,6.26196142,17.84350476,1.789739679,4.91408254,0.094817879,5.128483601,2.497593341,21.72898901,18.74412077,6.370631871,23.91875638,4.28158907,1.599584744,9.613299374,8.099699963,59.62379062,18.60347332,4.301551157,2.102340013,15.02898024,12.38632539,2.09752372,0.378293219,9.373469056,0
RNA457_FPKM,17.19622203,17.36322331,29.15712688,10.03884908,9.385416907,14.25587265,1.278061563,23.89853453,9.649725917,0.071688508,0.172464572,5.98651128,0.975524444,96.14139196,1.607729005,16.79762759,9.873462459,10.25817089,11.53806108,29.94228976,18.1751138,13.98255561,2.55027236,8.828950507,12.40121838,0.068293344,10.37894606,27.53741377,3.365121412,7.881865564,8.450588269,6.415205041,11.53436735,41.14291264,9.774441351,0.465188753,8.992501874,0.008671435,5.868123491,0.745869852,4.426460668,17.43780746,8.604089261,5.624596855,4.983657169,5.245596825,0.347487435,18.64239294,5.984647866,49.93675988,2.663805017,22.02509871,3.837836342,2.811601902,3.504550039,4.956693333,21.30013885,1.046000551,5.695559627,0.060452638,6.594110837,3.817698991,43.20322846,27.1352262,6.585962239,27.20713741,3.999363424,1.958765228,7.039739164,6.781812257,113.7294276,23.79362041,3.700632035,1.880064804,11.75528846,11.64468319,1.265437709,0.446517168,10.0698162,0
RNA466_FPKM,20.5117381,15.60093283,13.49382093,12.40363796,9.718167425,12.08185628,1.179116321,24.0903056,9.053531531,0.0,0.22122785,8.348779266,0.775260897,113.8866878,1.2256875,10.11507856,8.497944232,8.057215584,14.53608492,31.7953732,11.25215386,11.20281608,3.085045895,8.947756857,10.13505403,0.032115934,10.0880678,18.77558451,2.614205972,7.792176249,8.882565345,9.565039202,12.78822598,19.31626442,15.40611618,0.345473243,8.353048144,0.012235148,4.6052205,0.861776059,4.118532833,19.41478093,9.443472567,6.050967255,3.598843393,4.688717105,0.266472308,21.32645441,3.915156555,36.36732469,1.540362259,24.49068301,3.770658562,3.044612095,3.204652886,6.066450803,14.66681744,0.0,3.573693966,0.078193922,4.593872379,3.934989675,36.41232285,20.28246235,6.199545855,20.02546143,4.638795954,2.952304328,10.24655292,7.62699369,55.67534036,22.73311806,5.24621895,2.931316001,13.22012532,13.19137014,1.69627772,0.75238158,8.814398345,0
RNA471_FPKM,18.51442794,17.76140515,15.63264579,12.61436966,10.75674331,14.19959217,1.552355524,25.2048987,10.97001971,0.054058391,0.363343829,8.103942428,1.411139054,120.7175271,1.737273967,12.02319876,12.62439704,8.189206799,11.72657291,44.36069794,16.05311301,12.87062712,2.80036795,9.610828933,12.5322314,0.035762188,10.05220133,25.49366434,2.757912699,9.408808978,8.787856329,7.565559857,12.58415811,31.90607228,11.31562844,0.49623472,9.9310137,0.042916694,5.660833536,0.738785419,4.949496302,12.81979629,8.752965392,8.026616764,5.685794441,5.787748742,0.291961451,26.82235051,6.641787068,52.41512718,1.898344643,27.90712861,4.281125758,2.922707474,4.097615421,5.342529851,14.26444004,0.0,5.037861541,0.099730795,7.073610802,4.973037191,42.91430189,17.09374104,6.60136516,20.8127837,5.043023546,1.258979476,9.064719692,8.038920663,61.4698827,23.76504831,5.661622526,3.474856738,14.01192883,14.11648751,2.236716412,0.281978587,9.028307897,0
RNA476_FPKM,21.38089402,18.77237578,14.28171966,10.45308733,11.08015446,17.79012881,0.652799588,22.5664311,11.52425027,0.04478903,0.212295184,6.791635066,1.121182105,112.5916812,1.522098269,14.3264521,6.128234927,10.08405803,10.94463107,39.0211784,15.47757422,15.4677044,3.190472207,11.30907664,8.060013928,0.011858628,13.2960874,20.48417139,2.274307551,10.0074244,7.764423457,9.840184803,13.56508592,24.44662179,17.43952663,0.631168379,9.971748939,0.013548774,4.943619927,1.15685814,4.327438065,11.73287429,9.306191551,7.654754204,3.773882164,7.185742106,0.188831638,26.28089461,7.480088813,46.09812243,1.324707314,34.23554825,4.986479477,3.132774795,3.964300826,5.551314545,15.76059303,8.369126302,4.638560605,0.12593183,6.608488592,3.85943233,37.27173246,14.33684869,8.109931937,20.13052556,4.058599561,2.017019847,8.222866033,9.913664337,44.95030974,20.6270691,5.072254305,3.985804827,12.46621458,16.06028357,2.508387831,0.223509092,9.759724129,0
RNA483_FPKM,13.07782014,16.58931312,8.207062537,13.0544316,10.92275046,11.76365751,0.852340156,22.97528872,8.87717807,0.049712171,0.128379441,6.700156758,0.661053657,116.058682,1.375844134,10.0376257,5.643504028,7.795730221,11.4919017,33.57475763,14.75349712,11.92756826,2.523801542,8.791843038,11.00969573,0.035088989,11.76304362,21.73515665,1.32762608,7.120009719,7.211082961,8.444140713,12.21757388,28.83793056,15.71363426,0.523598486,8.68090342,0.030072912,4.017320597,0.937179575,4.508943223,16.1287046,7.847562745,7.148518044,4.519227823,4.532279365,0.227041315,23.75521251,5.503065142,44.81509655,0.927056788,26.56750753,4.474852257,2.286438835,3.228383332,5.688741894,15.48264046,4.213692349,5.169092174,0.168882303,4.802984618,3.837341099,24.74703609,15.91700356,5.853913124,21.07665324,4.020892317,7.358996937,10.21714391,8.091896299,49.84278743,19.42506164,5.656856172,2.926271888,15.62592041,11.07005896,2.779350098,0.410927119,10.75207683,0
RNA488_FPKM,17.07013641,17.8866837,12.97065654,12.31583929,11.34712466,16.54434788,1.326620512,24.10783163,11.37306193,0.0,0.103324158,9.135336037,0.717832631,150.5539898,1.313284468,21.95433263,5.652753246,7.634911499,11.50904812,34.2753511,12.63123383,14.5760524,3.083137761,9.879694782,12.22926697,0.00952666,9.025495522,21.38161583,2.776522056,9.911992866,7.983458921,8.549952965,13.19075343,23.06718619,21.82534141,0.476377085,9.85834407,0.010884556,4.86210778,1.194071166,4.896211475,10.46449553,9.240264958,8.503630011,3.84632149,6.800934487,0.180162026,20.91528117,4.575700338,43.03614231,1.459023781,30.00445679,5.010801165,2.947923333,3.110085136,7.872217614,21.38984986,12.09553669,5.324037336,0.075887486,4.605731629,3.257171268,30.39574098,18.12413418,7.073111097,22.30024003,4.65180168,2.011756397,8.83672224,8.934397095,48.55683724,18.44601744,2.734729764,3.115661714,12.05621821,15.21428203,2.124557184,0.3156178,9.5482295,0
RNA499_FPKM,17.43209801,17.9022945,10.47225325,10.44099687,12.78100691,14.34607932,1.631805783,24.12846614,12.67920196,0.114220075,0.242886172,9.176403929,0.647671679,126.4137252,1.510308219,14.98811697,6.873773343,8.759606736,19.08262183,34.69832884,13.60863136,13.03938851,3.136461338,10.58635554,10.74962707,0.0,10.57224836,21.16912058,2.19025589,9.649032323,7.012332706,9.40648336,12.26151448,26.1538356,21.19974908,0.503921347,8.821624962,0.011514352,4.344791279,1.083698218,3.899052039,21.12850032,8.733382699,8.073809184,6.469449919,5.477893237,0.190584117,22.16703303,4.731919033,46.80811094,1.168098201,29.98114526,4.558797633,3.342681404,3.607373277,6.440184689,18.28237955,9.638314229,5.760643112,0.060207273,4.714234235,4.391611468,36.03147608,18.30789402,6.652102699,23.11058618,5.125414514,2.660085007,9.200268019,9.406450824,37.10534619,19.05771182,2.544126844,3.014078167,13.42192427,13.51241623,2.28941822,0.322358996,12.21985957,0
RNA50_FPKM,13.95127659,24.5199152,7.050495815,7.791636675,7.877762309,25.05190452,1.45909777,19.29376742,21.90814799,0.11102037,0.247872725,9.626120465,0.78144011,117.2765558,0.829961826,14.27556763,7.137099138,9.57500374,16.08738023,48.76351246,11.18227134,12.36228345,3.238704893,17.26276577,8.015203799,0.068554064,11.61236802,9.479605623,1.329723288,10.60186598,5.610415066,9.184366045,14.54431438,11.1211622,18.49866682,0.331789471,9.00272101,0.019586138,4.115797969,0.878900091,3.778300748,9.236029752,6.774086593,11.55022545,1.647724597,7.312006681,0.136485953,18.13716955,2.843716463,36.97064119,1.085157409,45.79502641,4.426949824,4.022394044,4.053078862,7.70392275,16.00992045,10.18593551,5.473838457,0.175541885,3.261367083,7.084937876,20.88083814,9.737034284,9.119368119,18.41542843,4.725856977,1.666164171,8.225536145,9.294088076,26.46591361,18.90604308,5.116957321,4.228638143,8.298925683,19.85991481,2.459931672,0.520319145,13.88604363,1
RNA504_FPKM,20.40314186,20.18631918,14.8495096,10.22006273,10.82925601,15.61024955,1.319259736,25.99708803,12.45834972,0.059190958,0.258048626,8.015679724,1.581846786,121.5124768,1.515909524,17.28033403,8.897228184,9.40819237,14.63952244,42.62759175,12.28861153,17.14316756,3.609312079,11.49204846,11.93405804,0.010442556,10.09163204,18.46810736,3.431351342,10.66375213,8.019813606,9.276260114,12.89138443,21.06640131,19.00415783,0.497040416,8.972243244,0.016409848,6.86642243,1.041437601,4.596343233,12.27075259,6.379878283,9.060023891,4.08599906,7.197423456,0.176746728,27.23700998,5.372679719,44.61867556,1.769924258,34.90613616,4.120555621,3.629703293,4.901930675,6.626415966,16.32313979,0.654370355,5.428896575,0.12480547,7.566014774,3.891633686,39.78509402,12.65507382,7.499680778,31.48179326,5.438793425,1.623690903,8.053780836,10.00402287,48.20276507,22.61958208,4.742698976,3.82025421,10.43584711,17.42177907,2.122644901,0.196894402,11.01156213,0
RNA519_FPKM,15.4072417,19.1926743,10.31710718,17.25680225,11.29353881,11.91395468,0.861347273,22.9143039,9.049516728,0.125608675,0.14499641,8.083784144,1.080640651,115.0923932,0.988108844,13.64012291,5.561704932,12.43680272,18.38999533,32.8306682,14.02771665,13.28316474,3.078102026,9.944568948,11.03894426,0.011074982,10.3508387,21.40094701,2.615639299,13.13681534,10.08234771,8.229828981,13.30661788,29.93052399,29.71251491,0.303884521,17.70435707,0.01582658,4.856628492,0.883931907,6.361209785,10.43940621,13.22332688,6.912351833,7.427225513,8.469725373,0.055147948,30.81831871,6.39529312,48.02431712,1.103984425,30.50094771,6.067043213,3.015512213,3.840035448,5.577541062,15.47676592,8.238604218,7.007312851,0.110341217,6.278367608,2.20005956,36.68119583,16.27770282,11.36307743,22.52914604,5.068433114,3.18527876,6.939513206,9.97646026,68.84707284,21.22434159,1.418508241,2.838973833,21.48058966,12.80568592,2.136536899,0.335500677,8.517459395,0
RNA52_FPKM,7.554411393,22.19305818,0.316599603,3.162276041,9.149154497,49.33848351,1.123732381,10.34186815,21.39430813,0.0,0.180632939,3.291312895,0.482149197,170.5167586,1.044875174,5.200018067,2.070843039,11.99216763,44.74606514,28.02262109,11.18275858,20.47011701,2.079604948,36.29161154,13.13273099,0.0,25.11759293,20.8808507,0.210943678,5.625575742,2.315351389,12.07282172,28.72152441,18.11544026,31.42680199,0.0,7.645403681,0.0,2.997632973,1.641552653,10.61052997,15.29562645,9.511559338,22.92431941,1.610304798,12.67531128,0.0,8.092842466,7.55133635,63.2166162,0.676879759,44.12516352,7.317006609,1.0736143,2.324512638,12.91906918,24.67126509,0.0,5.764839445,0.0,2.509041839,11.00990149,1.373492778,4.540668985,12.45533886,23.56400455,3.379111761,1.550800477,8.920546281,11.65876885,4.09045885,2.080421856,6.627474571,2.449512108,2.36513837,7.677869001,4.941965577,0.868329484,26.12855241,0
RNA521_FPKM,21.77232865,20.6006389,11.15752166,9.178571279,12.6217988,16.11600621,1.231179359,25.1161404,15.28416723,0.028165066,0.287465459,7.996723207,1.178451793,131.9223913,1.409448941,12.50046159,16.99824282,10.76165443,21.57809133,45.11089751,16.3314132,15.1705121,3.244396845,12.23692399,12.92133742,0.014906768,12.28916043,24.83099125,2.200435745,11.19672916,6.909313886,8.003994679,14.42847671,28.71340311,7.543376957,0.601208143,9.485170217,0.012776748,5.979685592,1.109526545,4.933209922,16.59120768,8.252025564,10.57102133,3.447871701,8.167564533,0.185494967,29.88330954,5.744662537,46.93933854,1.197179513,35.61742853,4.899597234,3.318217165,5.582300595,7.835072619,17.27277636,1.027389869,3.975527021,0.291944077,6.492105023,6.376710497,34.71403888,11.21938852,7.27859795,20.55246606,5.614893313,1.224358673,7.176329666,9.150979148,30.90122138,20.25202755,6.217612774,3.509098638,10.16482775,14.85067381,2.975280663,0.459865367,11.65216161,0
RNA528_FPKM,17.61814617,18.81177165,13.10312149,12.63605576,11.68094982,11.99506008,2.192083458,23.92862569,9.495802754,0.0,0.205410668,5.314702044,1.39841327,94.11652515,1.189800771,11.73807691,5.840451162,7.882051588,10.62867037,25.42685315,12.49033418,13.18042133,2.437368344,9.647777891,13.0477595,0.034410365,10.10161591,23.71796619,2.171981764,8.610696109,8.210594605,6.645146049,11.00717918,27.57757478,18.10748022,0.740237921,9.002794931,0.013109205,4.476136988,0.759848273,5.114639944,21.24037775,9.447933946,6.21647472,4.019764617,5.177917517,0.216963354,23.13703602,5.962764503,48.33718695,1.308458016,24.60940864,4.979983847,3.245353369,3.39222697,5.371294297,11.3340988,0.0,4.927806616,0.09138352,6.101248168,3.879339589,33.09420895,17.33649098,6.75140855,23.31431292,3.816058722,2.893763133,7.721235552,7.485988577,56.70401231,22.53644122,4.582510541,2.222931149,11.99580344,11.25597856,2.199885929,0.412858494,9.026199011,0
RNA53_FPKM,18.23886023,16.89670615,9.784594973,11.34530831,10.4756261,12.5333587,0.997031308,23.88882771,10.76436198,0.0,0.239222955,7.378167883,0.8421082,138.8045248,1.083914674,15.56124159,6.183092103,7.197352355,9.205162372,40.29673392,13.52571951,12.64295425,3.1606115,8.405599454,7.309421501,0.008319192,9.263720093,17.29627548,1.45090461,9.712745101,7.834600049,6.926692377,12.05936227,23.51344617,21.37758667,0.939527244,7.674022043,0.009507289,5.869869649,0.888858866,4.853061832,15.38495701,8.688631601,7.836104466,3.95799093,6.164467932,0.256744226,22.64519312,4.115800696,38.85446033,1.204621438,25.96871329,4.896306686,3.208023233,3.574235305,6.19403173,14.53489005,3.822671494,5.088583783,0.121512911,4.696988531,5.19063433,24.28619495,10.71416464,9.008484163,21.33255239,5.50313312,1.708297409,7.693844148,7.527447371,35.3422193,20.02627312,7.498776156,3.484120177,14.0702395,14.15022426,3.234360964,0.480041192,7.518638966,0
RNA535_FPKM,13.07029326,18.89954296,8.407998405,11.62085344,10.94192995,18.80543672,1.020812063,20.82941336,13.56929901,0.099232125,0.29122323,7.329929848,0.830514394,111.0097915,1.381992513,14.18469292,3.338642792,10.32223643,21.32212185,28.71047626,15.20208206,15.77566472,2.544883575,13.23939368,11.67476145,0.02101434,12.76622351,19.72583932,1.609644406,10.31076445,5.476206637,10.6164099,16.19774847,26.11860003,22.40603074,0.169484039,12.63025287,0.04201806,4.145280933,1.242124658,4.405004486,17.44568348,7.379978712,8.69037997,4.181190581,7.008704295,0.094126844,21.14532987,7.230878963,47.79941709,1.105384602,32.99893958,4.807431385,2.836385896,3.249604939,6.099775928,15.47572861,2.632931562,6.392016331,0.160415726,5.0331959,4.211343106,26.52661327,12.41237021,7.474902037,19.98404566,4.520937133,1.294273241,8.608545778,9.807349308,48.00902359,21.47215926,2.709502718,2.848770151,14.10759174,15.52001732,1.949007468,0.264076321,12.90433343,1
