,ENSG00000183111,Diagnosis
0,0.195304525348758,0.0
1,0.1697856413746171,0.0
2,0.2381762504253147,0.0
3,0.1425654984688669,0.0
4,0.413405920381082,0.0
5,0.1810139503232391,0.0
6,0.2664171486900306,0.0
7,0.184416468186458,0.0
8,0.0830214358625382,0.0
9,0.2119768628785301,0.0
10,0.2439605307927866,0.0
11,0.1803334467505954,0.0
12,0.0707723715549506,0.0
13,0.1020755358965634,0.0
14,0.0,0.0
15,0.0966315073154134,0.0
16,0.153453555631167,0.0
17,0.5358965634569581,0.0
18,0.2902347737325621,0.0
19,0.1177271180673698,0.0
20,0.181354202109561,0.0
21,0.1687648860156515,0.0
22,0.0646478394011568,0.0
23,0.0945899965974821,0.0
24,0.1694453895882953,0.0
25,0.1902007485539299,0.0
26,0.0677101054780537,0.0
27,0.1418849948962231,0.0
28,0.2027900646478393,0.0
29,0.2357944879210615,0.0
30,0.4678462061925825,0.0
31,0.164681864579789,0.0
32,0.1129635930588635,0.0
33,0.0809799251446069,0.0
34,0.2184416468186457,0.0
35,0.0415107179312691,0.0
36,0.2749234433480776,0.0
37,0.2286492004083021,0.0
38,0.6287853011228309,0.0
39,0.2834297380061245,0.0
40,0.2868322558693432,1.0
41,0.3007825791085403,1.0
42,0.2752636951343994,1.0
43,0.050017012589316,1.0
44,0.1772711806736985,1.0
45,0.1748894181694454,1.0
46,0.3259612112963593,1.0
47,0.2647158897584212,1.0
48,0.4185096971759101,1.0
49,0.4212317114664852,1.0
50,0.4481116025859135,1.0
51,0.3548826131337189,1.0
52,0.2558693433140524,1.0
53,0.2786662129976182,1.0
54,0.1725076556651922,1.0
55,0.0506975161619598,1.0
56,0.4242939775433821,1.0
57,0.3473970738346377,1.0
58,0.4722694794147669,1.0
59,0.1490302824089826,1.0
60,0.2310309629125553,1.0
61,0.4144266757400476,1.0
62,0.3208574345015311,1.0
63,0.3222184416468187,1.0
64,0.3933310649880912,1.0
65,0.3732562095951004,1.0
66,0.485879550867642,1.0
67,1.0,1.0
68,0.3943518203470568,1.0
69,0.2725416808438244,1.0
70,0.1109220823409322,1.0
71,0.5505273902687989,1.0
72,0.2912555290915277,1.0
73,0.1384824770330044,1.0
74,0.2606328683225587,1.0
75,0.4862198026539639,1.0
76,0.3371895202449813,1.0
77,0.3096291255529091,1.0
78,0.1258931609390949,1.0
