,ENSG00000183111,ENSG00000282998,ENSG00000174417,ENSG00000089597,ENSG00000171566,Diagnosis
0,0.195304525348758,0.2456140350877192,0.4999999999999999,0.0055197792088317,0.2267958030669895,0.0
1,0.1697856413746171,0.2807017543859649,0.2499999999999999,0.2463661453541858,0.0403551251008878,0.0
2,0.2381762504253147,0.3508771929824561,0.2083333333333333,0.2145354185832566,0.1428571428571428,0.0
3,0.1425654984688669,0.3508771929824561,0.2916666666666666,0.2662373505059797,0.483454398708636,0.0
4,0.413405920381082,0.3508771929824561,0.75,0.6191352345906164,0.5956416464891041,0.0
5,0.1810139503232391,0.4736842105263157,0.3333333333333333,0.5206991720331188,0.6182405165456013,0.0
6,0.2664171486900306,0.1929824561403508,0.625,0.5586016559337627,0.5617433414043584,0.0
7,0.184416468186458,0.2631578947368421,0.2083333333333333,0.2434222631094756,0.1622276029055689,0.0
8,0.0830214358625382,0.3333333333333333,0.4999999999999999,0.2864765409383625,0.2090395480225989,0.0
9,0.2119768628785301,0.5087719298245614,0.6666666666666666,0.1755289788408464,0.2405165456012913,0.0
10,0.2439605307927866,0.4912280701754386,0.7916666666666666,0.2195032198712051,0.1678773204196933,0.0
11,0.1803334467505954,0.3333333333333333,0.7083333333333334,0.7354185832566696,0.5254237288135593,0.0
12,0.0707723715549506,0.3157894736842105,0.1666666666666666,0.2520699172033118,0.2364810330912025,0.0
13,0.1020755358965634,0.2982456140350877,0.4583333333333333,0.2231830726770929,0.2719935431799838,0.0
14,0.0,0.7543859649122806,0.2916666666666666,0.0695492180312787,0.1476997578692494,0.0
15,0.0966315073154134,0.2807017543859649,0.3333333333333333,0.278196872125115,0.3075060532687652,0.0
16,0.153453555631167,0.3333333333333333,0.125,0.2338546458141674,0.171912832929782,0.0
17,0.5358965634569581,0.2456140350877192,0.4166666666666666,0.9400183992640296,0.6020984665052462,0.0
18,0.2902347737325621,0.2280701754385964,0.0416666666666666,0.3010119595216192,0.2179176755447942,0.0
19,0.1177271180673698,0.4210526315789473,0.2083333333333333,0.2445262189512419,0.2574656981436642,0.0
20,0.181354202109561,0.2105263157894736,0.2083333333333333,0.0154553817847286,0.0411622276029055,0.0
21,0.1687648860156515,0.087719298245614,0.2499999999999999,0.2693652253909844,0.198547215496368,0.0
22,0.0646478394011568,0.2456140350877192,0.2916666666666666,0.3582336706531739,0.5213882163034704,0.0
23,0.0945899965974821,0.4912280701754386,0.5833333333333334,0.1192272309107635,0.5318805488297014,0.0
24,0.1694453895882953,0.4035087719298245,0.625,0.3589696412143515,0.5238095238095237,0.0
25,0.1902007485539299,0.3684210526315789,0.5416666666666666,0.3190432382704692,0.2808716707021791,0.0
26,0.0677101054780537,0.2631578947368421,0.1666666666666666,0.0,0.0112994350282485,0.0
27,0.1418849948962231,0.0350877192982456,0.3749999999999999,0.0513339466421343,0.0,0.0
28,0.2027900646478393,0.2982456140350877,0.4583333333333333,0.2349586016559337,0.2526230831315577,0.0
29,0.2357944879210615,0.4912280701754386,0.2499999999999999,0.2897884084636615,0.1856335754640839,0.0
30,0.4678462061925825,0.3684210526315789,0.125,0.3492180312787488,0.2292171105730427,0.0
31,0.164681864579789,0.1228070175438596,0.2499999999999999,0.4436062557497701,0.234866828087167,0.0
32,0.1129635930588635,0.5614035087719298,0.2916666666666666,0.498620055197792,0.4398708635996771,0.0
33,0.0809799251446069,0.3684210526315789,0.4583333333333333,0.8940202391904323,0.6610169491525424,0.0
34,0.2184416468186457,0.5438596491228069,0.9166666666666666,0.4754369825206991,0.6053268765133173,0.0
35,0.0415107179312691,0.0701754385964912,0.2083333333333333,0.317571297148114,0.4188861985472155,0.0
36,0.2749234433480776,0.2280701754385964,1.0,0.432750689972401,0.4850686037126715,0.0
37,0.2286492004083021,0.1578947368421052,0.4166666666666666,0.531738730450782,0.3551251008878127,0.0
38,0.6287853011228309,1.0,0.875,1.0,0.8635996771589993,0.0
39,0.2834297380061245,0.2807017543859649,0.4583333333333333,0.2029438822447102,0.1105730427764326,0.0
40,0.2868322558693432,0.2631578947368421,0.1666666666666666,0.4883164673413064,0.4891041162227602,1.0
41,0.3007825791085403,0.175438596491228,0.2083333333333333,0.3937442502299908,0.284907183212268,1.0
42,0.2752636951343994,0.2105263157894736,0.125,0.5201471941122354,0.602905569007264,1.0
43,0.050017012589316,0.2456140350877192,0.125,0.2894204231830727,0.3559322033898305,1.0
44,0.1772711806736985,0.1228070175438596,0.5833333333333334,0.2945722171113155,0.3050847457627119,1.0
45,0.1748894181694454,0.3157894736842105,0.0416666666666666,0.5558417663293468,0.1864406779661017,1.0
46,0.3259612112963593,0.0,0.2499999999999999,0.3344986200551978,0.2776432606941081,1.0
47,0.2647158897584212,0.1578947368421052,0.2083333333333333,0.4618215271389144,0.4390637610976594,1.0
48,0.4185096971759101,0.1929824561403508,0.2083333333333333,0.2723091076356946,0.1662631154156578,1.0
49,0.4212317114664852,0.2631578947368421,0.1666666666666666,0.6373505059797607,0.4576271186440677,1.0
50,0.4481116025859135,0.3157894736842105,0.2083333333333333,0.3462741490340386,0.1226795803066989,1.0
51,0.3548826131337189,0.2982456140350877,0.3749999999999999,0.7089236430542779,0.5964487489911219,1.0
52,0.2558693433140524,0.4385964912280701,0.2499999999999999,0.5273229070837168,0.3099273607748183,1.0
53,0.2786662129976182,0.4385964912280701,0.3749999999999999,0.4469181232750691,0.4576271186440677,1.0
54,0.1725076556651922,0.2280701754385964,0.6666666666666666,0.6732290708371665,0.4043583535108958,1.0
55,0.0506975161619598,0.2280701754385964,0.3333333333333333,0.4883164673413064,0.1581920903954802,1.0
56,0.4242939775433821,0.0526315789473684,0.3333333333333333,0.4509659613615456,0.3147699757869249,1.0
57,0.3473970738346377,0.1929824561403508,0.2083333333333333,0.3863845446182152,0.2550443906376109,1.0
58,0.4722694794147669,0.2280701754385964,0.125,0.6395584176632935,0.3228410008071025,1.0
59,0.1490302824089826,0.0526315789473684,0.2499999999999999,0.6597976080956761,0.6489104116222761,1.0
60,0.2310309629125553,0.2631578947368421,0.1666666666666666,0.4250229990800368,0.4051654560129136,1.0
61,0.4144266757400476,0.1228070175438596,0.2499999999999999,0.3238270469181232,0.3107344632768361,1.0
62,0.3208574345015311,0.2280701754385964,0.0,0.0195032198712051,0.16545601291364,1.0
63,0.3222184416468187,0.175438596491228,0.0833333333333333,0.2978840846366145,0.3680387409200968,1.0
64,0.3933310649880912,0.3859649122807017,0.0833333333333333,0.4195032198712051,0.3438256658595641,1.0
65,0.3732562095951004,0.175438596491228,0.4583333333333333,0.2713891444342227,0.1686844229217111,1.0
66,0.485879550867642,0.1578947368421052,0.125,0.3525298988040478,0.3494753833736885,1.0
67,1.0,0.5789473684210527,0.4166666666666666,0.916651333946642,1.0,1.0
68,0.3943518203470568,0.1403508771929824,0.0833333333333333,0.8529898804047839,0.8878127522195318,1.0
69,0.2725416808438244,0.3333333333333333,0.3333333333333333,0.2743330266789329,0.3979015334947538,1.0
70,0.1109220823409322,0.0350877192982456,0.0416666666666666,0.4713891444342227,0.2736077481840194,1.0
71,0.5505273902687989,0.3333333333333333,0.2083333333333333,0.5063477460901563,0.4761904761904762,1.0
72,0.2912555290915277,0.2807017543859649,0.3749999999999999,0.5740570377184914,0.2526230831315577,1.0
73,0.1384824770330044,0.2280701754385964,0.125,0.5499540018399264,0.5221953188054882,1.0
74,0.2606328683225587,0.4561403508771929,0.1666666666666666,0.6958601655933762,0.5673930589184828,1.0
75,0.4862198026539639,0.4385964912280701,0.3333333333333333,0.7747930082796689,0.6230831315577079,1.0
76,0.3371895202449813,0.1578947368421052,0.2083333333333333,0.1424103035878565,0.1493139628732848,1.0
77,0.3096291255529091,0.087719298245614,0.3333333333333333,0.4178472861085557,0.4301856335754641,1.0
78,0.1258931609390949,0.2105263157894736,0.3333333333333333,0.4404783808647653,0.602905569007264,1.0
