,ENSG00000183111,ENSG00000282998,ENSG00000174417,ENSG00000089597,ENSG00000171566,ENSG00000269054,ENSG00000207327,ENSG00000222007,ENSG00000182698,ENSG00000213033,ENSG00000178093,ENSG00000262468,ENSG00000268618,ENSG00000249715,ENSG00000204099,Diagnosis
0,0.195304525348758,0.2456140350877192,0.4999999999999999,0.0055197792088317,0.2267958030669895,0.0338600451467268,0.3333333333333333,0.2,0.3461538461538461,0.2413793103448276,0.0289855072463768,0.182741116751269,0.8333333333333333,0.1470588235294117,0.3933333333333334,0.0
1,0.1697856413746171,0.2807017543859649,0.2499999999999999,0.2463661453541858,0.0403551251008878,0.2347629796839729,0.2222222222222222,0.6000000000000001,0.0769230769230769,0.4827586206896552,0.3333333333333333,0.1725888324873096,0.4166666666666666,0.1470588235294117,0.9533333333333336,0.0
2,0.2381762504253147,0.3508771929824561,0.2083333333333333,0.2145354185832566,0.1428571428571428,0.128668171557562,0.1481481481481481,0.6000000000000001,0.5000000000000001,0.6551724137931034,0.289855072463768,0.2436548223350253,0.4166666666666666,0.125,0.4533333333333333,0.0
3,0.1425654984688669,0.3508771929824561,0.2916666666666666,0.2662373505059797,0.483454398708636,0.0338600451467268,0.2592592592592592,0.4,0.6153846153846154,0.1379310344827586,0.2463768115942029,0.3807106598984771,0.0833333333333333,0.1397058823529411,0.2866666666666667,0.0
4,0.413405920381082,0.3508771929824561,0.75,0.6191352345906164,0.5956416464891041,0.4153498871331829,0.3703703703703703,0.2,0.4615384615384615,0.2413793103448276,0.3188405797101449,0.6802030456852791,0.1666666666666666,0.375,0.38,0.0
5,0.1810139503232391,0.4736842105263157,0.3333333333333333,0.5206991720331188,0.6182405165456013,0.0451467268623025,0.3703703703703703,0.4,0.9230769230769232,0.1034482758620689,0.289855072463768,0.3350253807106599,0.4166666666666666,0.2647058823529412,0.38,0.0
6,0.2664171486900306,0.1929824561403508,0.625,0.5586016559337627,0.5617433414043584,0.2167042889390519,0.037037037037037,0.4,0.4230769230769231,0.896551724137931,1.0,0.4416243654822335,0.5,0.213235294117647,0.4733333333333334,0.0
7,0.184416468186458,0.2631578947368421,0.2083333333333333,0.2434222631094756,0.1622276029055689,0.2776523702031602,0.1481481481481481,0.0,0.1538461538461538,0.2413793103448276,0.2028985507246376,0.5939086294416244,0.25,0.213235294117647,0.5866666666666667,0.0
8,0.0830214358625382,0.3333333333333333,0.4999999999999999,0.2864765409383625,0.2090395480225989,0.3205417607223476,0.3333333333333333,0.2,0.3076923076923077,0.2758620689655172,0.5507246376811594,0.3908629441624365,0.4166666666666666,0.1838235294117647,0.2933333333333334,0.0
9,0.2119768628785301,0.5087719298245614,0.6666666666666666,0.1755289788408464,0.2405165456012913,0.2257336343115124,0.5185185185185185,0.4,0.2692307692307693,0.2068965517241379,0.1304347826086956,0.3248730964467005,0.1666666666666666,0.1176470588235294,0.4266666666666667,0.0
10,0.2439605307927866,0.4912280701754386,0.7916666666666666,0.2195032198712051,0.1678773204196933,0.2121896162528216,0.4444444444444444,0.0,0.3461538461538461,0.2413793103448276,0.1014492753623188,0.4111675126903553,0.25,0.1985294117647059,0.6533333333333334,0.0
11,0.1803334467505954,0.3333333333333333,0.7083333333333334,0.7354185832566696,0.5254237288135593,0.5981941309255079,0.1851851851851851,0.0,0.4615384615384615,0.6206896551724138,0.6231884057971014,0.5685279187817258,0.25,0.3308823529411764,0.2133333333333333,0.0
12,0.0707723715549506,0.3157894736842105,0.1666666666666666,0.2520699172033118,0.2364810330912025,0.1422121896162528,0.5555555555555556,0.4,0.3076923076923077,0.4482758620689655,0.0579710144927536,0.5786802030456852,0.25,0.1838235294117647,0.1466666666666666,0.0
13,0.1020755358965634,0.2982456140350877,0.4583333333333333,0.2231830726770929,0.2719935431799838,0.2302483069977426,0.6296296296296295,0.6000000000000001,0.576923076923077,0.7241379310344828,0.1159420289855072,0.3502538071065989,0.1666666666666666,0.2720588235294117,0.2466666666666667,0.0
14,0.0,0.7543859649122806,0.2916666666666666,0.0695492180312787,0.1476997578692494,0.1512415349887133,0.3703703703703703,0.2,0.1153846153846153,0.4827586206896552,0.1739130434782609,0.2791878172588832,0.0833333333333333,0.1764705882352941,0.1333333333333333,0.0
15,0.0966315073154134,0.2807017543859649,0.3333333333333333,0.278196872125115,0.3075060532687652,0.3024830699774267,0.2222222222222222,0.2,0.1538461538461538,0.4137931034482759,0.2028985507246376,0.4111675126903553,0.6666666666666666,0.3088235294117647,0.2466666666666667,0.0
16,0.153453555631167,0.3333333333333333,0.125,0.2338546458141674,0.171912832929782,0.4672686230248307,0.1851851851851851,0.4,0.4230769230769231,0.2413793103448276,0.2318840579710145,0.6852791878172588,0.1666666666666666,0.3161764705882353,0.3533333333333334,0.0
17,0.5358965634569581,0.2456140350877192,0.4166666666666666,0.9400183992640296,0.6020984665052462,0.2799097065462753,0.3333333333333333,0.0,0.8076923076923078,0.5517241379310345,0.8695652173913044,1.0,0.3333333333333333,0.3602941176470588,0.1133333333333333,0.0
18,0.2902347737325621,0.2280701754385964,0.0416666666666666,0.3010119595216192,0.2179176755447942,0.2934537246049661,0.1111111111111111,0.4,0.1538461538461538,1.0,0.0869565217391304,0.0862944162436548,0.25,0.2279411764705882,0.3333333333333333,0.0
19,0.1177271180673698,0.4210526315789473,0.2083333333333333,0.2445262189512419,0.2574656981436642,0.3589164785553047,0.1111111111111111,0.2,0.1923076923076923,0.4827586206896552,0.1594202898550724,0.5177664974619289,0.25,0.213235294117647,0.16,0.0
20,0.181354202109561,0.2105263157894736,0.2083333333333333,0.0154553817847286,0.0411622276029055,0.0654627539503386,0.1481481481481481,0.4,0.1538461538461538,0.1379310344827586,0.1014492753623188,0.0,0.25,0.0588235294117646,0.3733333333333333,0.0
21,0.1687648860156515,0.087719298245614,0.2499999999999999,0.2693652253909844,0.198547215496368,0.1264108352144469,0.2222222222222222,0.2,0.4230769230769231,0.3793103448275862,0.2608695652173913,0.5177664974619289,0.0833333333333333,0.1176470588235294,0.1866666666666667,0.0
22,0.0646478394011568,0.2456140350877192,0.2916666666666666,0.3582336706531739,0.5213882163034704,0.4243792325056433,0.0,0.2,0.5000000000000001,0.1034482758620689,0.1304347826086956,0.3197969543147207,0.5,0.1323529411764705,0.2066666666666666,0.0
23,0.0945899965974821,0.4912280701754386,0.5833333333333334,0.1192272309107635,0.5318805488297014,0.1015801354401806,0.074074074074074,0.4,0.5000000000000001,0.3103448275862069,0.0869565217391304,0.3502538071065989,0.0833333333333333,0.1617647058823529,0.3,0.0
24,0.1694453895882953,0.4035087719298245,0.625,0.3589696412143515,0.5238095238095237,0.146726862302483,0.2222222222222222,0.2,0.6153846153846154,0.3103448275862069,0.3333333333333333,0.4213197969543146,0.5833333333333333,0.3308823529411764,0.2,0.0
25,0.1902007485539299,0.3684210526315789,0.5416666666666666,0.3190432382704692,0.2808716707021791,0.1060948081264108,0.074074074074074,0.2,0.1923076923076923,0.2413793103448276,0.2028985507246376,0.4213197969543146,0.5833333333333333,0.2352941176470588,0.4933333333333334,0.0
26,0.0677101054780537,0.2631578947368421,0.1666666666666666,0.0,0.0112994350282485,0.1693002257336343,0.1851851851851851,0.2,0.1153846153846153,0.5172413793103449,0.1159420289855072,0.299492385786802,0.25,0.1544117647058823,0.0,0.0
27,0.1418849948962231,0.0350877192982456,0.3749999999999999,0.0513339466421343,0.0,0.0135440180586907,0.1111111111111111,0.4,0.1538461538461538,0.0689655172413793,0.0289855072463768,0.1776649746192893,0.0,0.3970588235294118,0.24,0.0
28,0.2027900646478393,0.2982456140350877,0.4583333333333333,0.2349586016559337,0.2526230831315577,0.1331828442437923,0.1111111111111111,0.2,0.3076923076923077,0.4482758620689655,0.2608695652173913,0.4010152284263959,0.3333333333333333,0.2058823529411764,0.1466666666666666,0.0
29,0.2357944879210615,0.4912280701754386,0.2499999999999999,0.2897884084636615,0.1856335754640839,0.146726862302483,0.1851851851851851,0.0,0.3076923076923077,0.0344827586206896,0.2753623188405797,0.2385786802030456,0.0833333333333333,0.1176470588235294,0.4866666666666667,0.0
30,0.4678462061925825,0.3684210526315789,0.125,0.3492180312787488,0.2292171105730427,0.2934537246049661,0.4444444444444444,0.2,0.4615384615384615,0.1724137931034482,0.391304347826087,0.1928934010152284,0.3333333333333333,0.2867647058823529,0.3866666666666667,0.0
31,0.164681864579789,0.1228070175438596,0.2499999999999999,0.4436062557497701,0.234866828087167,0.3205417607223476,0.2592592592592592,1.0,0.3076923076923077,0.7931034482758621,0.5652173913043479,0.583756345177665,0.25,0.2647058823529412,0.1666666666666666,0.0
32,0.1129635930588635,0.5614035087719298,0.2916666666666666,0.498620055197792,0.4398708635996771,0.7223476297968398,0.037037037037037,0.0,0.1538461538461538,0.3793103448275862,0.2463768115942029,0.5634517766497461,0.3333333333333333,0.4191176470588235,0.4333333333333333,0.0
33,0.0809799251446069,0.3684210526315789,0.4583333333333333,0.8940202391904323,0.6610169491525424,0.1489841986455981,0.1111111111111111,0.0,0.6153846153846154,0.0,0.9710144927536232,0.5482233502538071,0.0833333333333333,0.1764705882352941,0.0866666666666666,0.0
34,0.2184416468186457,0.5438596491228069,0.9166666666666666,0.4754369825206991,0.6053268765133173,0.4085778781038375,0.3333333333333333,0.0,0.5384615384615385,0.5172413793103449,0.3043478260869565,0.6395939086294415,0.1666666666666666,0.5514705882352942,0.3133333333333333,0.0
35,0.0415107179312691,0.0701754385964912,0.2083333333333333,0.317571297148114,0.4188861985472155,0.2415349887133182,0.037037037037037,0.4,0.8076923076923078,0.5172413793103449,0.6811594202898551,0.3756345177664975,0.0833333333333333,0.0955882352941176,0.16,0.0
36,0.2749234433480776,0.2280701754385964,1.0,0.432750689972401,0.4850686037126715,0.1060948081264108,0.037037037037037,0.4,0.5000000000000001,0.2413793103448276,0.4927536231884059,0.314720812182741,0.3333333333333333,0.5661764705882353,0.28,0.0
37,0.2286492004083021,0.1578947368421052,0.4166666666666666,0.531738730450782,0.3551251008878127,0.200902934537246,0.1481481481481481,0.2,0.1538461538461538,0.3448275862068966,0.1884057971014492,0.4111675126903553,0.75,0.3161764705882353,0.32,0.0
38,0.6287853011228309,1.0,0.875,1.0,0.8635996771589993,0.1693002257336343,0.037037037037037,0.0,1.0,0.1034482758620689,0.5942028985507247,0.3807106598984771,0.1666666666666666,0.5294117647058824,0.3666666666666667,0.0
39,0.2834297380061245,0.2807017543859649,0.4583333333333333,0.2029438822447102,0.1105730427764326,0.2618510158013544,0.3333333333333333,0.6000000000000001,0.1923076923076923,0.2068965517241379,0.0,0.3096446700507613,0.4166666666666666,0.2867647058823529,0.3933333333333334,0.0
40,0.2868322558693432,0.2631578947368421,0.1666666666666666,0.4883164673413064,0.4891041162227602,0.327313769751693,0.2222222222222222,0.2,0.1153846153846153,0.4482758620689655,0.5362318840579711,0.6852791878172588,0.3333333333333333,0.1985294117647059,0.3,1.0
41,0.3007825791085403,0.175438596491228,0.2083333333333333,0.3937442502299908,0.284907183212268,0.1557562076749435,0.1481481481481481,0.2,0.3076923076923077,0.3448275862068966,0.7101449275362319,0.1928934010152284,0.3333333333333333,0.0,0.32,1.0
