,ENSG00000183111,ENSG00000282998,ENSG00000174417,ENSG00000089597,ENSG00000171566,ENSG00000269054,ENSG00000207327,ENSG00000222007,ENSG00000182698,ENSG00000213033,ENSG00000178093,ENSG00000262468,ENSG00000268618,ENSG00000249715,ENSG00000204099,ENSG00000001497,ENSG00000106366,ENSG00000224383,ENSG00000248531,ENSG00000173548,ENSG00000072135,ENSG00000251347,ENSG00000279133,ENSG00000114124,ENSG00000180481,ENSG00000037749,ENSG00000277501,ENSG00000060642,ENSG00000163507,ENSG00000149591,ENSG00000222009,ENSG00000205643,ENSG00000250240,ENSG00000244545,ENSG00000161513,ENSG00000007341,ENSG00000136869,ENSG00000163702,ENSG00000087250,ENSG00000135124,ENSG00000122432,ENSG00000224067,Diagnosis
0,0.195304525348758,0.2456140350877192,0.4999999999999999,0.0055197792088317,0.2267958030669895,0.0338600451467268,0.3333333333333333,0.2,0.3461538461538461,0.2413793103448276,0.0289855072463768,0.182741116751269,0.8333333333333333,0.1470588235294117,0.3933333333333334,0.1794751640112464,0.0410639290713952,0.0566037735849056,0.0,0.0958268933539412,0.208955223880597,0.0769230769230769,0.409090909090909,0.0529247910863509,0.3674698795180723,0.1234177215189873,0.2,0.1369047619047619,0.5725490196078431,0.1347222222222223,0.0886699507389162,0.2209302325581395,0.6666666666666666,0.25,0.1972789115646258,0.2661290322580644,0.2497482376636455,0.0659670164917541,0.066772026866851,0.2702702702702703,0.0377358490566037,0.4210526315789473,0.0
1,0.1697856413746171,0.2807017543859649,0.2499999999999999,0.2463661453541858,0.0403551251008878,0.2347629796839729,0.2222222222222222,0.6000000000000001,0.0769230769230769,0.4827586206896552,0.3333333333333333,0.1725888324873096,0.4166666666666666,0.1470588235294117,0.9533333333333336,0.1958762886597938,0.0139990667288847,0.0566037735849056,0.0,0.3755795981452859,0.3042479908151549,0.0769230769230769,0.2560606060606061,0.2430362116991643,1.0000000000000002,0.370253164556962,0.4,0.5992063492063492,0.0078431372549019,0.1666666666666667,0.0985221674876847,0.2170542635658914,0.3333333333333333,0.0,0.0816326530612245,0.4048387096774194,0.3363544813695871,0.0764617691154422,0.2382457526669301,0.0491400491400491,0.0,1.0,0.0
2,0.2381762504253147,0.3508771929824561,0.2083333333333333,0.2145354185832566,0.1428571428571428,0.128668171557562,0.1481481481481481,0.6000000000000001,0.5000000000000001,0.6551724137931034,0.289855072463768,0.2436548223350253,0.4166666666666666,0.125,0.4533333333333333,0.2164948453608247,0.0275314979001399,0.0754716981132075,0.0,0.2642967542503864,0.39150401836969,0.2307692307692307,0.2651515151515151,0.3314763231197771,0.1024096385542168,0.3227848101265822,0.0,0.3432539682539682,0.2313725490196078,0.0833333333333333,0.2019704433497536,0.2248062015503875,0.6,0.0,0.2040816326530612,0.2629032258064515,0.29607250755287,0.1064467766116941,0.1730541288028447,0.1597051597051597,0.0094339622641509,0.5964912280701753,0.0
3,0.1425654984688669,0.3508771929824561,0.2916666666666666,0.2662373505059797,0.483454398708636,0.0338600451467268,0.2592592592592592,0.4,0.6153846153846154,0.1379310344827586,0.2463768115942029,0.3807106598984771,0.0833333333333333,0.1397058823529411,0.2866666666666667,0.2553889409559512,0.1031264582361176,0.1886792452830188,0.0,0.1638330757341576,0.1905855338691159,0.0769230769230769,0.3545454545454545,0.3182451253481894,0.1987951807228916,0.3628691983122362,0.0,0.1944444444444444,0.6392156862745098,0.1805555555555555,0.2167487684729064,0.1395348837209302,0.6,0.25,0.2959183673469387,0.3629032258064516,0.3182275931520644,0.1229385307346326,0.1505333860134334,0.1695331695331695,0.0283018867924528,0.1052631578947368,0.0
4,0.413405920381082,0.3508771929824561,0.75,0.6191352345906164,0.5956416464891041,0.4153498871331829,0.3703703703703703,0.2,0.4615384615384615,0.2413793103448276,0.3188405797101449,0.6802030456852791,0.1666666666666666,0.375,0.38,0.5121836925960637,0.1698553429771348,0.1509433962264151,0.5,0.5038639876352395,0.616532721010333,0.3846153846153846,0.6848484848484848,0.2416434540389972,0.0542168674698795,0.6497890295358648,1.0,0.240079365079365,0.584313725490196,0.7375,0.3004926108374384,0.6434108527131783,0.3333333333333333,0.25,0.2857142857142857,0.8145161290322581,0.5427995971802617,0.1619190404797601,0.2240221256420387,0.6142506142506142,0.0754716981132075,0.175438596491228,0.0
5,0.1810139503232391,0.4736842105263157,0.3333333333333333,0.5206991720331188,0.6182405165456013,0.0451467268623025,0.3703703703703703,0.4,0.9230769230769232,0.1034482758620689,0.289855072463768,0.3350253807106599,0.4166666666666666,0.2647058823529412,0.38,0.2596063730084348,0.0130657956136257,0.1886792452830188,0.0,0.1978361669242658,0.5338691159586683,0.0769230769230769,0.4378787878787878,0.4930362116991643,0.5060240963855421,0.4367088607594935,0.0,0.488095238095238,0.7882352941176471,0.1152777777777778,0.1871921182266009,0.5,0.7333333333333333,0.0,0.3129251700680272,0.6758064516129031,0.5478348439073515,0.1979010494752623,0.1291979454760964,0.4619164619164619,0.1037735849056603,0.1929824561403508,0.0
6,0.2664171486900306,0.1929824561403508,0.625,0.5586016559337627,0.5617433414043584,0.2167042889390519,0.037037037037037,0.4,0.4230769230769231,0.896551724137931,1.0,0.4416243654822335,0.5,0.213235294117647,0.4733333333333334,0.3931583880037488,0.0069995333644423,0.2830188679245283,0.0,0.3091190108191653,0.6659012629161883,0.1538461538461538,0.4469696969696969,0.3885793871866295,0.8373493975903614,0.6244725738396624,0.4,0.628968253968254,0.4196078431372548,0.2180555555555555,0.2660098522167488,0.5271317829457364,0.6,0.0,0.4931972789115646,0.7548387096774193,0.4078549848942598,0.1649175412293853,0.1584354010272619,0.7297297297297296,0.1698113207547169,0.5263157894736841,0.0
7,0.184416468186458,0.2631578947368421,0.2083333333333333,0.2434222631094756,0.1622276029055689,0.2776523702031602,0.1481481481481481,0.0,0.1538461538461538,0.2413793103448276,0.2028985507246376,0.5939086294416244,0.25,0.213235294117647,0.5866666666666667,0.1916588566073102,0.0088660755949603,0.1509433962264151,0.0,0.1020092735703245,0.2411021814006888,0.1538461538461538,0.3227272727272726,0.2806406685236768,0.2590361445783132,0.1613924050632911,0.2,0.2559523809523809,0.7450980392156863,0.2916666666666667,0.0788177339901477,0.2829457364341085,1.0,0.0,0.2108843537414965,0.2983870967741936,0.162134944612286,0.0419790104947526,0.039905175819834,0.3685503685503685,0.0660377358490566,0.1403508771929824,0.0
8,0.0830214358625382,0.3333333333333333,0.4999999999999999,0.2864765409383625,0.2090395480225989,0.3205417607223476,0.3333333333333333,0.2,0.3076923076923077,0.2758620689655172,0.5507246376811594,0.3908629441624365,0.4166666666666666,0.1838235294117647,0.2933333333333334,0.3491096532333645,0.0177321511899206,0.0377358490566037,0.0,0.0927357032457495,0.5281285878300804,0.2307692307692307,0.456060606060606,0.2423398328690807,0.7168674698795181,0.1729957805907173,0.2,0.2202380952380952,0.2705882352941177,0.2375,0.147783251231527,0.3682170542635659,0.1333333333333333,0.0,0.1666666666666666,0.3935483870967741,0.391742195367573,0.0959520239880059,0.0142236270248913,0.4422604422604422,0.0849056603773585,0.6491228070175439,0.0
9,0.2119768628785301,0.5087719298245614,0.6666666666666666,0.1755289788408464,0.2405165456012913,0.2257336343115124,0.5185185185185185,0.4,0.2692307692307693,0.2068965517241379,0.1304347826086956,0.3248730964467005,0.1666666666666666,0.1176470588235294,0.4266666666666667,0.2305529522024367,0.0690620625291647,0.2075471698113207,0.0,0.1174652241112828,0.4144661308840414,0.5384615384615385,0.4106060606060605,0.1559888579387186,0.0301204819277108,0.0896624472573839,0.0,0.2579365079365079,0.3372549019607843,0.1319444444444445,0.0689655172413793,0.2751937984496123,0.2,0.0,0.2414965986394558,0.2806451612903226,0.2447129909365559,0.0599700149925037,0.0517581983405768,0.2334152334152334,0.0849056603773585,0.4210526315789473,0.0
10,0.2439605307927866,0.4912280701754386,0.7916666666666666,0.2195032198712051,0.1678773204196933,0.2121896162528216,0.4444444444444444,0.0,0.3461538461538461,0.2413793103448276,0.1014492753623188,0.4111675126903553,0.25,0.1985294117647059,0.6533333333333334,0.2811621368322399,0.0284647690153989,0.0188679245283018,0.0,0.321483771251932,0.1974741676234214,0.1538461538461538,0.4212121212121211,0.1364902506963788,0.2048192771084337,0.1118143459915611,0.0,0.1329365079365079,0.3568627450980391,0.476388888888889,0.2413793103448275,0.2713178294573644,0.1333333333333333,0.0,0.2925170068027211,0.2903225806451611,0.1450151057401812,0.1004497751124437,0.0525483998419597,0.3095823095823096,0.1037735849056603,0.2631578947368421,0.0
11,0.1803334467505954,0.3333333333333333,0.7083333333333334,0.7354185832566696,0.5254237288135593,0.5981941309255079,0.1851851851851851,0.0,0.4615384615384615,0.6206896551724138,0.6231884057971014,0.5685279187817258,0.25,0.3308823529411764,0.2133333333333333,0.4400187441424555,0.0135324311712552,0.2264150943396226,0.0,0.3894899536321484,0.5086107921928819,0.1538461538461538,0.5227272727272727,0.3732590529247911,0.8253012048192772,0.581223628691983,0.2,0.3869047619047618,0.3568627450980391,0.3444444444444444,0.2561576354679803,0.4263565891472868,0.3333333333333333,0.5,0.2721088435374149,0.8806451612903224,0.4259818731117824,0.3013493253373313,0.0292374555511655,0.542997542997543,0.1509433962264151,0.3508771929824561,0.0
12,0.0707723715549506,0.3157894736842105,0.1666666666666666,0.2520699172033118,0.2364810330912025,0.1422121896162528,0.5555555555555556,0.4,0.3076923076923077,0.4482758620689655,0.0579710144927536,0.5786802030456852,0.25,0.1838235294117647,0.1466666666666666,0.2207122774133083,0.2398506766215585,0.2641509433962264,0.0,0.1375579598145285,0.0551090700344432,0.2307692307692307,0.3681818181818181,0.0,0.1265060240963855,0.1719409282700421,0.2,0.0,0.1999999999999999,0.1638888888888889,0.2266009852216748,0.0,0.1333333333333333,0.0,0.1632653061224489,0.3564516129032257,0.1369587109768378,0.0629685157421289,0.061240616357171,0.1056511056511056,0.0660377358490566,0.1052631578947368,0.0
13,0.1020755358965634,0.2982456140350877,0.4583333333333333,0.2231830726770929,0.2719935431799838,0.2302483069977426,0.6296296296296295,0.6000000000000001,0.576923076923077,0.7241379310344828,0.1159420289855072,0.3502538071065989,0.1666666666666666,0.2720588235294117,0.2466666666666667,0.2563261480787254,0.3005132991133925,0.0377358490566037,0.5,0.4018547140649149,0.2411021814006888,0.1538461538461538,0.6151515151515151,0.064066852367688,0.0240963855421686,0.3597046413502109,0.2,0.1408730158730158,0.392156862745098,0.3916666666666667,0.3596059113300492,0.2984496124031007,0.3333333333333333,0.25,0.1836734693877551,0.3758064516129032,0.2648539778449144,0.0839580209895052,0.2508889766890557,0.3611793611793612,0.160377358490566,0.087719298245614,0.0
14,0.0,0.7543859649122806,0.2916666666666666,0.0695492180312787,0.1476997578692494,0.1512415349887133,0.3703703703703703,0.2,0.1153846153846153,0.4827586206896552,0.1739130434782609,0.2791878172588832,0.0833333333333333,0.1764705882352941,0.1333333333333333,0.2118088097469541,0.0027998133457769,0.0377358490566037,0.0,0.1576506955177743,0.1986222732491389,0.1538461538461538,0.4242424242424242,0.0947075208913648,0.2650602409638554,0.0232067510548522,0.6000000000000001,0.2003968253968254,0.3803921568627451,0.1277777777777777,0.1773399014778325,0.1821705426356589,0.6,0.0,0.1666666666666666,0.1661290322580645,0.3474320241691843,0.0704647676161918,0.0537337020940339,0.1867321867321867,0.0943396226415094,0.3508771929824561,0.0
15,0.0966315073154134,0.2807017543859649,0.3333333333333333,0.278196872125115,0.3075060532687652,0.3024830699774267,0.2222222222222222,0.2,0.1538461538461538,0.4137931034482759,0.2028985507246376,0.4111675126903553,0.6666666666666666,0.3088235294117647,0.2466666666666667,0.2155576382380505,0.0065328978068128,0.1886792452830188,0.0,0.1978361669242658,0.2812858783008036,0.1538461538461538,0.5454545454545454,0.1775766016713091,0.8012048192771084,0.2943037974683543,0.2,0.4007936507936508,0.2313725490196078,0.1347222222222223,0.3152709359605911,0.4186046511627906,0.4666666666666667,0.0,0.2040816326530612,0.4935483870967742,0.2396777442094662,0.0929535232383808,0.0719083366258395,0.3906633906633906,0.3113207547169811,0.3508771929824561,0.0
16,0.153453555631167,0.3333333333333333,0.125,0.2338546458141674,0.171912832929782,0.4672686230248307,0.1851851851851851,0.4,0.4230769230769231,0.2413793103448276,0.2318840579710145,0.6852791878172588,0.1666666666666666,0.3161764705882353,0.3533333333333334,0.1766635426429241,0.0163322445170321,0.0566037735849056,0.0,0.1391035548686244,0.2032146957520092,0.5384615384615385,0.2984848484848484,0.1532033426183843,0.1746987951807229,0.1360759493670885,0.0,0.2063492063492063,0.4549019607843136,0.3152777777777779,0.167487684729064,0.2906976744186046,0.2,0.25,0.0782312925170068,0.3483870967741934,0.1802618328298086,0.1349325337331334,0.042670881074674,0.2923832923832924,0.0754716981132075,0.175438596491228,0.0
17,0.5358965634569581,0.2456140350877192,0.4166666666666666,0.9400183992640296,0.6020984665052462,0.2799097065462753,0.3333333333333333,0.0,0.8076923076923078,0.5517241379310345,0.8695652173913044,1.0,0.3333333333333333,0.3602941176470588,0.1133333333333333,0.3552014995313964,0.3985067662155856,1.0,0.0,0.4095826893353941,0.5671641791044776,0.3846153846153846,0.5136363636363636,0.3259052924791086,0.1807228915662651,0.8755274261603374,0.4,0.4642857142857143,0.7098039215686274,1.0,0.3694581280788177,0.5155038759689923,0.4666666666666667,0.75,0.282312925170068,0.8612903225806451,0.1389728096676737,0.361319340329835,0.3915448439352035,0.2825552825552825,0.2075471698113207,0.175438596491228,0.0
18,0.2902347737325621,0.2280701754385964,0.0416666666666666,0.3010119595216192,0.2179176755447942,0.2934537246049661,0.1111111111111111,0.4,0.1538461538461538,1.0,0.0869565217391304,0.0862944162436548,0.25,0.2279411764705882,0.3333333333333333,0.1438612933458293,0.0186654223051796,0.0943396226415094,0.0,0.4868624420401854,0.2284730195177956,0.1538461538461538,0.253030303030303,0.3454038997214484,0.6204819277108433,0.3227848101265822,0.0,0.369047619047619,0.1686274509803921,0.0805555555555556,0.1724137931034483,0.251937984496124,0.5333333333333333,0.25,0.119047619047619,0.3903225806451612,0.1540785498489426,0.1334332833583208,0.1284077439747135,0.2457002457002457,0.1037735849056603,0.631578947368421,0.0
19,0.1177271180673698,0.4210526315789473,0.2083333333333333,0.2445262189512419,0.2574656981436642,0.3589164785553047,0.1111111111111111,0.2,0.1923076923076923,0.4827586206896552,0.1594202898550724,0.5177664974619289,0.25,0.213235294117647,0.16,0.2933458294283036,0.2552496500233318,0.0566037735849056,0.0,0.1854714064914992,0.3398392652123995,0.0769230769230769,0.5181818181818182,0.1086350974930361,0.0120481927710843,0.2257383966244724,0.0,0.2142857142857143,0.4,0.2069444444444445,0.147783251231527,0.3062015503875969,0.2666666666666666,0.0,0.1666666666666666,0.3516129032258065,0.1651560926485397,0.025487256371814,0.0900829711576452,0.2432432432432432,0.0754716981132075,0.1578947368421052,0.0
