,ENSG00000039650,ENSG00000054118,ENSG00000060069,ENSG00000081479,ENSG00000087302,ENSG00000100297,ENSG00000100941,ENSG00000101040,ENSG00000104894,ENSG00000107882,ENSG00000107902,ENSG00000108469,ENSG00000109452,ENSG00000112877,ENSG00000117154,ENSG00000118420,ENSG00000119333,ENSG00000122432,ENSG00000130669,ENSG00000136068,ENSG00000136732,ENSG00000137460,ENSG00000137857,ENSG00000138136,ENSG00000141756,ENSG00000143554,ENSG00000143889,ENSG00000145241,ENSG00000151503,ENSG00000153721,ENSG00000155111,ENSG00000157349,ENSG00000164220,ENSG00000165238,ENSG00000165923,ENSG00000166261,ENSG00000172478,ENSG00000172663,ENSG00000172772,ENSG00000173193,ENSG00000173852,ENSG00000174417,ENSG00000175221,ENSG00000175536,ENSG00000177084,ENSG00000179447,ENSG00000182170,ENSG00000182199,ENSG00000182327,ENSG00000182979,ENSG00000184613,ENSG00000184895,ENSG00000186665,ENSG00000197536,ENSG00000198185,ENSG00000198431,ENSG00000198824,ENSG00000205078,ENSG00000206681,ENSG00000207002,ENSG00000207049,ENSG00000207650,ENSG00000207698,ENSG00000212265,ENSG00000213014,ENSG00000213296,ENSG00000213638,ENSG00000214226,ENSG00000215883,ENSG00000217160,ENSG00000220848,ENSG00000222383,ENSG00000223715,ENSG00000223928,ENSG00000224339,ENSG00000224692,ENSG00000224781,ENSG00000224961,ENSG00000225066,ENSG00000225163,ENSG00000225357,ENSG00000226242,ENSG00000226352,ENSG00000226359,ENSG00000227014,ENSG00000227254,ENSG00000227800,ENSG00000227895,ENSG00000227929,ENSG00000227946,ENSG00000228118,ENSG00000228505,ENSG00000228779,ENSG00000229146,ENSG00000229607,ENSG00000229775,ENSG00000229923,ENSG00000230606,ENSG00000230739,ENSG00000230979,ENSG00000231907,ENSG00000231940,ENSG00000232183,ENSG00000232498,ENSG00000232977,ENSG00000233107,ENSG00000233623,ENSG00000233916,ENSG00000233933,ENSG00000233946,ENSG00000234087,ENSG00000234241,ENSG00000234292,ENSG00000234819,ENSG00000235213,ENSG00000235262,ENSG00000235619,ENSG00000235770,ENSG00000236445,ENSG00000236499,ENSG00000237002,ENSG00000237604,ENSG00000237699,ENSG00000239572,ENSG00000240006,ENSG00000240520,ENSG00000241241,ENSG00000242641,ENSG00000243156,ENSG00000243260,ENSG00000244402,ENSG00000244668,ENSG00000248449,ENSG00000248994,ENSG00000249140,ENSG00000249465,ENSG00000250539,ENSG00000250704,ENSG00000250732,ENSG00000250829,ENSG00000250903,ENSG00000251395,ENSG00000251802,ENSG00000252366,ENSG00000252438,ENSG00000252744,ENSG00000253347,ENSG00000254244,ENSG00000254738,ENSG00000255358,ENSG00000256226,ENSG00000256790,ENSG00000256810,ENSG00000257506,ENSG00000258230,ENSG00000258587,ENSG00000258785,ENSG00000259162,ENSG00000259512,ENSG00000259581,ENSG00000260878,ENSG00000261000,ENSG00000261335,ENSG00000263063,ENSG00000263343,ENSG00000265684,ENSG00000266065,ENSG00000266162,ENSG00000267083,ENSG00000267221,ENSG00000267586,ENSG00000267642,ENSG00000267690,ENSG00000268663,ENSG00000271243,ENSG00000271734,ENSG00000272555,ENSG00000272662,ENSG00000272895,ENSG00000273004,ENSG00000273372,ENSG00000274199,ENSG00000274225,ENSG00000275107,ENSG00000275229,ENSG00000276029,ENSG00000276178,ENSG00000276742,ENSG00000277073,ENSG00000277103,ENSG00000277108,ENSG00000277437,ENSG00000278337,ENSG00000278388,ENSG00000279175,ENSG00000279619,ENSG00000279957,ENSG00000280429,ENSG00000280432,ENSG00000283093,Disese Group
sample_11,1171,4358,762,8332,903,351,2166,2626,20,824,355,893,339,301,831,264,375,16,979,1836,143,118,5,0,289,62,1537,1496,1042,428,867,430,825,19790,23,171,0,466,0,380,1009,20,1355,16,1245,0,0,537,1,1886,3404,0,201,250,893,1398,696,188,1,1,0,74,2,0,3,0,47,113,431,0,76,1,3,30,0,0,2,49,1,6,0,0,3,4,28,0,0,3,0,64,0,0,12,5,0,0,0,9,0,3,0,10,0,15,3,0,41,2,0,0,0,1,12,0,0,25,27,1,5,6,0,5,1,2,0,0,0,3,3020,31,0,1,141,12,115,3,304,0,1,0,696,0,0,0,40,0,30,0,0,14,0,7,0,0,29,0,0,0,46,109,35,0,51,4,0,4,0,0,22,470,20,0,0,0,0,5,5,0,0,15,29,0,12,0,0,0,6,0,2,8,0,0,0,16,229,32,13,1,41,0,0
sample_12,1316,4153,774,11533,1229,288,1891,3767,67,992,376,1165,365,319,762,476,657,21,1231,2016,219,237,4,0,346,125,1912,2123,1223,443,1160,585,285,14632,36,404,0,413,0,819,2638,18,2321,33,994,0,0,415,0,1950,7014,0,203,343,1174,1937,994,327,2,2,0,98,11,0,0,0,69,107,601,0,94,3,5,33,1,0,3,98,1,3,1,0,23,7,35,0,0,1,2,70,1,0,1,4,0,0,0,23,3,3,2,22,0,0,8,0,38,1,0,0,0,2,1,0,0,19,30,11,9,2,0,0,0,2,0,1,0,1,2311,24,0,0,211,37,89,3,361,0,3,0,905,0,0,0,33,0,32,0,0,41,0,2,0,1,16,0,1,0,27,102,39,0,78,5,0,6,0,0,28,631,13,0,0,0,0,14,10,4,0,14,35,0,0,0,0,0,2,38,0,15,0,0,0,47,156,20,12,0,28,0,0
sample_13,1069,3708,930,10273,752,323,1769,2438,12,484,563,736,238,203,633,343,285,12,691,2069,116,52,4,0,300,49,1525,1261,836,357,805,392,155,22628,40,148,0,498,0,303,1180,5,1387,11,746,0,0,464,0,1546,3744,0,281,291,923,911,608,201,3,1,0,61,3,0,1,0,31,72,244,0,51,1,1,6,0,0,1,74,1,5,0,0,8,1,17,0,0,1,0,33,0,0,14,1,0,1,0,11,0,1,3,12,0,2,1,0,26,2,0,0,0,4,49,0,0,14,21,7,2,4,0,0,2,0,0,1,0,1,2438,51,0,0,246,4,143,3,223,0,0,0,691,0,0,0,45,0,26,0,0,31,1,1,0,0,16,0,0,1,40,67,15,1,50,4,0,8,0,0,25,308,20,0,0,0,0,7,15,1,0,6,25,5,6,0,0,0,1,3,1,8,0,0,0,14,123,15,29,0,25,0,0
sample_14,1136,3896,640,13898,929,280,1752,2936,40,663,475,865,327,215,757,427,350,22,744,2144,326,78,7,0,384,94,1754,1778,875,531,1295,406,427,16404,17,233,1,490,0,447,1311,12,1229,15,1012,0,0,707,2,1496,3952,0,203,333,1051,1229,702,206,5,0,0,84,6,0,0,0,48,51,408,0,77,1,2,46,1,0,0,75,2,4,0,0,10,2,27,0,0,2,0,46,0,0,8,3,0,0,0,12,0,1,0,12,0,3,6,0,22,1,0,0,0,0,30,0,0,34,29,4,3,11,0,2,0,0,0,1,0,3,2808,39,0,0,202,17,117,3,296,0,1,0,1041,0,2,0,42,0,35,0,0,20,0,2,0,0,16,0,1,0,36,122,41,0,31,5,0,11,0,0,31,399,21,0,1,0,0,11,8,7,0,19,45,1,7,0,0,0,0,0,2,8,0,0,0,9,174,34,23,0,59,0,0
sample_15,1204,2998,574,11913,716,223,1591,2344,23,603,333,743,283,268,538,371,369,15,826,1965,174,110,10,0,197,73,1084,1225,1003,240,667,346,176,10704,30,285,0,339,0,501,920,8,1181,20,940,0,0,294,0,1560,3122,0,105,354,880,1092,539,178,3,0,0,80,10,0,2,1,40,83,306,0,47,1,0,53,1,0,0,83,1,3,0,0,8,0,24,0,0,2,0,60,0,0,1,4,0,0,0,10,0,3,2,15,0,1,3,0,30,0,0,0,0,1,3,0,0,13,28,12,5,1,0,8,1,2,0,1,0,1,2143,46,0,0,231,22,72,2,369,0,0,0,682,0,2,0,45,0,27,0,0,25,0,4,0,0,22,0,1,1,42,98,31,0,43,4,0,8,0,0,31,353,30,1,0,0,0,10,6,0,0,17,60,0,9,0,0,0,4,5,1,14,0,0,0,17,156,9,10,0,48,0,0
sample_16,1101,3454,653,9747,1006,233,1560,3570,13,868,291,959,416,330,945,422,476,38,927,1736,164,230,3,0,282,99,1588,1767,938,252,1186,406,301,13529,22,308,0,400,0,506,1692,9,1592,16,966,0,0,415,0,1609,4872,0,184,321,1190,1385,750,208,0,0,0,107,8,0,3,1,46,87,602,0,53,0,3,57,0,0,3,40,2,7,0,0,12,4,28,0,0,1,1,76,0,0,4,11,0,0,0,23,2,4,1,19,0,0,11,0,35,0,0,0,0,1,1,0,0,14,36,4,2,2,0,0,1,1,0,1,0,0,2551,50,0,0,265,26,97,5,359,0,1,0,1011,0,1,0,38,0,30,0,0,29,0,1,0,1,23,0,0,0,35,131,46,1,50,8,0,12,0,0,25,473,18,3,1,0,0,16,14,5,0,9,49,0,4,0,0,0,1,10,2,21,0,0,0,34,160,35,25,2,27,0,0
sample_17,1176,3053,601,6942,948,242,1634,3057,14,606,351,753,287,226,772,331,293,13,870,1709,168,123,2,0,242,80,1446,1317,857,266,862,380,410,19744,18,205,0,489,0,371,862,4,1214,31,904,0,0,417,1,1636,3139,0,159,258,1046,1251,628,121,0,0,0,67,9,0,1,0,35,97,372,0,60,1,2,28,1,0,0,64,0,3,0,0,9,5,54,0,0,3,2,55,0,0,6,4,0,0,0,12,3,2,1,9,0,1,4,0,31,2,0,0,0,0,11,0,0,19,25,5,2,2,0,24,0,3,0,1,0,1,1934,30,0,1,140,21,93,4,315,0,0,0,735,0,0,0,40,0,38,0,0,28,1,6,0,1,17,0,0,1,32,58,37,0,63,19,0,12,0,0,19,414,18,0,1,0,0,13,10,5,0,5,33,1,6,0,0,0,0,4,3,8,0,0,0,5,166,19,17,0,25,0,0
sample_18,1235,5752,1124,14202,1290,584,2143,4423,24,1049,902,1055,359,334,1416,452,564,27,1660,2142,155,79,9,0,657,131,2671,2173,1158,697,1913,635,418,32210,56,312,1,828,0,486,1808,11,2109,62,1129,0,0,2136,2,2079,5832,0,438,331,1442,1424,1247,250,0,1,0,77,9,0,5,0,44,79,561,0,83,0,3,17,0,0,2,32,1,15,0,1,13,11,43,0,0,1,1,81,0,0,20,1,0,0,0,21,1,4,7,17,0,7,3,0,23,2,0,0,0,1,16,0,0,35,40,15,5,3,0,15,0,1,0,3,0,0,3000,49,0,0,176,25,143,7,263,0,0,0,1286,0,0,0,22,0,24,0,0,23,0,0,0,3,22,1,1,0,28,101,52,1,26,20,0,6,0,0,20,591,40,2,0,0,0,18,24,1,0,10,38,5,14,0,0,0,1,2,7,6,0,0,0,5,108,19,21,1,16,0,0
sample_19,932,3381,640,12688,957,190,1466,3044,25,714,331,897,400,269,871,347,399,16,1122,1882,128,404,4,0,301,114,1953,1538,1161,487,1215,307,22,17785,6,323,0,410,0,380,1282,2,1580,22,896,0,0,539,1,1744,4440,0,162,240,969,1265,722,158,3,1,0,120,3,0,4,0,71,153,399,0,59,4,0,51,0,0,0,81,2,6,0,0,6,2,34,0,0,0,0,68,0,0,2,10,1,0,0,12,2,1,2,8,0,4,8,0,15,4,0,0,0,0,19,0,0,7,28,10,4,1,0,0,0,2,1,1,0,0,2663,30,0,0,192,24,58,1,336,0,0,0,838,0,0,0,32,0,42,0,0,21,1,2,0,0,6,0,1,0,32,74,51,0,40,9,0,4,0,0,21,474,13,0,0,0,0,11,19,3,0,25,15,8,9,0,0,0,0,25,5,7,0,2,0,31,114,18,9,0,54,0,0
sample_20,1191,3671,687,8986,795,309,1822,3005,24,749,377,899,288,315,597,469,337,13,944,1283,164,67,5,0,290,109,1504,1662,1135,613,1221,375,208,17505,17,254,0,471,0,368,1528,6,1434,14,1054,0,0,612,0,1601,3578,0,182,374,1066,1104,614,249,2,1,0,96,8,0,0,0,54,44,363,0,65,0,3,48,0,0,1,96,2,6,0,0,11,6,25,0,0,0,0,42,0,0,2,6,0,2,0,39,0,4,1,8,0,2,3,0,36,0,0,0,0,1,37,0,0,41,30,11,2,3,0,0,0,0,0,0,0,0,2383,36,0,0,227,8,114,4,302,0,1,0,1053,0,0,0,80,0,37,0,0,30,0,5,0,5,13,1,2,0,39,141,27,0,59,7,0,12,0,0,28,419,21,0,1,0,0,13,8,4,0,20,36,2,12,0,0,0,1,11,4,7,0,0,0,6,147,14,15,1,38,0,0
sample_21,681,2837,571,8176,732,143,1243,2902,30,533,350,770,445,171,550,279,278,22,681,1317,70,493,2,0,187,98,968,1345,776,188,1243,274,43,14066,22,271,0,221,0,268,1040,6,1194,24,827,0,1,539,1,1224,2876,0,117,224,577,1337,552,82,2,0,0,64,7,0,1,0,60,76,266,0,56,4,0,48,0,0,0,42,1,5,0,0,16,0,37,1,0,9,1,36,0,0,1,2,0,0,0,29,3,3,3,8,0,2,7,0,18,3,0,0,0,0,8,0,0,15,23,5,1,5,0,1,3,0,0,0,0,1,2708,25,0,0,170,13,56,5,312,0,0,0,468,0,2,0,33,0,30,0,0,21,0,6,0,0,13,1,0,2,29,75,29,0,24,4,0,10,0,0,30,346,23,0,2,0,0,13,4,4,0,20,56,1,15,0,0,0,0,19,3,35,0,0,0,12,53,13,14,0,31,0,0
sample_22,857,3559,794,16831,854,238,1429,3662,48,636,488,821,480,255,717,359,303,17,778,1908,143,315,7,0,255,181,1393,1948,968,320,1692,377,98,17152,18,226,0,421,0,374,1544,7,1502,21,971,0,0,932,1,1345,4267,0,194,336,1056,1457,605,188,2,1,0,44,12,0,2,1,48,100,388,0,61,4,1,59,0,0,2,37,1,1,1,0,13,5,53,0,0,16,0,56,0,0,2,3,0,1,0,19,0,4,0,18,0,5,2,0,21,3,0,0,0,1,11,0,0,17,13,11,2,2,0,2,0,0,0,1,0,4,3056,40,0,1,245,15,92,1,250,0,0,0,897,0,0,0,42,0,26,1,0,29,0,7,0,0,10,1,0,0,27,110,41,0,31,6,0,10,0,0,19,538,18,0,0,0,0,14,17,3,0,7,43,5,19,0,0,0,3,14,7,13,0,1,0,9,98,27,14,0,47,0,0
sample_23,981,3622,591,8012,1253,258,1620,2848,18,498,464,823,404,256,689,364,361,16,752,1290,86,241,3,0,185,80,1203,1411,1018,203,890,413,210,10333,28,303,0,311,0,316,1010,8,1255,26,819,1,0,625,2,1445,3680,0,152,278,1001,1507,816,93,0,0,0,57,7,0,2,0,51,76,374,0,61,0,0,36,1,0,1,68,0,6,0,0,8,4,30,0,0,16,0,54,0,0,0,0,0,0,0,22,0,1,1,18,0,2,11,0,13,2,0,0,0,2,3,0,0,12,16,5,1,2,0,0,0,3,0,1,0,1,2258,27,0,0,148,14,69,8,252,0,1,0,654,0,0,0,9,0,20,3,0,20,0,5,0,0,12,0,0,1,21,71,32,0,50,10,0,5,0,0,16,404,30,0,0,0,0,12,9,4,0,16,35,0,10,0,0,0,2,7,3,11,0,1,0,32,131,17,8,11,25,0,0
sample_24,1000,4037,576,3112,1245,214,1700,3458,18,569,371,692,470,207,960,413,411,6,737,1432,67,196,3,0,257,88,1332,1567,980,181,986,392,340,9839,27,301,0,366,0,334,1343,15,1392,29,733,0,1,569,3,1600,3543,0,197,251,1014,1670,884,182,1,0,0,28,3,0,1,0,48,81,362,0,37,0,3,32,0,0,3,53,0,1,0,0,10,3,28,0,0,10,0,65,0,0,2,5,0,1,0,11,0,4,0,16,0,0,7,0,18,0,0,0,0,2,3,0,0,4,6,5,2,5,0,0,0,1,0,1,0,3,2017,16,0,0,161,10,44,2,299,0,0,0,803,1,0,0,15,0,25,1,0,12,0,5,0,0,8,0,0,0,18,71,60,0,35,10,0,7,0,0,14,403,21,0,0,0,0,8,11,4,0,4,35,0,10,0,0,0,1,11,3,25,0,0,0,5,48,29,11,0,23,0,0
sample_25,1166,4200,715,9420,1378,334,1921,3426,15,665,406,863,512,243,754,428,345,14,901,1780,128,276,6,0,255,95,1358,1757,1078,400,1088,479,335,15315,34,308,0,411,0,376,1038,16,1453,44,1138,0,0,461,3,1694,3918,0,194,335,1142,1797,925,141,1,5,0,109,7,0,5,0,54,79,400,0,51,1,3,47,2,0,2,87,0,6,1,0,16,4,31,1,0,7,0,65,2,0,1,5,0,0,0,15,0,1,0,17,0,1,6,0,18,0,0,0,0,3,1,0,0,30,29,7,1,6,0,6,0,4,0,0,0,1,2895,34,0,1,170,15,77,7,354,0,0,0,820,0,0,0,34,0,27,0,0,18,0,6,0,0,20,0,0,0,30,72,47,0,48,13,0,6,0,0,34,509,26,1,1,0,0,9,11,2,0,15,52,0,9,0,0,0,1,2,2,25,0,0,0,3,142,16,21,1,18,0,0
sample_26,917,3266,614,6858,1171,256,1586,3339,12,603,406,907,542,266,814,346,326,17,722,1788,71,355,8,0,209,95,1336,1773,1012,215,1173,363,171,13533,36,341,0,362,0,379,848,14,1199,44,911,0,3,425,1,1634,3805,0,146,300,796,1483,809,89,0,3,0,58,10,0,1,0,58,91,468,0,56,1,2,51,1,0,6,41,0,0,0,0,11,2,40,0,0,5,0,65,2,0,2,9,0,0,0,20,2,2,1,16,0,0,7,0,18,0,0,0,0,1,3,0,0,14,15,2,0,12,0,0,2,0,0,0,0,0,3207,32,0,1,202,25,77,9,229,0,1,0,642,0,0,0,26,0,31,0,0,32,0,8,0,2,18,1,0,1,26,93,42,0,20,12,0,3,0,0,24,443,46,0,2,0,0,13,6,5,0,7,27,2,7,0,0,0,1,14,0,18,0,0,0,10,162,28,15,0,23,0,0
sample_27,723,2320,514,6170,623,174,1057,2134,9,570,299,689,244,262,436,265,277,20,686,1299,79,146,4,0,173,75,1282,1385,696,351,1004,284,120,12261,14,214,0,229,0,248,963,5,1258,17,720,0,1,506,0,1085,3819,0,135,218,794,725,470,171,2,0,0,25,8,0,4,2,38,68,293,0,51,2,1,40,0,0,1,57,0,4,1,0,9,2,24,1,0,0,0,42,0,0,0,4,0,1,0,12,0,0,1,9,0,3,6,0,26,1,0,0,0,2,6,0,0,23,31,0,5,1,0,0,0,2,0,0,0,0,1849,47,0,1,194,11,58,6,190,0,2,0,682,0,0,0,38,0,33,0,0,29,0,0,0,0,10,0,0,0,23,90,33,0,50,5,0,8,0,0,21,366,9,0,1,0,0,10,18,5,0,14,23,2,3,0,0,0,0,22,7,21,0,1,0,10,89,13,16,1,18,0,0
sample_28,892,2879,548,7301,652,175,1425,2609,27,528,326,766,342,153,702,316,281,14,734,1837,157,116,3,0,282,111,1467,1311,871,650,979,281,104,18318,39,181,0,355,0,435,1084,10,1198,20,812,0,0,482,1,1378,2672,0,141,269,941,921,493,143,6,1,0,57,4,0,2,0,42,84,257,0,63,1,1,52,1,0,2,72,1,4,0,0,6,1,24,0,0,4,0,42,0,0,1,2,0,1,0,11,0,2,5,4,0,0,8,0,34,0,0,0,0,1,8,0,0,21,19,14,4,1,0,3,0,4,0,1,0,1,2693,42,0,0,243,28,57,4,298,0,0,0,692,0,1,0,38,0,31,0,0,19,0,4,0,0,27,2,0,2,31,89,40,0,30,9,0,8,0,0,30,308,17,1,2,0,0,7,6,1,0,7,24,2,10,0,0,0,1,5,3,15,0,2,0,2,82,30,11,0,49,0,0
sample_29,736,3568,741,4575,1083,219,1407,3282,12,607,450,851,603,259,780,386,325,12,708,1831,101,475,2,0,188,105,1395,1849,899,313,1375,412,158,14920,27,280,0,337,0,374,1396,12,1543,33,1000,0,1,666,3,1533,4964,0,165,307,1132,1524,697,155,2,0,0,34,5,0,1,0,68,96,366,0,57,2,1,51,0,0,2,59,2,3,0,0,11,1,69,0,0,5,0,49,0,0,1,2,0,0,0,25,0,0,1,11,0,3,8,0,25,1,0,0,0,0,1,0,0,19,23,1,2,3,0,0,2,1,0,0,0,1,3383,25,1,0,244,21,72,2,251,0,0,0,874,0,0,0,22,0,39,0,0,40,0,6,0,0,16,0,0,0,24,112,51,0,56,11,0,5,0,0,32,493,23,1,0,0,0,10,10,2,0,7,74,1,13,0,0,0,2,14,6,46,0,2,0,10,72,24,10,0,32,0,0
sample_30,963,3644,635,7492,1036,235,1840,3579,18,621,435,717,436,266,932,346,459,13,1049,1351,126,238,4,0,252,75,1395,1392,941,217,1144,370,294,16193,21,245,0,392,0,353,1166,7,1496,22,742,0,0,456,1,1568,5046,1,205,221,846,1290,615,218,1,0,0,30,8,0,5,1,47,93,364,0,49,2,1,38,2,0,2,49,0,2,0,0,11,2,26,0,0,15,0,64,0,0,2,2,0,2,0,15,1,1,1,11,0,3,12,0,17,0,0,0,0,3,0,0,0,17,17,11,2,4,0,2,0,0,1,0,0,0,2543,17,0,0,154,11,62,1,285,0,0,0,802,0,0,0,23,0,28,1,0,14,1,7,0,1,14,0,0,0,33,73,33,0,41,14,0,3,0,0,28,444,18,0,0,0,0,6,7,3,0,19,26,0,4,0,0,0,0,14,7,15,0,0,0,18,138,13,12,0,39,0,0
sample_31,1220,3807,683,16385,889,220,1960,3391,41,724,365,1091,357,322,686,368,523,35,1239,1839,189,559,6,0,344,110,1457,1618,1162,567,1302,395,70,20954,24,340,4,327,0,473,1526,4,1743,26,1141,0,0,614,1,1814,4331,0,157,233,771,1364,717,173,2,0,0,78,8,0,3,0,93,135,453,0,66,1,4,63,1,0,3,69,1,9,0,0,12,4,33,0,0,1,0,45,0,0,5,2,0,0,0,33,3,1,2,13,0,2,12,0,18,7,0,0,0,4,4,0,0,19,18,9,1,0,0,5,0,4,0,1,0,2,2923,33,0,1,201,19,69,2,424,0,0,0,691,0,0,0,41,0,24,0,0,32,0,2,0,0,17,0,0,0,38,110,39,1,32,8,0,10,0,0,38,509,18,1,3,0,0,14,19,7,1,29,33,1,2,0,0,0,0,33,7,15,0,0,0,31,79,18,19,1,56,0,0
sample_32,1144,3924,946,33172,910,305,1738,3256,22,1001,537,1112,363,332,561,466,444,17,1095,1996,121,197,7,0,309,137,1776,1858,1122,509,1602,391,116,22610,19,297,1,474,0,341,1636,7,1860,21,1173,0,0,1687,1,1561,5816,0,238,368,1073,1283,791,344,5,1,0,53,7,0,5,2,63,88,515,0,68,2,7,47,0,0,1,62,2,11,0,0,10,4,36,0,0,0,0,41,0,0,3,4,0,0,0,17,4,2,3,19,0,1,6,0,42,0,0,0,0,0,35,0,0,9,49,10,5,2,0,10,0,1,1,0,0,2,2664,37,0,1,254,11,103,4,407,0,1,0,1109,0,1,0,39,0,35,0,0,40,0,6,0,0,13,1,0,0,44,173,34,0,52,12,1,6,0,0,46,577,16,0,0,0,0,12,15,4,0,14,26,3,7,0,0,0,2,20,7,5,0,1,0,26,127,20,19,0,33,0,0
sample_33,1457,4057,791,15032,1050,347,1891,3008,20,716,413,1024,260,371,736,409,508,17,1070,1915,129,150,8,0,329,115,1444,1520,1230,426,765,461,245,14720,39,356,0,417,0,449,1331,8,1748,42,1108,0,0,488,2,1914,4083,0,176,344,1254,1447,835,177,1,1,0,59,4,0,4,0,62,81,446,0,61,2,2,56,0,0,1,91,0,2,0,0,15,4,45,0,0,4,1,43,0,0,1,2,0,0,0,13,0,2,2,18,0,1,7,0,34,0,0,0,0,1,14,0,0,11,14,6,5,2,0,0,0,1,0,1,0,0,2383,40,0,1,217,19,76,6,304,0,0,0,873,0,0,0,24,0,25,1,0,23,1,2,0,0,10,0,0,0,39,90,30,0,74,6,0,6,0,0,24,550,12,1,0,0,0,13,9,3,1,22,36,2,10,0,0,0,1,18,1,10,0,0,0,50,198,24,7,4,31,0,0
sample_34,1195,4489,893,9404,1805,541,1903,3490,49,808,733,828,433,292,897,412,805,43,1256,1593,702,108,7,0,635,108,1965,1746,1080,389,1192,467,329,11371,61,291,0,915,0,363,1795,12,2301,74,903,0,0,2176,2,1560,7215,0,590,227,1025,1893,775,663,1,0,0,40,6,0,1,0,34,104,350,0,42,0,2,14,2,0,2,48,2,12,0,0,6,3,43,0,0,6,0,145,0,0,0,0,0,0,0,11,1,8,0,10,0,0,2,0,3,2,0,0,0,0,19,0,0,3,6,7,1,2,0,4,0,1,1,1,0,3,1771,4,0,0,125,7,42,1,142,0,1,0,1337,0,0,0,20,0,21,2,0,4,0,2,0,0,12,0,0,2,10,42,65,0,73,17,0,3,0,0,19,496,27,3,1,0,0,9,8,6,0,15,20,2,8,0,0,0,1,0,1,19,0,1,0,85,36,10,1,0,9,0,0
sample_35,1597,4576,810,14609,1349,392,2271,3476,16,859,452,1066,414,348,823,579,456,38,1124,2451,296,110,9,0,387,117,1633,1933,1300,607,1075,545,491,18178,52,379,0,551,0,467,1368,23,1622,40,1280,0,0,512,1,1980,3797,0,230,403,1377,1727,1038,152,0,3,0,131,12,0,3,0,68,93,502,0,78,1,0,52,0,0,0,140,0,7,0,0,10,4,50,0,0,0,1,87,0,0,3,2,0,0,0,25,0,1,2,23,0,0,9,0,25,0,0,0,0,1,1,0,0,18,35,18,4,3,0,7,0,2,2,1,0,1,2589,29,0,0,227,17,131,5,477,0,0,0,977,2,0,0,37,0,42,0,0,23,1,5,0,0,25,0,1,2,46,106,54,0,67,5,0,9,0,0,36,516,34,0,1,0,0,12,17,6,0,8,53,2,10,0,0,0,2,15,3,17,0,0,0,9,204,27,20,0,30,0,0
sample_36,729,3800,686,9054,988,329,1428,2944,35,899,450,797,243,282,597,356,400,14,890,2132,155,55,0,0,364,104,1762,1707,989,735,1270,380,283,15627,31,299,0,414,0,459,2029,6,1007,44,862,0,0,778,3,1422,3820,0,243,261,701,1616,907,237,0,1,0,82,6,0,0,0,68,53,462,0,78,0,4,24,0,0,3,40,2,3,0,0,9,6,31,0,0,1,1,67,0,0,4,3,0,0,0,9,2,1,1,17,0,7,6,0,22,1,0,0,0,0,56,0,0,19,26,5,2,1,0,0,0,2,0,1,0,1,2100,24,0,0,121,19,64,1,213,0,0,0,729,0,0,0,28,0,13,0,0,21,0,0,0,0,16,0,0,1,14,57,42,0,45,10,0,9,0,0,20,444,19,1,2,0,0,7,15,5,0,20,46,2,6,0,0,0,0,0,2,7,0,1,0,1,144,18,10,1,22,0,0
sample_37,1078,4329,698,10325,1077,301,1812,3621,67,898,424,919,392,226,1305,327,534,59,1209,2717,95,137,5,0,757,132,2525,1943,1144,1119,1456,422,167,15350,80,362,0,458,0,787,2703,25,1704,59,969,0,0,1308,2,1994,3743,0,297,367,956,1725,926,192,0,1,0,62,3,0,3,1,54,160,439,0,79,0,2,54,0,0,0,46,1,5,1,0,10,4,49,0,0,0,0,92,0,0,5,5,0,1,0,31,0,4,5,13,0,2,17,0,20,0,0,0,0,1,17,0,0,14,17,5,3,3,0,2,0,5,2,5,0,1,3149,25,0,0,259,23,44,8,267,0,0,0,821,0,0,0,15,0,21,0,0,11,0,0,0,0,13,0,2,0,23,65,58,1,32,16,0,14,0,0,22,545,19,2,0,0,0,9,13,7,0,24,55,0,5,0,0,0,0,24,1,2,0,0,0,7,95,37,8,0,35,0,0
sample_38,1392,4411,820,11007,1015,296,1825,3662,31,775,430,1080,399,264,865,335,523,16,1069,2246,178,207,2,0,333,142,1990,1607,1185,785,1387,441,216,25068,46,306,0,520,0,533,1850,11,1814,33,1114,0,0,726,1,1975,5176,0,295,290,1247,1431,811,217,1,0,0,75,2,0,5,0,55,125,394,0,70,2,3,48,0,0,2,57,0,6,0,0,6,3,48,0,0,0,0,67,0,0,4,1,0,0,0,15,1,1,7,5,0,1,12,0,33,2,0,0,0,2,23,0,0,13,23,7,4,3,0,2,0,6,0,4,0,3,2967,31,0,0,183,21,95,7,428,0,2,0,988,0,0,0,15,0,24,0,0,17,0,1,0,4,12,0,0,0,19,47,47,0,49,6,0,8,0,0,26,474,24,0,3,0,0,8,11,6,0,7,40,1,11,0,0,0,3,12,3,10,0,0,0,4,115,27,11,1,44,0,0
