,TRAV18,TRAV1-2,TRBV14,TRBV17,TRBV5-1,TRBV5-7,TRBV10-3,TRBV15,TRBV6-2,TRBV7-4,TRAV41,TRDV2,TRBV6-8,TRAV6,TRAV8-2,TRBV4-2,TRBV23-1,TRBV13,TRGV10,TRBV28,TRAV16,TRAV17,TRAV12-3,TRAV8-6,TRAV14DV4,TRAV9-2,TRAV8-4,TRAV13-2,TRAV19,TRBV9,TRBV10-1,TRBV7-3,TRBV5-3,TRBV6-4,TRBV4-1,TRGV11,TRGV5,TRGV8,TRGV9,TRGV3,TRGV4,TRBV20OR9-2,TRBV18,TRBV6-7,TRAV25,TRAV26-1,TRAV24,TRAV22,TRAV23DV6,TRAV20,TRAV21,TRBV7-6,TRBV5-5,TRBV6-6,TRBV6-5,TRBV11-1,TRDV3,TRBV7-9,TRBV29-1,TRGV2,TRBV20-1,TRBV19,TRBV12-4,TRBV7-7,TRAV4,TRAV5,TRAV12-2,TRAV13-1,TRAV7,TRAV9-1,TRAV12-1,TRAV10,TRAV8-3,TRBV7-1,TRBV10-2,TRGV1,TRBV6-1,TRDV1,TRAV8-7,TRBV2,TRAV8-1,TRAV2,TRAV3,TRBV5-4,TRAV30,TRBV3-1,TRAV29DV5,TRAV34,TRAV26-2,TRAV36DV7,TRAV38-2DV8,TRAV38-1,TRAV27,TRBV27,TRBV24-1,TRBV5-6,TRAV1-1,TRBV16,TRBV12-3,TRBV30,TRBV25-1,TRBV12-5,TRBV7-2,TRAV40,TRAV39,TRBV11-3,Diagnosis
RNA488_FPKM,0.328496547,4.673256428,0.0,0.0,0.886523707,0.0,0.588960566,4.805504352,0.511173321,0.0,1.93536517,16.11835825,0.423866512,2.146263411,5.234058287,2.064372364,2.082282241,0.579512001,12.70110828,20.04867688,2.854983057,1.492875904,7.967956087,1.931957052,2.72022858,5.134815564,5.392178638,5.463231836,10.52103872,0.555737149,0.0,0.0,0.0,0.0,5.423907056,0.468115525,2.225301425,2.778985886,6.913144655,4.574790579,6.616350455,0.0,5.571012385,0.210085001,1.972260987,3.767443821,1.263980201,0.778612002,2.120025472,2.135690685,8.215564168,0.737262063,4.128868214,1.675986333,4.758166078,0.0,0.0,4.58089949,1.977167109,10.49291592,1.924506484,9.293591613,1.067845342,0.0,4.207193325,2.463325051,4.221683335,5.017721788,0.0,0.0,3.187729136,2.097153503,4.02590802,0.190182211,1.097582808,0.0,4.50468789,1.856724664,0.0,4.633843448,5.193789727,3.322118237,3.758859522,5.047186157,0.857586731,1.478295286,3.85155617,0.0,0.0,1.82663679,3.292570619,0.818715945,1.190151645,9.522038573,1.32759698,0.564420542,2.580506801,0.0,7.596443125,7.112336641,0.568864799,0.0,2.200737102,0.455957352,1.746264221,0.184360307,1
RNA49_FPKM,0.0,4.861455776,0.178272602,0.0,1.33224705,0.0,3.343800159,3.610530081,1.024226552,1.877256735,6.247450998,5.8462814,1.273525097,0.0,5.499019442,2.068140117,4.797667195,1.548206981,25.72993887,25.05571413,2.640197802,3.589192548,6.893613089,4.644909572,15.49850435,6.429988816,9.414375563,6.885195851,4.184807756,0.18558635,0.0,0.0,0.0,0.0,8.150311871,0.468976305,1.048966324,4.485349434,3.838180419,6.739621414,18.30624897,0.0,2.367715957,0.0,2.694196292,6.200487884,12.02865141,0.46796558,2.65467263,5.883394682,3.165484274,0.553918441,3.102174588,4.663783168,14.47672259,0.397685035,1.021816607,3.963330868,4.501362859,25.01470728,12.26835638,10.6213707,2.85256104,0.0,11.17808136,6.785960911,7.970332636,6.63516178,0.0,0.0,4.044928857,7.066419383,8.702896339,0.190470201,2.565525138,3.268888525,4.332092751,0.774932295,0.0,15.98960025,6.580221996,2.912018475,5.57863001,6.785947382,1.718188163,2.036435807,6.482017757,1.036943787,3.320370354,3.456512524,1.282660087,1.845348689,1.362422143,6.733318526,0.759881117,0.942430682,4.062275103,0.0,10.26456262,4.372047477,3.039736961,0.0,1.102213346,0.2283239,1.968000263,1.661755324,0
RNA499_FPKM,0.521215217,3.992824636,0.188350151,0.0,2.813457685,0.0,1.453977619,2.178591937,1.081588686,2.202658995,2.047405649,5.144552391,0.224252672,2.459547937,5.53667994,2.687728074,0.0,1.021923074,10.00195272,21.20816665,3.020235157,4.105865589,4.405965007,4.087287012,6.29451116,7.565726679,2.607497386,7.829646876,15.71214868,0.391960344,0.0,0.0,0.0,0.0,7.99167912,0.0,2.077032429,5.062902083,2.334840375,1.423319686,6.332379535,0.0,3.928761394,0.0,2.844967496,1.56572222,1.337007588,1.647247136,6.727534514,2.823945568,7.130707136,2.339763279,3.712532672,4.333788342,9.880361101,0.0,0.179929791,1.9825023,1.331004388,7.025163868,2.590924309,3.738603453,0.564863782,0.0,8.126975238,2.388616001,9.618612914,7.43102012,0.0,0.0,6.968935808,1.815114243,6.275963282,0.80455018,0.580594166,0.493192893,11.6269481,1.473079867,0.0,9.622204397,1.777574698,4.39265903,4.565391473,4.074583898,0.453603959,0.586533748,3.748358289,0.21911221,0.233853704,1.93238286,3.095990567,1.732176025,3.59681257,5.33258167,0.40121925,0.597225769,1.364958581,0.0,10.83899091,12.99536485,0.0,0.0,1.358029858,0.0,1.154680452,1.364958581,1
RNA50_FPKM,0.506440323,13.12044568,0.0,0.0,3.076290764,0.0,2.422321381,4.234935478,2.978435624,1.498706431,7.296096317,6.571551881,0.0,1.47098064,4.724950714,2.775509241,1.070439299,3.972646382,27.56768359,19.79652663,4.064319308,4.758179686,8.00594796,5.429170305,8.564988283,7.541978411,17.74043284,3.805058767,7.476469647,0.952416504,0.0,0.0,0.0,0.0,7.368971721,0.320969103,5.248614396,8.730484624,2.954403324,5.671814788,15.11672809,0.0,4.165672515,0.0,4.79284499,2.075097412,1.299553307,0.640383813,0.908172217,1.46373443,9.962702559,2.463567897,7.640920298,9.764560347,30.07742966,0.408265645,2.097445337,4.923929363,5.359080281,6.964429071,12.77099071,12.38132836,9.514664438,0.0,11.84846325,4.642895288,14.02278152,16.71473343,0.0,0.0,12.23556427,2.744123913,12.41758416,0.0,1.316585143,0.319588591,17.04362408,1.113599853,0.0,11.64602547,3.769361176,5.55033486,6.870550429,4.369823557,4.408812306,5.889920634,7.919881381,1.277211416,3.180498357,1.669315109,3.949554669,3.998485551,2.272279095,12.09339272,4.094682662,0.0,2.463567897,0.428267132,16.52857924,6.81379092,1.75480453,0.0,3.205220063,0.0,0.673213722,2.653119803,2
RNA500_FPKM,0.533405275,13.81895336,0.0,0.0,2.160036465,0.456167776,1.063154329,3.34523462,3.690769451,0.450909358,3.260156788,25.42890594,0.229421623,1.549354242,5.667717921,0.859869875,0.0,2.091991073,15.43459016,33.5325582,2.853942655,2.424887302,10.98138796,5.578779981,11.96646044,6.751832495,5.338499905,3.816795725,3.350934148,4.012528839,0.0,0.0,0.0,0.0,5.663580865,0.0,4.535790681,12.03729065,7.576208295,17.19296306,20.01549492,0.0,11.88258338,0.0,3.106397588,3.642551425,1.824895376,1.686216942,2.678270613,3.276135472,36.49790752,53.69191723,14.75422417,4.436473697,3.434984817,0.0,0.184077114,1.803859118,2.724907166,10.06798985,1.515591075,12.33169833,0.385383121,0.0,4.15979499,0.889227328,48.87955829,21.08195039,0.0,0.0,6.443604004,12.59317834,9.407414496,0.41175144,3.961737335,0.0,7.804727106,1.842906713,0.0,17.28401674,13.23338507,2.698123947,4.221243471,7.335170964,2.786193274,2.201118759,18.68474967,0.896871116,0.717731868,2.417520884,2.971254314,8.865993115,3.129672945,6.469654924,1.848220177,3.260099552,1.796356856,0.225454679,6.695488451,10.1522133,0.616006091,0.0,3.177355908,0.246791084,1.418349144,0.998063248,0
RNA504_FPKM,0.630181439,3.350273808,0.097606249,0.0,0.729052813,0.0,3.336860602,2.069994386,0.373666188,1.027369064,2.947360136,7.92232385,0.0,2.059008662,3.919218564,1.567020066,1.826446392,19.59401089,21.58531702,11.64410377,2.648837801,4.828686021,7.346545958,2.965559712,6.617474043,5.529567437,1.520243348,4.154407648,15.52236154,0.710973931,0.0,0.0,0.0,0.0,4.885127359,0.085589929,1.578745718,7.786893093,4.315062581,8.114151099,10.93927714,0.0,2.313815434,0.0,2.653921185,2.434230789,1.154883972,1.792757542,2.614988356,3.122149849,5.427818075,1.717869988,2.94257743,2.960689355,7.535869028,0.0,2.516541736,3.881297034,1.576559448,20.38843833,9.878981373,10.04644149,2.63431093,0.0,5.014144225,1.575453597,6.409111473,12.76375232,0.0,0.0,4.310636463,1.149641945,4.065686702,0.0,0.200549954,1.192601433,3.259805321,1.441980804,0.0,7.433098429,4.773502753,2.73185307,3.968794221,1.893202391,1.528102586,0.709155583,3.800691616,0.0,1.453646588,1.335231557,4.312169964,13.35353033,1.95726941,29.88799195,0.727768591,0.515788024,2.425216501,0.0,6.392087695,2.92434437,0.519849347,0.385485314,4.524173522,4.623395576,2.154060816,0.8084387,1
RNA505_FPKM,0.921061722,2.621169885,0.199716254,0.0,0.994544687,0.0,0.0,3.080489958,1.147056502,0.700795327,2.171214092,8.884823717,0.237785334,6.42022907,3.866617291,1.068905399,0.467121554,1.950609452,7.915527335,10.24310225,2.956308495,3.181946799,6.703706578,3.467610353,3.242284873,5.554582199,8.122759099,6.128506696,2.256338959,0.831236817,0.0,0.0,0.0,0.0,14.99413471,0.525218096,1.321608578,4.849384117,4.625023166,4.679120569,7.068727197,0.0,4.545162169,0.0,2.212454378,6.943182902,2.126903601,0.698668877,4.954366231,2.196106193,4.962546443,2.481187487,2.778929985,1.880226637,5.930930158,0.0,0.953569783,1.635038435,0.604915369,7.44990808,1.570080233,2.936718534,0.0,0.0,8.823776351,7.829158306,7.650127775,9.681643496,0.0,0.0,6.675034609,1.924875818,8.0817118,0.0,0.0,1.56887728,9.095967177,3.124148718,0.0,11.93675888,2.570404806,5.357024739,4.529087796,4.767964236,0.961965456,4.35333358,6.221652245,0.232334668,0.0,1.366157182,2.257263581,1.148065603,2.288530576,4.817169533,0.638257161,0.422112446,2.894885441,0.934243109,10.7015461,2.901311571,0.850872333,0.0,1.028596847,0.0,0.734670629,0.826995813,0
RNA51_FPKM,0.582643077,7.015740587,0.421094844,0.0,1.966230646,0.0,3.947997504,5.684086118,1.007847784,2.955434067,8.13942102,1.807956104,0.0,1.269330974,5.43584924,3.005232589,5.418416547,2.742073853,7.845366882,55.17574617,10.13086208,6.356798904,9.210482798,7.617095896,2.212087468,12.58091678,14.76024308,4.169048394,86.92777446,3.506104688,0.0,12.91648795,0.0,2.107322376,6.186375341,0.0,12.38599955,3.104408294,2.413664867,2.387304248,29.19181919,0.0,7.188529602,0.993736067,4.241463626,4.774452432,2.242485911,0.552506366,3.13443125,4.631011187,11.21242955,3.052296244,5.127737967,8.149930214,13.13221627,0.0,0.201134714,15.76279806,7.653459377,2.356585259,20.27946026,137.6400311,5.262447034,0.0,7.140070167,3.884604626,13.63572828,17.33017665,0.0,0.0,12.81962662,2.029479334,10.52639409,0.89959265,2.380094111,0.183832803,15.13191792,4.209149454,0.0,7.511099579,3.252315718,7.61311267,10.20949214,6.126936808,46.91626353,3.060102629,7.288989076,0.489869646,1.568225424,2.400716069,4.976386823,2.178959398,1.206611091,8.833426038,0.897231515,0.0,6.104592489,0.0,9.403088844,7.647731268,0.0,1.039726181,2.819842321,0.0,1.032764976,0.0,0
RNA511_FPKM,0.123883571,5.018318952,0.805790029,0.0,0.334484888,0.0,1.037118268,2.978729628,0.771581962,1.099883351,6.16628866,4.928075226,0.0,1.754480878,2.215627515,1.198318459,0.0,1.166225385,15.44127063,8.388256168,1.822929087,4.16810789,2.186430202,3.01285823,7.569177932,7.611209325,6.161513581,6.782154303,3.035590041,0.978614161,0.0,0.13730169,0.0,0.0,3.069647636,0.117729527,3.160817574,3.14557547,2.074098066,5.076675034,8.321207802,0.0,3.821739944,0.317054084,0.67653097,1.827566466,1.271627679,0.705066275,6.132250236,1.611580058,4.450839916,1.251852366,1.713553342,3.372561712,8.510959851,0.449382901,0.641510543,2.828251275,1.22071176,6.414510182,1.188198856,3.457149777,0.402895014,0.0,4.969254298,1.394108317,7.22899016,6.058165541,0.0,0.0,1.76395197,1.582437123,4.636938196,0.0,0.276117987,0.58632684,3.263226794,1.284247687,0.0,3.755809798,1.383301276,2.976899501,2.311245476,5.011350172,1.456160616,0.418351345,3.720194671,0.15618559,0.333537018,1.225191837,2.208571267,2.31693167,1.026278338,20.14693529,0.71559575,0.284027617,0.973621232,0.314312982,9.198375354,4.635062617,0.71559575,0.132624747,2.352523912,0.516010649,0.494185426,0.278231135,0
RNA516_FPKM,1.783482542,4.684928641,0.0,0.0,0.361023305,0.45766462,5.117775309,2.795958379,0.370233407,0.226194473,4.203826406,4.829028207,0.230174435,1.553844935,4.29788902,2.069516551,2.261476422,2.517727355,8.736023851,23.28273086,0.954032453,3.891201062,5.113381018,7.553399317,7.570205891,6.771554264,5.18679144,6.316058902,6.38515858,1.609623984,0.0,0.0,0.0,0.0,9.677489713,0.0,1.848042596,2.515167687,3.030303476,3.214827466,3.76393045,0.0,6.966983778,0.456334199,4.673303508,3.068664557,4.804294073,1.691233445,5.180265302,3.092381054,7.092143398,1.601411617,4.484184677,6.674185953,6.316058902,0.0,0.738533358,6.105845846,1.17128269,3.750439386,9.500194528,11.51482885,2.31928579,0.0,4.966454542,3.789761904,5.995488495,10.68080794,0.0,0.0,5.30838774,2.484511955,5.522995055,0.0,0.794624499,0.337589171,4.892143501,5.040932983,0.0,11.92919082,3.318107055,3.1569224,3.779864247,6.058505489,2.095676072,0.602013286,6.692639705,0.899360106,2.63982202,3.306456398,2.979996146,4.22372565,3.138814565,8.516348801,1.647646598,0.204399693,4.203757314,0.0,15.34889008,6.846439685,2.265674017,1.909324376,1.593282624,0.0,1.659407467,0.0,0
RNA519_FPKM,0.19094275,7.527146691,0.0,0.0,1.031326847,0.0,1.598732713,3.793280986,0.594625203,1.211029863,3.001897787,10.50656855,0.0,0.416104644,5.643143544,1.108393029,0.726573735,1.123602573,10.17815997,19.39666742,1.532883976,8.856759736,3.159796348,1.797928087,1.779858622,3.199895286,3.405056066,1.434960094,10.97902161,0.431041734,0.0,0.0,0.0,0.0,1.802748269,0.0,1.522701776,3.592014446,3.488039933,3.59996992,13.19427653,0.201958678,1.571086692,0.0,0.834274323,0.782546299,2.695469943,0.54336441,2.46610674,1.656219469,1.715258421,0.428842541,1.440910938,0.866527196,1.434960094,0.0,0.988770264,1.453368381,0.836349632,4.480703447,2.849258917,2.436322842,0.0,0.0,3.404684073,3.820597184,2.077631889,6.070504414,0.0,0.0,3.708113949,1.330656539,1.232338306,0.0,0.0,0.0,3.563254411,3.239735513,0.0,18.16816445,4.26485267,3.139805939,2.75311179,3.090188899,0.49883168,0.0,2.867484454,1.204089863,0.256926025,1.65262258,1.702342036,0.476221745,0.791088358,7.16722281,0.882447644,0.0,1.286527623,4.602222752,7.603735403,1.880383401,0.0,0.204415596,0.426665675,0.0,0.507873946,0.0,1
RNA52_FPKM,1.281761718,0.0,3.858446071,0.0,0.0,0.0,4.427248061,0.0,0.0,0.0,19.20873168,84.83371258,0.0,0.0,3.09990553,3.580719311,0.0,0.0,117.489954,49.92239846,32.75915936,13.20544558,3.926138107,3.239157918,23.14783657,8.429125976,7.081184722,8.864232156,0.0,2.088752931,0.0,0.0,0.0,0.0,7.559575176,3.248181518,6.924551828,8.97074859,29.94020356,3.85066309,8.834558304,0.0,3.660114731,0.0,6.68586178,25.32120106,0.0,0.0,1.532020093,0.0,20.09537212,0.0,0.0,0.0,42.18175203,0.0,9.435983329,0.0,0.0,21.65499518,24.73072221,40.52547714,0.0,0.0,0.0,4.984507187,22.67071692,5.221849371,0.0,0.0,9.030697493,0.0,9.922864213,0.0,0.0,0.0,7.656950493,20.93176094,0.0,15.33048419,0.0,7.202476987,6.761109712,6.450396949,14.68909733,12.98093362,40.08193257,6.284026713,2.491173221,0.0,6.980001212,0.0,0.0,8.581590787,0.0,0.0,2.078096029,0.0,11.49043353,9.251928766,0.0,0.0,0.0,0.0,7.004364249,0.0,1
RNA521_FPKM,1.156528036,18.00213219,0.0,0.0,1.213982476,0.164843646,4.916300629,1.745784332,0.533409157,2.11808416,1.514501,4.675295594,0.0,2.379061105,7.79147783,0.869867241,1.140604019,0.755900677,15.45967498,24.38597328,2.405825454,4.205297756,4.250917017,3.728886782,4.256937956,7.461836116,2.65212695,4.550585371,15.98077649,5.218882344,0.0,0.0,0.0,0.0,3.334711903,0.0,3.482393791,12.20163539,15.21805034,8.949285003,16.68208153,0.0,3.038291847,0.328728899,1.683458643,2.526872032,1.648253912,0.731138414,6.635355897,2.367341592,4.944944286,4.47106444,4.038490433,2.477166717,11.03185169,0.0,0.931269635,0.814717157,2.109596878,15.17390039,2.874833339,4.609124004,3.62072173,0.0,14.8860493,2.730513313,23.88573379,7.067323472,0.0,0.0,3.824673266,2.685176931,4.808320042,0.0,0.0,1.337403145,4.088870659,7.62723449,0.0,10.60930599,2.510161034,3.08684893,1.634023015,7.482956301,5.871877577,0.867642517,5.3042539,0.648038632,3.112177544,0.476472225,3.435266534,3.363473567,5.188207591,7.742906461,1.483861133,0.0,1.298143714,27.20992901,5.252926297,20.86985512,0.296805095,0.687851225,2.869961417,0.178363945,0.683279404,1.298143714,1
RNA528_FPKM,0.791080964,3.030411195,0.0,0.0,0.667353101,0.0,1.418679489,1.446823397,0.410373651,0.501436392,1.294982804,5.187476205,0.0,0.646131253,3.074733838,1.338709121,0.0,1.628643449,5.6083712,14.34312653,0.264555009,4.134992517,2.180826256,0.775604674,4.913823474,4.858623808,2.783078674,2.758991957,3.167585281,0.446149815,0.0,0.219240801,0.0,0.0,8.63153265,0.0,0.315214544,2.789025424,3.009163145,3.078697866,2.402995282,0.0,2.236421201,0.0,2.159180338,1.944409877,2.536879522,2.062905763,1.914697013,4.929399947,4.312718152,1.553858801,1.989003566,2.466980088,6.579238113,0.0,6.347029709,1.003099781,1.515205597,4.15877464,1.053545332,3.310394838,0.0,0.250831695,3.084114684,1.483164921,3.910785061,7.734576268,0.258274772,0.0,2.303267877,2.295909436,2.807003737,0.4578906,0.0,1.497099458,8.679797268,0.558965795,0.0,8.474197868,3.311418445,4.000642897,3.856139457,3.838924589,0.51631581,0.0,3.896242964,0.0,0.0,0.977740517,2.423261454,2.711581513,1.842614302,6.295737986,0.456688788,0.226663016,2.441806822,0.250831695,7.446364916,4.28254537,0.913584315,0.0,1.545971193,0.0,1.051587988,0.0,1
RNA53_FPKM,0.430291276,3.453747555,0.466325521,0.0,1.839077233,0.0,2.572393498,0.449710597,0.595371577,0.545614298,1.690430013,0.242728412,0.370143033,1.562113543,2.23001368,0.832211699,0.727485731,0.843708384,11.339968,6.761720051,0.767287382,1.564695549,1.581688901,3.487327988,0.742463378,2.082289423,5.786148501,2.154954683,2.432481731,0.485456824,0.0,0.0,0.0,0.0,3.214687281,0.0,1.829257598,3.371227945,1.927837186,2.46796486,9.447973434,0.0,2.359229426,0.0,0.939593853,1.175221362,0.551977147,0.816069661,2.160223521,1.243534722,4.415817176,0.0,0.721250139,0.813265298,2.616730686,0.0,0.742463378,2.364328625,3.767724605,2.784237668,1.528072328,2.286571998,2.020743923,0.0,1.597706004,1.434304253,4.112746578,2.629557797,0.0,0.0,4.454780269,0.4995466,4.626787913,0.0,0.479311801,1.357191121,2.360700267,0.405413622,0.0,4.946816569,1.601083817,0.906744068,2.796755114,1.740148542,0.0,0.807025411,1.34561593,0.0,1.350965474,2.481829831,1.597706004,1.609021202,1.633419432,5.381420609,0.331282872,0.657389449,0.160993335,1.454971461,3.703240321,6.776846941,0.993848616,0.15355082,2.082289423,0.0,0.953314005,0.482980004,1
RNA535_FPKM,0.90549314,5.154209625,1.373969869,0.0,1.711140389,0.0,3.681374232,12.87169328,2.819176727,0.229589046,2.845978418,10.26776054,0.233628736,1.183575168,6.898979447,1.926552417,2.29658199,3.409300317,10.4281943,17.51437258,3.148924421,9.549729171,6.79070535,5.966115152,6.375273964,6.270074241,6.796707468,3.887385125,2.900954427,1.021582004,0.38692909,0.0,0.0,0.0,10.04152163,0.172067816,5.919063771,2.383896439,2.618052757,10.83314684,10.54042582,0.0,3.351432515,0.231591276,2.175139825,5.639182528,2.323364288,1.545789982,4.871014384,4.318134727,6.970092863,2.846080442,4.553794004,2.259230282,13.21703139,0.0,1.12509263,3.215168684,9.713488475,2.783236241,20.06733439,10.39444285,7.066074464,0.229589046,6.455890252,4.98057585,17.72897106,9.518494442,0.236401777,0.0,32.81363334,1.682055846,9.581592966,0.20965105,6.657782369,0.856810713,8.744153081,1.365094573,0.0,8.328753885,2.864155851,8.472912697,9.519881506,4.248151591,0.709442682,1.222926772,5.437263645,0.913322587,0.0,1.566943165,3.631425611,2.257546602,3.375089685,16.88539122,4.810787625,0.415142669,1.423040221,0.918586694,13.24934687,5.883275248,3.555763038,1.357254907,2.831633334,0.0,1.925979352,1.423040221,2
RNA57_FPKM,0.550825345,11.85541377,0.0,0.0,1.858383457,0.0,0.0,1.918770309,0.381074138,1.396690003,1.682854608,4.1943149,0.0,1.399601852,2.568956123,1.597834248,1.163872374,1.51186938,11.20166811,12.20549544,2.209770768,3.004192491,2.631805963,3.455758639,6.462312697,3.280339419,3.444626284,2.758239747,4.670329225,2.071287949,0.0,0.0,0.235532703,0.0,4.331178893,0.348975021,5.268085975,1.898696618,2.234790313,2.557246645,11.506138,0.0,4.340871213,0.234848015,1.804006409,2.707689321,0.471065407,0.870395935,1.777541767,2.188645363,3.532553976,1.236355691,2.538828621,1.665533158,6.895599368,0.0,0.57026624,1.396690003,3.616987974,1.336423865,4.498529974,1.902338006,1.193722736,0.0,4.089948677,2.294892898,1.815286067,5.609634205,0.0,0.0,7.602669005,2.770687544,3.790186894,0.0,0.409051733,0.521211079,3.827473523,1.210790467,0.0,4.988731665,4.098690479,3.713947503,11.05058588,3.415244263,1.198408646,1.032899523,1.205627182,0.694450292,2.717400665,0.45386358,2.24959498,0.915229451,1.140356308,8.975252213,0.636123758,1.262113101,1.442446807,0.0,17.77505154,3.433594816,1.696133505,0.786072984,1.435124742,0.0,0.976060412,0.206091116,0
RNA58_FPKM,0.0,3.186358872,0.0,0.0,2.226492797,0.0,3.712757569,3.245355785,0.402728861,0.246047604,1.524852999,2.463300513,0.0,0.845528639,5.431418977,1.689155295,1.722562323,4.794831215,5.837509028,13.37211543,2.595575009,3.52869495,4.494403194,3.500933889,10.64907399,4.334742019,6.554761495,4.582061934,1.828574257,0.875880949,0.207229414,0.0,0.0,0.0,6.181280112,0.0,3.094000644,2.189532511,2.756237174,3.498408553,8.812482214,0.0,1.795714157,0.0,1.271341458,2.862293897,0.746982658,0.368010856,2.714131378,1.051655391,7.219982551,3.049841194,3.659760762,3.301330584,16.87056571,0.0,7.63515336,2.953029438,2.124239248,8.319589053,6.616439638,8.044344069,3.365258092,0.0,4.972212434,3.638966667,4.989301041,9.250885269,0.0,0.0,7.283688279,2.027877729,8.514446052,0.0,0.0,0.0,5.536755519,3.839971893,0.0,6.287912238,3.610757623,5.643746872,4.936093513,4.23826743,0.0,1.528718993,2.184863998,0.0,3.394739247,1.4391871,1.945735846,1.935374336,1.607499154,5.957667912,0.672480451,1.111906482,1.524819199,0.738371907,5.637206557,2.292396454,0.0,1.03886153,0.866988757,0.0,0.0,0.653609826,1
RNA6_FPKM,1.29923096,7.923417916,0.804747528,0.237512131,2.755794843,0.0,1.553428322,8.729835269,3.852497848,1.17677946,4.86148538,16.02024114,0.0,4.649708937,6.060489974,2.512994377,2.589017633,3.930855449,16.27055741,28.27118675,5.461332029,7.762324011,7.164126581,6.988028469,7.302376068,7.047897283,8.358814437,6.772857389,6.820586728,0.837762811,0.0,0.0,0.0,0.0,9.634199665,0.0,1.775531326,1.745053302,5.695890203,5.018933624,6.528990688,0.0,3.434906397,0.0,2.837251716,3.498105048,1.190502836,2.464250952,5.391493179,1.810517165,7.143277065,1.250118995,5.133652107,2.946939283,9.960007612,0.448678983,0.768770579,2.118357259,4.063331064,9.458292995,16.01804195,17.01507764,0.0,0.0,8.890991135,2.552241815,11.01208374,9.755393051,0.0,0.0,6.485649148,1.508342012,12.2149774,0.0,0.0,0.878155855,13.23870258,1.574025629,0.0,10.08770136,4.834724912,3.989757945,8.340320701,3.603120197,1.45414435,2.924328495,5.224187704,0.702072559,1.498613596,2.064803284,7.236674699,2.545011668,4.2277135,21.7370273,0.428659186,2.126783712,1.041689982,0.0,20.16848512,12.78984834,1.929317504,0.0,2.487546426,0.257741871,1.973914791,0.625059497,1
RNA60_FPKM,0.75851571,4.774234081,0.205455172,0.0,1.919724789,0.0,1.13382996,2.97306547,1.180811852,0.240388472,1.986849815,9.467576419,0.0,2.478535768,4.422828843,1.650541401,1.202447911,2.677348797,22.49060442,16.27601151,2.536204066,2.413730915,6.692326912,2.379813481,56.74167033,8.259688992,5.337571696,5.291644422,3.03763999,1.283754423,0.810065322,0.210112846,0.0,0.0,6.487684519,0.0,9.825731817,4.992315839,5.001799093,3.418509474,10.30917725,0.0,1.75466434,0.0,0.82815611,2.641672021,2.919324928,1.61852659,1.22411791,6.98785231,4.135795555,3.19301164,5.244970251,1.720570973,9.76905805,0.0,1.178033471,2.885672767,2.283367289,9.510058549,4.444890043,35.52397077,0.82203673,0.0,11.40753931,0.948144638,3.18781545,6.721962015,0.0,0.0,5.644829707,0.660506893,6.117512317,0.0,0.0,1.435659221,3.745617644,5.18181226,0.0,9.513809503,7.056516412,3.596725755,1.447006431,6.442370543,0.74282526,4.054750576,3.024686301,0.0,1.02063276,2.34385151,3.591336393,1.182009703,1.374303588,7.330925162,0.438103183,0.869132585,1.489997513,0.0,8.160714579,3.173552294,1.533015814,0.0,1.270721383,0.26313817,0.504281911,0.212792857,1
RNA62_FPKM,0.386129142,1.268061736,0.0,0.0,1.824261439,0.0,0.0,1.816249945,0.60113304,0.244909471,1.770072632,1.633893872,0.0,3.995708021,1.501103911,1.680530169,0.0,4.997717779,5.310100123,10.03656404,1.549424979,3.159674492,3.406981533,3.786144133,2.598835818,1.725019392,2.898476826,0.621659534,2.365107543,0.65353951,0.206270841,0.0,0.0,0.0,7.061092966,0.0,0.615695644,3.81231381,1.664938378,0.949275266,2.46973732,0.0,2.382059897,0.0,1.054037795,2.847825799,0.0,0.0,2.077322282,2.511137034,4.458549428,0.866999989,3.6411487,1.094786679,10.77548912,0.0,7.196623313,1.71396082,2.747525429,4.685301636,2.46857539,4.155658842,0.0,0.244909471,1.075385396,0.0,4.009354748,3.776071199,0.0,0.0,1.249344798,2.017523026,1.99313091,0.0,0.0,0.182760401,2.330518826,9.824084286,0.0,6.256027735,0.718528532,1.953039197,2.619240138,3.435930973,1.008498503,1.086386781,1.449163412,0.243505979,1.558901584,2.86382482,2.796215753,0.722040819,1.999117208,3.073432709,0.892031484,0.442439642,0.0,0.0,4.985435873,1.900726652,0.668977451,0.0,0.0,0.0,0.770031447,0.216794864,1
