,TRAV18,TRAV1-2,TRBV14,TRBV17,TRBV5-1,TRBV5-7,TRBV10-3,TRBV15,TRBV6-2,TRBV7-4,TRAV41,TRDV2,TRBV6-8,TRAV6,TRAV8-2,TRBV4-2,TRBV23-1,TRBV13,TRGV10,TRBV28,TRAV16,TRAV17,TRAV12-3,TRAV8-6,TRAV14DV4,TRAV9-2,TRAV8-4,TRAV13-2,TRAV19,TRBV9,TRBV10-1,TRBV7-3,TRBV5-3,TRBV6-4,TRBV4-1,TRGV11,TRGV5,TRGV8,TRGV9,TRGV3,TRGV4,TRBV20OR9-2,TRBV18,TRBV6-7,TRAV25,TRAV26-1,TRAV24,TRAV22,TRAV23DV6,TRAV20,TRAV21,TRBV7-6,TRBV5-5,TRBV6-6,TRBV6-5,TRBV11-1,TRDV3,TRBV7-9,TRBV29-1,TRGV2,TRBV20-1,TRBV19,TRBV12-4,TRBV7-7,TRAV4,TRAV5,TRAV12-2,TRAV13-1,TRAV7,TRAV9-1,TRAV12-1,TRAV10,TRAV8-3,TRBV7-1,TRBV10-2,TRGV1,TRBV6-1,TRDV1,TRAV8-7,TRBV2,TRAV8-1,TRAV2,TRAV3,TRBV5-4,TRAV30,TRBV3-1,TRAV29DV5,TRAV34,TRAV26-2,TRAV36DV7,TRAV38-2DV8,TRAV38-1,TRAV27,TRBV27,TRBV24-1,TRBV5-6,TRAV1-1,TRBV16,TRBV12-3,TRBV30,TRBV25-1,TRBV12-5,TRBV7-2,TRAV40,TRAV39,TRBV11-3,Diagnosis
RNA292_FPKM,0.369675565,4.856243868,0.200316808,0.0,0.9980211,0.474219383,2.43145759,2.318539234,0.575628859,0.0,2.905074457,2.189927435,0.0,1.610667716,6.323365388,1.430131335,0.937738502,0.870040803,9.373430592,13.18460567,5.192170706,2.352814599,5.912115086,2.899848083,2.679440626,3.096882369,2.601645317,4.563125392,4.006170044,0.834346821,0.0,0.204857996,0.0,0.0,6.106180416,0.175655776,1.326302798,3.476099946,2.297261495,4.544250547,12.05943699,0.0,4.371218249,0.236420419,2.623904818,1.666250267,0.711564536,1.227114511,2.386564835,1.001782967,5.691574446,1.659973871,0.929700744,2.934954294,10.71334775,0.0,0.0,6.563704021,0.404620021,4.037273292,10.63552683,6.778555836,1.001782967,0.0,8.854927052,2.079883934,17.73071632,10.39378562,0.0,0.0,8.373489495,0.643975293,6.201956843,0.0,0.0,0.87467502,3.854080176,5.051250363,0.0,4.637078468,5.331059552,6.077204838,4.545152061,2.990468336,1.2068958,1.040214538,5.20311843,0.0,0.248711389,0.91403163,1.853466189,3.456576922,1.722633282,7.146402594,0.854055801,1.482763367,2.6975348,0.0,8.352976922,22.74669812,2.135033514,0.989595826,0.619458467,0.0,0.491411627,0.0,0
RNA295_FPKM,0.456559604,3.497562769,0.329812263,0.0,1.43771099,0.0,3.638855711,7.792863099,0.315810799,0.0,1.992615753,6.566729122,0.0,3.646046238,4.850033807,1.765898433,2.5083721,1.432125975,4.707793449,36.60441365,3.663207061,3.043393968,7.551347889,2.864360889,7.246845033,3.398728177,2.426892699,5.715628778,5.448167076,1.545121953,0.0,1.517877989,0.0,0.0,10.41124109,0.867627075,1.69816588,2.432078368,1.08052681,1.994955949,3.795371157,0.0,5.788111163,0.38925517,2.326023736,2.618287213,2.147234228,2.164458831,6.711782726,2.803479498,4.294468456,2.220421221,3.825996862,4.659259496,6.858784346,0.0,3.150820945,12.54203663,1.332375907,8.246306044,13.13151801,7.884215053,2.803479498,0.0,5.76325688,3.613967201,16.70111427,9.113320458,0.0,0.0,7.877052363,2.120009992,7.068593097,0.176269597,2.542554171,0.287965115,7.346646784,4.444540132,0.0,9.701230491,1.557085286,3.655507054,4.902300626,5.538580529,1.192021768,1.198705327,5.567623361,0.767356898,1.433314321,1.880671048,3.898696525,3.224398516,2.048012044,6.401321906,1.230167409,0.697415514,1.878829949,0.771779704,9.494848231,5.092810889,1.581620896,0.977399844,1.699286531,0.0,1.82053644,0.854056133,1
RNA298_FPKM,0.588091339,3.00397558,0.0,0.0,0.661413598,0.0,0.0,3.892731233,1.424054461,0.497064773,2.05380299,1.658767848,0.0,0.213561171,1.219218736,0.568703713,0.0,0.0,8.760308362,14.69186034,1.835255598,2.138513961,3.458846265,1.076290716,4.667950003,3.721721758,7.724346695,2.103803124,1.477682665,0.221227469,0.0,0.0,0.0,0.0,2.543801592,0.0,2.812748343,2.580337998,2.83377262,3.373179283,9.402843942,0.0,2.216911201,0.250810212,0.642084837,1.606255644,0.502861447,1.115345644,1.054380601,7.010931114,2.766291527,1.540303805,1.232119045,1.111447592,4.838728662,0.0,0.608847504,0.745706597,1.072740462,5.708084966,0.0,2.812748343,1.274680736,0.0,3.493872556,2.940456697,4.264269749,5.031659097,0.0,0.0,6.342235964,0.682744563,4.553187934,0.0,1.091751052,0.370927906,5.162487442,5.910405394,0.0,8.605032304,1.458938276,0.743563762,2.49287273,2.536911139,1.27964886,0.22066167,4.597783001,0.494216265,0.0,0.726854464,1.965267261,0.244415617,1.217695009,2.674523921,0.0,0.224684148,1.540303805,0.745706597,4.639608896,2.894409277,8.602833853,0.0,0.65675175,0.0,1.042413602,1.10010629,0
RNA3_FPKM,0.858578332,5.16896177,0.232686686,0.0,1.593498951,0.0,1.796703396,4.93568321,0.445616955,0.0,0.843165689,11.80634058,0.0,3.272933137,4.005060461,0.830273552,14.15387376,26.26443076,22.13692125,13.23360471,5.741583716,8.781644747,5.207826144,3.03056714,4.666945499,4.794368128,5.236027927,3.455453127,3.033695464,0.484465613,0.0,0.0,0.0,0.0,31.90568293,0.204040593,7.870793732,4.036284279,5.44381206,5.628329894,12.90466073,0.0,1.544829088,0.0,1.171824468,9.673755268,4.13042502,1.221370809,2.07828784,2.093644647,5.782658417,1.927698072,3.777899964,1.21712696,4.376854263,0.0,4.000348625,1.633187479,3.054484838,6.597663985,3.201610139,1.882176297,2.093644647,0.0,18.41197268,4.56158344,0.636637464,8.395592091,0.0,0.0,5.000435781,0.49852662,13.84915343,0.0,0.717224485,0.406325998,6.830696961,4.044927286,0.0,7.403524816,2.196535551,4.885483234,2.729741391,1.736195811,0.0,3.623365171,6.242947459,0.0,0.0,3.449165463,6.216954678,0.267622647,2.666899083,12.69094107,0.0,0.983787672,2.409414595,0.0,14.08685241,2.112954186,0.74357919,0.0,0.958818442,3.575495616,2.282953608,1.204707298,1
RNA302_FPKM,0.17054817,3.172382571,0.184830529,0.0,0.805392417,0.0,2.650130488,1.960149959,1.415464742,0.0,0.669839529,2.741005155,0.0,1.671140453,2.915881206,1.319026485,0.648605423,0.802272123,4.395597292,14.63273285,1.596096826,2.169900231,2.632159678,2.005834058,1.23556672,2.284788895,2.399302573,2.195626402,2.409577959,0.19241332,0.0,0.0,0.218778994,0.0,9.452663825,0.0,1.223081056,1.602952858,1.34039597,1.396986849,8.723045788,0.0,4.031378405,0.0,1.489223451,0.558751907,0.0,0.323329498,2.017660471,1.478219337,2.624509693,1.339581265,2.572019499,1.546796523,7.684762532,0.0,0.352999734,0.648605423,1.306258348,2.206459745,1.816421157,2.989834715,2.586777615,0.432348377,2.65881446,0.639392278,2.865837738,7.918619067,0.0,0.0,2.647667132,2.177369743,2.859964867,0.394802334,0.0,0.322634166,2.2449048,1.445697522,0.0,3.563809681,0.317177351,0.862211994,3.179939812,1.103229873,0.0,0.575616578,0.479885036,0.0,0.0,1.26441619,2.65881446,1.062580648,1.23556672,5.233797755,0.196958517,0.586109588,1.148296336,0.0,6.969933653,1.678259369,0.393766108,0.182581983,0.57123371,0.0,0.0,0.765433097,1
RNA303_FPKM,0.34199548,2.620599595,0.0,0.0,1.038678727,0.0,2.044721564,0.893735171,0.177450485,0.867502886,1.343754503,4.051850142,0.441284491,1.490048327,2.127136128,1.488392373,0.867502886,2.414446593,9.112027699,49.40718186,2.058414984,2.332066204,3.394579097,4.426304995,4.249267229,4.010714608,2.406652543,3.303505023,7.41198958,1.350616714,0.0,0.379037812,0.0,0.0,6.052118191,0.0,0.0,0.64321261,1.648080467,1.82167976,2.187474636,0.0,3.692106438,0.0,1.493745718,2.662339042,1.755042344,1.459522694,2.575748257,0.741437196,6.142746572,0.575808717,3.224914408,0.96974873,6.056480737,0.0,1.41642241,0.867502886,0.0,1.659932033,13.30037463,9.405975907,1.482708188,0.0,2.857519095,2.77909668,5.241975485,9.823994831,0.0,0.0,3.098473638,0.595559412,2.648102715,0.59399215,0.0,0.161804313,1.688824264,0.966812661,0.0,5.71952042,2.704435632,1.946030258,4.92947227,1.383193999,0.223261144,1.539589576,2.085803905,0.0,1.150649869,0.211345522,4.191039395,1.705324431,1.593455364,6.999849091,0.0,0.0,3.263260342,0.0,5.703371861,4.376770881,1.974954161,1.830796923,1.909790699,0.0,1.818669257,0.0,2
RNA31_FPKM,0.0,2.896245044,0.0,0.0,0.637730248,0.484849348,0.0,1.382668523,0.196211012,0.0,1.485099972,0.479801529,0.0,1.646774547,0.293822131,1.09668921,0.719010938,0.667103731,8.933369044,13.25104875,1.769311392,3.436364642,6.669643279,0.444735821,0.978353228,4.010382308,1.773134847,1.217057538,1.068508759,0.213316587,0.0,0.0,0.0,0.0,5.573728173,0.0,3.76630545,1.421574609,2.252788492,2.322905708,6.2854479,0.0,2.914486834,0.0,0.412663341,1.393836845,0.484849348,0.537708611,2.643269043,2.662800588,3.15188641,1.697186013,1.425695973,1.286065955,3.448261715,0.0,0.0,7.18986842,1.241277589,4.738959925,1.610888419,1.205248038,0.0,0.0,18.31663954,0.708797714,3.9244808,4.389140637,0.0,0.0,0.978254861,1.535893003,1.219355196,0.0,1.263274913,0.715283124,3.318189112,1.424618666,0.0,3.358164615,1.406547393,2.150834443,2.563764613,1.987310733,1.480693147,0.850656401,3.014471862,0.0,0.0,0.0,2.736954529,0.235675549,0.391301944,11.81882416,0.0,0.0,5.091558039,12.22270403,3.253285658,3.720806458,0.0,0.0,1.266481195,0.0,0.502426968,0.0,2
RNA310_FPKM,0.698298205,4.968294942,0.567532326,0.0,0.589086344,0.0,5.636107752,3.101945511,0.543438973,3.099192515,2.743555845,13.29538166,0.0,5.70422222,4.207312479,4.051842626,3.984876502,1.026963359,16.80375134,6.119979921,3.2687532,5.554938168,7.123449236,5.340180541,5.603150266,11.8930067,5.405128006,3.37256621,5.592627382,1.378847354,0.0,0.0,0.0,0.0,7.208016282,0.0,2.365795399,3.446945023,3.364897711,6.723323719,16.07804162,0.0,5.563875848,0.0,3.049841128,6.008082944,1.567785621,0.331177094,5.822344408,3.594837682,5.151126654,1.763610986,2.633813612,2.375862794,19.67280818,0.0,1.988239243,1.992321344,2.293121304,13.55594616,15.80996167,9.741268381,8.514183905,0.0,10.30719549,7.419764169,6.041775445,11.73590905,0.0,0.0,5.874278137,1.41886667,5.406417581,1.212940479,1.555702331,0.0,8.237340716,4.605825992,0.0,8.210828184,0.649579726,5.739237261,7.104543205,4.518698435,1.367707365,0.982312778,5.077481584,1.540832286,0.0,2.37360022,3.889461227,9.575089838,4.518638779,7.542866488,2.016190531,0.0,2.351619296,1.770900348,9.203156501,19.07554527,4.234042705,1.49513971,3.704325124,0.48475133,3.481126551,17.44072801,0
RNA314_FPKM,0.859857018,9.175271521,0.465808291,0.0,2.175825361,0.0,5.654083832,6.065436207,8.03002718,1.907967478,3.940561531,2.72815026,0.0,3.511480533,5.514141161,1.662798726,2.725626346,1.77022651,13.85388804,11.95198864,1.437221256,4.689712843,4.740561224,4.383135798,8.011132998,4.80072063,6.856318461,1.845301025,5.8729482,1.212425111,0.0,0.0,0.0,0.0,43.61148579,1.634067862,3.426601319,2.829121099,9.920908235,4.226854779,11.9594494,0.0,7.292065181,0.0,1.642840484,1.585070542,2.205753412,0.815381655,3.468552898,2.329537788,15.99252004,4.342769801,2.161638344,7.06872889,8.996241833,0.0,0.44498392,4.905953205,2.117370351,3.303263278,10.0757989,10.10859254,0.931864748,0.0,5.74638232,3.492954457,9.138867953,16.02545,0.0,0.0,6.119714265,0.498992523,7.210965344,0.74665165,1.43659558,0.0,14.38693766,31.39020802,0.0,8.761185633,2.199367965,7.609649724,4.191159066,2.955434377,1.964583724,1.209324279,3.629777745,0.0,0.867668584,1.593975433,4.788566907,2.411282949,1.780172753,16.86236543,1.241065074,0.738874029,2.171384901,0.0,10.8680503,5.924291061,1.737702664,0.230193335,0.720120881,0.0,1.714366326,0.723794967,2
RNA315_FPKM,0.926457552,7.604472118,1.004042667,0.0,2.813188152,0.0,3.599669115,4.598759602,2.643679243,3.523916763,6.065347948,5.094916286,2.091726323,3.026730487,7.56125805,4.255116028,7.928632814,1.907162235,33.83339095,15.39656673,7.43342928,6.947593274,11.23698031,5.085765961,7.19293598,9.827806054,5.431721431,27.09011296,5.67314019,2.874153843,0.0,0.513244926,0.0,0.0,6.829697992,0.660123873,2.584343029,6.749736986,8.868367937,9.867249418,13.32975076,0.0,5.952049885,1.185003845,7.838404241,6.2618904,1.782506001,1.976372654,6.22855098,3.011820484,21.98375534,5.718661086,4.658044536,2.888969069,107.863176,0.0,5.994064355,3.523916763,2.027755706,19.48056227,20.47842578,29.35126996,2.760886697,0.0,3.869459417,3.473861127,17.40294645,18.96430391,0.0,0.0,20.0798512,1.075570773,9.56233439,0.0,12.8986195,0.876648006,11.6890608,1.96367647,0.0,11.37575415,10.55618517,3.221034479,6.282766911,4.870140567,11.187764,2.345362945,7.16979775,0.0,0.0,2.289769084,4.385619132,19.62932968,5.274623873,37.91560645,2.406921028,0.265310202,4.158968336,0.0,18.43625448,16.64104914,3.2094465,3.718823528,0.775729323,0.0,8.004098093,0.519791417,0
RNA318_FPKM,0.185622697,24.98796538,1.005837276,0.0,2.379928623,0.23811658,1.997210854,10.08734074,2.118682943,1.412230319,3.645885462,6.439147304,0.239513158,1.415143336,5.338786109,7.000018955,1.412230319,2.838688614,20.25753521,39.71205555,4.468205093,7.930579585,7.573315634,5.677377227,6.533484653,4.767536573,3.48270245,5.975695196,4.371873868,0.418840958,0.0,0.205727926,0.0,0.0,14.23174261,0.176401699,3.698668653,6.631254113,7.390140092,12.31868063,14.95666285,0.0,2.671363384,0.0,1.823755817,2.433317508,9.761972589,1.407973292,3.793920446,3.821954341,5.952376374,6.875145384,4.433467035,6.104023308,13.94321376,0.448758169,6.14913648,2.588822962,4.26632198,7.956699338,2.57062843,4.586429379,3.218451975,0.0,13.85262777,11.83266042,6.606918991,10.88909585,0.0,0.0,3.602992692,3.016737542,14.36970692,0.0,0.413539174,1.756231357,14.25615372,2.623163844,0.0,13.385121,3.107905868,5.397728188,4.405948086,5.104284885,2.665642635,10.23465088,9.403040809,0.936091539,0.0,2.523375191,4.341927686,4.164417778,4.419786846,8.229996446,1.929064552,0.425385348,1.45846405,0.0,20.56668614,10.04854614,0.0,0.596160488,2.280003979,0.515293292,1.480495229,0.0,0
RNA319_FPKM,0.52349552,3.629445681,0.0,0.0,0.824435506,0.0,2.504090255,6.748919204,0.543250068,0.663798353,0.914267623,6.940701853,1.351180666,1.520572507,3.798812367,1.350134709,0.663798353,0.821374121,12.44859493,53.58499596,2.10057944,9.360888796,5.773842193,1.505750216,2.168247562,5.457177156,2.455955741,5.431480835,3.28868631,0.59061033,0.0,0.0,0.0,0.0,8.852674509,0.0,2.225765554,1.640911385,2.301520592,2.717015203,7.924673534,0.0,2.69122253,0.0,2.096093973,2.717015203,2.238911161,0.827528586,3.755052584,0.756635274,18.35808954,1.175389304,3.290980693,4.947911781,25.28492398,0.0,1.806933008,2.213102387,2.101308137,7.763743118,3.160964838,5.147273523,3.215464232,0.0,4.276899222,2.836035673,6.38493255,9.385630374,0.0,0.0,4.517107373,1.823458142,10.80922084,1.616608665,1.166462296,0.495350599,11.87283842,1.479851468,0.0,7.113666676,4.22107635,1.103371449,4.438849778,3.670163812,2.050714052,2.74952404,3.765787922,1.100209926,0.0,1.078576585,3.305008805,1.305248178,1.264781059,25.79546659,0.806283258,0.0,2.154912937,0.663798353,6.195846121,7.558896946,1.209324428,1.121052572,1.364294289,0.0,1.160040073,0.587597012,1
RNA32_FPKM,0.0,2.72112537,0.0,0.0,1.830246307,0.0,1.080988883,0.236171481,0.0,0.0,0.295917243,0.573624193,0.0,1.722991311,3.162510403,0.874294306,2.865628444,4.520194371,6.797739156,6.283301802,1.209130423,1.438199359,1.993776148,1.418033303,0.467897381,0.757067463,3.604589967,1.455269015,3.194015359,0.254944086,0.0,0.0,0.0,0.0,1.86618898,0.0,2.702183284,3.399643945,0.573125689,3.703607589,7.805016758,0.0,0.929448386,0.0,0.0,1.851718939,1.449656276,0.0,0.0,0.489794057,1.739534391,0.0,0.0,2.30655896,5.57834599,0.0,0.467897381,2.006018702,0.989561963,4.935525303,3.370888569,9.908115441,0.244897028,0.0,2.517400178,1.4125912,2.234546225,3.314779423,0.0,0.0,4.972213808,0.0,2.332893499,0.0,0.0,0.427648144,1.487930913,0.212908337,0.0,2.361931283,1.681853453,1.143114681,4.790114408,2.741921273,0.0,0.762876165,3.604589967,0.0,0.0,1.676012068,1.258815449,1.971922067,1.87180396,2.569439458,0.782899162,0.776782762,0.0,0.0,4.376481389,4.449300392,0.521932774,0.0,1.262010413,1.254901921,0.600774583,1.01480589,2
RNA325_FPKM,0.563820138,1.028643965,0.0,0.0,0.0,0.0,1.348456197,3.732404963,1.36528002,0.0,2.953552388,2.54459898,0.727509856,1.842358271,4.821731353,1.090619517,0.476755081,1.105654743,7.43009874,25.90067159,1.256884115,0.854369574,6.010782152,1.621526909,4.67008754,3.778237266,5.995345314,2.823969793,2.302164044,0.424189777,0.0,0.0,0.0,0.0,5.542906732,0.0,0.599271499,0.70683305,1.572968269,0.77004632,5.529375806,0.0,5.023881349,0.0,0.410506236,0.308070788,0.482314907,0.891195849,1.415351414,9.369976736,1.928850539,4.641386097,6.379823497,6.607567246,6.051266061,0.0,0.194628251,0.0,0.0,1.064115309,1.802210027,3.745478643,0.611036603,0.0,5.024777733,2.819300006,5.017838706,6.89171968,0.0,0.0,5.594530461,0.872817592,5.578124213,0.652844371,1.256283242,0.0,5.15587085,0.5312224,0.0,3.732404963,2.97232236,1.901137169,1.274750934,3.344528217,0.0,0.0,1.410651887,0.23701148,0.758657067,1.626063844,2.302978723,0.468651595,2.140415519,24.78883326,0.434210008,0.0,1.054884882,0.0,5.863819263,3.885249091,0.0,2.213325051,0.419883282,0.0,1.998778655,1.265897654,0
RNA328_FPKM,0.542586053,3.166895906,0.0,0.0,0.366162367,0.0,0.0,5.480870415,2.06425974,0.91726785,5.20979839,15.45461336,0.233296424,1.57551551,5.482576844,2.273306133,3.66885347,1.70189376,14.29738473,74.97751044,2.660322582,4.274347527,13.9593201,4.822268216,4.493177459,4.442873754,2.714482205,5.822136944,5.792917493,0.407969644,0.0,0.0,0.0,0.0,12.37256974,0.687455602,1.153094685,17.00164369,3.347798826,4.741497781,11.91207429,0.0,1.859093572,0.0,0.987210979,2.815185094,2.087865797,1.886306314,1.167237421,0.0,10.67082414,2.638658905,0.909405554,7.177439561,12.22637692,0.0,21.71732094,1.37579281,1.385458173,6.874489672,3.275172481,5.477507995,0.0,0.0,11.68346459,2.034482865,8.403870521,5.304445612,0.0,0.0,7.254794787,3.149176975,5.366704808,0.0,1.611413332,0.342168088,8.333856252,2.555756046,0.0,10.96192045,2.355145863,7.545225255,14.41111588,2.047764693,2.361104003,1.017509014,7.464785753,0.0,1.216654509,2.011623507,3.625823583,2.704816459,1.872216586,6.579287618,1.461822009,0.0,1.014913328,0.0,11.47805035,3.916090065,0.417606722,0.967995193,1.009761484,1.004075533,0.961607081,0.405888166,1
RNA330_FPKM,0.775549399,4.753579168,0.504261445,0.0,1.988763668,0.397992971,3.152615006,7.132737744,4.506931192,0.786810312,2.640516721,0.525044574,0.0,3.209588889,9.646146331,4.049770975,1.966811157,2.189826366,11.19676172,16.49915029,4.56353817,5.076261793,8.210103494,4.866059558,7.065606095,10.56610384,6.984714913,7.656877329,11.54496845,0.524949094,0.165579023,0.0,0.0,0.0,18.11385311,0.0,0.61819155,1.749989446,3.972855518,3.304333773,6.844501155,0.0,6.059223885,0.595145775,3.725568382,9.277541849,3.183509518,1.029640787,104.4560925,3.193778107,10.94339539,2.437326978,1.949952776,5.10092109,11.65197519,0.0,0.160514253,1.376810735,2.546580118,17.81444259,19.0034164,26.45797773,0.336235441,0.0,11.92156151,12.99007161,13.64940166,21.61143873,0.0,0.0,7.42685078,2.340933029,13.20905175,0.359241024,0.172705209,0.0,10.21153704,3.945708338,0.0,13.45492505,2.164323906,17.6500066,5.654315141,6.649031305,1.215015707,38.22518017,5.820595761,0.0,0.834933267,2.108713564,3.973916683,3.093325113,3.211686925,15.51858064,2.149593335,0.71099786,2.95959776,0.0,12.84838307,29.16147896,5.373690132,0.0,1.212571891,0.861271856,3.0928254,0.0,0
RNA331_FPKM,1.427441855,12.84594103,0.51566044,0.0,1.926608639,0.0,3.413447915,9.945578217,1.316659406,1.608828784,2.699907849,16.77515828,0.0,3.281894344,7.521023423,3.067464051,5.631007871,0.932902271,22.48920819,50.03807881,4.03004655,7.930130124,6.995970642,3.607434152,5.254420466,4.427922823,4.16622544,6.808273869,2.689826194,2.326074455,0.0,0.0,0.0,0.0,9.354432131,0.452177406,0.758543981,2.684078702,7.682355628,4.418391078,6.694483585,0.167814491,2.934927179,0.202938454,2.597495518,2.339197081,1.220747165,1.955105684,3.924338097,2.750066936,7.934639819,3.02637246,7.975406532,12.2302887,6.808273869,0.19178799,0.492607385,18.70303634,2.777430786,8.594881498,1.520761298,5.815414065,4.297048257,0.0,5.300017827,5.551021963,8.781841488,8.14149888,0.0,0.0,10.26236231,1.657188433,8.595130782,1.285597647,0.530020604,0.7503343,9.745435068,2.390850484,0.0,10.77433225,6.196489634,5.614826814,10.89132062,9.621101329,0.621240768,1.60632843,5.059010679,0.399849027,2.347467054,1.176169319,4.063428562,0.197764386,3.77659831,22.36006673,0.915762334,0.545203486,4.628603114,1.005491208,15.35597915,15.92400006,2.381021095,0.679243229,6.376201318,0.0,0.843410776,2.848283612,1
RNA334_FPKM,0.941076617,4.463712268,0.34001921,0.0,2.011165456,0.0,11.25257113,4.917905568,0.651168864,0.994480274,3.902618683,5.441531944,0.404832256,2.050042349,4.755509713,3.033711253,13.72350646,0.553574481,25.0719581,9.100904025,3.775959942,4.42044832,8.821468473,4.92086908,3.897328312,9.108692039,4.708925465,5.386551325,5.615759647,1.238801165,0.167449167,0.173775961,0.0,0.0,7.401092638,0.0,0.375066768,2.212081122,3.341389456,2.313390728,2.50778138,0.0,5.805097294,0.0,3.767535318,1.799246224,3.621839128,3.718434459,6.24344914,2.379791188,7.243678256,5.105737723,5.126892376,6.581367779,10.60483666,0.379252196,1.948746139,9.944601914,1.888453648,9.007545112,28.4082313,14.62823516,9.349412609,0.0,7.687856082,2.941062401,7.599366565,10.54405978,0.0,0.0,7.307593064,0.910513602,7.286163172,0.726567364,1.048287878,0.296876987,14.11287508,1.625606781,0.0,12.9506557,3.355973522,4.561423781,8.909458463,9.895528142,1.228705376,1.7651389,6.621945009,0.0,0.0,2.132467322,3.669183992,1.5640836,3.085364418,12.84003514,3.622936011,0.359499477,3.345101728,0.0,14.34303121,3.551175561,3.985083289,1.679244063,6.306044776,0.0,1.250977981,2.288791239,1
RNA335_FPKM,0.0,7.398284898,0.443942326,0.0,2.626420917,0.0,8.816625999,1.712499614,0.637754337,1.298698626,3.486936788,6.239458399,0.0,3.346166696,2.547736041,1.7827024,1.298698626,5.301444793,10.91373792,56.94749511,8.766070513,11.91750909,3.162350915,3.213012065,11.4512413,3.888558197,3.074666523,5.495483394,1.157862427,2.311017554,0.0,0.0,0.0,0.49380982,7.007049223,0.0,5.551227868,6.932731555,2.077809531,3.020966823,11.52769671,0.0,1.684491443,2.095820749,2.012728516,5.706290099,0.525482753,0.582775514,3.745946038,3.329683116,4.204135858,6.437642934,7.467512458,1.858150355,12.74941151,0.0,14.2079725,5.713949143,1.793438651,15.57311965,25.31382897,13.5514618,3.773625442,0.0,6.160477913,6.40098918,10.53154375,21.02937268,0.0,0.0,4.771350541,1.902275297,5.814487838,0.948634655,1.368915831,0.581522234,17.30594803,5.017604971,0.0,49.45143818,1.714861717,6.215462463,8.16163496,4.307392503,0.267558618,0.69158015,4.996207935,0.516448666,0.0,1.012587553,10.49573472,2.042386226,1.484444724,14.20585674,2.60202146,0.469376522,5.517808513,0.0,11.01783957,3.02427594,1.4192172,1.973551319,20.12958207,0.568582285,1.089066975,2.069208143,2
RNA336_FPKM,0.713655223,3.710162598,0.0,0.0,2.28755424,0.0,2.559850257,1.864571759,0.555481701,1.58366726,1.869097013,3.019171964,0.0,3.108993052,6.241171852,2.242876817,2.940947988,3.358377521,9.965766971,17.46842275,3.340404282,5.190070901,4.918631194,2.238918348,6.649417916,3.984693963,2.678109153,4.595067609,7.900366985,0.805149483,0.0,0.0,0.0,0.0,9.470518145,0.0,0.995529963,2.012873707,2.17177378,1.754236303,5.47678417,0.0,4.035069172,0.0,1.363604316,4.239236639,0.915476088,2.368519416,1.151531571,1.933459879,6.408122501,2.403124731,3.812906429,4.855612679,14.16822767,0.0,1.29301774,2.488382616,2.147932258,2.020207737,14.82562141,20.05160546,2.900189818,0.0,8.346782346,4.460140402,9.349482841,8.504241265,0.0,0.0,4.617557122,2.278281709,6.906235196,0.206536992,0.397387631,0.0,10.37536126,1.344789286,0.0,10.62833293,4.149120183,6.767316672,4.84006612,5.050585583,1.164665743,1.204543254,2.17592527,0.44976537,3.120822483,1.102506616,2.782260782,2.223752722,3.140040588,5.476749253,3.296675047,0.408771131,3.003768026,0.0,15.93025427,9.658809796,2.884496086,0.954969234,1.195371605,0.0,1.897331107,2.002512017,1
RNA338_FPKM,0.346876218,13.47500706,0.563787838,0.0,2.106297992,0.0,1.451271878,5.799150578,0.0,0.879452994,2.724733829,14.37875522,0.0,2.455108356,4.852672406,1.341407423,2.638358981,2.040015811,13.11325547,33.32697946,2.08721455,2.994997144,4.398069396,2.720021082,5.026522834,5.228426086,4.717578957,4.466102477,1.960408065,25.04064219,0.370450329,1.153137845,0.0,1.254234862,5.522787876,0.0,3.731883837,3.586488205,5.101013837,4.404413532,10.97852477,0.0,3.743467648,0.0,2.082477022,1.278759007,0.444972407,0.493314358,1.678957425,2.254952134,4.226176728,2.335486139,2.615744476,4.129392148,11.16515756,0.0,3.769892125,2.638358981,3.985582471,7.433173799,3.509875587,5.666913007,1.31543855,0.0,3.090535792,3.468072835,8.22967198,11.23235152,0.0,0.225657771,9.873628948,1.006444632,5.593473144,1.003796093,2.124653772,0.656279976,7.420225547,4.901279957,0.0,10.5110925,4.193756171,4.165455798,8.379222997,5.048920188,2.943215952,2.14638936,3.416213547,0.874413148,0.933242168,0.857219632,3.090535792,1.729009568,1.077166411,9.265764398,1.601943248,0.596088183,11.09392024,0.0,9.327013898,4.437688297,0.400591957,0.928083979,2.904589921,0.0,1.383068654,0.194572262,0
